고객번호,총구매액,구매빈도,최근구매일
16037,39091801.0,557,2
16038,11535756.0,1623,2
16039,27243687.0,1822,2
16040,19313037.0,2497,2
16041,20486859.0,1006,8
16042,11463746.0,1319,2
16043,244510583.0,737,2
16044,27994485.0,507,7
16045,37804083.0,563,4
16046,11520769.0,1426,2
16047,12244554.0,2511,3
16048,11920015.0,2482,2
16049,3967029.0,740,9
16050,4916058.0,1004,2
16052,42730915.0,543,4
16053,6465666.0,1207,2
16054,17848889.0,2070,2
16055,11395536.0,1803,3
16056,13623296.0,1325,3
16057,12164092.0,772,7
16058,17238896.0,1853,4
16059,8670286.0,920,2
16060,7419070.0,1202,3
16061,92429250.0,450,9
16062,14720106.0,502,3
16063,5677211.0,1824,3
16064,6460996.0,344,13
16065,11670782.0,1570,6
16066,40801667.0,497,2
16067,21050896.0,3616,2
16068,91379200.0,595,15
16069,7923700.0,1817,2
16070,4611201.0,1479,2
16071,4131565.0,390,21
16072,12899117.0,2665,2
16073,8158762.0,1366,5
16074,3891306.0,733,2
16075,13346512.0,1388,2
16076,30105373.0,775,2
16077,12331415.0,2343,2
16078,44084569.0,620,4
16079,8070443.0,962,7
16080,18225966.0,1905,2
16081,26927657.0,388,2
16083,10183870.0,710,2
16084,19157017.0,1430,2
16085,5457801.0,1335,2
16086,7094939.0,1216,2
16087,16229390.0,1768,6
16088,35025731.0,812,2
16089,9240217.0,2050,2
16090,2603953.0,66,13
16091,6838454.0,1016,2
16092,13666649.0,2425,2
16093,8602148.0,1450,3
16094,5795540.0,1411,2
16095,8589811.0,991,6
16096,71519107.0,553,7
16097,5407523.0,1543,2
16098,18952573.0,491,2
16099,6204019.0,773,3
16100,9686577.0,1380,2
16102,10974226.0,552,3
16104,26086733.0,1176,2
16105,10124665.0,866,2
16106,9273075.0,1490,2
16107,19343295.0,2248,2
16108,52478467.0,500,3
16109,8042828.0,777,2
16110,22184837.0,1400,4
16111,8253115.0,1151,2
16112,9552917.0,725,11
16113,15402610.0,1686,2
16114,63944346.0,1865,3
16115,35891091.0,1387,2
16116,13790946.0,1037,3
16117,5222288.0,1508,2
16118,4874731.0,1062,2
16119,7387806.0,1088,3
16120,38837308.0,1134,2
16121,4450498.0,755,4
16122,43825473.0,2102,2
16123,11154110.0,2079,2
16124,12350154.0,2150,2
16125,7604003.0,907,4
16126,12738905.0,1623,8
16128,7456179.0,1294,4
16129,10966882.0,812,3
16130,16556097.0,1953,2
16131,29030860.0,468,2
16132,8181339.0,1880,2
16133,19686971.0,1064,7
16134,12532048.0,2445,3
16135,14985227.0,1975,2
16136,13863700.0,1793,3
16137,10108317.0,2133,2
16139,3121891.0,99,2
16140,6129539.0,538,23
16141,11648983.0,1469,2
16142,11019569.0,1251,4
16143,6003277.0,1207,3
16144,8313222.0,1430,2
16145,20775534.0,1757,9
16146,76300188.0,608,2
16147,12660229.0,2268,3
16148,9730447.0,1392,3
16149,42043037.0,520,7
16150,8675810.0,1904,2
16151,89755941.0,859,2
16152,16239053.0,2044,3
16153,6935082.0,799,3
16154,21076259.0,1319,6
16157,10999360.0,1372,9
16158,16335596.0,3014,4
16159,10923782.0,2215,2
16160,7809157.0,2290,2
16161,11619430.0,1110,2
16162,96808586.0,569,2
16163,13363902.0,2110,2
16165,8296654.0,1647,7
16166,19646755.0,714,4
16167,5604495.0,540,2
16169,4702281.0,433,2
16170,12066756.0,1486,2
16171,11299061.0,2434,6
16172,7357708.0,2010,2
16173,64702325.0,775,3
16175,41371920.0,3671,2
16176,26773914.0,726,2
16177,4379170.0,442,8
16178,12590768.0,1514,7
16179,54541084.0,612,10
16180,6685485.0,1888,2
16181,8759396.0,1109,6
16182,17372004.0,2007,2
16183,13707232.0,1922,2
16184,12562546.0,1716,2
16185,6380001.0,1222,2
16186,42995679.0,794,14
16187,5980004.0,1903,2
16188,12683863.0,2796,7
16189,99164811.0,880,2
16190,19201882.0,2136,3
16191,12303092.0,1668,2
16193,7208847.0,1824,3
16195,2958343.0,576,3
16196,20644296.0,738,2
16197,9312464.0,2021,3
16198,10115979.0,1950,2
16199,11147279.0,2057,3
16200,13425361.0,1407,2
16201,10025418.0,1480,2
16202,56814595.0,629,7
16203,18366157.0,1694,44
16204,6485061.0,1490,2
16205,14184750.0,646,2
16207,47991186.0,1444,3
16208,8790502.0,1367,3
16209,23267659.0,811,2
16210,15458019.0,1374,3
16211,15646171.0,1874,2
16212,7593763.0,1369,4
16213,5670477.0,1079,7
16214,14778426.0,1585,2
16215,14121687.0,2500,2
16216,7295655.0,954,3
16217,2462658.0,265,2
16218,10642914.0,1272,3
16219,62190406.0,432,8
16220,12897835.0,1355,2
16221,11975377.0,1420,2
16222,8552152.0,1229,3
16223,18321397.0,1260,3
16224,10238030.0,1401,9
16225,14047774.0,1052,27
16226,8900174.0,870,7
16227,5691642.0,706,2
16228,10833432.0,1754,3
16229,10272690.0,1964,4
16230,25951042.0,717,6
16231,82604803.0,534,7
16232,22287463.0,3570,6
16233,9210102.0,926,2
16234,33344914.0,1403,5
16235,17870513.0,1114,9
16236,75374261.0,814,13
16237,6088704.0,1094,4
16238,115068804.0,462,4
16239,10706934.0,1587,2
16240,15951515.0,1317,2
16241,68345479.0,1550,2
16242,14691473.0,2140,2
16243,10124592.0,2182,6
16244,8123864.0,1066,2
16245,11434302.0,1942,8
16246,8547842.0,700,6
16247,8618587.0,1769,2
16248,13735666.0,1260,4
16249,30185213.0,2155,2
16250,5870258.0,1008,3
16251,7110339.0,1950,2
16252,19650001.0,632,3
16253,10342284.0,695,6
16254,16863647.0,2496,3
16255,13813571.0,1532,8
16256,13746167.0,675,3
16257,24578229.0,1264,4
16258,6674582.0,1427,7
16259,95802480.0,1023,7
16260,9116653.0,1175,13
16261,19467343.0,1303,3
16262,5519360.0,1109,2
16263,6807170.0,1083,2
16264,3579143.0,236,16
16265,25637191.0,923,2
16266,6679207.0,1761,3
16267,10562631.0,2569,2
16268,8779223.0,3017,2
16269,27003625.0,1151,2
16270,10180946.0,989,2
16271,31013146.0,769,68
16272,18536233.0,1800,2
16273,12016771.0,930,4
16274,11661382.0,1377,6
16275,42803614.0,972,2
16276,10444832.0,1183,2
16277,27392318.0,563,2
16278,9395510.0,1950,2
16279,29299490.0,2482,4
16280,8007955.0,1474,6
16281,33632329.0,754,6
16282,15439740.0,1589,6
16283,7973880.0,442,2
16284,21810254.0,1056,8
16285,21310767.0,3127,3
16286,7172418.0,1183,2
16287,12399355.0,1523,2
16288,50072687.0,1341,2
16289,36111028.0,1268,4
16290,8472404.0,1628,10
16291,10350573.0,1924,6
16292,28000005.0,459,4
16293,9311020.0,1326,6
16294,8665769.0,1682,2
16295,5095261.0,1358,2
16296,25012371.0,843,2
16297,127728272.0,1808,2
16298,7899796.0,2210,2
16299,7931258.0,819,6
16300,13666641.0,932,2
16301,9069947.0,1476,2
16302,27727211.0,2196,3
16303,18916911.0,1618,2
16304,74773480.0,496,2
16305,3262355.0,562,4
16306,83474729.0,624,2
16307,9545276.0,1517,2
16308,5941059.0,262,7
16310,10031067.0,1363,2
16311,7240929.0,1010,2
16312,8365134.0,1690,2
16313,7099448.0,1853,2
16314,17913958.0,1303,2
16315,2360881.0,528,8
16316,9712007.0,1612,3
16317,18823201.0,1033,2
16318,74920146.0,533,3
16319,23614532.0,879,4
16320,7686032.0,1164,77
16321,6395836.0,1303,4
16322,10219351.0,939,2
16323,8548840.0,1852,2
16324,71556214.0,770,2
16325,23311812.0,3029,2
16326,37105663.0,430,7
16327,12984874.0,1125,6
16328,3858951.0,1233,2
16329,35545157.0,2677,3
16330,30710078.0,814,2
16331,15147533.0,2196,2
16332,11093376.0,1423,2
16333,11885048.0,1248,4
16334,15487273.0,1656,2
16336,11623206.0,2550,2
16337,19170864.0,1725,2
16338,23432404.0,1754,3
16339,25023904.0,1083,2
16340,8948633.0,1420,3
16341,139440868.0,807,7
16342,18277048.0,1919,2
16343,7343250.0,2731,2
16344,7203876.0,1112,2
16345,4446808.0,950,3
16346,9814540.0,1365,8
16347,68617204.0,2455,2
16348,27833567.0,2603,2
16349,13272165.0,2026,2
16350,7689081.0,1851,3
16352,4669155.0,914,2
16353,11610348.0,1385,3
16354,15308463.0,1049,3
16355,1578478.0,132,6
16356,13782841.0,1504,7
16357,6110638.0,1115,2
16358,6148645.0,483,55
16359,10385148.0,1066,7
16360,15756177.0,2692,3
16361,9655516.0,783,6
16362,14806485.0,2217,3
16363,11427619.0,2108,8
16364,12098564.0,1136,3
16365,14962257.0,4021,3
16367,6835640.0,1281,3
16368,5586382.0,953,2
16369,9191283.0,1498,2
16370,77218259.0,1178,4
16371,15633450.0,1418,8
16372,11031501.0,1248,2
16373,15680332.0,1943,2
16375,38743873.0,954,3
16376,10756590.0,1617,4
16377,13162293.0,964,3
16378,12336944.0,1593,2
16379,19779105.0,785,3
16380,74825143.0,524,3
16381,14163042.0,1823,3
16382,47128811.0,487,3
16383,64336614.0,489,3
16384,13848175.0,921,2
16385,31012512.0,1909,2
16386,3317471.0,1021,4
16388,9553022.0,1076,2
16389,8170001.0,1271,2
16390,6869493.0,1165,8
16391,5040972.0,1474,2
16392,6162481.0,1614,3
16393,7922261.0,574,5
16394,17671636.0,2360,3
16395,13408142.0,1643,3
16396,8114530.0,1722,11
16397,6462419.0,1650,2
16398,9632727.0,2158,9
16399,25983143.0,3921,2
16400,9849550.0,1498,7
16401,71092208.0,731,3
16402,16361475.0,1901,2
16403,8031335.0,2584,3
16404,10636118.0,1623,7
16405,36232068.0,667,2
16406,1113216102.0,513,4
16407,12419733.0,569,2
16408,43947551.0,727,7
16409,10427204.0,1947,2
16410,8250293.0,1061,2
16411,12833728.0,2937,2
16412,12675120.0,2350,2
16413,14289985.0,469,8
16414,21904161.0,1609,10
16415,6726732.0,611,2
16416,7720801.0,1720,2
16417,17150852.0,1217,8
16418,8543162.0,2241,3
16419,9164954.0,1133,2
16420,8508860.0,1936,2
16421,13579116.0,1790,4
16422,15893841.0,590,8
16423,22463315.0,1329,3
16424,5924169.0,611,2
16425,16287991.0,2939,2
16426,16459836.0,1201,6
16427,9710670.0,742,12
16428,23222450.0,527,2
16429,10180542.0,1312,2
16430,5649660.0,400,7
16431,11666266.0,4047,2
16432,4095455.0,1042,3
16433,5537288.0,1502,2
16434,4698087.0,1465,6
16435,11903857.0,1891,2
16436,10483536.0,806,3
16437,7465906.0,1925,2
16438,11544940.0,2167,6
16439,54530593.0,1171,3
16440,16591646.0,1056,8
16441,27386393.0,557,2
16442,33127385.0,4507,3
16443,11282866.0,1569,4
16444,11895158.0,2108,3
16445,7056712.0,1667,2
16446,14247894.0,1312,4
16447,9677264.0,743,4
16448,18323558.0,2161,2
16449,197407505.0,527,18
16450,10724707.0,1195,4
16451,151542686.0,992,2
16452,36366235.0,852,2
16453,51428098.0,1588,2
16454,10286798.0,3161,2
16455,7584660.0,1212,4
16456,7188329.0,474,4
16457,24560863.0,519,3
16458,10687850.0,412,2
16459,12759647.0,3677,3
16460,14051458.0,3264,2
16461,39061955.0,463,2
16463,9037325.0,1381,6
16464,14171813.0,1319,2
16465,12783386.0,1240,2
16466,4941878.0,1354,2
16467,13180747.0,1575,2
16468,14488785.0,688,2
16469,8050782.0,1938,2
16471,9513474.0,1771,6
16472,7280587.0,616,8
16473,7864886.0,1213,8
16474,5427712.0,687,2
16475,16457110.0,2347,2
16476,22298022.0,679,3
16477,10283808.0,1059,2
16478,14549851.0,1108,2
16479,8403141.0,1544,8
16480,4430540.0,1029,2
16481,161472766.0,745,7
16482,4455190.0,1532,2
16483,10919749.0,1956,3
16484,29846792.0,1183,7
16485,4264986.0,1342,2
16486,5241134.0,865,2
16487,12967017.0,757,2
16488,10120548.0,2229,2
16489,34487951.0,2412,4
16490,3432638.0,516,3
16491,7409708.0,1068,2
16492,11902515.0,1851,3
16493,136259952.0,1037,7
16494,42220470.0,1403,2
16495,9852328.0,2111,2
16497,17011585.0,2825,2
16498,5569080.0,917,2
16499,58202436.0,1224,2
16500,25734529.0,1031,6
16501,24334178.0,2992,3
16502,6420617.0,1973,2
16503,34312390.0,2418,3
16504,11809849.0,2381,2
16505,40153200.0,888,8
16506,60390417.0,625,2
16507,9786452.0,1846,2
16508,7758096.0,1443,2
16509,14855138.0,2604,3
16510,10294306.0,2145,3
16511,8797075.0,1452,2
16512,10936952.0,1873,2
16513,30558056.0,493,3
16514,6375780.0,1117,2
16515,21326570.0,2247,3
16516,22499545.0,874,2
16517,13194225.0,1256,3
16518,40521577.0,672,3
16519,21307922.0,2936,2
16520,30438411.0,669,7
16521,9037745.0,2500,4
16522,9962078.0,1860,2
16523,15272295.0,2208,2
16524,18760574.0,2902,2
16525,9525893.0,1034,2
16526,39225371.0,999,2
16527,6401100.0,1877,2
16528,16410880.0,2001,4
16530,5756987.0,850,2
16531,5297047.0,1326,3
16532,41488442.0,627,3
16533,30155786.0,705,7
16534,4449658.0,1560,2
16535,6655702.0,904,2
16536,14782829.0,1670,3
16537,53408896.0,342,8
16538,112170990.0,1376,2
16539,19385876.0,1101,2
16541,8620405.0,1388,2
16542,69097178.0,800,3
16543,995003.0,54,20
16544,9098771.0,1309,2
16545,4899828.0,1160,2
16546,15891387.0,841,2
16547,45854310.0,927,6
16548,6219425.0,1187,3
16549,77770404.0,583,3
16550,3287905.0,358,2
16551,4457365.0,1646,2
16552,67244957.0,760,7
16553,33695375.0,1398,3
16554,102745943.0,910,3
16555,8628066.0,1263,2
16556,6840627.0,646,2
16557,27970662.0,1219,19
16558,10141896.0,1585,2
16559,26143923.0,905,8
16560,14847580.0,3196,2
16561,6066179.0,1626,2
16562,12467727.0,2173,2
16563,8608861.0,2098,2
16564,30931656.0,647,7
16565,90202448.0,545,14
16566,16909485.0,1138,3
16567,21172683.0,2877,2
16568,63093884.0,388,3
16569,16494396.0,2383,2
16570,4648094.0,625,3
16571,7306829.0,1787,3
16572,13599555.0,780,3
16573,5318389.0,1746,3
16574,18034603.0,1394,10
16576,12780755.0,2960,2
16577,23063423.0,2408,11
16578,9433633.0,1500,2
16579,18173171.0,1040,4
16580,21787259.0,470,4
16581,10079407.0,2235,2
16582,8490934.0,903,7
16583,8894497.0,880,12
16584,53825146.0,3681,2
16585,20017277.0,3339,4
16586,14353194.0,1720,2
16587,12311349.0,3033,2
16588,9702640.0,1394,2
16589,9850793.0,1971,2
16590,12263464.0,1822,4
16591,16317708.0,507,2
16592,6815006.0,1617,2
16593,11292873.0,971,2
16594,9488272.0,1836,6
16595,14006197.0,1697,2
16596,12162165.0,1956,3
16597,11051102.0,2390,2
16598,11672610.0,909,3
16599,19450875.0,2071,3
16601,10168479.0,1709,2
16602,42807454.0,765,2
16603,7164278.0,1790,2
16604,12760878.0,1974,9
16605,7386970.0,1005,3
16606,10587749.0,1563,7
16607,14643156.0,794,12
16608,47247897.0,682,4
16609,9965059.0,1040,2
16610,11327487.0,2794,2
16611,5829995.0,721,2
16612,12163566.0,2097,4
16613,7954763.0,1157,2
16614,49752924.0,583,12
16616,5048288.0,1469,3
16617,16888769.0,1113,3
16618,8125733.0,1983,2
16619,4558563.0,242,11
16620,14043554.0,1812,3
16621,8966572.0,1344,2
16622,15236619.0,2451,2
16623,304288684.0,777,2
16624,61382905.0,1018,7
16625,5824068.0,1113,2
16626,8877386.0,1587,7
16627,6685385.0,1502,2
16628,36039787.0,471,7
16629,70593657.0,556,2
16630,10923711.0,815,3
16631,11341857.0,964,2
16632,11083180.0,2335,2
16633,10954368.0,950,2
16634,23804951.0,527,4
16635,44555326.0,2211,2
16636,67079748.0,1730,3
16637,20865163.0,1226,2
16638,12445603.0,1455,3
16639,50868503.0,615,3
16640,10956773.0,819,2
16641,13571057.0,3386,3
16643,18519798.0,2131,2
16644,5300622.0,1056,2
16645,2967638.0,414,55
16646,7831774.0,1147,4
16647,6202991.0,630,2
16648,11016519.0,3371,2
16649,7124904.0,987,3
16650,12378887.0,1523,3
16651,6027960.0,731,4
16652,15703150.0,942,2
16653,15299761.0,2008,2
16654,13888961.0,979,3
16655,11444608.0,3495,2
16656,18355124.0,453,4
16657,11221020.0,1194,4
16658,11430759.0,3883,2
16659,24402468.0,1475,3
16660,54364520.0,1254,2
16661,10958063.0,1223,2
16663,13347768.0,1247,2
16665,10432799.0,1238,3
16666,1388267.0,370,2
16667,44073911.0,459,8
16668,13900545.0,928,16
16669,36527472.0,699,7
16670,8339148.0,1920,2
16671,6938821.0,1513,4
16672,72747085.0,1309,8
16673,14904167.0,826,4
16674,11224694.0,2018,2
16675,11027407.0,1106,6
16676,24578413.0,823,4
16677,14096993.0,1903,3
16678,335988.0,71,5
16679,240333990.0,890,7
16680,8985285.0,1600,7
16681,2876969.0,264,6
16682,17551446.0,2753,3
16683,11456412.0,1502,2
16684,6838036.0,861,3
16685,6724830.0,2430,2
16686,11451345.0,2201,6
16687,12496701.0,1695,2
16688,6849244.0,592,3
16689,9916642.0,1008,12
16690,5923944.0,1348,2
16691,13100412.0,1864,12
16692,9919607.0,872,7
16693,10512231.0,887,63
16694,8607723.0,1642,2
16695,20514856.0,2144,2
16696,162839728.0,517,4
16697,40206984.0,688,3
16698,3969690.0,697,3
16699,18862878.0,1450,2
16700,10947494.0,1635,23
16701,20323303.0,2433,2
16702,9441411.0,877,2
16703,13259194.0,808,2
16704,30160215.0,444,4
16705,45145184.0,493,6
16706,6619806.0,829,2
16707,14196992.0,1867,3
16709,6808955.0,1394,6
16710,8631798.0,919,2
16711,8017589.0,930,3
16712,16977074.0,1716,2
16713,20299843.0,1352,2
16714,1923210.0,270,8
16715,8646254.0,1757,2
16717,5739252.0,1373,2
16718,11551599.0,1395,32
16719,16930841.0,2433,2
16720,11739473.0,1686,2
16721,69433026.0,895,9
16723,8630004.0,1387,4
16724,12443206.0,867,2
16725,5315879.0,938,4
16726,5560768.0,1164,3
16727,8286838.0,1660,13
16728,9957785.0,1539,3
16729,17796322.0,825,7
16730,24344769.0,2819,2
16731,9319768.0,544,2
16732,9066017.0,2429,2
16733,15294946.0,1513,7
16734,7178961.0,1894,2
16735,11603324.0,710,4
16736,9756702.0,1407,2
16737,9495076.0,1632,2
16739,31718859.0,555,3
16740,12642489.0,1975,2
16741,7122470.0,1527,18
16742,10606226.0,1732,3
16743,23821623.0,2633,2
16744,161173473.0,791,2
16745,8421850.0,1902,2
16746,9638112.0,1303,2
16747,25395168.0,4769,2
16748,8912933.0,2257,2
16749,29159134.0,568,2
16750,13610079.0,1930,2
16751,9623271.0,1458,4
16752,3182596.0,853,3
16753,7438901.0,1804,2
16754,14085038.0,2923,2
16756,12415132.0,1502,2
16757,5664245.0,922,7
16758,15429867.0,2914,2
16759,8220785.0,1462,2
16760,4498208.0,1379,3
16761,9106299.0,514,2
16762,5698581.0,134,2
16763,4965032.0,690,2
16764,8878686.0,2280,2
16765,15682521.0,1149,7
16766,10096522.0,1641,2
16767,20993311.0,1743,3
16768,10736112.0,2115,3
16770,13978154.0,2396,3
16771,10718643.0,2464,2
16772,117468268.0,2997,3
16773,5190284.0,1686,11
16774,8494518.0,1728,2
16775,7635168.0,494,2
16776,67628327.0,1548,3
16777,18114322.0,1518,2
16778,3955673.0,732,4
16779,25110259.0,734,2
16780,7700407.0,1392,3
16781,21142008.0,827,7
16782,5691111.0,1801,4
16783,7067075.0,988,3
16784,11659326.0,2462,2
16785,24096800.0,588,2
16786,59580232.0,557,2
16787,5994879.0,995,4
16788,10588418.0,464,7
16790,12752417.0,762,8
16791,19248622.0,1358,2
16792,24937950.0,572,2
16793,5734273.0,1204,2
16794,18316213.0,462,8
16795,13926378.0,1184,3
16796,13781578.0,1448,2
16797,8157691.0,2295,2
16798,10270431.0,1263,2
16799,2318118.0,249,14
16800,28993520.0,1760,3
16801,13689852.0,1275,2
16802,7839421.0,607,2
16803,17883004.0,2029,2
16804,24971185.0,3136,2
16805,13924784.0,1436,2
16806,13708217.0,1912,8
16807,22962254.0,2010,7
16808,10665626.0,1651,2
16809,17548176.0,774,4
16810,11660552.0,2899,2
16811,14480805.0,1962,3
16812,37829887.0,4018,2
16813,11373504.0,2949,2
16814,18080056.0,1209,2
16815,6309333.0,1845,2
16816,5773539.0,1598,2
16817,20331645.0,434,9
16818,8130637.0,600,2
16819,987568.0,156,16
16820,3448106.0,1122,2
16822,9481262.0,968,2
16824,8705594.0,1860,2
16825,48978570.0,281,11
16826,10817669.0,1968,2
16827,10020020.0,1120,6
16828,5345606.0,1742,3
16829,15434271.0,496,11
16830,61910469.0,711,6
16831,17355546.0,2297,2
16832,7218939.0,1732,3
16833,45487208.0,615,2
16834,28092303.0,3571,2
16835,10065704.0,1852,2
16836,6004614.0,478,3
16838,11374176.0,1027,3
16839,10951043.0,1132,4
16840,70131261.0,5601,2
16841,9428018.0,1655,2
16842,10982092.0,2434,2
16843,10406988.0,1169,2
16844,35829447.0,567,7
16845,6184593.0,1955,2
16846,5815329.0,1009,2
16847,15166091.0,1373,2
16848,12376656.0,1682,4
16849,9007082.0,759,3
16850,7574236.0,894,2
16851,9184934.0,630,7
16852,33623541.0,833,3
16853,45371366.0,718,10
16854,4365169.0,1141,4
16855,8094457.0,1241,10
16856,15516729.0,1912,3
16858,40633117.0,2875,2
16859,3878103.0,739,2
16860,7539756.0,1226,4
16861,7858423.0,861,4
16862,12413296.0,1791,3
16863,17781040.0,1313,2
16864,6312710.0,715,2
16865,22843437.0,593,3
16866,12255826.0,2147,2
16867,7256761.0,1570,2
16868,4870838.0,1332,2
16869,7830832.0,757,7
16870,8086976.0,924,7
16871,6014671.0,1598,3
16872,39041386.0,506,17
16873,8114511.0,1516,2
16874,9775898.0,1010,2
16875,12025482.0,1139,6
16876,77142083.0,1022,7
16877,9226666.0,933,7
16878,17830820.0,1919,3
16879,12796608.0,777,4
16880,10277874.0,1201,4
16881,7353742.0,2136,3
16882,13728776.0,3652,3
16883,5361717.0,1632,2
16884,25430749.0,1206,4
16885,12334852.0,2205,2
16886,33961603.0,883,2
16887,20816579.0,1837,6
16888,14054669.0,2527,2
16889,27350889.0,1991,2
16890,28249236.0,1117,7
16891,10651749.0,2051,3
16892,33435665.0,541,3
16893,6530778.0,1430,2
16894,6357941.0,533,3
16895,9009136.0,2197,2
16896,15003207.0,615,2
16897,6036697.0,1400,2
16898,12089277.0,716,3
16899,15738639.0,2186,3
16900,8220065.0,1385,2
16901,3813104.0,1580,2
16902,60103498.0,509,2
16903,6089839.0,1563,4
16904,9601733.0,1722,2
16905,9880547.0,2344,3
16906,2419289.0,399,21
16907,10252296.0,2138,3
16908,12370573.0,622,2
16909,8071245.0,2854,2
16910,14147572.0,1530,3
16911,12083722.0,2466,6
16912,9729991.0,2335,2
16913,19096897.0,2287,2
16914,9997914.0,2182,2
16915,34959024.0,678,3
16916,12179773.0,791,4
16917,9082702.0,3024,2
16918,12871058.0,2112,3
16919,16827609.0,515,7
16920,11132121.0,1865,2
16921,22639331.0,1250,3
16922,9466085.0,1812,2
16923,8841822.0,828,4
16924,5910918.0,1826,3
16925,38260381.0,945,2
16926,39188939.0,641,4
16927,69607133.0,554,8
16928,5999218.0,1731,7
16929,6475727.0,1097,11
16930,12950254.0,2636,2
16931,41156974.0,637,2
16932,5838567.0,1035,3
16933,8115306.0,2315,16
16934,6135006.0,1525,2
16936,11391203.0,1967,3
16937,26969142.0,2185,2
16938,8900170.0,940,2
16939,12039749.0,613,2
16940,30783136.0,463,2
16941,7867558.0,752,3
16942,11906973.0,1113,6
16943,24419640.0,1934,2
16944,9146179.0,718,2
16945,6405762.0,1605,2
16946,10574172.0,1991,2
16947,9783313.0,1937,3
16948,46338526.0,638,4
16949,22508266.0,2419,2
16950,5256068.0,1149,2
16951,6068559.0,1554,2
16953,14757515.0,1769,2
16954,11081216.0,621,4
16955,27332259.0,647,8
16956,16103969.0,2757,31
16957,2323195.0,164,76
16958,10913947.0,1103,27
16959,10532818.0,1189,2
16960,13946051.0,1145,2
16961,8618471.0,1188,2
16962,22400178.0,880,2
16963,15718038.0,2035,2
16964,16013196.0,807,3
16965,7961453.0,704,6
16966,7439241.0,1215,6
16967,9104574.0,2545,2
16968,10148071.0,1639,2
16969,8214256.0,1231,2
16970,3727284.0,958,3
16971,3463676.0,1208,2
16972,7013186.0,1106,3
16973,23291871.0,855,3
16974,10696331.0,1045,2
16975,22383447.0,2424,2
16976,6533792.0,931,2
16977,24195878.0,477,7
16978,10821841.0,1170,2
16979,9084642.0,835,2
16980,5592899.0,1147,3
16981,7589616.0,1617,2
16982,51113697.0,1092,3
16983,15434653.0,1816,4
16984,55538048.0,645,8
16985,7008930.0,617,2
16986,12845970.0,1928,2
16987,16296427.0,837,7
16988,18092701.0,395,2
16989,57244619.0,1200,3
16990,53969370.0,1098,7
16991,45655618.0,684,3
16993,22342995.0,449,2
16994,23139404.0,821,3
16995,4777711.0,865,2
16996,43095932.0,1285,12
16997,9506753.0,839,2
16998,11504186.0,2673,2
16999,15043539.0,2301,3
17001,14547893.0,2241,2
17002,8253463.0,1072,3
17003,39325606.0,855,8
17004,11598695.0,2825,2
17005,22754174.0,3142,4
17006,10615481.0,2353,6
17007,62235105.0,579,13
17008,6806905.0,1098,2
17009,24001676.0,1782,2
17010,54517367.0,1060,3
17011,5152065.0,1607,2
17012,6600783.0,1210,3
17013,13768786.0,2397,4
17014,4922175.0,1167,2
17015,13223789.0,982,9
17016,20118391.0,597,3
17017,3988407.0,1213,2
17018,36014995.0,2754,2
17019,19441003.0,3147,2
17020,9695920.0,1537,3
17021,15433604.0,1810,2
17022,4878181.0,914,3
17023,18550404.0,1521,2
17024,56379756.0,960,2
17025,27059790.0,1815,3
17026,45158925.0,625,4
17027,18434584.0,996,8
17028,13507098.0,1063,2
17029,13484000.0,1026,2
17030,10305668.0,2226,2
17031,9073589.0,1442,4
17032,12966302.0,1817,2
17033,13475438.0,3115,3
17034,8959220.0,1544,2
17035,21250765.0,1216,2
17036,50599005.0,2144,8
17037,55848979.0,967,2
17038,45612291.0,919,2
17039,15282997.0,2619,4
17040,4840455.0,846,2
17041,14539255.0,2673,4
17042,7283843.0,558,2
17043,87138671.0,1558,7
17044,8331838.0,1293,2
17045,10998419.0,2042,6
17046,38644894.0,1247,2
17047,6408341.0,1074,3
17048,4374953.0,682,6
17049,13151449.0,1338,4
17050,19104628.0,1707,2
17051,4887570.0,1419,2
17052,10154017.0,693,8
17053,16254597.0,1798,2
17054,8893169.0,466,7
17055,11245560.0,1608,2
17056,5561212.0,226,5
17057,14565095.0,1568,2
17058,23247608.0,2262,7
17059,105210426.0,1606,2
17060,25000346.0,841,7
17061,18339715.0,668,13
17063,6736741.0,2325,2
17064,24397170.0,502,3
17066,6590578.0,896,7
17067,58639923.0,944,2
17068,6485868.0,1834,8
17069,24151193.0,1794,2
17070,18320543.0,1084,2
17071,3940807.0,717,11
17072,27864343.0,1007,2
17073,6572899.0,860,2
17074,16295867.0,667,7
17075,14047043.0,1469,4
17076,4508339.0,821,2
17077,12917779.0,1673,2
17078,13285868.0,1461,6
17079,6369141.0,1480,2
17080,22350413.0,506,4
17081,4257318.0,1140,3
17082,7770251.0,900,3
17083,8084146.0,1702,2
17084,8973113.0,736,2
17085,4487935.0,74,4
17086,34696749.0,641,2
17087,31323695.0,475,11
17088,8268966.0,1722,2
17089,30613551.0,568,3
17090,4204174.0,410,7
17091,38343717.0,632,2
17092,29506068.0,1613,2
17093,7706277.0,882,10
17095,69304133.0,1091,2
17096,11758208.0,2807,2
17097,4811060.0,1535,3
17098,7645969.0,567,2
17099,9813565.0,3193,2
17100,15115494.0,458,9
17101,15446497.0,1258,2
17102,8377322.0,1264,7
17103,16440251.0,1845,10
17104,7655497.0,1683,2
17105,11737913.0,1350,3
17106,9535403.0,1366,2
17107,26790176.0,672,2
17108,16448626.0,665,7
