고객번호,성별,연령대,거주지역,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),분기증감확인
18483,0,4,0,2.16,19.72,72.3,5.81,2.0,1.0,0.0,10.03,10.87,12.53,11.44,17.12,13.65,13.8,10.56,1
18484,0,4,0,9.97,64.13,0.0,25.89,0.0,0.0,0.0,10.27,15.46,14.09,9.32,14.69,9.56,16.15,10.46,1
18485,0,3,2,3.33,90.31,0.0,6.36,0.0,1.0,0.0,21.71,12.67,8.93,14.19,10.5,10.45,12.1,9.46,0
18486,0,4,0,6.07,69.34,0.0,24.59,0.0,0.0,0.0,8.64,8.39,15.43,12.91,11.66,12.35,19.67,10.94,1
18487,0,3,1,2.5,47.34,33.15,17.01,0.0,0.0,0.0,9.77,8.33,11.64,6.17,13.74,15.98,13.97,20.4,1
18488,0,4,0,14.64,63.16,0.0,22.21,9.0,0.0,0.0,9.28,10.47,13.67,16.82,15.95,10.04,10.64,13.13,1
18489,0,1,0,17.9,76.62,0.0,5.49,0.0,1.0,0.0,9.74,13.89,6.24,9.96,33.13,16.44,4.53,6.08,1
18490,0,3,1,13.63,40.31,27.91,18.15,0.0,1.0,0.0,11.99,14.02,15.94,13.2,12.38,13.1,10.13,9.24,0
18491,0,5,0,2.17,18.51,76.04,3.28,11.0,0.0,0.0,8.41,14.38,16.43,13.18,11.41,16.15,9.61,10.44,1
18492,1,4,1,1.49,9.16,87.37,1.97,15.0,0.0,0.0,18.89,17.52,11.99,13.15,8.9,9.51,12.68,7.37,0
18493,1,2,1,3.0,11.39,82.64,2.98,0.0,0.0,0.0,8.82,8.35,9.67,11.28,19.25,14.81,23.23,4.6,0
18494,0,5,0,6.07,34.55,53.54,5.84,1.0,0.0,0.0,7.5,9.4,10.36,14.72,9.34,20.76,14.27,13.64,1
18495,0,3,0,5.31,65.79,0.0,28.9,1.0,1.0,18.0,13.21,15.66,10.87,12.32,10.3,10.15,14.7,12.78,1
18496,0,4,1,43.26,38.63,0.0,18.11,0.0,0.0,0.0,12.01,15.64,17.85,13.27,9.35,10.61,10.73,10.54,0
18497,0,1,0,16.64,72.21,0.0,11.15,0.0,0.0,0.0,19.26,7.17,17.33,13.0,11.62,8.83,13.35,9.45,1
18498,0,5,0,12.96,78.67,0.0,8.36,0.0,0.0,0.0,12.08,13.34,15.1,9.26,10.61,16.66,12.58,10.36,0
18500,0,4,3,8.52,19.45,64.24,7.79,0.0,0.0,0.0,11.87,10.82,13.83,10.43,14.12,12.61,14.98,11.32,0
18501,0,4,0,6.82,85.89,0.0,7.29,1.0,1.0,0.0,7.13,9.38,24.78,14.86,14.04,11.46,9.75,8.6,1
18502,1,2,0,6.62,58.23,0.0,35.15,14.0,1.0,28.0,20.49,24.03,15.99,13.86,5.86,6.47,6.9,6.4,0
18503,1,3,0,53.78,46.22,0.0,0.0,0.0,0.0,0.0,13.17,11.13,16.3,11.43,13.62,12.77,11.67,9.91,1
18506,0,4,0,9.76,38.76,0.0,51.48,0.0,0.0,1.0,9.88,12.76,14.07,11.03,10.19,17.49,13.82,10.76,0
18507,0,1,1,2.05,14.71,83.24,0.0,0.0,1.0,0.0,34.17,5.21,9.4,11.18,12.14,4.24,10.15,13.51,1
18508,1,1,0,9.25,78.34,0.0,12.41,0.0,1.0,2.0,24.08,6.16,10.29,11.17,10.08,11.34,11.39,15.48,1
18509,0,2,0,4.26,24.58,0.0,71.16,0.0,0.0,6.0,12.59,16.84,14.74,10.39,10.24,11.99,13.07,10.15,0
18510,1,2,0,4.49,37.59,0.0,57.92,0.0,1.0,0.0,10.6,9.88,12.03,8.95,11.76,14.36,19.64,12.79,1
18511,0,3,1,4.73,95.27,0.0,0.0,0.0,1.0,0.0,11.62,14.93,14.48,10.34,10.18,12.13,16.43,9.89,1
18512,1,2,0,9.33,55.16,0.0,35.51,0.0,0.0,0.0,8.51,8.07,19.25,9.29,15.57,13.63,13.57,12.11,1
18513,0,1,0,22.93,42.03,0.0,35.05,0.0,1.0,0.0,8.81,10.6,12.58,10.88,13.49,14.82,17.56,11.27,1
18514,0,2,0,28.4,71.6,0.0,0.0,0.0,0.0,2.0,9.84,12.03,14.89,11.89,14.23,14.35,13.35,9.42,0
18515,0,1,0,9.71,73.38,0.0,16.91,0.0,1.0,18.0,9.19,14.72,15.17,10.17,10.25,13.58,15.76,11.16,1
18516,0,4,0,9.09,55.18,0.0,35.73,0.0,0.0,13.0,26.42,10.91,12.25,9.02,8.31,10.69,13.97,8.42,0
18517,0,2,0,7.26,62.16,0.0,30.58,0.0,2.0,0.0,7.64,10.87,10.44,8.71,10.8,18.7,16.54,16.29,1
18518,0,1,0,7.55,70.13,0.0,22.31,0.0,0.0,0.0,12.65,13.06,12.4,11.01,12.62,12.65,14.7,10.91,1
18519,0,3,0,4.82,95.18,0.0,0.0,0.0,0.0,0.0,8.58,12.92,12.69,9.28,10.27,17.92,18.21,10.12,1
18521,0,4,1,6.79,68.63,13.11,11.47,0.0,1.0,0.0,13.85,11.67,16.55,12.82,9.13,11.29,12.78,11.91,1
18522,0,4,0,22.19,60.9,0.0,16.91,0.0,0.0,0.0,11.14,12.36,13.68,11.38,13.79,10.65,15.44,11.55,0
18523,0,2,0,14.64,58.57,0.0,26.79,1.0,0.0,0.0,9.01,14.72,15.33,11.25,12.18,12.7,14.77,10.04,0
18524,0,3,0,6.19,42.1,21.61,30.11,0.0,1.0,0.0,12.28,5.53,9.49,9.13,17.51,20.67,16.52,8.86,1
18525,0,3,0,12.29,87.71,0.0,0.0,0.0,0.0,0.0,8.94,7.64,10.04,9.05,10.85,10.24,9.6,33.66,0
18526,1,3,0,0.99,36.13,60.9,1.99,0.0,1.0,0.0,9.39,2.54,2.63,15.16,24.63,27.58,9.34,8.74,1
18527,1,2,0,9.18,24.6,0.0,66.22,0.0,0.0,0.0,27.54,12.17,14.37,6.84,5.73,12.61,13.14,7.59,1
18528,1,3,0,2.15,22.93,71.82,3.1,5.0,0.0,0.0,13.67,7.84,11.57,9.93,10.73,20.81,13.94,11.51,1
18529,0,3,0,39.8,0.0,0.0,60.2,0.0,0.0,0.0,12.74,13.31,13.79,10.25,11.94,13.12,14.47,10.38,1
18530,1,1,1,12.3,74.27,0.0,13.43,0.0,0.0,0.0,10.08,3.26,14.43,9.48,17.36,25.54,11.07,8.78,0
18531,1,4,0,0.57,10.59,83.54,5.3,0.0,0.0,0.0,16.28,16.84,10.9,9.03,7.67,18.34,12.12,8.82,1
18532,0,4,1,2.18,31.85,64.29,1.68,1.0,0.0,0.0,7.15,47.62,8.24,9.85,5.98,8.8,7.94,4.42,0
18533,0,5,1,11.3,43.5,28.97,16.23,0.0,0.0,0.0,10.53,17.24,12.25,13.32,10.91,15.26,11.02,9.46,0
18536,0,3,0,11.63,65.61,0.0,22.75,0.0,0.0,32.0,9.52,13.03,14.25,12.28,14.66,12.49,13.85,9.94,0
18537,0,3,3,0.44,0.74,97.78,1.05,0.0,1.0,16.0,11.22,11.41,12.88,16.22,12.0,12.76,13.68,9.82,0
18538,0,4,1,14.72,70.78,0.0,14.5,0.0,0.0,18.0,8.9,8.29,10.25,18.12,18.01,16.02,13.16,7.25,0
18539,0,1,0,11.47,63.33,0.0,25.2,0.0,0.0,0.0,14.3,15.93,14.93,11.86,12.06,9.72,11.78,9.41,0
18540,1,4,0,26.7,14.45,0.0,58.85,0.0,0.0,0.0,12.98,13.0,12.81,9.93,13.78,13.66,13.16,10.68,0
18541,0,2,1,8.62,68.54,0.0,22.84,0.0,2.0,0.0,14.73,15.68,11.06,11.55,11.66,10.65,12.58,12.08,0
18542,1,2,0,0.91,9.57,86.6,2.92,16.0,0.0,2.0,5.94,9.21,13.59,30.64,13.92,9.55,8.32,8.83,1
18543,0,4,1,13.34,74.42,0.0,12.24,0.0,0.0,0.0,12.28,13.4,14.7,11.48,11.65,12.68,13.25,10.56,1
18544,0,3,1,2.26,24.82,67.45,5.47,0.0,1.0,0.0,21.0,10.76,17.42,11.09,8.49,10.18,13.81,7.25,0
18545,0,2,0,1.13,14.96,79.74,4.17,12.0,0.0,0.0,14.98,9.96,7.54,8.57,10.28,13.32,13.11,22.24,1
18546,0,2,1,7.08,34.4,54.09,4.44,13.0,1.0,0.0,10.08,10.8,15.45,5.95,8.17,29.02,13.19,7.32,0
18547,0,3,1,30.48,69.52,0.0,0.0,0.0,0.0,0.0,12.94,12.85,13.15,11.21,13.82,10.65,13.19,12.19,1
18548,0,4,3,4.98,95.02,0.0,0.0,0.0,1.0,0.0,10.04,13.12,12.99,11.0,12.32,15.21,14.41,10.92,0
18549,0,2,0,8.52,28.92,38.03,24.54,0.0,0.0,58.0,8.64,11.74,13.09,13.53,13.77,12.85,14.83,11.55,1
18550,0,3,0,11.13,39.89,11.51,37.48,0.0,2.0,7.0,12.42,12.91,13.53,13.74,11.66,11.31,15.52,8.89,0
18552,0,3,0,1.76,98.24,0.0,0.0,0.0,0.0,0.0,21.47,11.02,11.95,12.86,10.65,10.06,12.8,9.19,0
18553,0,0,1,6.71,70.48,0.0,22.81,0.0,1.0,0.0,14.31,11.08,12.38,10.93,14.15,15.17,13.59,8.4,0
18554,0,5,1,1.32,20.58,76.73,1.38,2.0,0.0,0.0,12.96,11.11,9.73,15.65,4.23,13.32,20.15,12.83,0
18555,0,3,0,1.27,16.3,80.99,1.44,0.0,0.0,0.0,9.46,5.18,6.27,15.07,10.62,27.37,14.75,11.29,1
18556,1,2,1,1.48,23.36,71.98,3.18,0.0,0.0,0.0,5.27,32.12,10.45,12.62,5.37,11.44,15.79,6.94,1
18557,0,2,0,16.84,58.86,0.0,24.31,0.0,1.0,0.0,11.98,13.32,13.54,12.81,10.33,13.29,12.08,12.64,1
18558,0,2,3,56.85,12.3,21.09,9.76,0.0,0.0,0.0,2.82,6.28,12.29,24.89,36.27,9.29,4.62,3.53,0
18559,0,4,0,18.18,53.71,0.0,28.11,0.0,0.0,0.0,11.85,13.71,9.81,10.2,13.61,14.31,15.87,10.64,0
18560,0,3,0,1.61,23.65,0.0,74.74,0.0,0.0,0.0,14.56,19.68,12.42,11.03,9.54,11.23,12.85,8.68,0
18561,0,3,0,3.03,12.23,79.46,5.28,0.0,0.0,0.0,18.07,18.45,9.58,8.84,14.5,10.35,9.81,10.4,0
18562,0,4,0,20.08,47.1,0.0,32.82,0.0,0.0,0.0,10.27,12.35,11.46,10.62,12.43,16.87,15.24,10.77,1
18563,1,3,0,19.06,72.33,0.0,8.61,0.0,0.0,64.0,9.55,10.99,17.4,13.85,13.31,14.09,11.91,8.91,1
18564,0,4,1,11.59,77.86,0.0,10.55,0.0,0.0,0.0,18.96,8.86,25.59,9.62,9.16,9.95,9.88,7.98,0
18565,1,2,1,0.85,46.85,48.38,3.93,2.0,0.0,0.0,7.72,26.95,10.23,8.98,10.7,13.96,12.83,8.63,1
18566,0,3,0,5.77,94.23,0.0,0.0,0.0,0.0,0.0,11.68,9.13,11.0,11.97,17.24,14.98,14.17,9.83,0
18567,1,3,0,11.24,60.8,0.0,27.96,0.0,1.0,0.0,13.29,12.36,14.12,13.18,14.53,10.46,12.72,9.35,0
18568,0,2,0,1.38,40.13,0.0,58.49,0.0,0.0,0.0,12.18,11.91,19.35,11.13,12.99,11.69,11.46,9.3,0
18569,1,2,0,2.35,65.18,0.0,32.48,0.0,0.0,0.0,9.16,7.88,25.52,17.16,9.17,8.86,11.01,11.25,1
18570,1,3,0,0.6,8.5,89.21,1.7,1.0,0.0,0.0,8.28,3.4,6.37,9.72,9.57,22.77,18.18,21.71,1
18571,0,1,0,8.75,91.25,0.0,0.0,0.0,1.0,0.0,16.78,9.46,9.75,2.7,7.31,14.42,20.99,18.6,1
18572,0,3,1,2.86,80.98,0.0,16.16,0.0,0.0,0.0,16.45,8.94,9.12,13.02,8.52,18.95,16.93,8.08,0
18573,1,3,0,13.54,54.26,0.0,32.19,0.0,0.0,0.0,10.55,12.93,14.31,10.66,14.25,13.92,12.84,10.54,1
18574,0,1,1,31.78,40.68,0.0,27.54,0.0,0.0,0.0,9.72,11.27,15.45,13.81,12.23,16.21,11.81,9.5,0
18575,0,4,2,11.37,78.95,0.0,9.68,0.0,0.0,0.0,9.11,13.26,13.08,15.83,13.75,13.13,13.98,7.86,1
18576,1,1,1,0.39,4.43,94.38,0.79,3.0,1.0,5.0,8.19,13.96,8.9,11.45,22.22,18.05,9.35,7.87,1
18577,0,5,1,10.08,55.33,15.98,18.62,0.0,0.0,0.0,9.68,10.02,15.27,13.03,12.7,16.54,14.81,7.96,0
18578,0,4,3,6.15,70.11,0.0,23.74,0.0,0.0,0.0,13.9,11.73,18.98,9.22,12.08,12.59,13.16,8.34,0
18579,1,2,0,4.47,45.57,0.0,49.96,0.0,0.0,0.0,16.27,12.74,13.55,7.29,9.61,9.92,6.62,23.99,0
18580,0,2,0,3.51,96.49,0.0,0.0,0.0,1.0,0.0,3.71,7.36,12.13,21.53,11.06,20.84,6.84,16.54,1
18581,0,4,1,1.48,33.71,58.49,6.32,0.0,1.0,21.0,17.55,20.91,20.55,11.35,9.91,4.26,7.56,7.92,0
18582,0,2,0,4.56,49.55,41.96,3.93,0.0,0.0,0.0,7.45,7.94,12.02,16.07,11.68,14.78,14.25,15.82,1
18583,0,2,1,10.31,53.07,12.47,24.16,0.0,1.0,18.0,10.73,15.14,17.82,8.94,12.06,14.55,11.8,8.96,0
18584,1,2,3,11.87,52.38,0.0,35.75,0.0,0.0,26.0,13.15,12.67,18.39,9.69,11.81,11.03,13.71,9.54,0
18585,1,1,0,4.2,16.71,72.39,6.7,0.0,1.0,6.0,14.68,7.78,12.97,7.16,11.35,16.8,17.92,11.35,1
18586,0,3,0,3.47,17.4,68.94,10.19,0.0,0.0,0.0,9.94,9.79,14.27,10.27,11.8,13.2,16.31,14.42,1
18587,1,2,0,15.75,37.11,0.0,47.14,0.0,0.0,41.0,15.33,13.71,10.57,11.89,10.52,12.01,13.18,12.79,1
18588,0,3,0,26.26,40.03,0.0,33.71,0.0,0.0,13.0,16.95,13.93,12.38,10.78,12.82,12.16,12.98,8.0,1
18589,0,4,0,8.51,35.54,0.0,55.95,0.0,0.0,0.0,13.63,9.89,11.76,8.87,15.95,11.59,16.03,12.27,0
18590,0,4,0,12.68,73.72,0.0,13.61,0.0,1.0,0.0,10.12,11.79,12.99,9.87,12.8,14.5,14.56,13.37,1
18591,0,4,0,16.05,83.95,0.0,0.0,0.0,0.0,0.0,11.61,12.89,14.66,11.43,11.2,11.15,13.63,13.43,1
18592,1,3,0,5.97,62.83,0.0,31.21,0.0,0.0,0.0,23.18,11.28,13.62,11.52,14.06,11.32,5.8,9.22,0
18593,0,2,3,4.59,83.26,0.0,12.15,0.0,0.0,0.0,12.04,18.72,12.8,9.69,11.04,11.94,12.89,10.87,0
18594,1,2,0,1.5,13.68,82.98,1.84,2.0,0.0,0.0,19.12,8.48,12.05,16.46,9.99,8.4,13.16,12.35,0
18595,0,4,0,7.77,61.16,0.0,31.07,0.0,0.0,0.0,12.88,12.61,13.97,11.62,13.81,12.69,12.71,9.7,0
18596,0,3,1,6.25,36.24,30.28,27.22,0.0,0.0,0.0,13.06,15.44,11.67,11.36,11.39,13.49,9.59,14.0,1
18597,1,2,1,15.74,65.97,0.0,18.28,0.0,1.0,29.0,9.86,13.17,10.69,8.25,11.86,15.71,16.35,14.11,1
18598,0,4,1,1.24,12.9,82.57,3.29,0.0,0.0,0.0,10.68,8.94,13.11,5.27,13.71,15.99,17.1,15.2,1
18599,1,1,0,5.7,87.38,0.0,6.92,0.0,0.0,0.0,19.98,6.7,4.81,3.55,10.43,23.12,2.36,29.06,1
18600,0,2,0,3.07,45.6,0.0,51.33,8.0,0.0,0.0,12.62,10.22,12.93,14.94,14.28,11.73,11.77,11.5,1
18601,0,4,1,2.8,40.8,53.61,2.79,14.0,1.0,0.0,3.25,10.05,10.5,24.91,21.98,12.79,5.03,11.49,1
18603,0,1,0,15.61,66.56,0.0,17.82,0.0,2.0,9.0,4.63,4.59,14.35,14.89,14.2,12.98,23.24,11.13,1
18605,0,3,1,8.75,50.97,11.07,29.22,0.0,1.0,0.0,11.39,22.08,11.84,8.82,11.51,11.21,12.39,10.76,1
18606,0,4,0,3.8,26.96,0.0,69.24,5.0,1.0,3.0,10.23,10.21,13.25,9.08,14.9,17.87,15.89,8.57,0
18607,0,4,0,11.02,80.78,0.0,8.2,5.0,1.0,0.0,8.33,8.8,11.58,14.68,13.65,14.28,15.83,12.85,1
18608,0,2,1,11.0,57.94,20.28,10.78,4.0,2.0,0.0,8.56,29.02,15.6,8.02,11.57,9.52,9.48,8.23,0
18609,0,1,0,17.38,72.22,0.0,10.39,0.0,0.0,0.0,11.89,12.94,15.6,10.68,8.64,11.34,16.75,12.16,0
18610,1,3,0,3.89,44.24,45.81,6.06,4.0,0.0,0.0,6.45,11.47,5.62,19.6,10.14,26.9,7.65,12.16,1
18611,0,4,0,7.55,66.29,18.59,7.57,0.0,1.0,0.0,7.92,13.29,17.48,9.06,8.93,16.04,13.73,13.55,1
18613,1,1,1,11.99,57.08,16.03,14.9,18.0,0.0,0.0,19.36,14.57,13.31,20.25,7.79,9.41,10.77,4.54,0
18614,1,3,0,9.13,66.39,0.0,24.48,0.0,0.0,0.0,15.96,11.78,15.49,9.76,11.25,11.37,13.3,11.09,0
18615,0,4,1,4.42,95.58,0.0,0.0,0.0,0.0,0.0,17.12,12.79,14.4,8.95,10.18,14.56,12.76,9.24,0
18617,1,2,1,3.77,96.23,0.0,0.0,1.0,1.0,3.0,11.59,22.41,14.59,16.99,7.09,8.15,14.35,4.82,0
18618,0,2,1,6.53,65.89,0.0,27.58,2.0,2.0,0.0,9.95,14.59,9.22,7.64,14.29,13.19,19.56,11.54,0
18619,0,4,0,4.02,57.52,0.0,38.46,0.0,0.0,0.0,11.52,12.26,13.52,13.58,10.99,14.85,10.99,12.3,1
18620,0,1,1,2.08,8.1,0.0,89.82,0.0,0.0,0.0,11.92,12.61,14.54,12.26,10.97,12.23,16.62,8.85,0
18621,0,3,1,8.91,81.86,0.0,9.23,0.0,0.0,0.0,11.63,11.28,13.15,11.58,14.86,12.17,15.73,9.6,0
18622,0,1,1,25.59,74.41,0.0,0.0,0.0,1.0,0.0,19.93,17.54,6.92,11.12,10.2,14.95,12.01,7.34,1
18623,1,3,0,11.6,85.69,0.0,2.71,0.0,0.0,9.0,9.0,9.38,12.42,35.91,19.42,10.96,1.78,1.13,0
18625,1,3,1,3.48,44.05,49.71,2.77,0.0,0.0,0.0,12.52,11.81,14.32,10.89,13.21,11.94,14.45,10.85,0
18626,0,2,3,9.69,54.88,0.0,35.42,0.0,0.0,0.0,12.12,11.14,18.21,12.57,12.31,10.68,10.93,12.04,0
18627,0,2,1,4.26,16.9,76.84,2.0,0.0,0.0,0.0,10.4,7.71,8.97,13.61,7.98,8.4,15.51,27.43,1
18628,1,2,0,1.7,16.26,79.71,2.34,11.0,1.0,0.0,12.32,7.01,15.26,10.36,8.94,17.53,13.58,14.99,1
18629,0,3,0,9.04,44.83,0.0,46.13,0.0,1.0,0.0,10.47,13.46,12.26,11.12,12.94,15.28,16.84,7.63,0
18630,1,1,0,9.67,74.34,0.0,15.99,0.0,0.0,1.0,10.53,10.57,25.71,17.02,7.25,10.31,11.07,7.55,1
18631,1,3,1,6.85,69.21,0.0,23.94,0.0,1.0,0.0,15.47,10.31,14.4,10.09,12.78,15.03,12.3,9.61,0
18633,0,5,2,19.74,55.45,0.0,24.82,0.0,0.0,0.0,16.33,17.85,13.09,8.73,11.8,11.72,11.08,9.4,1
18634,1,3,1,6.87,93.13,0.0,0.0,0.0,0.0,0.0,14.88,12.07,11.33,10.73,13.32,13.14,15.09,9.44,0
18635,0,2,0,8.83,13.41,0.0,77.75,0.0,0.0,0.0,9.21,12.61,14.6,12.07,14.62,13.38,13.88,9.62,1
18636,0,3,0,19.05,55.46,0.0,25.49,0.0,0.0,0.0,12.17,11.64,13.94,10.55,14.33,11.57,12.64,13.15,0
18637,0,3,0,19.86,70.94,0.0,9.2,12.0,0.0,14.0,10.12,6.9,13.64,8.3,20.93,12.54,19.38,8.2,0
18638,0,2,0,1.41,9.72,77.14,11.73,1.0,3.0,0.0,13.32,15.59,7.44,14.6,11.41,5.95,12.04,19.66,1
18639,1,2,3,5.91,54.84,0.0,39.24,0.0,1.0,0.0,18.44,12.22,16.4,10.33,14.54,8.65,9.2,10.2,0
18640,0,2,0,11.14,66.5,0.0,22.36,2.0,1.0,0.0,8.36,9.23,10.08,12.31,21.12,14.48,12.95,11.47,1
18641,0,3,0,9.11,27.2,0.0,63.69,0.0,0.0,0.0,12.09,12.38,13.02,11.21,13.73,13.42,13.56,10.59,0
18642,0,1,3,8.74,72.55,0.0,18.7,0.0,0.0,0.0,10.84,13.53,12.77,10.47,12.83,14.92,14.51,10.12,1
18643,1,2,0,24.46,75.54,0.0,0.0,0.0,0.0,0.0,15.69,12.8,13.19,9.02,12.07,13.21,13.63,10.39,1
18645,1,2,0,6.78,74.35,0.0,18.87,0.0,0.0,0.0,15.1,4.91,18.98,6.38,20.64,16.22,12.58,5.21,0
18646,0,1,1,0.89,8.55,87.72,2.83,1.0,1.0,0.0,7.48,10.5,7.86,32.78,11.51,10.72,12.92,6.23,0
18647,1,1,0,3.88,78.64,9.97,7.51,7.0,1.0,0.0,0.63,5.95,21.31,7.54,39.01,5.76,12.18,7.62,1
18649,0,4,0,9.65,79.85,0.0,10.5,0.0,0.0,0.0,11.01,13.26,13.6,10.31,10.1,13.17,15.66,12.88,1
18650,0,1,0,5.69,69.68,0.0,24.63,2.0,0.0,0.0,10.77,7.99,11.79,11.71,13.42,19.22,15.29,9.8,0
18651,0,5,0,12.63,42.54,17.16,27.67,0.0,0.0,0.0,8.88,22.05,15.21,9.34,13.43,9.36,12.78,8.95,0
18652,0,2,0,17.43,47.21,0.0,35.37,0.0,0.0,2.0,11.24,11.27,11.58,11.54,11.48,13.2,16.99,12.7,1
18653,0,4,0,3.73,27.05,0.0,69.22,0.0,0.0,14.0,7.27,16.19,11.21,17.76,7.65,11.81,13.55,14.55,1
18654,0,4,1,13.53,75.94,0.0,10.52,4.0,0.0,42.0,17.5,10.74,11.54,13.3,12.51,11.9,13.87,8.64,0
18655,1,2,0,11.24,32.15,0.0,56.61,0.0,1.0,0.0,10.36,15.16,15.98,9.57,12.15,12.33,14.9,9.55,0
18656,0,3,0,5.69,54.79,0.0,39.52,0.0,0.0,0.0,3.39,5.17,8.37,6.96,4.65,7.18,3.89,60.39,0
18657,0,4,1,1.13,14.4,68.11,16.37,0.0,0.0,0.0,11.42,13.7,18.19,5.56,7.55,10.32,13.12,20.15,1
18658,1,4,0,8.83,79.41,10.23,1.53,0.0,0.0,0.0,6.81,4.22,6.08,5.34,4.03,25.42,21.84,26.26,1
18659,1,5,0,8.07,71.46,9.9,10.57,0.0,0.0,0.0,10.4,24.91,9.53,12.28,14.0,13.13,8.26,7.48,0
18660,1,3,2,1.48,17.23,78.1,3.2,0.0,0.0,0.0,11.68,12.87,9.27,10.88,19.13,16.52,12.35,7.3,0
18661,0,5,1,11.07,66.28,0.0,22.65,8.0,1.0,15.0,14.64,12.08,10.27,13.07,11.21,20.7,10.65,7.38,0
18662,0,1,0,61.96,38.04,0.0,0.0,0.0,1.0,0.0,12.99,11.36,14.25,10.23,13.63,13.04,13.81,10.67,0
18663,0,2,3,4.95,77.69,0.0,17.36,0.0,1.0,0.0,10.92,10.64,11.8,9.9,11.24,11.12,11.55,22.84,1
18664,0,2,1,1.54,13.78,83.94,0.74,3.0,2.0,0.0,18.2,6.38,6.94,11.09,7.59,7.44,14.76,27.6,0
18665,1,2,0,10.8,47.15,0.0,42.05,0.0,0.0,0.0,18.24,10.98,13.24,11.47,12.23,8.4,14.69,10.74,1
18666,0,3,0,4.22,65.93,0.0,29.85,2.0,0.0,0.0,14.34,12.79,12.88,8.86,15.54,12.0,12.04,11.55,0
18667,0,3,0,13.12,63.56,0.0,23.32,0.0,0.0,0.0,12.07,10.98,12.43,9.91,16.28,12.08,11.54,14.72,0
18668,0,1,1,9.31,83.22,0.0,7.47,4.0,1.0,1.0,24.34,16.24,9.38,15.62,10.9,6.77,10.13,6.61,1
18669,0,3,0,13.89,63.89,0.0,22.21,0.0,1.0,0.0,14.38,11.71,14.7,9.17,12.27,9.21,17.61,10.94,1
18670,0,3,0,26.92,51.42,0.0,21.67,0.0,0.0,28.0,14.37,11.88,12.03,10.24,12.75,13.77,14.22,10.75,0
18671,1,3,2,8.39,38.82,42.04,10.75,0.0,1.0,20.0,9.1,11.42,11.15,10.41,13.86,15.56,13.03,15.47,0
18672,0,3,0,6.03,28.04,0.0,65.93,0.0,0.0,0.0,9.57,12.56,12.56,11.11,13.9,14.43,12.85,13.02,0
18673,1,2,0,8.68,80.16,0.0,11.17,0.0,1.0,0.0,12.3,22.33,11.77,11.4,8.61,12.95,11.09,9.54,1
18674,1,2,3,13.91,44.66,0.0,41.44,0.0,0.0,5.0,9.42,12.77,17.55,12.36,11.85,11.7,12.7,11.65,1
18675,0,4,0,11.21,73.28,0.0,15.5,0.0,0.0,0.0,13.36,11.8,12.11,11.19,12.05,11.2,14.45,13.85,1
18676,1,1,0,0.99,3.77,95.24,0.0,0.0,0.0,8.0,12.92,14.9,14.05,13.61,10.85,11.69,12.37,9.61,0
18677,1,3,0,7.82,92.18,0.0,0.0,0.0,0.0,0.0,8.61,9.56,8.53,7.76,17.17,21.3,13.07,14.0,1
18678,0,5,1,5.28,43.1,43.26,8.36,0.0,0.0,0.0,6.97,8.28,9.31,12.82,9.0,11.38,11.37,30.88,1
18679,0,5,0,12.28,66.57,0.0,21.15,0.0,0.0,0.0,11.67,10.7,13.6,13.03,13.16,12.14,15.81,9.89,0
18680,0,1,1,2.62,45.55,44.65,7.18,0.0,2.0,0.0,6.05,25.3,8.62,6.78,9.07,17.24,11.88,15.07,1
18683,0,3,0,4.38,95.62,0.0,0.0,1.0,1.0,0.0,11.29,11.76,21.32,11.32,9.33,11.44,12.88,10.65,0
18684,0,1,0,13.82,62.52,0.0,23.66,0.0,2.0,2.0,9.79,4.45,26.01,14.6,12.95,11.54,10.53,10.11,1
18685,0,2,0,6.01,35.51,46.74,11.74,0.0,0.0,0.0,30.1,13.25,13.03,10.24,8.13,8.25,11.61,5.4,0
18686,0,4,0,7.83,63.51,0.0,28.66,0.0,0.0,0.0,11.99,12.67,13.03,11.58,11.94,12.03,14.87,11.9,0
18687,1,2,0,4.82,27.79,61.05,6.34,0.0,0.0,0.0,20.11,15.37,10.98,9.89,13.05,11.67,10.84,8.1,0
18688,0,4,0,0.6,20.14,0.0,79.26,5.0,0.0,0.0,23.12,9.31,12.42,8.38,15.49,10.84,10.82,9.63,0
18689,0,1,0,14.6,36.23,0.0,49.17,1.0,2.0,1.0,17.46,7.98,8.32,12.09,17.76,13.52,13.5,9.39,0
18690,0,3,0,4.77,68.57,18.77,7.89,0.0,0.0,0.0,4.63,14.83,43.7,5.73,19.78,7.01,3.12,1.21,0
18691,0,3,1,10.01,81.24,0.0,8.75,0.0,0.0,0.0,11.74,15.22,16.56,8.49,10.01,14.03,12.34,11.61,1
18692,0,4,1,20.87,49.03,0.0,30.1,0.0,0.0,0.0,11.62,14.81,12.49,10.97,12.59,13.69,13.63,10.2,0
18693,0,2,0,4.32,29.91,52.09,13.68,1.0,0.0,10.0,11.88,13.99,11.9,10.62,10.28,13.91,15.18,12.25,0
