고객번호,성별,연령대,거주지역,경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수,A제휴사구매비율(%),B제휴사구매비율(%),C제휴사구매비율(%),D번제휴사구매비율(%),A_구매횟수,B_구매횟수,C_구매횟수,D_구매횟수,A_총구매액,B_총구매액,C_총구매액,D_총구매액,분기증감확인
15566,0,4,3,0,0,34,17.97,47.37,0,34.65,1818,36,0,4,6,10,6,9,10.33,15.69,14.36,12.46,11.92,12.96,13.33,8.94,10,7,9,10,9,8,8,9,174,262,219,172,225,274,313,219,71.7,13.22,15.07,0,1,1846,11,0,10,3,6,6,1
15567,0,2,0,0,0,1,10.21,34.46,41.22,14.1,1112,142,2,45,5,6,5,6,14.64,12.19,11.08,15.17,11.41,11.76,12.83,10.92,7,7,9,5,6,6,6,7,110,145,124,197,188,213,197,127,81.83,14.78,3.39,0,20,1280,1,0,7,2,9,6,0
15568,0,1,1,0,0,0,24.26,75.74,0,0,2129,23,0,0,9,10,6,10,9.3,12.09,15.32,9.49,12.8,14.98,15.64,10.38,10,10,10,10,10,8,10,10,289,253,198,216,228,455,333,180,55.25,32.52,12.23,0,4,54,2094,0,10,8,2,6,0
15569,0,3,0,0,0,0,21.02,69.04,0,9.93,409,20,0,157,9,9,6,4,9.67,13.55,9.53,7.48,14.53,17.16,14.02,14.06,10,9,10,10,10,9,10,9,73,85,65,78,64,77,74,70,82.18,13.37,4.45,0,8,577,1,0,8,4,9,6,1
15570,0,2,1,5,1,0,8.82,47.34,40.12,3.73,563,238,4,49,1,2,3,5,13.96,10.6,11.75,12.61,5.04,13.3,15.67,17.07,1,2,2,2,6,2,2,2,153,118,144,106,68,118,74,73,85.52,11.91,2.58,0,749,100,5,0,2,7,8,6,0
15571,0,1,0,0,0,2,11.36,66.64,0,22,1987,17,0,12,7,10,6,9,10.46,11.1,11.59,11.88,14.24,13.07,15.28,12.39,10,10,10,9,9,8,9,9,211,235,231,263,280,342,227,227,83.29,8.73,7.98,0,4,309,1703,0,9,6,2,6,1
15572,1,2,0,0,0,2,7.35,84.05,0,8.6,3102,6,0,1,1,10,6,10,18.23,9.83,11.25,6.47,29.5,8.53,8.14,8.05,4,6,5,8,3,7,7,6,312,377,472,360,320,405,457,406,88.15,5.48,6.38,0,6,4,3099,0,8,10,1,6,0
15573,0,3,1,0,0,11,2.88,14.49,76.56,6.07,575,110,5,73,7,5,3,2,15.51,14.76,10.02,7.83,14.27,10.56,14.25,12.8,5,4,7,7,6,6,5,7,82,116,105,105,81,111,112,51,58.69,20.97,20.34,0,602,160,1,0,4,6,9,6,0
15574,0,2,0,2,0,0,13.76,74.63,6.76,4.85,622,161,1,172,1,2,5,1,20.21,13.18,5.71,18.89,14.29,10.31,10.96,6.45,2,6,3,1,2,2,2,2,74,26,132,197,110,126,125,166,81.89,14.95,3.16,0,619,263,74,0,2,5,4,6,0
15575,0,1,0,5,1,0,1.03,19.88,76.63,2.46,535,78,12,21,10,5,2,7,9.4,4.08,9.7,4.45,10.53,26.16,11.66,24.02,5,9,6,9,6,3,9,10,104,110,100,95,87,101,48,1,36.17,11.75,6.57,45.51,626,14,4,2,4,9,8,1,0
15576,0,3,0,0,1,0,1.68,10.61,79.16,8.54,2771,298,3,45,2,5,3,3,9.48,11.67,12.07,11.44,14.98,13.15,17.48,9.73,4,4,4,4,3,4,4,6,421,415,429,421,460,401,297,273,0,47.96,52.04,0,0,3113,4,0,10,1,7,6,0
15577,1,3,1,0,0,0,15.68,67.94,0,16.39,1485,128,0,12,7,7,6,9,6.15,7.39,10.76,12.17,20.03,17.19,12.59,13.71,10,10,10,9,6,7,7,6,139,118,137,173,218,239,342,259,43.32,12.08,7.53,37.07,44,1497,81,3,8,4,4,1,1
15578,0,1,0,8,1,1,6.74,84.77,0,8.49,441,25,0,46,10,8,6,7,7.59,9.94,12.88,6.28,10.68,9.91,18.05,24.67,10,10,10,10,10,10,9,8,61,39,16,53,66,119,89,69,81.36,7.06,4.05,7.54,26,103,82,301,7,7,5,1,1
15579,0,4,0,9,0,0,13.58,46.54,0,39.88,1038,21,0,5,8,10,6,9,14.3,13.59,16.53,11.58,10.63,11.19,14.02,8.14,9,9,10,9,10,9,9,10,132,125,98,146,95,183,161,124,75.45,16.9,7.65,0,10,1039,15,0,9,4,7,6,0
15580,0,3,1,0,0,0,2.21,26.4,64.93,6.46,1601,131,3,15,7,5,4,8,8.11,15.39,11.87,11.04,14.59,8.62,14.5,15.88,6,4,6,6,4,9,8,6,277,249,259,225,259,197,149,135,91.66,5.69,2.64,0,44,1697,9,0,6,2,7,6,0
15581,0,3,0,0,0,9,2.79,19.07,71.77,6.38,3044,76,1,58,1,7,4,4,12.77,11.01,15.46,9.5,14.24,15.81,13.4,7.8,4,4,4,5,4,4,5,5,414,425,405,369,384,401,368,413,57.47,15.61,7.55,19.38,47,372,2752,8,6,5,1,1,0
15582,0,5,1,0,0,0,26.97,31.4,0,41.63,999,4,0,53,7,10,6,5,11.72,15.38,11.75,10.31,14.26,13.21,11.97,11.4,9,9,9,9,8,9,9,9,116,104,160,139,141,130,139,127,0,62.79,37.21,0,0,1014,42,0,10,4,5,6,1
15583,0,3,0,0,0,31,9.71,78.39,0,11.9,1219,100,0,74,6,6,6,5,10.67,10.66,13.55,7.98,13.27,15.15,17.09,11.64,5,7,8,10,7,6,7,4,269,165,128,123,142,165,142,259,73.69,17.98,8.34,0,63,1314,16,0,6,2,6,6,1
15584,0,1,0,0,1,27,2.36,12.01,79.31,6.32,1603,142,1,88,3,6,4,2,10.51,26.66,12.23,9.33,9.86,9.5,11.8,10.11,10,6,5,5,6,6,4,4,74,84,233,259,232,243,345,364,92.97,5.33,1.7,0,11,1807,16,0,7,1,7,6,1
15585,0,1,0,1,1,0,6.02,44.22,41.83,7.93,1412,48,3,53,4,7,4,6,13.8,12.78,14.58,13.61,11.73,11.06,14.01,8.44,4,6,6,5,7,9,8,9,267,226,218,221,199,128,146,111,79.84,12.7,7.46,0,11,1310,195,0,8,2,3,6,0
15586,1,1,1,0,0,0,10.9,49.87,0,39.23,1758,165,0,11,5,6,6,8,10.58,22.41,13.42,9.57,8.9,12.51,13.21,9.4,9,10,6,7,8,6,5,5,156,17,238,277,256,304,331,355,81.43,14.13,4.44,0,5,1918,11,0,9,2,8,6,1
15587,0,3,1,0,0,0,2.48,21.4,71.55,4.57,695,380,20,38,1,1,1,2,18.49,13.25,8.52,9,15.43,10.14,14.38,10.79,1,1,1,2,1,1,1,2,155,154,175,132,118,194,133,72,100,0,0,0,1133,0,0,0,1,10,10,6,0
15588,0,4,3,0,0,0,17.76,82.24,0,0,297,9,0,0,10,10,6,10,9.41,8.79,10.86,17.92,13.15,15.73,10.43,13.71,10,10,10,10,10,10,10,10,15,17,15,39,50,57,65,48,55.11,37.73,7.16,0,1,6,299,0,10,9,3,6,1
15589,0,3,0,0,1,0,9.31,55.04,0,35.65,1783,173,0,48,5,6,6,4,13.95,10.56,24.15,6.44,7.35,13.76,14.13,9.66,5,6,4,9,8,5,5,7,222,263,238,229,277,280,288,207,86.72,6.29,0,6.98,30,1939,0,35,6,2,10,1,0
15590,1,2,0,0,0,3,13.13,71.36,0,15.51,684,121,0,51,8,5,6,6,15.5,17.28,12.06,11.03,16.44,9.59,11.4,6.7,6,6,10,8,6,9,7,6,88,84,63,95,97,86,145,198,63.48,29.73,6.79,0,462,389,5,0,5,5,9,6,0
15592,0,5,0,0,0,0,3.66,74.05,13.86,8.43,1112,203,1,37,4,2,5,5,10.83,12.01,20.4,10.91,6.56,15.72,10.13,13.46,4,3,1,2,3,2,3,3,105,133,171,258,211,186,163,126,83.82,8.57,5.24,2.37,574,714,64,1,3,5,4,2,1
15593,1,1,1,0,2,22,7.43,67.44,0,25.13,1488,90,0,60,6,6,6,3,17.12,13.35,14.42,10.47,9.47,13.48,13.69,8,6,9,9,7,7,4,5,6,145,101,109,197,253,310,268,255,81.2,10.87,7.93,0,72,1559,7,0,6,3,7,6,0
15594,0,2,0,0,1,5,8.46,38.19,27.33,26.03,1347,212,8,47,1,4,4,1,6.3,6.72,14.4,11.26,13.04,12.57,12.07,23.64,5,6,3,3,2,2,3,3,174,159,190,218,328,283,187,75,83.82,13.1,3.09,0,160,1453,1,0,4,1,9,6,1
15595,0,4,0,5,0,0,6.47,57.24,26.6,9.69,606,163,5,64,7,4,4,3,4.37,34.23,10.71,8.09,10.08,10.97,9.66,11.9,10,3,4,4,3,3,3,4,18,46,104,137,133,152,152,96,78.85,14.22,6.92,0,787,1,50,0,3,10,5,6,1
15597,0,3,1,0,0,1,6.32,68.79,0,24.89,1961,16,0,1,2,8,6,9,9.5,10.6,12.46,13.02,11.57,14.11,17,11.73,7,7,6,5,6,6,5,5,218,231,257,281,286,212,258,235,86.73,6.19,7.08,0,16,5,1957,0,7,10,1,6,1
15598,1,4,0,0,0,6,12.09,63.8,0,24.11,1550,206,0,127,5,5,6,3,13.61,11.27,15.46,12.73,13.02,12.42,12.59,8.9,4,6,5,6,6,6,6,8,276,240,239,189,226,269,260,184,76.68,16.53,6.79,0,38,1662,183,0,7,2,4,6,0
15599,0,5,0,0,0,0,3.35,20.76,72.36,3.53,199,340,11,20,8,1,1,5,14.11,11.06,11.97,12.8,15.62,12.52,14.21,7.7,1,1,2,1,1,2,2,3,97,111,67,81,76,45,43,50,92.68,4.91,2.4,0,506,16,48,0,1,9,5,6,0
15600,1,4,0,0,0,0,9.37,44.95,0,45.67,278,203,0,15,9,4,6,3,24.89,10.25,10.08,11.56,13.04,11.19,5.78,13.21,4,9,9,3,2,3,10,8,33,27,30,123,122,116,22,23,74.52,20.19,5.29,0,480,13,3,0,4,9,8,6,0
15602,0,4,0,0,0,0,0.79,21.45,75.45,2.31,1084,231,5,29,5,2,2,5,8.16,12.7,12.68,11.76,15.27,12.62,9.88,16.94,2,2,2,2,1,2,2,1,170,168,148,163,184,158,170,188,91.07,2.97,5.95,0,1014,2,333,0,2,10,3,6,1
15603,0,3,0,7,0,4,6.07,48.31,35.04,10.57,2965,44,4,40,1,7,4,6,12.9,14.08,14.98,10.82,11.87,12.54,14.49,8.33,4,4,3,4,5,5,4,5,360,358,436,432,381,325,375,386,77.44,15.97,6.59,0,31,762,2260,0,7,3,1,6,0
15604,0,4,0,0,0,21,17.59,67.57,0,14.84,1309,45,0,7,5,9,6,9,9.42,12.48,12.42,10.7,11.47,11.7,12.99,18.82,7,7,9,8,8,8,8,6,214,190,137,178,164,184,171,123,90.19,8.58,0,1.23,10,1349,0,2,8,3,10,2,1
15605,0,4,3,0,1,13,8.95,36.21,34.04,20.8,1067,83,3,14,8,8,5,8,14.34,11.62,14.12,16.67,9.65,10.03,12.14,11.44,8,9,9,6,10,10,10,10,143,162,152,190,141,171,122,86,49.99,34.02,15.99,0,4,810,353,0,10,4,3,6,0
15606,0,5,1,14,0,0,2.29,19.26,77.28,1.17,383,295,3,201,2,1,2,1,10.93,13.2,5.02,17.45,11.56,13.05,7.18,21.61,1,1,2,1,1,1,1,1,76,101,112,151,91,139,127,85,94.38,5.62,0,0,873,9,0,0,1,9,10,6,1
15607,1,4,1,1,0,0,2.18,15.65,77.89,4.29,570,205,16,82,9,4,2,2,21.18,12.18,19.57,9.25,8.64,10.24,8.86,10.09,3,5,3,6,5,4,4,3,80,85,109,77,126,128,135,133,75.4,11.97,12.63,0,707,144,22,0,4,7,5,6,0
15608,0,3,0,0,0,30,4.83,17.64,58.92,18.61,996,94,2,105,9,8,4,2,11.08,9.34,15.08,13.85,12.38,13.44,13.28,11.55,8,9,9,9,9,8,9,8,185,153,128,121,127,168,168,147,77.15,15.31,7.53,0,15,1153,29,0,8,4,6,6,0
15609,1,4,0,2,0,0,2.7,9.95,85.53,1.82,454,479,3,21,1,1,1,3,28.42,15.33,15.12,4.39,4.7,11.99,14.05,6,1,1,1,3,1,1,1,1,120,149,111,73,155,162,87,100,97.59,2.41,0,0,869,88,0,0,1,7,10,6,0
15610,0,2,0,0,1,0,6.07,46.1,36.65,11.18,2720,114,3,88,3,6,5,4,9.05,11.99,13.89,12.21,10.24,14.44,16.94,11.23,8,7,6,5,6,4,4,4,237,289,320,359,425,460,397,438,86.6,9.85,3.54,0,80,2545,300,0,6,2,4,6,1
15611,0,2,0,0,1,2,2.58,17.5,71.1,8.83,1193,238,3,28,6,4,3,5,7.43,13.43,7.01,8.95,11.04,14.17,22.03,15.96,7,5,8,5,7,4,3,3,164,166,185,258,125,191,162,211,49.24,8.83,0,41.93,213,1246,0,3,5,3,10,1,1
15612,0,3,1,0,1,0,3.09,27.11,53.23,16.57,240,356,16,16,10,2,2,2,9.15,26.06,13.14,9,14.13,10.42,6.6,11.49,2,1,2,2,2,2,3,3,69,83,85,110,67,87,78,49,77.94,22.06,0,0,614,14,0,0,2,8,10,6,0
15613,0,3,0,1,0,0,0.98,8.04,88.82,2.16,495,149,36,15,8,4,1,6,7.52,9.5,17.41,5.5,9.04,6.62,32.56,11.85,7,3,2,4,5,3,1,2,33,71,69,97,50,105,148,122,92,4.18,3.82,0,579,94,22,0,2,8,6,6,1
15614,0,3,1,0,0,0,2.38,28.58,67.8,1.24,501,223,6,34,7,2,2,7,7.45,14.19,10.22,14.44,16.62,7.12,15.39,14.57,5,2,4,3,2,2,2,2,55,82,66,64,107,183,112,95,57.58,35.13,7.29,0,755,3,6,0,2,9,6,6,1
15615,1,3,0,1,0,0,6.78,80.33,0,12.88,262,461,0,22,8,1,6,4,25.08,8.65,10.31,12.06,18.35,8.92,7.76,8.86,1,1,1,1,1,1,2,7,124,109,101,132,90,113,65,11,91.63,3.5,0,4.87,723,16,0,6,1,9,10,1,0
15616,0,5,2,0,0,0,1.49,12.19,85.13,1.2,150,223,27,88,9,2,1,2,7.36,10.98,35.01,12.39,3.8,12.23,12.11,6.12,2,1,1,1,10,1,1,3,63,68,66,81,14,61,90,45,100,0,0,0,488,0,0,0,1,10,10,6,0
15617,0,5,1,1,0,0,1.35,19.54,76.95,2.16,629,96,49,87,5,3,1,2,11.16,13.83,9.71,6.98,4.52,26.59,5.82,21.39,3,2,2,4,4,1,3,1,73,86,118,63,107,138,135,141,97.12,2.88,0,0,860,1,0,0,2,10,10,6,1
15618,0,3,0,0,0,32,16.84,59.21,0,23.94,1753,31,0,53,7,10,6,7,11.19,13.29,13.85,12.43,11.92,13.19,14.88,9.25,9,9,9,9,10,9,8,10,229,231,234,204,210,227,290,212,46.99,15.53,4.58,32.9,9,1823,4,1,10,4,9,2,0
15619,0,4,0,0,1,0,9.29,18.62,0,72.1,1381,8,0,7,6,10,6,7,13.31,9.86,19.09,11.03,10.97,11.24,15.69,8.82,7,10,7,9,9,9,7,9,199,138,167,157,170,182,213,170,69.94,15.05,15.02,0,15,1357,24,0,8,4,5,6,0
15620,1,2,3,0,1,2,0.84,24.26,65.47,9.44,453,428,9,25,9,1,1,1,12.07,8.54,8.83,19.09,17.67,8.48,15.92,9.4,1,1,1,1,1,1,1,1,129,117,111,105,107,136,86,124,95.97,3.19,0.84,0,508,238,169,0,1,5,4,6,0
15621,0,4,0,1,0,0,1.28,14.85,82.51,1.35,451,264,1,66,2,1,2,1,14.3,11.82,14.63,8.54,5.44,26.71,7.94,10.62,1,1,1,2,3,1,2,1,115,101,70,81,76,90,95,154,100,0,0,0,782,0,0,0,1,10,10,6,0
15622,0,2,2,21,1,5,4.65,30.97,57.43,6.95,327,341,10,40,9,3,3,4,12.48,14.59,7.56,11.22,14.93,13.19,8.97,17.06,4,3,5,3,3,2,4,2,59,80,88,114,82,112,101,82,61.36,10.91,27.73,0,573,144,1,0,3,6,7,6,1
15623,0,3,1,0,0,37,17.7,75.83,0,6.47,255,259,0,36,3,2,6,5,8.23,12.82,13.12,10.14,10.33,24.25,10.81,10.31,2,2,3,1,2,1,2,3,72,70,45,133,62,59,64,45,90.65,6.54,2.81,0,543,4,3,0,2,10,8,6,0
15624,0,2,0,0,0,0,4.25,88.7,0,7.05,972,237,0,13,3,1,6,7,8.88,22.47,5.62,6.15,8.12,6.73,36.83,5.2,2,1,3,3,3,3,1,4,167,169,186,152,139,151,139,119,74.63,25.37,0,0,1193,29,0,0,2,7,10,6,0
15625,1,2,0,0,0,0,2.96,44.77,0,52.27,2502,24,0,3,5,8,6,8,13.48,10.82,13.6,10.38,15.34,11.97,11.17,13.24,9,7,10,10,6,8,6,6,167,383,194,178,390,363,521,333,87.24,8.47,4.3,0,19,40,2470,0,7,8,1,6,1
15626,0,3,1,2,1,0,1.89,19.58,76.26,2.28,519,122,10,75,6,3,2,3,8.79,14.09,5.93,23.14,6.9,20.54,14.84,5.78,3,2,9,1,7,3,5,7,125,154,57,131,69,71,54,65,61.57,31.67,6.76,0,611,76,39,0,3,6,5,6,0
15627,0,1,1,0,1,0,8.73,61.16,23.13,6.97,613,221,3,57,2,3,4,4,21,23.19,10.91,15.65,3.98,8.6,9.7,6.97,1,2,3,2,5,2,2,3,106,59,111,81,137,156,141,103,64.05,7.02,14.32,14.61,580,278,10,26,3,6,5,1,0
15628,0,3,0,1,1,4,12.72,87.28,0,0,2406,20,0,0,3,9,6,10,12.78,12.18,12.84,12.24,11.88,12.46,15.49,10.13,7,8,8,7,7,6,6,7,264,266,284,281,321,368,350,292,78.41,15.8,5.79,0,5,29,2392,0,9,8,1,6,0
15629,0,4,0,0,1,0,10.12,64.69,0,25.19,1401,224,0,48,3,4,6,3,13.94,22.04,14.21,11.89,7.29,9.33,12.89,8.41,5,3,3,3,3,5,4,5,109,153,235,236,372,199,191,178,68.51,21.04,10.45,0,6,1197,470,0,9,1,3,6,0
15630,0,4,0,3,0,0,0.52,10.67,86.97,1.84,299,270,7,48,9,1,1,1,12.04,8.34,4.65,9.56,5.63,12.61,30.22,16.95,1,2,3,2,3,1,1,1,84,80,75,74,71,71,109,60,96.82,3.18,0,0,594,30,0,0,1,9,10,6,0
15631,0,2,1,0,2,3,4,80.19,0,15.81,1104,38,0,143,10,7,6,2,5.08,7.84,6.51,5.88,13.01,48.23,7.33,6.12,10,10,10,9,10,8,10,8,140,135,187,269,72,45,181,256,60.29,18.76,9.53,11.42,471,401,377,36,6,6,4,1,1
15632,1,3,1,0,0,0,3.78,21.01,0,75.21,2257,9,0,1,7,10,6,9,10.06,11.63,12.29,11.08,13.39,13.84,17.22,10.49,10,10,9,9,10,9,8,9,129,211,330,372,236,287,365,337,71.62,23,5.38,0,2,14,2251,0,10,8,2,6,1
15633,0,4,0,0,0,0,17.54,50.65,0,31.81,1272,65,0,12,8,9,6,9,14.58,10.52,12.68,11.68,10.92,11.59,15.5,12.53,9,10,9,9,10,9,9,8,113,146,208,170,153,211,184,164,93.28,4.14,2.57,0,2,983,364,0,9,4,3,6,1
15634,1,3,1,0,0,39,1.36,23.13,73.91,1.6,1636,369,14,64,1,1,1,3,5.48,4.99,7.57,10.42,25.72,9.68,23.36,12.78,2,3,2,1,1,1,1,1,252,238,206,308,365,279,183,252,89.68,9.01,1.31,0,624,1284,175,0,1,1,4,6,1
15635,0,2,0,0,1,35,10.18,61.07,0,28.75,1845,54,0,42,5,8,6,5,10.84,11.86,14.3,13.28,14.31,13.14,12.37,9.9,7,7,7,8,7,7,8,9,272,280,264,179,227,275,268,176,90.61,6.26,3.13,0,8,1932,1,0,8,3,9,6,0
15636,0,4,0,0,1,0,10.29,25.82,36.55,27.33,185,348,20,7,1,1,1,1,5.98,4.69,7.77,17.86,27.51,15.33,9.63,11.23,1,2,1,1,1,1,1,1,80,72,81,69,47,61,54,96,53.98,1.55,44.47,0,545,12,3,0,1,9,4,6,1
15637,0,5,1,3,1,0,4.67,37.08,52.35,5.9,693,218,15,29,1,2,2,4,22.09,6.59,7.13,9.13,16.24,17.85,16.07,4.88,1,2,1,2,2,2,1,2,97,178,200,101,55,65,83,176,93.89,0,6.11,0,911,0,44,0,2,10,5,6,0
15638,0,2,1,3,1,10,0.39,7.24,91.25,1.11,1736,179,10,110,2,3,1,1,7.45,16.38,9.6,7.99,25.82,13.02,15.77,3.98,3,2,4,2,1,1,2,5,192,205,150,315,317,364,258,234,74.13,6.89,4.86,14.13,533,222,1277,3,2,6,2,1,0
15639,0,2,3,3,1,0,3.28,19.81,66.12,10.79,1332,139,1,29,6,6,4,5,14.82,8.84,10.82,9.14,11.35,20.2,14.04,10.79,6,8,8,8,7,4,7,6,175,185,167,185,199,219,171,200,90.66,6.3,3.05,0,14,1211,276,0,7,3,3,6,0
15640,1,2,1,0,0,0,5.39,31.03,59.43,4.15,300,290,6,65,9,3,3,4,12.7,13.46,15.07,21.47,10.95,13.25,9.27,3.83,3,2,2,2,5,3,3,4,69,91,83,66,50,83,92,127,82.82,9.47,7.71,0,559,94,8,0,3,7,7,6,0
15641,0,3,1,0,0,0,3.2,30.7,62.63,3.47,774,71,1,2,6,5,4,10,14.07,16.06,14.82,14.17,10.6,9.14,13.63,7.5,4,4,5,5,8,8,6,7,120,131,108,97,88,95,98,111,62.75,0,0,37.25,846,0,0,2,4,10,10,2,0
15642,0,2,1,0,1,6,1.91,11.28,85.15,1.66,1326,59,3,23,7,8,3,9,8.71,9.13,12.67,12.88,11.93,20.57,13.09,11.01,10,10,10,9,8,4,7,6,130,69,69,145,203,297,261,237,70.24,9.11,5.54,15.11,49,1202,149,11,6,4,4,1,1
15643,0,4,0,0,0,0,4.19,22.6,53.59,19.62,243,394,18,13,4,1,1,1,15.41,12.05,11.6,8.75,14.49,13.88,14.18,9.64,1,1,1,2,2,2,1,1,84,105,156,77,46,40,62,98,91.71,4.3,3.99,0,575,10,83,0,1,9,4,6,0
15644,0,2,1,0,1,1,1.15,10.5,86.07,2.28,2586,197,2,77,1,4,3,4,19.13,12.46,17.32,10.23,8.42,13.66,9.64,9.14,3,3,3,3,4,3,4,4,283,346,329,415,380,413,381,315,82.74,10.08,7.18,0,208,2648,6,0,5,1,7,6,0
15645,0,3,1,0,0,0,15.02,49.55,0,35.43,2490,125,0,16,1,7,6,7,9.27,9.47,11.13,8.61,8.34,9.91,17.8,25.46,4,5,4,4,4,4,10,9,434,355,420,442,452,440,41,47,83.13,13.62,3.25,0,42,2583,6,0,7,1,9,6,0
15646,0,4,1,1,0,0,2.23,22.15,73.29,2.33,392,204,4,71,2,1,2,1,18.72,9.51,7.58,13.07,15.95,10.05,6.67,18.46,1,1,2,1,1,1,2,1,65,111,83,79,75,93,92,73,93.32,6.31,0.37,0,661,8,2,0,1,9,9,6,1
15647,0,4,2,3,0,0,0.89,12.1,85.77,1.25,309,415,9,16,9,1,1,7,15.55,11.25,8.54,11.69,19.06,21.69,3.17,9.06,1,1,1,1,1,2,8,3,148,149,149,131,49,36,45,42,83.72,5.34,10.94,0,711,37,1,0,1,8,8,6,0
15648,0,4,0,0,0,0,1.16,20.84,76.61,1.38,550,275,1,38,6,1,3,5,5.92,8.05,15.55,35.74,8.62,11.24,7.7,7.18,4,2,1,1,1,2,2,3,70,102,135,112,157,96,104,88,85.7,5.38,4.66,4.26,737,110,8,9,1,7,7,1,1
15649,0,2,1,0,0,0,2.19,12.82,83.88,1.11,667,166,5,33,4,4,2,7,11.45,8.31,20.83,9.29,11.04,15.8,10.99,12.28,4,4,3,5,5,3,4,3,91,163,93,106,88,106,117,107,83.6,0,16.4,0,866,0,5,0,3,10,7,6,1
15650,0,2,0,0,0,0,6.93,43.01,0,50.06,1391,114,0,1,9,7,6,10,6.19,5.38,5.53,4.95,11.32,17.47,24.8,24.35,10,10,10,10,9,9,6,6,110,196,181,194,224,156,251,194,72.48,19.27,8.25,0,100,229,1177,0,6,6,3,6,1
15651,0,3,2,1,0,0,10.45,76.53,0,13.02,1035,135,0,18,4,5,6,8,15.36,14.32,9.13,13.1,13.23,10.25,10.91,13.71,3,4,7,5,5,5,6,4,172,146,138,142,122,174,154,140,73.14,9.04,17.82,0,740,2,446,0,4,10,3,6,0
15652,0,2,1,0,1,31,6.75,58.33,0,34.92,1567,37,0,19,8,8,6,6,10.37,10.84,10.86,18.87,14.61,12.61,11.53,10.31,10,9,10,8,8,9,9,8,157,213,160,164,218,237,215,259,78.4,10.11,11.5,0,10,1612,1,0,9,4,9,6,1
15653,0,4,1,2,0,0,2.67,16.19,78.65,2.5,481,140,6,49,3,3,2,3,28.54,13.26,10.99,8.14,6.72,11.89,17.35,3.1,2,1,3,3,2,3,4,10,60,153,84,96,170,75,34,4,100,0,0,0,676,0,0,0,3,10,10,6,0
15654,0,2,1,0,1,26,12.63,56.13,0,31.23,1510,75,0,38,5,8,6,6,12.69,14.22,16.25,10.36,9.27,13.4,14.25,9.55,7,7,5,8,9,7,9,9,208,206,259,234,180,222,163,151,78.03,18.87,3.1,0,55,1566,2,0,7,3,9,6,0
15655,1,2,1,0,0,0,1.81,20.82,74.17,3.2,891,275,5,76,6,3,3,3,5.85,9.41,8,8.13,26.64,12.26,11.66,18.05,4,2,4,3,1,4,4,3,178,248,159,195,160,99,112,96,85.84,10.08,4.08,0,527,646,74,0,3,5,5,6,1
15656,1,2,0,1,0,0,8.24,66.77,0,24.99,1946,111,0,16,1,4,6,5,15.54,16.78,8.11,12.82,16.11,11.79,11.3,7.56,2,2,8,3,2,4,4,4,308,291,132,250,280,254,242,316,76.51,12.18,11.31,0,130,135,1808,0,5,6,1,6,0
15657,0,2,0,0,0,0,9.69,79.43,0,10.88,1893,9,0,1,8,10,6,10,13.51,11.96,16.68,11.61,12.09,12.21,13.3,8.63,9,9,10,10,10,10,10,10,205,282,219,245,257,250,218,227,65.07,23,11.94,0,15,4,1884,0,9,10,2,6,0
15658,0,3,0,0,0,0,6.14,54.5,0,39.36,2207,13,0,11,6,10,6,7,10.55,10.95,13.01,10.3,14.54,14.29,11.92,14.44,8,8,9,8,7,8,10,10,347,350,272,351,335,309,156,111,86.72,10.21,3.08,0,2,47,2182,0,9,7,2,6,0
15659,1,1,1,0,0,0,1.31,15.41,81.41,1.86,438,283,8,24,7,2,1,5,6.84,12.3,7.87,13.3,12.64,12.75,20.2,14.09,2,1,2,2,2,1,1,3,136,118,96,73,77,135,74,44,94.36,0,3.42,2.22,715,0,36,2,2,10,5,2,0
15660,0,2,1,0,0,0,13.4,86.6,0,0,3197,6,0,0,3,10,6,10,12.93,13.13,14.26,10.16,12.79,12.01,14.3,10.42,6,7,10,7,6,9,8,7,482,389,198,532,485,348,325,444,95.31,0,4.69,0,1,0,3202,0,10,10,1,6,0
15661,1,3,0,0,0,0,4.58,63.76,25.68,5.99,262,552,9,75,10,1,3,3,9.11,4.94,14.19,14.2,10.95,13.64,20.53,12.44,1,7,7,2,1,1,1,1,138,38,15,75,152,186,148,146,88.47,8.6,0,2.93,853,43,0,2,1,8,10,2,1
15662,0,2,1,0,1,1,1.7,12.15,82.39,3.77,427,238,8,76,10,4,2,3,11.98,9.52,19.24,9.08,11.72,20.61,12.76,5.09,5,5,3,8,6,3,4,7,73,95,122,61,77,104,118,99,76.64,17.27,6.09,0,493,101,155,0,4,7,4,6,0
