고객번호,A제휴사(%),B제휴사(%),C제휴사(%),D제휴사(%),편의품(%),선매품(%),전문품(%),기타(%)
16760,81.59,16.03,2.38,0.0,0.98,15.59,75.86,7.56
16761,65.8,34.2,0.0,0.0,6.5,73.19,0.0,20.3
16762,93.71,6.29,0.0,0.0,12.28,67.65,0.0,20.07
16763,0.0,68.43,31.57,0.0,37.47,41.24,0.0,21.29
16764,85.89,10.26,3.86,0.0,4.78,72.0,0.0,23.22
16765,92.76,3.24,4.0,0.0,5.62,94.38,0.0,0.0
16766,76.64,14.17,9.19,0.0,9.89,40.34,30.02,19.75
16767,95.58,2.95,1.47,0.0,0.8,43.28,22.19,33.74
16768,79.72,13.23,7.04,0.0,4.47,33.96,0.0,61.57
16770,89.81,6.75,3.44,0.0,7.42,63.54,0.0,29.04
16771,91.72,5.66,2.62,0.0,5.3,72.34,0.0,22.35
16772,87.98,4.95,2.38,4.68,1.96,55.93,38.24,3.88
16773,76.92,15.85,7.23,0.0,4.37,95.63,0.0,0.0
16774,0.0,0.0,100.0,0.0,19.86,80.14,0.0,0.0
16775,52.9,30.92,0.0,16.18,11.79,73.67,0.0,14.55
16776,81.4,15.04,3.56,0.0,2.83,31.13,62.94,3.1
16777,89.36,3.99,6.65,0.0,5.02,48.67,38.52,7.79
16778,99.32,0.0,0.68,0.0,1.96,98.04,0.0,0.0
16779,78.52,12.75,8.73,0.0,1.53,18.59,75.99,3.89
16780,74.84,11.06,14.1,0.0,8.19,38.26,27.11,26.44
16781,84.45,15.55,0.0,0.0,2.32,32.52,62.25,2.91
16782,91.68,5.87,2.44,0.0,2.69,41.91,0.0,55.39
16783,83.67,9.34,6.99,0.0,8.44,91.56,0.0,0.0
16784,84.55,9.8,5.65,0.0,7.26,78.45,0.0,14.3
16785,79.06,17.61,3.33,0.0,1.98,18.35,77.32,2.36
16786,94.46,3.78,1.77,0.0,0.78,24.82,68.96,5.44
16787,93.31,6.69,0.0,0.0,6.88,56.6,0.0,36.52
16788,62.88,29.02,8.1,0.0,22.35,77.65,0.0,0.0
16790,64.07,23.37,0.0,12.56,21.74,67.22,0.0,11.04
16791,88.82,7.32,3.86,0.0,5.61,79.43,0.0,14.96
16792,71.08,28.92,0.0,0.0,7.92,73.29,0.0,18.79
16793,78.28,13.25,8.47,0.0,12.86,87.14,0.0,0.0
16794,71.06,0.0,7.92,21.02,8.52,71.73,7.34,12.41
16795,87.51,12.49,0.0,0.0,10.22,48.33,0.0,41.45
16796,91.69,6.02,2.29,0.0,0.92,18.21,77.42,3.44
16797,74.25,16.98,8.77,0.0,13.33,64.49,0.0,22.18
16798,90.32,5.94,3.74,0.0,6.67,73.46,0.0,19.87
16799,80.28,5.64,5.2,8.87,0.96,3.04,0.0,95.99
16800,46.56,11.83,6.67,34.95,2.14,21.79,70.41,5.66
16801,68.26,16.15,15.59,0.0,10.23,65.59,0.0,24.18
16802,72.68,9.66,0.0,17.65,17.78,74.62,0.0,7.6
16803,0.0,91.58,8.42,0.0,18.2,81.8,0.0,0.0
16804,85.47,8.68,5.85,0.0,17.13,58.04,0.0,24.83
16805,85.84,11.12,3.05,0.0,6.0,26.61,44.24,23.14
16806,70.93,29.07,0.0,0.0,21.72,52.93,0.0,25.35
16807,89.68,10.32,0.0,0.0,22.54,60.33,0.0,17.13
16808,90.18,5.58,4.25,0.0,5.53,77.35,0.0,17.12
16809,68.65,25.63,5.72,0.0,22.5,62.55,0.0,14.95
16810,90.25,3.29,6.45,0.0,13.13,74.88,0.0,11.99
16811,82.53,6.83,10.64,0.0,0.55,1.91,96.56,0.98
16812,62.68,12.46,10.85,14.01,0.55,9.21,89.23,1.01
16813,80.33,14.18,5.49,0.0,5.21,43.57,0.0,51.22
16814,90.8,7.85,1.35,0.0,2.91,49.31,45.54,2.25
16815,59.08,28.61,12.32,0.0,7.62,66.9,0.0,25.48
16816,44.8,25.35,5.41,24.45,4.59,83.78,0.0,11.63
16817,97.57,0.0,2.43,0.0,5.82,47.28,42.45,4.45
16818,48.83,36.2,14.97,0.0,8.55,81.05,0.0,10.4
16819,73.12,11.13,0.0,15.75,13.33,23.24,0.0,63.44
16820,61.26,28.24,10.5,0.0,22.03,77.97,0.0,0.0
16822,62.64,11.76,12.25,13.35,10.48,63.48,0.0,26.04
16824,60.35,27.46,12.19,0.0,15.11,32.79,35.4,16.7
16825,97.05,1.6,1.35,0.0,0.99,66.98,29.87,2.16
16826,63.66,29.14,7.2,0.0,7.44,71.4,0.0,21.16
16827,90.88,5.66,3.46,0.0,5.87,44.34,0.0,49.79
16828,0.0,86.12,13.88,0.0,8.82,63.11,0.0,28.08
16829,70.68,19.55,9.77,0.0,7.37,60.89,24.24,7.5
16830,88.91,8.46,2.63,0.0,3.73,91.49,0.0,4.78
16831,84.31,7.46,8.24,0.0,6.05,30.82,56.05,7.08
16832,73.86,10.99,5.32,9.84,6.45,50.27,0.0,43.28
16833,88.09,9.5,0.0,2.41,11.19,80.49,0.0,8.32
16834,96.64,0.0,3.36,0.0,0.89,29.46,64.39,5.25
16835,88.94,9.18,1.88,0.0,22.67,64.77,0.0,12.56
16836,56.12,31.33,12.55,0.0,8.69,46.2,31.61,13.49
16838,89.03,7.83,3.14,0.0,19.53,54.49,0.0,25.97
16839,72.53,27.47,0.0,0.0,13.05,46.74,0.0,40.21
16840,77.7,12.83,9.47,0.0,13.3,86.7,0.0,0.0
16841,88.14,11.86,0.0,0.0,7.06,20.96,0.0,71.98
16842,88.05,10.21,1.74,0.0,1.6,98.4,0.0,0.0
16843,88.31,9.24,2.45,0.0,13.36,50.0,0.0,36.64
16844,88.23,6.8,4.97,0.0,5.91,60.57,0.0,33.52
16845,0.0,68.17,31.83,0.0,15.25,47.32,0.0,37.43
16846,27.4,72.6,0.0,0.0,18.35,65.05,0.0,16.6
16847,84.59,9.92,5.49,0.0,4.86,82.12,0.0,13.02
16848,78.05,10.99,10.96,0.0,9.74,65.15,0.0,25.11
16849,64.99,31.31,3.7,0.0,18.48,40.29,0.0,41.23
16850,77.53,15.7,6.77,0.0,15.72,42.42,0.0,41.86
16851,70.49,17.13,12.38,0.0,2.94,37.32,52.98,6.77
16852,82.71,14.2,3.09,0.0,0.58,6.66,83.41,9.35
16853,88.34,6.28,5.38,0.0,0.7,4.61,90.65,4.05
16854,83.84,12.03,4.13,0.0,6.21,93.79,0.0,0.0
16855,81.03,10.12,8.85,0.0,15.28,57.46,0.0,27.26
16856,65.53,16.9,17.57,0.0,11.61,49.8,0.0,38.59
16858,63.87,11.37,24.76,0.0,41.78,35.18,0.0,23.04
16859,81.75,9.92,8.33,0.0,10.43,89.57,0.0,0.0
16860,0.0,64.36,35.64,0.0,22.32,43.62,0.0,34.06
16861,48.88,38.16,12.97,0.0,10.16,74.57,0.0,15.27
16862,0.0,73.04,26.96,0.0,9.53,62.95,0.0,27.53
16863,86.35,6.14,7.51,0.0,3.52,45.61,43.15,7.73
16864,89.61,7.74,2.65,0.0,6.96,75.19,0.0,17.84
16865,69.83,19.66,10.51,0.0,0.75,19.88,78.18,1.18
16866,0.0,41.48,58.52,0.0,19.9,44.0,0.0,36.11
16867,0.0,81.12,18.88,0.0,16.3,83.7,0.0,0.0
16868,80.6,12.32,7.09,0.0,5.09,57.68,0.0,37.23
16869,71.7,23.51,4.79,0.0,19.12,56.19,0.0,24.69
16870,80.44,14.64,0.0,4.92,18.81,53.5,0.0,27.69
16871,96.37,2.62,1.01,0.0,2.31,93.38,0.0,4.3
16872,100.0,0.0,0.0,0.0,21.76,64.97,0.0,13.27
16873,93.31,6.69,0.0,0.0,9.57,48.79,0.0,41.64
16874,73.08,8.06,0.0,18.86,8.34,68.18,0.0,23.49
16875,79.58,13.78,6.65,0.0,11.65,67.98,0.0,20.38
16876,61.45,1.06,37.48,0.0,4.95,27.87,62.11,5.07
16877,66.15,15.77,18.08,0.0,16.47,68.12,0.0,15.41
16878,91.83,8.17,0.0,0.0,19.04,64.77,0.0,16.2
16879,70.99,19.24,9.77,0.0,13.05,77.26,0.0,9.7
16880,70.66,10.8,18.54,0.0,13.75,64.38,0.0,21.88
16881,83.17,9.91,6.92,0.0,6.52,93.48,0.0,0.0
16882,26.31,68.49,5.2,0.0,38.56,61.44,0.0,0.0
16883,55.4,32.38,12.22,0.0,21.17,78.83,0.0,0.0
16884,82.82,17.18,0.0,0.0,6.03,79.07,0.0,14.9
16885,83.66,8.93,7.41,0.0,4.76,63.62,0.0,31.62
16886,63.64,36.36,0.0,0.0,9.25,42.92,42.52,5.31
16887,36.12,13.02,50.85,0.0,0.67,3.67,93.8,1.86
16888,49.85,34.65,15.5,0.0,12.3,52.14,0.0,35.56
16889,94.37,3.48,2.15,0.0,0.95,20.23,77.08,1.74
16890,75.91,10.69,3.54,9.86,0.68,8.26,89.31,1.74
16891,80.53,7.85,11.61,0.0,9.74,60.43,0.0,29.84
16892,100.0,0.0,0.0,0.0,6.47,61.18,22.98,9.37
16893,74.74,17.44,7.82,0.0,9.59,76.46,0.0,13.95
16894,42.61,37.02,20.37,0.0,13.43,70.71,0.0,15.86
16895,42.45,42.46,15.09,0.0,5.87,71.85,0.0,22.28
16896,47.23,12.43,5.67,34.67,1.48,9.96,87.16,1.4
16897,0.0,0.0,100.0,0.0,50.76,49.24,0.0,0.0
16898,0.0,76.84,23.16,0.0,11.47,58.35,0.0,30.17
16899,95.39,2.22,2.38,0.0,1.75,66.15,0.0,32.1
16900,87.79,8.98,3.22,0.0,6.64,74.43,0.0,18.94
16901,0.0,0.0,100.0,0.0,27.45,72.55,0.0,0.0
16902,100.0,0.0,0.0,0.0,3.43,63.17,30.48,2.92
16903,80.53,14.17,5.3,0.0,6.76,54.17,0.0,39.06
16904,70.74,19.69,9.57,0.0,19.66,80.34,0.0,0.0
16905,81.2,14.0,4.8,0.0,5.06,41.45,0.0,53.49
16906,0.0,64.3,35.7,0.0,7.97,14.91,0.0,77.12
16907,97.06,0.0,2.94,0.0,6.35,93.65,0.0,0.0
16908,74.67,17.57,7.76,0.0,8.79,76.19,0.0,15.02
16909,0.0,83.99,16.01,0.0,14.15,49.74,0.0,36.1
16910,78.03,15.34,6.63,0.0,2.33,34.38,63.29,0.0
16911,64.41,26.46,9.13,0.0,6.18,44.73,0.0,49.09
16912,57.0,30.43,12.57,0.0,8.63,31.09,0.0,60.28
16913,79.04,16.85,4.11,0.0,4.21,70.89,0.0,24.9
16914,60.75,30.09,9.16,0.0,7.37,79.11,0.0,13.52
16915,78.55,8.51,0.0,12.94,10.17,81.49,0.0,8.34
16916,0.0,93.14,6.86,0.0,8.29,35.08,0.0,56.63
16917,58.16,39.55,2.28,0.0,4.05,95.95,0.0,0.0
16918,85.88,9.96,4.15,0.0,3.93,36.92,0.0,59.15
16919,70.85,0.0,14.13,15.02,1.41,10.54,81.87,6.19
16920,0.0,100.0,0.0,0.0,16.13,68.14,0.0,15.73
16921,90.31,7.2,2.49,0.0,0.64,7.01,90.85,1.5
16922,25.96,62.16,11.88,0.0,25.41,45.81,0.0,28.78
16923,68.56,31.44,0.0,0.0,24.88,56.8,0.0,18.32
16924,69.68,17.74,12.58,0.0,10.2,31.92,0.0,57.88
16925,46.77,42.0,4.06,7.18,0.86,10.89,85.89,2.36
16926,81.91,6.76,0.0,11.33,0.91,10.09,87.8,1.2
16927,100.0,0.0,0.0,0.0,2.89,30.98,61.1,5.02
16928,65.33,30.71,3.96,0.0,3.68,87.5,0.0,8.82
16929,80.89,9.83,9.28,0.0,21.6,58.24,0.0,20.16
16930,84.54,11.33,4.13,0.0,5.77,50.15,0.0,44.08
16931,78.43,9.78,6.36,5.43,6.81,6.42,84.85,1.92
16932,69.12,17.73,13.14,0.0,7.53,28.67,0.0,63.79
16933,0.0,70.14,29.86,0.0,12.06,46.41,0.0,41.53
16934,93.55,0.0,2.46,3.99,2.56,97.44,0.0,0.0
16936,65.32,22.64,12.04,0.0,13.3,48.77,0.0,37.93
16937,90.59,0.0,9.41,0.0,4.55,35.21,0.0,60.23
16938,73.43,22.42,4.15,0.0,11.64,70.35,0.0,18.0
16939,35.99,30.52,33.48,0.0,12.95,57.34,0.0,29.72
16940,92.74,7.26,0.0,0.0,10.2,40.39,28.05,21.37
16941,82.27,13.39,4.33,0.0,9.74,73.71,0.0,16.55
16942,0.0,100.0,0.0,0.0,7.79,42.04,34.13,16.04
16943,90.61,7.43,1.96,0.0,2.18,76.21,0.0,21.61
16944,58.98,17.82,23.2,0.0,9.68,70.91,0.0,19.41
16945,85.05,10.24,4.71,0.0,9.59,90.41,0.0,0.0
16946,72.5,21.11,6.39,0.0,16.75,83.25,0.0,0.0
16947,51.46,45.98,2.56,0.0,1.96,31.54,0.0,66.5
16948,88.43,6.92,4.65,0.0,5.51,46.0,39.37,9.12
16949,90.14,6.03,3.83,0.0,7.47,34.27,34.36,23.9
16950,71.31,18.84,9.85,0.0,11.08,68.5,0.0,20.43
16951,45.64,36.09,18.27,0.0,14.71,59.39,0.0,25.9
16953,76.52,11.85,11.64,0.0,13.78,46.39,0.0,39.83
16954,75.58,20.11,0.0,4.31,9.05,77.41,0.0,13.55
16955,91.78,8.22,0.0,0.0,8.44,61.11,23.42,7.03
16956,82.11,14.24,3.66,0.0,6.79,77.63,0.0,15.58
16957,93.82,4.72,1.46,0.0,1.41,98.59,0.0,0.0
16958,85.1,8.86,6.03,0.0,15.04,70.98,0.0,13.97
16959,64.94,23.5,11.55,0.0,22.89,66.05,0.0,11.07
16960,80.25,15.94,3.81,0.0,8.48,76.41,0.0,15.11
16961,37.06,45.91,17.03,0.0,13.6,63.13,0.0,23.27
16962,69.5,20.39,10.12,0.0,8.84,57.73,22.05,11.38
16963,91.97,4.94,3.09,0.0,7.63,86.64,0.0,5.73
16964,77.37,18.11,4.52,0.0,13.12,64.16,0.0,22.72
16965,89.03,5.22,5.75,0.0,20.88,54.31,0.0,24.8
16966,82.87,13.2,3.93,0.0,2.0,16.6,0.0,81.4
16967,74.52,23.8,1.68,0.0,2.72,81.39,0.0,15.89
16968,78.4,18.48,3.12,0.0,1.73,51.92,0.0,46.35
16969,73.79,20.36,5.86,0.0,10.29,89.71,0.0,0.0
16970,84.19,11.65,4.16,0.0,13.42,63.85,0.0,22.73
16971,49.0,34.8,16.2,0.0,32.0,68.0,0.0,0.0
16972,62.05,20.99,16.95,0.0,5.04,23.78,54.47,16.71
16973,71.08,19.11,9.81,0.0,25.04,69.14,0.0,5.82
16974,88.11,8.97,2.92,0.0,9.04,73.42,0.0,17.54
16975,80.12,5.88,13.99,0.0,6.06,84.14,0.0,9.8
16976,93.12,6.88,0.0,0.0,8.84,82.3,0.0,8.86
16977,65.19,13.89,0.0,20.91,10.59,81.17,0.0,8.24
16978,62.2,23.92,13.88,0.0,13.58,42.47,23.17,20.78
16979,92.14,4.95,2.9,0.0,8.25,83.76,0.0,7.99
16980,74.22,22.2,3.58,0.0,1.39,18.39,0.0,80.22
16981,97.97,2.03,0.0,0.0,1.37,10.68,0.0,87.95
16982,71.03,3.52,25.45,0.0,30.78,64.12,0.0,5.1
16983,90.09,6.6,3.3,0.0,11.75,45.19,0.0,43.06
16984,94.25,5.75,0.0,0.0,6.97,74.29,0.0,18.74
16985,63.36,27.63,9.01,0.0,10.81,80.48,0.0,8.71
16986,0.0,100.0,0.0,0.0,14.12,68.6,0.0,17.28
16987,58.65,28.06,13.28,0.0,0.99,8.87,87.81,2.34
16988,100.0,0.0,0.0,0.0,11.89,71.55,0.0,16.56
16989,85.72,10.45,3.84,0.0,4.89,58.3,0.0,36.81
16990,91.79,5.31,2.91,0.0,1.1,16.31,80.23,2.35
16991,84.26,10.14,0.0,5.6,0.76,18.19,79.73,1.31
16993,36.86,58.3,4.84,0.0,5.77,86.29,0.0,7.94
16994,77.58,19.66,2.76,0.0,6.92,44.06,43.61,5.41
16995,92.89,4.55,2.56,0.0,10.32,76.37,0.0,13.31
16996,71.94,13.06,5.18,9.82,2.94,24.21,68.0,4.85
16997,71.2,17.22,11.58,0.0,16.47,62.62,0.0,20.91
16998,78.67,7.95,13.38,0.0,13.97,86.03,0.0,0.0
16999,80.11,10.61,9.28,0.0,4.58,41.77,31.79,21.86
17001,74.06,9.41,16.53,0.0,8.38,35.54,0.0,56.08
17002,91.63,6.43,1.95,0.0,13.71,47.38,0.0,38.91
17003,77.1,19.17,3.73,0.0,3.44,44.42,46.49,5.65
17004,0.0,65.75,34.25,0.0,10.35,40.23,30.11,19.3
17005,89.35,7.94,2.71,0.0,0.42,1.83,97.4,0.35
17006,86.49,8.95,4.56,0.0,3.8,37.33,0.0,58.87
17007,76.79,18.58,4.63,0.0,8.25,72.11,14.26,5.38
17008,67.89,17.72,14.39,0.0,25.15,52.07,0.0,22.77
17009,90.67,3.56,2.51,3.25,1.19,28.39,63.07,7.35
17010,100.0,0.0,0.0,0.0,3.2,18.37,75.02,3.41
17011,37.03,50.92,12.06,0.0,62.87,37.13,0.0,0.0
17012,85.15,8.76,6.09,0.0,11.56,81.06,0.0,7.38
17013,95.31,1.69,3.0,0.0,10.28,42.68,0.0,47.04
17014,51.09,32.16,16.74,0.0,14.63,26.96,0.0,58.41
17015,88.61,6.91,4.49,0.0,3.62,7.18,85.52,3.69
17016,71.98,21.41,6.61,0.0,7.01,51.23,19.51,22.25
17017,94.45,3.69,1.86,0.0,1.94,98.06,0.0,0.0
17018,56.24,22.89,20.87,0.0,9.29,50.63,13.87,26.21
17019,86.12,6.86,7.02,0.0,6.97,68.94,0.0,24.09
17020,69.27,13.23,17.5,0.0,19.97,52.46,0.0,27.57
17021,63.78,32.39,3.83,0.0,6.8,74.78,0.0,18.41
17022,50.91,32.57,16.53,0.0,17.49,45.91,0.0,36.6
17023,59.06,16.05,10.47,14.42,7.69,80.94,0.0,11.37
17024,86.49,3.66,9.85,0.0,3.02,85.74,0.0,11.24
17025,9.23,5.55,85.22,0.0,11.09,66.06,0.0,22.85
17026,79.61,7.49,4.24,8.67,5.72,35.38,44.84,14.06
17027,56.34,33.74,9.92,0.0,1.48,10.08,85.97,2.47
17028,58.46,9.55,0.0,31.99,5.65,45.68,35.38,13.29
17029,78.46,15.13,6.41,0.0,24.37,62.62,0.0,13.01
17030,76.99,14.5,8.51,0.0,32.67,67.33,0.0,0.0
17031,77.15,10.48,12.37,0.0,16.12,71.67,0.0,12.21
17032,82.78,13.16,4.06,0.0,9.45,90.55,0.0,0.0
17033,0.0,67.06,32.94,0.0,12.06,72.03,0.0,15.91
17034,69.27,16.53,14.2,0.0,12.16,28.22,0.0,59.62
17035,92.28,2.55,5.17,0.0,4.3,78.3,0.0,17.4
17036,87.65,8.49,3.86,0.0,7.3,44.84,35.28,12.58
17037,87.83,7.05,3.19,1.92,1.72,18.93,66.49,12.86
17038,77.82,18.33,3.85,0.0,1.55,17.76,78.81,1.88
17039,86.6,7.76,5.64,0.0,11.78,53.78,0.0,34.44
17040,87.5,7.14,5.36,0.0,2.0,32.32,49.91,15.78
17041,61.46,25.19,13.35,0.0,12.5,58.57,0.0,28.93
17042,53.9,24.2,21.91,0.0,19.12,66.79,0.0,14.09
17043,79.17,12.48,2.56,5.79,0.12,2.84,96.42,0.62
17044,87.25,8.76,4.0,0.0,4.97,37.83,37.3,19.89
17045,53.32,28.68,18.0,0.0,13.06,43.64,0.0,43.3
17046,72.7,21.97,5.34,0.0,5.2,47.78,35.54,11.49
17047,64.4,14.52,21.07,0.0,30.31,69.69,0.0,0.0
17048,84.35,15.65,0.0,0.0,13.05,77.33,0.0,9.61
17049,63.05,29.84,7.11,0.0,12.79,70.49,0.0,16.71
17050,89.73,7.85,2.42,0.0,3.64,29.35,43.46,23.55
17051,89.75,6.0,4.25,0.0,18.23,64.36,0.0,17.42
17052,81.18,15.71,3.12,0.0,11.42,59.92,0.0,28.66
17053,67.09,19.44,13.46,0.0,4.12,24.71,63.84,7.33
17054,77.36,22.64,0.0,0.0,9.14,56.45,24.88,9.53
17055,88.94,6.25,4.81,0.0,3.68,63.47,0.0,32.85
17056,76.04,12.81,0.0,11.15,11.21,88.79,0.0,0.0
17057,75.87,14.93,9.2,0.0,9.68,78.68,0.0,11.65
17058,79.49,0.0,20.51,0.0,30.18,69.82,0.0,0.0
17059,96.11,3.89,0.0,0.0,0.51,14.94,82.58,1.97
17060,74.71,12.44,12.86,0.0,4.29,30.61,56.67,8.44
17061,67.45,32.55,0.0,0.0,2.41,22.02,72.79,2.77
17063,88.39,10.6,0.57,0.44,0.47,83.21,0.0,16.32
17064,86.31,13.69,0.0,0.0,3.78,21.21,6.02,68.99
17066,26.29,45.45,28.26,0.0,20.83,51.39,0.0,27.78
17067,90.88,6.21,2.9,0.0,0.6,7.17,90.5,1.74
17068,43.56,40.57,15.87,0.0,17.59,37.56,0.0,44.85
17069,76.78,8.61,14.61,0.0,5.4,61.95,15.9,16.75
17070,85.95,8.27,5.78,0.0,7.04,67.97,0.0,25.0
17071,80.66,3.41,15.93,0.0,16.84,52.56,0.0,30.6
17072,49.22,29.82,5.82,15.14,8.97,76.29,0.0,14.74
17073,80.85,19.15,0.0,0.0,31.12,49.34,0.0,19.54
17074,18.99,33.79,4.15,43.07,13.62,61.77,0.0,24.61
17075,78.59,15.66,5.75,0.0,11.11,60.73,0.0,28.16
17076,93.64,3.74,2.63,0.0,22.18,55.68,0.0,22.14
17077,45.69,49.79,4.52,0.0,6.91,75.97,0.0,17.12
17078,99.11,0.52,0.37,0.0,9.38,80.14,0.0,10.48
17079,73.53,9.29,4.3,12.88,10.5,22.23,0.0,67.28
17080,88.85,11.15,0.0,0.0,3.4,20.81,72.48,3.31
17081,76.49,18.18,5.33,0.0,7.29,92.71,0.0,0.0
17082,80.41,13.04,6.55,0.0,13.19,70.26,0.0,16.55
17083,82.58,15.57,1.85,0.0,1.53,61.54,0.0,36.92
17084,60.77,24.98,14.25,0.0,10.39,64.23,15.08,10.31
17085,92.04,7.96,0.0,0.0,8.17,64.47,16.36,11.01
17086,100.0,0.0,0.0,0.0,4.97,36.49,55.32,3.22
17087,85.6,14.4,0.0,0.0,4.68,26.49,55.3,13.53
17088,46.33,32.88,20.79,0.0,14.6,53.03,0.0,32.37
17089,88.12,11.88,0.0,0.0,5.49,38.34,44.45,11.71
17090,41.92,16.5,0.0,41.57,7.14,44.41,42.19,6.26
17091,63.92,32.2,3.88,0.0,2.02,25.61,69.66,2.71
17092,68.75,26.64,4.61,0.0,10.07,48.44,28.65,12.85
17093,88.65,11.35,0.0,0.0,15.86,69.5,0.0,14.64
17095,92.82,4.63,2.55,0.0,1.28,23.65,72.93,2.14
17096,77.74,16.33,5.93,0.0,12.8,87.2,0.0,0.0
17097,0.0,43.35,30.18,26.47,39.53,60.47,0.0,0.0
17098,88.98,8.38,2.64,0.0,17.02,74.06,0.0,8.92
17099,62.65,30.01,7.33,0.0,8.42,53.28,0.0,38.3
17100,100.0,0.0,0.0,0.0,12.14,47.05,30.15,10.66
17101,95.62,2.22,2.17,0.0,0.85,12.65,80.96,5.53
17102,90.42,4.8,4.78,0.0,10.28,52.6,0.0,37.12
17103,50.61,35.68,13.71,0.0,12.02,64.18,0.0,23.79
17104,82.15,13.39,4.46,0.0,6.62,65.8,0.0,27.58
17105,79.13,16.14,4.73,0.0,0.92,7.06,90.5,1.53
17106,48.62,51.38,0.0,0.0,3.98,22.74,68.16,5.12
17107,76.81,10.85,0.0,12.34,1.4,16.44,79.52,2.64
17108,61.8,29.37,8.84,0.0,8.74,81.93,0.0,9.33
17111,86.86,10.72,2.42,0.0,3.3,30.61,0.0,66.1
17112,65.81,13.24,0.0,20.95,3.51,27.48,63.78,5.23
17113,91.32,7.88,0.8,0.0,3.75,96.25,0.0,0.0
17114,57.02,30.64,12.34,0.0,9.57,65.79,0.0,24.64
17115,84.48,15.52,0.0,0.0,10.68,49.61,0.0,39.71
17116,46.61,20.01,4.48,28.9,9.99,73.87,0.0,16.14
17117,31.68,44.32,24.0,0.0,36.94,15.27,0.0,47.8
17118,0.0,0.0,100.0,0.0,31.46,68.54,0.0,0.0
17119,89.24,8.54,2.22,0.0,0.42,3.57,94.43,1.58
17120,63.13,27.44,4.14,5.3,5.17,81.18,4.77,8.88
17121,82.01,13.35,4.64,0.0,12.17,60.9,0.0,26.92
17122,90.58,8.24,1.18,0.0,3.5,85.31,0.0,11.19
17124,62.49,30.2,7.32,0.0,8.53,47.85,0.0,43.62
17125,0.0,38.56,61.44,0.0,100.0,0.0,0.0,0.0
17126,83.3,16.7,0.0,0.0,4.33,37.18,51.65,6.85
17127,75.36,18.38,6.26,0.0,1.25,22.23,72.74,3.78
17128,71.21,16.94,11.85,0.0,22.35,54.23,0.0,23.42
17129,98.74,0.7,0.56,0.0,0.37,65.49,33.74,0.4
17130,74.83,17.07,8.1,0.0,0.63,5.41,92.92,1.04
17131,54.37,22.15,17.43,6.05,8.9,42.63,36.98,11.49
17132,81.49,14.79,3.72,0.0,8.24,82.11,0.0,9.65
17133,0.0,53.53,46.47,0.0,1.44,98.56,0.0,0.0
17134,82.75,17.25,0.0,0.0,10.78,77.98,0.0,11.24
17135,75.91,14.29,9.8,0.0,10.4,68.21,0.0,21.39
17136,82.0,11.16,6.85,0.0,11.97,45.77,0.0,42.26
17138,76.54,17.39,6.07,0.0,16.44,62.05,0.0,21.51
17139,76.29,20.72,2.99,0.0,0.64,17.09,75.79,6.48
17140,91.94,4.57,3.5,0.0,7.44,87.27,0.0,5.29
17141,73.32,23.03,3.65,0.0,17.11,73.06,0.0,9.84
17142,80.67,12.81,6.51,0.0,1.26,14.96,81.45,2.33
17143,0.0,58.23,41.77,0.0,17.44,36.47,0.0,46.09
17144,94.36,4.13,1.51,0.0,5.56,94.44,0.0,0.0
17145,92.23,7.77,0.0,0.0,3.63,33.9,57.72,4.75
17146,91.71,8.29,0.0,0.0,9.12,73.36,0.0,17.52
17147,84.96,12.69,2.35,0.0,8.34,29.85,35.43,26.37
17148,72.92,17.82,9.26,0.0,8.58,29.33,0.0,62.09
17149,55.91,24.38,19.71,0.0,14.97,55.05,0.0,29.98
17150,76.4,12.71,10.89,0.0,9.9,30.25,33.51,26.34
17151,85.17,5.03,9.8,0.0,5.7,91.08,0.0,3.22
17152,91.19,6.72,2.09,0.0,5.23,78.4,0.0,16.37
17153,85.91,9.56,4.53,0.0,8.68,77.87,0.0,13.46
17154,64.35,20.3,15.35,0.0,14.74,42.55,0.0,42.71
17155,70.74,0.0,29.26,0.0,10.23,27.44,56.28,6.04
17156,85.16,14.84,0.0,0.0,6.37,38.47,46.12,9.05
17157,76.04,17.79,6.17,0.0,7.39,41.26,5.92,45.42
17158,83.0,13.15,3.85,0.0,9.89,86.01,0.0,4.1
17160,0.0,52.3,47.7,0.0,14.46,51.85,0.0,33.68
17161,85.2,11.14,3.66,0.0,9.73,69.5,0.0,20.77
17162,67.7,6.38,0.0,25.91,10.54,77.62,0.0,11.84
17163,39.62,8.65,5.82,45.9,6.6,68.45,0.0,24.95
17164,88.36,6.43,5.21,0.0,9.18,84.11,0.0,6.7
17165,88.7,8.13,3.17,0.0,0.93,7.09,85.85,6.13
17166,85.71,10.89,3.4,0.0,10.75,69.85,0.0,19.4
17167,61.76,28.64,9.6,0.0,5.98,49.58,28.08,16.37
17168,92.55,0.0,7.45,0.0,3.5,91.15,0.0,5.35
17169,74.01,7.68,18.31,0.0,16.45,74.38,0.0,9.17
17170,84.69,12.75,2.56,0.0,1.29,9.16,87.4,2.15
17171,46.37,12.57,20.62,20.45,9.75,32.91,0.0,57.34
17172,94.3,3.97,1.74,0.0,0.12,1.4,98.13,0.35
17173,88.39,8.29,3.32,0.0,15.02,53.01,0.0,31.97
17174,83.84,9.93,6.23,0.0,1.78,20.76,73.61,3.85
17175,82.87,12.99,4.14,0.0,6.56,93.44,0.0,0.0
