고객번호,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,A객단가등급,B객단가등급,변동률
13546,330.0,350.0,342.0,253.0,178.0,163.0,6,4,5,8,9,10,6,9,8
13547,235.0,299.0,202.0,175.0,251.0,255.0,9,9,10,10,9,10,7,7,0
13548,79.0,111.0,119.0,98.0,85.0,101.0,6,4,4,5,5,4,2,1,3
13549,71.0,63.0,67.0,85.0,94.0,89.0,9,10,10,8,9,7,5,4,4
13550,188.0,270.0,238.0,366.0,409.0,303.0,1,3,2,1,2,2,5,7,4
13551,62.0,55.0,105.0,90.0,83.0,78.0,5,7,3,3,4,7,5,4,3
13552,278.0,163.0,146.0,54.0,155.0,220.0,4,8,4,5,5,6,6,6,8
13553,70.0,86.0,74.0,118.0,90.0,135.0,8,3,3,3,4,3,10,2,4
13554,128.0,140.0,103.0,80.0,113.0,77.0,6,7,8,8,4,7,8,1,5
13555,71.0,94.0,68.0,49.0,91.0,60.0,1,2,3,4,1,4,6,10,3
13556,254.0,286.0,212.0,161.0,252.0,225.0,6,8,8,7,7,9,10,8,8
13557,130.0,124.0,213.0,205.0,222.0,171.0,9,10,7,6,8,8,5,2,6
13558,177.0,207.0,231.0,244.0,342.0,345.0,8,8,5,7,5,5,6,5,5
13559,139.0,253.0,236.0,233.0,324.0,402.0,3,2,2,3,2,2,1,10,2
13560,198.0,232.0,159.0,220.0,182.0,99.0,8,6,5,5,6,8,1,7,5
13561,82.0,77.0,101.0,106.0,117.0,127.0,9,7,8,5,7,6,3,1,5
13562,40.0,390.0,481.0,381.0,356.0,223.0,9,3,4,6,5,9,9,2,7
13563,140.0,143.0,124.0,101.0,120.0,228.0,8,8,9,9,9,7,6,9,4
13564,94.0,86.0,86.0,98.0,92.0,80.0,1,2,2,1,1,3,9,9,1
13565,345.0,297.0,290.0,249.0,394.0,381.0,4,5,4,5,3,2,6,8,3
13566,301.0,270.0,256.0,258.0,254.0,288.0,7,9,9,10,9,9,2,8,0
13567,258.0,273.0,423.0,371.0,358.0,117.0,8,8,6,7,7,10,8,7,3
13568,112.0,166.0,110.0,158.0,179.0,240.0,10,6,9,7,8,5,9,2,6
13569,288.0,265.0,269.0,317.0,311.0,336.0,6,5,7,6,6,6,7,7,5
13570,94.0,88.0,51.0,80.0,110.0,167.0,10,9,10,9,10,6,1,6,7
13571,101.0,104.0,91.0,105.0,135.0,137.0,10,10,10,10,10,10,8,8,4
13572,102.0,59.0,101.0,81.0,96.0,80.0,3,8,6,4,3,3,3,9,3
13573,383.0,374.0,296.0,320.0,297.0,426.0,1,3,3,3,3,2,10,9,2
13574,271.0,211.0,237.0,298.0,238.0,228.0,9,10,10,10,10,10,2,6,0
13575,166.0,197.0,224.0,199.0,235.0,226.0,4,3,3,4,3,3,1,6,1
13576,406.0,424.0,363.0,398.0,387.0,298.0,4,4,4,3,4,4,1,10,7
13577,101.0,60.0,91.0,120.0,139.0,97.0,9,10,9,9,9,10,7,5,2
13578,74.0,129.0,122.0,150.0,151.0,239.0,10,10,10,10,9,8,8,2,6
13579,115.0,121.0,69.0,86.0,110.0,89.0,1,1,2,2,2,2,9,1,2
13580,70.0,143.0,89.0,141.0,74.0,74.0,10,9,10,9,10,10,5,3,4
13581,223.0,149.0,157.0,172.0,265.0,290.0,6,8,8,9,7,7,9,5,1
13582,115.0,147.0,80.0,92.0,99.0,111.0,1,1,1,1,1,1,7,1,0
13583,68.0,79.0,38.0,29.0,69.0,79.0,3,4,2,3,2,1,5,6,3
13584,275.0,302.0,262.0,302.0,341.0,273.0,8,8,8,6,7,8,7,1,3
13585,106.0,142.0,189.0,205.0,197.0,197.0,2,2,2,2,2,2,10,6,1
13586,196.0,158.0,178.0,149.0,118.0,88.0,2,2,3,2,3,4,4,2,2
13587,237.0,289.0,330.0,191.0,233.0,288.0,7,7,7,9,8,8,8,9,2
13588,208.0,150.0,136.0,100.0,90.0,85.0,4,6,7,8,10,10,9,4,5
13589,277.0,264.0,304.0,321.0,242.0,262.0,9,8,9,5,10,8,3,1,7
13590,99.0,108.0,85.0,116.0,38.0,105.0,1,1,1,1,3,2,5,1,1
13591,86.0,86.0,112.0,99.0,102.0,126.0,5,5,6,7,8,5,3,4,2
13592,210.0,163.0,142.0,129.0,119.0,125.0,5,6,8,9,9,9,2,4,3
13593,216.0,176.0,201.0,186.0,161.0,254.0,8,9,8,9,9,7,4,3,4
13594,303.0,217.0,270.0,224.0,144.0,194.0,3,10,2,9,7,10,7,10,26
13595,183.0,188.0,220.0,242.0,223.0,270.0,5,6,6,5,4,5,5,6,5
13596,78.0,129.0,91.0,94.0,152.0,283.0,10,7,7,8,5,5,4,8,5
13597,78.0,58.0,82.0,90.0,102.0,72.0,3,3,3,2,2,3,3,3,2
13598,76.0,86.0,85.0,151.0,77.0,82.0,4,3,4,2,4,4,8,6,2
13599,550.0,615.0,523.0,485.0,427.0,500.0,3,3,2,4,4,3,3,7,4
13600,124.0,157.0,108.0,111.0,165.0,155.0,1,2,1,1,1,1,2,10,4
13601,249.0,238.0,232.0,201.0,197.0,285.0,6,7,7,7,6,5,10,5,3
13602,14.0,43.0,67.0,78.0,131.0,165.0,5,3,2,2,2,1,5,1,2
13603,491.0,476.0,532.0,560.0,520.0,563.0,4,4,3,4,5,4,8,7,2
13604,65.0,96.0,63.0,49.0,67.0,83.0,6,7,9,7,7,9,3,10,3
13605,255.0,274.0,281.0,284.0,288.0,307.0,5,7,5,5,5,5,9,2,7
13606,119.0,111.0,195.0,130.0,136.0,133.0,1,3,1,1,2,1,1,8,3
13607,71.0,139.0,118.0,110.0,129.0,186.0,10,9,8,8,9,5,6,2,6
13608,134.0,140.0,113.0,164.0,194.0,193.0,8,9,9,9,8,9,9,1,8
13609,39.0,101.0,189.0,192.0,173.0,240.0,10,9,6,7,6,7,3,7,8
13610,244.0,284.0,262.0,216.0,129.0,154.0,8,8,9,9,8,9,3,9,7
13611,197.0,82.0,65.0,35.0,49.0,48.0,3,8,7,7,9,6,8,10,5
13612,41.0,76.0,67.0,67.0,55.0,105.0,6,8,9,10,8,7,6,2,4
13613,20.0,68.0,97.0,87.0,48.0,73.0,10,3,1,3,3,4,4,9,5
13614,325.0,268.0,311.0,275.0,280.0,321.0,6,7,6,7,7,5,6,4,4
13615,178.0,120.0,199.0,194.0,302.0,245.0,4,7,5,4,3,6,4,6,1
13616,422.0,483.0,332.0,353.0,306.0,298.0,5,4,5,6,5,7,2,2,5
13618,364.0,275.0,329.0,313.0,392.0,350.0,5,6,5,6,3,6,4,5,6
13619,181.0,168.0,107.0,78.0,93.0,131.0,8,7,9,10,8,8,3,5,6
13620,148.0,205.0,143.0,202.0,182.0,133.0,4,3,5,2,4,6,3,3,5
13621,10.0,80.0,87.0,89.0,54.0,110.0,9,2,1,2,3,3,4,2,3
13622,209.0,242.0,255.0,312.0,265.0,358.0,8,9,8,8,8,6,6,7,3
13624,94.0,163.0,146.0,153.0,202.0,229.0,10,8,10,10,9,10,1,6,5
13625,333.0,406.0,412.0,436.0,415.0,422.0,8,8,7,7,6,7,7,6,0
13626,43.0,38.0,35.0,64.0,53.0,70.0,5,2,4,3,4,3,3,6,3
13627,226.0,298.0,311.0,253.0,215.0,216.0,1,4,4,4,2,5,5,3,8
13628,194.0,237.0,220.0,251.0,227.0,164.0,9,8,9,9,9,10,8,6,3
13629,330.0,311.0,288.0,234.0,451.0,383.0,5,5,6,8,5,4,7,1,5
13630,204.0,274.0,213.0,259.0,247.0,241.0,8,8,9,8,8,9,2,1,2
13631,93.0,94.0,103.0,116.0,143.0,192.0,10,10,10,10,10,9,3,1,4
13632,226.0,257.0,146.0,228.0,168.0,341.0,3,2,5,5,3,3,1,7,5
13633,123.0,207.0,129.0,161.0,134.0,92.0,1,1,2,1,1,1,10,10,3
13634,41.0,97.0,105.0,86.0,125.0,231.0,8,8,7,10,9,5,9,7,7
13635,142.0,68.0,31.0,36.0,36.0,49.0,9,5,10,7,8,6,9,7,10
13636,369.0,388.0,354.0,293.0,320.0,334.0,6,8,7,9,5,8,4,4,5
13637,168.0,213.0,192.0,180.0,169.0,245.0,8,7,8,8,9,7,5,5,1
13638,197.0,230.0,222.0,253.0,347.0,281.0,6,7,9,8,5,9,9,4,6
13639,186.0,179.0,127.0,164.0,133.0,132.0,7,7,9,8,10,9,3,5,4
13640,147.0,112.0,191.0,293.0,362.0,348.0,10,10,8,6,6,6,3,5,3
13641,190.0,247.0,274.0,266.0,299.0,283.0,5,4,3,4,4,4,4,4,1
13642,222.0,206.0,163.0,202.0,232.0,295.0,9,6,9,10,9,8,8,4,9
13644,79.0,3.0,147.0,105.0,143.0,176.0,10,10,9,10,9,9,8,3,5
13645,539.0,452.0,466.0,476.0,493.0,468.0,5,6,6,7,6,7,3,8,0
13646,181.0,166.0,238.0,225.0,211.0,201.0,5,8,7,8,7,8,7,3,4
13647,120.0,96.0,82.0,208.0,215.0,180.0,1,1,3,2,2,2,2,8,3
13648,82.0,129.0,103.0,59.0,90.0,118.0,1,1,1,2,1,1,4,8,0
13649,143.0,149.0,74.0,100.0,135.0,97.0,1,1,1,2,1,2,7,9,2
13650,130.0,132.0,112.0,100.0,81.0,107.0,4,3,4,6,7,4,10,6,3
13651,191.0,177.0,204.0,171.0,171.0,146.0,2,4,3,3,3,3,7,8,4
13652,229.0,287.0,262.0,266.0,263.0,297.0,4,6,5,5,6,5,1,6,4
13653,86.0,95.0,118.0,109.0,149.0,178.0,10,7,9,9,8,8,2,5,7
13654,116.0,59.0,176.0,96.0,59.0,136.0,1,2,1,4,3,3,7,3,4
13655,135.0,116.0,128.0,109.0,144.0,215.0,5,3,5,4,2,5,8,10,8
13656,42.0,32.0,70.0,68.0,42.0,86.0,7,8,9,7,8,5,5,9,4
13657,115.0,204.0,197.0,244.0,255.0,318.0,9,6,9,6,8,7,9,5,9
13658,312.0,234.0,198.0,124.0,176.0,172.0,1,1,1,2,1,1,10,2,1
13659,294.0,283.0,267.0,269.0,294.0,287.0,3,4,4,5,5,4,7,1,1
13660,211.0,342.0,205.0,246.0,228.0,264.0,7,4,6,6,6,6,8,10,3
13661,238.0,422.0,407.0,288.0,382.0,346.0,6,5,6,6,2,1,5,3,8
13662,67.0,107.0,95.0,57.0,56.0,96.0,3,1,1,2,1,1,7,10,1
13663,214.0,251.0,346.0,278.0,250.0,344.0,8,8,6,9,8,7,9,4,2
13664,90.0,117.0,89.0,121.0,65.0,118.0,4,2,2,2,1,2,1,2,3
13665,222.0,249.0,199.0,209.0,307.0,241.0,5,5,6,5,4,5,6,6,2
13666,69.0,113.0,169.0,169.0,155.0,165.0,10,10,9,9,8,9,8,1,4
13667,169.0,249.0,177.0,198.0,176.0,190.0,7,5,8,7,7,7,8,5,2
13668,154.0,330.0,284.0,363.0,294.0,324.0,7,5,5,5,5,5,4,6,0
13669,101.0,62.0,100.0,134.0,84.0,109.0,2,6,6,2,2,5,9,10,6
13670,266.0,239.0,187.0,78.0,22.0,14.0,1,1,3,10,10,10,9,9,9
13671,165.0,229.0,217.0,170.0,186.0,163.0,9,8,8,9,9,9,4,9,3
13672,184.0,301.0,205.0,290.0,185.0,123.0,8,4,7,4,6,9,5,9,5
13673,101.0,87.0,154.0,138.0,131.0,143.0,8,6,9,9,9,8,8,5,8
13674,306.0,253.0,195.0,144.0,256.0,119.0,6,7,8,10,8,10,4,10,4
13675,433.0,375.0,394.0,332.0,390.0,440.0,9,10,10,10,10,10,10,1,0
13676,250.0,202.0,201.0,208.0,226.0,221.0,7,8,7,7,7,7,3,10,3
13677,112.0,110.0,45.0,160.0,157.0,147.0,3,2,9,1,3,3,1,3,9
13678,252.0,277.0,249.0,220.0,198.0,201.0,7,6,8,7,7,7,1,4,5
13679,190.0,186.0,156.0,127.0,107.0,128.0,4,3,4,8,6,7,2,6,6
13680,63.0,109.0,124.0,105.0,103.0,178.0,9,10,10,10,10,5,10,2,8
13681,112.0,140.0,144.0,151.0,161.0,197.0,6,7,5,6,5,5,1,4,4
13682,192.0,178.0,168.0,92.0,75.0,122.0,5,8,10,10,10,9,1,3,8
13683,166.0,209.0,188.0,172.0,185.0,242.0,9,9,8,8,8,6,5,5,4
13684,147.0,121.0,148.0,191.0,256.0,291.0,8,6,9,6,5,4,10,9,5
13685,260.0,278.0,311.0,333.0,351.0,310.0,6,7,6,6,5,6,8,7,3
13686,75.0,142.0,108.0,109.0,62.0,103.0,4,4,3,4,5,5,10,1,5
13687,227.0,175.0,245.0,305.0,279.0,252.0,7,8,6,5,5,5,5,6,2
13688,74.0,61.0,87.0,166.0,169.0,138.0,2,5,4,1,2,3,4,3,3
13689,221.0,350.0,341.0,277.0,254.0,328.0,6,4,5,6,7,5,2,5,4
13690,247.0,273.0,113.0,104.0,98.0,93.0,3,3,5,6,7,5,8,3,3
13691,223.0,212.0,214.0,225.0,211.0,157.0,7,7,7,7,6,9,3,3,2
13692,113.0,45.0,125.0,154.0,191.0,86.0,4,9,6,5,4,5,5,10,5
13693,127.0,111.0,194.0,164.0,214.0,230.0,10,10,10,9,10,10,2,7,7
13694,283.0,320.0,183.0,153.0,251.0,153.0,4,2,4,2,2,2,1,3,8
13695,45.0,79.0,126.0,133.0,39.0,32.0,10,10,9,9,10,10,6,3,3
13696,202.0,189.0,164.0,126.0,194.0,135.0,5,4,5,2,4,6,3,5,6
13697,140.0,175.0,146.0,108.0,115.0,145.0,8,6,5,7,8,7,5,5,3
13698,70.0,143.0,89.0,108.0,146.0,89.0,2,1,1,1,1,2,5,9,1
13699,75.0,135.0,139.0,228.0,131.0,69.0,5,4,5,3,5,7,3,2,1
13700,166.0,240.0,189.0,139.0,194.0,335.0,9,8,9,9,9,8,9,1,5
13701,244.0,305.0,277.0,264.0,231.0,380.0,9,9,7,10,10,8,8,6,2
13702,189.0,136.0,162.0,158.0,194.0,115.0,6,8,5,7,5,8,4,9,3
13704,148.0,196.0,165.0,152.0,149.0,78.0,7,5,7,5,7,10,10,2,4
13705,94.0,63.0,185.0,160.0,123.0,137.0,9,9,5,6,8,6,8,2,4
13706,47.0,84.0,103.0,173.0,163.0,175.0,9,9,10,10,6,9,8,8,12
13707,167.0,112.0,135.0,146.0,159.0,115.0,2,3,2,4,2,4,1,1,2
13708,280.0,316.0,358.0,267.0,277.0,313.0,6,6,5,7,6,6,6,5,2
13709,143.0,96.0,191.0,200.0,284.0,301.0,7,10,9,9,7,8,6,1,5
13710,71.0,89.0,112.0,132.0,175.0,173.0,1,1,2,3,1,1,7,7,5
13711,100.0,98.0,111.0,78.0,150.0,181.0,7,9,9,9,7,6,7,1,5
13712,145.0,155.0,306.0,294.0,355.0,334.0,10,10,9,8,7,8,9,8,2
13713,156.0,158.0,114.0,76.0,112.0,101.0,3,3,3,6,4,4,8,5,3
13714,145.0,206.0,341.0,356.0,417.0,439.0,8,8,6,7,5,5,4,1,3
13715,90.0,63.0,84.0,125.0,180.0,114.0,10,10,9,9,9,10,1,6,9
13716,111.0,174.0,97.0,88.0,60.0,37.0,3,2,2,4,4,5,6,2,3
13717,103.0,112.0,132.0,193.0,121.0,143.0,10,9,9,8,9,8,10,9,3
13718,350.0,394.0,339.0,309.0,301.0,350.0,8,6,8,8,8,8,4,7,2
13720,222.0,298.0,218.0,208.0,254.0,271.0,9,8,10,6,9,9,9,5,8
13721,317.0,250.0,276.0,278.0,312.0,257.0,4,4,4,4,3,4,8,10,6
13722,234.0,221.0,251.0,193.0,145.0,218.0,8,8,7,8,8,6,9,7,3
13723,196.0,152.0,88.0,131.0,116.0,87.0,2,1,1,2,3,4,3,3,4
13724,52.0,102.0,119.0,120.0,104.0,194.0,7,3,3,5,5,3,10,2,4
13725,137.0,127.0,92.0,116.0,84.0,89.0,7,8,9,9,10,7,7,1,6
13726,174.0,117.0,24.0,39.0,63.0,142.0,1,1,7,7,2,1,3,4,4
13727,203.0,225.0,300.0,264.0,301.0,333.0,6,6,7,7,7,7,2,1,3
13728,108.0,101.0,108.0,81.0,101.0,61.0,8,6,8,8,9,9,5,2,3
13729,189.0,205.0,243.0,232.0,267.0,256.0,7,8,7,7,4,5,5,1,5
13731,104.0,156.0,169.0,216.0,253.0,207.0,3,3,3,4,3,4,10,2,4
13732,123.0,215.0,182.0,229.0,252.0,173.0,9,8,5,6,6,9,4,5,6
13733,104.0,126.0,125.0,93.0,115.0,144.0,10,10,8,8,10,10,3,2,8
13734,464.0,425.0,465.0,590.0,456.0,455.0,5,1,6,4,5,4,1,8,20
13736,17.0,91.0,131.0,105.0,152.0,172.0,10,7,6,7,9,4,5,7,6
13737,76.0,53.0,85.0,101.0,104.0,109.0,9,6,2,3,4,6,3,1,5
13738,131.0,175.0,142.0,118.0,145.0,171.0,4,4,4,2,2,3,3,10,5
13739,137.0,188.0,227.0,251.0,278.0,269.0,4,4,4,3,3,4,3,10,2
13740,46.0,138.0,93.0,89.0,59.0,86.0,5,3,3,3,3,4,3,5,2
13741,136.0,169.0,187.0,235.0,232.0,270.0,9,10,9,8,9,8,5,7,2
13742,96.0,71.0,84.0,146.0,222.0,200.0,6,9,8,8,4,5,2,5,5
13743,84.0,117.0,85.0,141.0,172.0,105.0,2,2,2,2,1,2,1,1,4
13744,48.0,41.0,30.0,71.0,146.0,112.0,3,4,7,5,2,3,1,6,3
13745,206.0,260.0,250.0,184.0,185.0,191.0,6,7,7,7,8,9,4,5,5
13746,215.0,166.0,287.0,220.0,226.0,228.0,10,10,10,10,10,10,1,4,0
13747,33.0,51.0,81.0,93.0,106.0,126.0,3,4,2,3,2,1,3,4,2
13748,313.0,333.0,309.0,340.0,311.0,295.0,1,3,2,2,2,5,5,7,5
13749,150.0,176.0,175.0,164.0,76.0,102.0,5,3,4,4,10,4,8,9,8
13750,345.0,364.0,399.0,386.0,378.0,331.0,5,6,4,8,6,5,5,4,9
13751,301.0,295.0,240.0,177.0,189.0,180.0,3,3,4,6,4,4,7,4,3
13752,251.0,249.0,240.0,69.0,223.0,260.0,5,6,6,10,5,4,1,7,3
13753,127.0,98.0,167.0,215.0,274.0,304.0,7,7,3,3,1,1,1,4,6
13754,298.0,188.0,249.0,237.0,254.0,304.0,8,10,9,9,9,8,4,6,1
13755,9.0,72.0,108.0,104.0,122.0,97.0,10,8,7,5,5,6,9,3,2
13756,319.0,337.0,389.0,305.0,335.0,326.0,4,5,5,7,4,5,10,3,7
13757,83.0,79.0,69.0,85.0,89.0,97.0,6,8,8,7,9,9,5,6,3
13758,9.0,24.0,8.0,289.0,82.0,93.0,10,10,10,8,10,8,8,10,12
13759,176.0,124.0,183.0,186.0,214.0,221.0,6,10,7,8,9,7,6,8,7
13760,112.0,132.0,146.0,143.0,151.0,145.0,6,7,5,6,6,6,8,4,0
13761,38.0,84.0,154.0,185.0,252.0,408.0,10,10,10,10,8,5,5,3,3
13762,49.0,98.0,24.0,75.0,112.0,130.0,5,4,10,1,2,3,5,1,6
13763,50.0,92.0,133.0,74.0,42.0,45.0,7,2,2,2,3,3,9,8,4
13764,227.0,183.0,169.0,208.0,248.0,195.0,4,4,4,4,4,3,3,1,3
13765,130.0,106.0,81.0,80.0,72.0,141.0,3,4,4,5,7,1,9,3,5
13766,68.0,76.0,73.0,64.0,75.0,94.0,9,9,10,9,9,9,3,4,2
13767,174.0,167.0,120.0,200.0,201.0,182.0,7,7,9,8,7,9,6,4,1
13768,291.0,204.0,203.0,140.0,166.0,200.0,7,8,7,9,10,7,10,3,6
13770,153.0,119.0,129.0,151.0,191.0,168.0,4,7,7,5,4,5,10,7,0
13771,83.0,93.0,128.0,150.0,105.0,131.0,2,2,3,3,3,3,8,8,3
13772,150.0,130.0,129.0,143.0,169.0,205.0,7,8,9,7,7,9,10,2,6
13773,73.0,149.0,116.0,96.0,93.0,86.0,1,1,1,1,1,1,7,9,2
13774,25.0,63.0,49.0,59.0,49.0,95.0,2,1,1,1,1,1,1,9,0
13775,147.0,161.0,145.0,152.0,169.0,167.0,7,8,10,7,9,9,7,4,11
13776,48.0,50.0,88.0,111.0,140.0,111.0,3,6,5,4,1,4,6,7,5
13777,151.0,152.0,118.0,130.0,110.0,147.0,6,5,7,5,9,7,2,4,7
13778,297.0,311.0,222.0,219.0,274.0,223.0,6,6,8,5,7,9,8,2,6
13779,223.0,207.0,258.0,246.0,261.0,368.0,7,7,6,8,6,6,1,3,5
13780,13.0,18.0,36.0,17.0,21.0,15.0,10,10,8,10,10,10,4,1,3
13781,75.0,90.0,31.0,84.0,161.0,94.0,9,10,10,5,9,8,9,2,11
13782,213.0,225.0,297.0,269.0,317.0,318.0,8,6,6,7,6,7,3,9,4
13783,70.0,41.0,65.0,65.0,31.0,54.0,7,9,9,9,2,5,6,6,7
13784,121.0,128.0,117.0,118.0,117.0,125.0,2,2,2,3,3,3,3,10,2
13785,14.0,39.0,40.0,35.0,61.0,88.0,10,10,10,10,8,9,5,10,3
13786,129.0,126.0,112.0,96.0,85.0,112.0,2,9,8,9,10,9,5,6,6
13787,351.0,155.0,276.0,243.0,314.0,250.0,4,8,4,4,4,5,7,1,3
13788,174.0,222.0,136.0,159.0,169.0,145.0,6,9,7,8,8,7,8,4,9
13789,101.0,143.0,88.0,28.0,24.0,266.0,2,5,6,10,10,1,8,4,12
13790,120.0,140.0,199.0,201.0,183.0,167.0,10,10,9,8,9,10,6,4,6
13791,203.0,232.0,249.0,192.0,207.0,196.0,7,8,7,8,8,8,7,2,0
13793,141.0,257.0,345.0,351.0,303.0,370.0,6,4,3,4,5,4,10,3,3
13794,141.0,168.0,194.0,124.0,151.0,87.0,3,3,4,3,3,6,9,5,2
13795,311.0,266.0,224.0,264.0,262.0,263.0,5,5,6,6,6,6,10,5,1
13796,186.0,195.0,139.0,190.0,119.0,174.0,5,6,10,8,10,7,10,4,7
13797,47.0,83.0,61.0,53.0,77.0,78.0,5,3,4,6,3,2,3,4,3
13798,246.0,310.0,278.0,260.0,250.0,298.0,9,7,9,9,9,6,9,4,4
13799,62.0,119.0,124.0,115.0,134.0,119.0,10,10,10,10,10,10,7,9,2
13800,187.0,174.0,64.0,195.0,256.0,181.0,9,9,10,8,7,9,5,3,1
13801,320.0,321.0,336.0,308.0,278.0,225.0,6,8,6,7,7,8,8,7,6
13803,206.0,185.0,229.0,179.0,183.0,250.0,10,10,10,10,10,9,2,4,0
13804,206.0,127.0,84.0,75.0,81.0,337.0,6,7,10,9,10,4,6,9,5
13805,1.0,1.0,5.0,829.0,912.0,77.0,10,10,10,1,1,10,1,1,11
13806,154.0,96.0,114.0,170.0,172.0,160.0,9,10,10,10,10,10,8,2,4
13807,185.0,115.0,158.0,140.0,141.0,212.0,9,10,7,3,3,2,9,8,8
13808,222.0,242.0,307.0,257.0,352.0,308.0,8,8,8,8,7,7,1,6,2
13809,290.0,239.0,241.0,313.0,273.0,277.0,6,9,10,6,9,8,10,5,6
13810,100.0,122.0,64.0,84.0,74.0,82.0,8,7,10,7,8,10,9,7,7
13811,175.0,129.0,123.0,155.0,224.0,265.0,7,9,9,5,8,6,10,5,6
13812,269.0,289.0,283.0,363.0,302.0,258.0,6,7,7,6,6,8,10,2,3
13813,38.0,25.0,32.0,53.0,36.0,107.0,1,1,9,2,1,1,2,1,4
13814,237.0,159.0,195.0,149.0,169.0,188.0,5,8,7,10,9,8,2,1,5
13815,112.0,158.0,172.0,225.0,253.0,270.0,8,8,7,6,5,5,4,6,4
13816,46.0,124.0,174.0,184.0,294.0,271.0,10,10,10,10,9,9,6,5,2
13817,152.0,113.0,132.0,115.0,186.0,142.0,6,10,8,10,8,8,7,10,6
13818,54.0,139.0,144.0,178.0,207.0,146.0,10,10,8,5,5,8,6,1,8
13819,39.0,28.0,17.0,46.0,50.0,141.0,5,10,10,9,4,1,4,5,7
13820,218.0,210.0,170.0,188.0,121.0,157.0,6,7,8,7,9,8,8,1,1
13821,351.0,436.0,424.0,321.0,320.0,264.0,4,4,3,4,4,4,7,7,3
13822,85.0,112.0,114.0,100.0,37.0,86.0,2,1,1,2,3,1,6,7,2
13823,132.0,167.0,157.0,201.0,193.0,365.0,9,8,9,8,9,5,9,10,4
13825,18.0,81.0,82.0,116.0,110.0,118.0,4,1,4,4,6,4,2,1,5
13826,200.0,191.0,221.0,198.0,230.0,230.0,7,4,2,3,1,2,3,9,7
13827,228.0,307.0,187.0,220.0,89.0,133.0,1,2,1,2,4,1,2,2,8
13828,150.0,157.0,140.0,137.0,108.0,142.0,4,6,6,7,8,7,4,4,3
13829,265.0,206.0,226.0,195.0,177.0,158.0,5,6,4,5,7,9,1,10,4
13830,192.0,233.0,260.0,260.0,234.0,267.0,9,9,9,8,9,8,3,4,1
13831,221.0,208.0,146.0,212.0,247.0,273.0,8,6,9,8,6,7,10,2,7
13832,266.0,113.0,169.0,324.0,287.0,266.0,5,6,7,5,5,4,7,1,6
13833,237.0,192.0,150.0,312.0,404.0,372.0,4,8,6,4,4,6,1,3,7
13834,122.0,161.0,145.0,186.0,176.0,187.0,7,5,6,6,5,6,3,4,4
13835,63.0,88.0,149.0,181.0,96.0,63.0,1,1,1,1,1,1,2,7,0
13836,65.0,86.0,72.0,109.0,100.0,85.0,4,5,5,5,4,5,7,4,4
13837,55.0,66.0,71.0,74.0,44.0,68.0,10,9,9,10,10,9,6,9,4
13838,84.0,58.0,123.0,79.0,149.0,147.0,2,2,1,1,1,1,1,6,1
13839,387.0,377.0,393.0,12.0,295.0,226.0,5,6,6,10,8,9,6,7,2
13840,234.0,208.0,310.0,324.0,245.0,246.0,8,9,8,8,9,9,7,8,0
13841,211.0,250.0,286.0,268.0,272.0,272.0,8,6,6,7,4,6,9,3,7
13842,359.0,417.0,395.0,527.0,438.0,545.0,8,8,8,6,7,7,2,7,0
13843,49.0,70.0,91.0,69.0,139.0,101.0,4,3,2,3,2,2,2,4,0
13844,79.0,102.0,113.0,117.0,76.0,83.0,8,7,5,7,5,9,7,5,6
13845,118.0,88.0,137.0,162.0,139.0,130.0,10,10,6,6,6,4,9,2,6
13846,39.0,83.0,122.0,80.0,104.0,135.0,7,5,4,5,6,4,6,3,1
13847,99.0,84.0,69.0,81.0,101.0,113.0,6,6,5,6,4,4,8,9,4
13848,296.0,281.0,441.0,370.0,307.0,316.0,7,8,6,7,8,7,2,6,2
13849,81.0,75.0,155.0,97.0,66.0,77.0,1,4,4,3,2,4,8,2,7
13850,207.0,155.0,310.0,292.0,234.0,268.0,6,7,5,5,6,5,10,7,2
13851,314.0,330.0,413.0,333.0,261.0,307.0,7,7,6,7,7,7,2,1,2
13852,529.0,601.0,556.0,60.0,54.0,106.0,3,2,3,4,4,5,2,4,9
13853,140.0,75.0,135.0,214.0,176.0,174.0,9,10,6,7,7,8,6,7,7
13854,113.0,154.0,110.0,102.0,139.0,167.0,6,8,9,8,6,7,1,10,5
13855,133.0,121.0,106.0,109.0,86.0,96.0,1,1,1,1,1,1,7,2,0
13856,266.0,237.0,229.0,205.0,36.0,1.0,3,1,1,4,10,10,8,2,19
13857,81.0,117.0,65.0,82.0,105.0,131.0,2,3,3,4,3,3,9,9,3
13858,141.0,135.0,163.0,124.0,124.0,106.0,10,10,9,10,10,10,8,7,3
13859,66.0,76.0,125.0,120.0,101.0,142.0,5,6,2,4,3,2,1,9,4
13860,133.0,89.0,65.0,84.0,79.0,106.0,6,9,5,10,7,9,10,2,13
13861,346.0,380.0,394.0,326.0,324.0,324.0,4,4,3,5,4,5,2,4,2
13862,251.0,241.0,84.0,83.0,87.0,55.0,1,1,9,4,3,3,3,8,7
13863,114.0,166.0,193.0,142.0,137.0,139.0,10,10,10,10,10,10,4,5,3
13864,405.0,392.0,383.0,400.0,345.0,359.0,5,7,6,6,8,7,6,9,3
