,°í°´¹øÈ£,»ýÈ°_ÃÑ±¸¸Å¾×1,»ýÈ°_ÃÑ±¸¸Å¾×2,»ýÈ°_ÃÑ±¸¸Å¾×3,»ýÈ°_ÃÑ±¸¸Å¾×4,»ýÈ°_ÃÑ±¸¸Å¾×5,»ýÈ°_ÃÑ±¸¸Å¾×6,»ýÈ°_ÃÑ±¸¸Å¾×7,»ýÈ°_ÃÑ±¸¸Å¾×8,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö1,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö2,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö3,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö4,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö5,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö6,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö7,»ýÈ°_ÃÑ±¸¸ÅÈ½¼ö8
13369,13558,110781.0,159099.0,459538.0,241722.0,289087.0,463681.0,171254.0,96923.0,30.0,25.0,36.0,29.0,41.0,52.0,35.0,25.0
13370,13559,259425.0,450197.0,375087.0,237976.0,563417.0,312337.0,373885.0,177264.0,21.0,56.0,41.0,45.0,61.0,55.0,45.0,34.0
13371,13560,251800.0,307681.0,193028.0,263826.0,127411.0,69970.0,68666.0,24490.0,33.0,30.0,22.0,21.0,17.0,9.0,9.0,3.0
13372,13561,126630.0,47599.0,420776.0,979786.0,269920.0,200785.0,75166.0,175295.0,8.0,10.0,20.0,16.0,6.0,11.0,11.0,23.0
13373,13562,27436.0,218058.0,292043.0,142247.0,125247.0,45425.0,86462.0,53549.0,4.0,33.0,39.0,28.0,21.0,9.0,16.0,13.0
13374,13563,40740.0,10404.0,43385.0,7051.0,15069.0,23410.0,42627.0,58001.0,5.0,3.0,5.0,4.0,1.0,3.0,4.0,9.0
13375,13564,6888.0,0.0,7186.0,45521.0,26700.0,69112.0,13403.0,83606.0,1.0,0.0,3.0,5.0,2.0,4.0,2.0,9.0
13376,13565,205825.0,148885.0,220969.0,113404.0,149141.0,420535.0,430672.0,217578.0,42.0,38.0,45.0,30.0,38.0,46.0,49.0,37.0
13377,13566,75110.0,43003.0,63765.0,15824.0,45553.0,26559.0,3130.0,19226.0,22.0,25.0,22.0,20.0,16.0,14.0,7.0,16.0
13378,13567,194820.0,233592.0,276917.0,128425.0,187779.0,190210.0,54633.0,183097.0,25.0,36.0,42.0,31.0,31.0,23.0,11.0,28.0
13379,13568,72888.0,163515.0,104395.0,170458.0,237649.0,90879.0,252749.0,168303.0,8.0,17.0,6.0,11.0,17.0,16.0,18.0,14.0
13380,13569,183080.0,80767.0,134730.0,108127.0,99578.0,97755.0,125811.0,69955.0,31.0,18.0,21.0,23.0,20.0,19.0,25.0,17.0
13381,13570,119720.0,126371.0,142581.0,35428.0,100365.0,146806.0,68362.0,125506.0,9.0,6.0,4.0,5.0,21.0,21.0,9.0,10.0
13382,13571,49429.0,35288.0,26380.0,55977.0,125246.0,35966.0,25025.0,62623.0,9.0,13.0,12.0,13.0,16.0,11.0,7.0,12.0
13383,13572,57469.0,61137.0,39216.0,137194.0,26963.0,27773.0,88409.0,275219.0,7.0,8.0,5.0,8.0,4.0,3.0,3.0,6.0
13384,13573,1038100.0,339217.0,319950.0,121692.0,285041.0,296373.0,420751.0,1285144.0,41.0,34.0,35.0,20.0,31.0,39.0,42.0,39.0
13385,13574,72766.0,58202.0,56353.0,51492.0,71543.0,36634.0,77359.0,36146.0,24.0,19.0,11.0,19.0,20.0,19.0,28.0,26.0
13386,13575,222591.0,110530.0,364510.0,107626.0,225408.0,300160.0,151704.0,83584.0,22.0,9.0,32.0,18.0,27.0,28.0,20.0,13.0
13387,13576,119221.0,134702.0,288737.0,101003.0,95946.0,582849.0,277560.0,511234.0,25.0,27.0,40.0,17.0,23.0,17.0,41.0,29.0
13388,13577,89991.0,84055.0,227058.0,272454.0,207206.0,69112.0,265026.0,279327.0,7.0,4.0,11.0,15.0,14.0,6.0,18.0,20.0
13389,13578,30545.0,66522.0,17672.0,2483.0,2832.0,61283.0,44711.0,10740.0,8.0,10.0,9.0,2.0,2.0,11.0,5.0,5.0
13390,13579,118126.0,44026.0,582970.0,196168.0,42699.0,242509.0,53101.0,249755.0,6.0,4.0,4.0,5.0,8.0,2.0,4.0,6.0
13391,13580,32475.0,80531.0,127985.0,129680.0,84045.0,32493.0,19483.0,78104.0,6.0,19.0,10.0,22.0,14.0,5.0,7.0,13.0
13392,13581,377560.0,58827.0,111365.0,108742.0,50000.0,53482.0,156305.0,13164.0,24.0,9.0,13.0,22.0,18.0,25.0,33.0,11.0
13393,13582,15302.0,36105.0,0.0,15520.0,102.0,150258.0,371656.0,991.0,3.0,2.0,0.0,1.0,2.0,10.0,1.0,1.0
13394,13583,70695.0,38576.0,124629.0,90635.0,132245.0,387297.0,154519.0,111212.0,5.0,9.0,7.0,3.0,4.0,8.0,4.0,3.0
13395,13584,33840.0,100658.0,143755.0,73589.0,91518.0,109259.0,102691.0,79765.0,10.0,17.0,18.0,12.0,13.0,15.0,13.0,19.0
13396,13585,0.0,37804.0,130198.0,181110.0,148309.0,94630.0,551177.0,167583.0,0.0,4.0,17.0,21.0,17.0,18.0,21.0,15.0
13397,13586,189529.0,268666.0,130853.0,617877.0,33102.0,58464.0,336484.0,20904.0,21.0,22.0,22.0,26.0,5.0,5.0,10.0,2.0
13398,13587,158450.0,276679.0,206700.0,113365.0,231510.0,224269.0,197089.0,223379.0,21.0,36.0,27.0,20.0,23.0,36.0,29.0,33.0
13399,13588,401385.0,98226.0,325905.0,285038.0,180021.0,11688.0,28729.0,13715.0,31.0,14.0,23.0,17.0,9.0,5.0,11.0,8.0
13400,13589,71681.0,62971.0,248151.0,42488.0,58212.0,31398.0,51458.0,38622.0,23.0,15.0,18.0,6.0,10.0,7.0,10.0,18.0
13401,13590,296238.0,159447.0,294846.0,596485.0,70138.0,346578.0,511533.0,381226.0,10.0,11.0,4.0,11.0,1.0,11.0,11.0,10.0
13402,13591,109911.0,117523.0,156412.0,168978.0,201957.0,309114.0,238794.0,249000.0,19.0,16.0,19.0,18.0,21.0,23.0,21.0,32.0
13403,13592,296230.0,339661.0,197944.0,54008.0,71067.0,46861.0,235393.0,130547.0,24.0,11.0,10.0,9.0,9.0,7.0,17.0,8.0
13404,13593,230304.0,118913.0,115174.0,50993.0,86524.0,138049.0,236114.0,63809.0,49.0,23.0,26.0,11.0,16.0,26.0,36.0,20.0
13405,13594,199705.0,91811.0,1201790.0,84284.0,28924.0,108196.0,201490.0,80558.0,28.0,19.0,22.0,24.0,6.0,25.0,49.0,24.0
13406,13595,170178.0,242688.0,190609.0,192912.0,495017.0,604753.0,245258.0,141807.0,17.0,19.0,20.0,13.0,27.0,32.0,15.0,9.0
13407,13596,54456.0,119562.0,106190.0,103865.0,141438.0,324844.0,173913.0,888494.0,9.0,14.0,9.0,14.0,13.0,34.0,13.0,15.0
13408,13597,1054383.0,17409.0,140254.0,132040.0,243536.0,429795.0,72394.0,513135.0,17.0,2.0,8.0,6.0,14.0,10.0,4.0,15.0
13409,13598,210323.0,144626.0,20719.0,502925.0,165450.0,290904.0,161308.0,788528.0,12.0,10.0,5.0,25.0,11.0,8.0,11.0,20.0
13410,13599,151228.0,192142.0,260318.0,186829.0,128823.0,205501.0,292724.0,124692.0,60.0,63.0,66.0,62.0,38.0,54.0,68.0,32.0
13411,13600,64002.0,56861.0,123003.0,12239.0,145221.0,144230.0,32762.0,93604.0,6.0,8.0,5.0,4.0,8.0,7.0,3.0,7.0
13412,13601,95532.0,160468.0,47960.0,175061.0,259543.0,118579.0,159891.0,95708.0,14.0,21.0,9.0,18.0,12.0,17.0,20.0,12.0
13413,13602,0.0,450148.0,153643.0,501470.0,522517.0,48041.0,98658.0,47799.0,0.0,3.0,7.0,6.0,5.0,7.0,5.0,7.0
13414,13603,190581.0,288210.0,342177.0,202020.0,228282.0,191341.0,293932.0,142991.0,28.0,38.0,47.0,40.0,30.0,27.0,55.0,48.0
13415,13604,45975.0,36980.0,0.0,2927.0,18053.0,0.0,39418.0,52631.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0
13416,13605,134175.0,138784.0,129613.0,278638.0,158320.0,153847.0,211370.0,121962.0,19.0,20.0,22.0,39.0,25.0,31.0,28.0,21.0
13417,13606,133606.0,814603.0,463866.0,57181.0,537901.0,282851.0,304307.0,186094.0,5.0,20.0,21.0,11.0,12.0,9.0,11.0,7.0
13418,13607,31283.0,138957.0,170918.0,64139.0,105183.0,113615.0,77213.0,97746.0,5.0,21.0,15.0,10.0,14.0,14.0,15.0,14.0
13419,13608,37532.0,40400.0,84001.0,56706.0,73495.0,108373.0,76246.0,89365.0,8.0,10.0,13.0,10.0,11.0,12.0,11.0,17.0
13420,13609,6190.0,54223.0,69144.0,127539.0,133734.0,167960.0,266645.0,179608.0,2.0,10.0,8.0,24.0,17.0,24.0,29.0,20.0
13421,13610,119776.0,130698.0,106642.0,135607.0,77622.0,162159.0,154182.0,142056.0,22.0,28.0,19.0,21.0,8.0,19.0,19.0,19.0
13422,13611,147411.0,83827.0,137837.0,2661.0,60640.0,63000.0,28607.0,8180.0,7.0,8.0,6.0,1.0,2.0,5.0,2.0,1.0
13423,13612,4428.0,66853.0,36098.0,35431.0,22453.0,33907.0,41389.0,5081.0,2.0,6.0,6.0,9.0,3.0,5.0,5.0,3.0
13424,13613,45168.0,1002861.0,139373.0,174059.0,370370.0,35967.0,150420.0,170980.0,1.0,7.0,3.0,6.0,4.0,3.0,6.0,13.0
13425,13614,121735.0,103610.0,307531.0,258862.0,156689.0,393858.0,482601.0,157419.0,20.0,28.0,39.0,39.0,27.0,33.0,48.0,42.0
13426,13615,159877.0,121822.0,266135.0,173803.0,198897.0,230634.0,350201.0,341656.0,21.0,15.0,27.0,21.0,27.0,28.0,28.0,35.0
13427,13616,164660.0,374864.0,199007.0,159715.0,160022.0,150288.0,130355.0,118817.0,73.0,78.0,52.0,51.0,41.0,39.0,49.0,37.0
13428,13618,227498.0,233764.0,274387.0,187005.0,402592.0,360900.0,304719.0,150545.0,45.0,48.0,29.0,34.0,53.0,53.0,47.0,38.0
13429,13619,139942.0,218995.0,135609.0,108834.0,153564.0,129035.0,135135.0,60200.0,15.0,21.0,18.0,21.0,15.0,15.0,15.0,12.0
13430,13620,165705.0,292305.0,373243.0,312620.0,443177.0,259955.0,150059.0,0.0,8.0,17.0,12.0,16.0,17.0,12.0,12.0,0.0
13431,13621,179373.0,481565.0,408505.0,58975.0,47008.0,17919.0,324578.0,228173.0,3.0,9.0,4.0,4.0,2.0,2.0,10.0,6.0
13432,13622,74756.0,60111.0,105549.0,71249.0,83779.0,126195.0,78807.0,57073.0,28.0,32.0,31.0,25.0,20.0,29.0,28.0,27.0
13433,13624,50453.0,47856.0,35070.0,64414.0,36338.0,49736.0,66898.0,42086.0,11.0,15.0,12.0,14.0,14.0,16.0,27.0,21.0
13434,13625,118625.0,103147.0,71303.0,88117.0,135504.0,63870.0,84207.0,66535.0,17.0,29.0,14.0,18.0,17.0,10.0,16.0,12.0
13435,13626,215017.0,0.0,0.0,434150.0,345076.0,83171.0,113918.0,650250.0,2.0,0.0,0.0,8.0,5.0,3.0,4.0,7.0
13436,13627,21449.0,96122.0,122784.0,85480.0,176290.0,113583.0,154722.0,105339.0,12.0,28.0,33.0,19.0,19.0,10.0,25.0,12.0
13437,13628,58876.0,136679.0,93345.0,51456.0,59102.0,41952.0,43517.0,48383.0,17.0,23.0,19.0,15.0,12.0,8.0,10.0,17.0
13438,13629,503040.0,404352.0,534788.0,249606.0,482211.0,428658.0,415121.0,277002.0,70.0,65.0,71.0,52.0,76.0,67.0,65.0,53.0
13439,13630,23596.0,72890.0,90101.0,52643.0,51760.0,126944.0,39833.0,39467.0,9.0,15.0,15.0,12.0,12.0,18.0,13.0,16.0
13440,13631,33920.0,54235.0,137137.0,41327.0,19751.0,70560.0,82212.0,57834.0,7.0,9.0,7.0,8.0,7.0,16.0,17.0,14.0
13441,13632,172563.0,265998.0,668453.0,138641.0,148811.0,131266.0,101214.0,23300.0,14.0,13.0,7.0,16.0,5.0,14.0,12.0,2.0
13442,13633,1191306.0,1743413.0,351278.0,182911.0,1641180.0,5085308.0,136915.0,46781.0,25.0,35.0,16.0,18.0,21.0,29.0,13.0,4.0
13443,13634,8345.0,79390.0,160036.0,59207.0,74114.0,113773.0,172312.0,78837.0,1.0,4.0,9.0,9.0,15.0,16.0,26.0,17.0
13444,13635,148722.0,105317.0,110161.0,58929.0,79411.0,81283.0,50849.0,113574.0,39.0,17.0,16.0,13.0,14.0,14.0,8.0,14.0
13445,13636,398674.0,292633.0,329612.0,150375.0,210116.0,251201.0,262652.0,223134.0,77.0,59.0,46.0,37.0,43.0,49.0,47.0,53.0
13446,13637,149791.0,133735.0,62422.0,63081.0,46218.0,68865.0,52830.0,68113.0,14.0,18.0,13.0,14.0,9.0,16.0,15.0,17.0
13447,13638,52832.0,222736.0,179224.0,131987.0,150217.0,78313.0,225999.0,106371.0,9.0,21.0,19.0,18.0,16.0,13.0,21.0,19.0
13448,13639,116944.0,29616.0,98801.0,137327.0,38077.0,57252.0,165657.0,31067.0,12.0,9.0,11.0,11.0,13.0,9.0,14.0,3.0
13449,13640,78428.0,184086.0,256330.0,352759.0,390898.0,324661.0,380339.0,151085.0,15.0,28.0,35.0,45.0,47.0,40.0,34.0,24.0
13450,13641,593423.0,260940.0,543393.0,258265.0,382480.0,406815.0,361622.0,294040.0,36.0,26.0,41.0,21.0,43.0,28.0,30.0,28.0
13451,13642,125886.0,105286.0,22696.0,58795.0,53198.0,85562.0,84366.0,43021.0,28.0,17.0,9.0,15.0,7.0,15.0,19.0,13.0
13452,13644,9496.0,0.0,131283.0,12594.0,80553.0,88874.0,103849.0,48493.0,3.0,0.0,22.0,5.0,11.0,13.0,16.0,14.0
13453,13645,280826.0,198699.0,175182.0,131792.0,114951.0,107803.0,139379.0,49572.0,81.0,66.0,59.0,81.0,63.0,48.0,56.0,33.0
13454,13646,47137.0,23538.0,93852.0,53646.0,61126.0,78637.0,1428509.0,46294.0,5.0,4.0,13.0,8.0,9.0,13.0,12.0,11.0
13455,13647,420762.0,413404.0,535711.0,651045.0,257724.0,139886.0,524089.0,313275.0,12.0,17.0,16.0,23.0,18.0,12.0,19.0,17.0
13456,13648,229020.0,441063.0,238456.0,404398.0,83437.0,79353.0,1008921.0,164628.0,5.0,9.0,10.0,11.0,1.0,4.0,7.0,6.0
13457,13649,216768.0,1032208.0,627462.0,113648.0,249391.0,154857.0,99536.0,108724.0,6.0,9.0,7.0,3.0,6.0,5.0,3.0,6.0
13458,13650,36782.0,396944.0,16607.0,208717.0,0.0,847.0,19654.0,0.0,7.0,9.0,5.0,5.0,0.0,2.0,9.0,0.0
13459,13651,707339.0,450421.0,420615.0,283186.0,459742.0,213447.0,241340.0,109297.0,41.0,30.0,36.0,25.0,28.0,23.0,16.0,10.0
13460,13652,176201.0,80822.0,122467.0,97469.0,171524.0,214959.0,241901.0,100796.0,27.0,32.0,28.0,29.0,25.0,33.0,23.0,31.0
13461,13653,68941.0,70550.0,56321.0,38897.0,31796.0,101378.0,62822.0,80855.0,11.0,6.0,8.0,9.0,6.0,11.0,10.0,19.0
13462,13654,292413.0,182707.0,1061147.0,155878.0,147456.0,907994.0,1692442.0,297379.0,11.0,11.0,22.0,14.0,6.0,16.0,22.0,16.0
13463,13655,141989.0,55049.0,21918.0,0.0,101389.0,193176.0,55443.0,130246.0,10.0,5.0,3.0,0.0,16.0,25.0,13.0,19.0
13464,13656,898837.0,508863.0,431790.0,651292.0,1007817.0,1018508.0,357577.0,634251.0,7.0,7.0,10.0,15.0,14.0,29.0,10.0,17.0
13465,13657,73833.0,121015.0,78461.0,16479.0,41719.0,123576.0,66988.0,49342.0,12.0,17.0,14.0,11.0,6.0,18.0,13.0,14.0
13466,13658,805035.0,626373.0,1465553.0,698250.0,753635.0,345249.0,2210225.0,2316351.0,35.0,36.0,43.0,29.0,25.0,27.0,37.0,48.0
13467,13659,138034.0,96043.0,144897.0,41436.0,83123.0,135448.0,148134.0,47228.0,18.0,15.0,19.0,15.0,14.0,15.0,19.0,13.0
13468,13660,51367.0,128094.0,41191.0,65928.0,98526.0,55785.0,105188.0,90201.0,7.0,19.0,10.0,14.0,16.0,14.0,14.0,17.0
13469,13661,122148.0,196988.0,259038.0,122510.0,258351.0,145197.0,138119.0,43962.0,23.0,38.0,41.0,20.0,27.0,33.0,23.0,14.0
13470,13662,100049.0,52.0,507667.0,20788.0,20227.0,161536.0,140080.0,111725.0,8.0,1.0,12.0,4.0,1.0,7.0,5.0,8.0
13471,13663,134320.0,165906.0,161145.0,129175.0,34881.0,86686.0,65074.0,90790.0,24.0,28.0,22.0,24.0,7.0,18.0,13.0,19.0
13472,13664,136066.0,40575.0,97106.0,1228666.0,75902.0,185192.0,22299.0,145146.0,5.0,2.0,8.0,11.0,3.0,7.0,4.0,8.0
13473,13665,311296.0,237858.0,452094.0,365022.0,253864.0,142490.0,430108.0,173730.0,29.0,24.0,28.0,18.0,38.0,18.0,39.0,31.0
13474,13666,42855.0,41781.0,6779.0,16761.0,125812.0,24128.0,117791.0,28712.0,5.0,5.0,1.0,1.0,5.0,2.0,9.0,2.0
13475,13667,70054.0,362477.0,178420.0,155826.0,139840.0,157666.0,44880.0,175375.0,13.0,34.0,14.0,22.0,11.0,17.0,13.0,25.0
13476,13668,65675.0,555687.0,183471.0,183238.0,254547.0,101725.0,272100.0,146628.0,14.0,53.0,18.0,32.0,26.0,23.0,31.0,23.0
13477,13669,35898.0,97075.0,199355.0,151560.0,78279.0,195263.0,34462.0,2272.0,4.0,7.0,9.0,12.0,6.0,13.0,2.0,1.0
13478,13670,86101.0,111475.0,53486.0,30686.0,22228.0,38841.0,507.0,0.0,28.0,13.0,11.0,6.0,6.0,5.0,1.0,0.0
13479,13671,164258.0,94552.0,173879.0,116406.0,122070.0,133624.0,204862.0,144774.0,28.0,23.0,32.0,31.0,32.0,27.0,38.0,32.0
13480,13672,138199.0,404362.0,327841.0,296933.0,385423.0,273735.0,116192.0,41081.0,29.0,62.0,36.0,46.0,38.0,35.0,20.0,8.0
13481,13673,66367.0,288136.0,167573.0,70071.0,43042.0,129132.0,63588.0,4916.0,13.0,20.0,32.0,17.0,11.0,23.0,7.0,2.0
13482,13674,114502.0,78595.0,62615.0,45000.0,182622.0,15496.0,91732.0,26853.0,23.0,13.0,9.0,11.0,20.0,4.0,16.0,4.0
13483,13675,90478.0,81656.0,80809.0,48341.0,50898.0,46418.0,51281.0,39168.0,43.0,36.0,38.0,35.0,30.0,36.0,33.0,35.0
13484,13676,45990.0,83900.0,153066.0,41061.0,168474.0,115932.0,0.0,24581.0,26.0,9.0,15.0,6.0,19.0,7.0,0.0,7.0
13485,13677,33899.0,261221.0,24178.0,107956.0,352436.0,320201.0,357375.0,8180.0,5.0,7.0,3.0,10.0,8.0,7.0,10.0,1.0
13486,13678,67505.0,92419.0,108994.0,109923.0,150743.0,117871.0,129539.0,68231.0,14.0,19.0,14.0,23.0,16.0,20.0,13.0,17.0
13487,13679,101623.0,220427.0,116946.0,148592.0,78715.0,102839.0,36489.0,13758.0,14.0,20.0,14.0,9.0,12.0,11.0,6.0,6.0
13488,13680,20567.0,24629.0,55270.0,41176.0,28853.0,60620.0,139428.0,24241.0,2.0,5.0,12.0,9.0,10.0,17.0,27.0,7.0
13489,13681,43760.0,122992.0,79291.0,16895.0,51295.0,93282.0,101022.0,45898.0,9.0,11.0,10.0,5.0,10.0,14.0,12.0,13.0
13490,13682,7529.0,76637.0,10451.0,13392.0,77723.0,200505.0,16328.0,14333.0,6.0,9.0,5.0,6.0,8.0,11.0,7.0,9.0
13491,13683,82130.0,111183.0,78500.0,95770.0,113143.0,78914.0,47172.0,53652.0,14.0,29.0,21.0,20.0,22.0,18.0,20.0,22.0
13492,13684,301318.0,192523.0,110585.0,121514.0,254143.0,314743.0,159303.0,126036.0,26.0,18.0,11.0,14.0,21.0,27.0,15.0,16.0
13493,13685,132215.0,121097.0,146854.0,141848.0,221256.0,131179.0,113964.0,73420.0,17.0,17.0,21.0,22.0,23.0,22.0,11.0,16.0
13494,13686,17910.0,27812.0,32371.0,22261.0,2023.0,69809.0,63508.0,28992.0,2.0,7.0,10.0,5.0,1.0,8.0,7.0,6.0
13495,13687,298283.0,74945.0,236105.0,210412.0,263070.0,574213.0,326078.0,177303.0,38.0,19.0,29.0,19.0,26.0,31.0,33.0,31.0
13496,13688,80594.0,0.0,90757.0,3217701.0,83134.0,1150126.0,388243.0,1353931.0,3.0,0.0,7.0,45.0,9.0,17.0,15.0,16.0
13497,13689,172639.0,367505.0,210755.0,203004.0,121911.0,227171.0,271193.0,206234.0,28.0,42.0,37.0,44.0,28.0,38.0,50.0,51.0
13498,13690,386959.0,193132.0,217432.0,39908.0,165204.0,30937.0,221528.0,462604.0,22.0,20.0,12.0,6.0,9.0,4.0,13.0,31.0
13499,13691,79727.0,101349.0,167267.0,46762.0,93542.0,70302.0,93184.0,20599.0,16.0,16.0,25.0,12.0,16.0,14.0,12.0,7.0
13500,13692,99704.0,55315.0,11185.0,139119.0,110186.0,30508.0,200807.0,12063.0,10.0,3.0,1.0,11.0,15.0,2.0,6.0,3.0
13501,13693,221156.0,168396.0,309550.0,227556.0,233043.0,204718.0,232188.0,161021.0,18.0,19.0,36.0,34.0,39.0,33.0,28.0,26.0
13502,13694,168381.0,1006942.0,115772.0,268136.0,403318.0,127672.0,475435.0,177146.0,20.0,28.0,15.0,19.0,33.0,14.0,8.0,12.0
13503,13695,70162.0,113257.0,390590.0,245231.0,20935.0,55869.0,97417.0,14913.0,15.0,17.0,50.0,43.0,8.0,6.0,20.0,7.0
13504,13696,163990.0,55161.0,31059.0,19945.0,45096.0,45456.0,132074.0,9915.0,21.0,11.0,7.0,3.0,5.0,9.0,16.0,1.0
13505,13697,137790.0,58045.0,60705.0,98226.0,139637.0,129130.0,246023.0,103964.0,13.0,13.0,13.0,16.0,18.0,18.0,26.0,23.0
13506,13698,23351.0,152318.0,193253.0,448560.0,1238176.0,38390.0,15035.0,93638.0,7.0,19.0,10.0,12.0,32.0,2.0,3.0,10.0
13507,13699,59820.0,89411.0,325159.0,206679.0,327426.0,255539.0,44204.0,316754.0,5.0,11.0,10.0,22.0,10.0,11.0,7.0,12.0
13508,13700,107032.0,116170.0,113862.0,74227.0,95952.0,100815.0,115132.0,48319.0,18.0,21.0,25.0,19.0,26.0,35.0,26.0,19.0
13509,13701,59230.0,67570.0,73167.0,33355.0,98476.0,112830.0,154335.0,153875.0,12.0,17.0,15.0,10.0,22.0,28.0,39.0,42.0
13510,13702,200695.0,229483.0,268886.0,111714.0,272107.0,52973.0,43315.0,44186.0,30.0,32.0,30.0,26.0,29.0,14.0,16.0,20.0
13511,13704,137160.0,334756.0,207760.0,168461.0,124922.0,60114.0,206256.0,169580.0,24.0,37.0,28.0,28.0,26.0,12.0,23.0,29.0
13512,13705,73409.0,32944.0,134876.0,121462.0,38756.0,118503.0,34204.0,25142.0,11.0,5.0,11.0,6.0,5.0,10.0,3.0,4.0
13513,13706,1968.0,29924.0,38695.0,122250.0,69269.0,29168.0,57346.0,12080.0,1.0,4.0,4.0,25.0,14.0,4.0,12.0,5.0
13514,13707,579224.0,376187.0,1375551.0,1037784.0,594202.0,194521.0,198350.0,997988.0,32.0,8.0,24.0,38.0,22.0,15.0,16.0,21.0
13515,13708,141113.0,108683.0,174872.0,108161.0,51378.0,201922.0,160509.0,101833.0,17.0,20.0,23.0,18.0,13.0,18.0,10.0,18.0
13516,13709,66138.0,48157.0,184805.0,71586.0,161662.0,93305.0,144278.0,65223.0,10.0,6.0,22.0,16.0,28.0,22.0,36.0,22.0
13517,13710,126805.0,591497.0,336051.0,231119.0,172921.0,440998.0,72233.0,54290.0,1.0,7.0,14.0,17.0,24.0,16.0,19.0,17.0
13518,13711,29709.0,108313.0,171108.0,83409.0,107760.0,384455.0,213475.0,112294.0,6.0,10.0,16.0,7.0,8.0,20.0,19.0,13.0
13519,13712,34116.0,1440.0,110517.0,55940.0,285282.0,86922.0,326627.0,32170.0,10.0,5.0,35.0,15.0,14.0,17.0,30.0,20.0
13520,13713,184410.0,142358.0,71065.0,30419.0,203688.0,245340.0,203228.0,178774.0,16.0,6.0,3.0,2.0,7.0,10.0,11.0,7.0
13521,13714,87600.0,56125.0,177590.0,89394.0,114856.0,112058.0,104956.0,88584.0,21.0,28.0,59.0,42.0,47.0,44.0,31.0,34.0
13522,13715,86154.0,64071.0,58422.0,95299.0,97727.0,63538.0,119143.0,107972.0,9.0,11.0,9.0,10.0,17.0,8.0,15.0,15.0
13523,13716,321618.0,351178.0,539053.0,256135.0,229375.0,209642.0,1407214.0,245079.0,12.0,26.0,19.0,15.0,16.0,8.0,21.0,16.0
13524,13717,38348.0,35023.0,88080.0,126888.0,30846.0,196666.0,45275.0,111996.0,5.0,4.0,11.0,20.0,3.0,13.0,3.0,18.0
13525,13718,134175.0,188043.0,146412.0,223371.0,168577.0,77110.0,127847.0,155075.0,17.0,26.0,26.0,19.0,28.0,22.0,19.0,28.0
13526,13720,112987.0,195526.0,96665.0,120493.0,156104.0,181628.0,189873.0,172124.0,20.0,34.0,25.0,29.0,32.0,44.0,32.0,32.0
13527,13721,207279.0,113867.0,180167.0,133369.0,186647.0,303205.0,284148.0,46078.0,31.0,16.0,17.0,26.0,28.0,29.0,33.0,14.0
13528,13722,60963.0,75004.0,90327.0,136886.0,99311.0,146914.0,226363.0,86244.0,28.0,26.0,28.0,34.0,26.0,41.0,48.0,39.0
13529,13723,616321.0,982076.0,632864.0,628675.0,636499.0,75193.0,814770.0,0.0,29.0,19.0,13.0,27.0,14.0,8.0,8.0,0.0
13530,13724,32375.0,172301.0,122719.0,96594.0,42275.0,238436.0,468536.0,30644.0,3.0,10.0,12.0,8.0,4.0,22.0,16.0,8.0
13531,13725,14760.0,75454.0,68366.0,76437.0,17698.0,30025.0,47301.0,76055.0,5.0,9.0,11.0,11.0,2.0,4.0,3.0,13.0
13532,13726,1047606.0,1150441.0,235509.0,17737.0,143936.0,121303.0,88803.0,49326.0,23.0,19.0,4.0,1.0,5.0,5.0,3.0,4.0
13533,13727,112527.0,149646.0,190682.0,235218.0,134081.0,181434.0,170290.0,134521.0,23.0,27.0,36.0,40.0,32.0,42.0,42.0,35.0
13534,13728,48131.0,8735.0,63045.0,0.0,8041.0,1983.0,22412.0,17516.0,7.0,3.0,7.0,0.0,3.0,2.0,2.0,1.0
13535,13729,192441.0,231725.0,91355.0,171905.0,195080.0,100786.0,284581.0,276156.0,23.0,19.0,21.0,37.0,19.0,14.0,34.0,50.0
13536,13731,134845.0,315258.0,459336.0,311615.0,193696.0,359750.0,220831.0,244111.0,15.0,17.0,20.0,34.0,25.0,25.0,12.0,27.0
13537,13732,58099.0,102494.0,122178.0,103582.0,119744.0,24439.0,78273.0,36024.0,7.0,10.0,13.0,12.0,12.0,2.0,7.0,3.0
13538,13733,60322.0,31695.0,136424.0,60748.0,78917.0,84339.0,92564.0,54135.0,7.0,8.0,12.0,10.0,15.0,9.0,9.0,8.0
13539,13734,73192.0,149062.0,98443.0,415159.0,92760.0,125826.0,501320.0,40843.0,35.0,38.0,29.0,65.0,28.0,36.0,29.0,21.0
13540,13736,2952.0,170633.0,172335.0,49939.0,154909.0,314916.0,244592.0,157464.0,1.0,17.0,21.0,13.0,31.0,41.0,37.0,24.0
13541,13737,103915.0,280389.0,202936.0,131002.0,89324.0,122750.0,446437.0,590355.0,11.0,8.0,13.0,18.0,7.0,14.0,16.0,24.0
