,°í°´¹øÈ£,ÀÇ·ù_ÃÑ±¸¸Å¾×1,ÀÇ·ù_ÃÑ±¸¸Å¾×2,ÀÇ·ù_ÃÑ±¸¸Å¾×3,ÀÇ·ù_ÃÑ±¸¸Å¾×4,ÀÇ·ù_ÃÑ±¸¸Å¾×5,ÀÇ·ù_ÃÑ±¸¸Å¾×6,ÀÇ·ù_ÃÑ±¸¸Å¾×7,ÀÇ·ù_ÃÑ±¸¸Å¾×8,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö1,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö2,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö3,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö4,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö5,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö6,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö7,ÀÇ·ù_ÃÑ±¸¸ÅÈ½¼ö8
17722,18079,1382391.0,1264936.0,577332.0,1525359.0,1451701.0,2581555.0,992094.0,3000402.0,15.0,18.0,11.0,10.0,15.0,23.0,12.0,22.0
17723,18080,594273.0,63659.0,168681.0,120255.0,393518.0,155382.0,135374.0,629593.0,9.0,4.0,11.0,7.0,21.0,6.0,9.0,11.0
17724,18081,98111.0,0.0,0.0,130276.0,0.0,70131.0,0.0,314797.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0
17725,18082,1771498.0,864037.0,168002.0,290349.0,545831.0,122247.0,208644.0,776662.0,16.0,12.0,6.0,5.0,9.0,3.0,6.0,13.0
17726,18083,19681.0,1884172.0,2224084.0,3516225.0,0.0,1311881.0,1130925.0,450862.0,1.0,11.0,10.0,11.0,0.0,6.0,5.0,6.0
17727,18084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17728,18085,0.0,0.0,0.0,213284.0,20227.0,0.0,0.0,1652.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0
17729,18086,286655.0,46251.0,470000.0,661933.0,144625.0,290603.0,329871.0,33793.0,4.0,2.0,14.0,17.0,8.0,10.0,7.0,2.0
17730,18087,155481.0,2060.0,0.0,266762.0,71301.0,43644.0,75232.0,64611.0,3.0,1.0,0.0,7.0,5.0,3.0,3.0,4.0
17731,18088,207144.0,172849.0,703193.0,131163.0,1001.0,0.0,1785376.0,275632.0,5.0,4.0,10.0,2.0,1.0,0.0,7.0,7.0
17732,18090,103326.0,0.0,85866.0,878.0,0.0,84715.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
17733,18091,921076.0,725490.0,1018522.0,190048.0,172942.0,438641.0,11037.0,87085.0,10.0,14.0,11.0,4.0,3.0,9.0,1.0,5.0
17734,18092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17735,18093,520270.0,688510.0,941426.0,1079590.0,1062592.0,582270.0,88792.0,1087303.0,2.0,3.0,8.0,10.0,10.0,6.0,1.0,11.0
17736,18095,0.0,0.0,0.0,0.0,40353.0,0.0,0.0,223084.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17737,18096,480908.0,714056.0,240876.0,132581.0,236861.0,595148.0,220628.0,189952.0,15.0,10.0,7.0,11.0,12.0,8.0,6.0,2.0
17738,18097,0.0,50269.0,123601.0,139143.0,129454.0,488889.0,156208.0,390812.0,0.0,3.0,4.0,8.0,4.0,10.0,6.0,7.0
17739,18098,461423.0,394318.0,89142.0,319173.0,105384.0,190877.0,10136.0,13666.0,14.0,15.0,6.0,13.0,9.0,6.0,1.0,2.0
17740,18099,0.0,170274.0,0.0,11972.0,0.0,0.0,0.0,475913.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
17741,18100,330967.0,3917718.0,1888622.0,213772.0,1250139.0,99835.0,5127100.0,839788.0,6.0,22.0,10.0,3.0,6.0,2.0,13.0,4.0
17742,18101,0.0,344873.0,316346.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
17743,18102,420358.0,3032455.0,3060593.0,3668586.0,3420786.0,2852425.0,1652900.0,1844657.0,11.0,38.0,33.0,40.0,27.0,36.0,20.0,30.0
17744,18103,11809.0,134612.0,29476.0,0.0,341717.0,0.0,48090.0,72205.0,1.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0
17745,18104,12251676.0,5765773.0,6574512.0,5509806.0,4621140.0,1712100.0,839672.0,4639815.0,25.0,27.0,30.0,24.0,20.0,6.0,5.0,23.0
17746,18105,0.0,0.0,0.0,0.0,17800.0,7292.0,26804.0,1471.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
17747,18106,361640.0,680786.0,38865.0,1224366.0,337691.0,675660.0,1290593.0,849041.0,9.0,15.0,4.0,21.0,9.0,17.0,18.0,20.0
17748,18107,11612.0,0.0,0.0,0.0,0.0,1072.0,8109.0,7354.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
17749,18108,3156800.0,3853346.0,3838174.0,4416720.0,5718678.0,1232249.0,2245340.0,6171582.0,9.0,13.0,13.0,22.0,14.0,2.0,9.0,14.0
17750,18109,48219.0,1367749.0,222798.0,0.0,684234.0,1781919.0,1567903.0,1443137.0,1.0,7.0,3.0,0.0,10.0,18.0,12.0,14.0
17751,18110,44086.0,74579.0,82272.0,65448.0,11023.0,29811.0,0.0,668129.0,1.0,4.0,6.0,4.0,2.0,2.0,0.0,2.0
17752,18111,141508.0,207150.0,0.0,481107.0,89607.0,182727.0,82440.0,10658.0,2.0,4.0,0.0,10.0,7.0,2.0,2.0,1.0
17753,18112,314011.0,0.0,315443.0,0.0,307048.0,0.0,0.0,3222.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0
17754,18113,278881.0,30903.0,0.0,40174.0,24273.0,297307.0,81877.0,351688.0,8.0,1.0,0.0,3.0,2.0,8.0,7.0,9.0
17755,18114,0.0,0.0,2260.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17756,18115,25585.0,87558.0,240084.0,246365.0,176278.0,124499.0,229976.0,249516.0,1.0,6.0,10.0,15.0,10.0,4.0,9.0,10.0
17757,18116,104703.0,480122.0,304597.0,140830.0,1654881.0,227229.0,792639.0,299925.0,3.0,11.0,3.0,4.0,11.0,6.0,12.0,5.0
17758,18117,192875.0,350229.0,1670319.0,374104.0,1016251.0,566798.0,723400.0,509663.0,3.0,8.0,15.0,22.0,24.0,14.0,19.0,13.0
17759,18118,0.0,85291.0,0.0,31483.0,50062.0,0.0,32661.0,314796.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0
17760,18119,1482280.0,2226028.0,780334.0,1569343.0,735154.0,643726.0,1173823.0,326943.0,27.0,55.0,24.0,28.0,18.0,18.0,24.0,16.0
17761,18120,9644.0,342300.0,361313.0,313674.0,498964.0,215541.0,497567.0,434843.0,1.0,17.0,21.0,18.0,15.0,11.0,20.0,33.0
17762,18121,16729.0,0.0,0.0,535517.0,21642.0,26809.0,1351.0,97661.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0
17763,18122,0.0,0.0,0.0,0.0,38047.0,1072.0,0.0,50400.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0
17764,18123,0.0,0.0,0.0,0.0,60480.0,288245.0,0.0,63289.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0
17765,18124,0.0,0.0,99650.0,0.0,71907.0,0.0,43147.0,6379.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0
17766,18125,1151493.0,1715178.0,985497.0,596574.0,1835105.0,582474.0,420782.0,1269224.0,21.0,34.0,16.0,13.0,19.0,15.0,6.0,13.0
17767,18126,0.0,33993.0,8474.0,2652.0,0.0,6413.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17768,18127,79019.0,2040.0,0.0,36344.0,18204.0,24449.0,17794.0,61226.0,5.0,1.0,0.0,6.0,1.0,2.0,3.0,6.0
17769,18128,1605093.0,3876741.0,983769.0,4729062.0,1561686.0,4337767.0,727679.0,3192591.0,10.0,33.0,8.0,32.0,15.0,34.0,4.0,23.0
17770,18129,505806.0,3694776.0,275673.0,2353219.0,929995.0,2742833.0,1994097.0,1072042.0,14.0,44.0,8.0,45.0,14.0,32.0,28.0,29.0
17771,18130,29720.0,0.0,0.0,84338.0,179010.0,78817.0,171186.0,4049.0,4.0,0.0,0.0,6.0,4.0,3.0,3.0,1.0
17772,18131,1954089.0,1990025.0,3194609.0,1849627.0,715636.0,4411546.0,4168342.0,3215972.0,31.0,62.0,29.0,40.0,19.0,75.0,61.0,40.0
17773,18132,565045.0,56861.0,0.0,2199.0,11934.0,19196.0,4820.0,9915.0,4.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0
17774,18133,0.0,128040.0,79765.0,887.0,0.0,425987.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0
17775,18134,142885.0,954582.0,973975.0,386030.0,610790.0,1227787.0,163754.0,368675.0,5.0,26.0,12.0,12.0,13.0,12.0,6.0,7.0
17776,18135,0.0,0.0,0.0,8780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17777,18136,15646.0,7211.0,30843.0,6030.0,0.0,0.0,11150.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0
17778,18137,1081643.0,2028819.0,702289.0,1556255.0,777411.0,1148476.0,587847.0,1366115.0,19.0,26.0,8.0,20.0,12.0,21.0,13.0,22.0
17779,18138,265478.0,186652.0,0.0,73430.0,184269.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
17780,18139,450501.0,477920.0,66320.0,0.0,0.0,0.0,78836.0,2470.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0
17781,18140,34639.0,88897.0,39769.0,133114.0,59670.0,5791.0,6758.0,70725.0,3.0,5.0,1.0,6.0,1.0,1.0,2.0,3.0
17782,18141,204290.0,215544.0,249529.0,1232392.0,237465.0,458534.0,378076.0,192514.0,3.0,5.0,3.0,19.0,8.0,7.0,6.0,7.0
17783,18142,224069.0,0.0,9942.0,0.0,257874.0,0.0,247860.0,139056.0,4.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0
17784,18143,183073.0,20911.0,59993.0,144909.0,7079.0,9651.0,640823.0,131867.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0
17785,18144,89548.0,574635.0,26551.0,550734.0,381231.0,108840.0,80864.0,236138.0,7.0,7.0,3.0,14.0,10.0,8.0,4.0,13.0
17786,18146,104704.0,0.0,0.0,0.0,14968.0,0.0,0.0,75849.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
17787,18147,116689.0,832825.0,1731770.0,794960.0,6068.0,733374.0,0.0,0.0,5.0,7.0,12.0,9.0,1.0,6.0,0.0,0.0
17788,18148,0.0,0.0,0.0,389321.0,1001.0,0.0,472847.0,259231.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0
17789,18149,13512.0,2040.0,24403.0,13258.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
17790,18150,12300.0,300775.0,30471.0,7538.0,8597.0,8043.0,6734.0,5775.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0
17791,18151,492028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17792,18152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17793,18153,253298.0,498460.0,303918.0,466920.0,465730.0,500254.0,1021774.0,558882.0,13.0,19.0,13.0,16.0,19.0,20.0,27.0,13.0
17794,18154,51171.0,0.0,33781.0,0.0,0.0,218436.0,49441.0,94191.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0
17795,18155,3545129.0,2528193.0,2828814.0,3635716.0,3906710.0,4534126.0,1564017.0,5986662.0,29.0,24.0,26.0,31.0,30.0,40.0,17.0,26.0
17796,18156,974942.0,1565442.0,456441.0,1012483.0,1060781.0,1084500.0,961337.0,817315.0,17.0,22.0,13.0,11.0,21.0,22.0,16.0,19.0
17797,18157,1336347.0,1565587.0,5762294.0,4239609.0,3779542.0,3453795.0,0.0,65273.0,3.0,11.0,19.0,31.0,12.0,9.0,0.0,1.0
17798,18158,444103.0,3093618.0,1471009.0,451080.0,818190.0,1343644.0,1661412.0,2491107.0,8.0,29.0,22.0,7.0,11.0,6.0,22.0,14.0
17799,18159,129304.0,77257.0,408720.0,223573.0,14765.0,56726.0,1131725.0,600758.0,6.0,6.0,12.0,17.0,4.0,3.0,17.0,9.0
17800,18160,0.0,0.0,2825.0,4434.0,38230.0,0.0,39080.0,340575.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,5.0
17801,18161,207980.0,729045.0,94452.0,1504465.0,669267.0,718577.0,246723.0,147815.0,4.0,10.0,4.0,13.0,5.0,6.0,1.0,3.0
17802,18162,342549.0,1446387.0,1833394.0,1147254.0,1014107.0,3309936.0,831305.0,635651.0,12.0,18.0,23.0,14.0,18.0,30.0,20.0,10.0
17803,18163,0.0,30388.0,639470.0,753456.0,849083.0,297682.0,618862.0,985867.0,0.0,1.0,7.0,12.0,14.0,6.0,12.0,17.0
17804,18164,0.0,0.0,0.0,0.0,49556.0,125357.0,16556.0,9832.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0
17805,18165,0.0,0.0,0.0,0.0,0.0,0.0,7208.0,16525.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17806,18166,44282.0,85290.0,199954.0,244856.0,159318.0,55978.0,143031.0,0.0,1.0,7.0,10.0,16.0,10.0,9.0,9.0,0.0
17807,18167,92394.0,33581.0,191388.0,12238.0,258098.0,3217.0,183372.0,291561.0,4.0,2.0,7.0,1.0,3.0,1.0,5.0,7.0
17808,18168,0.0,0.0,3389.0,490420.0,0.0,19934.0,7759.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0
17809,18169,128911.0,184383.0,240197.0,31926.0,41467.0,134472.0,689028.0,762784.0,5.0,10.0,7.0,3.0,5.0,4.0,11.0,10.0
17810,18170,18894.0,477960.0,335213.0,70947.0,0.0,0.0,434273.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,8.0,0.0
17811,18171,0.0,0.0,0.0,61990.0,5016.0,0.0,1115.0,22953.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
17812,18172,49203.0,956952.0,563774.0,0.0,0.0,313124.0,200469.0,385027.0,1.0,16.0,6.0,0.0,0.0,4.0,1.0,4.0
17813,18173,74296.0,495472.0,45079.0,1039016.0,513770.0,238060.0,78723.0,144592.0,2.0,7.0,3.0,7.0,4.0,2.0,2.0,1.0
17814,18174,0.0,0.0,3378.0,433041.0,253850.0,0.0,77902.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0
17815,18175,0.0,0.0,0.0,0.0,89910.0,25146.0,803487.0,232751.0,0.0,0.0,0.0,0.0,2.0,3.0,23.0,6.0
17816,18176,338611.0,370933.0,183819.0,214349.0,398777.0,715896.0,388663.0,365194.0,27.0,26.0,10.0,12.0,23.0,36.0,23.0,20.0
17817,18177,196082.0,289557.0,237260.0,321923.0,375212.0,10616.0,144383.0,282314.0,7.0,5.0,3.0,16.0,15.0,1.0,6.0,43.0
17818,18178,0.0,81480.0,311613.0,44253.0,40353.0,25093.0,31410.0,190035.0,0.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0
17819,18179,2952.0,7149.0,18066.0,3548.0,171122.0,0.0,2354.0,11477.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0
17820,18180,776518.0,1065008.0,1324702.0,997164.0,2532035.0,1136787.0,1656684.0,1519779.0,23.0,22.0,26.0,24.0,57.0,20.0,29.0,29.0
17821,18181,86400.0,91575.0,823287.0,493347.0,245658.0,317306.0,562663.0,129306.0,6.0,4.0,25.0,12.0,10.0,11.0,15.0,6.0
17822,18182,183133.0,0.0,519938.0,444483.0,90011.0,5254.0,39418.0,44783.0,4.0,0.0,12.0,15.0,1.0,3.0,5.0,4.0
17823,18183,0.0,44294.0,2260.0,887.0,0.0,0.0,5619.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0
17824,18184,61011.0,0.0,52197.0,61990.0,0.0,10723.0,156546.0,72708.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0
17825,18185,62979.0,93635.0,126876.0,223040.0,242523.0,107663.0,210717.0,177725.0,5.0,3.0,8.0,17.0,7.0,10.0,7.0,10.0
17826,18186,250147.0,227238.0,1218950.0,1033166.0,930042.0,916637.0,590020.0,308518.0,5.0,9.0,13.0,23.0,12.0,21.0,14.0,13.0
17827,18187,796238.0,329021.0,278882.0,392167.0,345732.0,76243.0,29800.0,73701.0,13.0,14.0,7.0,10.0,6.0,3.0,1.0,3.0
17828,18188,5904.0,0.0,0.0,10376.0,8951.0,1287.0,85142.0,991.0,2.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0
17829,18189,0.0,0.0,0.0,0.0,0.0,0.0,104289.0,286374.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
17830,18190,60716.0,274003.0,297760.0,391715.0,261467.0,362022.0,165443.0,364289.0,3.0,6.0,7.0,9.0,5.0,8.0,8.0,9.0
17831,18191,187067.0,145449.0,93434.0,105533.0,147253.0,133506.0,235157.0,8262.0,13.0,8.0,11.0,3.0,19.0,7.0,15.0,1.0
17832,18192,0.0,0.0,0.0,0.0,40353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17833,18193,0.0,0.0,8925.0,17559.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17834,18194,57665.0,0.0,0.0,9667.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17835,18195,1165122.0,396583.0,0.0,0.0,0.0,274520.0,207339.0,341567.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,9.0
17836,18196,342452.0,857033.0,86996.0,175593.0,1129929.0,234305.0,188081.0,177642.0,4.0,16.0,2.0,3.0,14.0,8.0,3.0,6.0
17837,18197,424326.0,825740.0,92532.0,1476138.0,592655.0,92543.0,1187834.0,1518790.0,8.0,15.0,2.0,11.0,7.0,2.0,13.0,17.0
17838,18198,4920.0,6170.0,116257.0,0.0,10114.0,16611.0,0.0,24985.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0
17839,18199,278675.0,1127565.0,4311451.0,2542709.0,826076.0,394727.0,837350.0,920477.0,6.0,11.0,36.0,20.0,14.0,10.0,7.0,19.0
17840,18200,103029.0,80141.0,0.0,53210.0,0.0,134686.0,274125.0,56679.0,5.0,4.0,0.0,4.0,0.0,3.0,4.0,4.0
17841,18202,34344.0,0.0,0.0,21994.0,9102.0,20374.0,59127.0,8262.0,3.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0
17842,18203,107262.0,0.0,814444.0,2593977.0,113373.0,1020214.0,327699.0,901284.0,2.0,0.0,14.0,27.0,2.0,5.0,5.0,13.0
17843,18204,132651.0,97858.0,108574.0,213657.0,0.0,228194.0,0.0,24787.0,3.0,2.0,5.0,6.0,0.0,5.0,0.0,2.0
17844,18205,13285.0,59642.0,71743.0,10819.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
17845,18206,247982.0,540848.0,386057.0,291147.0,455971.0,139404.0,556020.0,163596.0,5.0,12.0,8.0,8.0,6.0,1.0,7.0,2.0
17846,18207,2022449.0,1849262.0,2019465.0,2757527.0,2330671.0,496096.0,1128594.0,2043203.0,33.0,27.0,30.0,22.0,35.0,15.0,21.0,13.0
17847,18208,0.0,47075.0,29827.0,149459.0,209047.0,311407.0,363659.0,339088.0,0.0,4.0,3.0,3.0,3.0,10.0,8.0,5.0
17848,18209,0.0,0.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17849,18211,97914.0,222912.0,370465.0,257981.0,178404.0,80641.0,43923.0,61472.0,4.0,9.0,7.0,15.0,6.0,7.0,3.0,4.0
17850,18212,726625.0,945823.0,2131068.0,1653682.0,831944.0,1020760.0,1343143.0,1318593.0,7.0,11.0,9.0,24.0,10.0,19.0,18.0,14.0
17851,18213,98700.0,17512.0,80104.0,8691.0,17699.0,34529.0,5631.0,0.0,5.0,2.0,4.0,3.0,2.0,4.0,1.0,0.0
17852,18214,9880428.0,8554950.0,8126723.0,4135273.0,11390651.0,5498631.0,6374738.0,3025154.0,43.0,80.0,62.0,32.0,51.0,41.0,46.0,22.0
17853,18215,358983.0,507256.0,108066.0,145751.0,459814.0,0.0,73824.0,338923.0,4.0,5.0,2.0,2.0,5.0,0.0,1.0,5.0
17854,18216,6012798.0,9541686.0,9492446.0,4237203.0,2789824.0,3537224.0,5307772.0,1991000.0,62.0,84.0,72.0,44.0,19.0,37.0,36.0,24.0
17855,18217,453354.0,124022.0,732567.0,287255.0,166266.0,355910.0,189994.0,385688.0,2.0,2.0,8.0,5.0,6.0,2.0,2.0,4.0
17856,18218,347963.0,132881.0,0.0,70947.0,160704.0,180691.0,22525.0,679003.0,5.0,1.0,0.0,2.0,5.0,9.0,1.0,7.0
17857,18219,29423.0,133912.0,68918.0,0.0,25284.0,0.0,259934.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0
17858,18220,23824.0,1869916.0,19998.0,57378.0,232005.0,443842.0,11262.0,25943.0,2.0,11.0,1.0,3.0,3.0,4.0,1.0,3.0
17859,18221,48219.0,56449.0,29149.0,0.0,63715.0,0.0,0.0,72709.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0
17860,18222,2145.0,2987.0,0.0,7982.0,0.0,156668.0,0.0,1801.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0
17861,18223,0.0,0.0,0.0,26605.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
17862,18225,257135.0,97239.0,0.0,53033.0,373089.0,131897.0,13064.0,159877.0,8.0,3.0,0.0,4.0,6.0,4.0,1.0,5.0
17863,18226,936625.0,430370.0,2274193.0,1109699.0,1910353.0,819912.0,2881004.0,2021844.0,10.0,3.0,12.0,12.0,14.0,6.0,21.0,18.0
17864,18227,293248.0,480124.0,141677.0,268004.0,522769.0,1214958.0,207901.0,387010.0,10.0,7.0,6.0,8.0,14.0,29.0,8.0,12.0
17865,18230,299645.0,23177.0,123261.0,0.0,0.0,0.0,2252.0,115012.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0
17866,18231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
17867,18232,2803831.0,5373012.0,1984089.0,6238935.0,4612361.0,3389884.0,2762558.0,7479300.0,17.0,28.0,8.0,30.0,26.0,25.0,15.0,37.0
17868,18233,8856.0,0.0,0.0,90369.0,10012.0,12332.0,0.0,5784.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
17869,18234,0.0,10198.0,9716.0,60305.0,337085.0,127287.0,268831.0,429892.0,0.0,1.0,1.0,2.0,7.0,7.0,6.0,12.0
17870,18235,182050.0,0.0,0.0,0.0,0.0,415961.0,3367.0,163595.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
17871,18236,0.0,377424.0,0.0,368480.0,558875.0,84715.0,462406.0,691479.0,0.0,11.0,0.0,11.0,12.0,1.0,8.0,16.0
17872,18237,0.0,0.0,0.0,15432.0,0.0,191520.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
17873,18238,0.0,0.0,364477.0,38134.0,139567.0,182083.0,0.0,172188.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,4.0
17874,18239,0.0,37084.0,4926.0,0.0,15170.0,116885.0,8468.0,2462.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0
17875,18240,3834044.0,3960756.0,4895080.0,6322724.0,5478076.0,4359953.0,5682152.0,13304859.0,30.0,33.0,33.0,30.0,24.0,18.0,38.0,42.0
17876,18241,177721.0,458389.0,235904.0,488639.0,600645.0,232152.0,244052.0,285218.0,7.0,5.0,9.0,11.0,17.0,9.0,17.0,9.0
17877,18242,0.0,207665.0,155914.0,45850.0,177089.0,266434.0,150351.0,24787.0,0.0,5.0,1.0,4.0,3.0,2.0,3.0,1.0
17878,18243,278094.0,547068.0,289457.0,1231008.0,840841.0,186790.0,108670.0,242897.0,2.0,11.0,5.0,11.0,15.0,7.0,2.0,5.0
17879,18244,237355.0,805371.0,373628.0,965940.0,465022.0,695200.0,43698.0,575393.0,13.0,21.0,11.0,14.0,8.0,13.0,5.0,10.0
17880,18245,1068682.0,829631.0,2710884.0,819879.0,742438.0,1811998.0,109019.0,3259672.0,9.0,15.0,26.0,11.0,10.0,22.0,2.0,16.0
17881,18246,2963701.0,2816072.0,1743429.0,3126851.0,948148.0,2804493.0,926324.0,99480.0,30.0,28.0,19.0,38.0,11.0,41.0,15.0,4.0
17882,18247,908776.0,1369871.0,2110314.0,1753390.0,1009861.0,3838679.0,2121555.0,3833559.0,10.0,17.0,14.0,24.0,13.0,26.0,33.0,42.0
17883,18248,582165.0,768445.0,199637.0,388968.0,706332.0,141228.0,345190.0,448401.0,12.0,10.0,3.0,13.0,10.0,4.0,8.0,13.0
17884,18249,3608531.0,9939973.0,7420808.0,10554264.0,660769.0,8291082.0,2672036.0,3046382.0,18.0,38.0,25.0,37.0,6.0,26.0,22.0,17.0
17885,18250,51171.0,18387.0,223691.0,415926.0,90011.0,3185.0,483039.0,0.0,1.0,4.0,6.0,5.0,3.0,2.0,3.0,0.0
17886,18251,49793.0,195305.0,247823.0,384888.0,339310.0,185622.0,607095.0,628848.0,2.0,7.0,8.0,5.0,5.0,7.0,12.0,16.0
17887,18252,73706.0,36980.0,69823.0,368835.0,476246.0,28416.0,43247.0,80855.0,4.0,2.0,2.0,2.0,9.0,3.0,2.0,2.0
17888,18253,38870.0,74372.0,207432.0,33522.0,610252.0,174147.0,290904.0,2748233.0,5.0,3.0,9.0,3.0,14.0,6.0,8.0,21.0
17889,18254,2216339.0,4533482.0,3960056.0,2397587.0,1588375.0,1403029.0,618468.0,1274000.0,16.0,35.0,18.0,17.0,6.0,17.0,11.0,10.0
17890,18255,15548.0,0.0,791.0,0.0,10114.0,0.0,11262.0,79153.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
17891,18256,1462847.0,702934.0,919460.0,454948.0,373392.0,479551.0,256443.0,308270.0,34.0,32.0,22.0,13.0,8.0,16.0,7.0,9.0
17892,18257,1948.0,31933.0,144615.0,0.0,10012.0,9651.0,3367.0,1644.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
17893,18258,333103.0,490733.0,196473.0,249466.0,154737.0,460678.0,487882.0,71800.0,5.0,7.0,5.0,5.0,3.0,7.0,6.0,3.0
17894,18259,142688.0,138031.0,672914.0,309064.0,256077.0,85786.0,41782.0,16442.0,4.0,5.0,13.0,16.0,9.0,8.0,4.0,1.0
17895,18260,105737.0,473026.0,793578.0,1167554.0,1211716.0,1905023.0,1230405.0,1447873.0,2.0,3.0,5.0,10.0,5.0,15.0,3.0,8.0
