,°í°´¹øÈ£,¹®±¸·ù_ÃÑ±¸¸Å¾×1,¹®±¸·ù_ÃÑ±¸¸Å¾×2,¹®±¸·ù_ÃÑ±¸¸Å¾×3,¹®±¸·ù_ÃÑ±¸¸Å¾×4,¹®±¸·ù_ÃÑ±¸¸Å¾×5,¹®±¸·ù_ÃÑ±¸¸Å¾×6,¹®±¸·ù_ÃÑ±¸¸Å¾×7,¹®±¸·ù_ÃÑ±¸¸Å¾×8,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö1,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö2,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö3,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö4,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö5,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö6,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö7,¹®±¸·ù_ÃÑ±¸¸ÅÈ½¼ö8
16973,17310,48219.0,36053.0,81911.0,14012.0,27307.0,0.0,0.0,86176.0,6.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0
16974,17311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16975,17312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16976,17313,0.0,0.0,0.0,2306.0,4551.0,1180.0,1464.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
16977,17314,46833.0,19004.0,22563.0,16877.0,50213.0,34090.0,47716.0,19268.0,11.0,6.0,6.0,7.0,12.0,6.0,14.0,8.0
16978,17315,10037.0,2936.0,11072.0,0.0,1922.0,0.0,2196.0,29810.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,10.0
16979,17316,31194.0,11639.0,25570.0,12949.0,35651.0,17640.0,10417.0,17185.0,8.0,5.0,11.0,8.0,9.0,10.0,6.0,4.0
16980,17317,151741.0,36568.0,0.0,3990.0,59873.0,5254.0,19090.0,2479.0,8.0,2.0,0.0,3.0,12.0,3.0,6.0,1.0
16981,17318,3149.0,1030.0,5593.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
16982,17319,6436.0,0.0,0.0,0.0,32059.0,7399.0,56763.0,43956.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0
16983,17320,0.0,0.0,4361.0,2794.0,10902.0,4826.0,4122.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0
16984,17321,40248.0,0.0,0.0,124512.0,46826.0,0.0,15542.0,98735.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0
16985,17322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
16986,17323,96143.0,155234.0,90385.0,36272.0,28449.0,3056.0,77293.0,47425.0,15.0,9.0,10.0,7.0,10.0,2.0,5.0,6.0
16987,17324,6888.0,12361.0,0.0,41913.0,0.0,0.0,0.0,5784.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
16988,17325,0.0,0.0,90431.0,4878.0,13856.0,15657.0,78926.0,13633.0,0.0,0.0,10.0,1.0,3.0,5.0,13.0,3.0
16989,17326,6337.0,106100.0,59224.0,240622.0,100761.0,99172.0,164103.0,43461.0,2.0,9.0,11.0,15.0,20.0,12.0,13.0,9.0
16990,17327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16991,17328,0.0,23847.0,0.0,17559.0,8394.0,3646.0,12074.0,1653.0,0.0,3.0,0.0,1.0,3.0,2.0,5.0,2.0
16992,17329,27613.0,84363.0,23591.0,57115.0,24150.0,50003.0,47021.0,25945.0,9.0,5.0,5.0,11.0,5.0,7.0,5.0,7.0
16993,17330,0.0,100743.0,0.0,74849.0,210665.0,162353.0,86044.0,72048.0,0.0,2.0,0.0,4.0,6.0,5.0,3.0,3.0
16994,17331,5707.0,67367.0,2825.0,0.0,20025.0,1265.0,16668.0,6485.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0
16995,17332,1968.0,13330.0,2599.0,16628.0,0.0,0.0,4730.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0
16996,17333,26056.0,15265.0,19431.0,10996.0,11025.0,37050.0,28133.0,1652.0,11.0,6.0,4.0,3.0,5.0,11.0,7.0,1.0
16997,17334,2952.0,26782.0,0.0,0.0,25082.0,0.0,0.0,1405.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
16998,17335,0.0,0.0,0.0,0.0,113219.0,0.0,108455.0,44617.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,2.0
16999,17336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17000,17337,108944.0,82767.0,15445.0,38578.0,47130.0,52705.0,38517.0,20573.0,14.0,6.0,4.0,2.0,10.0,3.0,7.0,6.0
17001,17338,23223.0,17304.0,85303.0,41860.0,72614.0,34316.0,133736.0,8839.0,13.0,8.0,11.0,9.0,13.0,9.0,28.0,5.0
17002,17339,102942.0,341628.0,276352.0,153468.0,16081.0,72437.0,112511.0,78989.0,6.0,6.0,11.0,8.0,1.0,4.0,4.0,6.0
17003,17340,12054.0,15760.0,2825.0,0.0,7484.0,20246.0,8784.0,12501.0,3.0,5.0,2.0,0.0,2.0,3.0,2.0,4.0
17004,17341,0.0,2472.0,3729.0,18340.0,0.0,0.0,6194.0,1074.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0
17005,17342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17006,17343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17007,17344,0.0,0.0,0.0,0.0,3439.0,20160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17008,17345,6199.0,2060.0,5875.0,0.0,2023.0,0.0,0.0,37660.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0
17009,17346,3543.0,0.0,7332.0,0.0,0.0,0.0,5068.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17010,17347,0.0,0.0,0.0,0.0,0.0,33993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
17011,17348,0.0,0.0,0.0,0.0,0.0,0.0,26692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17012,17349,7282.0,4543.0,7310.0,12239.0,0.0,8740.0,4505.0,25200.0,3.0,2.0,3.0,7.0,0.0,1.0,1.0,3.0
17013,17350,6987.0,0.0,2034.0,20486.0,6047.0,0.0,8560.0,826.0,2.0,0.0,1.0,9.0,2.0,0.0,3.0,1.0
17014,17351,40936.0,160280.0,276270.0,151938.0,65382.0,134430.0,96687.0,117078.0,10.0,9.0,16.0,20.0,11.0,15.0,8.0,15.0
17015,17352,3345.0,20087.0,10733.0,0.0,2276.0,2037.0,0.0,3222.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0
17016,17353,96702.0,86052.0,58297.0,93375.0,34183.0,52437.0,30634.0,17348.0,16.0,14.0,9.0,18.0,11.0,10.0,7.0,11.0
17017,17354,39756.0,0.0,43158.0,11085.0,31909.0,0.0,3717.0,24705.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,3.0
17018,17355,0.0,0.0,10959.0,3637.0,13754.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0
17019,17356,18481.0,17304.0,17014.0,25495.0,2630.0,17103.0,0.0,10246.0,7.0,7.0,5.0,8.0,1.0,7.0,0.0,3.0
17020,17358,50641.0,27298.0,81878.0,61281.0,44449.0,9222.0,59330.0,15451.0,7.0,5.0,9.0,3.0,4.0,2.0,6.0,2.0
17021,17359,3444.0,26576.0,4519.0,11529.0,13147.0,6434.0,5631.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
17022,17360,0.0,0.0,0.0,0.0,34265.0,4773.0,0.0,6345.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0
17023,17361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17024,17362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17025,17363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17026,17364,0.0,0.0,0.0,0.0,1001.0,0.0,1115.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17027,17365,1919.0,0.0,0.0,887.0,0.0,8043.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
17028,17366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17029,17367,0.0,73033.0,54569.0,0.0,2023.0,0.0,4956.0,2066.0,0.0,2.0,9.0,0.0,1.0,0.0,2.0,1.0
17030,17368,0.0,0.0,0.0,0.0,0.0,78174.0,18471.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
17031,17369,17593.0,15812.0,0.0,3104.0,3823.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0
17032,17370,0.0,18232.0,0.0,23412.0,8496.0,7023.0,22413.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,0.0
17033,17371,0.0,0.0,4407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
17034,17372,7085.0,1030.0,0.0,798.0,1112.0,3110.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
17035,17373,9742.0,41409.0,31917.0,0.0,2326.0,0.0,4505.0,1487.0,2.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0
17036,17374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17037,17375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17038,17376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17039,17377,0.0,0.0,0.0,9932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
17040,17378,16040.0,0.0,22144.0,0.0,20025.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17041,17379,7134.0,0.0,0.0,7184.0,23210.0,643.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0
17042,17380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17043,17381,80230.0,43006.0,14462.0,23324.0,16159.0,44716.0,33449.0,33959.0,3.0,4.0,1.0,3.0,8.0,2.0,2.0,4.0
17044,17383,13235.0,20138.0,0.0,1419.0,6453.0,4772.0,7658.0,0.0,6.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0
17045,17384,6642.0,86166.0,13106.0,47224.0,8091.0,32814.0,12839.0,744.0,2.0,12.0,2.0,6.0,2.0,5.0,3.0,1.0
17046,17385,0.0,24618.0,21918.0,47712.0,23565.0,3217.0,12580.0,8345.0,0.0,10.0,7.0,4.0,6.0,3.0,4.0,2.0
17047,17386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17048,17387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17049,17388,0.0,0.0,2655.0,0.0,4551.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17050,17389,40789.0,102803.0,42369.0,10199.0,62705.0,16622.0,53834.0,70437.0,5.0,1.0,7.0,1.0,11.0,5.0,1.0,6.0
17051,17390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17052,17391,1574.0,17511.0,10056.0,1774.0,34487.0,2252.0,6532.0,0.0,1.0,6.0,4.0,2.0,3.0,1.0,2.0,0.0
17053,17392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17054,17393,13580.0,0.0,120833.0,0.0,0.0,3217.0,14190.0,5147.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0
17055,17394,93880.0,84467.0,89368.0,101454.0,0.0,0.0,91450.0,12228.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0
17056,17395,0.0,0.0,2938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17057,17396,0.0,12361.0,23048.0,18623.0,12136.0,3431.0,0.0,12641.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,4.0
17058,17397,0.0,0.0,0.0,26180.0,1507.0,1609.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
17059,17398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17060,17399,1968.0,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17061,17401,90161.0,37854.0,46412.0,16451.0,6372.0,32814.0,27141.0,15119.0,11.0,9.0,8.0,7.0,3.0,4.0,9.0,3.0
17062,17402,0.0,0.0,2373.0,0.0,8900.0,3860.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
17063,17403,0.0,70664.0,112755.0,9933.0,79846.0,0.0,18921.0,58167.0,0.0,1.0,5.0,3.0,6.0,0.0,2.0,7.0
17064,17404,0.0,0.0,0.0,0.0,0.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17065,17405,0.0,11124.0,19659.0,3423.0,0.0,0.0,0.0,3222.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0
17066,17406,111296.0,37701.0,110947.0,70015.0,69227.0,120713.0,125429.0,56101.0,9.0,3.0,7.0,9.0,12.0,10.0,15.0,7.0
17067,17407,0.0,0.0,0.0,1685.0,1416.0,0.0,676.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
17068,17408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17069,17409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17070,17410,22230.0,2060.0,0.0,8336.0,126388.0,71674.0,155736.0,0.0,1.0,1.0,0.0,3.0,7.0,6.0,4.0,0.0
17071,17411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17072,17412,0.0,0.0,0.0,0.0,405.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17073,17413,4428.0,0.0,0.0,0.0,0.0,18766.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17074,17414,2854.0,2781.0,18415.0,30507.0,14483.0,37479.0,35588.0,15367.0,2.0,1.0,3.0,9.0,4.0,10.0,7.0,6.0
17075,17415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17076,17416,13993.0,55212.0,126087.0,4434.0,0.0,2145.0,9291.0,31231.0,3.0,2.0,7.0,1.0,0.0,1.0,4.0,3.0
17077,17417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17078,17418,78792.0,61269.0,37036.0,16495.0,41507.0,17994.0,156969.0,62215.0,18.0,10.0,8.0,7.0,13.0,4.0,23.0,10.0
17079,17419,0.0,0.0,4519.0,0.0,0.0,6970.0,0.0,9915.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0
17080,17420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17081,17421,0.0,0.0,0.0,4523.0,0.0,1609.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
17082,17422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17083,17423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17084,17424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17085,17425,0.0,0.0,0.0,0.0,0.0,26594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17086,17426,0.0,0.0,42707.0,85668.0,19722.0,42679.0,125574.0,13509.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0
17087,17427,208108.0,0.0,0.0,26161.0,1820.0,0.0,20835.0,0.0,10.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0
17088,17428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17089,17429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17090,17430,0.0,0.0,3615.0,6208.0,9911.0,5898.0,14303.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0
17091,17431,0.0,1545.0,44853.0,8859.0,15979.0,11260.0,0.0,14707.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
17092,17432,6052.0,12361.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17093,17433,0.0,0.0,0.0,0.0,0.0,0.0,2027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17094,17434,0.0,0.0,0.0,0.0,0.0,0.0,23313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
17095,17435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17096,17436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17097,17437,25635.0,12258.0,102384.0,21888.0,14614.0,14370.0,0.0,0.0,7.0,2.0,7.0,7.0,3.0,2.0,0.0,0.0
17098,17438,0.0,0.0,31397.0,0.0,28996.0,0.0,0.0,10411.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
17099,17439,41822.0,42542.0,57879.0,169111.0,105938.0,124552.0,152750.0,78038.0,6.0,12.0,13.0,26.0,13.0,18.0,13.0,8.0
17100,17440,0.0,0.0,40673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17101,17441,50974.0,0.0,42346.0,77864.0,33931.0,0.0,15655.0,79806.0,2.0,0.0,4.0,3.0,3.0,0.0,1.0,2.0
17102,17442,2559.0,0.0,0.0,0.0,0.0,0.0,1577.0,2396.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17103,17443,7479.0,19983.0,14462.0,0.0,5259.0,18230.0,7320.0,4379.0,3.0,2.0,3.0,0.0,2.0,1.0,3.0,2.0
17104,17444,0.0,0.0,0.0,24210.0,1365.0,1609.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
17105,17445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17106,17446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17107,17447,141311.0,13906.0,0.0,3015.0,50628.0,20042.0,30859.0,4049.0,13.0,2.0,0.0,1.0,5.0,3.0,5.0,1.0
17108,17448,2932.0,10239.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
17109,17449,12271.0,0.0,0.0,0.0,1274.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17110,17450,64947.0,51763.0,83019.0,128502.0,42983.0,0.0,107241.0,3718.0,5.0,3.0,2.0,6.0,1.0,0.0,8.0,1.0
17111,17451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17112,17452,70950.0,2472.0,0.0,12238.0,5441.0,25307.0,56086.0,11567.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0
17113,17453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17114,17455,5639.0,0.0,5310.0,124068.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
17115,17456,8364.0,0.0,0.0,0.0,41566.0,37425.0,3942.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
17116,17458,0.0,0.0,1119.0,13303.0,5562.0,8471.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
17117,17459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17118,17460,0.0,5316.0,0.0,45938.0,1820.0,0.0,0.0,1900.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
17119,17461,58196.0,9683.0,2090.0,5188.0,12237.0,17158.0,6307.0,3966.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
17120,17462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17121,17463,0.0,0.0,0.0,20397.0,1517.0,37639.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
17122,17464,0.0,0.0,9038.0,52679.0,7565.0,0.0,0.0,6362.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0
17123,17465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17124,17466,31105.0,28408.0,17197.0,48732.0,41261.0,0.0,0.0,0.0,9.0,11.0,5.0,12.0,10.0,0.0,0.0,0.0
17125,17467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17126,17468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17127,17469,28153.0,0.0,3593.0,0.0,12237.0,15441.0,1126.0,12477.0,10.0,0.0,2.0,0.0,2.0,3.0,1.0,4.0
17128,17470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17129,17471,32376.0,0.0,0.0,15654.0,50113.0,5040.0,0.0,21647.0,6.0,0.0,0.0,8.0,10.0,2.0,0.0,2.0
17130,17472,0.0,0.0,0.0,0.0,15170.0,0.0,0.0,1157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
17131,17473,12783.0,30048.0,48944.0,6199.0,36723.0,206662.0,22390.0,11138.0,1.0,3.0,4.0,1.0,6.0,6.0,2.0,2.0
17132,17474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
17133,17475,43230.0,0.0,4633.0,4345.0,16737.0,0.0,0.0,14624.0,9.0,0.0,2.0,1.0,9.0,0.0,0.0,5.0
17134,17476,0.0,0.0,452.0,0.0,405.0,0.0,0.0,487.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
17135,17477,55747.0,36207.0,11413.0,19378.0,3844.0,22573.0,27986.0,47632.0,15.0,5.0,6.0,4.0,2.0,6.0,11.0,9.0
17136,17478,3740.0,34404.0,14235.0,8762.0,13856.0,24556.0,2252.0,6114.0,2.0,6.0,3.0,3.0,4.0,2.0,1.0,2.0
17137,17479,3444.0,0.0,0.0,0.0,0.0,0.0,3942.0,826.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17138,17480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17139,17481,0.0,0.0,4293.0,0.0,2427.0,5683.0,4843.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
17140,17482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17141,17483,6987.0,0.0,0.0,0.0,2427.0,0.0,3379.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17142,17484,121895.0,0.0,0.0,100381.0,8799.0,43429.0,32999.0,16360.0,7.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0
17143,17485,12182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17144,17486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17145,17487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17146,17488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17147,17489,170006.0,118995.0,70782.0,91964.0,108192.0,4290.0,5856.0,0.0,22.0,17.0,10.0,17.0,17.0,2.0,2.0,0.0
17148,17490,0.0,0.0,0.0,1419.0,47866.0,12117.0,39532.0,15616.0,0.0,0.0,0.0,1.0,9.0,4.0,4.0,4.0
17149,17491,84530.0,25855.0,12202.0,0.0,25991.0,56083.0,14078.0,1157.0,2.0,2.0,3.0,0.0,4.0,2.0,2.0,1.0
17150,17492,31490.0,0.0,0.0,79815.0,64980.0,102409.0,70727.0,55193.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0
17151,17493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17152,17494,0.0,0.0,0.0,0.0,2630.0,2617.0,12050.0,1074.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
17153,17495,0.0,0.0,0.0,878.0,0.0,29811.0,12276.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
17154,17496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17155,17497,48022.0,618.0,0.0,29798.0,7666.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
