,°í°´¹øÈ£,Æí_ÃÑ±¸¸ÅÈ½¼ö1,Æí_ÃÑ±¸¸ÅÈ½¼ö2,Æí_ÃÑ±¸¸ÅÈ½¼ö3,Æí_ÃÑ±¸¸ÅÈ½¼ö4,Æí_ÃÑ±¸¸ÅÈ½¼ö5,Æí_ÃÑ±¸¸ÅÈ½¼ö6,Æí_ÃÑ±¸¸ÅÈ½¼ö7,ÆíÀÇÇ°_Áõ°¨À²,ÆíÀÇÇ°_º¯µ¿À²,Æí_(Áõ°¨*0.8)+(º¯µ¿*0.2)
15235,15495,2,2,2,2,2,2,2,0,0,0
15236,15496,1,1,1,1,1,1,1,0,0,0
15237,15497,4,4,4,3,3,4,4,0,2,0.4
15238,15498,2,2,2,2,2,1,2,0,2,0.4
15239,15499,2,2,2,2,3,3,2,0,2,0.4
15240,15500,2,3,3,2,2,2,1,-1,3,-0.2
15241,15501,2,2,3,2,1,1,1,-1,3,-0.2
15242,15502,2,1,1,2,1,2,1,-1,5,0.2
15243,15503,1,1,1,1,1,1,1,0,0,0
15244,15504,3,3,3,2,3,3,4,1,3,1.4
15245,15505,2,2,2,2,2,2,2,0,0,0
15246,15506,1,1,1,1,2,1,2,1,3,1.4
15247,15507,3,4,3,3,3,4,4,1,3,1.4
15248,15508,2,2,2,2,3,3,2,0,2,0.4
15249,15509,1,1,2,2,2,2,2,1,1,1
15250,15510,1,1,1,1,1,1,1,0,0,0
15251,15511,2,3,4,4,4,4,4,2,2,2
15252,15512,4,4,4,4,4,4,4,0,0,0
15253,15513,4,4,4,4,4,4,4,0,0,0
15254,15514,4,4,4,4,4,4,4,0,0,0
15255,15515,3,3,3,2,3,3,3,0,2,0.4
15256,15516,3,4,4,4,3,4,4,1,3,1.4
15257,15517,1,2,2,1,2,2,1,0,4,0.8
15258,15518,2,3,4,2,1,1,1,-1,5,0.2
15259,15519,3,4,3,4,4,4,2,-1,5,0.2
15260,15520,2,2,2,2,2,2,2,0,0,0
15261,15521,2,2,2,2,3,3,3,1,1,1
15262,15522,1,1,1,1,1,1,1,0,0,0
15263,15523,1,1,1,1,1,1,1,0,0,0
15264,15524,1,2,2,2,2,2,2,1,1,1
15265,15525,3,3,4,4,4,4,4,1,1,1
15266,15526,3,3,4,4,4,4,4,1,1,1
15267,15527,2,3,3,2,2,3,3,1,3,1.4
15268,15528,3,3,3,2,3,3,2,-1,3,-0.2
15269,15529,3,3,3,3,3,3,4,1,1,1
15270,15530,4,4,4,4,4,4,4,0,0,0
15271,15531,2,2,2,2,2,2,1,-1,1,-0.6
15272,15532,2,1,2,1,2,1,2,0,6,1.2
15273,15533,2,2,1,2,1,2,2,0,4,0.8
15274,15534,1,1,1,1,1,1,1,0,0,0
15275,15535,2,1,1,1,2,3,3,1,3,1.4
15276,15536,2,2,1,1,2,2,2,0,2,0.4
15277,15537,1,1,1,1,1,1,1,0,0,0
15278,15538,2,2,3,2,2,2,2,0,2,0.4
15279,15539,3,4,4,4,4,4,4,1,1,1
15280,15540,4,4,4,4,3,3,4,0,2,0.4
15281,15541,1,1,1,1,1,1,1,0,0,0
15282,15542,4,4,4,4,4,4,4,0,0,0
15283,15543,2,3,3,3,3,3,4,2,2,2
15284,15544,4,4,4,4,4,4,3,-1,1,-0.6
15285,15545,1,1,1,1,1,2,2,1,1,1
15286,15546,1,2,1,1,2,2,2,1,3,1.4
15287,15547,1,1,1,2,1,2,2,1,3,1.4
15288,15548,4,4,4,4,4,3,3,-1,1,-0.6
15289,15549,2,2,2,2,1,1,1,-1,1,-0.6
15290,15550,3,4,3,4,4,4,4,1,3,1.4
15291,15551,1,1,1,2,2,2,2,1,1,1
15292,15552,3,3,3,3,4,3,4,1,3,1.4
15293,15553,4,4,4,4,4,4,4,0,0,0
15294,15554,1,1,1,1,1,1,1,0,0,0
15295,15555,4,4,4,4,3,3,4,0,2,0.4
15296,15556,2,3,3,3,3,3,3,1,1,1
15297,15557,4,4,3,3,3,4,4,0,2,0.4
15298,15558,3,3,3,2,3,4,4,1,3,1.4
15299,15559,2,2,2,2,2,2,4,2,2,2
15300,15560,1,3,3,3,3,3,3,2,2,2
15301,15561,2,2,2,3,1,2,3,1,5,1.8
15302,15562,3,2,3,4,4,4,4,1,3,1.4
15303,15564,3,4,3,3,3,4,4,1,3,1.4
15304,15565,1,1,1,1,1,1,1,0,0,0
15305,15566,3,4,3,3,3,4,4,1,3,1.4
15306,15567,2,2,2,3,3,3,3,1,1,1
15307,15568,4,4,3,3,3,4,4,0,2,0.4
15308,15569,1,2,1,1,1,1,1,0,2,0.4
15309,15570,2,2,2,1,1,2,1,-1,3,-0.2
15310,15571,3,3,3,4,4,4,3,0,2,0.4
15311,15572,4,4,4,4,4,4,4,0,0,0
15312,15573,1,2,2,2,1,2,2,1,3,1.4
15313,15574,1,1,2,2,2,1,2,1,3,1.4
15314,15575,2,2,2,2,2,2,1,-1,1,-0.6
15315,15576,4,4,4,4,4,4,4,0,0,0
15316,15577,2,2,2,3,3,3,4,2,2,2
15317,15578,1,1,1,1,1,2,1,0,2,0.4
15318,15579,2,2,2,2,2,3,3,1,1,1
15319,15580,4,3,4,3,4,3,2,-2,6,-0.4
15320,15581,4,4,4,4,4,4,4,0,0,0
15321,15582,2,2,3,2,2,2,2,0,2,0.4
15322,15583,4,2,2,2,2,2,2,-2,2,-1.2
15323,15584,1,2,3,4,3,3,4,3,5,3.4
15324,15585,4,3,3,3,3,2,2,-2,2,-1.2
15325,15586,2,1,3,4,4,4,4,2,4,2.4
15326,15587,2,2,2,2,1,2,2,0,2,0.4
15327,15588,1,1,1,1,1,1,1,0,0,0
15328,15589,3,4,3,3,4,4,4,1,3,1.4
15329,15590,1,1,1,2,2,2,2,1,1,1
15330,15592,2,2,2,3,3,3,2,0,2,0.4
15331,15593,2,2,2,3,4,4,4,2,2,2
15332,15594,3,2,3,3,4,4,3,0,4,0.8
15333,15595,1,1,1,2,2,2,2,1,1,1
15334,15597,3,3,4,4,4,3,4,1,3,1.4
15335,15598,4,3,3,2,3,3,3,-1,3,-0.2
15336,15599,1,1,1,1,1,1,1,0,0,0
15337,15600,1,1,1,2,1,1,1,0,2,0.4
15338,15602,3,2,2,2,3,2,3,0,4,0.8
15339,15603,4,4,4,4,4,4,4,0,0,0
15340,15604,3,3,2,3,3,3,3,0,2,0.4
15341,15605,2,3,2,3,2,3,2,0,6,1.2
15342,15606,1,1,1,1,1,2,1,0,2,0.4
15343,15607,1,1,1,1,2,2,2,1,1,1
15344,15608,3,2,2,2,2,2,2,-1,1,-0.6
15345,15609,1,1,1,1,1,2,1,0,2,0.4
15346,15610,3,4,4,4,4,4,4,1,1,1
15347,15611,3,3,3,3,2,2,2,-1,1,-0.6
15348,15612,1,1,1,1,1,1,1,0,0,0
15349,15613,1,1,1,2,1,2,2,1,3,1.4
15350,15614,1,1,1,1,1,2,2,1,1,1
15351,15615,1,1,1,1,1,1,1,0,0,0
15352,15616,1,1,1,1,1,1,1,0,0,0
15353,15617,1,1,2,1,2,2,2,1,3,1.4
15354,15618,3,3,3,3,3,3,4,1,1,1
15355,15619,3,2,3,3,3,3,3,0,2,0.4
15356,15620,1,1,1,1,1,2,1,0,2,0.4
15357,15621,1,1,1,1,1,1,1,0,0,0
15358,15622,1,1,1,1,1,1,1,0,0,0
15359,15623,1,1,1,2,1,1,1,0,2,0.4
15360,15624,2,2,3,2,2,2,2,0,2,0.4
15361,15625,3,4,3,3,4,4,4,1,3,1.4
15362,15626,2,2,1,2,1,1,1,-1,3,-0.2
15363,15627,1,1,2,1,2,2,2,1,3,1.4
15364,15628,4,4,4,4,4,4,4,0,0,0
15365,15629,2,2,3,3,4,3,3,1,3,1.4
15366,15630,1,1,1,1,1,1,1,0,0,0
15367,15631,2,2,3,3,1,1,3,1,5,1.8
15368,15632,2,3,4,4,4,4,4,2,2,2
15369,15633,2,2,3,3,3,3,3,1,1,1
15370,15634,3,3,3,4,4,3,2,-1,3,-0.2
15371,15635,4,4,4,3,3,4,4,0,2,0.4
15372,15636,1,1,1,1,1,1,1,0,0,0
15373,15637,2,2,3,2,1,1,1,-1,3,-0.2
15374,15638,3,3,2,4,4,4,3,0,4,0.8
15375,15639,3,3,3,3,3,3,3,0,0,0
15376,15640,1,1,1,1,1,1,1,0,0,0
15377,15641,2,2,2,2,2,2,2,0,0,0
15378,15642,2,1,1,2,3,4,4,2,4,2.4
15379,15643,1,1,1,1,1,1,1,0,0,0
15380,15644,4,4,4,4,4,4,4,0,0,0
15381,15645,4,4,4,4,4,4,1,-3,3,-1.8
15382,15646,1,1,1,1,1,1,1,0,0,0
15383,15647,1,1,1,1,1,1,1,0,0,0
15384,15648,1,1,2,2,2,1,2,1,3,1.4
15385,15649,2,2,2,2,1,1,2,0,2,0.4
15386,15650,2,3,3,3,3,2,3,1,3,1.4
15387,15651,3,2,2,2,2,3,2,-1,3,-0.2
15388,15652,3,3,3,3,3,3,3,0,0,0
15389,15653,1,2,1,1,2,1,1,0,4,0.8
15390,15654,3,3,4,3,3,3,3,0,2,0.4
15391,15655,2,3,2,2,2,1,2,0,4,0.8
15392,15656,4,4,2,4,4,3,3,-1,5,0.2
15393,15657,3,4,3,4,4,4,3,0,4,0.8
15394,15658,4,4,4,4,4,4,3,-1,1,-0.6
15395,15659,2,1,2,1,1,1,1,-1,3,-0.2
15396,15660,4,4,3,4,4,4,4,0,2,0.4
15397,15661,1,1,1,1,1,1,1,0,0,0
15398,15662,1,1,2,1,1,1,1,0,2,0.4
15399,15664,2,3,2,2,1,2,2,0,4,0.8
15400,15665,1,1,1,1,1,1,1,0,0,0
15401,15666,4,4,4,4,4,4,4,0,0,0
15402,15667,3,3,3,3,3,2,2,-1,1,-0.6
15403,15668,1,3,1,1,1,1,1,0,4,0.8
15404,15669,2,2,2,2,1,2,2,0,2,0.4
15405,15670,2,3,3,3,3,3,3,1,1,1
15406,15671,2,2,2,2,2,3,2,0,2,0.4
15407,15672,3,3,3,3,2,3,3,0,2,0.4
15408,15673,2,1,1,2,1,2,2,0,4,0.8
15409,15675,1,1,1,1,1,1,1,0,0,0
15410,15676,1,2,2,2,1,1,2,1,3,1.4
15411,15677,2,3,3,3,3,4,4,2,2,2
15412,15678,4,4,3,4,3,2,4,0,6,1.2
15413,15679,2,2,2,2,2,2,1,-1,1,-0.6
15414,15680,4,4,4,4,4,4,4,0,0,0
15415,15681,4,4,4,3,4,4,4,0,2,0.4
15416,15682,2,2,3,3,4,3,3,1,3,1.4
15417,15683,4,4,4,4,4,4,4,0,0,0
15418,15684,2,4,3,3,4,4,3,1,5,1.8
15419,15685,1,1,1,1,1,1,1,0,0,0
15420,15686,1,1,1,1,1,1,1,0,0,0
15421,15687,3,2,3,3,3,3,3,0,2,0.4
15422,15688,2,2,3,3,2,3,3,1,3,1.4
15423,15689,2,3,2,2,2,2,2,0,2,0.4
15424,15690,4,2,2,4,4,4,4,0,4,0.8
15425,15691,4,4,4,4,3,3,3,-1,1,-0.6
15426,15692,4,4,4,4,4,4,4,0,0,0
15427,15693,3,3,2,3,3,3,3,0,2,0.4
15428,15694,2,2,2,3,2,2,2,0,2,0.4
15429,15695,4,4,4,4,4,4,4,0,0,0
15430,15696,3,2,3,2,3,2,3,0,6,1.2
15431,15698,1,1,1,1,1,1,1,0,0,0
15432,15699,4,3,3,3,4,3,4,0,4,0.8
15433,15700,4,4,4,4,4,4,4,0,0,0
15434,15701,2,2,1,1,1,1,1,-1,1,-0.6
15435,15702,1,1,2,2,2,2,2,1,1,1
15436,15703,1,1,1,1,1,1,1,0,0,0
15437,15704,1,1,3,3,2,2,3,2,4,2.4
15438,15705,4,4,4,4,4,4,4,0,0,0
15439,15706,3,2,3,3,3,3,3,0,2,0.4
15440,15707,1,4,4,4,4,4,4,3,3,3
15441,15708,4,4,4,4,3,3,3,-1,1,-0.6
15442,15709,3,4,3,4,3,3,4,1,5,1.8
15443,15710,4,4,4,4,4,4,4,0,0,0
15444,15711,3,3,3,3,3,3,3,0,0,0
15445,15712,4,4,4,4,4,4,4,0,0,0
15446,15713,3,3,3,3,3,3,3,0,0,0
15447,15714,4,4,3,3,3,3,4,0,2,0.4
15448,15715,2,2,2,2,2,2,1,-1,1,-0.6
15449,15716,3,4,4,3,3,4,4,1,3,1.4
15450,15717,3,3,3,3,3,3,3,0,0,0
15451,15718,4,4,4,4,4,4,4,0,0,0
15452,15719,1,2,2,2,2,2,2,1,1,1
15453,15720,3,2,4,3,4,3,4,1,7,2.2
15454,15721,4,4,4,4,4,4,4,0,0,0
15455,15722,2,2,2,2,2,3,4,2,2,2
15456,15723,3,3,2,2,2,2,1,-2,2,-1.2
15457,15725,2,4,4,4,4,4,4,2,2,2
15458,15726,3,3,3,3,3,4,4,1,1,1
15459,15727,1,2,2,2,3,3,3,2,2,2
15460,15728,2,2,2,2,2,1,2,0,2,0.4
15461,15729,4,4,4,4,4,4,3,-1,1,-0.6
15462,15730,2,2,4,4,4,4,4,2,2,2
15463,15731,4,4,4,4,4,4,4,0,0,0
15464,15732,2,2,2,2,2,3,2,0,2,0.4
15465,15733,2,2,2,2,3,3,2,0,2,0.4
15466,15734,4,4,4,4,4,4,4,0,0,0
15467,15735,2,2,2,1,2,2,2,0,2,0.4
15468,15736,2,3,2,2,2,3,2,0,4,0.8
15469,15737,1,1,1,1,1,1,1,0,0,0
15470,15738,2,2,2,2,2,1,2,0,2,0.4
15471,15739,3,3,4,3,3,3,3,0,2,0.4
15472,15740,4,4,4,4,4,4,4,0,0,0
15473,15741,1,2,2,4,3,2,2,1,5,1.8
15474,15742,2,2,3,2,1,1,1,-1,3,-0.2
15475,15743,1,1,2,3,2,2,3,2,4,2.4
15476,15744,2,3,2,2,2,2,2,0,2,0.4
15477,15745,1,1,2,2,2,3,2,1,3,1.4
15478,15746,4,4,4,4,4,4,4,0,0,0
15479,15747,2,1,3,3,1,2,2,0,6,1.2
15480,15748,4,4,4,3,3,3,4,0,2,0.4
15481,15749,2,2,3,3,3,3,3,1,1,1
15482,15750,3,3,3,3,3,3,3,0,0,0
15483,15751,1,1,1,1,1,1,1,0,0,0
15484,15752,4,4,4,3,4,4,4,0,2,0.4
15485,15753,3,2,2,3,2,3,4,1,5,1.8
15486,15754,2,2,1,2,1,2,2,0,4,0.8
15487,15755,1,1,2,1,1,1,1,0,2,0.4
15488,15756,3,3,3,2,2,3,3,0,2,0.4
15489,15757,1,2,1,2,2,2,2,1,3,1.4
15490,15758,1,1,1,2,2,1,1,0,2,0.4
15491,15759,1,1,1,1,1,1,1,0,0,0
15492,15760,4,4,4,4,4,4,4,0,0,0
15493,15761,2,2,2,2,2,2,2,0,0,0
15494,15762,1,1,1,1,1,1,2,1,1,1
15495,15763,4,4,4,3,3,4,4,0,2,0.4
15496,15764,4,4,4,3,4,4,3,-1,3,-0.2
15497,15765,1,1,1,1,0,1,1,0,2,0.4
15498,15766,2,2,3,3,3,3,3,1,1,1
15499,15767,1,1,1,1,1,1,2,1,1,1
15500,15769,2,2,3,3,3,3,3,1,1,1
15501,15770,3,2,2,2,2,3,2,-1,3,-0.2
15502,15771,4,3,3,1,2,2,3,-1,5,0.2
15503,15772,1,1,1,1,1,1,1,0,0,0
15504,15773,3,4,3,3,3,4,4,1,3,1.4
15505,15774,4,4,4,3,3,4,4,0,2,0.4
15506,15775,1,1,1,1,1,1,1,0,0,0
15507,15776,3,3,3,2,3,1,2,-1,5,0.2
15508,15777,3,3,3,2,3,3,3,0,2,0.4
15509,15778,4,4,4,4,3,3,4,0,2,0.4
15510,15779,2,1,2,2,2,2,2,0,2,0.4
15511,15780,2,2,2,4,4,4,4,2,2,2
15512,15781,3,4,4,4,3,3,2,-1,3,-0.2
15513,15782,3,3,3,4,3,3,4,1,3,1.4
15514,15783,3,3,4,4,4,4,4,1,1,1
15515,15784,3,3,4,4,4,4,4,1,1,1
15516,15785,3,3,2,3,3,4,3,0,4,0.8
15517,15786,1,1,1,1,1,1,1,0,0,0
15518,15787,1,1,2,3,3,3,3,2,2,2
15519,15788,2,3,3,3,3,3,2,0,2,0.4
15520,15789,4,4,4,4,4,4,4,0,0,0
15521,15790,0,0,1,1,1,2,1,1,3,1.4
15522,15791,2,2,2,2,2,3,2,0,2,0.4
15523,15792,2,3,3,3,3,4,4,2,2,2
15524,15793,3,3,4,3,3,3,3,0,2,0.4
15525,15794,1,1,1,2,2,2,2,1,1,1
15526,15795,4,3,3,3,4,2,2,-2,4,-0.8
15527,15796,1,1,2,2,1,1,1,0,2,0.4
15528,15797,1,1,1,2,1,2,1,0,4,0.8
15529,15798,2,3,3,3,2,3,4,2,4,2.4
15530,15799,2,2,3,3,2,2,2,0,2,0.4
15531,15800,3,4,3,4,4,4,4,1,3,1.4
15532,15801,3,3,3,4,4,4,4,1,1,1
15533,15802,1,1,1,1,1,1,1,0,0,0
15534,15803,1,1,2,2,2,1,1,0,2,0.4
15535,15804,3,3,2,2,3,3,3,0,2,0.4
15536,15805,4,4,4,4,4,4,4,0,0,0
15537,15806,1,1,1,1,1,1,1,0,0,0
15538,15808,2,2,3,3,3,2,2,0,2,0.4
15539,15809,1,2,1,2,3,2,2,1,5,1.8
15540,15810,4,4,4,4,4,3,4,0,2,0.4
15541,15811,1,1,2,2,2,2,2,1,1,1
15542,15812,4,4,4,4,4,4,4,0,0,0
15543,15813,1,1,3,4,4,4,4,3,3,3
15544,15814,4,4,3,3,4,3,3,-1,3,-0.2
15545,15815,2,2,2,2,2,2,3,1,1,1
15546,15816,2,3,2,3,3,3,2,0,4,0.8
15547,15817,2,3,3,2,3,2,2,0,4,0.8
15548,15818,1,2,3,3,2,2,2,1,3,1.4
15549,15819,4,4,4,4,4,4,4,0,0,0
15550,15820,4,4,4,4,3,4,3,-1,3,-0.2
15551,15821,4,4,4,4,4,4,4,0,0,0
15552,15822,3,4,3,3,4,4,4,1,3,1.4
15553,15823,3,4,4,3,4,4,3,0,4,0.8
15554,15824,4,4,4,3,4,4,4,0,2,0.4
15555,15825,4,4,4,4,4,4,4,0,0,0
15556,15826,3,3,2,2,2,2,3,0,2,0.4
15557,15827,2,3,2,2,3,2,2,0,4,0.8
15558,15828,1,1,1,1,1,1,1,0,0,0
15559,15829,1,1,1,1,3,1,3,2,6,2.8
15560,15830,2,2,3,3,3,3,3,1,1,1
15561,15831,3,2,4,4,4,4,4,1,3,1.4
15562,15832,3,4,4,4,3,4,4,1,3,1.4
15563,15833,4,4,4,4,4,4,4,0,0,0
15564,15834,4,4,4,4,4,4,3,-1,1,-0.6
15565,15835,1,1,2,1,1,2,1,0,4,0.8
15566,15836,1,1,1,1,1,1,1,0,0,0
15567,15837,3,3,3,3,3,3,4,1,1,1
15568,15838,1,1,1,2,2,2,1,0,2,0.4
15569,15839,2,2,2,2,1,3,2,0,4,0.8
15570,15840,2,3,4,2,2,1,1,-1,5,0.2
15571,15841,3,3,2,2,2,3,3,0,2,0.4
15572,15842,3,4,3,3,3,4,4,1,3,1.4
15573,15843,3,3,3,2,3,3,3,0,2,0.4
15574,15844,3,3,2,3,4,3,3,0,4,0.8
15575,15845,1,2,2,2,1,2,3,2,4,2.4
15576,15846,2,2,3,4,4,4,4,2,2,2
15577,15847,1,1,1,1,1,1,1,0,0,0
15578,15848,2,2,3,4,3,4,4,2,4,2.4
15579,15849,1,1,1,1,1,1,1,0,0,0
15580,15850,2,4,4,4,4,4,2,0,4,0.8
15581,15851,2,3,3,3,3,3,3,1,1,1
15582,15852,3,4,4,4,4,3,4,1,3,1.4
15583,15853,3,3,4,4,4,4,4,1,1,1
15584,15854,1,1,1,1,1,1,1,0,0,0
15585,15855,4,3,3,4,1,2,2,-2,6,-0.4
15586,15856,4,4,4,4,4,4,4,0,0,0
15587,15857,4,4,4,4,4,4,4,0,0,0
15588,15858,2,2,2,1,3,1,3,1,7,2.2
15589,15859,2,2,2,4,4,4,4,2,2,2
15590,15860,4,4,4,3,4,4,3,-1,3,-0.2
15591,15861,1,1,1,1,1,1,1,0,0,0
15592,15862,1,1,2,2,1,2,2,1,3,1.4
15593,15863,4,4,4,4,4,4,4,0,0,0
15594,15864,4,4,3,3,4,4,4,0,2,0.4
15595,15865,2,3,3,4,4,4,3,1,3,1.4
15596,15867,1,3,4,4,4,3,3,2,4,2.4
15597,15868,1,1,2,2,1,1,1,0,2,0.4
15598,15869,3,4,4,4,4,4,3,0,2,0.4
15599,15870,2,2,2,2,1,2,1,-1,3,-0.2
15600,15871,3,3,4,4,4,4,4,1,1,1
15601,15872,3,3,3,3,3,4,4,1,1,1
15602,15873,3,3,4,3,3,3,4,1,3,1.4
15603,15874,2,3,3,1,1,2,3,1,5,1.8
15604,15875,3,4,4,4,4,4,4,1,1,1
15605,15876,1,3,3,4,3,4,3,2,6,2.8
15606,15877,3,3,3,3,3,3,4,1,1,1
15607,15878,2,2,2,1,2,1,1,-1,3,-0.2
15608,15879,2,4,4,4,4,4,4,2,2,2
15609,15880,2,3,2,3,4,4,4,2,4,2.4
15610,15881,2,2,2,2,2,2,2,0,0,0
15611,15882,1,1,1,1,1,1,1,0,0,0
15612,15883,4,3,3,4,4,4,4,0,2,0.4
15613,15884,1,2,1,1,1,1,1,0,2,0.4
15614,15885,2,1,1,2,2,2,3,1,3,1.4
15615,15886,4,4,4,4,4,4,4,0,0,0
15616,15887,2,2,3,3,3,3,3,1,1,1
15617,15888,1,1,1,2,1,1,2,1,3,1.4
15618,15889,2,2,2,4,4,4,4,2,2,2
15619,15890,1,1,1,2,2,2,2,1,1,1
15620,15891,2,1,2,1,1,1,2,0,4,0.8
15621,15892,4,4,4,4,4,4,4,0,0,0
15622,15893,2,3,3,3,3,2,2,0,2,0.4
15623,15894,2,2,2,2,2,2,2,0,0,0
15624,15895,3,4,4,4,4,4,4,1,1,1
15625,15896,2,1,2,1,1,1,1,-1,3,-0.2
15626,15897,3,3,3,3,3,4,3,0,2,0.4
15627,15898,4,4,4,4,4,4,4,0,0,0
15628,15899,3,3,3,4,3,4,3,0,4,0.8
15629,15900,1,1,2,1,1,1,1,0,2,0.4
15630,15901,2,3,2,2,2,2,2,0,2,0.4
15631,15902,1,1,1,1,1,1,1,0,0,0
15632,15903,3,4,4,4,3,4,4,1,3,1.4
15633,15904,2,4,4,4,3,4,4,2,4,2.4
15634,15905,2,2,2,1,2,1,1,-1,3,-0.2
15635,15906,4,4,4,4,4,4,4,0,0,0
15636,15907,1,2,1,1,2,1,1,0,4,0.8
15637,15908,4,4,4,4,4,4,4,0,0,0
15638,15909,3,4,3,3,3,3,3,0,2,0.4
15639,15910,4,4,4,3,4,3,3,-1,3,-0.2
15640,15911,3,2,3,4,4,4,4,1,3,1.4
15641,15912,1,1,1,1,1,1,1,0,0,0
15642,15913,1,1,1,1,1,1,1,0,0,0
15643,15914,4,3,3,3,2,3,2,-2,4,-0.8
15644,15915,2,2,1,2,2,3,3,1,3,1.4
15645,15916,4,4,3,3,4,4,4,0,2,0.4
15646,15917,3,4,4,3,3,3,3,0,2,0.4
15647,15918,2,2,2,3,3,4,4,2,2,2
15648,15919,1,1,2,2,2,3,2,1,3,1.4
15649,15920,3,3,3,4,3,3,4,1,3,1.4
15650,15921,1,1,2,3,2,2,2,1,3,1.4
15651,15922,4,3,4,4,4,4,4,0,2,0.4
15652,15923,1,1,1,1,1,1,1,0,0,0
15653,15924,2,2,2,1,1,2,1,-1,3,-0.2
15654,15925,0,1,1,2,2,2,2,2,2,2
15655,15926,3,3,3,3,3,2,3,0,2,0.4
15656,15927,2,2,2,1,2,1,1,-1,3,-0.2
15657,15928,1,1,1,1,1,2,1,0,2,0.4
15658,15929,4,4,4,4,4,3,4,0,2,0.4
15659,15930,2,3,3,3,4,4,3,1,3,1.4
15660,15931,3,3,4,4,4,3,3,0,2,0.4
15661,15932,3,2,2,1,1,1,1,-2,2,-1.2
15662,15933,1,2,3,3,3,3,2,1,3,1.4
15663,15934,4,3,3,3,4,3,3,-1,3,-0.2
15664,15935,2,1,2,2,1,2,2,0,4,0.8
15665,15936,1,2,3,2,2,2,3,2,4,2.4
15666,15937,4,4,4,4,4,4,4,0,0,0
15667,15938,1,2,2,1,1,1,1,0,2,0.4
15668,15939,4,4,4,4,4,4,4,0,0,0
15669,15940,1,2,1,1,2,2,2,1,3,1.4
15670,15941,1,1,2,1,1,2,2,1,3,1.4
15671,15942,4,3,4,3,3,3,3,-1,3,-0.2
15672,15943,4,4,4,3,2,1,1,-3,3,-1.8
15673,15944,2,2,3,3,3,3,3,1,1,1
15674,15945,3,2,3,3,3,3,2,-1,3,-0.2
15675,15946,2,3,3,4,4,4,4,2,2,2
15676,15947,4,4,4,4,4,4,4,0,0,0
15677,15948,3,2,3,2,3,2,1,-2,6,-0.4
15678,15949,1,1,1,1,1,1,1,0,0,0
15679,15950,3,3,3,3,4,4,3,0,2,0.4
15680,15951,4,4,4,4,4,4,4,0,0,0
15681,15952,4,3,4,4,4,4,4,0,2,0.4
15682,15953,2,2,2,2,2,2,3,1,1,1
15683,15956,2,3,3,3,3,3,3,1,1,1
15684,15957,4,3,4,3,3,3,3,-1,3,-0.2
15685,15958,3,3,3,3,3,3,3,0,0,0
15686,15959,2,2,3,2,3,2,2,0,4,0.8
15687,15961,1,1,1,1,2,2,2,1,1,1
15688,15962,4,4,4,4,4,3,4,0,2,0.4
15689,15963,4,4,4,4,4,4,4,0,0,0
15690,15964,3,4,4,4,4,4,4,1,1,1
15691,15966,4,4,4,4,4,4,4,0,0,0
15692,15967,3,3,3,3,2,2,2,-1,1,-0.6
15693,15968,3,4,4,4,3,3,3,0,2,0.4
15694,15969,2,2,2,1,1,2,2,0,2,0.4
15695,15970,3,2,3,3,3,4,4,1,3,1.4
15696,15971,3,3,2,3,3,3,2,-1,3,-0.2
15697,15972,2,2,1,1,1,1,2,0,2,0.4
15698,15973,1,2,2,1,2,2,3,2,4,2.4
15699,15974,1,1,2,1,1,1,1,0,2,0.4
15700,15975,1,1,1,1,1,1,1,0,0,0
15701,15976,1,1,2,3,4,3,2,1,5,1.8
15702,15977,1,1,1,1,1,1,1,0,0,0
15703,15978,2,2,3,3,3,3,3,1,1,1
15704,15979,2,3,3,3,3,3,3,1,1,1
15705,15980,3,3,2,2,2,3,2,-1,3,-0.2
15706,15981,1,1,1,1,1,1,1,0,0,0
15707,15982,4,4,4,4,4,4,4,0,0,0
15708,15983,2,2,3,3,2,1,2,0,4,0.8
15709,15984,1,1,2,2,2,2,2,1,1,1
15710,15985,3,4,4,3,3,3,4,1,3,1.4
15711,15986,1,1,1,2,2,2,2,1,1,1
15712,15987,3,3,4,4,3,4,4,1,3,1.4
15713,15988,4,4,4,4,4,4,4,0,0,0
15714,15989,3,2,2,2,2,2,1,-2,2,-1.2
15715,15990,3,4,4,4,3,3,3,0,2,0.4
15716,15991,2,2,2,3,2,2,2,0,2,0.4
15717,15992,2,2,1,2,2,2,2,0,2,0.4
15718,15993,3,4,3,3,3,3,4,1,3,1.4
15719,15994,1,1,1,1,2,1,1,0,2,0.4
15720,15995,1,1,3,4,4,3,3,2,4,2.4
15721,15996,2,3,2,2,3,3,3,1,3,1.4
15722,15997,3,3,4,4,3,4,4,1,3,1.4
15723,15998,1,1,1,1,1,1,1,0,0,0
15724,15999,0,0,1,1,1,1,1,1,1,1
15725,16000,4,4,4,4,3,4,3,-1,3,-0.2
15726,16001,3,3,3,3,3,4,4,1,1,1
15727,16002,3,2,2,3,3,3,3,0,2,0.4
15728,16003,1,2,1,1,1,1,1,0,2,0.4
15729,16004,1,2,1,2,1,2,2,1,5,1.8
15730,16006,1,1,1,1,1,1,1,0,0,0
15731,16007,4,4,4,4,4,4,4,0,0,0
15732,16008,2,3,4,4,3,3,1,-1,5,0.2
15733,16009,2,3,4,3,4,4,4,2,4,2.4
