,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8,¼±_ÃÑ±¸¸ÅÈ½¼ö1,¼±_ÃÑ±¸¸ÅÈ½¼ö2,¼±_ÃÑ±¸¸ÅÈ½¼ö3,¼±_ÃÑ±¸¸ÅÈ½¼ö4,¼±_ÃÑ±¸¸ÅÈ½¼ö5,¼±_ÃÑ±¸¸ÅÈ½¼ö6,¼±_ÃÑ±¸¸ÅÈ½¼ö7,¼±_ÃÑ±¸¸ÅÈ½¼ö8
17689,18045,14846374.0,1657625.0,5139092.0,1986922.0,10115183.0,7510867.0,3866075.0,3467307.0,45.0,14.0,29.0,21.0,43.0,38.0,25.0,12.0
17690,18046,337726.0,641641.0,191615.0,781306.0,715841.0,599029.0,1479355.0,843589.0,19.0,29.0,11.0,29.0,22.0,30.0,47.0,23.0
17691,18047,167683.0,163681.0,184611.0,56225.0,447020.0,1007731.0,22525.0,177560.0,3.0,3.0,6.0,2.0,8.0,10.0,1.0,7.0
17692,18048,21256.0,56034.0,67110.0,412025.0,92944.0,47075.0,54959.0,43872.0,3.0,9.0,4.0,15.0,7.0,3.0,7.0,5.0
17693,18049,727217.0,558821.0,252739.0,892795.0,2193735.0,2271323.0,2182227.0,8089592.0,8.0,9.0,6.0,10.0,19.0,21.0,20.0,16.0
17694,18050,921703.0,1279780.0,588629.0,2034671.0,988806.0,1182253.0,754911.0,1716758.0,28.0,31.0,18.0,36.0,18.0,32.0,17.0,37.0
17695,18051,426440.0,402867.0,579795.0,466832.0,131912.0,587105.0,639024.0,201024.0,17.0,12.0,14.0,15.0,10.0,20.0,16.0,11.0
17696,18052,7678286.0,6289294.0,8205123.0,4243510.0,7365560.0,5770268.0,4145086.0,5648905.0,56.0,56.0,64.0,41.0,42.0,40.0,36.0,43.0
17697,18053,409759.0,1388863.0,857320.0,1904258.0,2359141.0,2125914.0,1276132.0,1125828.0,11.0,30.0,18.0,17.0,33.0,36.0,22.0,20.0
17698,18054,1909461.0,1622181.0,1845453.0,2452103.0,2374159.0,3000728.0,2583685.0,1935712.0,22.0,24.0,18.0,29.0,25.0,41.0,35.0,27.0
17699,18055,964374.0,463540.0,1310127.0,327243.0,483429.0,232484.0,1238852.0,3478957.0,3.0,4.0,8.0,2.0,3.0,4.0,1.0,7.0
17700,18056,241291.0,14010.0,160660.0,363018.0,431709.0,173824.0,158899.0,176237.0,6.0,2.0,6.0,18.0,11.0,9.0,9.0,7.0
17701,18057,0.0,6078.0,0.0,0.0,110238.0,0.0,32661.0,72709.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
17702,18058,928840.0,909567.0,585919.0,489435.0,1044630.0,1213082.0,1143629.0,1010860.0,7.0,14.0,8.0,7.0,10.0,16.0,9.0,16.0
17703,18059,8351558.0,15853059.0,29621393.0,12069562.0,6257267.0,25668692.0,6930000.0,1971899.0,27.0,36.0,46.0,38.0,24.0,43.0,24.0,8.0
17704,18060,749161.0,773183.0,460283.0,744738.0,1251553.0,724045.0,92914.0,0.0,7.0,12.0,6.0,9.0,8.0,7.0,3.0,0.0
17705,18061,1132.0,0.0,6530.0,0.0,0.0,150278.0,0.0,3958.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0
17706,18062,0.0,4316.0,0.0,0.0,401508.0,37532.0,280431.0,646118.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,8.0
17707,18063,0.0,12155.0,400495.0,25718.0,135896.0,35902.0,164487.0,154349.0,0.0,2.0,11.0,2.0,5.0,3.0,9.0,13.0
17708,18064,396565.0,226813.0,280770.0,284748.0,207266.0,401486.0,124675.0,352432.0,19.0,12.0,17.0,22.0,16.0,21.0,9.0,26.0
17709,18065,38378.0,118923.0,12880.0,55250.0,0.0,28738.0,28156.0,0.0,1.0,8.0,3.0,3.0,0.0,3.0,1.0,0.0
17710,18066,35327.0,12979.0,169132.0,8868.0,84145.0,83857.0,11825.0,25447.0,6.0,1.0,5.0,1.0,2.0,4.0,3.0,8.0
17711,18067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17712,18069,39254.0,156563.0,5412.0,242293.0,135571.0,66592.0,42978.0,3288.0,3.0,2.0,1.0,6.0,7.0,1.0,4.0,1.0
17713,18070,0.0,30903.0,48129.0,100655.0,50569.0,368777.0,34913.0,69734.0,0.0,1.0,3.0,4.0,4.0,12.0,2.0,8.0
17714,18071,122664.0,455916.0,813348.0,271283.0,60783.0,76029.0,174566.0,511109.0,11.0,24.0,28.0,5.0,5.0,11.0,17.0,29.0
17715,18072,196812.0,348788.0,67563.0,35473.0,371270.0,59729.0,398122.0,166884.0,4.0,6.0,1.0,1.0,6.0,2.0,9.0,5.0
17716,18073,0.0,256616.0,260308.0,483883.0,291271.0,281350.0,5783433.0,483927.0,0.0,5.0,3.0,3.0,7.0,5.0,3.0,7.0
17717,18074,28144.0,162754.0,0.0,489942.0,0.0,135651.0,408594.0,116252.0,2.0,1.0,0.0,5.0,0.0,4.0,10.0,5.0
17718,18075,2103173.0,652354.0,565354.0,680379.0,944608.0,657131.0,2136233.0,337105.0,38.0,28.0,19.0,24.0,27.0,21.0,35.0,16.0
17719,18076,0.0,4625.0,0.0,0.0,0.0,42786.0,66222.0,20573.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
17720,18077,1458634.0,1068580.0,534515.0,346930.0,397726.0,737448.0,698546.0,683538.0,34.0,19.0,24.0,13.0,23.0,22.0,26.0,23.0
17721,18078,296594.0,592504.0,178059.0,342982.0,389949.0,778627.0,430727.0,711308.0,10.0,18.0,13.0,25.0,19.0,11.0,18.0,16.0
17722,18079,2907883.0,1814496.0,1648504.0,2115106.0,2169259.0,3145605.0,1193801.0,4262729.0,29.0,25.0,20.0,18.0,26.0,29.0,16.0,33.0
17723,18080,702519.0,176865.0,320639.0,258158.0,458851.0,155382.0,166458.0,629593.0,11.0,7.0,14.0,9.0,23.0,6.0,10.0,11.0
17724,18081,109329.0,0.0,0.0,130276.0,30948.0,70131.0,5395.0,427991.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0
17725,18082,2383964.0,1072115.0,524005.0,592335.0,623807.0,391179.0,333251.0,901424.0,21.0,17.0,11.0,9.0,12.0,7.0,6.0,16.0
17726,18083,1376497.0,1941414.0,2965159.0,4081540.0,326668.0,1519701.0,1489347.0,530924.0,9.0,13.0,21.0,19.0,2.0,7.0,10.0,7.0
17727,18084,0.0,0.0,0.0,0.0,6958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17728,18085,0.0,0.0,0.0,262060.0,20227.0,9329.0,0.0,13881.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0
17729,18086,286655.0,46251.0,122584.0,542920.0,40455.0,36460.0,225132.0,33793.0,4.0,2.0,8.0,11.0,3.0,2.0,5.0,2.0
17730,18087,227218.0,32344.0,0.0,266762.0,70623.0,240526.0,186548.0,69205.0,4.0,4.0,0.0,7.0,5.0,6.0,8.0,6.0
17731,18088,257912.0,622997.0,1321085.0,505133.0,0.0,6413.0,2121522.0,374781.0,7.0,6.0,14.0,5.0,0.0,1.0,8.0,8.0
17732,18090,103326.0,0.0,95921.0,0.0,4035.0,84715.0,12377.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
17733,18091,940560.0,725490.0,1091960.0,234088.0,171526.0,438641.0,11037.0,95951.0,12.0,14.0,12.0,6.0,2.0,9.0,1.0,7.0
17734,18092,0.0,0.0,0.0,59410.0,75852.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
17735,18093,520270.0,751345.0,1524815.0,3035053.0,7362576.0,955337.0,512140.0,1473158.0,2.0,5.0,22.0,25.0,22.0,15.0,10.0,20.0
17736,18095,0.0,0.0,0.0,0.0,40353.0,44609.0,0.0,234651.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
17737,18096,619561.0,714056.0,240876.0,192531.0,268112.0,691659.0,248783.0,189952.0,18.0,10.0,7.0,14.0,14.0,9.0,8.0,2.0
17738,18097,0.0,50269.0,134786.0,236030.0,182045.0,895360.0,209197.0,510492.0,0.0,3.0,5.0,9.0,6.0,12.0,8.0,11.0
17739,18098,549723.0,856928.0,114405.0,402988.0,581055.0,211251.0,17321.0,8262.0,18.0,24.0,9.0,17.0,15.0,7.0,3.0,1.0
17740,18099,0.0,1014945.0,56377.0,11972.0,27408.0,0.0,0.0,475913.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0
17741,18100,330967.0,4009499.0,1888622.0,213772.0,1250139.0,140584.0,5336917.0,888536.0,6.0,23.0,10.0,3.0,6.0,3.0,15.0,5.0
17742,18101,0.0,344873.0,316346.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
17743,18102,993510.0,3776836.0,3282035.0,4162597.0,3979359.0,3217985.0,1875048.0,2093603.0,26.0,52.0,40.0,53.0,38.0,44.0,26.0,40.0
17744,18103,11809.0,151083.0,118674.0,26516.0,390252.0,36438.0,104367.0,114409.0,1.0,4.0,6.0,1.0,5.0,2.0,6.0,5.0
17745,18104,12908139.0,6391571.0,7421020.0,6440098.0,5195884.0,1883246.0,959604.0,4639815.0,30.0,31.0,41.0,31.0,23.0,7.0,6.0,23.0
17746,18105,58837.0,55891.0,47734.0,21008.0,47536.0,69915.0,102837.0,42553.0,11.0,7.0,7.0,3.0,7.0,8.0,9.0,7.0
17747,18106,467525.0,871351.0,172070.0,1249225.0,438573.0,754896.0,1317375.0,876464.0,19.0,20.0,12.0,25.0,19.0,20.0,21.0,25.0
17748,18107,12192.0,30594.0,44142.0,16637.0,9688.0,10231.0,55185.0,0.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0
17749,18108,6164832.0,5983697.0,6358765.0,5734159.0,9118546.0,2837779.0,6572007.0,9179252.0,20.0,28.0,26.0,30.0,30.0,11.0,28.0,29.0
17750,18109,187758.0,1460869.0,1017619.0,43456.0,1039726.0,2963638.0,1770399.0,2570125.0,4.0,10.0,17.0,3.0,13.0,25.0,19.0,22.0
17751,18110,72624.0,392361.0,213590.0,100921.0,11023.0,77316.0,52933.0,668129.0,2.0,7.0,11.0,5.0,2.0,3.0,1.0,2.0
17752,18111,160107.0,265761.0,66659.0,537369.0,121860.0,252654.0,161353.0,84086.0,3.0,5.0,1.0,15.0,12.0,7.0,11.0,10.0
17753,18112,366166.0,0.0,360635.0,0.0,374809.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
17754,18113,265203.0,58818.0,105241.0,30152.0,55514.0,311205.0,127535.0,380227.0,8.0,5.0,7.0,1.0,4.0,12.0,9.0,10.0
17755,18114,4428.0,7416.0,5650.0,2749.0,910.0,0.0,0.0,2231.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0
17756,18115,25585.0,118461.0,292315.0,253726.0,196101.0,138547.0,347657.0,297364.0,1.0,7.0,11.0,16.0,11.0,6.0,12.0,12.0
17757,18116,104703.0,490505.0,479717.0,309329.0,1654881.0,231518.0,792639.0,389985.0,3.0,12.0,4.0,5.0,11.0,7.0,12.0,6.0
17758,18117,678014.0,573758.0,1869844.0,597365.0,1667869.0,716926.0,828229.0,747495.0,8.0,12.0,21.0,28.0,29.0,16.0,22.0,21.0
17759,18118,31391.0,85291.0,0.0,61804.0,50062.0,98441.0,41581.0,373368.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,7.0
17760,18119,1482280.0,2264965.0,958618.0,1638162.0,837301.0,755978.0,1326922.0,336858.0,27.0,56.0,30.0,31.0,20.0,29.0,30.0,17.0
17761,18120,9644.0,431918.0,437349.0,369811.0,600049.0,251680.0,723376.0,528333.0,1.0,19.0,24.0,22.0,28.0,14.0,30.0,42.0
17762,18121,103670.0,93470.0,282102.0,1273124.0,405827.0,99909.0,35736.0,115343.0,3.0,3.0,3.0,24.0,15.0,14.0,5.0,3.0
17763,18122,0.0,0.0,79753.0,113993.0,44904.0,340897.0,23144.0,35941.0,0.0,0.0,2.0,5.0,3.0,2.0,2.0,4.0
17764,18123,15548.0,0.0,4508.0,107130.0,60480.0,288245.0,11150.0,57010.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0
17765,18124,0.0,0.0,99650.0,17684.0,84509.0,20160.0,43327.0,1115.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0
17766,18125,1203402.0,2038194.0,1323196.0,688894.0,2423006.0,723926.0,1081742.0,1733613.0,24.0,42.0,23.0,21.0,35.0,26.0,13.0,22.0
17767,18126,0.0,54492.0,8474.0,0.0,0.0,0.0,0.0,9080.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
17768,18127,21551.0,0.0,74567.0,70060.0,131274.0,13619.0,329985.0,2049.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0
17769,18128,1962236.0,4716179.0,1623083.0,10842424.0,9429667.0,4619310.0,731677.0,3602207.0,17.0,42.0,18.0,46.0,29.0,39.0,5.0,25.0
17770,18129,862428.0,3829820.0,533269.0,2587255.0,1089779.0,2780793.0,2059418.0,1112528.0,16.0,45.0,11.0,49.0,18.0,34.0,30.0,30.0
17771,18130,29720.0,41100.0,0.0,123270.0,177999.0,136723.0,194837.0,4049.0,4.0,3.0,0.0,8.0,3.0,4.0,5.0,1.0
17772,18131,2142929.0,3636103.0,3919212.0,3415559.0,1916016.0,5470376.0,5195068.0,3446988.0,35.0,71.0,34.0,51.0,23.0,85.0,68.0,49.0
17773,18132,575968.0,73137.0,41577.0,0.0,56201.0,56406.0,0.0,19168.0,4.0,3.0,3.0,0.0,6.0,8.0,0.0,3.0
17774,18133,127328.0,248035.0,159733.0,79807.0,16060.0,492344.0,260970.0,82192.0,10.0,9.0,7.0,4.0,2.0,7.0,13.0,9.0
17775,18134,216197.0,1070982.0,1572999.0,386030.0,697756.0,1381239.0,365687.0,588289.0,8.0,31.0,21.0,12.0,20.0,14.0,11.0,10.0
17776,18135,0.0,0.0,0.0,10553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17777,18136,15646.0,8653.0,79188.0,6030.0,12035.0,27302.0,23426.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,0.0
17778,18137,3700135.0,2154593.0,716864.0,2439810.0,841107.0,1196731.0,638864.0,1603799.0,27.0,29.0,9.0,23.0,15.0,22.0,16.0,25.0
17779,18138,264022.0,186652.0,0.0,73430.0,184269.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
17780,18139,442825.0,509235.0,66320.0,26596.0,0.0,0.0,91213.0,6610.0,2.0,11.0,1.0,2.0,0.0,0.0,2.0,2.0
17781,18140,462153.0,563971.0,166308.0,194261.0,1585546.0,599974.0,1606397.0,367624.0,14.0,14.0,2.0,8.0,21.0,10.0,11.0,12.0
17782,18141,266728.0,903795.0,249529.0,1285604.0,691311.0,902590.0,395082.0,227216.0,6.0,9.0,3.0,23.0,12.0,11.0,8.0,8.0
17783,18142,209505.0,0.0,0.0,10110.0,309272.0,5791.0,1468715.0,664048.0,3.0,0.0,0.0,1.0,6.0,1.0,7.0,7.0
17784,18143,190404.0,20911.0,59993.0,330435.0,7079.0,59836.0,640823.0,207798.0,5.0,1.0,1.0,4.0,1.0,2.0,6.0,7.0
17785,18144,112772.0,749441.0,279435.0,665871.0,528131.0,721628.0,246060.0,462031.0,10.0,10.0,11.0,24.0,17.0,26.0,15.0,21.0
17786,18146,83547.0,20592.0,36492.0,111351.0,0.0,14680.0,11150.0,166622.0,3.0,2.0,3.0,5.0,0.0,2.0,1.0,12.0
17787,18147,278488.0,873483.0,1729160.0,860816.0,75091.0,775303.0,231846.0,38502.0,2.0,13.0,12.0,14.0,8.0,10.0,9.0,5.0
17788,18148,0.0,9992.0,0.0,389321.0,0.0,0.0,472847.0,259231.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0
17789,18149,9388.0,9302.0,100440.0,0.0,0.0,0.0,4482.0,2470.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
17790,18150,0.0,294605.0,0.0,8859.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
17791,18151,492028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17792,18152,0.0,0.0,0.0,0.0,4339.0,1930.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
17793,18153,413502.0,718898.0,625913.0,617682.0,688228.0,607379.0,2866199.0,904332.0,19.0,23.0,18.0,18.0,22.0,26.0,40.0,18.0
17794,18154,51171.0,0.0,33781.0,0.0,0.0,218436.0,49441.0,94191.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0
17795,18155,4134971.0,2744150.0,3582962.0,4115539.0,4532587.0,5284443.0,1928531.0,7514335.0,37.0,30.0,37.0,40.0,39.0,52.0,26.0,41.0
17796,18156,1074332.0,2134410.0,615687.0,1273301.0,1332583.0,1490220.0,972599.0,1012431.0,20.0,33.0,17.0,19.0,25.0,28.0,17.0,23.0
17797,18157,1363015.0,1565587.0,6002909.0,5038649.0,3849629.0,3467306.0,111497.0,213004.0,5.0,11.0,20.0,35.0,13.0,10.0,1.0,3.0
17798,18158,444103.0,3112160.0,1482307.0,500787.0,841543.0,1443372.0,2008910.0,2491107.0,8.0,31.0,23.0,8.0,13.0,7.0,27.0,14.0
17799,18159,321691.0,113678.0,641857.0,510776.0,202503.0,178597.0,1393640.0,717933.0,38.0,19.0,30.0,42.0,24.0,12.0,27.0,21.0
17800,18160,0.0,4110.0,2825.0,4434.0,46068.0,2895.0,39080.0,340575.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0
17801,18161,386536.0,2041683.0,419047.0,2446817.0,1237548.0,1329704.0,382996.0,942036.0,8.0,20.0,9.0,23.0,14.0,21.0,5.0,20.0
17802,18162,356326.0,1496861.0,2919761.0,1251786.0,1123020.0,7471475.0,1022989.0,635651.0,13.0,19.0,30.0,16.0,20.0,39.0,22.0,10.0
17803,18163,0.0,30388.0,639470.0,753456.0,851106.0,415639.0,618862.0,1004870.0,0.0,1.0,7.0,12.0,15.0,7.0,12.0,18.0
17804,18164,0.0,0.0,0.0,0.0,32575.0,170974.0,1870.0,11204.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0
17805,18165,0.0,0.0,1582.0,0.0,0.0,12857.0,0.0,16525.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
17806,18166,44282.0,27194.0,303331.0,248225.0,129078.0,92759.0,154406.0,0.0,1.0,4.0,9.0,17.0,9.0,9.0,10.0,0.0
17807,18167,76757.0,30800.0,191388.0,96665.0,828504.0,0.0,183372.0,324693.0,2.0,1.0,7.0,2.0,7.0,0.0,5.0,7.0
17808,18168,15735.0,0.0,4734.0,470023.0,0.0,6959.0,24416.0,2801.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
17809,18169,59043.0,0.0,67562.0,3459.0,23767.0,84715.0,756376.0,710400.0,1.0,0.0,2.0,1.0,1.0,1.0,12.0,7.0
17810,18170,158630.0,558307.0,707373.0,399432.0,113070.0,155811.0,673708.0,8593.0,2.0,3.0,14.0,7.0,2.0,3.0,15.0,1.0
17811,18171,0.0,4316.0,0.0,65795.0,0.0,47376.0,59352.0,4875.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,2.0
17812,18172,783900.0,1247848.0,563774.0,0.0,0.0,328887.0,200469.0,430388.0,6.0,18.0,6.0,0.0,0.0,5.0,1.0,6.0
17813,18173,607655.0,2198719.0,214549.0,1806022.0,866026.0,323847.0,381904.0,350904.0,9.0,18.0,8.0,13.0,11.0,4.0,7.0,6.0
17814,18174,0.0,0.0,0.0,447142.0,253850.0,14970.0,102375.0,47013.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,1.0
17815,18175,0.0,0.0,0.0,78042.0,89910.0,29950.0,1050300.0,569657.0,0.0,0.0,0.0,2.0,2.0,1.0,25.0,17.0
17816,18176,457977.0,439630.0,312143.0,331944.0,515123.0,824974.0,591554.0,468805.0,29.0,30.0,14.0,18.0,27.0,43.0,36.0,22.0
17817,18177,271263.0,293574.0,339508.0,396328.0,488637.0,33028.0,329975.0,482924.0,14.0,6.0,7.0,21.0,20.0,3.0,14.0,54.0
17818,18178,0.0,81480.0,311613.0,44253.0,40353.0,25093.0,27029.0,190035.0,0.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0
17819,18179,0.0,0.0,183932.0,10039.0,196345.0,0.0,89873.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0
17820,18180,889684.0,1458191.0,1559025.0,1452200.0,2554488.0,1408090.0,1933229.0,1615638.0,24.0,29.0,30.0,31.0,57.0,28.0,37.0,34.0
17821,18181,253944.0,115575.0,1161891.0,495705.0,581429.0,519977.0,792751.0,275774.0,13.0,7.0,30.0,15.0,13.0,16.0,22.0,12.0
17822,18182,180870.0,99918.0,757198.0,857552.0,90011.0,2895.0,69714.0,12311.0,3.0,1.0,16.0,20.0,1.0,1.0,2.0,1.0
17823,18183,4714.0,44294.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17824,18184,61011.0,22662.0,0.0,56758.0,4844.0,26777.0,178845.0,24622.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0
17825,18185,222248.0,242998.0,162804.0,579813.0,326972.0,487057.0,357228.0,191356.0,8.0,6.0,9.0,22.0,12.0,20.0,14.0,11.0
17826,18186,1440756.0,1701591.0,1254652.0,1695986.0,1223941.0,1152713.0,887223.0,340354.0,14.0,18.0,15.0,35.0,23.0,32.0,33.0,15.0
17827,18187,967277.0,507153.0,283085.0,627976.0,1411115.0,76243.0,62134.0,73701.0,18.0,14.0,7.0,11.0,7.0,3.0,2.0,3.0
17828,18188,52942.0,30800.0,97468.0,35021.0,59245.0,0.0,84579.0,12394.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0
17829,18189,0.0,8035.0,0.0,0.0,0.0,0.0,136837.0,286374.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
17830,18190,119760.0,284304.0,403679.0,2519722.0,623330.0,362022.0,906388.0,644879.0,5.0,7.0,10.0,17.0,10.0,8.0,15.0,13.0
17831,18191,219049.0,145449.0,93434.0,139232.0,277415.0,150663.0,240675.0,49491.0,17.0,8.0,11.0,5.0,22.0,8.0,17.0,2.0
17832,18192,29423.0,0.0,60784.0,0.0,40353.0,29811.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
17833,18193,0.0,0.0,0.0,17559.0,2973.0,0.0,0.0,1115.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
17834,18194,96330.0,40533.0,27024.0,68920.0,41739.0,22442.0,29111.0,19326.0,11.0,10.0,8.0,11.0,13.0,7.0,6.0,3.0
17835,18195,1165122.0,396583.0,0.0,0.0,0.0,274520.0,207339.0,391473.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,13.0
17836,18196,342452.0,857033.0,183119.0,175593.0,1129929.0,234305.0,188081.0,177642.0,4.0,16.0,6.0,3.0,14.0,8.0,3.0,6.0
17837,18197,490701.0,1114937.0,522661.0,1882664.0,1015656.0,832941.0,1979259.0,2311401.0,9.0,19.0,8.0,17.0,17.0,14.0,24.0,30.0
17838,18198,0.0,37598.0,140096.0,85136.0,18204.0,0.0,34339.0,5701.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0
17839,18199,405027.0,1258695.0,5832964.0,2812397.0,1107082.0,536168.0,1048967.0,1132837.0,11.0,13.0,47.0,28.0,18.0,16.0,12.0,25.0
17840,18200,188347.0,69840.0,0.0,49130.0,0.0,134686.0,274125.0,145087.0,5.0,3.0,0.0,2.0,0.0,3.0,4.0,4.0
17841,18202,87385.0,82191.0,0.0,21994.0,5562.0,20374.0,78160.0,8262.0,6.0,3.0,0.0,3.0,1.0,1.0,5.0,1.0
17842,18203,229571.0,0.0,844272.0,2593977.0,270841.0,1020214.0,437393.0,1272265.0,5.0,0.0,13.0,27.0,3.0,5.0,7.0,16.0
17843,18204,132651.0,87557.0,159980.0,230329.0,0.0,235164.0,2703.0,24787.0,3.0,1.0,6.0,9.0,0.0,6.0,1.0,2.0
17844,18205,25094.0,89514.0,71743.0,10819.0,111249.0,19045.0,0.0,42106.0,3.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0
17845,18206,408383.0,838544.0,1388198.0,341918.0,597258.0,139404.0,556020.0,190696.0,7.0,16.0,15.0,11.0,10.0,1.0,7.0,4.0
17846,18207,4477834.0,2358476.0,2437607.0,3135275.0,2609522.0,899083.0,1281198.0,2283639.0,49.0,34.0,35.0,30.0,41.0,21.0,24.0,18.0
17847,18208,141300.0,110734.0,330356.0,292150.0,295821.0,516117.0,439792.0,401634.0,3.0,7.0,6.0,7.0,7.0,18.0,10.0,7.0
17848,18209,0.0,0.0,0.0,0.0,0.0,18702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17849,18211,78233.0,183768.0,383796.0,259124.0,168593.0,87826.0,5395.0,53045.0,3.0,6.0,8.0,16.0,4.0,5.0,1.0,2.0
17850,18212,1037587.0,11530267.0,2772122.0,1885945.0,3172830.0,1429964.0,2199472.0,2026680.0,17.0,27.0,22.0,36.0,26.0,31.0,35.0,33.0
17851,18213,115331.0,17512.0,78748.0,11174.0,17699.0,39567.0,20846.0,4040.0,5.0,2.0,3.0,4.0,2.0,9.0,6.0,1.0
17852,18214,13518292.0,11062437.0,10701591.0,6915779.0,13478747.0,7943731.0,8458599.0,3903238.0,60.0,96.0,78.0,51.0,68.0,58.0,63.0,30.0
17853,18215,732432.0,554228.0,1195111.0,499687.0,812829.0,0.0,511758.0,807358.0,9.0,6.0,6.0,5.0,8.0,0.0,4.0,9.0
17854,18216,6658534.0,11004532.0,10470432.0,5155078.0,3375451.0,4345984.0,5307772.0,3021162.0,69.0,95.0,80.0,56.0,25.0,43.0,36.0,39.0
17855,18217,461758.0,141637.0,717202.0,300194.0,175773.0,381432.0,208971.0,387993.0,5.0,3.0,6.0,4.0,6.0,3.0,6.0,5.0
17856,18218,347963.0,132881.0,111738.0,132759.0,331117.0,240742.0,263043.0,804987.0,5.0,1.0,2.0,7.0,8.0,11.0,8.0,11.0
17857,18219,97125.0,191082.0,67788.0,0.0,25284.0,0.0,259934.0,8675.0,5.0,7.0,3.0,0.0,1.0,0.0,3.0,1.0
17858,18220,111405.0,1869916.0,19998.0,247835.0,369651.0,441697.0,11262.0,24704.0,5.0,11.0,1.0,6.0,6.0,3.0,1.0,2.0
17859,18221,59526.0,56449.0,31070.0,0.0,63715.0,32599.0,0.0,73931.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0
17860,18222,33851.0,34920.0,22483.0,20574.0,0.0,155596.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0
17861,18223,57595.0,41904.0,58096.0,76557.0,17112.0,17018.0,52876.0,7213.0,15.0,12.0,14.0,16.0,5.0,3.0,4.0,3.0
