,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8,±â_ÃÑ±¸¸ÅÈ½¼ö1,±â_ÃÑ±¸¸ÅÈ½¼ö2,±â_ÃÑ±¸¸ÅÈ½¼ö3,±â_ÃÑ±¸¸ÅÈ½¼ö4,±â_ÃÑ±¸¸ÅÈ½¼ö5,±â_ÃÑ±¸¸ÅÈ½¼ö6,±â_ÃÑ±¸¸ÅÈ½¼ö7,±â_ÃÑ±¸¸ÅÈ½¼ö8
13590,13787,123298.0,28637.0,259519.0,265695.0,190946.0,348618.0,66336.0,206312.0,13.0,5.0,13.0,14.0,12.0,15.0,6.0,6.0
13591,13788,241094.0,140092.0,178736.0,148547.0,78177.0,99728.0,10136.0,9336.0,6.0,5.0,4.0,12.0,12.0,13.0,2.0,2.0
13592,13789,116118.0,189133.0,71426.0,55293.0,0.0,394386.0,337589.0,289786.0,5.0,7.0,5.0,3.0,0.0,15.0,17.0,21.0
13593,13790,0.0,0.0,0.0,14012.0,11631.0,87932.0,4504.0,37181.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
13594,13791,0.0,0.0,0.0,0.0,11934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13595,13793,0.0,41616.0,373741.0,261175.0,325243.0,141658.0,120280.0,73368.0,0.0,5.0,17.0,24.0,32.0,23.0,17.0,9.0
13596,13794,62290.0,110940.0,164613.0,128946.0,66749.0,95973.0,404812.0,80889.0,5.0,7.0,9.0,7.0,6.0,7.0,10.0,7.0
13597,13795,25585.0,16687.0,45193.0,36139.0,41769.0,12654.0,71290.0,2561.0,1.0,3.0,3.0,7.0,6.0,2.0,6.0,2.0
13598,13796,2657.0,19572.0,0.0,314737.0,155749.0,6435.0,33786.0,87746.0,1.0,1.0,0.0,6.0,2.0,2.0,5.0,6.0
13599,13797,4920.0,10301.0,0.0,80701.0,186900.0,21447.0,22524.0,33048.0,1.0,1.0,0.0,3.0,5.0,3.0,2.0,4.0
13600,13798,18500.0,6696.0,18642.0,12859.0,0.0,47505.0,43134.0,0.0,3.0,1.0,2.0,1.0,0.0,5.0,6.0,0.0
13601,13799,0.0,0.0,0.0,13835.0,8232.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
13602,13800,69178.0,40483.0,59429.0,248492.0,351743.0,306366.0,396774.0,248863.0,12.0,6.0,9.0,37.0,44.0,31.0,44.0,32.0
13603,13801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13604,13803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13605,13804,25092.0,39143.0,22596.0,230578.0,164245.0,912900.0,1228645.0,521207.0,4.0,5.0,1.0,6.0,15.0,47.0,47.0,23.0
13606,13805,0.0,0.0,9558.0,531322.0,396624.0,122761.0,14866.0,19417.0,0.0,0.0,2.0,10.0,12.0,4.0,3.0,4.0
13607,13806,4428.0,0.0,0.0,6651.0,27409.0,63804.0,104660.0,56514.0,1.0,0.0,0.0,2.0,5.0,4.0,9.0,10.0
13608,13807,0.0,0.0,0.0,938556.0,10103.0,167939.0,113321.0,14459.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0
13609,13808,0.0,0.0,14688.0,38932.0,29228.0,50509.0,11260.0,9499.0,0.0,0.0,1.0,9.0,7.0,10.0,5.0,6.0
13610,13809,0.0,0.0,0.0,47713.0,2326.0,18498.0,65795.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,8.0,0.0
13611,13810,0.0,54595.0,0.0,8957.0,82880.0,19270.0,51019.0,16930.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,4.0
13612,13811,41723.0,47899.0,54570.0,41681.0,132487.0,301758.0,612330.0,84606.0,6.0,3.0,5.0,4.0,13.0,24.0,22.0,4.0
13613,13812,142885.0,0.0,0.0,19331.0,196608.0,9516.0,51807.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
13614,13813,1026398.0,853901.0,819899.0,855268.0,336529.0,420429.0,435952.0,274913.0,29.0,19.0,21.0,23.0,11.0,15.0,18.0,11.0
13615,13814,85023.0,101361.0,126088.0,91877.0,81919.0,223690.0,424699.0,264808.0,6.0,8.0,8.0,11.0,10.0,12.0,24.0,18.0
13616,13815,21452.0,203648.0,0.0,40440.0,13148.0,14477.0,11262.0,8262.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0
13617,13816,11120.0,28842.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13618,13817,23224.0,0.0,5649.0,5410.0,69783.0,23270.0,156771.0,80229.0,4.0,0.0,1.0,2.0,11.0,2.0,17.0,13.0
13619,13818,0.0,0.0,0.0,0.0,16789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
13620,13819,0.0,0.0,0.0,92940.0,35084.0,58870.0,58653.0,0.0,0.0,0.0,0.0,12.0,5.0,10.0,6.0,0.0
13621,13820,23125.0,0.0,0.0,26963.0,115294.0,112703.0,29845.0,24787.0,3.0,0.0,0.0,11.0,3.0,3.0,4.0,1.0
13622,13821,587378.0,270191.0,295557.0,332475.0,42880.0,290176.0,285951.0,122366.0,25.0,19.0,10.0,12.0,8.0,7.0,7.0,6.0
13623,13822,231646.0,518371.0,534818.0,473524.0,178394.0,364017.0,243288.0,62960.0,6.0,14.0,11.0,11.0,5.0,11.0,8.0,2.0
13624,13823,0.0,30903.0,87334.0,17736.0,11833.0,47720.0,56873.0,25614.0,0.0,2.0,6.0,3.0,3.0,6.0,6.0,3.0
13625,13825,51171.0,34508.0,85730.0,74051.0,5461.0,52331.0,41603.0,124183.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0
13626,13826,10332.0,35641.0,203366.0,15644.0,53723.0,27880.0,90144.0,42881.0,2.0,2.0,1.0,1.0,6.0,2.0,8.0,3.0
13627,13827,230761.0,457257.0,386020.0,259310.0,258299.0,141549.0,224290.0,101545.0,12.0,19.0,19.0,11.0,10.0,8.0,8.0,6.0
13628,13828,89597.0,53307.0,21352.0,81942.0,131748.0,180365.0,265222.0,218456.0,15.0,7.0,4.0,13.0,22.0,18.0,26.0,11.0
13629,13829,101555.0,67986.0,50841.0,118393.0,159693.0,249961.0,165780.0,61058.0,1.0,3.0,1.0,6.0,9.0,9.0,7.0,4.0
13630,13830,0.0,0.0,0.0,5321.0,0.0,33779.0,0.0,31562.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
13631,13831,10529.0,0.0,34347.0,15342.0,15777.0,29919.0,78386.0,30654.0,2.0,0.0,3.0,3.0,3.0,6.0,2.0,2.0
13632,13832,51760.0,152250.0,74116.0,165662.0,47029.0,546035.0,377738.0,175491.0,4.0,9.0,3.0,21.0,5.0,14.0,19.0,19.0
13633,13833,439115.0,496162.0,980695.0,819270.0,388644.0,333456.0,275878.0,132859.0,14.0,15.0,15.0,33.0,33.0,21.0,17.0,15.0
13634,13834,12694.0,24207.0,61010.0,357397.0,151399.0,28418.0,9686.0,19334.0,2.0,1.0,3.0,14.0,15.0,4.0,1.0,2.0
13635,13835,779914.0,903015.0,1055004.0,1335080.0,599441.0,505223.0,1344380.0,399148.0,28.0,22.0,29.0,40.0,19.0,14.0,26.0,15.0
13636,13836,987892.0,25650.0,42820.0,28024.0,110642.0,168143.0,49554.0,47922.0,6.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0
13637,13837,21177.0,114506.0,51711.0,48287.0,19519.0,54689.0,60761.0,75899.0,1.0,11.0,4.0,7.0,1.0,7.0,6.0,17.0
13638,13838,16355.0,249797.0,186418.0,117949.0,356117.0,566893.0,225359.0,61761.0,1.0,4.0,6.0,4.0,11.0,11.0,6.0,4.0
13639,13839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13640,13840,13777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13641,13841,0.0,0.0,7344.0,0.0,422747.0,13404.0,0.0,1239.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
13642,13842,0.0,0.0,0.0,8780.0,4652.0,18498.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
13643,13843,180917.0,383614.0,487738.0,282299.0,588012.0,169322.0,395711.0,730221.0,11.0,7.0,16.0,14.0,16.0,9.0,17.0,12.0
13644,13844,0.0,185416.0,20562.0,13746.0,41669.0,17050.0,33787.0,61348.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
13645,13845,15352.0,0.0,40449.0,25718.0,133298.0,19624.0,30858.0,94603.0,4.0,0.0,7.0,4.0,4.0,3.0,4.0,14.0
13646,13846,9841.0,27812.0,37284.0,54096.0,11125.0,5362.0,0.0,0.0,1.0,4.0,4.0,6.0,2.0,1.0,0.0,0.0
13647,13847,243377.0,197415.0,74905.0,36042.0,268514.0,227550.0,73542.0,101463.0,16.0,13.0,7.0,6.0,7.0,8.0,7.0,9.0
13648,13848,0.0,13186.0,53440.0,59684.0,4450.0,5362.0,80412.0,23878.0,0.0,2.0,5.0,3.0,1.0,1.0,4.0,1.0
13649,13849,187562.0,519164.0,169359.0,699936.0,17496.0,156904.0,80312.0,89978.0,4.0,6.0,16.0,31.0,3.0,10.0,6.0,6.0
13650,13850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13651,13851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13652,13852,0.0,0.0,0.0,0.0,58153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
13653,13853,30309.0,75712.0,158232.0,122472.0,132943.0,178653.0,129911.0,84773.0,2.0,5.0,8.0,5.0,7.0,10.0,7.0,8.0
13654,13854,14760.0,6696.0,0.0,0.0,40444.0,80640.0,89648.0,13220.0,2.0,1.0,0.0,0.0,3.0,17.0,7.0,2.0
13655,13855,11470374.0,21015283.0,16480629.0,12383211.0,22513930.0,11479113.0,81314.0,20160.0,38.0,36.0,42.0,49.0,45.0,42.0,2.0,1.0
13656,13856,37395.0,93738.0,32764.0,14189.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
13657,13857,48218.0,0.0,35024.0,42347.0,67913.0,64308.0,11318.0,3305.0,2.0,0.0,3.0,6.0,6.0,4.0,2.0,1.0
13658,13858,4920.0,0.0,22415.0,14632.0,174558.0,135641.0,33290.0,45028.0,1.0,0.0,2.0,7.0,10.0,10.0,9.0,12.0
13659,13859,92108.0,285436.0,47453.0,85668.0,418196.0,16085.0,35476.0,179375.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0
13660,13860,86988.0,373248.0,26438.0,22880.0,49456.0,88791.0,223330.0,118481.0,14.0,15.0,3.0,2.0,5.0,12.0,15.0,14.0
13661,13861,17220.0,70973.0,179528.0,170538.0,195395.0,152164.0,93815.0,276706.0,3.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0
13662,13862,45069.0,0.0,69935.0,68709.0,19114.0,6394.0,0.0,0.0,2.0,0.0,2.0,9.0,3.0,1.0,0.0,0.0
13663,13863,13580.0,0.0,11072.0,8691.0,12945.0,0.0,15655.0,73287.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0
13664,13864,85416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13665,13865,114150.0,74712.0,24518.0,151737.0,13552.0,3217.0,71740.0,34083.0,9.0,11.0,7.0,21.0,1.0,1.0,6.0,7.0
13666,13866,21649.0,425426.0,258726.0,234125.0,110238.0,261974.0,798722.0,193751.0,1.0,3.0,7.0,9.0,4.0,9.0,9.0,8.0
13667,13867,0.0,0.0,0.0,249201.0,13552.0,0.0,0.0,3718.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0
13668,13868,19681.0,83283.0,53440.0,28644.0,41060.0,28202.0,7771.0,40155.0,1.0,6.0,3.0,5.0,6.0,4.0,1.0,2.0
13669,13869,0.0,4635.0,18077.0,0.0,34386.0,13833.0,0.0,5123.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
13670,13870,131863.0,18027.0,0.0,4168.0,180628.0,44289.0,6645.0,67423.0,2.0,2.0,0.0,1.0,10.0,4.0,1.0,7.0
13671,13871,328830.0,131594.0,1082885.0,93651.0,130313.0,228880.0,175197.0,833730.0,14.0,5.0,15.0,4.0,2.0,8.0,3.0,13.0
13672,13872,80988.0,36877.0,268669.0,147215.0,144523.0,147340.0,170625.0,190943.0,6.0,4.0,10.0,8.0,5.0,5.0,9.0,12.0
13673,13873,6396.0,0.0,19207.0,32459.0,4045.0,15013.0,42009.0,59985.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,5.0
13674,13874,0.0,30903.0,4520.0,86644.0,266554.0,54217.0,7095.0,28951.0,0.0,1.0,4.0,2.0,5.0,4.0,1.0,3.0
13675,13875,0.0,14421.0,0.0,0.0,0.0,0.0,9010.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13676,13876,0.0,0.0,0.0,0.0,0.0,26809.0,15317.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
13677,13877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13678,13878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13679,13879,56681.0,603629.0,132639.0,89837.0,67964.0,107072.0,227495.0,97661.0,9.0,5.0,13.0,7.0,10.0,16.0,23.0,28.0
13680,13880,0.0,0.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13681,13881,256897.0,203618.0,28414.0,148147.0,454112.0,104232.0,197371.0,216962.0,14.0,10.0,2.0,11.0,22.0,6.0,12.0,20.0
13682,13882,16867.0,83695.0,141790.0,144243.0,467742.0,414354.0,166660.0,137113.0,2.0,4.0,5.0,8.0,19.0,11.0,8.0,10.0
13683,13883,24601.0,0.0,3389.0,0.0,0.0,0.0,7658.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
13684,13884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13685,13885,6692.0,35332.0,0.0,6119.0,49557.0,129711.0,15767.0,0.0,1.0,2.0,0.0,1.0,3.0,15.0,1.0,0.0
13686,13886,0.0,0.0,0.0,4346.0,26801.0,16944.0,2252.0,2396.0,0.0,0.0,0.0,2.0,7.0,4.0,1.0,1.0
13687,13887,31194.0,18542.0,0.0,0.0,0.0,82034.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
13688,13888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13689,13889,3838.0,20231.0,33216.0,49751.0,74234.0,64235.0,90388.0,28091.0,1.0,3.0,2.0,7.0,5.0,10.0,11.0,7.0
13690,13890,1097508.0,92090.0,150151.0,44784.0,41669.0,44610.0,0.0,35941.0,13.0,8.0,16.0,11.0,5.0,5.0,0.0,4.0
13691,13891,25389.0,0.0,0.0,16584.0,11631.0,43751.0,9011.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0
13692,13892,0.0,0.0,0.0,64917.0,10114.0,11260.0,26466.0,14872.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0
13693,13893,216383.0,205502.0,207231.0,114934.0,80544.0,90934.0,271477.0,32884.0,7.0,9.0,9.0,7.0,5.0,2.0,9.0,1.0
13694,13894,89245.0,0.0,560001.0,717945.0,214458.0,502490.0,393065.0,346896.0,3.0,0.0,16.0,27.0,19.0,21.0,19.0,16.0
13695,13895,483683.0,236570.0,243495.0,342142.0,426124.0,133505.0,661028.0,82624.0,18.0,8.0,7.0,12.0,12.0,7.0,12.0,4.0
13696,13896,211669.0,76638.0,160321.0,274660.0,150488.0,203765.0,275364.0,112741.0,24.0,13.0,12.0,23.0,15.0,13.0,18.0,11.0
13697,13897,0.0,0.0,0.0,241903.0,281874.0,228946.0,310041.0,40485.0,0.0,0.0,0.0,50.0,27.0,24.0,13.0,3.0
13698,13898,53139.0,28379.0,19207.0,239446.0,21138.0,21983.0,29731.0,32223.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0
13699,13899,33832.0,54955.0,189130.0,5764.0,13451.0,139617.0,196639.0,403287.0,2.0,5.0,3.0,1.0,2.0,9.0,4.0,5.0
13700,13900,8856.0,13288.0,9038.0,97996.0,146141.0,8579.0,34350.0,37156.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0
13701,13901,18737.0,284077.0,132639.0,16141.0,125337.0,139373.0,48653.0,65933.0,4.0,7.0,4.0,2.0,12.0,10.0,5.0,9.0
13702,13902,31982.0,59438.0,67337.0,121054.0,105584.0,47442.0,190334.0,53870.0,4.0,6.0,3.0,13.0,12.0,10.0,22.0,9.0
13703,13903,0.0,0.0,0.0,1330.0,15676.0,107127.0,91901.0,35115.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0
13704,13904,147213.0,94458.0,173336.0,76004.0,57597.0,167875.0,238963.0,275956.0,10.0,3.0,6.0,9.0,6.0,6.0,6.0,14.0
13705,13905,11808.0,75526.0,23161.0,20397.0,89201.0,130182.0,383424.0,59074.0,2.0,2.0,2.0,3.0,6.0,7.0,8.0,8.0
13706,13906,0.0,0.0,0.0,0.0,0.0,3110.0,12952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
13707,13907,0.0,0.0,0.0,70592.0,9598.0,49541.0,22749.0,16855.0,0.0,0.0,0.0,2.0,1.0,6.0,5.0,5.0
13708,13908,0.0,0.0,7344.0,14633.0,6159.0,44879.0,17096.0,17020.0,0.0,0.0,2.0,2.0,3.0,7.0,5.0,4.0
13709,13909,88859.0,71591.0,837754.0,315093.0,197723.0,238113.0,383876.0,147896.0,3.0,2.0,10.0,16.0,7.0,10.0,9.0,5.0
13710,13910,0.0,0.0,0.0,0.0,0.0,0.0,57100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13711,13911,0.0,354514.0,0.0,0.0,16181.0,40857.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0
13712,13912,0.0,0.0,0.0,28645.0,0.0,69917.0,27593.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0
13713,13913,12300.0,7725.0,162693.0,23856.0,192664.0,38605.0,42571.0,38916.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,6.0
13714,13914,0.0,0.0,0.0,0.0,7889.0,0.0,14641.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
13715,13915,16237.0,29254.0,237394.0,445518.0,251273.0,169642.0,319740.0,622241.0,2.0,1.0,10.0,22.0,19.0,10.0,19.0,35.0
13716,13916,76805.0,203700.0,418343.0,453129.0,440063.0,367265.0,341978.0,342020.0,6.0,11.0,14.0,14.0,18.0,15.0,11.0,12.0
13717,13917,0.0,0.0,0.0,29266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13718,13918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13719,13919,0.0,53719.0,1474264.0,71763.0,111653.0,29758.0,27108.0,7932.0,0.0,3.0,6.0,4.0,4.0,2.0,3.0,1.0
13720,13920,0.0,8756.0,29827.0,90546.0,85358.0,107555.0,233242.0,109394.0,0.0,1.0,2.0,5.0,6.0,6.0,7.0,5.0
13721,13921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13722,13922,18697.0,21015.0,32538.0,83717.0,57951.0,39355.0,76245.0,49163.0,1.0,3.0,4.0,10.0,7.0,5.0,8.0,7.0
13723,13923,0.0,0.0,0.0,5587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13724,13924,24602.0,3296.0,0.0,17737.0,35397.0,26058.0,12725.0,9832.0,2.0,1.0,0.0,4.0,5.0,5.0,3.0,2.0
13725,13925,1537089.0,2665858.0,3268091.0,2278287.0,2435101.0,2263107.0,2427785.0,1813655.0,32.0,67.0,55.0,43.0,51.0,43.0,50.0,49.0
13726,13926,514198.0,191688.0,114561.0,152740.0,89960.0,238970.0,135261.0,60729.0,9.0,11.0,7.0,7.0,7.0,10.0,7.0,5.0
13727,13927,102666.0,28842.0,97163.0,82034.0,190133.0,499658.0,124290.0,67818.0,9.0,1.0,6.0,7.0,13.0,13.0,6.0,6.0
13728,13928,24601.0,748173.0,114292.0,381410.0,107202.0,34100.0,20835.0,34660.0,1.0,7.0,8.0,8.0,8.0,3.0,1.0,3.0
13729,13929,0.0,0.0,0.0,0.0,0.0,144766.0,79401.0,32224.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,5.0
13730,13930,114840.0,26163.0,462206.0,311280.0,23666.0,90828.0,15204.0,0.0,7.0,3.0,7.0,4.0,3.0,9.0,2.0,0.0
13731,13931,0.0,25752.0,12992.0,141452.0,22250.0,63804.0,30409.0,26852.0,0.0,1.0,2.0,9.0,2.0,5.0,3.0,2.0
13732,13932,90532.0,89164.0,126936.0,108505.0,250311.0,199994.0,122195.0,144260.0,6.0,4.0,8.0,7.0,8.0,11.0,9.0,15.0
13733,13933,72426.0,69324.0,68918.0,55960.0,47332.0,47667.0,53605.0,65422.0,4.0,3.0,6.0,15.0,9.0,10.0,10.0,11.0
13734,13934,0.0,0.0,0.0,0.0,0.0,670749.0,11262.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
13735,13935,234696.0,71384.0,7005.0,122649.0,141450.0,17780.0,70591.0,106461.0,12.0,4.0,2.0,13.0,18.0,5.0,11.0,18.0
13736,13936,0.0,0.0,0.0,21994.0,0.0,0.0,5631.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
13737,13937,21453.0,0.0,0.0,0.0,4045.0,24450.0,0.0,31149.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
13738,13938,0.0,0.0,0.0,69173.0,80301.0,0.0,0.0,11568.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
13739,13939,13285.0,7417.0,102495.0,97267.0,595669.0,113689.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,5.0,0.0,0.0
13740,13940,6396.0,52536.0,27681.0,23413.0,26275.0,27881.0,31195.0,24788.0,1.0,5.0,3.0,5.0,9.0,7.0,11.0,5.0
13741,13941,201848.0,107747.0,94565.0,100213.0,131981.0,493705.0,220178.0,347930.0,11.0,5.0,3.0,5.0,6.0,13.0,8.0,10.0
13742,13942,24110.0,11330.0,8813.0,82033.0,6574.0,0.0,18357.0,14046.0,2.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0
13743,13943,0.0,0.0,0.0,0.0,12136.0,10723.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13744,13944,10726.0,0.0,0.0,20398.0,0.0,5362.0,19597.0,11980.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0
13745,13945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13746,13946,0.0,0.0,94902.0,20398.0,83943.0,0.0,10136.0,41560.0,0.0,0.0,8.0,2.0,3.0,0.0,1.0,7.0
13747,13947,59043.0,14009.0,12428.0,7982.0,19722.0,199509.0,43360.0,1322.0,7.0,2.0,1.0,2.0,4.0,9.0,8.0,1.0
13748,13948,0.0,10301.0,11298.0,8514.0,434175.0,34510.0,5969.0,28837.0,0.0,1.0,1.0,3.0,2.0,9.0,2.0,8.0
13749,13949,46251.0,0.0,5649.0,50815.0,127279.0,43966.0,57324.0,43667.0,6.0,0.0,1.0,3.0,8.0,4.0,9.0,4.0
13750,13950,0.0,45633.0,61405.0,68819.0,38027.0,72265.0,9010.0,438385.0,0.0,2.0,3.0,3.0,3.0,4.0,1.0,8.0
13751,13951,15499.0,0.0,51519.0,11085.0,0.0,4611.0,20835.0,31066.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0
13752,13952,112376.0,68602.0,72535.0,35740.0,33375.0,23163.0,16893.0,11319.0,19.0,12.0,14.0,7.0,5.0,3.0,3.0,4.0
13753,13953,418647.0,70560.0,75132.0,205924.0,50568.0,136723.0,44486.0,103610.0,9.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0
13754,13954,0.0,72518.0,49655.0,54319.0,174417.0,315269.0,160536.0,121267.0,0.0,5.0,2.0,1.0,7.0,4.0,4.0,5.0
13755,13955,150560.0,34508.0,287988.0,176746.0,168037.0,0.0,385778.0,146905.0,1.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0
13756,13956,562043.0,728666.0,458251.0,555283.0,488911.0,413655.0,405160.0,260097.0,25.0,33.0,17.0,28.0,15.0,17.0,13.0,16.0
13757,13957,0.0,0.0,0.0,5321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13758,13958,482374.0,523333.0,805418.0,269333.0,196446.0,85680.0,49779.0,46848.0,14.0,18.0,16.0,14.0,12.0,6.0,6.0,4.0
13759,13959,14269.0,0.0,106428.0,95070.0,115395.0,223903.0,292231.0,110055.0,1.0,0.0,6.0,9.0,18.0,14.0,16.0,15.0
13760,13960,55402.0,60776.0,107896.0,30951.0,282572.0,150669.0,245294.0,81385.0,6.0,4.0,4.0,4.0,13.0,14.0,12.0,7.0
13761,13962,0.0,6181.0,0.0,3361.0,54108.0,56823.0,13954.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0
13762,13963,59043.0,0.0,0.0,78042.0,659810.0,54689.0,9010.0,80641.0,1.0,0.0,0.0,1.0,6.0,2.0,1.0,3.0
13763,13964,0.0,0.0,0.0,2661.0,0.0,24664.0,5631.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
13764,13965,1156549.0,71181.0,229126.0,97107.0,158480.0,149593.0,757276.0,150457.0,10.0,8.0,14.0,12.0,19.0,15.0,7.0,4.0
13765,13966,37394.0,0.0,0.0,45229.0,1214.0,19839.0,18526.0,55854.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0
13766,13967,91024.0,26784.0,65531.0,73071.0,103059.0,66484.0,47862.0,19682.0,7.0,4.0,9.0,14.0,10.0,9.0,7.0,4.0
13767,13968,99007.0,69532.0,75699.0,265662.0,142621.0,348060.0,159811.0,79855.0,12.0,8.0,7.0,18.0,14.0,16.0,10.0,11.0
13768,13969,0.0,0.0,0.0,5764.0,26497.0,3753.0,23088.0,69403.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0
