,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8
13886,14092,3,4,3,4,4,4,4,4
13887,14093,2,3,3,4,2,4,4,4
13888,14094,4,4,1,3,3,2,0,2
13889,14095,0,0,0,0,0,0,0,2
13890,14096,3,4,4,2,4,4,4,3
13891,14097,4,1,4,4,4,4,4,4
13892,14098,4,4,4,4,4,4,4,4
13893,14099,0,0,0,0,0,0,0,0
13894,14100,4,4,4,4,2,3,2,2
13895,14101,0,2,2,3,4,4,3,4
13896,14102,0,0,0,0,0,0,0,0
13897,14103,0,0,2,2,2,2,1,1
13898,14104,0,2,0,0,0,0,0,0
13899,14105,4,4,4,3,4,4,3,3
13900,14106,0,0,0,0,0,0,0,0
13901,14107,2,2,2,3,2,2,3,3
13902,14108,0,0,0,2,2,1,3,2
13903,14109,0,0,0,0,0,0,0,0
13904,14110,0,0,0,0,0,0,0,0
13905,14111,2,2,3,2,3,2,3,3
13906,14112,2,2,3,3,3,3,2,3
13907,14113,3,3,0,2,0,0,2,0
13908,14114,2,0,0,0,4,0,1,3
13909,14115,4,4,3,4,4,4,4,4
13910,14116,2,2,0,2,3,3,3,3
13911,14117,4,3,3,4,4,4,4,4
13912,14118,3,2,3,2,3,2,3,1
13913,14119,4,4,4,4,4,4,4,4
13914,14120,3,0,2,3,0,0,3,4
13915,14122,0,0,0,0,0,0,0,0
13916,14123,2,3,3,3,3,4,3,3
13917,14124,0,2,0,0,0,1,0,0
13918,14125,3,4,3,4,4,4,4,4
13919,14126,3,0,3,3,4,4,4,4
13920,14127,3,2,3,4,3,4,3,2
13921,14128,0,0,0,1,0,2,0,0
13922,14129,4,4,3,3,3,3,3,3
13923,14130,2,2,3,2,2,3,2,2
13924,14131,0,2,0,1,0,0,2,2
13925,14132,0,3,3,4,3,2,4,4
13926,14133,3,4,3,3,3,4,4,3
13927,14134,2,0,3,3,2,4,4,3
13928,14135,0,0,0,2,0,0,2,2
13929,14136,2,2,1,3,3,3,3,3
13930,14137,3,4,4,3,3,3,3,3
13931,14138,2,2,3,2,2,2,4,2
13932,14139,4,4,4,3,4,4,4,4
13933,14140,0,3,0,3,3,2,3,4
13934,14141,0,0,0,0,0,0,0,0
13935,14142,0,4,4,3,4,4,4,4
13936,14143,0,1,2,3,2,0,1,2
13937,14144,0,0,0,0,0,0,0,0
13938,14145,2,0,3,1,0,3,3,2
13939,14146,0,0,0,4,3,2,2,4
13940,14147,2,2,2,3,2,2,3,4
13941,14148,4,4,4,4,4,4,4,4
13942,14149,0,0,0,0,2,3,3,0
13943,14150,4,4,4,2,2,3,3,2
13944,14152,0,0,0,0,1,2,0,2
13945,14153,0,0,0,0,0,0,0,0
13946,14154,0,2,2,3,3,2,3,3
13947,14155,3,3,3,4,3,2,3,3
13948,14156,0,0,0,2,3,3,3,1
13949,14157,0,0,3,2,3,0,3,2
13950,14158,3,4,3,3,3,3,4,3
13951,14159,1,4,2,2,1,2,4,4
13952,14160,4,4,3,4,3,3,4,3
13953,14161,0,0,0,2,2,0,0,1
13954,14162,0,0,0,2,0,4,2,1
13955,14163,0,0,0,2,0,0,0,0
13956,14164,0,0,0,3,3,2,1,1
13957,14165,2,2,0,0,0,0,4,0
13958,14166,0,2,0,2,1,2,0,0
13959,14167,0,0,0,2,0,3,0,2
13960,14168,4,3,0,2,3,2,3,3
13961,14169,3,4,3,3,3,4,4,4
13962,14170,0,0,0,0,0,3,2,2
13963,14171,3,3,4,3,4,4,3,4
13964,14172,4,4,4,4,3,4,4,4
13965,14173,3,4,4,3,4,4,4,4
13966,14174,0,0,1,1,0,0,0,0
13967,14175,2,0,0,3,4,0,0,0
13968,14176,0,0,0,0,0,0,3,2
13969,14177,0,0,0,0,0,0,2,0
13970,14178,0,2,0,4,4,4,4,4
13971,14179,3,3,4,4,4,4,4,4
13972,14180,0,2,0,3,2,2,2,3
13973,14181,0,0,0,0,0,0,0,0
13974,14182,1,4,3,2,2,3,3,2
13975,14183,0,3,4,3,4,3,3,3
13976,14184,0,0,0,0,3,0,3,4
13977,14185,3,4,4,4,4,4,4,3
13978,14186,4,3,4,4,4,3,3,3
13979,14187,0,0,0,0,0,0,1,2
13980,14188,2,4,4,2,2,2,2,0
13981,14189,2,0,0,0,3,2,3,0
13982,14190,0,0,0,4,0,0,3,3
13983,14191,4,4,4,4,4,4,4,2
13984,14192,3,0,3,2,2,2,3,2
13985,14193,0,0,0,0,0,0,0,0
13986,14194,2,0,0,1,1,0,3,0
13987,14195,3,0,0,2,2,2,2,1
13988,14196,0,0,0,0,0,1,0,0
13989,14197,3,3,4,3,2,3,4,3
13990,14198,0,0,0,0,0,0,0,0
13991,14199,0,0,0,2,2,2,2,1
13992,14200,2,4,3,3,1,2,3,4
13993,14201,3,3,2,2,3,2,3,3
13994,14202,3,3,3,3,3,4,4,4
13995,14203,0,0,0,0,0,0,0,0
13996,14204,3,3,3,3,3,3,3,3
13997,14205,4,4,4,4,4,4,4,4
13998,14206,1,0,2,2,2,2,2,2
13999,14207,3,2,0,1,4,3,4,4
14000,14208,0,0,0,1,0,0,1,0
14001,14209,0,0,0,0,0,0,0,2
14002,14210,1,0,0,3,0,3,2,1
14003,14211,0,0,0,0,3,4,4,3
14004,14212,0,0,0,1,0,0,0,0
14005,14213,3,3,4,4,4,3,4,4
14006,14214,0,0,0,1,2,3,1,2
14007,14215,4,2,2,2,4,2,3,1
14008,14217,0,3,3,4,3,3,4,4
14009,14218,0,0,0,0,0,0,0,0
14010,14219,0,4,0,0,2,0,0,0
14011,14220,0,0,0,0,0,0,0,0
14012,14221,0,0,0,0,0,2,0,2
14013,14222,0,0,0,0,0,0,0,0
14014,14223,0,0,0,0,1,3,2,2
14015,14224,0,2,2,2,3,3,3,2
14016,14225,3,4,3,3,3,1,4,4
14017,14226,3,4,4,3,4,4,4,3
14018,14227,3,2,2,3,2,2,2,2
14019,14228,0,0,0,0,0,4,0,0
14020,14229,0,0,0,2,0,1,0,0
14021,14230,0,0,0,0,0,0,0,0
14022,14231,2,0,0,3,2,2,4,3
14023,14232,4,3,4,3,3,4,3,3
14024,14233,4,4,4,4,4,4,4,3
14025,14234,3,0,2,2,2,1,1,1
14026,14235,4,4,4,4,4,4,4,4
14027,14236,4,3,4,3,4,4,4,4
14028,14237,0,0,0,0,0,0,0,0
14029,14238,0,0,0,0,0,0,0,0
14030,14239,1,2,1,1,2,0,1,1
14031,14240,1,0,0,2,2,2,1,2
14032,14241,1,0,0,2,3,4,3,3
14033,14242,3,4,4,3,2,3,4,3
14034,14243,3,0,3,0,0,3,3,1
14035,14244,0,0,0,2,0,2,0,0
14036,14245,2,0,2,1,2,1,2,1
14037,14246,0,0,0,0,0,0,0,0
14038,14247,2,0,0,0,0,1,0,0
14039,14248,2,2,2,2,2,2,2,2
14040,14249,3,2,3,4,4,2,2,2
14041,14250,2,0,2,2,3,3,3,3
14042,14251,0,0,0,2,2,3,3,2
14043,14252,2,3,1,3,3,4,3,3
14044,14253,2,2,3,2,3,3,3,2
14045,14254,0,0,0,0,0,1,0,0
14046,14255,4,3,4,3,4,4,4,4
14047,14256,0,0,2,2,3,2,0,3
14048,14257,3,4,4,2,3,3,3,2
14049,14259,3,2,4,3,3,3,1,3
14050,14260,2,2,0,1,0,2,1,1
14051,14261,0,0,3,2,4,0,2,0
14052,14262,4,4,4,4,4,4,4,4
14053,14263,3,3,3,4,4,4,4,3
14054,14264,0,0,0,2,1,1,1,1
14055,14265,4,4,4,4,4,4,4,4
14056,14266,3,3,3,3,4,1,4,3
14057,14267,1,0,0,4,4,4,4,4
14058,14268,0,0,0,0,0,0,0,2
14059,14269,0,0,0,2,0,0,0,0
14060,14270,2,3,0,3,0,0,1,1
14061,14271,3,4,3,4,3,4,2,0
14062,14272,0,0,0,0,4,0,0,0
14063,14273,2,4,4,4,4,4,4,3
14064,14274,3,2,3,2,2,3,3,2
14065,14275,3,2,0,3,3,3,3,3
14066,14276,0,0,0,0,0,0,2,0
14067,14277,0,0,1,2,2,2,2,2
14068,14278,0,0,0,0,0,0,2,0
14069,14279,0,2,0,1,1,2,3,2
14070,14280,0,0,0,0,0,3,0,0
14071,14281,0,0,2,2,0,0,2,0
14072,14282,0,0,3,2,2,3,4,3
14073,14283,2,4,2,4,2,3,4,3
14074,14284,3,3,4,3,3,2,0,0
14075,14285,3,2,4,4,4,3,4,4
14076,14286,4,4,4,3,3,3,4,2
14077,14287,0,3,2,3,2,2,2,3
14078,14288,3,3,3,4,4,4,4,4
14079,14289,0,2,3,3,4,2,3,3
14080,14290,4,4,4,4,4,4,4,4
14081,14291,1,3,2,4,3,3,4,3
14082,14292,4,4,4,4,4,4,4,4
14083,14293,2,3,3,3,4,4,4,4
14084,14294,4,4,4,4,4,4,4,4
14085,14295,0,2,3,0,0,3,3,4
14086,14296,4,4,4,3,4,4,4,3
14087,14297,0,0,0,4,0,0,0,0
14088,14298,2,3,2,1,2,3,2,2
14089,14299,2,2,1,2,4,0,0,0
14090,14300,2,1,0,2,3,4,3,3
14091,14301,0,0,0,0,0,0,4,0
14092,14302,1,3,4,4,4,4,4,4
14093,14303,0,2,0,2,2,0,0,2
14094,14304,0,0,2,2,0,0,0,0
14095,14305,0,0,0,0,2,0,0,2
14096,14306,4,4,4,4,3,4,4,4
14097,14307,3,3,4,3,4,2,4,4
14098,14308,0,0,0,4,4,4,3,2
14099,14309,4,4,4,4,3,3,3,4
14100,14310,0,0,0,0,1,2,0,0
14101,14311,3,2,3,3,2,1,2,4
14102,14312,0,0,0,0,0,0,0,0
14103,14313,0,0,0,1,4,0,0,0
14104,14314,0,2,0,3,2,2,3,2
14105,14315,4,4,4,4,4,4,4,4
14106,14316,4,4,4,4,4,4,4,4
14107,14317,0,0,0,0,0,0,0,0
14108,14318,2,4,3,4,4,4,4,4
14109,14319,2,2,0,4,3,4,2,3
14110,14320,3,4,4,4,4,4,4,1
14111,14321,1,0,0,0,0,0,0,0
14112,14322,3,2,4,4,4,2,4,4
14113,14323,2,2,3,3,4,4,3,2
14114,14324,4,3,4,4,4,4,4,4
14115,14325,0,2,2,2,2,0,2,2
14116,14326,0,0,0,0,1,2,3,3
14117,14327,1,0,0,0,2,2,2,0
14118,14328,0,2,2,2,2,1,2,2
14119,14329,0,0,0,0,0,0,0,0
14120,14330,3,3,3,3,3,4,4,1
14121,14331,4,4,3,4,3,3,2,2
14122,14332,3,3,4,2,4,3,3,3
14123,14333,0,0,0,1,0,0,0,0
14124,14334,2,0,0,0,0,2,0,0
14125,14335,2,3,2,3,2,4,4,3
14126,14336,3,4,2,4,2,3,3,4
14127,14337,3,4,4,4,4,4,4,3
14128,14338,0,0,2,1,0,3,3,3
14129,14339,3,3,3,3,4,4,4,4
14130,14340,0,0,1,2,2,1,3,2
14131,14341,0,0,0,0,0,0,0,2
14132,14342,3,4,4,4,4,4,4,4
14133,14343,0,1,0,1,0,0,0,0
14134,14344,4,4,4,4,4,4,4,4
14135,14345,1,1,4,4,4,0,0,2
14136,14346,0,4,2,0,2,2,3,2
14137,14347,0,0,0,0,0,0,2,0
14138,14348,0,0,0,0,0,0,0,0
14139,14349,0,0,0,0,0,0,1,1
14140,14350,0,0,0,1,0,0,0,0
14141,14351,3,2,3,4,3,3,3,3
14142,14352,2,2,3,3,2,2,3,2
14143,14353,3,3,3,4,0,3,4,3
14144,14354,0,0,0,0,0,0,0,0
14145,14355,0,0,0,2,0,1,1,1
14146,14356,0,0,0,0,0,0,0,0
14147,14357,0,0,0,0,0,0,0,0
14148,14358,3,3,4,3,4,4,4,2
14149,14359,0,0,0,3,0,0,0,0
14150,14360,3,0,3,2,2,2,2,1
14151,14361,2,1,0,4,0,3,2,0
14152,14362,0,0,0,0,3,3,0,2
14153,14363,0,0,0,0,0,0,0,0
14154,14364,0,0,4,0,2,0,0,0
14155,14365,0,0,0,2,2,3,3,2
14156,14367,0,0,0,2,0,0,0,2
14157,14368,0,4,3,3,0,2,2,4
14158,14369,4,4,4,4,4,4,4,4
14159,14371,2,3,4,4,4,4,4,4
14160,14372,0,0,0,3,2,2,4,3
14161,14373,2,0,0,0,0,2,3,0
14162,14374,4,4,3,4,4,4,4,3
14163,14375,0,0,0,2,1,2,3,2
14164,14376,4,2,0,3,2,0,0,3
14165,14377,2,3,2,3,3,2,2,0
14166,14378,0,0,1,2,3,0,0,0
14167,14379,0,2,0,0,0,0,0,0
14168,14380,3,4,3,2,2,2,3,2
14169,14381,2,3,0,3,1,2,2,2
14170,14382,3,3,4,3,3,4,4,2
14171,14383,0,2,4,0,0,3,4,2
14172,14384,3,3,3,3,3,3,4,4
14173,14385,2,3,2,2,2,3,4,3
14174,14386,2,0,0,0,0,0,0,1
14175,14387,0,1,0,0,0,0,0,0
14176,14388,3,4,4,4,2,2,2,1
14177,14389,4,3,4,4,4,4,4,4
14178,14390,0,0,1,0,0,0,0,1
14179,14391,0,0,0,2,2,0,1,2
14180,14392,0,0,0,3,3,2,2,2
14181,14393,2,2,0,3,3,2,3,2
14182,14394,3,3,4,2,3,4,4,3
14183,14395,0,2,2,3,2,1,2,1
14184,14396,0,0,0,0,1,0,0,0
14185,14397,0,2,4,4,3,3,4,4
14186,14398,3,0,1,3,3,2,3,3
14187,14399,3,2,0,1,1,1,0,0
14188,14400,0,0,0,0,0,0,0,0
14189,14401,0,3,4,4,4,2,4,3
14190,14402,1,0,0,0,1,0,0,0
14191,14403,1,2,2,2,2,4,2,2
14192,14404,0,0,2,2,0,1,1,0
14193,14406,0,0,0,0,0,0,0,0
14194,14408,0,0,2,0,0,2,0,0
14195,14409,2,0,2,2,2,2,3,3
14196,14410,0,0,0,3,0,0,0,0
14197,14411,3,2,4,3,4,3,3,3
14198,14412,2,2,3,0,4,4,4,4
14199,14413,0,0,0,0,1,0,0,0
14200,14414,0,0,0,3,1,2,0,0
14201,14415,0,2,0,0,0,0,0,0
14202,14416,2,0,0,0,0,0,0,0
14203,14417,0,2,0,0,0,0,0,0
14204,14418,4,3,3,4,4,4,4,3
14205,14419,3,0,1,1,4,0,2,2
14206,14420,0,0,2,1,3,2,2,4
14207,14421,0,0,0,0,0,4,0,0
14208,14422,4,4,3,4,4,4,4,4
14209,14423,2,2,2,4,4,4,4,3
14210,14424,3,3,4,3,3,3,4,3
14211,14425,4,3,3,3,3,3,3,3
14212,14426,3,3,4,4,4,2,3,4
14213,14427,4,3,4,2,4,2,3,3
14214,14428,0,0,0,3,4,3,2,2
14215,14429,2,0,0,1,2,2,3,2
14216,14430,2,2,0,3,3,2,3,2
14217,14431,2,0,3,4,3,2,3,0
14218,14432,3,1,0,2,2,2,4,4
14219,14433,3,4,4,3,4,3,3,4
14220,14434,3,2,2,2,1,2,0,3
14221,14435,4,3,3,4,4,2,4,3
14222,14436,4,3,3,3,4,4,4,4
14223,14437,3,3,4,4,4,4,2,1
14224,14438,0,0,0,0,0,0,0,2
14225,14439,0,0,3,4,3,3,3,2
14226,14440,0,0,0,3,3,2,3,3
14227,14441,3,2,0,2,2,3,3,2
14228,14442,0,0,0,1,4,3,4,3
14229,14443,4,4,4,3,3,3,3,4
14230,14444,2,2,3,3,2,3,3,4
14231,14445,4,0,4,3,1,0,3,2
14232,14446,0,0,0,1,1,1,0,2
14233,14447,4,4,4,4,4,3,2,2
14234,14448,0,0,0,0,0,2,0,0
14235,14449,0,0,0,4,3,4,3,3
14236,14450,4,3,3,3,4,4,4,4
14237,14451,3,2,3,4,3,3,3,4
14238,14452,3,3,3,4,3,2,2,2
14239,14453,2,3,3,2,4,4,3,2
14240,14454,4,4,4,4,2,4,3,2
14241,14455,2,3,1,2,2,3,4,2
14242,14456,4,3,3,4,0,2,3,3
14243,14457,4,3,3,3,4,4,3,2
14244,14458,0,4,0,0,2,2,0,0
14245,14459,0,0,0,0,0,2,2,1
14246,14460,2,2,3,3,2,4,3,3
14247,14461,0,2,0,1,2,2,0,1
14248,14462,2,2,2,2,2,2,3,0
14249,14463,3,4,4,4,3,3,4,3
14250,14464,0,3,0,0,3,4,3,0
14251,14465,0,0,2,0,3,0,2,3
14252,14466,2,3,3,2,3,2,3,3
14253,14467,0,0,1,2,3,4,3,2
14254,14468,2,2,2,2,3,3,1,0
14255,14469,0,0,0,0,3,0,0,0
14256,14470,0,2,3,4,3,4,4,4
14257,14471,0,0,0,0,1,2,1,0
14258,14472,2,4,3,2,3,2,4,2
14259,14474,4,4,4,4,4,3,2,4
14260,14475,2,3,3,2,0,2,2,0
14261,14476,4,3,4,3,3,2,4,3
14262,14477,4,4,0,2,3,3,2,3
14263,14478,3,0,2,1,0,0,0,0
14264,14479,0,0,3,0,2,3,4,3
14265,14480,2,0,2,4,4,4,3,4
14266,14481,4,4,4,4,4,4,4,3
14267,14482,4,4,3,4,4,4,4,4
14268,14483,3,4,4,4,3,1,2,2
14269,14484,0,0,0,0,0,0,0,0
14270,14485,4,4,4,4,4,4,4,4
14271,14486,4,3,4,4,3,3,4,4
14272,14487,4,4,4,4,3,4,4,2
14273,14488,0,0,0,0,0,0,0,0
14274,14489,0,0,0,2,2,1,2,2
14275,14490,4,4,3,4,2,3,4,4
14276,14491,0,0,1,0,0,0,0,0
14277,14492,3,3,3,2,3,3,3,1
14278,14493,0,0,0,0,0,1,2,0
14279,14494,2,2,2,2,3,2,4,2
14280,14495,2,2,3,2,2,2,3,3
14281,14496,4,3,4,3,4,4,4,3
14282,14497,1,3,2,3,2,3,2,2
14283,14498,0,0,0,0,0,0,0,0
14284,14499,0,0,0,0,0,0,0,0
14285,14500,2,4,3,4,3,3,3,4
14286,14501,3,4,4,4,3,4,4,4
14287,14502,1,2,0,2,3,0,0,2
14288,14503,3,3,3,2,3,4,4,4
14289,14504,0,0,0,0,0,0,2,0
14290,14505,0,0,0,0,0,0,0,0
14291,14506,0,2,2,0,0,0,0,4
14292,14507,0,0,0,2,0,0,2,2
14293,14508,4,4,4,4,4,4,4,3
14294,14509,3,3,1,4,3,4,4,2
14295,14510,3,4,1,3,3,4,4,2
14296,14511,4,3,4,3,3,3,4,2
14297,14512,0,0,0,0,0,0,2,0
14298,14513,0,0,3,2,2,1,3,2
14299,14514,0,0,0,2,0,2,0,0
14300,14515,2,3,4,4,0,2,3,3
14301,14516,2,1,0,3,3,3,3,2
14302,14517,2,0,0,2,3,4,4,2
14303,14518,0,0,0,0,0,0,0,3
14304,14519,0,0,2,4,2,3,1,3
14305,14520,3,2,3,4,4,3,3,3
14306,14521,4,4,4,3,4,3,4,4
14307,14522,2,2,1,3,2,3,3,2
14308,14523,3,4,4,3,4,2,3,3
14309,14524,2,4,3,3,4,4,4,3
14310,14525,0,3,2,2,1,2,1,2
14311,14526,2,2,0,2,2,1,3,3
14312,14527,2,2,2,3,4,3,4,3
14313,14528,2,2,2,2,2,3,3,2
14314,14529,1,0,0,2,1,2,1,2
14315,14530,2,3,3,4,4,4,3,3
14316,14531,0,3,0,0,1,0,0,2
14317,14532,4,2,0,2,0,3,1,0
14318,14533,3,4,4,4,3,3,4,4
14319,14534,3,4,4,4,4,4,3,3
14320,14535,2,3,2,2,0,1,2,0
14321,14536,0,0,0,0,0,0,0,0
14322,14537,2,3,3,2,4,4,4,3
14323,14538,2,4,3,3,4,3,2,3
14324,14539,2,3,4,3,3,3,3,3
14325,14540,3,4,4,4,4,4,4,2
14326,14541,2,0,0,2,1,2,2,2
14327,14542,0,0,0,3,3,2,3,2
14328,14543,2,2,3,2,3,3,3,4
14329,14544,3,2,3,3,0,2,3,0
14330,14545,0,0,0,0,0,0,0,0
14331,14546,2,0,1,2,2,3,2,4
14332,14547,2,0,0,0,1,3,1,2
14333,14548,0,0,0,0,0,0,0,0
14334,14549,4,4,4,4,4,4,4,4
14335,14550,2,3,4,3,4,4,4,4
14336,14551,2,0,0,4,3,2,2,0
14337,14552,0,0,0,3,3,4,3,2
14338,14554,4,4,4,4,4,4,4,4
14339,14555,0,0,0,4,2,0,3,3
14340,14556,1,2,2,2,0,2,1,3
14341,14557,2,2,1,3,3,4,3,3
14342,14558,0,4,3,3,4,4,4,3
14343,14559,0,0,0,2,3,2,3,2
14344,14560,4,4,4,3,3,4,3,4
14345,14561,0,0,0,0,1,2,1,3
14346,14562,0,2,0,2,0,1,3,2
14347,14563,4,4,4,4,4,4,4,4
14348,14564,0,0,0,0,0,0,0,0
14349,14565,0,2,0,2,2,3,3,2
14350,14566,0,0,0,0,0,0,0,4
14351,14567,0,0,0,2,0,0,0,0
14352,14568,0,2,0,3,3,3,3,2
14353,14569,2,3,2,3,3,2,2,2
14354,14570,3,3,4,4,4,4,4,4
14355,14571,2,2,0,2,2,0,0,0
14356,14572,0,0,0,0,0,0,0,0
14357,14573,4,4,1,3,3,4,4,4
14358,14574,3,3,3,3,4,4,4,4
14359,14575,0,0,0,0,0,0,0,0
14360,14576,3,0,3,3,3,4,3,1
14361,14577,0,0,0,0,0,0,2,0
14362,14578,2,2,3,3,2,1,2,1
14363,14579,0,0,0,0,0,0,0,0
14364,14580,3,4,4,4,4,3,3,4
14365,14581,0,0,0,0,0,0,0,0
14366,14582,1,0,0,2,2,1,2,2
14367,14583,4,4,4,4,4,4,4,4
14368,14584,4,2,0,3,4,4,4,4
14369,14585,0,0,0,1,0,0,2,0
14370,14586,4,4,4,4,4,4,4,3
14371,14587,0,0,0,0,0,0,0,0
14372,14588,0,0,0,0,0,0,0,0
14373,14589,0,0,0,0,0,2,0,0
14374,14590,3,3,3,3,3,3,3,4
14375,14591,0,4,2,0,0,0,0,1
14376,14592,2,2,2,3,0,2,2,3
14377,14593,2,0,1,3,0,3,2,1
14378,14594,4,3,3,2,3,3,3,0
14379,14595,3,2,3,4,2,3,4,3
14380,14596,4,4,4,3,4,3,4,3
14381,14597,0,0,0,3,3,3,1,1
14382,14598,0,0,0,3,2,4,3,3
14383,14599,3,2,4,4,3,3,3,0
14384,14600,0,3,0,2,2,2,2,3
14385,14601,0,0,2,3,4,4,4,3
14386,14602,0,0,0,0,0,0,0,1
14387,14603,0,0,0,0,0,0,0,0
14388,14604,2,2,3,3,3,3,3,2
14389,14605,0,2,2,1,3,0,0,0
14390,14606,4,4,4,3,3,3,3,3
14391,14607,0,0,0,2,2,2,0,0
14392,14608,3,2,0,1,4,2,3,0
14393,14609,0,0,0,0,0,0,0,0
14394,14610,0,2,2,4,4,3,2,2
14395,14611,3,2,2,3,3,3,2,3
14396,14612,3,3,3,4,4,4,4,4
14397,14613,2,2,4,4,0,3,0,0
14398,14614,0,2,0,3,1,2,4,0
14399,14615,0,0,1,1,0,0,0,0
14400,14616,0,0,0,0,0,0,0,0
14401,14617,2,4,4,3,3,2,3,3
14402,14618,3,2,2,3,2,3,3,1
14403,14619,3,3,4,1,3,4,0,2
14404,14620,0,2,2,2,3,3,3,3
14405,14621,2,1,0,0,0,2,0,1
14406,14622,3,3,3,4,4,4,4,3
14407,14623,0,0,0,0,2,1,1,0
14408,14624,0,2,0,3,3,4,3,0
14409,14625,4,4,4,4,4,4,4,4
14410,14626,4,0,0,0,0,0,0,0
14411,14628,3,3,4,4,4,4,4,4
14412,14629,3,2,2,2,4,2,3,4
14413,14630,4,4,4,3,4,0,4,4
14414,14631,1,0,0,0,0,0,0,0
14415,14632,0,0,2,3,2,0,0,3
14416,14633,0,2,2,2,3,3,2,2
14417,14634,0,2,2,0,0,2,0,0
14418,14635,0,3,2,0,2,2,1,3
14419,14636,4,3,0,2,3,3,3,1
14420,14637,3,3,3,3,2,2,2,0
14421,14638,0,0,0,0,0,2,0,1
14422,14639,2,3,4,4,4,3,4,4
14423,14640,3,2,3,3,3,3,3,3
14424,14641,2,2,0,1,0,2,0,1
14425,14642,2,0,2,2,2,3,3,3
14426,14643,3,2,4,2,3,2,3,2
14427,14644,0,0,0,2,0,0,0,0
14428,14645,2,3,1,2,3,3,2,3
14429,14646,2,0,0,1,2,0,3,0
14430,14647,0,3,2,2,3,0,3,2
14431,14648,3,3,4,2,3,4,4,3
14432,14649,4,4,3,4,4,4,4,4
14433,14650,4,0,2,0,4,2,3,0
14434,14651,3,4,4,2,2,2,3,3
14435,14652,4,4,4,4,4,4,4,4
14436,14653,4,4,4,3,4,3,4,3
14437,14654,3,2,2,2,4,3,4,3
14438,14655,3,2,3,4,3,3,0,4
14439,14656,4,3,4,4,3,3,2,3
14440,14657,0,0,0,0,0,0,0,0
14441,14658,2,4,3,3,4,4,4,3
14442,14659,4,3,4,4,3,2,3,3
14443,14660,2,0,0,2,0,0,1,2
14444,14661,3,2,3,4,4,3,4,3
14445,14662,1,3,3,4,3,3,4,3
14446,14663,2,0,0,2,2,2,2,2
14447,14664,4,3,2,4,3,4,2,1
14448,14665,0,0,4,2,2,2,2,0
14449,14666,3,4,3,4,4,4,4,4
14450,14668,2,0,0,0,0,0,2,1
14451,14669,3,2,3,3,4,2,0,0
14452,14670,2,3,4,3,2,3,4,3
14453,14671,0,0,0,2,0,0,0,0
14454,14672,2,2,1,2,0,0,2,0
14455,14674,2,3,2,3,1,3,3,3
14456,14675,3,4,4,4,4,4,4,4
14457,14676,1,2,3,2,4,4,4,4
14458,14677,0,0,0,3,4,4,4,4
14459,14678,0,2,3,3,3,3,2,0
14460,14679,2,0,0,1,2,0,1,2
14461,14680,3,3,3,4,4,4,2,2
14462,14681,4,0,0,2,0,0,0,1
14463,14682,3,2,0,2,3,3,4,2
14464,14683,4,3,3,4,3,2,4,3
14465,14684,4,0,1,3,2,4,4,3
14466,14685,0,2,4,3,4,2,2,2
14467,14686,0,0,0,0,0,0,4,2
14468,14688,0,0,0,0,0,0,0,0
14469,14689,0,0,3,4,4,3,4,4
14470,14690,2,3,2,2,2,2,2,2
14471,14691,2,4,0,4,3,4,3,2
14472,14692,0,0,0,2,4,2,4,2
14473,14693,2,2,4,4,3,3,3,3
14474,14694,0,0,0,0,2,2,0,0
14475,14695,2,1,2,3,3,1,2,2
14476,14696,4,4,2,0,3,3,3,3
14477,14697,4,0,3,4,3,0,2,2
14478,14699,3,0,0,2,2,0,3,0
14479,14700,2,2,3,2,4,4,4,3
14480,14701,1,2,0,2,3,2,4,3
14481,14702,0,3,4,3,4,4,4,3
14482,14703,1,3,3,3,3,3,4,2
14483,14704,0,0,0,0,4,0,0,0
14484,14705,0,2,1,3,0,1,2,0
14485,14706,3,3,3,4,3,3,2,1
14486,14707,0,0,0,3,2,4,2,2
14487,14708,1,1,1,0,0,1,2,2
14488,14709,4,2,4,4,3,3,4,3
14489,14710,0,0,0,3,2,3,2,3
14490,14711,0,0,0,3,4,4,4,4
14491,14712,0,0,3,2,4,3,3,4
14492,14713,4,3,3,2,3,1,2,2
14493,14714,0,0,0,0,3,0,3,2
14494,14715,3,2,1,1,0,0,2,3
14495,14716,4,3,4,4,4,4,4,4
14496,14717,4,4,4,4,4,4,4,4
14497,14718,2,4,3,2,2,4,3,2
14498,14719,3,2,3,1,2,3,3,3
14499,14720,3,4,4,4,3,4,3,3
14500,14721,4,4,4,4,4,4,4,4
14501,14722,0,2,0,0,0,0,0,0
14502,14723,0,0,0,2,3,3,3,2
14503,14726,3,3,3,3,3,4,3,3
14504,14727,4,3,4,4,4,4,4,3
14505,14728,4,3,4,3,2,4,3,2
14506,14729,0,0,2,2,0,4,3,0
14507,14730,1,2,0,2,2,2,2,0
14508,14731,0,0,0,2,2,0,0,0
14509,14733,3,2,4,2,3,3,3,3
14510,14734,2,0,0,1,4,2,4,1
14511,14735,3,3,3,4,3,4,4,3
14512,14736,0,0,0,0,2,2,0,2
14513,14737,2,0,0,0,0,0,0,0
