,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8
16589,16909,1,1,1,1,1,1,2,3
16590,16910,0,0,3,1,2,3,2,2
16591,16911,2,2,1,2,1,2,2,1
16592,16912,0,1,1,1,1,1,1,1
16593,16913,3,3,1,3,2,0,0,2
16594,16914,1,1,2,1,1,3,1,1
16595,16915,3,4,3,4,3,4,4,3
16596,16916,2,2,1,2,2,2,2,2
16597,16917,1,0,1,1,2,0,1,0
16598,16918,2,2,2,1,2,3,3,2
16599,16919,3,3,3,3,3,3,3,3
16600,16920,2,2,1,2,3,2,2,2
16601,16921,3,2,3,2,3,3,4,2
16602,16922,1,0,1,1,1,0,1,1
16603,16923,2,1,2,2,2,2,2,1
16604,16924,1,1,1,1,1,1,1,1
16605,16925,4,4,4,4,4,4,2,2
16606,16926,4,3,4,4,4,4,4,3
16607,16927,4,3,4,4,4,4,4,4
16608,16928,0,1,2,0,1,0,0,2
16609,16929,1,1,1,1,1,1,1,1
16610,16930,1,1,1,2,2,1,1,1
16611,16931,2,2,2,2,2,4,4,4
16612,16932,1,0,0,1,1,1,0,0
16613,16933,1,1,1,1,1,1,1,1
16614,16934,3,0,1,1,0,0,0,0
16615,16936,1,1,2,1,2,1,2,1
16616,16937,1,2,1,2,2,1,4,2
16617,16938,2,3,2,3,3,2,2,3
16618,16939,2,3,2,3,3,1,2,2
16619,16940,3,4,3,4,3,4,4,3
16620,16941,0,1,2,3,2,3,3,2
16621,16942,2,2,3,2,2,3,2,2
16622,16943,4,2,4,1,2,1,1,1
16623,16944,2,1,1,3,2,2,2,2
16624,16945,2,1,2,1,1,1,1,1
16625,16946,1,2,0,1,1,1,0,0
16626,16947,3,1,2,2,1,3,2,1
16627,16948,4,3,4,4,4,4,4,4
16628,16949,3,2,3,2,2,3,3,3
16629,16950,1,1,1,2,1,1,2,1
16630,16951,1,1,0,1,1,1,1,1
16631,16953,1,2,1,1,1,1,0,1
16632,16954,2,1,3,1,2,3,1,2
16633,16955,3,4,4,4,4,4,3,3
16634,16956,2,1,1,2,1,2,0,0
16635,16957,2,0,0,3,0,0,1,0
16636,16958,2,3,1,2,3,3,1,2
16637,16959,1,2,2,1,0,1,1,1
16638,16960,3,3,3,3,3,3,3,2
16639,16961,1,0,2,1,1,2,1,1
16640,16962,3,4,3,3,3,4,3,4
16641,16963,2,2,1,3,1,2,3,2
16642,16964,0,2,2,2,1,3,3,3
16643,16965,0,0,2,1,2,1,1,1
16644,16966,1,1,1,2,1,1,0,3
16645,16967,0,0,1,0,2,3,1,3
16646,16968,2,2,2,3,2,3,3,3
16647,16969,1,0,1,1,2,0,3,1
16648,16970,1,1,0,1,0,1,0,2
16649,16971,1,0,0,0,0,0,0,0
16650,16972,1,2,2,2,1,2,2,2
16651,16973,2,2,2,3,4,4,4,4
16652,16974,1,2,2,2,3,3,3,3
16653,16975,3,3,3,3,3,3,3,3
16654,16976,2,2,1,1,1,2,2,3
16655,16977,4,4,4,2,3,3,3,4
16656,16978,1,2,2,2,3,3,3,3
16657,16979,2,2,3,3,1,1,1,1
16658,16980,2,1,2,2,1,1,0,0
16659,16981,1,1,1,1,1,2,1,1
16660,16982,1,2,2,0,1,3,2,2
16661,16983,2,2,1,2,1,1,1,2
16662,16984,4,4,4,4,4,4,4,4
16663,16985,2,3,1,2,2,2,1,0
16664,16986,2,2,2,1,3,2,2,2
16665,16987,3,3,3,3,3,3,3,3
16666,16988,3,3,3,4,3,3,3,3
16667,16989,4,4,4,4,4,4,4,4
16668,16990,4,4,4,4,4,3,4,3
16669,16991,3,4,4,3,4,4,4,4
16670,16993,0,0,2,3,4,4,4,4
16671,16994,4,3,3,4,2,2,3,4
16672,16995,0,0,0,1,1,2,1,1
16673,16996,2,4,4,4,4,3,3,3
16674,16997,2,2,2,2,1,2,1,2
16675,16998,2,1,0,1,0,1,1,0
16676,16999,2,2,1,3,3,3,3,2
16677,17001,2,2,2,2,2,2,2,1
16678,17002,1,1,1,2,2,2,1,1
16679,17003,4,4,4,4,4,4,4,3
16680,17004,1,2,1,1,1,1,1,1
16681,17005,2,2,2,2,2,1,1,1
16682,17006,1,2,2,1,1,2,1,2
16683,17007,4,4,4,4,4,3,3,4
16684,17008,1,1,1,1,2,1,2,1
16685,17009,3,3,3,3,4,4,3,2
16686,17010,3,4,3,4,4,4,4,4
16687,17011,0,0,0,0,1,0,0,0
16688,17012,1,0,1,2,0,1,1,0
16689,17013,2,2,1,2,2,2,1,1
16690,17014,1,1,1,1,1,1,1,1
16691,17015,2,2,2,2,1,2,3,2
16692,17016,2,3,3,3,4,3,3,4
16693,17017,0,0,0,0,2,0,0,1
16694,17018,2,3,3,3,2,2,3,3
16695,17019,2,2,1,2,1,1,2,2
16696,17020,1,1,1,1,1,1,1,1
16697,17021,2,2,1,3,1,3,2,2
16698,17022,1,1,0,1,1,1,2,1
16699,17023,3,1,3,2,2,3,3,2
16700,17024,3,3,4,4,3,3,4,4
16701,17025,3,3,3,3,3,4,3,3
16702,17026,4,4,4,4,4,4,4,4
16703,17027,2,3,3,2,3,3,3,3
16704,17028,3,3,3,3,2,3,3,3
16705,17029,1,3,3,2,2,2,2,2
16706,17030,0,0,0,1,1,1,0,0
16707,17031,1,2,2,2,2,2,2,2
16708,17032,1,1,1,0,1,2,1,1
16709,17033,0,1,1,1,0,1,1,0
16710,17034,0,0,1,0,1,1,3,0
16711,17035,0,3,1,3,2,4,1,3
16712,17036,4,3,4,3,3,4,4,3
16713,17037,4,4,4,4,4,4,4,4
16714,17038,3,4,4,4,3,3,4,3
16715,17039,2,2,2,3,2,3,2,2
16716,17040,0,0,0,0,2,2,2,2
16717,17041,1,2,0,1,0,0,0,0
16718,17042,1,2,1,1,1,1,1,2
16719,17043,4,4,4,4,4,4,4,4
16720,17044,2,2,2,2,2,1,1,1
16721,17045,1,2,2,1,2,1,2,1
16722,17046,4,3,3,3,4,4,3,3
16723,17047,0,1,1,1,0,1,1,0
16724,17048,1,1,1,1,0,1,1,1
16725,17049,2,2,3,2,2,2,2,2
16726,17050,2,3,3,3,3,2,3,3
16727,17051,1,1,1,1,1,1,1,1
16728,17052,2,2,2,3,2,3,2,2
16729,17053,3,2,2,2,3,3,3,3
16730,17054,2,2,3,3,1,2,3,2
16731,17055,3,2,2,3,2,2,2,1
16732,17056,0,1,1,1,3,3,3,2
16733,17057,2,2,0,2,1,2,1,3
16734,17058,1,1,1,1,1,2,0,2
16735,17059,4,4,4,4,4,4,4,4
16736,17060,3,3,3,3,3,3,3,3
16737,17061,4,3,2,3,3,3,2,2
16738,17063,3,2,0,0,0,0,0,0
16739,17064,4,3,3,3,3,4,4,4
16740,17066,1,1,1,1,1,1,1,0
16741,17067,4,4,4,4,4,4,4,4
16742,17068,0,1,1,1,1,1,0,0
16743,17069,1,3,3,3,4,3,4,4
16744,17070,3,3,3,3,3,3,3,3
16745,17071,0,1,0,2,1,1,1,1
16746,17072,3,4,4,3,3,4,3,4
16747,17073,1,1,1,1,1,1,1,1
16748,17074,3,3,3,3,1,3,2,3
16749,17075,2,2,3,2,3,2,2,2
16750,17076,2,1,1,1,1,1,1,1
16751,17077,0,0,1,1,2,2,2,0
16752,17078,3,2,2,3,1,1,1,1
16753,17079,1,0,1,1,1,1,2,3
16754,17080,3,3,3,3,4,3,4,4
16755,17081,0,1,0,0,1,0,2,0
16756,17082,3,1,1,2,3,2,1,1
16757,17083,0,0,0,2,3,2,0,2
16758,17084,2,2,2,2,2,2,2,1
16759,17085,2,3,2,3,3,3,2,3
16760,17086,4,4,3,4,4,4,4,4
16761,17087,4,3,3,4,4,4,3,4
16762,17088,0,0,0,1,0,1,1,1
16763,17089,3,4,4,4,3,4,4,4
16764,17090,2,2,1,2,1,2,1,1
16765,17091,4,3,3,3,4,4,3,4
16766,17092,2,2,3,3,3,3,3,3
16767,17093,0,2,1,2,2,2,1,2
16768,17095,4,4,4,4,4,4,4,3
16769,17096,0,2,1,0,1,1,1,0
16770,17097,0,0,0,0,0,1,1,0
16771,17098,1,1,1,3,1,2,1,1
16772,17099,0,2,2,1,2,1,2,1
16773,17100,3,3,3,3,3,3,3,3
16774,17101,3,3,2,2,3,3,1,1
16775,17102,2,2,2,3,1,1,2,2
16776,17103,3,3,3,3,3,3,2,2
16777,17104,1,2,0,0,2,2,0,1
16778,17105,2,3,2,1,1,2,1,3
16779,17106,2,2,2,2,2,2,2,2
16780,17107,3,3,3,3,4,4,4,3
16781,17108,3,3,4,3,3,3,3,2
16782,17111,2,2,1,1,2,2,2,1
16783,17112,3,3,2,3,3,3,3,3
16784,17113,2,2,2,2,1,3,1,0
16785,17114,3,2,3,3,2,4,3,2
16786,17115,2,1,2,1,2,2,2,2
16787,17116,2,2,3,1,2,2,2,3
16788,17117,0,0,1,1,1,1,1,1
16789,17118,1,1,1,1,1,1,1,1
16790,17119,3,3,4,4,3,4,4,3
16791,17120,3,3,3,3,3,2,1,2
16792,17121,1,1,1,1,1,3,2,2
16793,17122,1,1,1,2,1,2,3,2
16794,17124,1,1,1,1,2,2,1,1
16795,17125,0,0,0,0,0,0,0,1
16796,17126,3,3,3,3,3,3,3,3
16797,17127,2,4,4,3,4,3,3,2
16798,17128,2,2,2,2,2,2,3,3
16799,17129,3,4,3,4,4,4,4,4
16800,17130,3,3,2,3,2,2,2,3
16801,17131,3,2,3,3,3,3,3,3
16802,17132,3,3,2,3,3,4,3,3
16803,17133,0,0,1,3,0,0,1,0
16804,17134,3,2,2,3,3,3,4,2
16805,17135,2,3,3,2,2,1,1,1
16806,17136,2,1,1,2,1,2,2,1
16807,17138,2,2,1,0,1,1,2,1
16808,17139,4,3,4,3,4,3,3,1
16809,17140,2,2,1,3,3,3,3,2
16810,17141,2,2,2,1,2,3,3,4
16811,17142,1,1,1,2,2,3,2,2
16812,17143,1,1,0,0,0,0,1,1
16813,17144,0,1,2,2,1,1,1,0
16814,17145,4,4,4,4,4,4,4,3
16815,17146,3,3,3,3,3,3,3,4
16816,17147,3,2,3,3,3,3,2,2
16817,17148,1,1,0,1,1,1,1,1
16818,17149,1,1,2,1,2,1,1,1
16819,17150,2,3,2,2,2,2,2,2
16820,17151,2,1,2,2,2,0,1,1
16821,17152,3,3,3,2,3,2,1,2
16822,17153,3,3,3,2,3,3,2,2
16823,17154,1,2,1,1,1,2,2,2
16824,17155,4,3,4,4,3,3,3,4
16825,17156,2,2,3,3,3,2,2,3
16826,17157,2,3,2,3,3,2,3,2
16827,17158,2,2,1,1,2,2,1,1
16828,17160,1,1,1,1,1,1,0,1
16829,17161,2,1,3,2,1,2,2,2
16830,17162,1,0,1,3,2,2,1,2
16831,17163,1,1,0,0,1,1,0,2
16832,17164,1,0,1,2,1,2,1,2
16833,17165,2,3,3,1,2,3,2,3
16834,17166,2,3,3,2,3,3,2,2
16835,17167,3,3,2,3,3,2,1,2
16836,17168,0,1,0,2,0,1,0,2
16837,17169,1,1,1,2,1,2,1,1
16838,17170,4,3,4,4,2,1,2,3
16839,17171,2,2,3,2,2,2,2,1
16840,17172,0,2,0,0,1,1,0,1
16841,17173,1,1,1,1,1,0,1,1
16842,17174,4,4,4,4,4,4,4,4
16843,17175,1,2,0,1,1,1,0,0
16844,17176,1,1,1,2,2,1,1,2
16845,17177,0,0,0,1,0,0,0,1
16846,17178,1,1,1,2,0,1,0,0
16847,17180,3,3,3,3,2,3,3,3
16848,17181,3,4,4,3,3,3,3,3
16849,17182,1,1,1,2,1,1,1,1
16850,17183,3,1,0,1,0,0,0,0
16851,17184,0,2,1,2,2,2,1,2
16852,17185,3,3,3,3,3,3,3,3
16853,17186,3,1,1,2,0,2,2,1
16854,17187,2,2,2,2,2,2,2,1
16855,17188,1,1,1,0,1,1,0,1
16856,17189,1,2,2,2,2,2,2,2
16857,17190,2,2,1,3,2,1,1,2
16858,17191,1,1,1,1,3,2,2,1
16859,17192,0,1,0,1,2,1,1,0
16860,17193,2,2,2,2,2,2,2,2
16861,17194,0,1,0,1,1,1,1,1
16862,17196,1,1,1,2,1,2,1,1
16863,17197,1,2,2,3,2,2,2,3
16864,17198,4,4,4,3,3,4,4,4
16865,17199,2,2,2,2,2,2,2,2
16866,17200,0,0,0,2,0,0,1,0
16867,17201,2,2,2,1,3,2,2,2
16868,17202,3,4,4,4,4,4,4,4
16869,17203,3,3,3,4,3,3,3,3
16870,17204,0,0,0,0,1,1,1,1
16871,17205,4,4,3,4,3,2,3,3
16872,17206,2,3,2,2,3,3,3,3
16873,17207,1,1,2,2,2,1,2,2
16874,17209,2,3,2,2,2,2,1,2
16875,17210,2,1,3,1,2,1,2,2
16876,17211,0,1,2,2,2,1,0,1
16877,17212,3,4,4,4,3,3,4,4
16878,17213,2,2,2,3,2,2,2,3
16879,17214,3,2,3,2,3,2,2,2
16880,17215,2,3,3,2,2,2,3,2
16881,17216,3,2,3,3,3,2,3,3
16882,17217,2,2,3,2,3,3,2,3
16883,17218,3,2,1,2,2,2,2,2
16884,17219,4,4,4,4,4,4,4,4
16885,17220,1,2,1,1,0,1,1,1
16886,17221,2,2,2,2,3,1,2,1
16887,17222,4,4,4,4,4,4,4,3
16888,17223,3,2,3,2,2,3,3,3
16889,17224,3,3,3,3,3,3,3,2
16890,17225,1,1,1,1,1,1,1,0
16891,17226,4,2,3,4,3,3,3,2
16892,17227,4,3,4,3,4,4,4,3
16893,17228,1,1,1,0,1,1,1,1
16894,17229,3,3,3,4,2,4,3,2
16895,17231,4,4,4,4,3,4,4,4
16896,17232,1,2,1,1,2,1,3,2
16897,17233,1,1,2,1,2,1,2,2
16898,17234,4,2,2,2,3,2,1,0
16899,17235,3,3,3,4,3,3,3,4
16900,17236,1,2,2,2,2,2,2,1
16901,17237,1,0,1,0,1,0,1,1
16902,17238,2,1,1,1,1,1,1,1
16903,17239,0,1,1,1,0,2,1,1
16904,17240,3,1,3,1,0,1,0,0
16905,17241,0,1,1,1,0,1,0,0
16906,17242,0,1,2,2,0,1,2,3
16907,17243,1,1,1,1,1,2,1,0
16908,17244,1,1,2,1,1,1,1,1
16909,17245,1,2,1,3,1,1,1,1
16910,17246,4,4,4,3,4,4,3,2
16911,17247,4,4,4,4,3,4,4,4
16912,17248,1,2,1,1,1,2,2,1
16913,17249,1,1,1,1,1,1,2,1
16914,17250,0,1,1,2,1,1,1,1
16915,17251,1,1,2,1,2,1,1,0
16916,17252,0,0,1,0,0,0,2,0
16917,17253,3,1,1,1,2,3,3,2
16918,17254,1,2,1,0,2,2,2,2
16919,17255,2,2,2,1,2,2,2,1
16920,17256,3,2,3,3,2,2,2,2
16921,17257,3,3,2,2,2,3,2,3
16922,17258,3,4,4,4,4,4,3,4
16923,17259,2,3,3,2,2,3,2,2
16924,17260,1,1,3,1,1,3,2,1
16925,17261,2,3,3,3,3,3,3,2
16926,17262,4,4,4,4,4,4,4,4
16927,17263,1,1,2,1,1,1,1,1
16928,17264,1,1,2,2,2,2,3,1
16929,17265,3,3,3,3,2,3,3,3
16930,17266,2,0,0,1,1,1,0,0
16931,17267,1,1,1,2,2,1,1,2
16932,17268,2,3,2,3,3,2,2,2
16933,17269,2,3,3,3,2,3,2,2
16934,17270,3,3,3,3,3,4,3,2
16935,17271,3,3,2,3,4,1,3,3
16936,17272,2,2,1,1,2,1,1,1
16937,17273,4,3,3,3,3,3,3,3
16938,17274,1,0,1,1,1,1,1,0
16939,17275,2,2,2,3,1,2,1,1
16940,17276,3,2,1,1,2,2,1,1
16941,17278,2,3,0,3,0,0,0,0
16942,17279,0,2,2,2,1,2,2,2
16943,17280,4,4,4,4,4,4,4,4
16944,17281,3,3,4,4,3,3,3,3
16945,17282,4,4,4,4,4,4,3,4
16946,17283,1,0,1,3,1,0,1,0
16947,17284,3,4,4,4,4,4,4,4
16948,17285,1,2,0,1,2,2,0,1
16949,17286,1,2,2,2,1,2,2,1
16950,17287,4,4,4,4,4,4,4,4
16951,17288,0,0,1,1,1,1,1,1
16952,17289,3,3,3,2,3,2,3,2
16953,17290,4,4,4,3,3,4,3,4
16954,17291,1,1,1,3,1,2,2,2
16955,17292,1,1,2,2,2,1,1,1
16956,17293,4,2,2,3,2,2,2,2
16957,17294,2,2,2,2,2,2,3,1
16958,17295,0,3,3,3,2,2,2,2
16959,17296,3,2,2,3,2,3,3,2
16960,17297,3,3,3,3,3,3,3,3
16961,17298,1,0,2,0,0,1,2,3
16962,17299,3,3,4,3,3,3,3,3
16963,17300,1,1,2,2,2,1,1,1
16964,17301,1,1,0,1,1,0,1,2
16965,17302,0,0,0,0,1,1,1,2
16966,17303,3,2,2,3,2,3,2,2
16967,17304,4,4,4,3,3,4,4,4
16968,17305,0,2,1,2,1,1,1,1
16969,17306,1,1,2,1,1,1,1,1
16970,17307,1,1,2,3,3,2,2,1
16971,17308,2,3,3,3,3,3,3,3
16972,17309,1,1,1,0,0,1,2,3
16973,17310,3,3,3,4,3,4,3,4
16974,17311,1,2,1,2,0,1,1,1
16975,17312,1,0,1,0,1,1,0,0
16976,17313,2,2,3,2,2,3,3,3
16977,17314,2,1,2,1,2,1,1,1
16978,17315,1,2,2,1,1,2,1,2
16979,17316,2,1,2,1,1,1,1,1
16980,17317,3,2,2,3,2,3,2,1
16981,17318,2,2,2,2,2,2,2,2
16982,17319,1,1,1,1,1,1,1,1
16983,17320,1,2,1,2,1,2,2,1
16984,17321,4,4,4,4,4,4,4,4
16985,17322,0,0,0,0,0,1,1,0
16986,17323,2,2,2,3,2,2,2,2
16987,17324,2,2,2,3,3,3,3,3
16988,17325,3,2,3,2,2,3,2,1
16989,17326,2,3,4,3,3,3,3,3
16990,17327,1,0,2,3,3,1,3,2
16991,17328,2,2,2,2,2,2,2,2
16992,17329,1,2,1,2,3,2,3,2
16993,17330,4,3,3,4,3,4,3,4
16994,17331,1,1,1,0,0,1,1,1
16995,17332,2,2,2,2,3,3,2,3
16996,17333,3,2,2,2,2,1,3,3
16997,17334,2,3,1,4,1,2,3,4
16998,17335,4,4,4,4,4,4,4,4
16999,17336,1,0,3,3,1,2,0,0
17000,17337,3,3,3,2,3,2,2,2
17001,17338,0,1,1,1,1,1,2,1
17002,17339,3,3,3,3,3,3,3,3
17003,17340,1,1,2,1,1,1,1,3
17004,17341,2,1,2,2,1,1,2,2
17005,17342,3,4,4,3,4,3,3,3
17006,17343,3,3,3,3,3,2,4,4
17007,17344,2,3,2,4,4,4,4,4
17008,17345,2,2,3,3,2,3,3,3
17009,17346,0,0,0,0,3,1,1,1
17010,17347,4,4,4,4,4,4,4,4
17011,17348,4,4,3,4,4,4,4,4
17012,17349,2,1,1,2,2,2,1,1
17013,17350,2,2,2,2,2,2,1,1
17014,17351,1,2,1,2,2,2,2,2
17015,17352,3,2,2,1,2,2,2,2
17016,17353,1,1,0,2,1,1,1,1
17017,17354,3,3,3,3,4,3,4,3
17018,17355,1,1,1,1,3,1,1,1
17019,17356,0,0,1,1,1,1,1,1
17020,17358,2,3,3,1,2,3,2,2
17021,17359,1,0,0,1,2,1,1,1
17022,17360,1,1,2,1,2,1,1,1
17023,17361,3,4,4,4,4,4,4,4
17024,17362,2,3,1,2,2,3,1,4
17025,17363,0,0,1,0,1,0,1,0
17026,17364,3,3,3,3,2,4,3,3
17027,17365,3,2,3,2,2,3,2,1
17028,17366,0,0,1,0,0,0,0,1
17029,17367,1,1,2,3,2,2,1,2
17030,17368,1,0,2,3,3,2,4,2
17031,17369,1,2,1,1,1,2,1,1
17032,17370,2,2,2,2,1,2,1,1
17033,17371,1,1,1,1,1,0,1,0
17034,17372,1,1,1,1,2,1,1,2
17035,17373,2,2,2,2,2,2,2,3
17036,17374,0,0,2,3,3,3,3,3
17037,17375,0,2,0,0,0,0,0,0
17038,17376,1,1,2,1,2,0,1,2
17039,17377,2,2,2,3,1,2,1,2
17040,17378,1,1,1,0,1,1,1,2
17041,17379,3,3,3,3,3,3,3,2
17042,17380,3,1,1,3,2,2,3,3
17043,17381,3,3,2,2,3,2,2,3
17044,17383,1,2,1,2,1,1,1,0
17045,17384,2,2,2,2,2,2,2,2
17046,17385,1,2,2,2,2,1,2,2
17047,17386,2,2,3,3,3,3,4,4
17048,17387,0,1,1,1,2,2,1,1
17049,17388,1,0,0,0,1,0,0,0
17050,17389,3,3,2,1,2,2,2,2
17051,17390,0,0,1,0,1,1,0,1
17052,17391,1,2,2,1,2,2,3,1
17053,17392,4,3,3,3,3,3,3,3
17054,17393,2,2,1,2,0,1,2,1
17055,17394,4,4,4,4,3,4,4,4
17056,17395,0,0,0,1,1,0,1,0
17057,17396,1,1,0,0,0,0,0,2
17058,17397,2,3,2,2,2,3,2,3
17059,17398,2,0,0,0,0,0,1,0
17060,17399,1,1,0,0,1,1,0,2
17061,17401,2,2,2,2,3,3,2,3
17062,17402,2,2,2,1,2,2,2,2
17063,17403,1,3,2,3,3,3,2,2
17064,17404,0,0,1,0,0,0,1,0
17065,17405,2,2,1,2,1,1,1,2
17066,17406,2,3,2,2,2,2,2,2
17067,17407,1,2,3,2,2,2,2,2
17068,17408,3,4,4,4,3,4,4,4
17069,17409,1,2,2,2,2,2,2,2
17070,17410,4,4,4,4,4,4,3,4
17071,17411,1,1,1,0,1,1,1,0
17072,17412,2,1,0,0,2,0,0,1
17073,17413,2,1,2,2,2,2,1,2
17074,17414,1,1,2,2,2,2,2,1
17075,17415,4,4,3,4,4,4,4,4
17076,17416,2,3,3,3,3,3,3,3
17077,17417,2,2,1,2,1,2,2,1
17078,17418,2,2,2,2,2,2,2,2
17079,17419,0,1,2,2,2,1,2,1
17080,17420,2,2,2,1,2,1,2,2
17081,17421,1,2,1,1,1,1,0,1
17082,17422,3,3,3,3,3,3,3,4
17083,17423,4,4,4,4,4,4,4,4
17084,17424,2,1,0,2,0,0,3,1
17085,17425,1,1,1,2,0,1,0,2
17086,17426,0,1,0,0,1,1,1,1
17087,17427,2,2,1,2,1,2,2,2
17088,17428,2,1,1,0,0,2,1,0
17089,17429,0,0,1,1,0,0,0,0
17090,17430,2,2,2,3,2,2,2,2
17091,17431,0,1,1,2,2,2,1,1
17092,17432,3,4,4,3,2,0,0,0
17093,17433,0,2,3,0,2,1,2,1
17094,17434,2,2,2,2,2,2,3,3
17095,17435,4,4,4,4,4,4,4,4
17096,17436,1,0,2,2,2,1,1,1
17097,17437,3,3,2,3,2,2,2,3
17098,17438,3,3,3,3,2,3,0,3
17099,17439,3,3,3,3,3,3,3,3
17100,17440,3,4,3,4,3,4,4,3
17101,17441,1,1,2,2,3,1,1,1
17102,17442,1,1,1,1,1,2,1,1
17103,17443,2,2,3,2,2,2,2,3
17104,17444,3,2,1,3,1,3,2,1
17105,17445,2,2,2,3,2,2,2,1
17106,17446,4,4,4,4,4,4,4,4
17107,17447,3,3,3,3,4,3,3,3
17108,17448,2,1,0,0,0,2,0,1
17109,17449,2,3,0,2,0,3,3,2
17110,17450,1,4,3,4,4,4,4,3
17111,17451,1,1,1,0,0,3,0,1
17112,17452,2,2,2,2,2,3,2,3
17113,17453,1,0,0,0,0,1,1,0
17114,17455,3,2,2,2,2,2,2,1
17115,17456,1,0,1,2,1,1,1,3
17116,17458,2,2,3,2,2,2,2,2
17117,17459,1,0,0,0,0,2,0,0
17118,17460,1,2,2,3,1,3,3,3
17119,17461,3,2,2,2,2,1,2,2
17120,17462,4,4,4,3,2,3,3,3
17121,17463,3,3,4,3,4,3,2,2
17122,17464,3,3,3,3,3,2,1,0
17123,17465,0,1,0,1,1,1,1,1
17124,17466,1,1,2,1,2,2,0,1
17125,17467,1,1,2,4,2,1,2,1
17126,17468,0,0,0,0,1,0,0,0
17127,17469,2,2,3,2,2,3,3,2
17128,17470,1,0,1,0,1,1,3,0
17129,17471,3,2,2,2,2,2,2,2
17130,17472,2,2,1,1,2,2,2,3
17131,17473,2,2,2,1,1,1,2,2
17132,17474,2,1,1,2,2,2,1,2
17133,17475,3,3,3,3,3,3,2,2
17134,17476,1,2,1,1,1,1,1,0
17135,17477,3,3,3,2,3,3,3,2
17136,17478,3,4,3,4,3,4,3,4
17137,17479,1,1,1,1,1,1,0,1
17138,17480,0,1,0,0,0,1,2,0
17139,17481,3,3,1,2,1,1,2,1
17140,17482,0,1,1,1,0,0,0,1
17141,17483,3,1,1,2,2,1,2,2
17142,17484,3,2,3,3,2,3,3,3
17143,17485,2,2,2,1,3,2,1,2
17144,17486,0,2,2,1,2,2,1,1
17145,17487,3,3,2,3,3,3,2,3
17146,17488,1,0,0,1,1,2,0,0
17147,17489,3,3,3,3,4,3,3,3
17148,17490,2,2,3,2,2,3,3,3
17149,17491,2,3,2,1,2,2,1,2
17150,17492,4,4,4,4,4,4,4,4
17151,17493,1,1,1,1,1,0,1,1
17152,17494,1,3,3,3,3,2,3,3
17153,17495,0,1,1,1,0,0,1,2
17154,17496,0,0,1,0,0,0,0,1
17155,17497,2,3,2,3,3,2,2,1
17156,17498,3,3,3,2,2,3,2,3
17157,17499,2,2,1,2,2,2,2,2
17158,17500,3,3,3,3,2,2,2,2
17159,17501,1,1,1,1,1,3,1,1
17160,17502,3,3,1,3,2,3,2,3
17161,17503,2,2,3,2,0,3,2,1
17162,17504,1,2,2,2,2,2,2,1
17163,17505,2,3,3,3,3,3,3,1
17164,17506,2,2,2,1,1,2,2,2
17165,17507,1,1,1,2,2,2,2,2
17166,17508,1,2,2,2,2,2,1,2
17167,17509,3,3,3,3,3,3,1,2
17168,17510,2,2,1,1,1,2,2,1
17169,17511,0,1,0,2,1,1,1,3
17170,17512,1,2,2,2,0,3,2,2
17171,17513,3,2,2,3,3,3,3,2
17172,17514,2,2,2,3,3,3,2,2
17173,17515,1,3,3,2,2,1,1,1
17174,17516,3,2,3,3,3,3,3,3
17175,17517,0,2,1,2,2,2,2,2
17176,17518,1,1,1,1,2,1,2,2
17177,17519,1,0,1,1,0,0,1,1
17178,17520,1,1,1,2,1,1,2,1
17179,17521,2,2,3,3,2,3,3,3
17180,17522,4,4,4,4,3,4,4,4
17181,17523,2,3,2,2,2,2,2,2
17182,17524,2,2,2,2,3,2,1,2
17183,17525,1,2,1,3,2,1,0,0
17184,17527,1,2,2,1,2,2,2,1
17185,17528,2,2,2,2,2,2,2,1
17186,17529,4,3,3,3,3,3,4,3
17187,17530,4,4,4,4,4,4,4,4
17188,17531,2,2,2,2,2,1,2,2
17189,17532,2,2,3,2,1,1,2,2
17190,17533,2,3,3,3,4,4,4,3
17191,17534,1,1,0,0,0,0,1,1
17192,17535,2,2,3,3,2,2,2,2
17193,17536,2,2,1,1,2,2,3,3
17194,17537,3,4,4,4,4,4,4,4
17195,17538,3,3,2,3,3,1,2,2
17196,17539,0,0,0,0,0,0,0,0
17197,17540,4,4,4,4,4,4,4,4
17198,17541,1,1,2,1,2,1,2,2
17199,17542,3,2,3,2,3,2,3,3
17200,17543,0,0,2,0,1,1,0,0
17201,17544,3,4,3,3,1,3,3,2
17202,17545,2,2,2,2,1,2,2,1
17203,17546,0,0,1,1,1,1,1,1
17204,17547,4,4,4,3,4,4,4,4
17205,17548,2,1,1,1,1,1,2,0
17206,17549,4,4,4,4,4,4,4,4
17207,17550,4,4,3,4,2,4,4,3
17208,17551,4,4,4,4,4,4,4,4
17209,17552,4,4,3,4,4,4,3,3
17210,17553,3,3,2,2,3,2,2,2
17211,17554,4,3,3,4,3,2,3,4
17212,17555,2,1,1,3,1,2,1,2
17213,17556,4,4,4,4,4,4,4,4
17214,17557,2,2,2,3,2,3,1,1
17215,17558,3,4,3,4,3,4,3,4
