,고객번호,기_총구매액1,기_총구매액2,기_총구매액3,기_총구매액4,기_총구매액5,기_총구매액6,기_총구매액7,기타_증감율,기타_변동율,기_(증감*0.8)+(변동*0.2)
15271,15531,3,2,3,4,4,4,4,1,3,1.4
15272,15532,4,3,4,4,4,4,4,0,2,0.4
15273,15533,3,0,0,2,0,0,2,-1,9,1
15274,15534,0,0,0,0,1,0,0,0,2,0.4
15275,15535,2,2,0,3,4,3,4,2,8,3.2
15276,15536,3,2,2,3,3,2,3,0,4,0.8
15277,15537,3,4,4,2,2,3,3,0,4,0.8
15278,15538,4,4,4,4,3,3,4,0,2,0.4
15279,15539,0,0,0,0,0,0,0,0,0,0
15280,15540,0,0,0,2,1,2,1,1,5,1.8
15281,15541,0,4,3,2,3,2,2,2,8,3.2
15282,15542,1,2,2,2,0,0,0,-1,3,-0.2
15283,15543,0,0,0,0,0,0,0,0,0,0
15284,15544,0,0,0,2,2,2,3,3,3,3
15285,15545,3,4,2,3,2,3,4,1,7,2.2
15286,15546,0,0,0,0,1,0,0,0,2,0.4
15287,15547,4,4,3,4,4,4,4,0,2,0.4
15288,15548,0,2,0,0,0,0,0,0,4,0.8
15289,15549,4,3,3,3,3,3,2,-2,2,-1.2
15290,15550,0,0,0,0,3,3,2,2,4,2.4
15291,15551,0,1,2,4,4,4,4,4,4,4
15292,15552,0,0,1,0,2,0,0,0,6,1.2
15293,15553,0,0,0,0,0,1,0,0,2,0.4
15294,15554,4,4,4,4,4,4,4,0,0,0
15295,15555,3,2,4,3,0,4,1,-2,14,1.2
15296,15556,2,0,3,3,3,3,3,1,5,1.8
15297,15557,0,0,0,3,2,3,3,3,5,3.4
15298,15558,3,2,3,1,3,4,3,0,8,1.6
15299,15559,4,4,4,4,4,4,4,0,0,0
15300,15560,1,3,4,4,4,4,4,3,3,3
15301,15561,3,3,1,4,3,4,4,1,7,2.2
15302,15562,0,0,0,0,0,0,0,0,0,0
15303,15564,2,3,0,2,0,3,0,-2,14,1.2
15304,15565,3,3,3,4,4,2,2,-1,3,-0.2
15305,15566,0,0,0,2,1,1,1,1,3,1.4
15306,15567,2,4,3,3,3,3,2,0,4,0.8
15307,15568,0,0,0,0,0,0,0,0,0,0
15308,15569,4,3,3,3,3,3,3,-1,1,-0.6
15309,15570,3,3,3,3,3,3,3,0,0,0
15310,15571,0,0,0,3,0,2,0,0,10,2
15311,15572,0,0,0,0,0,1,0,0,2,0.4
15312,15573,4,3,4,4,4,4,4,0,2,0.4
15313,15574,0,2,4,4,4,4,4,4,4,4
15314,15575,3,2,3,2,2,2,0,-3,5,-1.4
15315,15576,0,1,0,4,4,4,4,4,6,4.4
15316,15577,0,0,0,0,2,2,1,1,3,1.4
15317,15578,0,2,2,2,2,3,3,3,3,3
15318,15579,0,2,2,2,0,1,0,0,6,1.2
15319,15580,1,2,3,2,2,2,0,-1,5,0.2
15320,15581,3,2,3,3,4,3,4,1,5,1.8
15321,15582,2,4,2,2,4,3,3,1,7,2.2
15322,15583,3,3,0,2,2,3,4,1,7,2.2
15323,15584,2,0,4,3,3,4,4,2,8,3.2
15324,15585,4,1,3,3,4,3,2,-2,8,0
15325,15586,3,0,2,2,2,1,2,-1,7,0.6
15326,15587,2,4,3,3,4,3,4,2,6,2.8
15327,15588,0,0,0,0,0,0,0,0,0,0
15328,15589,4,0,3,2,2,3,2,-2,10,0.4
15329,15590,4,3,3,2,3,2,2,-2,4,-0.8
15330,15592,3,3,2,4,2,3,4,1,7,2.2
15331,15593,2,3,3,3,3,4,4,2,2,2
15332,15594,4,0,2,4,4,4,3,-1,9,1
15333,15595,0,3,4,4,3,4,4,4,6,4.4
15334,15597,0,0,0,0,0,0,2,2,2,2
15335,15598,3,3,4,4,4,4,4,1,1,1
15336,15599,2,4,4,4,2,0,0,-2,6,-0.4
15337,15600,4,2,0,0,4,2,0,-4,12,-0.8
15338,15602,4,3,2,3,3,2,4,0,6,1.2
15339,15603,0,0,2,3,3,4,2,2,6,2.8
15340,15604,0,0,0,1,1,0,0,0,2,0.4
15341,15605,0,2,2,3,2,2,1,1,5,1.8
15342,15606,4,4,4,4,4,4,4,0,0,0
15343,15607,4,4,4,3,4,3,4,0,4,0.8
15344,15608,3,3,4,4,4,4,4,1,1,1
15345,15609,4,3,4,2,4,1,2,-2,10,0.4
15346,15610,0,3,3,2,3,3,4,4,6,4.4
15347,15611,0,3,0,4,2,3,2,2,14,4.4
15348,15612,0,3,2,3,2,4,4,4,8,4.8
15349,15613,0,3,2,2,2,0,3,3,9,4.2
15350,15614,3,2,1,1,1,3,3,0,4,0.8
15351,15615,4,4,3,3,1,2,2,-2,4,-0.8
15352,15616,3,4,4,4,4,4,4,1,1,1
15353,15617,4,4,3,4,4,4,4,0,2,0.4
15354,15618,1,3,2,2,2,2,3,2,4,2.4
15355,15619,0,0,4,3,2,0,0,0,8,1.6
15356,15620,2,4,4,0,3,3,4,2,10,3.6
15357,15621,4,4,4,4,4,3,4,0,2,0.4
15358,15622,0,3,4,2,3,3,3,3,7,3.8
15359,15623,3,0,3,3,4,3,3,0,8,1.6
15360,15624,0,2,2,0,3,3,3,3,7,3.8
15361,15625,0,0,0,3,0,0,1,1,7,2.2
15362,15626,4,4,4,4,3,3,4,0,2,0.4
15363,15627,0,3,3,3,4,3,4,4,6,4.4
15364,15628,0,0,0,0,0,0,0,0,0,0
15365,15629,2,3,4,4,4,3,2,0,4,0.8
15366,15630,4,3,4,2,3,4,3,-1,7,0.6
15367,15631,3,4,4,4,4,4,3,0,2,0.4
15368,15632,0,3,0,0,0,0,0,0,6,1.2
15369,15633,0,0,2,2,2,2,2,2,2,2
15370,15634,2,4,3,4,4,4,3,1,5,1.8
15371,15635,3,4,2,1,4,3,3,0,8,1.6
15372,15636,3,4,0,0,0,0,0,-3,5,-1.4
15373,15637,2,4,4,2,3,0,4,2,12,4
15374,15638,4,4,4,4,4,4,3,-1,1,-0.6
15375,15639,1,1,2,0,3,4,4,3,7,3.8
15376,15640,4,3,4,2,2,3,4,0,6,1.2
15377,15641,0,0,0,0,0,2,2,2,2,2
15378,15642,0,0,0,0,2,2,2,2,2,2
15379,15643,0,4,4,3,4,2,4,4,10,5.2
15380,15644,3,4,3,3,3,4,4,1,3,1.4
15381,15645,3,0,0,2,1,3,0,-3,11,-0.2
15382,15646,4,4,4,4,4,4,4,0,0,0
15383,15647,2,3,2,3,2,2,3,1,5,1.8
15384,15648,2,4,3,3,3,3,3,1,3,1.4
15385,15649,2,2,2,0,0,3,3,1,5,1.8
15386,15650,0,0,0,0,0,0,0,0,0,0
15387,15651,1,0,0,3,2,3,2,1,7,2.2
15388,15652,3,2,0,1,3,3,3,0,6,1.2
15389,15653,0,4,4,3,4,3,2,2,8,3.2
15390,15654,2,3,3,3,2,2,3,1,3,1.4
15391,15655,3,4,3,4,4,3,4,1,5,1.8
15392,15656,3,2,3,4,2,3,2,-1,7,0.6
15393,15657,1,0,0,0,0,0,0,-1,1,-0.6
15394,15658,0,0,2,0,3,3,0,0,10,2
15395,15659,4,2,3,3,2,3,3,-1,5,0.2
15396,15660,0,0,0,0,0,0,0,0,0,0
15397,15661,3,0,0,3,4,4,4,1,7,2.2
15398,15662,3,3,4,3,4,4,4,1,3,1.4
15399,15664,0,4,4,3,3,3,2,2,6,2.8
15400,15665,3,4,4,4,4,3,4,1,3,1.4
15401,15666,0,2,0,3,3,3,0,0,10,2
15402,15667,4,4,4,4,4,4,4,0,0,0
15403,15668,0,3,0,4,3,3,4,4,12,5.6
15404,15669,0,2,3,0,2,0,3,3,13,5
15405,15670,3,2,3,2,3,3,2,-1,5,0.2
15406,15671,0,2,0,1,0,0,4,4,10,5.2
15407,15672,0,0,0,0,1,0,2,2,4,2.4
15408,15673,3,0,1,2,2,2,4,1,7,2.2
15409,15675,2,3,3,2,3,3,3,1,3,1.4
15410,15676,2,3,2,2,3,2,2,0,4,0.8
15411,15677,0,0,0,0,0,0,0,0,0,0
15412,15678,2,3,3,4,3,3,4,2,4,2.4
15413,15679,2,4,3,4,4,3,4,2,6,2.8
15414,15680,0,0,0,0,0,0,0,0,0,0
15415,15681,2,1,2,2,0,2,2,0,6,1.2
15416,15682,2,2,3,4,3,3,2,0,4,0.8
15417,15683,0,0,0,1,2,3,2,2,4,2.4
15418,15684,0,0,0,2,2,3,3,3,3,3
15419,15685,1,3,3,4,3,4,4,3,5,3.4
15420,15686,3,2,2,3,0,2,0,-3,9,-0.6
15421,15687,3,4,4,4,4,0,4,1,9,2.6
15422,15688,2,2,2,4,4,4,4,2,2,2
15423,15689,3,3,4,3,4,2,4,1,7,2.2
15424,15690,3,0,0,2,0,0,3,0,10,2
15425,15691,3,4,2,2,3,3,2,-1,5,0.2
15426,15692,2,0,2,2,2,3,3,1,5,1.8
15427,15693,0,0,0,0,1,3,4,4,4,4
15428,15694,3,2,4,4,4,4,3,0,4,0.8
15429,15695,2,0,2,3,3,3,2,0,6,1.2
15430,15696,3,4,3,3,3,3,4,1,3,1.4
15431,15698,0,2,0,0,0,0,0,0,4,0.8
15432,15699,3,4,4,3,4,1,4,1,9,2.6
15433,15700,0,0,2,2,3,2,3,3,5,3.4
15434,15701,0,0,0,3,3,0,0,0,6,1.2
15435,15702,0,3,4,4,3,4,4,4,6,4.4
15436,15703,3,4,3,4,2,0,3,0,10,2
15437,15704,0,0,0,1,0,0,0,0,2,0.4
15438,15705,0,0,0,0,0,4,0,0,8,1.6
15439,15706,2,0,1,2,3,3,3,1,5,1.8
15440,15707,0,1,1,3,0,0,0,0,6,1.2
15441,15708,0,0,0,2,2,0,0,0,4,0.8
15442,15709,1,2,0,1,0,0,0,-1,5,0.2
15443,15710,0,0,0,0,0,0,2,2,2,2
15444,15711,0,0,0,0,2,1,1,1,3,1.4
15445,15712,0,0,0,2,0,1,0,0,6,1.2
15446,15713,0,0,1,2,2,2,2,2,2,2
15447,15714,3,3,3,4,3,4,4,1,3,1.4
15448,15715,3,3,2,4,4,2,3,0,6,1.2
15449,15716,3,2,0,1,3,2,3,0,8,1.6
15450,15717,4,3,4,4,3,3,4,0,4,0.8
15451,15718,0,0,0,0,0,0,0,0,0,0
15452,15719,1,2,2,3,1,2,2,1,5,1.8
15453,15720,0,0,0,0,0,4,0,0,8,1.6
15454,15721,3,0,0,0,3,0,0,-3,9,-0.6
15455,15722,0,0,0,3,2,0,0,0,6,1.2
15456,15723,4,2,4,4,4,4,4,0,4,0.8
15457,15725,0,0,0,0,0,2,0,0,4,0.8
15458,15726,3,0,0,0,0,3,0,-3,9,-0.6
15459,15727,4,3,4,4,4,4,4,0,2,0.4
15460,15728,2,2,2,2,2,2,3,1,1,1
15461,15729,0,2,2,0,0,0,0,0,4,0.8
15462,15730,0,0,0,0,0,0,0,0,0,0
15463,15731,0,0,0,0,0,0,3,3,3,3
15464,15732,2,2,0,0,1,2,0,-2,6,-0.4
15465,15733,0,0,0,0,0,0,0,0,0,0
15466,15734,2,0,0,0,0,0,2,0,4,0.8
15467,15735,2,3,0,4,3,3,3,1,9,2.6
15468,15736,3,4,4,4,4,4,4,1,1,1
15469,15737,3,2,3,4,4,3,3,0,4,0.8
15470,15738,0,0,2,3,4,3,4,4,6,4.4
15471,15739,2,0,4,2,2,4,0,-2,14,1.2
15472,15740,0,2,2,0,0,0,0,0,4,0.8
15473,15741,3,3,4,3,3,3,3,0,2,0.4
15474,15742,4,4,4,4,4,4,3,-1,1,-0.6
15475,15743,3,4,4,3,3,3,4,1,3,1.4
15476,15744,3,3,4,4,3,3,3,0,2,0.4
15477,15745,3,4,4,4,4,4,4,1,1,1
15478,15746,0,0,0,0,2,0,0,0,4,0.8
15479,15747,3,0,0,1,2,3,3,0,6,1.2
15480,15748,0,0,0,0,0,0,0,0,0,0
15481,15749,0,0,0,1,2,1,2,2,4,2.4
15482,15750,0,0,0,0,0,0,0,0,0,0
15483,15751,3,3,2,4,2,2,0,-3,7,-1
15484,15752,2,3,3,4,4,3,3,1,3,1.4
15485,15753,0,0,0,0,0,0,0,0,0,0
15486,15754,4,4,0,4,2,4,3,-1,13,1.8
15487,15755,3,2,3,4,4,3,0,-3,7,-1
15488,15756,0,0,0,3,3,2,2,2,4,2.4
15489,15757,2,4,3,3,3,2,3,1,5,1.8
15490,15758,3,2,2,2,2,3,3,0,2,0.4
15491,15759,4,4,3,3,4,4,3,-1,3,-0.2
15492,15760,0,2,2,0,0,2,3,3,7,3.8
15493,15761,2,2,4,2,4,3,2,0,8,1.6
15494,15762,2,3,2,2,3,2,2,0,4,0.8
15495,15763,0,0,0,2,1,1,1,1,3,1.4
15496,15764,3,3,2,3,4,3,4,1,5,1.8
15497,15765,4,4,3,3,2,0,0,-4,4,-2.4
15498,15766,2,3,3,3,2,1,3,1,5,1.8
15499,15767,4,4,2,4,4,4,4,0,4,0.8
15500,15769,2,2,3,3,3,3,3,1,1,1
15501,15770,3,3,4,2,4,4,2,-1,7,0.6
15502,15771,1,0,0,3,2,2,3,2,6,2.8
15503,15772,0,0,2,0,0,0,2,2,6,2.8
15504,15773,1,2,3,3,3,3,2,1,3,1.4
15505,15774,0,0,0,0,3,4,1,1,7,2.2
15506,15775,4,4,3,4,3,2,4,0,6,1.2
15507,15776,4,3,4,4,4,3,3,-1,3,-0.2
15508,15777,0,2,2,3,2,4,2,2,8,3.2
15509,15778,3,3,2,3,3,2,3,0,4,0.8
15510,15779,3,4,3,3,2,3,3,0,4,0.8
15511,15780,4,4,4,4,4,4,4,0,0,0
15512,15781,0,0,0,0,0,0,0,0,0,0
15513,15782,0,0,0,0,0,0,0,0,0,0
15514,15783,0,0,0,0,0,0,0,0,0,0
15515,15784,3,3,3,2,3,3,0,-3,5,-1.4
15516,15785,0,0,0,3,2,3,3,3,5,3.4
15517,15786,2,0,0,3,2,0,2,0,10,2
15518,15787,0,0,0,0,1,0,0,0,2,0.4
15519,15788,0,0,0,3,2,1,0,0,6,1.2
15520,15789,0,0,0,0,0,0,0,0,0,0
15521,15790,0,2,2,0,2,2,2,2,6,2.8
15522,15791,0,0,0,2,2,3,1,1,5,1.8
15523,15792,0,0,0,0,0,0,0,0,0,0
15524,15793,2,1,2,2,2,2,1,-1,3,-0.2
15525,15794,2,2,3,3,2,2,3,1,3,1.4
15526,15795,3,1,3,3,3,2,2,-1,5,0.2
15527,15796,4,4,4,4,4,4,4,0,0,0
15528,15797,2,2,1,2,4,2,2,0,6,1.2
15529,15798,0,3,0,0,0,0,0,0,6,1.2
15530,15799,0,0,0,0,1,0,2,2,4,2.4
15531,15800,0,0,0,0,3,2,2,2,4,2.4
15532,15801,4,4,4,4,4,4,4,0,0,0
15533,15802,2,4,2,2,4,3,0,-2,10,0.4
15534,15803,2,2,2,2,2,2,0,-2,2,-1.2
15535,15804,0,1,0,0,0,2,2,2,4,2.4
15536,15805,3,4,3,4,4,4,3,0,4,0.8
15537,15806,2,0,0,1,0,1,1,-1,5,0.2
15538,15808,0,2,1,4,4,4,2,2,8,3.2
15539,15809,2,3,4,4,4,3,4,2,4,2.4
15540,15810,0,0,0,0,0,0,0,0,0,0
15541,15811,0,0,1,1,2,1,0,0,4,0.8
15542,15812,3,1,0,1,0,3,3,0,8,1.6
15543,15813,0,0,0,2,2,3,3,3,3,3
15544,15814,0,0,1,0,2,0,1,1,7,2.2
15545,15815,2,0,2,2,0,0,3,1,9,2.6
15546,15816,2,0,0,1,0,1,0,-2,6,-0.4
15547,15817,0,0,0,0,0,0,0,0,0,0
15548,15818,0,2,2,0,3,3,0,0,10,2
15549,15819,4,0,2,2,2,3,0,-4,10,-1.2
15550,15820,0,0,0,2,0,3,0,0,10,2
15551,15821,0,2,1,2,0,0,3,3,9,4.2
15552,15822,0,0,0,0,0,0,0,0,0,0
15553,15823,0,0,2,0,4,1,0,0,12,2.4
15554,15824,2,2,2,2,2,2,2,0,0,0
15555,15825,0,2,0,2,1,1,2,2,8,3.2
15556,15826,0,0,0,2,2,2,2,2,2,2
15557,15827,3,3,3,4,4,4,3,0,2,0.4
15558,15828,3,4,3,4,4,4,0,-3,7,-1
15559,15829,4,4,4,4,4,4,4,0,0,0
15560,15830,0,0,0,0,2,2,0,0,4,0.8
15561,15831,0,0,0,2,0,0,0,0,4,0.8
15562,15832,0,0,0,0,0,0,0,0,0,0
15563,15833,0,0,0,1,2,2,2,2,2,2
15564,15834,0,0,0,0,4,3,3,3,5,3.4
15565,15835,0,2,2,2,2,3,2,2,4,2.4
15566,15836,3,2,4,3,4,3,3,0,6,1.2
15567,15837,1,0,0,3,2,2,2,1,5,1.8
15568,15838,0,0,2,2,2,2,3,3,3,3
15569,15839,0,0,2,4,2,2,2,2,6,2.8
15570,15840,0,4,2,3,4,4,0,0,12,2.4
15571,15841,0,0,2,2,4,2,3,3,7,3.8
15572,15842,0,0,0,1,3,2,1,1,5,1.8
15573,15843,1,0,1,2,3,3,3,2,4,2.4
15574,15844,3,2,4,3,3,3,4,1,5,1.8
15575,15845,0,0,0,2,0,0,0,0,4,0.8
15576,15846,0,1,3,3,3,3,4,4,4,4
15577,15847,0,0,2,4,4,4,4,4,4,4
15578,15848,0,0,0,0,0,0,2,2,2,2
15579,15849,2,1,0,3,3,3,2,0,6,1.2
15580,15850,0,0,0,0,0,0,0,0,0,0
15581,15851,0,0,0,2,3,1,0,0,6,1.2
15582,15852,0,0,0,2,2,2,3,3,3,3
15583,15853,0,0,0,0,0,0,0,0,0,0
15584,15854,4,4,4,4,4,4,4,0,0,0
15585,15855,0,0,0,0,0,0,0,0,0,0
15586,15856,0,0,0,0,0,0,0,0,0,0
15587,15857,0,0,0,0,1,0,0,0,2,0.4
15588,15858,3,3,4,4,4,4,4,1,1,1
15589,15859,2,0,2,3,3,4,2,0,8,1.6
15590,15860,0,0,0,4,0,3,0,0,14,2.8
15591,15861,4,4,4,4,3,4,4,0,2,0.4
15592,15862,2,2,3,2,3,4,3,1,5,1.8
15593,15863,2,2,0,2,2,3,2,0,6,1.2
15594,15864,0,0,0,1,1,2,0,0,4,0.8
15595,15865,0,3,3,0,2,3,3,3,9,4.2
15596,15867,0,0,0,0,1,0,0,0,2,0.4
15597,15868,1,3,3,3,3,3,2,1,3,1.4
15598,15869,0,2,0,2,3,3,1,1,9,2.6
15599,15870,0,2,2,0,1,0,2,2,8,3.2
15600,15871,0,0,0,0,2,0,1,1,5,1.8
15601,15872,0,0,0,2,2,2,2,2,2,2
15602,15873,2,2,4,4,4,4,4,2,2,2
15603,15874,3,3,4,2,3,2,3,0,6,1.2
15604,15875,2,2,2,2,1,2,3,1,3,1.4
15605,15876,2,4,3,4,3,3,4,2,6,2.8
15606,15877,0,0,0,0,0,0,0,0,0,0
15607,15878,0,4,0,2,0,0,0,0,12,2.4
15608,15879,3,4,4,4,4,2,4,1,5,1.8
15609,15880,2,4,0,2,2,2,3,1,9,2.6
15610,15881,3,4,3,3,3,3,2,-1,3,-0.2
15611,15882,2,3,2,3,4,3,4,2,6,2.8
15612,15883,0,0,0,0,0,2,2,2,2,2
15613,15884,2,2,0,2,2,1,2,0,6,1.2
15614,15885,3,0,0,2,2,2,2,-1,5,0.2
15615,15886,2,3,3,2,3,3,4,2,4,2.4
15616,15887,2,3,3,3,4,4,3,1,3,1.4
15617,15888,3,3,4,4,4,3,3,0,2,0.4
15618,15889,3,0,2,3,3,2,3,0,8,1.6
15619,15890,2,3,3,4,2,3,2,0,6,1.2
15620,15891,2,3,1,3,0,3,3,1,11,3
15621,15892,0,3,3,3,3,3,2,2,4,2.4
15622,15893,0,0,2,0,0,3,2,2,8,3.2
15623,15894,2,2,3,2,3,3,2,0,4,0.8
15624,15895,0,2,2,3,2,2,2,2,4,2.4
15625,15896,0,0,1,2,2,3,3,3,3,3
15626,15897,0,0,0,0,0,0,3,3,3,3
15627,15898,0,0,1,0,0,0,0,0,2,0.4
15628,15899,0,0,0,0,0,0,0,0,0,0
15629,15900,0,2,1,4,4,2,4,4,10,5.2
15630,15901,2,1,3,2,0,0,3,1,9,2.6
15631,15902,3,3,4,4,4,4,4,1,1,1
15632,15903,3,0,0,0,2,3,3,0,6,1.2
15633,15904,3,2,1,2,3,4,4,1,5,1.8
15634,15905,2,1,3,2,3,4,3,1,7,2.2
15635,15906,0,2,0,3,2,2,2,2,8,3.2
15636,15907,2,4,2,3,0,3,4,2,12,4
15637,15908,0,0,0,0,0,3,0,0,6,1.2
15638,15909,0,0,0,0,0,0,0,0,0,0
15639,15910,4,4,3,3,4,4,3,-1,3,-0.2
15640,15911,4,4,4,4,4,4,4,0,0,0
15641,15912,3,2,2,3,0,2,3,0,8,1.6
15642,15913,4,3,4,3,2,2,3,-1,5,0.2
15643,15914,1,0,0,0,0,0,0,-1,1,-0.6
15644,15915,2,0,3,3,3,2,1,-1,7,0.6
15645,15916,0,0,4,2,3,3,4,4,8,4.8
15646,15917,0,0,0,0,0,0,2,2,2,2
15647,15918,0,0,2,2,0,0,0,0,4,0.8
15648,15919,0,0,3,0,2,3,3,3,9,4.2
15649,15920,0,2,2,1,2,0,2,2,8,3.2
15650,15921,0,0,0,3,2,1,2,2,6,2.8
15651,15922,0,0,0,0,0,0,0,0,0,0
15652,15923,3,0,3,3,4,3,4,1,9,2.6
15653,15924,4,4,4,3,2,3,4,0,4,0.8
15654,15925,0,0,0,0,0,0,0,0,0,0
15655,15926,2,2,4,4,4,3,4,2,4,2.4
15656,15927,1,3,3,3,3,3,3,2,2,2
15657,15928,2,4,4,3,3,4,3,1,5,1.8
15658,15929,0,0,0,0,0,0,0,0,0,0
15659,15930,3,3,2,4,3,3,4,1,5,1.8
15660,15931,2,3,4,4,4,4,4,2,2,2
15661,15932,0,0,0,0,0,0,0,0,0,0
15662,15933,3,3,4,4,4,4,4,1,1,1
15663,15934,0,0,2,2,2,3,2,2,4,2.4
15664,15935,2,2,4,2,4,3,4,2,8,3.2
15665,15936,2,3,2,2,2,3,4,2,4,2.4
15666,15937,0,0,0,0,0,0,0,0,0,0
15667,15938,3,3,1,1,4,3,3,0,6,1.2
15668,15939,3,2,0,1,2,3,4,1,7,2.2
15669,15940,2,2,0,4,4,4,4,2,6,2.8
15670,15941,3,4,1,0,1,2,2,-1,7,0.6
15671,15942,0,3,2,3,3,2,3,3,7,3.8
15672,15943,0,0,0,0,0,0,0,0,0,0
15673,15944,2,2,3,2,2,2,2,0,2,0.4
15674,15945,0,0,0,0,0,0,0,0,0,0
15675,15946,0,0,0,3,2,2,1,1,5,1.8
15676,15947,1,2,0,3,1,0,1,0,10,2
15677,15948,3,4,4,4,2,3,2,-1,5,0.2
15678,15949,2,3,3,2,2,4,3,1,5,1.8
15679,15950,2,2,2,2,3,3,2,0,2,0.4
15680,15951,0,0,0,0,0,0,0,0,0,0
15681,15952,0,2,2,2,2,2,2,2,2,2
15682,15953,0,0,0,2,0,0,2,2,6,2.8
15683,15956,0,0,0,0,0,0,0,0,0,0
15684,15957,4,2,0,2,1,1,1,-3,7,-1
15685,15958,3,3,3,2,3,4,3,0,4,0.8
15686,15959,1,1,2,3,3,3,3,2,2,2
15687,15961,0,3,2,3,0,3,3,3,11,4.6
15688,15962,0,0,2,2,2,3,2,2,4,2.4
15689,15963,3,2,4,3,3,4,4,1,5,1.8
15690,15964,0,0,0,0,0,0,0,0,0,0
15691,15966,2,0,2,1,0,0,0,-2,6,-0.4
15692,15967,3,2,4,2,0,4,1,-2,14,1.2
15693,15968,3,4,4,3,4,4,4,1,3,1.4
15694,15969,2,1,3,2,2,2,4,2,6,2.8
15695,15970,0,2,0,0,0,0,0,0,4,0.8
15696,15971,2,3,3,2,1,2,2,0,4,0.8
15697,15972,3,4,2,2,3,3,3,0,4,0.8
15698,15973,2,0,0,3,2,1,1,-1,7,0.6
15699,15974,2,3,2,3,2,2,3,1,5,1.8
15700,15975,2,2,4,2,3,4,4,2,6,2.8
15701,15976,2,0,0,0,3,0,3,1,11,3
15702,15977,4,4,4,4,4,2,3,-1,3,-0.2
15703,15978,1,3,4,3,4,3,4,3,7,3.8
15704,15979,2,4,0,0,1,0,3,1,11,3
15705,15980,2,3,1,4,4,3,4,2,8,3.2
15706,15981,0,0,2,0,0,0,0,0,4,0.8
15707,15982,4,0,0,3,2,2,2,-2,8,0
15708,15983,4,3,4,4,4,4,4,0,2,0.4
15709,15984,3,4,4,4,4,4,4,1,1,1
15710,15985,2,0,4,0,4,4,0,-2,18,2
15711,15986,0,2,4,0,1,0,2,2,12,4
15712,15987,0,0,0,0,2,0,0,0,4,0.8
15713,15988,0,0,0,0,0,0,0,0,0,0
15714,15989,1,0,4,1,2,2,3,2,10,3.6
15715,15990,0,0,2,1,0,0,0,0,4,0.8
15716,15991,0,0,2,4,4,4,2,2,6,2.8
15717,15992,3,2,3,2,4,2,3,0,8,1.6
15718,15993,0,3,2,2,3,2,3,3,7,3.8
15719,15994,3,0,3,0,0,4,3,0,14,2.8
15720,15995,0,0,0,3,0,0,2,2,8,3.2
15721,15996,0,3,0,2,3,2,0,0,12,2.4
15722,15997,3,4,3,4,3,3,4,1,5,1.8
15723,15998,3,4,3,4,4,2,4,1,7,2.2
15724,15999,0,2,4,2,3,3,3,3,7,3.8
15725,16000,4,4,4,4,3,4,3,-1,3,-0.2
15726,16001,0,2,3,0,0,0,0,0,6,1.2
15727,16002,2,2,2,0,0,1,0,-2,4,-0.8
15728,16003,2,2,3,0,2,3,2,0,8,1.6
15729,16004,0,0,3,4,0,2,4,4,12,5.6
15730,16006,3,3,4,4,3,3,3,0,2,0.4
15731,16007,0,3,4,3,4,3,3,3,7,3.8
15732,16008,0,0,0,0,0,0,1,1,1,1
15733,16009,0,2,0,0,0,0,0,0,4,0.8
15734,16010,2,3,0,3,0,0,0,-2,10,0.4
15735,16011,1,2,2,3,4,3,3,2,4,2.4
15736,16012,2,0,0,3,3,3,4,2,6,2.8
15737,16013,0,0,0,1,0,2,1,1,5,1.8
15738,16014,0,4,4,4,4,4,4,4,4,4
15739,16015,3,2,3,4,4,3,4,1,5,1.8
15740,16016,3,2,3,3,3,2,3,0,4,0.8
15741,16017,3,2,4,4,4,4,4,1,3,1.4
15742,16018,2,3,3,2,3,2,4,2,6,2.8
15743,16019,0,0,0,0,0,0,1,1,1,1
15744,16021,4,4,4,4,3,3,4,0,2,0.4
15745,16022,2,0,0,1,2,1,2,0,6,1.2
15746,16023,3,3,4,4,3,4,4,1,3,1.4
15747,16024,0,4,4,4,4,4,4,4,4,4
15748,16026,4,4,4,3,4,4,4,0,2,0.4
15749,16027,1,0,2,3,2,3,3,2,6,2.8
15750,16028,1,0,4,3,2,2,1,0,8,1.6
15751,16029,2,0,0,0,0,2,0,-2,6,-0.4
15752,16030,0,0,0,0,0,0,0,0,0,0
15753,16031,0,0,0,0,0,0,0,0,0,0
15754,16032,2,0,0,2,4,2,4,2,10,3.6
15755,16033,3,2,2,2,3,4,4,1,3,1.4
15756,16034,4,3,3,3,4,4,3,-1,3,-0.2
15757,16035,0,2,0,2,2,2,2,2,6,2.8
15758,16036,0,0,0,0,0,2,1,1,3,1.4
15759,16037,3,4,4,4,4,4,4,1,1,1
15760,16038,2,0,2,0,2,0,0,-2,10,0.4
15761,16039,2,0,2,0,2,0,0,-2,10,0.4
15762,16040,1,3,4,3,2,2,2,1,5,1.8
15763,16041,3,3,3,2,4,4,3,0,4,0.8
15764,16042,2,0,0,3,0,0,0,-2,8,0
15765,16043,3,3,3,4,4,4,4,1,1,1
15766,16044,3,3,4,3,4,2,4,1,7,2.2
15767,16045,3,4,4,4,4,4,4,1,1,1
15768,16046,0,1,0,1,2,2,1,1,5,1.8
15769,16047,2,2,1,2,2,3,2,0,4,0.8
15770,16048,2,0,0,0,1,2,1,-1,5,0.2
15771,16049,2,0,1,3,3,3,4,2,6,2.8
15772,16050,0,0,3,0,0,0,0,0,6,1.2
