,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2)
14973,15220,3,2,3,3,4,4,4,1,3,1.4
14974,15221,2,1,2,1,1,2,1,-1,5,0.2
14975,15222,2,2,3,2,2,4,4,2,4,2.4
14976,15223,3,2,3,2,3,4,3,0,6,1.2
14977,15224,2,2,3,2,2,1,2,0,4,0.8
14978,15225,2,2,2,3,2,3,3,1,3,1.4
14979,15226,3,2,2,2,2,2,3,0,2,0.4
14980,15227,4,4,4,3,4,4,4,0,2,0.4
14981,15228,2,3,4,2,2,3,2,0,6,1.2
14982,15229,1,3,3,2,2,3,2,1,5,1.8
14983,15230,1,1,1,1,1,1,1,0,0,0
14984,15231,2,2,2,2,3,2,2,0,2,0.4
14985,15232,2,2,2,1,1,2,2,0,2,0.4
14986,15233,2,2,3,2,1,1,1,-1,3,-0.2
14987,15234,2,2,2,1,1,1,2,0,2,0.4
14988,15235,2,2,3,2,2,3,3,1,3,1.4
14989,15236,4,3,4,2,2,2,4,0,6,1.2
14990,15237,4,4,4,4,4,4,4,0,0,0
14991,15238,3,3,3,2,2,2,3,0,2,0.4
14992,15239,2,3,2,2,3,3,3,1,3,1.4
14993,15240,2,4,4,3,4,4,3,1,5,1.8
14994,15241,1,1,2,1,2,2,3,2,4,2.4
14995,15242,4,3,4,3,4,4,4,0,4,0.8
14996,15243,2,2,3,1,2,2,3,1,5,1.8
14997,15244,4,4,4,4,4,4,4,0,0,0
14998,15245,4,4,3,4,4,4,4,0,2,0.4
14999,15246,3,3,3,2,3,3,4,1,3,1.4
15000,15247,1,2,3,4,4,3,3,2,4,2.4
15001,15248,3,4,4,4,4,4,4,1,1,1
15002,15249,1,1,4,4,2,2,2,1,5,1.8
15003,15250,3,2,3,2,3,1,2,-1,7,0.6
15004,15251,3,3,3,1,2,3,3,0,4,0.8
15005,15252,3,2,4,4,4,4,4,1,3,1.4
15006,15253,2,3,3,2,2,3,4,2,4,2.4
15007,15254,1,1,1,1,1,3,4,3,3,3
15008,15255,1,2,3,2,2,1,3,2,6,2.8
15009,15256,1,1,1,1,1,1,1,0,0,0
15010,15257,1,2,3,3,3,2,1,0,4,0.8
15011,15258,2,2,1,2,3,3,3,1,3,1.4
15012,15259,3,4,4,4,4,4,3,0,2,0.4
15013,15260,1,2,4,4,3,4,3,2,6,2.8
15014,15261,4,4,3,4,4,4,4,0,2,0.4
15015,15262,2,2,3,4,3,3,2,0,4,0.8
15016,15263,4,4,4,2,4,4,4,0,4,0.8
15017,15264,2,2,3,2,4,3,4,2,6,2.8
15018,15265,1,1,1,2,1,2,2,1,3,1.4
15019,15266,2,4,2,2,2,2,1,-1,5,0.2
15020,15267,4,4,4,3,4,4,4,0,2,0.4
15021,15268,3,2,1,2,2,2,2,-1,3,-0.2
15022,15269,4,4,3,3,3,2,3,-1,3,-0.2
15023,15270,2,2,3,2,3,2,2,0,4,0.8
15024,15271,4,4,4,4,3,3,3,-1,1,-0.6
15025,15272,4,4,3,3,3,2,1,-3,3,-1.8
15026,15273,3,3,3,1,2,2,2,-1,3,-0.2
15027,15274,3,4,3,3,2,3,3,0,4,0.8
15028,15275,2,3,2,2,2,1,1,-1,3,-0.2
15029,15276,2,2,2,1,2,2,3,1,3,1.4
15030,15277,1,1,4,4,4,4,4,3,3,3
15031,15278,2,3,3,2,2,2,2,0,2,0.4
15032,15279,2,3,4,2,3,3,4,2,6,2.8
15033,15280,1,1,1,1,1,1,3,2,2,2
15034,15281,1,3,3,2,3,3,3,2,4,2.4
15035,15282,4,4,4,3,4,4,4,0,2,0.4
15036,15283,2,1,2,2,3,1,1,-1,5,0.2
15037,15284,3,4,4,2,3,3,3,0,4,0.8
15038,15285,1,1,1,1,2,2,2,1,1,1
15039,15286,3,2,3,3,3,3,3,0,2,0.4
15040,15287,3,2,3,1,1,2,3,0,6,1.2
15041,15288,2,2,3,2,3,3,3,1,3,1.4
15042,15289,1,1,2,1,2,2,3,2,4,2.4
15043,15290,1,2,1,2,1,1,1,0,4,0.8
15044,15291,2,3,2,1,1,2,2,0,4,0.8
15045,15292,3,3,3,3,3,3,2,-1,1,-0.6
15046,15293,1,1,1,2,2,3,3,2,2,2
15047,15294,4,4,4,4,3,3,3,-1,1,-0.6
15048,15295,2,2,3,1,1,3,2,0,6,1.2
15049,15296,3,1,3,2,2,2,4,1,7,2.2
15050,15297,3,3,4,3,4,2,2,-1,5,0.2
15051,15298,2,3,3,2,2,1,3,1,5,1.8
15052,15299,1,1,1,1,1,2,4,3,3,3
15053,15300,4,4,4,3,4,3,4,0,4,0.8
15054,15301,1,1,1,1,2,1,3,2,4,2.4
15055,15303,1,1,1,2,1,1,1,0,2,0.4
15056,15304,2,2,1,1,1,3,3,1,3,1.4
15057,15305,3,2,3,2,3,3,3,0,4,0.8
15058,15306,1,1,3,1,2,1,2,1,7,2.2
15059,15307,2,1,2,2,3,3,3,1,3,1.4
15060,15309,4,4,1,4,3,1,2,-2,10,0.4
15061,15310,4,3,4,4,4,4,4,0,2,0.4
15062,15311,4,3,4,2,4,1,4,0,12,2.4
15063,15312,4,2,3,3,2,3,4,0,6,1.2
15064,15313,3,2,2,1,2,1,1,-2,4,-0.8
15065,15315,1,1,1,1,1,1,1,0,0,0
15066,15316,1,2,3,2,2,3,2,1,5,1.8
15067,15317,4,4,4,4,1,4,4,0,6,1.2
15068,15318,1,1,1,1,1,1,1,0,0,0
15069,15319,2,3,3,3,2,2,1,-1,3,-0.2
15070,15320,2,3,3,2,2,1,3,1,5,1.8
15071,15321,2,1,2,2,3,1,1,-1,5,0.2
15072,15322,1,1,2,2,2,2,3,2,2,2
15073,15323,2,2,1,1,2,4,4,2,4,2.4
15074,15324,3,3,3,4,4,4,4,1,1,1
15075,15325,2,3,3,2,2,3,2,0,4,0.8
15076,15326,1,2,2,1,1,1,1,0,2,0.4
15077,15327,2,3,2,1,2,1,1,-1,5,0.2
15078,15328,3,3,4,2,3,3,3,0,4,0.8
15079,15329,1,1,1,1,1,1,2,1,1,1
15080,15330,3,3,4,3,3,4,3,0,4,0.8
15081,15331,2,3,3,2,2,2,1,-1,3,-0.2
15082,15332,2,2,1,1,1,2,2,0,2,0.4
15083,15333,4,3,4,3,4,4,2,-2,6,-0.4
15084,15334,3,1,1,1,1,1,1,-2,2,-1.2
15085,15335,1,2,2,1,3,4,3,2,6,2.8
15086,15336,2,4,4,3,3,4,4,2,4,2.4
15087,15337,3,4,3,2,4,3,4,1,7,2.2
15088,15338,3,3,3,3,3,3,4,1,1,1
15089,15339,2,2,3,2,2,3,3,1,3,1.4
15090,15340,2,1,2,2,1,1,2,0,4,0.8
15091,15341,2,1,2,2,3,3,3,1,3,1.4
15092,15342,4,2,2,2,2,1,2,-2,4,-0.8
15093,15343,3,3,4,4,3,2,1,-2,4,-0.8
15094,15344,2,2,2,2,2,2,3,1,1,1
15095,15345,2,4,3,3,3,4,4,2,4,2.4
15096,15346,1,2,3,2,2,3,4,3,5,3.4
15097,15347,3,2,3,1,1,1,1,-2,4,-0.8
15098,15348,2,1,2,2,2,2,2,0,2,0.4
15099,15349,4,3,3,2,4,3,3,-1,5,0.2
15100,15350,3,4,1,1,2,1,1,-2,6,-0.4
15101,15353,1,1,1,2,2,2,3,2,2,2
15102,15354,4,4,4,4,4,4,4,0,0,0
15103,15355,2,2,2,1,3,3,2,0,4,0.8
15104,15356,4,4,4,2,3,2,2,-2,4,-0.8
15105,15357,2,2,1,0,1,3,4,2,6,2.8
15106,15358,3,3,3,2,2,4,4,1,3,1.4
15107,15359,2,2,3,3,2,3,3,1,3,1.4
15108,15360,1,1,1,1,1,1,1,0,0,0
15109,15361,4,4,4,2,4,1,2,-2,8,0
15110,15362,1,1,1,1,1,3,1,0,4,0.8
15111,15363,2,4,4,3,4,4,4,2,4,2.4
15112,15364,1,1,2,1,3,2,1,0,6,1.2
15113,15365,4,3,4,3,4,4,4,0,4,0.8
15114,15366,1,3,2,1,2,2,3,2,6,2.8
15115,15367,4,3,4,3,4,1,4,0,10,2
15116,15368,3,3,2,3,4,3,3,0,4,0.8
15117,15369,3,3,4,3,4,4,4,1,3,1.4
15118,15370,1,1,1,1,1,1,4,3,3,3
15119,15371,4,4,4,4,4,1,2,-2,4,-0.8
15120,15372,1,1,3,3,4,3,4,3,5,3.4
15121,15373,1,1,1,1,1,1,1,0,0,0
15122,15374,1,1,1,1,1,1,1,0,0,0
15123,15375,2,2,3,3,4,4,3,1,3,1.4
15124,15376,1,1,2,1,1,1,1,0,2,0.4
15125,15377,1,2,1,2,1,1,1,0,4,0.8
15126,15378,3,4,4,3,4,3,4,1,5,1.8
15127,15379,1,2,4,3,4,4,4,3,5,3.4
15128,15380,2,2,2,1,2,2,1,-1,3,-0.2
15129,15382,2,1,1,2,1,1,1,-1,3,-0.2
15130,15383,1,1,1,1,1,2,1,0,2,0.4
15131,15384,2,1,3,1,2,2,2,0,6,1.2
15132,15385,3,3,4,4,3,3,4,1,3,1.4
15133,15386,2,3,2,1,1,2,3,1,5,1.8
15134,15387,3,4,4,3,4,3,4,1,5,1.8
15135,15388,3,3,3,4,4,4,4,1,1,1
15136,15389,1,3,2,1,2,3,3,2,6,2.8
15137,15390,1,1,2,2,3,3,3,2,2,2
15138,15391,4,3,1,1,3,1,2,-2,8,0
15139,15392,1,1,4,4,4,4,4,3,3,3
15140,15393,2,3,3,2,2,3,2,0,4,0.8
15141,15394,1,4,4,4,4,4,4,3,3,3
15142,15395,1,2,2,1,2,2,2,1,3,1.4
15143,15396,2,2,3,3,2,2,3,1,3,1.4
15144,15397,1,2,2,1,1,1,3,2,4,2.4
15145,15398,1,1,4,1,3,2,4,3,11,4.6
15146,15399,1,4,2,1,1,2,1,0,8,1.6
15147,15400,3,3,3,3,3,4,4,1,1,1
15148,15401,2,3,4,4,4,4,4,2,2,2
15149,15403,1,2,1,1,2,3,3,2,4,2.4
15150,15404,2,1,2,1,1,2,2,0,4,0.8
15151,15405,1,1,2,2,1,2,2,1,3,1.4
15152,15406,3,3,3,3,3,3,4,1,1,1
15153,15407,4,3,3,3,4,3,4,0,4,0.8
15154,15409,2,2,4,4,4,4,4,2,2,2
15155,15410,2,4,4,2,4,4,3,1,7,2.2
15156,15412,1,1,1,2,2,2,2,1,1,1
15157,15413,2,2,3,3,3,3,2,0,2,0.4
15158,15414,3,3,3,2,3,3,4,1,3,1.4
15159,15416,3,3,3,2,3,4,3,0,4,0.8
15160,15417,2,2,2,2,3,4,4,2,2,2
15161,15418,3,2,4,3,3,3,2,-1,5,0.2
15162,15419,1,1,1,1,1,1,1,0,0,0
15163,15420,2,4,4,3,3,4,4,2,4,2.4
15164,15421,1,2,1,2,3,4,4,3,5,3.4
15165,15422,1,0,0,0,0,0,0,-1,1,-0.6
15166,15423,2,4,2,2,4,1,1,-1,9,1
15167,15424,3,4,4,2,3,3,3,0,4,0.8
15168,15425,1,1,3,1,1,1,1,0,4,0.8
15169,15426,1,1,1,1,1,1,1,0,0,0
15170,15427,1,3,2,1,1,2,1,0,6,1.2
15171,15428,4,3,4,4,4,4,4,0,2,0.4
15172,15429,4,4,4,4,4,4,4,0,0,0
15173,15430,3,3,2,2,2,3,3,0,2,0.4
15174,15431,3,2,3,3,3,3,3,0,2,0.4
15175,15432,1,1,2,1,1,1,1,0,2,0.4
15176,15433,1,1,4,1,1,1,1,0,6,1.2
15177,15434,4,4,4,4,3,4,4,0,2,0.4
15178,15435,4,4,4,3,3,4,4,0,2,0.4
15179,15436,4,4,4,3,4,4,4,0,2,0.4
15180,15437,1,1,2,1,2,3,4,3,5,3.4
15181,15438,3,3,3,3,3,3,2,-1,1,-0.6
15182,15439,2,2,2,2,1,1,2,0,2,0.4
15183,15440,4,4,4,4,4,4,4,0,0,0
15184,15441,2,4,3,3,3,4,2,0,6,1.2
15185,15442,4,4,4,4,4,3,1,-3,3,-1.8
15186,15443,1,2,3,2,2,4,4,3,5,3.4
15187,15444,1,2,4,4,3,3,3,2,4,2.4
15188,15445,1,1,1,2,3,4,4,3,3,3
15189,15446,2,3,2,1,1,3,3,1,5,1.8
15190,15447,3,3,4,3,3,3,4,1,3,1.4
15191,15448,2,2,2,2,2,2,2,0,0,0
15192,15449,1,2,2,1,2,2,1,0,4,0.8
15193,15450,1,1,2,1,1,2,1,0,4,0.8
15194,15451,1,1,1,1,1,1,1,0,0,0
15195,15452,3,3,3,3,3,3,3,0,0,0
15196,15453,3,4,4,4,4,4,4,1,1,1
15197,15454,3,4,4,3,3,3,3,0,2,0.4
15198,15455,3,3,3,3,3,3,2,-1,1,-0.6
15199,15456,1,1,1,2,3,4,4,3,3,3
15200,15457,3,4,4,3,2,2,4,1,5,1.8
15201,15458,2,3,3,2,3,3,4,2,4,2.4
15202,15459,2,2,2,2,3,2,3,1,3,1.4
15203,15460,3,3,4,2,2,3,3,0,4,0.8
15204,15461,1,2,4,4,2,2,4,3,7,3.8
15205,15462,3,3,4,3,3,3,4,1,3,1.4
15206,15463,3,3,3,3,3,4,4,1,1,1
15207,15464,2,3,4,3,3,3,3,1,3,1.4
15208,15465,4,1,4,1,1,1,4,0,12,2.4
15209,15466,1,1,1,1,1,4,3,2,4,2.4
15210,15467,3,3,4,3,4,3,4,1,5,1.8
15211,15468,2,3,2,1,3,1,2,0,8,1.6
15212,15469,3,4,4,2,2,4,4,1,5,1.8
15213,15470,4,4,4,4,4,4,4,0,0,0
15214,15471,0,0,1,1,1,1,1,1,1,1
15215,15472,2,2,3,2,3,3,3,1,3,1.4
15216,15473,2,2,2,1,3,2,2,0,4,0.8
15217,15475,4,4,4,3,4,4,4,0,2,0.4
15218,15477,2,2,4,4,4,4,4,2,2,2
15219,15478,3,3,3,2,2,2,2,-1,1,-0.6
15220,15479,3,2,3,1,1,2,1,-2,6,-0.4
15221,15480,3,4,4,4,3,4,4,1,3,1.4
15222,15481,4,3,4,2,3,4,4,0,6,1.2
15223,15482,1,1,1,1,1,1,1,0,0,0
15224,15483,2,2,2,2,2,2,3,1,1,1
15225,15484,4,4,4,4,4,4,4,0,0,0
15226,15485,3,4,4,4,4,4,4,1,1,1
15227,15486,2,3,4,2,3,3,2,0,6,1.2
15228,15487,2,2,2,2,2,3,3,1,1,1
15229,15488,4,3,4,3,4,3,4,0,6,1.2
15230,15489,1,1,1,1,1,1,1,0,0,0
15231,15490,3,2,2,2,2,3,3,0,2,0.4
15232,15491,2,2,3,4,4,3,3,1,3,1.4
15233,15493,4,4,4,4,4,1,3,-1,5,0.2
15234,15494,1,1,1,1,1,1,1,0,0,0
15235,15495,2,1,2,2,1,2,2,0,4,0.8
15236,15496,1,1,1,1,1,1,1,0,0,0
15237,15497,3,3,4,2,2,3,3,0,4,0.8
15238,15498,2,2,2,2,2,1,2,0,2,0.4
15239,15499,1,1,2,1,2,2,2,1,3,1.4
15240,15500,1,2,2,1,1,1,1,0,2,0.4
15241,15501,2,3,4,3,1,1,1,-1,5,0.2
15242,15502,4,1,3,1,3,1,3,-1,13,1.8
15243,15503,2,1,1,1,1,1,1,-1,1,-0.6
15244,15504,1,2,2,1,2,2,3,2,4,2.4
15245,15505,3,3,2,1,4,4,4,1,5,1.8
15246,15506,4,3,4,1,4,1,4,0,14,2.8
15247,15507,2,3,3,3,3,3,4,2,2,2
15248,15508,2,3,4,3,4,4,4,2,4,2.4
15249,15509,1,1,2,2,2,2,2,1,1,1
15250,15510,1,1,2,1,2,1,1,0,4,0.8
15251,15511,1,4,4,4,4,4,4,3,3,3
15252,15512,4,4,4,4,4,4,4,0,0,0
15253,15513,4,4,4,4,4,4,4,0,0,0
15254,15514,3,4,4,3,4,4,4,1,3,1.4
15255,15515,2,2,2,1,2,2,3,1,3,1.4
15256,15516,3,3,3,2,2,3,3,0,2,0.4
15257,15517,2,3,3,3,4,3,1,-1,5,0.2
15258,15518,2,2,3,1,1,1,1,-1,3,-0.2
15259,15519,3,4,2,3,4,4,3,0,6,1.2
15260,15520,1,1,2,2,2,2,2,1,1,1
15261,15521,3,4,4,4,4,4,4,1,1,1
15262,15522,1,1,1,1,1,1,1,0,0,0
15263,15523,1,1,1,1,1,1,1,0,0,0
15264,15524,1,1,1,2,1,1,1,0,2,0.4
15265,15525,3,3,4,4,4,4,4,1,1,1
15266,15526,3,2,3,3,4,3,3,0,4,0.8
15267,15527,2,2,3,2,2,3,4,2,4,2.4
15268,15528,3,3,3,2,3,2,3,0,4,0.8
15269,15529,2,2,2,2,2,2,4,2,2,2
15270,15530,4,4,4,4,4,4,4,0,0,0
15271,15531,2,1,2,1,3,1,2,0,8,1.6
15272,15532,4,2,1,1,2,1,3,-1,7,0.6
15273,15533,1,2,1,3,1,3,3,2,8,3.2
15274,15534,1,1,1,1,1,1,1,0,0,0
15275,15535,2,1,1,1,2,3,4,2,4,2.4
15276,15536,1,1,1,1,2,1,2,1,3,1.4
15277,15537,1,1,1,1,1,1,1,0,0,0
15278,15538,2,2,3,2,1,4,3,1,7,2.2
15279,15539,3,4,4,4,4,4,4,1,1,1
15280,15540,3,4,4,3,3,2,4,1,5,1.8
15281,15541,1,1,1,1,2,2,1,0,2,0.4
15282,15542,3,4,4,3,3,4,4,1,3,1.4
15283,15543,2,1,2,1,2,1,3,1,7,2.2
15284,15544,3,3,4,3,3,4,3,0,4,0.8
15285,15545,1,1,1,1,1,1,1,0,0,0
15286,15546,1,2,1,1,1,1,2,1,3,1.4
15287,15547,4,2,3,2,4,3,4,0,8,1.6
15288,15548,3,2,4,3,3,2,3,0,6,1.2
15289,15549,1,1,1,1,1,1,1,0,0,0
15290,15550,3,3,3,3,4,4,4,1,1,1
15291,15551,1,1,1,1,4,4,4,3,3,3
15292,15552,2,2,3,1,3,2,3,1,7,2.2
15293,15553,4,3,4,3,3,4,4,0,4,0.8
15294,15554,1,1,1,1,1,1,1,0,0,0
15295,15555,4,3,4,3,3,3,4,0,4,0.8
15296,15556,1,2,2,2,1,2,1,0,4,0.8
15297,15557,3,3,3,3,3,4,4,1,1,1
15298,15558,2,3,3,2,2,3,4,2,4,2.4
15299,15559,1,2,3,3,3,4,4,3,3,3
15300,15560,1,2,4,2,3,3,3,2,6,2.8
15301,15561,2,3,2,3,2,2,3,1,5,1.8
15302,15562,1,1,2,1,2,2,3,2,4,2.4
15303,15564,3,3,2,2,2,3,3,0,2,0.4
15304,15565,4,3,4,1,4,1,1,-3,11,-0.2
15305,15566,1,3,3,2,2,3,3,2,4,2.4
15306,15567,2,2,2,4,3,3,3,1,3,1.4
15307,15568,1,1,1,1,1,3,2,1,3,1.4
15308,15569,1,2,1,1,2,2,2,1,3,1.4
15309,15570,4,4,4,4,1,4,2,-2,8,0
15310,15571,1,2,2,2,3,3,2,1,3,1.4
15311,15572,4,4,4,3,4,4,4,0,2,0.4
15312,15573,2,4,2,2,1,2,2,0,6,1.2
15313,15574,2,1,4,4,2,4,3,1,9,2.6
15314,15575,1,1,1,1,1,1,1,0,0,0
15315,15576,4,4,4,4,4,4,4,0,0,0
15316,15577,1,1,1,1,3,3,4,3,3,3
15317,15578,1,1,1,1,1,1,1,0,0,0
15318,15579,2,2,1,2,1,2,3,1,5,1.8
15319,15580,3,2,3,2,3,2,2,-1,5,0.2
15320,15581,4,4,4,4,4,4,4,0,0,0
15321,15582,2,2,3,2,2,2,2,0,2,0.4
15322,15583,3,2,2,2,2,2,2,-1,1,-0.6
15323,15584,1,1,4,4,4,3,4,3,5,3.4
15324,15585,4,4,4,3,3,2,2,-2,2,-1.2
15325,15586,2,1,3,2,3,4,4,2,6,2.8
15326,15587,3,2,4,2,3,3,4,1,7,2.2
15327,15588,1,1,1,1,1,1,1,0,0,0
15328,15589,3,3,3,2,3,4,3,0,4,0.8
15329,15590,1,1,2,1,1,1,3,2,4,2.4
15330,15592,1,4,3,3,3,3,3,2,4,2.4
15331,15593,2,1,2,3,3,4,3,1,5,1.8
15332,15594,3,2,4,4,4,4,4,1,3,1.4
15333,15595,1,1,2,2,3,3,3,2,2,2
15334,15597,3,4,4,4,4,4,4,1,1,1
15335,15598,3,3,3,2,3,3,3,0,2,0.4
15336,15599,2,2,1,2,4,1,1,-1,7,0.6
15337,15600,1,1,1,3,3,1,1,0,4,0.8
15338,15602,3,2,3,2,3,3,2,-1,5,0.2
15339,15603,4,4,4,4,4,4,4,0,0,0
15340,15604,3,3,3,3,3,3,3,0,0,0
15341,15605,2,2,2,2,2,2,2,0,0,0
15342,15606,1,3,4,1,2,4,4,3,9,4.2
15343,15607,1,1,2,1,2,2,2,1,3,1.4
15344,15608,2,1,1,1,1,2,2,0,2,0.4
15345,15609,1,4,4,1,3,4,1,0,12,2.4
15346,15610,2,2,3,3,4,4,4,2,2,2
15347,15611,2,3,3,2,2,3,3,1,3,1.4
15348,15612,2,1,2,1,1,1,1,-1,3,-0.2
15349,15613,1,2,1,1,1,2,3,2,4,2.4
15350,15614,1,1,1,1,3,4,4,3,3,3
15351,15615,1,1,3,2,1,4,1,0,10,2
15352,15616,1,1,4,1,1,1,1,0,6,1.2
15353,15617,2,2,4,1,3,3,4,2,8,3.2
15354,15618,2,2,2,2,2,2,3,1,1,1
15355,15619,3,2,3,2,2,2,4,1,5,1.8
15356,15620,3,1,1,1,1,2,1,-2,4,-0.8
15357,15621,4,2,3,3,3,1,4,0,8,1.6
15358,15622,1,1,1,1,1,2,1,0,2,0.4
15359,15623,4,4,3,2,1,1,2,-2,4,-0.8
15360,15624,4,4,4,2,3,4,3,-1,5,0.2
15361,15625,1,3,1,1,4,3,4,3,9,4.2
15362,15626,3,4,2,3,2,2,1,-2,6,-0.4
15363,15627,2,2,3,2,2,3,3,1,3,1.4
15364,15628,3,3,3,3,4,4,4,1,1,1
15365,15629,3,3,4,3,4,3,4,1,5,1.8
15366,15630,1,1,1,1,2,1,2,1,3,1.4
15367,15631,1,1,1,1,1,1,1,0,0,0
15368,15632,1,1,2,2,2,2,4,3,3,3
15369,15633,1,1,2,1,2,2,3,2,4,2.4
15370,15634,4,4,4,4,4,3,4,0,2,0.4
15371,15635,3,3,3,2,3,3,3,0,2,0.4
15372,15636,4,2,4,4,2,2,4,0,8,1.6
15373,15637,4,4,4,3,1,3,3,-1,5,0.2
15374,15638,3,4,3,3,4,4,4,1,3,1.4
15375,15639,2,2,3,2,2,3,2,0,4,0.8
15376,15640,2,1,1,1,1,1,3,1,3,1.4
15377,15641,3,2,3,2,2,2,3,0,4,0.8
15378,15642,1,1,1,2,3,4,4,3,3,3
15379,15643,4,4,3,4,2,1,1,-3,5,-1.4
15380,15644,4,4,4,4,4,4,4,0,0,0
15381,15645,4,4,4,4,4,4,1,-3,3,-1.8
15382,15646,3,4,2,3,1,3,2,-1,9,1
15383,15647,2,2,3,1,1,1,1,-1,3,-0.2
15384,15648,1,2,4,2,4,1,3,2,12,4
15385,15649,2,3,4,2,2,2,4,2,6,2.8
15386,15650,1,1,1,1,1,1,4,3,3,3
15387,15651,4,3,2,3,2,3,3,-1,5,0.2
15388,15652,1,2,2,1,2,2,2,1,3,1.4
15389,15653,1,2,2,2,3,1,1,0,4,0.8
15390,15654,3,3,4,3,2,3,2,-1,5,0.2
15391,15655,2,4,3,3,2,1,1,-1,5,0.2
15392,15656,4,4,3,4,4,4,4,0,2,0.4
15393,15657,2,2,2,2,2,2,2,0,0,0
15394,15658,3,3,3,3,3,3,1,-2,2,-1.2
15395,15659,3,2,3,1,2,2,1,-2,6,-0.4
15396,15660,4,3,2,4,4,3,3,-1,5,0.2
15397,15661,1,1,1,1,1,2,1,0,2,0.4
15398,15662,1,1,1,1,1,1,1,0,0,0
15399,15664,3,4,4,4,4,4,4,1,1,1
15400,15665,1,1,1,1,1,1,1,0,0,0
15401,15666,4,3,4,4,4,4,4,0,2,0.4
15402,15667,4,4,4,3,4,3,3,-1,3,-0.2
15403,15668,4,4,4,3,3,4,4,0,2,0.4
15404,15669,3,2,3,3,2,3,3,0,4,0.8
15405,15670,2,4,4,4,4,3,4,2,4,2.4
15406,15671,1,1,3,1,2,3,2,1,7,2.2
15407,15672,1,1,1,1,1,1,1,0,0,0
15408,15673,2,1,1,2,2,2,3,1,3,1.4
15409,15675,1,2,3,1,1,1,1,0,4,0.8
15410,15676,2,2,2,2,1,2,2,0,2,0.4
15411,15677,1,1,2,1,1,3,3,2,4,2.4
15412,15678,4,3,2,3,3,1,4,0,8,1.6
15413,15679,1,3,3,2,2,3,1,0,6,1.2
15414,15680,2,4,4,4,4,4,4,2,2,2
15415,15681,3,3,4,3,3,3,3,0,2,0.4
15416,15682,2,1,3,2,4,3,4,2,8,3.2
15417,15683,3,3,3,3,4,4,3,0,2,0.4
15418,15684,2,3,3,2,3,3,2,0,4,0.8
15419,15685,1,1,2,4,4,4,4,3,3,3
15420,15686,1,1,1,1,1,1,1,0,0,0
15421,15687,4,4,4,4,4,4,4,0,0,0
15422,15688,2,2,3,2,2,2,3,1,3,1.4
15423,15689,4,4,4,4,3,4,4,0,2,0.4
15424,15690,3,2,2,3,4,4,3,0,4,0.8
15425,15691,4,4,3,3,3,3,3,-1,1,-0.6
15426,15692,2,3,3,3,3,3,3,1,1,1
15427,15693,3,2,2,2,4,3,3,0,4,0.8
15428,15694,2,2,2,3,3,2,1,-1,3,-0.2
15429,15695,4,4,4,4,4,4,4,0,0,0
15430,15696,3,3,3,4,3,3,3,0,2,0.4
15431,15698,1,1,1,1,1,1,1,0,0,0
15432,15699,4,4,4,3,4,3,4,0,4,0.8
15433,15700,4,4,4,3,4,4,4,0,2,0.4
15434,15701,1,2,1,1,1,1,1,0,2,0.4
15435,15702,1,2,4,2,3,2,3,2,8,3.2
15436,15703,1,1,1,3,1,1,1,0,4,0.8
15437,15704,1,1,2,1,1,1,2,1,3,1.4
15438,15705,3,4,4,4,4,4,4,1,1,1
15439,15706,3,1,2,2,3,3,3,0,4,0.8
15440,15707,1,4,4,2,3,3,3,2,6,2.8
15441,15708,2,2,2,2,1,2,2,0,2,0.4
15442,15709,3,3,3,3,3,2,3,0,2,0.4
15443,15710,4,4,4,4,4,4,4,0,0,0
15444,15711,1,1,1,1,1,1,2,1,1,1
15445,15712,3,4,4,3,4,4,4,1,3,1.4
15446,15713,2,2,2,2,3,3,3,1,1,1
15447,15714,3,3,3,3,2,3,4,1,3,1.4
15448,15715,1,2,2,1,2,2,2,1,3,1.4
15449,15716,2,3,4,2,4,3,4,2,8,3.2
15450,15717,3,2,2,1,2,2,3,0,4,0.8
15451,15718,4,4,4,3,4,4,4,0,2,0.4
15452,15719,1,2,2,2,1,1,1,0,2,0.4
15453,15720,2,1,3,3,4,3,4,2,6,2.8
15454,15721,4,4,4,3,3,4,4,0,2,0.4
15455,15722,1,2,1,1,2,3,4,3,5,3.4
15456,15723,3,3,2,1,1,2,1,-2,4,-0.8
15457,15725,1,2,2,2,3,3,3,2,2,2
15458,15726,2,2,3,2,3,3,3,1,3,1.4
15459,15727,1,2,1,1,2,3,2,1,5,1.8
15460,15728,2,2,2,1,2,2,1,-1,3,-0.2
15461,15729,4,4,4,4,4,4,3,-1,1,-0.6
15462,15730,1,1,2,4,4,3,3,2,4,2.4
15463,15731,4,4,4,4,4,4,4,0,0,0
15464,15732,2,2,2,2,2,3,3,1,1,1
15465,15733,1,2,2,1,3,3,1,0,6,1.2
15466,15734,3,3,4,3,3,2,3,0,4,0.8
15467,15735,4,2,4,1,4,2,4,0,14,2.8
15468,15736,1,3,2,3,2,3,2,1,7,2.2
15469,15737,1,1,1,1,1,1,1,0,0,0
15470,15738,2,2,4,2,1,1,2,0,6,1.2
15471,15739,4,3,4,3,3,4,4,0,4,0.8
15472,15740,4,3,4,3,3,4,3,-1,5,0.2
15473,15741,1,1,2,2,2,1,2,1,3,1.4
