,°í°´¹øÈ£,½ÄÇ°_ÃÑ±¸¸Å¾×1,½ÄÇ°_ÃÑ±¸¸Å¾×2,½ÄÇ°_ÃÑ±¸¸Å¾×3,½ÄÇ°_ÃÑ±¸¸Å¾×4,½ÄÇ°_ÃÑ±¸¸Å¾×5,½ÄÇ°_ÃÑ±¸¸Å¾×6,½ÄÇ°_ÃÑ±¸¸Å¾×7,½ÄÇ°_ÃÑ±¸¸Å¾×8,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö1,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö2,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö3,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö4,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö5,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö6,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö7,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö8
16756,17082,256183.0,178448.0,291099.0,393429.0,967501.0,1084542.0,998140.0,640847.0,58.0,30.0,46.0,65.0,152.0,185.0,167.0,124.0
16757,17083,442875.0,829246.0,577314.0,669495.0,546749.0,1000743.0,935972.0,428791.0,112.0,209.0,129.0,177.0,129.0,210.0,216.0,124.0
16758,17084,133743.0,665543.0,346547.0,163264.0,293418.0,431562.0,506148.0,53615.0,14.0,38.0,52.0,30.0,56.0,80.0,74.0,19.0
16759,17085,34697.0,28863.0,0.0,22348.0,0.0,0.0,0.0,12394.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0
16760,17086,237000.0,100475.0,0.0,81713.0,158988.0,327678.0,226247.0,254891.0,38.0,17.0,0.0,14.0,26.0,50.0,27.0,37.0
16761,17087,9841.0,157903.0,468418.0,215330.0,180305.0,191970.0,236358.0,305397.0,1.0,22.0,15.0,31.0,26.0,29.0,26.0,48.0
16762,17088,794827.0,1005438.0,961406.0,750664.0,726996.0,948369.0,1186089.0,697044.0,202.0,231.0,208.0,190.0,186.0,201.0,209.0,167.0
16763,17089,227000.0,159766.0,277267.0,507527.0,668871.0,641377.0,705569.0,601310.0,13.0,8.0,22.0,55.0,54.0,49.0,47.0,51.0
16764,17090,340478.0,137103.0,202825.0,181495.0,225230.0,244987.0,191096.0,92158.0,45.0,20.0,23.0,31.0,26.0,29.0,26.0,13.0
16765,17091,1414672.0,1486756.0,1208059.0,359753.0,648346.0,511717.0,461629.0,478499.0,92.0,77.0,65.0,33.0,39.0,35.0,30.0,37.0
16766,17092,945000.0,526106.0,1149251.0,1214437.0,2740575.0,1848782.0,3527948.0,2086068.0,81.0,35.0,101.0,129.0,164.0,171.0,299.0,240.0
16767,17093,37130.0,0.0,32082.0,278036.0,840415.0,676165.0,358722.0,14459.0,7.0,0.0,3.0,38.0,158.0,135.0,67.0,3.0
16768,17095,781342.0,394228.0,620940.0,884515.0,711979.0,312230.0,228008.0,162087.0,115.0,74.0,56.0,101.0,107.0,44.0,26.0,38.0
16769,17096,1413607.0,1443170.0,1450070.0,946691.0,1532197.0,1459861.0,950234.0,1028761.0,227.0,202.0,199.0,178.0,265.0,295.0,186.0,254.0
16770,17097,405117.0,509291.0,577349.0,399818.0,753083.0,601993.0,539362.0,80287.0,135.0,198.0,183.0,161.0,212.0,183.0,163.0,23.0
16771,17098,170703.0,476914.0,933671.0,539094.0,801032.0,843523.0,771687.0,632901.0,24.0,55.0,84.0,47.0,81.0,83.0,75.0,78.0
16772,17099,543460.0,898027.0,722845.0,655500.0,786164.0,852215.0,800560.0,774905.0,208.0,357.0,265.0,365.0,378.0,409.0,352.0,420.0
16773,17100,355088.0,348272.0,326279.0,186793.0,288442.0,113088.0,134695.0,89199.0,26.0,25.0,23.0,15.0,19.0,8.0,10.0,8.0
16774,17101,663932.0,574767.0,817815.0,302652.0,778128.0,768834.0,660345.0,779195.0,118.0,100.0,70.0,87.0,140.0,155.0,114.0,185.0
16775,17102,510444.0,521217.0,507117.0,389751.0,532577.0,487120.0,656734.0,348456.0,96.0,115.0,91.0,138.0,133.0,141.0,146.0,118.0
16776,17103,1311818.0,1212774.0,948192.0,797054.0,889945.0,822557.0,935708.0,674373.0,223.0,189.0,155.0,153.0,175.0,155.0,166.0,136.0
16777,17104,889623.0,1019653.0,944946.0,694021.0,671908.0,659748.0,756122.0,509362.0,222.0,254.0,234.0,191.0,191.0,153.0,220.0,175.0
16778,17105,467226.0,382476.0,562635.0,281117.0,679827.0,707397.0,1285976.0,734649.0,93.0,67.0,127.0,72.0,144.0,161.0,251.0,205.0
16779,17106,477066.0,758887.0,743612.0,639497.0,788089.0,911292.0,911670.0,538442.0,96.0,146.0,118.0,124.0,159.0,181.0,149.0,112.0
16780,17107,245108.0,184386.0,145680.0,245125.0,220384.0,466480.0,565589.0,685046.0,46.0,30.0,18.0,40.0,39.0,50.0,97.0,103.0
16781,17108,121342.0,145210.0,210651.0,302098.0,884056.0,1340671.0,500854.0,228853.0,20.0,28.0,23.0,36.0,108.0,121.0,45.0,30.0
16782,17111,1007544.0,888162.0,883241.0,704036.0,880306.0,795982.0,1132345.0,653301.0,252.0,253.0,251.0,280.0,295.0,225.0,317.0,270.0
16783,17112,515100.0,200808.0,325239.0,325027.0,458972.0,951949.0,616702.0,465027.0,88.0,30.0,38.0,47.0,60.0,126.0,68.0,81.0
16784,17113,815910.0,1029432.0,949756.0,694272.0,846232.0,723555.0,836150.0,660809.0,248.0,322.0,285.0,266.0,277.0,257.0,288.0,273.0
16785,17114,648937.0,609737.0,467752.0,590995.0,649254.0,1077520.0,1052420.0,503901.0,69.0,63.0,50.0,74.0,78.0,108.0,86.0,54.0
16786,17115,1022750.0,1255200.0,1097346.0,1227539.0,1014008.0,1329110.0,1226966.0,533293.0,184.0,227.0,189.0,221.0,198.0,255.0,214.0,147.0
16787,17116,893592.0,1499317.0,891935.0,764158.0,953537.0,1008439.0,1285631.0,1106055.0,168.0,225.0,138.0,131.0,161.0,178.0,203.0,180.0
16788,17117,2152350.0,1015509.0,1808499.0,1852876.0,3174065.0,2874663.0,3789439.0,3479285.0,116.0,105.0,113.0,184.0,272.0,229.0,243.0,167.0
16789,17118,1420209.0,880382.0,1559726.0,530773.0,1058389.0,1332649.0,916627.0,679271.0,118.0,139.0,151.0,91.0,97.0,163.0,105.0,122.0
16790,17119,871423.0,1011152.0,1321993.0,1740314.0,1035766.0,1085319.0,1657462.0,385752.0,156.0,178.0,224.0,383.0,207.0,203.0,223.0,86.0
16791,17120,259270.0,606691.0,462457.0,283778.0,222908.0,222784.0,372399.0,469318.0,44.0,126.0,97.0,96.0,59.0,42.0,50.0,78.0
16792,17121,1066907.0,748544.0,1245268.0,1047619.0,1246453.0,585734.0,965374.0,852314.0,150.0,122.0,174.0,190.0,176.0,65.0,125.0,172.0
16793,17122,822570.0,1174453.0,944523.0,716807.0,925864.0,931024.0,829107.0,463954.0,254.0,314.0,243.0,226.0,249.0,275.0,237.0,143.0
16794,17124,746159.0,1131846.0,1027361.0,584583.0,1019583.0,980951.0,1581759.0,1056337.0,134.0,199.0,198.0,136.0,201.0,225.0,230.0,239.0
16795,17125,435504.0,347963.0,605853.0,371729.0,683327.0,800407.0,863729.0,539648.0,194.0,148.0,221.0,192.0,295.0,316.0,317.0,281.0
16796,17126,11808.0,120026.0,94452.0,228572.0,108598.0,93916.0,60658.0,48896.0,2.0,13.0,4.0,35.0,14.0,18.0,12.0,7.0
16797,17127,636607.0,821765.0,1154612.0,703664.0,778982.0,1192307.0,1007207.0,835500.0,133.0,131.0,144.0,140.0,142.0,254.0,230.0,204.0
16798,17128,633864.0,691863.0,733737.0,463089.0,767096.0,771587.0,954987.0,419027.0,88.0,123.0,104.0,89.0,84.0,126.0,117.0,78.0
16799,17129,394006.0,407996.0,340538.0,168545.0,540249.0,377045.0,380133.0,179362.0,29.0,34.0,34.0,20.0,48.0,38.0,41.0,24.0
16800,17130,486058.0,292484.0,396097.0,294767.0,387705.0,156163.0,309217.0,393725.0,74.0,38.0,54.0,52.0,55.0,27.0,45.0,63.0
16801,17131,229386.0,79449.0,377007.0,592832.0,616947.0,731385.0,273357.0,335300.0,56.0,14.0,34.0,89.0,87.0,97.0,40.0,66.0
16802,17132,861097.0,618915.0,654723.0,496556.0,656703.0,759305.0,902576.0,493845.0,136.0,120.0,79.0,94.0,131.0,137.0,142.0,83.0
16803,17133,1174053.0,775725.0,718455.0,710481.0,911170.0,845502.0,1039127.0,576956.0,220.0,187.0,161.0,136.0,221.0,221.0,221.0,134.0
16804,17134,181070.0,167541.0,316780.0,116096.0,253520.0,306081.0,125383.0,189747.0,42.0,31.0,51.0,28.0,53.0,46.0,27.0,52.0
16805,17135,731749.0,1105280.0,1427949.0,1222902.0,1125242.0,1458796.0,1033101.0,1322080.0,147.0,201.0,194.0,164.0,180.0,229.0,163.0,245.0
16806,17136,657306.0,529526.0,1046873.0,536118.0,992728.0,1128097.0,1443837.0,720572.0,143.0,128.0,161.0,132.0,191.0,208.0,279.0,177.0
16807,17138,527946.0,263981.0,204986.0,77962.0,244400.0,625011.0,374104.0,268460.0,40.0,24.0,20.0,16.0,34.0,152.0,118.0,79.0
16808,17139,1617807.0,1812760.0,2243887.0,1497158.0,1432393.0,1735016.0,2008897.0,1280476.0,288.0,314.0,316.0,242.0,264.0,306.0,335.0,269.0
16809,17140,826751.0,812126.0,808115.0,538501.0,444826.0,767320.0,845526.0,396530.0,119.0,134.0,114.0,95.0,67.0,101.0,82.0,62.0
16810,17141,584573.0,672889.0,643342.0,233305.0,160916.0,404705.0,173786.0,180757.0,119.0,122.0,126.0,65.0,25.0,84.0,31.0,40.0
16811,17142,876430.0,380061.0,672711.0,408444.0,978934.0,1264983.0,1329430.0,596120.0,193.0,52.0,152.0,112.0,217.0,281.0,283.0,175.0
16812,17143,935387.0,1092206.0,1275363.0,809972.0,1062349.0,927507.0,1103895.0,702291.0,218.0,264.0,298.0,280.0,305.0,206.0,221.0,230.0
16813,17144,729194.0,953238.0,825627.0,578980.0,640501.0,1026848.0,1009802.0,572822.0,251.0,296.0,289.0,221.0,223.0,315.0,293.0,234.0
16814,17145,447137.0,398242.0,1149037.0,941172.0,1561797.0,1670878.0,1050704.0,372955.0,34.0,33.0,38.0,53.0,57.0,83.0,64.0,27.0
16815,17146,1051627.0,1161721.0,1386706.0,925308.0,1724179.0,1192036.0,1595215.0,1024483.0,172.0,187.0,185.0,172.0,189.0,167.0,152.0,144.0
16816,17147,882111.0,1089575.0,1934972.0,1732153.0,1835606.0,1504118.0,1796178.0,1241548.0,141.0,160.0,186.0,218.0,182.0,141.0,161.0,172.0
16817,17148,574220.0,709230.0,842636.0,764408.0,1270167.0,902277.0,770104.0,596215.0,175.0,211.0,215.0,244.0,311.0,257.0,241.0,221.0
16818,17149,1271776.0,1217148.0,1762544.0,1192463.0,2126305.0,691632.0,244231.0,958723.0,302.0,268.0,340.0,302.0,379.0,147.0,44.0,285.0
16819,17150,987111.0,767920.0,1525985.0,764873.0,565682.0,978397.0,1117851.0,673409.0,151.0,141.0,198.0,147.0,101.0,144.0,147.0,163.0
16820,17151,757370.0,606339.0,845411.0,1017741.0,973533.0,1126349.0,1125842.0,676323.0,133.0,108.0,123.0,124.0,165.0,165.0,186.0,154.0
16821,17152,1676497.0,1542898.0,1624037.0,1154571.0,1866259.0,2255495.0,1460189.0,964589.0,297.0,260.0,251.0,231.0,261.0,305.0,174.0,178.0
16822,17153,2542085.0,1507750.0,2704505.0,1594859.0,2325304.0,549158.0,777889.0,832948.0,363.0,247.0,201.0,289.0,378.0,111.0,101.0,171.0
16823,17154,585480.0,383615.0,737586.0,482676.0,556127.0,409232.0,847755.0,574234.0,105.0,91.0,131.0,119.0,110.0,83.0,150.0,141.0
16824,17155,399132.0,103121.0,62411.0,207059.0,121979.0,149700.0,143143.0,365163.0,40.0,6.0,5.0,23.0,10.0,9.0,10.0,33.0
16825,17156,181198.0,317871.0,719180.0,262504.0,346870.0,251133.0,421347.0,236591.0,46.0,60.0,73.0,57.0,48.0,41.0,37.0,50.0
16826,17157,386668.0,257468.0,354905.0,418443.0,533779.0,766934.0,764094.0,477624.0,64.0,41.0,57.0,76.0,106.0,136.0,99.0,104.0
16827,17158,558163.0,516187.0,321647.0,346736.0,293341.0,524315.0,594368.0,234459.0,128.0,95.0,69.0,80.0,69.0,84.0,87.0,23.0
16828,17160,1073243.0,1554291.0,1381401.0,1154750.0,1404253.0,1362833.0,1177223.0,1084040.0,222.0,273.0,233.0,216.0,234.0,246.0,203.0,269.0
16829,17161,1169967.0,1193969.0,1022969.0,977754.0,1156280.0,1112749.0,952115.0,615371.0,208.0,199.0,162.0,197.0,214.0,207.0,137.0,138.0
16830,17162,1034901.0,836244.0,972725.0,729636.0,750757.0,514515.0,1180245.0,941041.0,176.0,159.0,194.0,181.0,141.0,84.0,169.0,196.0
16831,17163,750574.0,481205.0,323530.0,466709.0,421850.0,421393.0,425825.0,244115.0,238.0,147.0,110.0,182.0,147.0,114.0,141.0,97.0
16832,17164,716784.0,488523.0,634272.0,689765.0,991031.0,815800.0,972976.0,1107160.0,162.0,138.0,166.0,186.0,188.0,207.0,219.0,152.0
16833,17165,696393.0,565750.0,555503.0,679569.0,598963.0,724267.0,1452452.0,514993.0,151.0,109.0,119.0,143.0,117.0,155.0,249.0,152.0
16834,17166,376224.0,375988.0,843924.0,580884.0,535492.0,690571.0,768223.0,475412.0,86.0,95.0,132.0,156.0,159.0,158.0,151.0,109.0
16835,17167,962123.0,1289283.0,834864.0,915110.0,669967.0,764070.0,562399.0,608614.0,156.0,199.0,137.0,201.0,123.0,143.0,124.0,159.0
16836,17168,21542.0,13525.0,55018.0,10198.0,0.0,0.0,48677.0,2470.0,8.0,4.0,9.0,3.0,0.0,0.0,11.0,1.0
16837,17169,899604.0,1057180.0,876725.0,835253.0,695135.0,1150552.0,916756.0,695291.0,226.0,231.0,211.0,177.0,160.0,280.0,225.0,169.0
16838,17170,1179035.0,642004.0,596550.0,107491.0,615623.0,288585.0,220652.0,143940.0,80.0,71.0,45.0,11.0,25.0,18.0,21.0,16.0
16839,17171,285885.0,303899.0,378081.0,315173.0,759714.0,466071.0,569616.0,367025.0,71.0,76.0,96.0,84.0,120.0,91.0,138.0,134.0
16840,17172,2641921.0,2299024.0,2756470.0,1529413.0,1650981.0,1830362.0,2259928.0,1272702.0,494.0,357.0,454.0,313.0,315.0,303.0,333.0,316.0
16841,17173,328556.0,195725.0,186363.0,114366.0,281539.0,172564.0,364838.0,100555.0,86.0,58.0,55.0,51.0,102.0,63.0,129.0,64.0
16842,17174,548915.0,276421.0,557448.0,365461.0,562007.0,779962.0,983512.0,690460.0,51.0,25.0,60.0,63.0,85.0,69.0,86.0,99.0
16843,17175,1180807.0,1352666.0,1224737.0,936377.0,919464.0,1060790.0,1299371.0,784719.0,361.0,378.0,307.0,337.0,298.0,324.0,351.0,320.0
16844,17176,908075.0,615220.0,1097783.0,1253621.0,1251500.0,1226301.0,1172335.0,717409.0,150.0,122.0,193.0,248.0,237.0,196.0,176.0,155.0
16845,17177,476374.0,510158.0,615342.0,415905.0,413897.0,668156.0,1102357.0,588575.0,96.0,99.0,97.0,72.0,87.0,99.0,137.0,119.0
16846,17178,830622.0,1084037.0,1797613.0,896165.0,990907.0,1092684.0,1433176.0,44190.0,27.0,70.0,59.0,45.0,115.0,100.0,128.0,9.0
16847,17180,945018.0,856503.0,1196600.0,1149667.0,1521099.0,857220.0,689906.0,797938.0,80.0,65.0,95.0,78.0,112.0,62.0,53.0,63.0
16848,17181,280179.0,559294.0,511545.0,764138.0,591589.0,631426.0,941603.0,279663.0,16.0,29.0,39.0,58.0,48.0,46.0,34.0,34.0
16849,17182,670607.0,800544.0,733974.0,618988.0,592985.0,765102.0,787618.0,611515.0,161.0,231.0,216.0,173.0,174.0,224.0,217.0,189.0
16850,17183,769224.0,313420.0,188403.0,146961.0,180776.0,211750.0,344417.0,193732.0,216.0,145.0,113.0,109.0,94.0,104.0,164.0,124.0
16851,17184,303282.0,491760.0,647590.0,561298.0,659266.0,425876.0,573389.0,726087.0,76.0,119.0,149.0,165.0,167.0,110.0,112.0,224.0
16852,17185,1910271.0,2566805.0,2861762.0,1706456.0,2512889.0,2299879.0,2799886.0,1665710.0,399.0,491.0,464.0,472.0,503.0,534.0,502.0,466.0
16853,17186,430373.0,699638.0,973060.0,781632.0,1319779.0,888107.0,872392.0,464594.0,102.0,157.0,233.0,192.0,274.0,226.0,248.0,164.0
16854,17187,403728.0,536221.0,539967.0,610897.0,614437.0,626095.0,535106.0,286855.0,49.0,46.0,53.0,72.0,67.0,81.0,46.0,43.0
16855,17188,789132.0,1076325.0,841759.0,760229.0,797915.0,1155828.0,557326.0,657457.0,65.0,129.0,101.0,98.0,95.0,113.0,58.0,73.0
16856,17189,353973.0,379462.0,456971.0,476355.0,504019.0,343451.0,2670287.0,3334943.0,51.0,35.0,48.0,46.0,38.0,38.0,502.0,872.0
16857,17190,565028.0,366784.0,726200.0,684298.0,628167.0,545215.0,578433.0,271503.0,84.0,50.0,132.0,111.0,100.0,119.0,101.0,80.0
16858,17191,1046339.0,845470.0,983249.0,1134183.0,1218687.0,1300003.0,1581461.0,777312.0,184.0,156.0,160.0,226.0,198.0,192.0,182.0,165.0
16859,17192,1186649.0,936256.0,954545.0,708713.0,557066.0,678766.0,857438.0,736280.0,270.0,260.0,240.0,214.0,139.0,181.0,180.0,251.0
16860,17193,898615.0,785893.0,1173218.0,758074.0,692878.0,962530.0,1178917.0,524249.0,171.0,157.0,201.0,181.0,158.0,203.0,202.0,166.0
16861,17194,650640.0,871041.0,887259.0,1041908.0,837714.0,847181.0,772494.0,688591.0,157.0,184.0,202.0,234.0,205.0,204.0,157.0,193.0
16862,17196,959491.0,993936.0,1014584.0,718731.0,1055626.0,1217362.0,1390866.0,650032.0,233.0,243.0,204.0,160.0,227.0,189.0,228.0,196.0
16863,17197,178371.0,943194.0,1021847.0,642423.0,965416.0,685127.0,605478.0,509809.0,29.0,184.0,189.0,146.0,175.0,129.0,95.0,113.0
16864,17198,416414.0,123249.0,751223.0,135924.0,277415.0,699528.0,426129.0,450532.0,34.0,17.0,33.0,10.0,21.0,54.0,38.0,36.0
16865,17199,1083206.0,1179003.0,916082.0,780151.0,1490132.0,1074392.0,1323371.0,1487791.0,130.0,146.0,103.0,99.0,199.0,158.0,193.0,174.0
16866,17200,298419.0,317129.0,689225.0,643308.0,641664.0,1063986.0,922341.0,644707.0,90.0,110.0,183.0,213.0,187.0,270.0,274.0,279.0
16867,17201,774955.0,1122316.0,1160542.0,1071147.0,1154922.0,855772.0,1082262.0,596164.0,146.0,210.0,210.0,208.0,189.0,166.0,189.0,122.0
16868,17202,463825.0,303998.0,884311.0,916788.0,1791115.0,651241.0,1393585.0,795972.0,33.0,37.0,52.0,76.0,53.0,33.0,67.0,94.0
16869,17203,881008.0,771132.0,460003.0,693214.0,933032.0,741275.0,622606.0,536412.0,55.0,81.0,50.0,93.0,74.0,60.0,67.0,42.0
16870,17204,23410.0,16430.0,94518.0,76524.0,435620.0,264462.0,614476.0,143601.0,5.0,7.0,16.0,17.0,60.0,61.0,127.0,75.0
16871,17205,622688.0,470944.0,469673.0,258634.0,144959.0,101540.0,178272.0,143535.0,41.0,56.0,48.0,32.0,17.0,11.0,9.0,37.0
16872,17206,85042.0,362861.0,438031.0,163480.0,235899.0,566655.0,695487.0,553870.0,18.0,89.0,86.0,52.0,58.0,113.0,99.0,144.0
16873,17207,835842.0,269231.0,423930.0,645321.0,997824.0,1025354.0,803903.0,612818.0,125.0,61.0,98.0,106.0,191.0,225.0,168.0,153.0
16874,17209,977264.0,1431707.0,1333123.0,1167165.0,1559987.0,1278912.0,1700594.0,1206698.0,154.0,195.0,201.0,238.0,230.0,179.0,165.0,216.0
16875,17210,1056551.0,1108630.0,2676545.0,1147477.0,1860848.0,998656.0,1835829.0,814934.0,160.0,161.0,190.0,141.0,141.0,128.0,113.0,165.0
16876,17211,651577.0,864282.0,1573977.0,686747.0,1107537.0,1028277.0,1016467.0,887164.0,114.0,178.0,227.0,164.0,183.0,199.0,219.0,209.0
16877,17212,237472.0,149518.0,484755.0,267063.0,580485.0,607842.0,388153.0,202446.0,28.0,18.0,41.0,32.0,31.0,41.0,22.0,13.0
16878,17213,848671.0,762213.0,1131459.0,861121.0,678319.0,980304.0,880506.0,578958.0,112.0,86.0,107.0,99.0,70.0,109.0,81.0,74.0
16879,17214,297606.0,300175.0,434414.0,291457.0,219658.0,581939.0,544562.0,261337.0,32.0,33.0,51.0,44.0,30.0,61.0,62.0,47.0
16880,17215,753750.0,943291.0,963954.0,1095134.0,849281.0,663847.0,764112.0,800587.0,98.0,109.0,94.0,131.0,109.0,82.0,114.0,102.0
16881,17216,1017887.0,1033824.0,1112161.0,887818.0,1419827.0,1711436.0,1532106.0,530894.0,232.0,190.0,171.0,208.0,282.0,322.0,264.0,145.0
16882,17217,567583.0,1096795.0,1169097.0,1228924.0,1862141.0,1055973.0,1831920.0,1142856.0,91.0,197.0,183.0,169.0,276.0,174.0,277.0,188.0
16883,17218,734423.0,661453.0,1381514.0,409698.0,1219901.0,1008447.0,1324161.0,723638.0,188.0,172.0,232.0,95.0,282.0,211.0,242.0,200.0
16884,17219,316077.0,115153.0,505274.0,257643.0,189439.0,208090.0,288868.0,217546.0,33.0,12.0,38.0,36.0,30.0,23.0,37.0,24.0
16885,17220,619375.0,644746.0,881116.0,582402.0,495790.0,448925.0,675752.0,550347.0,224.0,183.0,232.0,231.0,164.0,148.0,195.0,234.0
16886,17221,996892.0,1482688.0,1547214.0,1012828.0,456262.0,383020.0,112985.0,134445.0,176.0,279.0,230.0,216.0,103.0,99.0,33.0,37.0
16887,17222,578418.0,439199.0,352331.0,218906.0,623837.0,341336.0,562093.0,187408.0,33.0,22.0,15.0,18.0,29.0,11.0,30.0,17.0
16888,17223,452168.0,443943.0,680775.0,503891.0,498602.0,449913.0,600795.0,597614.0,143.0,109.0,142.0,135.0,115.0,118.0,98.0,175.0
16889,17224,1409904.0,1736396.0,2035819.0,1458622.0,1539725.0,2041471.0,2536187.0,1278111.0,257.0,344.0,363.0,327.0,314.0,332.0,397.0,332.0
16890,17225,1102083.0,674574.0,729319.0,784041.0,789259.0,880264.0,637996.0,757837.0,226.0,152.0,136.0,157.0,159.0,180.0,101.0,109.0
16891,17226,514804.0,338434.0,416443.0,722461.0,806013.0,1050773.0,799753.0,451085.0,63.0,60.0,52.0,132.0,98.0,123.0,112.0,66.0
16892,17227,624841.0,311251.0,634241.0,466521.0,876050.0,800120.0,457554.0,587062.0,84.0,45.0,67.0,68.0,125.0,145.0,65.0,116.0
16893,17228,75998.0,71301.0,40923.0,50913.0,94045.0,40965.0,136046.0,44153.0,18.0,14.0,12.0,11.0,19.0,16.0,34.0,13.0
16894,17229,176157.0,277228.0,424423.0,540757.0,689606.0,477918.0,280554.0,55926.0,19.0,33.0,52.0,45.0,42.0,59.0,39.0,13.0
16895,17231,751782.0,653381.0,933038.0,156392.0,256014.0,436141.0,584206.0,303847.0,38.0,68.0,61.0,19.0,15.0,19.0,41.0,38.0
16896,17232,728448.0,711045.0,850292.0,574845.0,963845.0,1439365.0,1659705.0,783626.0,134.0,117.0,108.0,89.0,144.0,207.0,225.0,157.0
16897,17233,1450843.0,1499746.0,1546864.0,1317167.0,1672033.0,1904182.0,1966040.0,1523328.0,312.0,356.0,319.0,395.0,396.0,449.0,466.0,441.0
16898,17234,268943.0,862493.0,147915.0,142602.0,158794.0,36781.0,48743.0,0.0,15.0,8.0,8.0,13.0,12.0,3.0,3.0,0.0
16899,17235,219322.0,343168.0,114236.0,306634.0,346016.0,274992.0,296154.0,490664.0,40.0,55.0,20.0,51.0,35.0,30.0,45.0,45.0
16900,17236,726359.0,781310.0,870965.0,807147.0,883534.0,883159.0,865762.0,1177564.0,107.0,137.0,146.0,183.0,138.0,151.0,117.0,192.0
16901,17237,362126.0,356778.0,257750.0,430293.0,589271.0,480301.0,960435.0,807348.0,120.0,153.0,116.0,167.0,188.0,184.0,170.0,233.0
16902,17238,632037.0,476962.0,449114.0,415169.0,662153.0,221688.0,579087.0,446321.0,156.0,124.0,79.0,103.0,142.0,53.0,110.0,133.0
16903,17239,729293.0,766552.0,687881.0,427181.0,633247.0,711013.0,619226.0,124437.0,165.0,294.0,250.0,172.0,200.0,240.0,213.0,61.0
16904,17240,1126788.0,1100873.0,1122445.0,799420.0,932886.0,1237594.0,1118859.0,872135.0,149.0,163.0,211.0,181.0,197.0,235.0,194.0,229.0
16905,17241,5223535.0,3089061.0,2666485.0,2089185.0,139482.0,102381.0,266283.0,69651.0,215.0,150.0,173.0,121.0,42.0,24.0,45.0,20.0
16906,17242,524933.0,583958.0,373881.0,279187.0,256932.0,436184.0,436791.0,390135.0,123.0,140.0,93.0,68.0,82.0,106.0,97.0,100.0
16907,17243,680420.0,508037.0,663800.0,387474.0,340462.0,774170.0,863593.0,337903.0,112.0,109.0,118.0,115.0,72.0,144.0,144.0,85.0
16908,17244,508801.0,270418.0,747971.0,665855.0,675825.0,680726.0,589832.0,531694.0,167.0,77.0,164.0,207.0,176.0,161.0,160.0,182.0
16909,17245,1255724.0,1672353.0,1859250.0,1247241.0,1087987.0,1591044.0,1418098.0,951901.0,316.0,358.0,353.0,321.0,253.0,349.0,328.0,325.0
16910,17246,795739.0,832815.0,775997.0,488319.0,340547.0,232130.0,66447.0,13633.0,42.0,37.0,21.0,34.0,21.0,11.0,2.0,1.0
16911,17247,148063.0,202723.0,546862.0,502617.0,287884.0,767269.0,333994.0,350004.0,12.0,16.0,31.0,43.0,47.0,60.0,24.0,32.0
16912,17248,1403076.0,1511622.0,1300031.0,1042141.0,1192438.0,1157547.0,1058022.0,1199377.0,193.0,229.0,184.0,167.0,170.0,191.0,163.0,228.0
16913,17249,1114668.0,1400230.0,1390299.0,679372.0,1006061.0,1052631.0,942572.0,869602.0,234.0,269.0,258.0,178.0,242.0,205.0,218.0,233.0
16914,17250,964460.0,1363413.0,862952.0,817434.0,1105024.0,1013216.0,959328.0,508005.0,194.0,261.0,209.0,231.0,248.0,217.0,185.0,170.0
16915,17251,0.0,0.0,72601.0,207416.0,132949.0,75093.0,8785.0,14343.0,0.0,0.0,7.0,42.0,33.0,33.0,1.0,5.0
16916,17252,537395.0,644176.0,655647.0,554817.0,599088.0,714167.0,527301.0,315665.0,205.0,219.0,170.0,195.0,210.0,215.0,187.0,152.0
16917,17253,1580348.0,1697327.0,2196478.0,1583561.0,1597229.0,2001323.0,2236369.0,1339532.0,318.0,347.0,357.0,300.0,281.0,309.0,293.0,282.0
16918,17254,1367889.0,1273714.0,1617230.0,1495905.0,1694592.0,1483506.0,1869516.0,1378823.0,277.0,204.0,268.0,202.0,226.0,181.0,240.0,210.0
16919,17255,477758.0,55604.0,55349.0,293342.0,849491.0,1881609.0,1367579.0,887026.0,56.0,10.0,10.0,24.0,73.0,180.0,148.0,141.0
16920,17256,1629363.0,1295835.0,1961734.0,1327412.0,991683.0,1253347.0,1838011.0,788451.0,178.0,170.0,222.0,214.0,149.0,178.0,225.0,148.0
16921,17257,845084.0,1190715.0,816326.0,414443.0,678524.0,1213622.0,1233332.0,481075.0,150.0,202.0,149.0,111.0,137.0,225.0,229.0,115.0
16922,17258,403680.0,393249.0,498279.0,422303.0,406163.0,567964.0,374022.0,586960.0,45.0,33.0,36.0,50.0,38.0,53.0,38.0,76.0
16923,17259,315505.0,652656.0,631474.0,468573.0,362019.0,794095.0,1096517.0,711155.0,53.0,141.0,145.0,123.0,92.0,172.0,219.0,176.0
