,°í°´¹øÈ£,±âÈ£Ç°_ÃÑ±¸¸Å¾×1,±âÈ£Ç°_ÃÑ±¸¸Å¾×2,±âÈ£Ç°_ÃÑ±¸¸Å¾×3,±âÈ£Ç°_ÃÑ±¸¸Å¾×4,±âÈ£Ç°_ÃÑ±¸¸Å¾×5,±âÈ£Ç°_ÃÑ±¸¸Å¾×6,±âÈ£Ç°_ÃÑ±¸¸Å¾×7,±âÈ£Ç°_ÃÑ±¸¸Å¾×8,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö1,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö2,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö3,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö4,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö5,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö6,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö7,±âÈ£Ç°_ÃÑ±¸¸ÅÈ½¼ö8
14529,14754,40246.0,32963.0,46773.0,0.0,31553.0,38927.0,119897.0,68576.0,7.0,2.0,5.0,0.0,4.0,3.0,14.0,7.0
14530,14755,42117.0,41822.0,17851.0,20132.0,118096.0,117845.0,100145.0,30942.0,7.0,4.0,3.0,6.0,9.0,24.0,20.0,13.0
14531,14757,21551.0,85291.0,67111.0,49168.0,44055.0,99974.0,45679.0,101321.0,1.0,2.0,1.0,5.0,1.0,10.0,3.0,5.0
14532,14758,7528.0,18150.0,53227.0,40342.0,29835.0,49863.0,27569.0,23796.0,1.0,3.0,7.0,5.0,3.0,3.0,3.0,4.0
14533,14759,83890.0,41646.0,55969.0,75860.0,11448.0,98473.0,59748.0,82723.0,3.0,6.0,8.0,17.0,4.0,6.0,10.0,16.0
14534,14760,0.0,0.0,69641.0,12381.0,5583.0,8279.0,5631.0,10080.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0
14535,14761,81550.0,62114.0,47395.0,46736.0,4248.0,0.0,27547.0,37115.0,11.0,7.0,8.0,9.0,1.0,0.0,2.0,6.0
14536,14762,21944.0,12875.0,37399.0,74140.0,25079.0,48258.0,57090.0,109783.0,5.0,5.0,8.0,20.0,9.0,18.0,10.0,32.0
14537,14763,107962.0,54256.0,55767.0,89660.0,23584.0,51580.0,135554.0,41311.0,8.0,8.0,7.0,7.0,10.0,4.0,14.0,6.0
14538,14764,67358.0,114630.0,48525.0,49174.0,76903.0,99610.0,22165.0,58400.0,6.0,11.0,7.0,4.0,12.0,11.0,4.0,16.0
14539,14765,18067.0,17841.0,29025.0,91886.0,37562.0,50497.0,32739.0,8576.0,5.0,3.0,4.0,13.0,3.0,4.0,4.0,3.0
14540,14766,23775.0,22239.0,864958.0,14970.0,4248.0,15925.0,22930.0,63074.0,4.0,5.0,6.0,4.0,1.0,4.0,3.0,7.0
14541,14767,0.0,24804.0,49881.0,24148.0,62864.0,16063.0,48720.0,49276.0,0.0,2.0,4.0,4.0,8.0,4.0,4.0,4.0
14542,14768,1968.0,6026.0,20111.0,27492.0,19822.0,9652.0,21398.0,8180.0,1.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0
14543,14769,11415.0,28533.0,188792.0,58000.0,390970.0,80961.0,53609.0,9915.0,2.0,3.0,8.0,9.0,19.0,4.0,7.0,2.0
14544,14770,86872.0,80471.0,82387.0,99201.0,66254.0,142374.0,16645.0,38900.0,8.0,11.0,10.0,9.0,6.0,9.0,3.0,5.0
14545,14771,16148.0,11063.0,23862.0,45957.0,45855.0,4353.0,88150.0,3157.0,6.0,4.0,3.0,6.0,2.0,2.0,9.0,3.0
14546,14772,0.0,0.0,1808.0,8842.0,4865.0,0.0,23831.0,7180.0,0.0,0.0,1.0,6.0,5.0,0.0,5.0,3.0
14547,14773,66601.0,23486.0,62140.0,129930.0,9103.0,8579.0,0.0,3528.0,7.0,1.0,4.0,7.0,2.0,1.0,0.0,2.0
14548,14774,70608.0,35126.0,56987.0,10234.0,28339.0,13726.0,111092.0,35049.0,10.0,6.0,5.0,3.0,5.0,2.0,14.0,5.0
14549,14775,63562.0,37723.0,30359.0,25177.0,11822.0,4161.0,4786.0,12724.0,19.0,12.0,6.0,7.0,4.0,3.0,5.0,2.0
14550,14776,59948.0,107645.0,13162.0,38888.0,0.0,0.0,0.0,6792.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,2.0
14551,14777,87975.0,87156.0,114856.0,60740.0,50244.0,24589.0,22592.0,5420.0,5.0,8.0,10.0,9.0,7.0,3.0,3.0,2.0
14552,14778,153376.0,195407.0,415769.0,1840651.0,227818.0,629721.0,132309.0,47360.0,4.0,5.0,7.0,49.0,5.0,7.0,4.0,3.0
14553,14779,40345.0,131024.0,97163.0,224903.0,50616.0,55451.0,181663.0,251481.0,7.0,16.0,9.0,15.0,11.0,11.0,19.0,32.0
14554,14780,87314.0,95747.0,122379.0,30212.0,96107.0,77155.0,43091.0,40675.0,28.0,31.0,23.0,13.0,17.0,11.0,29.0,20.0
14555,14781,48927.0,32860.0,221986.0,258999.0,192482.0,611908.0,187642.0,725635.0,8.0,3.0,8.0,11.0,15.0,34.0,14.0,35.0
14556,14782,41035.0,38115.0,81868.0,63267.0,11772.0,48577.0,31984.0,27926.0,4.0,6.0,8.0,7.0,2.0,10.0,3.0,5.0
14557,14783,332609.0,341185.0,326546.0,192868.0,377162.0,487009.0,452222.0,39436.0,172.0,189.0,149.0,130.0,149.0,173.0,124.0,15.0
14558,14784,7617.0,103668.0,0.0,17559.0,20986.0,32685.0,30949.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,2.0,0.0
14559,14785,80928.0,66894.0,125465.0,39162.0,18994.0,23281.0,10700.0,6709.0,13.0,17.0,21.0,13.0,6.0,4.0,4.0,3.0
14560,14786,8739.0,7252.0,16371.0,65484.0,38753.0,20836.0,4167.0,9362.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0
14561,14787,23825.0,29461.0,52964.0,100088.0,129718.0,56319.0,11679.0,25472.0,4.0,5.0,10.0,14.0,12.0,3.0,1.0,4.0
14562,14788,13629.0,4635.0,0.0,0.0,0.0,4665.0,2928.0,1074.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
14563,14789,49527.0,223673.0,14167.0,25683.0,50487.0,11152.0,216800.0,0.0,3.0,6.0,2.0,2.0,1.0,1.0,6.0,0.0
14564,14790,18697.0,71024.0,170568.0,32369.0,28863.0,27517.0,41333.0,9253.0,6.0,15.0,7.0,8.0,8.0,8.0,7.0,2.0
14565,14791,28912.0,0.0,0.0,17559.0,33274.0,35217.0,12704.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0
14566,14792,82297.0,133086.0,163877.0,48263.0,109896.0,60094.0,91821.0,21391.0,20.0,28.0,21.0,6.0,11.0,8.0,6.0,2.0
14567,14793,34166.0,32386.0,27173.0,14899.0,71252.0,15784.0,36376.0,94317.0,3.0,5.0,4.0,2.0,9.0,2.0,6.0,16.0
14568,14794,19287.0,7973.0,81144.0,38072.0,0.0,18551.0,17512.0,23464.0,1.0,1.0,9.0,4.0,0.0,4.0,2.0,6.0
14569,14795,6200.0,29873.0,0.0,3104.0,0.0,7056.0,15700.0,9832.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0
14570,14796,73803.0,0.0,0.0,22171.0,0.0,3485.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14571,14797,1683.0,31767.0,6655.0,40431.0,2862.0,2145.0,0.0,9750.0,1.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0
14572,14798,0.0,0.0,40368.0,16832.0,34336.0,39043.0,80726.0,21647.0,0.0,0.0,2.0,2.0,3.0,6.0,7.0,2.0
14573,14799,9004.0,4790.0,15704.0,11440.0,14159.0,16621.0,2816.0,8015.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
14574,14800,22535.0,26247.0,16722.0,7086.0,24171.0,8139.0,11206.0,5106.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0
14575,14801,34233.0,37371.0,40799.0,37521.0,8747.0,38861.0,66334.0,21086.0,13.0,7.0,14.0,10.0,4.0,7.0,10.0,4.0
14576,14802,13481.0,92502.0,10055.0,69812.0,146345.0,186158.0,167808.0,23341.0,3.0,5.0,2.0,5.0,6.0,4.0,2.0,3.0
14577,14803,0.0,9271.0,69630.0,3459.0,14898.0,1180.0,26129.0,1735.0,0.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0
14578,14804,56661.0,0.0,8135.0,61086.0,77167.0,22819.0,71043.0,38850.0,9.0,0.0,1.0,5.0,5.0,3.0,4.0,8.0
14579,14805,76648.0,0.0,3389.0,17063.0,17597.0,110076.0,49893.0,0.0,9.0,0.0,1.0,3.0,3.0,4.0,5.0,0.0
14580,14806,155332.0,102898.0,150829.0,106145.0,133124.0,122847.0,144563.0,140378.0,20.0,11.0,11.0,12.0,9.0,14.0,25.0,19.0
14581,14807,92226.0,65390.0,69880.0,79531.0,52873.0,141956.0,136634.0,25027.0,7.0,8.0,7.0,8.0,5.0,15.0,16.0,8.0
14582,14808,13728.0,15388.0,58952.0,28972.0,12299.0,11796.0,24214.0,16434.0,4.0,5.0,9.0,10.0,3.0,1.0,2.0,2.0
14583,14809,240561.0,155090.0,175404.0,176755.0,192298.0,258735.0,245696.0,278671.0,11.0,12.0,9.0,12.0,10.0,14.0,9.0,21.0
14584,14810,37060.0,78989.0,28651.0,31297.0,35234.0,42873.0,66793.0,90869.0,14.0,23.0,15.0,5.0,10.0,15.0,21.0,21.0
14585,14811,18992.0,34260.0,99084.0,17966.0,26679.0,22616.0,121723.0,48789.0,3.0,3.0,3.0,4.0,5.0,5.0,9.0,8.0
14586,14812,18304.0,57684.0,59484.0,77360.0,14260.0,22102.0,38799.0,17995.0,3.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0
14587,14813,66650.0,98146.0,162793.0,80685.0,142702.0,111030.0,111551.0,59224.0,4.0,8.0,13.0,8.0,8.0,7.0,10.0,6.0
14588,14814,14466.0,59827.0,35861.0,77092.0,93264.0,74681.0,273448.0,42684.0,2.0,6.0,4.0,11.0,17.0,11.0,16.0,7.0
14589,14815,235383.0,155977.0,237216.0,282419.0,244486.0,184198.0,150329.0,217935.0,22.0,18.0,19.0,16.0,14.0,10.0,12.0,11.0
14590,14816,18156.0,13999.0,16088.0,16141.0,33172.0,18648.0,6724.0,0.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,0.0
14591,14817,42806.0,39215.0,41870.0,89393.0,104554.0,9329.0,15204.0,127942.0,6.0,8.0,8.0,7.0,5.0,1.0,4.0,11.0
14592,14818,162861.0,54593.0,105298.0,36094.0,161310.0,228838.0,40769.0,60151.0,14.0,9.0,9.0,4.0,10.0,14.0,5.0,15.0
14593,14819,15027.0,26350.0,15094.0,9179.0,66274.0,74431.0,49464.0,23052.0,4.0,6.0,4.0,2.0,7.0,6.0,9.0,7.0
14594,14820,34540.0,11331.0,26550.0,60127.0,170970.0,358162.0,262579.0,129305.0,4.0,1.0,3.0,1.0,6.0,5.0,11.0,5.0
14595,14821,14249.0,22713.0,14878.0,37371.0,24870.0,44296.0,37187.0,28206.0,5.0,7.0,7.0,9.0,6.0,11.0,11.0,12.0
14596,14822,0.0,0.0,0.0,29247.0,10114.0,100008.0,71617.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,3.0,0.0
14597,14823,140188.0,13268.0,21692.0,39757.0,76761.0,0.0,0.0,20069.0,8.0,4.0,3.0,7.0,5.0,0.0,0.0,6.0
14598,14824,76658.0,31088.0,22675.0,0.0,24373.0,3378.0,29823.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0
14599,14825,37692.0,122909.0,49991.0,40838.0,62226.0,81348.0,36929.0,25647.0,14.0,33.0,26.0,17.0,22.0,15.0,11.0,5.0
14600,14826,36311.0,17223.0,11298.0,17559.0,12692.0,5415.0,36828.0,41767.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0
14601,14827,15588.0,16841.0,36098.0,28069.0,19923.0,31301.0,100447.0,47482.0,4.0,5.0,4.0,9.0,7.0,11.0,17.0,12.0
14602,14828,1014.0,8302.0,12925.0,40174.0,33840.0,14852.0,5913.0,10865.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0
14603,14830,22633.0,30830.0,156411.0,27847.0,15059.0,0.0,7884.0,19912.0,1.0,2.0,4.0,5.0,3.0,0.0,1.0,2.0
14604,14831,45822.0,50182.0,77230.0,47710.0,54873.0,73130.0,106322.0,47055.0,19.0,20.0,29.0,25.0,25.0,23.0,34.0,21.0
14605,14832,19583.0,37907.0,14235.0,43899.0,15574.0,11474.0,35589.0,90463.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,8.0
14606,14833,62880.0,3605.0,9604.0,29291.0,65565.0,23055.0,77487.0,36976.0,8.0,1.0,3.0,7.0,8.0,4.0,12.0,11.0
14607,14834,30013.0,3307.0,39407.0,55977.0,18811.0,54108.0,97534.0,11774.0,2.0,1.0,11.0,10.0,3.0,10.0,17.0,2.0
14608,14835,46920.0,14421.0,0.0,41681.0,30139.0,0.0,0.0,24786.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0
14609,14836,12989.0,20437.0,39510.0,18357.0,21632.0,60800.0,8898.0,12171.0,8.0,8.0,15.0,10.0,7.0,19.0,4.0,9.0
14610,14837,58582.0,37370.0,61358.0,27642.0,41658.0,38636.0,54554.0,20193.0,12.0,10.0,13.0,5.0,7.0,16.0,13.0,6.0
14611,14838,9841.0,0.0,0.0,0.0,14462.0,12546.0,0.0,14706.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0
14612,14839,106218.0,33685.0,17366.0,1774.0,20025.0,43214.0,77822.0,31728.0,13.0,4.0,3.0,1.0,1.0,10.0,12.0,7.0
14613,14840,4487.0,31665.0,0.0,8515.0,12804.0,19774.0,28460.0,19664.0,2.0,3.0,0.0,3.0,3.0,4.0,4.0,1.0
14614,14841,64211.0,38441.0,102273.0,96258.0,83789.0,81447.0,129811.0,117188.0,16.0,10.0,19.0,23.0,16.0,19.0,19.0,25.0
14615,14842,79603.0,113804.0,71788.0,114251.0,77531.0,39184.0,142210.0,41197.0,14.0,16.0,13.0,11.0,7.0,5.0,11.0,7.0
14616,14844,350412.0,577868.0,74747.0,53523.0,87433.0,384841.0,203431.0,166585.0,9.0,10.0,8.0,8.0,9.0,17.0,11.0,17.0
14617,14845,11553.0,7510.0,11931.0,3193.0,39494.0,5983.0,1689.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0
14618,14846,50088.0,8240.0,4056.0,19955.0,52681.0,56063.0,24213.0,7750.0,3.0,2.0,2.0,5.0,5.0,7.0,8.0,3.0
14619,14847,19976.0,19540.0,7118.0,21372.0,26093.0,3860.0,12163.0,23878.0,2.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0
14620,14848,29168.0,5768.0,22935.0,13480.0,22704.0,16450.0,20633.0,9832.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0
14621,14849,78518.0,46961.0,12880.0,31492.0,49739.0,84618.0,87993.0,110444.0,15.0,8.0,4.0,6.0,8.0,9.0,13.0,12.0
14622,14850,127514.0,115690.0,137204.0,134357.0,239085.0,113925.0,260801.0,148540.0,8.0,5.0,8.0,4.0,4.0,5.0,6.0,5.0
14623,14851,0.0,12155.0,8575.0,23146.0,15170.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
14624,14852,13777.0,55057.0,57394.0,43810.0,20227.0,26272.0,71289.0,47838.0,1.0,4.0,6.0,5.0,2.0,3.0,6.0,7.0
14625,14853,42668.0,64791.0,87052.0,100300.0,40151.0,47828.0,73318.0,12377.0,6.0,11.0,9.0,15.0,11.0,9.0,12.0,4.0
14626,14854,0.0,0.0,0.0,0.0,6574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14627,14855,0.0,0.0,78635.0,34764.0,57698.0,64662.0,111386.0,11980.0,0.0,0.0,8.0,6.0,5.0,8.0,10.0,2.0
14628,14856,417309.0,443848.0,516040.0,411193.0,612158.0,601816.0,717341.0,510498.0,57.0,51.0,48.0,56.0,51.0,47.0,73.0,81.0
14629,14857,39894.0,30624.0,87076.0,18287.0,27570.0,80630.0,126757.0,150821.0,6.0,4.0,10.0,4.0,4.0,13.0,17.0,22.0
14630,14858,62879.0,46312.0,22586.0,55330.0,55422.0,60406.0,58306.0,32572.0,11.0,10.0,6.0,10.0,12.0,10.0,9.0,9.0
14631,14859,51819.0,0.0,7908.0,17559.0,258503.0,29253.0,130079.0,4032.0,3.0,0.0,2.0,1.0,2.0,8.0,4.0,2.0
14632,14861,113228.0,38855.0,15636.0,44591.0,11964.0,31097.0,64378.0,25455.0,28.0,7.0,6.0,8.0,5.0,2.0,12.0,8.0
14633,14863,105079.0,51813.0,168015.0,80646.0,209747.0,329186.0,210594.0,165827.0,11.0,10.0,31.0,19.0,40.0,40.0,22.0,13.0
14634,14864,48701.0,204193.0,132720.0,59044.0,186174.0,129921.0,90301.0,46675.0,7.0,8.0,13.0,11.0,30.0,30.0,16.0,12.0
14635,14865,23750.0,126955.0,72744.0,54732.0,67770.0,42570.0,80194.0,43608.0,17.0,27.0,25.0,28.0,26.0,24.0,36.0,20.0
14636,14866,2067.0,19674.0,4519.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
14637,14867,145964.0,46828.0,213458.0,227349.0,255872.0,162899.0,106238.0,167701.0,9.0,5.0,20.0,21.0,7.0,18.0,10.0,11.0
14638,14868,17221.0,12361.0,0.0,37478.0,14695.0,13297.0,0.0,19028.0,2.0,2.0,0.0,10.0,2.0,1.0,0.0,3.0
14639,14869,5904.0,12978.0,12541.0,10553.0,34942.0,102516.0,22761.0,7916.0,2.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0
14640,14870,108916.0,151826.0,245825.0,130675.0,250279.0,237152.0,237223.0,183854.0,30.0,37.0,43.0,36.0,60.0,44.0,40.0,42.0
14641,14871,5511.0,1030.0,5649.0,0.0,0.0,22734.0,0.0,8180.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0
14642,14872,3690.0,21911.0,7559.0,57910.0,67761.0,123941.0,184949.0,78929.0,1.0,6.0,2.0,7.0,10.0,16.0,11.0,13.0
14643,14873,42413.0,55501.0,17738.0,64101.0,3944.0,3592.0,21398.0,41312.0,3.0,6.0,3.0,5.0,1.0,1.0,1.0,2.0
14644,14874,42629.0,44313.0,71414.0,66577.0,25172.0,8085.0,50590.0,29455.0,7.0,7.0,16.0,14.0,5.0,3.0,6.0,3.0
14645,14875,26569.0,7468.0,88239.0,51215.0,67003.0,71986.0,47887.0,35652.0,4.0,2.0,11.0,6.0,6.0,8.0,5.0,4.0
14646,14876,43897.0,43944.0,118765.0,23564.0,43616.0,70806.0,41064.0,65547.0,12.0,10.0,15.0,5.0,13.0,15.0,10.0,21.0
14647,14877,0.0,11331.0,6779.0,23493.0,1052.0,2842.0,3604.0,1388.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
14648,14878,103326.0,9580.0,277369.0,26782.0,2832.0,3431.0,119831.0,31314.0,2.0,2.0,7.0,3.0,1.0,1.0,3.0,5.0
14649,14879,243356.0,49888.0,21959.0,59691.0,31849.0,18744.0,49373.0,69353.0,3.0,9.0,13.0,11.0,10.0,9.0,6.0,4.0
14650,14880,7872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14651,14881,0.0,83347.0,15817.0,31492.0,3216.0,7721.0,27739.0,0.0,0.0,10.0,1.0,4.0,3.0,1.0,2.0,0.0
14652,14882,22130.0,19149.0,54152.0,28971.0,22552.0,52726.0,66663.0,53945.0,3.0,4.0,12.0,10.0,4.0,10.0,13.0,16.0
14653,14883,4133.0,13134.0,11298.0,27174.0,15474.0,76950.0,0.0,81227.0,1.0,1.0,2.0,7.0,2.0,5.0,0.0,6.0
14654,14884,32061.0,233959.0,291932.0,208448.0,245030.0,335296.0,303999.0,204077.0,9.0,51.0,62.0,52.0,69.0,66.0,74.0,65.0
14655,14885,19288.0,0.0,22031.0,0.0,195799.0,0.0,113636.0,10741.0,2.0,0.0,1.0,0.0,9.0,0.0,2.0,1.0
14656,14886,102821.0,74861.0,111535.0,34766.0,46318.0,57951.0,91583.0,56596.0,31.0,32.0,30.0,16.0,20.0,18.0,26.0,28.0
14657,14887,45736.0,17068.0,39735.0,13168.0,6149.0,25288.0,22906.0,55827.0,10.0,6.0,6.0,13.0,4.0,15.0,9.0,14.0
14658,14888,33894.0,94438.0,97252.0,54605.0,12642.0,22732.0,43732.0,52997.0,20.0,18.0,18.0,18.0,2.0,18.0,35.0,69.0
14659,14889,59535.0,67781.0,20789.0,54364.0,154738.0,101980.0,55072.0,117572.0,8.0,10.0,2.0,8.0,19.0,10.0,7.0,7.0
14660,14890,11120.0,22559.0,13501.0,2501.0,21369.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0
14661,14891,45070.0,69840.0,77956.0,21861.0,53663.0,47933.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0
14662,14892,57960.0,113154.0,70365.0,15812.0,3833.0,53156.0,0.0,8667.0,4.0,15.0,6.0,4.0,1.0,6.0,0.0,2.0
14663,14893,59043.0,0.0,18077.0,2661.0,16232.0,2681.0,50140.0,1167681.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,6.0
14664,14894,3936.0,31509.0,31184.0,131162.0,67477.0,275269.0,192193.0,54697.0,3.0,4.0,5.0,13.0,11.0,8.0,14.0,10.0
14665,14895,236901.0,362593.0,420710.0,242542.0,203673.0,634435.0,698066.0,431093.0,21.0,31.0,40.0,26.0,17.0,35.0,38.0,30.0
14666,14896,78439.0,93552.0,90837.0,37301.0,43428.0,16364.0,13808.0,17037.0,14.0,14.0,19.0,8.0,8.0,4.0,3.0,5.0
14667,14897,22171.0,10054.0,12959.0,21409.0,4085.0,9394.0,30925.0,6096.0,5.0,4.0,4.0,6.0,3.0,5.0,6.0,6.0
14668,14898,21846.0,19427.0,22597.0,6448.0,2690.0,18723.0,28763.0,11477.0,2.0,5.0,4.0,3.0,1.0,3.0,4.0,2.0
14669,14899,0.0,89555.0,19749.0,100108.0,58074.0,49562.0,49330.0,57044.0,0.0,6.0,3.0,13.0,9.0,7.0,6.0,9.0
14670,14900,80897.0,168348.0,162626.0,68445.0,119319.0,154943.0,152253.0,181606.0,11.0,16.0,16.0,15.0,21.0,12.0,21.0,12.0
14671,14901,76599.0,41172.0,21535.0,30152.0,35882.0,29511.0,70051.0,35594.0,11.0,3.0,4.0,4.0,6.0,3.0,8.0,3.0
14672,14902,13817.0,6490.0,7073.0,3077.0,76560.0,38068.0,0.0,10121.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,2.0
14673,14903,19189.0,0.0,0.0,0.0,0.0,140798.0,0.0,132198.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
14674,14905,28114.0,38721.0,27387.0,33620.0,6129.0,99384.0,46402.0,20499.0,3.0,4.0,4.0,5.0,2.0,5.0,7.0,5.0
14675,14906,65633.0,65715.0,132301.0,124523.0,91931.0,62302.0,123716.0,90313.0,17.0,17.0,27.0,35.0,18.0,16.0,25.0,35.0
14676,14907,2559.0,0.0,30482.0,12097.0,27296.0,46806.0,53326.0,0.0,1.0,0.0,3.0,2.0,2.0,9.0,7.0,0.0
14677,14908,63432.0,9158.0,22472.0,26427.0,39879.0,27988.0,30171.0,10700.0,10.0,4.0,4.0,4.0,7.0,2.0,4.0,3.0
14678,14909,127375.0,67833.0,74815.0,3104.0,18892.0,5941.0,32008.0,38272.0,5.0,12.0,5.0,1.0,4.0,2.0,5.0,6.0
14679,14910,15341.0,19263.0,34460.0,24256.0,9759.0,36030.0,11150.0,25085.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,4.0
14680,14911,38369.0,53070.0,0.0,28131.0,21846.0,50614.0,63340.0,15005.0,6.0,4.0,0.0,5.0,4.0,5.0,8.0,2.0
14681,14912,230248.0,1045333.0,113670.0,169750.0,460096.0,898087.0,1181864.0,796906.0,20.0,21.0,13.0,9.0,15.0,9.0,10.0,3.0
14682,14913,0.0,22188.0,14304.0,25142.0,30331.0,8579.0,12749.0,14823.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0
14683,14914,8758.0,42140.0,30550.0,36670.0,1972.0,15313.0,62933.0,44914.0,1.0,6.0,4.0,6.0,1.0,6.0,9.0,4.0
14684,14915,152392.0,107757.0,49971.0,191875.0,47716.0,202446.0,27052.0,98521.0,10.0,11.0,3.0,11.0,4.0,12.0,5.0,9.0
14685,14916,35512.0,39461.0,29126.0,81181.0,70561.0,49595.0,48248.0,34926.0,7.0,9.0,4.0,13.0,9.0,8.0,5.0,8.0
14686,14917,113361.0,31519.0,13896.0,2661.0,17191.0,39418.0,43020.0,30570.0,9.0,7.0,2.0,2.0,9.0,10.0,17.0,8.0
14687,14918,0.0,9991.0,5084.0,3104.0,5057.0,3753.0,36378.0,9502.0,0.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0
14688,14919,182148.0,182017.0,276250.0,73714.0,1517.0,258370.0,2816.0,5040.0,5.0,8.0,13.0,6.0,1.0,3.0,1.0,2.0
14689,14920,29523.0,10301.0,39543.0,42924.0,76863.0,34819.0,38629.0,65173.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,6.0
14690,14921,34352.0,54348.0,65598.0,39952.0,90617.0,41821.0,70469.0,43559.0,11.0,15.0,14.0,12.0,18.0,10.0,24.0,11.0
14691,14922,83012.0,153240.0,136453.0,98977.0,116918.0,121455.0,107794.0,43302.0,64.0,91.0,45.0,78.0,77.0,68.0,45.0,27.0
14692,14924,105589.0,27813.0,5197.0,105525.0,259008.0,144681.0,47223.0,77832.0,11.0,3.0,1.0,11.0,13.0,9.0,6.0,8.0
14693,14926,64207.0,48694.0,12529.0,28023.0,39256.0,37220.0,33731.0,30381.0,19.0,23.0,3.0,5.0,18.0,8.0,8.0,6.0
14694,14927,57036.0,27854.0,14891.0,10021.0,44298.0,23484.0,13402.0,75750.0,8.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0
14695,14928,248863.0,283444.0,187454.0,209429.0,210464.0,273776.0,277580.0,239757.0,13.0,11.0,17.0,23.0,15.0,28.0,23.0,27.0
14696,14929,67919.0,74918.0,83064.0,127926.0,95260.0,115513.0,73102.0,49013.0,4.0,10.0,8.0,13.0,8.0,11.0,8.0,6.0
14697,14930,0.0,0.0,3050.0,7183.0,12136.0,4826.0,0.0,7601.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0
14698,14931,17909.0,12876.0,9038.0,0.0,0.0,20374.0,13064.0,8825.0,5.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0
14699,14932,345294.0,283285.0,165686.0,132563.0,111868.0,418192.0,331804.0,125725.0,39.0,29.0,20.0,28.0,22.0,24.0,30.0,23.0
14700,14933,71491.0,8755.0,29262.0,206632.0,134408.0,120744.0,99219.0,80393.0,6.0,2.0,2.0,14.0,9.0,16.0,8.0,10.0
14701,14934,30299.0,38629.0,32425.0,26648.0,12035.0,23592.0,11151.0,42922.0,4.0,6.0,4.0,7.0,1.0,3.0,5.0,8.0
14702,14935,125021.0,201516.0,112145.0,168925.0,50880.0,119985.0,140362.0,79633.0,15.0,20.0,14.0,26.0,8.0,13.0,17.0,16.0
