,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
3901,17588,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,196.0,144.0,204.0,158.0,166.0,208.0,232.0,178.0
8808,17589,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,274.0,261.0,153.0,245.0,243.0,224.0,226.0,209.0
12121,17590,7.0,4.0,7.0,6.0,2.0,3.0,6.0,3.0,37.0,80.0,95.0,153.0,166.0,147.0,69.0,131.0
7566,17591,5.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,172.0,237.0,197.0,199.0,167.0,208.0,161.0,170.0
16037,17592,9.0,9.0,9.0,7.0,7.0,10.0,8.0,6.0,188.0,162.0,145.0,216.0,165.0,135.0,153.0,158.0
3808,17593,3.0,2.0,2.0,2.0,5.0,3.0,5.0,3.0,115.0,115.0,124.0,110.0,95.0,130.0,91.0,95.0
15630,17594,9.0,9.0,10.0,10.0,7.0,8.0,10.0,8.0,162.0,184.0,126.0,164.0,230.0,228.0,181.0,204.0
4739,17595,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,60.0,91.0,41.0,109.0,71.0,82.0,65.0,85.0
1022,17596,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,131.0,192.0,113.0,174.0,107.0,110.0,101.0,117.0
1599,17597,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,121.0,95.0,119.0,123.0,80.0,143.0,138.0,104.0
8672,17598,5.0,4.0,3.0,5.0,7.0,6.0,6.0,4.0,186.0,294.0,406.0,324.0,339.0,276.0,286.0,347.0
1609,17599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,64.0,88.0,113.0,88.0,58.0,72.0,129.0,5.0
4107,17600,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,158.0,198.0,203.0,202.0,216.0,259.0,208.0,192.0
3124,17601,2.0,4.0,6.0,2.0,2.0,5.0,2.0,2.0,84.0,52.0,44.0,107.0,82.0,54.0,55.0,130.0
2648,17602,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,88.0,109.0,150.0,109.0,127.0,156.0,186.0,127.0
18443,17603,10.0,9.0,10.0,5.0,9.0,8.0,6.0,8.0,22.0,112.0,130.0,182.0,191.0,272.0,312.0,232.0
1389,17604,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,130.0,111.0,104.0,71.0,116.0,108.0,95.0,112.0
6609,17605,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,120.0,176.0,137.0,187.0,117.0,115.0,119.0,91.0
2855,17606,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,83.0,115.0,56.0,90.0,94.0,40.0,57.0,95.0
13651,17607,8.0,8.0,9.0,6.0,6.0,7.0,6.0,6.0,147.0,141.0,147.0,140.0,190.0,174.0,133.0,159.0
5617,17608,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,401.0,387.0,357.0,306.0,341.0,341.0,279.0,272.0
1850,17609,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,303.0,256.0,303.0,262.0,286.0,253.0,343.0,300.0
3846,17610,3.0,3.0,3.0,2.0,5.0,6.0,4.0,2.0,69.0,84.0,69.0,76.0,39.0,71.0,74.0,72.0
10342,17611,6.0,6.0,7.0,8.0,6.0,9.0,9.0,8.0,474.0,402.0,347.0,265.0,310.0,268.0,258.0,259.0
2491,17612,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,82.0,52.0,77.0,91.0,113.0,121.0,99.0,154.0
14579,17613,8.0,10.0,10.0,10.0,6.0,7.0,7.0,7.0,100.0,65.0,34.0,81.0,134.0,142.0,115.0,122.0
11815,17614,7.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,144.0,122.0,142.0,141.0,131.0,79.0,102.0,91.0
7371,17615,4.0,5.0,6.0,5.0,5.0,6.0,3.0,2.0,150.0,142.0,156.0,146.0,105.0,74.0,80.0,108.0
11782,17616,7.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,88.0,112.0,97.0,67.0,102.0,74.0,101.0,88.0
1472,17617,1.0,5.0,1.0,4.0,2.0,4.0,3.0,3.0,159.0,71.0,73.0,103.0,91.0,105.0,118.0,105.0
413,17618,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,70.0,98.0,66.0,102.0,114.0,113.0,79.0,100.0
16557,17619,9.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,175.0,195.0,184.0,209.0,221.0,278.0,274.0,275.0
892,17620,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,83.0,111.0,119.0,89.0,56.0,55.0,69.0,89.0
4828,17621,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,107.0,72.0,61.0,46.0,85.0,59.0,57.0,76.0
5481,17622,3.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,218.0,188.0,201.0,243.0,124.0,106.0,100.0,98.0
12260,17623,7.0,6.0,5.0,5.0,7.0,5.0,5.0,9.0,236.0,298.0,340.0,322.0,230.0,311.0,275.0,116.0
10778,17624,6.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,383.0,369.0,307.0,341.0,348.0,324.0,391.0,353.0
12971,17625,7.0,8.0,5.0,9.0,8.0,6.0,6.0,4.0,71.0,59.0,131.0,83.0,59.0,130.0,185.0,299.0
18208,17626,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,18.0,35.0,35.0,45.0,52.0,10.0,7.0,15.0
16693,17627,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,206.0,268.0,211.0,231.0,211.0,284.0,249.0,215.0
17233,17628,10.0,7.0,7.0,9.0,8.0,7.0,8.0,8.0,142.0,228.0,307.0,250.0,321.0,338.0,284.0,226.0
3506,17629,2.0,1.0,2.0,2.0,3.0,5.0,3.0,4.0,56.0,131.0,125.0,242.0,136.0,71.0,144.0,106.0
6528,17630,4.0,6.0,6.0,4.0,4.0,6.0,6.0,7.0,435.0,406.0,426.0,625.0,535.0,499.0,453.0,367.0
6544,17631,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,96.0,126.0,127.0,179.0,108.0,134.0,97.0,114.0
6343,17632,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,81.0,56.0,79.0,72.0,75.0,114.0,99.0,132.0
10067,17633,6.0,3.0,4.0,3.0,2.0,3.0,4.0,7.0,48.0,86.0,97.0,122.0,87.0,97.0,106.0,45.0
2925,17634,2.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,162.0,194.0,106.0,146.0,198.0,120.0,90.0,72.0
13810,17635,8.0,8.0,8.0,9.0,10.0,8.0,8.0,9.0,281.0,261.0,270.0,239.0,193.0,299.0,283.0,185.0
12025,17636,7.0,7.0,7.0,8.0,9.0,9.0,8.0,6.0,235.0,284.0,259.0,187.0,205.0,209.0,242.0,194.0
3799,17637,3.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,91.0,93.0,66.0,100.0,87.0,149.0,123.0,129.0
3455,17638,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,99.0,154.0,106.0,86.0,66.0,73.0,74.0,70.0
4440,17639,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,99.0,127.0,95.0,78.0,92.0,73.0,68.0,86.0
15533,17640,9.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,75.0,85.0,114.0,162.0,104.0,185.0,222.0,116.0
9026,17641,5.0,5.0,3.0,5.0,5.0,5.0,6.0,7.0,97.0,154.0,184.0,127.0,105.0,121.0,116.0,66.0
14779,17642,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,238.0,216.0,158.0,232.0,183.0,85.0,87.0,168.0
15751,17643,9.0,8.0,9.0,10.0,8.0,9.0,8.0,9.0,315.0,305.0,153.0,146.0,318.0,282.0,296.0,165.0
11267,17644,6.0,8.0,8.0,6.0,4.0,6.0,4.0,4.0,138.0,138.0,151.0,221.0,244.0,305.0,327.0,253.0
8642,17645,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,358.0,315.0,372.0,292.0,473.0,373.0,480.0,325.0
1418,17646,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,78.0,73.0,103.0,88.0,83.0,88.0,42.0,87.0
6055,17647,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,200.0,166.0,133.0,150.0,116.0,175.0,157.0,156.0
5576,17648,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,86.0,105.0,116.0,98.0,100.0,125.0,132.0,139.0
14775,17649,8.0,9.0,10.0,9.0,9.0,9.0,8.0,9.0,198.0,138.0,168.0,231.0,217.0,261.0,271.0,195.0
5069,17651,3.0,3.0,4.0,4.0,3.0,4.0,5.0,6.0,67.0,88.0,94.0,61.0,118.0,100.0,82.0,60.0
13597,17652,8.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,253.0,267.0,275.0,251.0,256.0,278.0,274.0,261.0
18539,17653,10.0,10.0,8.0,10.0,9.0,10.0,9.0,5.0,34.0,70.0,154.0,73.0,97.0,105.0,194.0,187.0
707,17654,1.0,2.0,1.0,2.0,1.0,4.0,1.0,10.0,100.0,68.0,69.0,88.0,71.0,41.0,113.0,2.0
14857,17655,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,122.0,136.0,172.0,172.0,172.0,245.0,220.0,195.0
3815,17656,3.0,2.0,5.0,1.0,4.0,6.0,5.0,4.0,79.0,104.0,53.0,77.0,36.0,31.0,62.0,59.0
16963,17657,9.0,10.0,9.0,9.0,9.0,9.0,5.0,8.0,88.0,102.0,121.0,75.0,126.0,155.0,156.0,144.0
8339,17658,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,272.0,226.0,299.0,284.0,328.0,289.0,281.0,238.0
2416,17659,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,119.0,141.0,110.0,119.0,90.0,79.0,113.0,104.0
18722,17660,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0,11.0,51.0,63.0,31.0,52.0,126.0,112.0,24.0
7649,17661,5.0,4.0,9.0,3.0,5.0,3.0,8.0,6.0,116.0,80.0,53.0,82.0,67.0,90.0,54.0,41.0
12175,17662,7.0,7.0,6.0,6.0,8.0,7.0,6.0,5.0,330.0,272.0,334.0,363.0,281.0,324.0,367.0,353.0
10698,17663,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,93.0,85.0,107.0,104.0,90.0,59.0,85.0,76.0
12685,17664,7.0,6.0,9.0,5.0,5.0,4.0,4.0,4.0,109.0,153.0,77.0,220.0,205.0,248.0,248.0,197.0
9994,17665,6.0,8.0,9.0,10.0,8.0,10.0,7.0,8.0,181.0,124.0,143.0,113.0,140.0,78.0,168.0,140.0
18265,17666,10.0,6.0,5.0,9.0,10.0,9.0,7.0,8.0,62.0,309.0,444.0,201.0,63.0,245.0,287.0,295.0
6578,17667,4.0,6.0,6.0,9.0,8.0,6.0,4.0,7.0,216.0,194.0,244.0,183.0,227.0,260.0,293.0,216.0
6210,17668,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,796.0,797.0,733.0,875.0,750.0,699.0,644.0,514.0
16795,17669,9.0,10.0,9.0,10.0,9.0,10.0,10.0,7.0,272.0,227.0,339.0,262.0,323.0,244.0,267.0,371.0
14323,17670,8.0,5.0,10.0,9.0,2.0,9.0,7.0,5.0,122.0,148.0,169.0,181.0,169.0,186.0,221.0,294.0
15621,17671,9.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,75.0,132.0,134.0,139.0,166.0,160.0,144.0,191.0
1183,17672,1.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,208.0,57.0,124.0,112.0,74.0,84.0,76.0,61.0
17859,17673,10.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,49.0,244.0,353.0,408.0,322.0,406.0,545.0,427.0
14946,17674,8.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,207.0,199.0,201.0,185.0,199.0,126.0,194.0,151.0
9795,17675,6.0,6.0,7.0,7.0,5.0,6.0,6.0,9.0,331.0,257.0,304.0,302.0,319.0,308.0,287.0,157.0
3467,17676,2.0,6.0,4.0,3.0,3.0,4.0,4.0,1.0,103.0,83.0,98.0,113.0,108.0,78.0,132.0,122.0
5144,17677,3.0,8.0,9.0,8.0,6.0,6.0,5.0,4.0,207.0,103.0,84.0,173.0,208.0,268.0,300.0,235.0
18827,17678,10.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,145.0,257.0,264.0,310.0,246.0,332.0,240.0
12825,17679,7.0,7.0,9.0,10.0,10.0,9.0,7.0,10.0,119.0,77.0,101.0,121.0,107.0,133.0,148.0,108.0
6338,17680,4.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,439.0,402.0,370.0,362.0,372.0,433.0,415.0,327.0
13078,17681,7.0,8.0,8.0,9.0,7.0,6.0,6.0,9.0,174.0,123.0,91.0,114.0,172.0,211.0,157.0,108.0
16365,17682,9.0,9.0,7.0,9.0,8.0,7.0,8.0,7.0,107.0,140.0,119.0,102.0,119.0,235.0,164.0,137.0
7951,17683,5.0,5.0,6.0,6.0,5.0,6.0,8.0,8.0,185.0,152.0,184.0,159.0,165.0,195.0,140.0,102.0
8680,17684,5.0,5.0,8.0,7.0,4.0,2.0,5.0,6.0,209.0,252.0,211.0,228.0,259.0,238.0,382.0,272.0
11192,17685,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,301.0,301.0,408.0,335.0,313.0,331.0,332.0,318.0
7458,17686,4.0,7.0,6.0,8.0,9.0,8.0,5.0,7.0,189.0,193.0,196.0,163.0,120.0,149.0,207.0,248.0
7503,17687,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,304.0,303.0,306.0,277.0,321.0,293.0,308.0,374.0
14259,17688,8.0,8.0,9.0,8.0,7.0,8.0,7.0,10.0,160.0,132.0,160.0,186.0,219.0,238.0,234.0,117.0
9368,17689,5.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,290.0,180.0,198.0,193.0,185.0,219.0,282.0,164.0
16516,17690,9.0,6.0,7.0,9.0,10.0,8.0,8.0,5.0,70.0,127.0,79.0,81.0,52.0,102.0,59.0,136.0
9920,17691,6.0,5.0,6.0,7.0,5.0,6.0,3.0,6.0,198.0,110.0,141.0,141.0,168.0,121.0,160.0,99.0
17264,17693,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,84.0,88.0,118.0,117.0,147.0,191.0,192.0,182.0
10434,17694,6.0,8.0,6.0,4.0,7.0,6.0,5.0,8.0,275.0,197.0,321.0,325.0,241.0,282.0,310.0,216.0
7661,17695,5.0,5.0,6.0,8.0,6.0,6.0,7.0,7.0,263.0,254.0,162.0,143.0,227.0,136.0,212.0,160.0
12410,17696,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,283.0,344.0,336.0,293.0,284.0,483.0,393.0,362.0
11804,17697,7.0,8.0,4.0,7.0,6.0,7.0,5.0,8.0,212.0,207.0,207.0,183.0,144.0,198.0,216.0,129.0
6183,17698,4.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,337.0,222.0,207.0,253.0,343.0,339.0,346.0,307.0
17347,17699,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,131.0,166.0,168.0,122.0,179.0,212.0,129.0,159.0
9013,17700,5.0,7.0,9.0,6.0,5.0,6.0,7.0,4.0,203.0,163.0,117.0,119.0,192.0,140.0,182.0,198.0
14373,17701,8.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,164.0,123.0,158.0,139.0,117.0,93.0,134.0,134.0
9280,17702,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,352.0,415.0,346.0,342.0,362.0,400.0,323.0,254.0
15639,17703,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,200.0,192.0,189.0,210.0,193.0,204.0,278.0,213.0
13185,17704,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,233.0,258.0,237.0,249.0,276.0,308.0,300.0,296.0
13124,17705,7.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,278.0,337.0,355.0,291.0,281.0,263.0,304.0,279.0
10093,17706,6.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,159.0,201.0,203.0,303.0,434.0,398.0,270.0,362.0
126,17707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,124.0,65.0,75.0,79.0,93.0,81.0,118.0,79.0
9989,17709,6.0,5.0,7.0,6.0,9.0,7.0,7.0,6.0,267.0,383.0,324.0,303.0,206.0,268.0,285.0,260.0
12342,17710,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,288.0,384.0,457.0,450.0,254.0,317.0,334.0,284.0
13082,17711,7.0,5.0,4.0,5.0,6.0,5.0,5.0,7.0,243.0,249.0,389.0,295.0,374.0,397.0,371.0,197.0
13579,17712,8.0,8.0,10.0,9.0,9.0,10.0,8.0,10.0,227.0,253.0,148.0,188.0,199.0,176.0,247.0,110.0
18313,17713,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,103.0,112.0,108.0,100.0,159.0,134.0,128.0,202.0
17921,17714,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,84.0,84.0,84.0,138.0,87.0,82.0,122.0,178.0
4250,17715,3.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,92.0,76.0,46.0,93.0,122.0,130.0,75.0,84.0
8469,17716,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,331.0,280.0,388.0,277.0,295.0,348.0,330.0,286.0
10526,17717,6.0,7.0,9.0,8.0,9.0,8.0,7.0,7.0,255.0,223.0,183.0,191.0,240.0,218.0,230.0,215.0
17196,17718,10.0,8.0,8.0,8.0,9.0,9.0,5.0,5.0,89.0,132.0,156.0,116.0,129.0,123.0,147.0,142.0
10223,17719,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,318.0,323.0,313.0,308.0,293.0,296.0,316.0,272.0
16191,17720,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,136.0,104.0,134.0,153.0,180.0,190.0,177.0,150.0
8334,17721,5.0,6.0,5.0,6.0,7.0,7.0,7.0,8.0,244.0,206.0,250.0,164.0,204.0,197.0,209.0,159.0
11650,17722,7.0,7.0,6.0,8.0,7.0,4.0,5.0,5.0,203.0,280.0,345.0,142.0,198.0,320.0,359.0,295.0
16289,17723,9.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,158.0,186.0,281.0,250.0,252.0,131.0,178.0,117.0
14127,17724,8.0,6.0,6.0,6.0,7.0,7.0,9.0,10.0,60.0,67.0,82.0,101.0,56.0,99.0,58.0,41.0
15847,17725,9.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,198.0,278.0,301.0,270.0,331.0,347.0,396.0,282.0
3656,17726,2.0,2.0,7.0,1.0,2.0,3.0,3.0,3.0,109.0,140.0,50.0,108.0,154.0,153.0,115.0,91.0
15181,17727,9.0,9.0,8.0,3.0,6.0,7.0,7.0,6.0,129.0,149.0,160.0,203.0,200.0,180.0,283.0,280.0
4857,17728,3.0,4.0,3.0,4.0,3.0,7.0,4.0,4.0,245.0,295.0,260.0,316.0,320.0,173.0,201.0,289.0
10395,17729,6.0,9.0,4.0,7.0,7.0,5.0,4.0,5.0,243.0,190.0,237.0,257.0,253.0,317.0,299.0,339.0
4892,17730,3.0,8.0,6.0,5.0,3.0,6.0,10.0,10.0,130.0,96.0,146.0,153.0,141.0,58.0,9.0,6.0
13587,17731,8.0,9.0,10.0,8.0,7.0,6.0,9.0,6.0,249.0,195.0,168.0,233.0,317.0,354.0,188.0,295.0
14189,17732,8.0,9.0,10.0,9.0,10.0,8.0,10.0,9.0,120.0,87.0,101.0,161.0,102.0,144.0,126.0,136.0
5733,17733,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,114.0,119.0,135.0,104.0,135.0,72.0,99.0,114.0
12397,17734,7.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,250.0,242.0,190.0,235.0,305.0,314.0,327.0,279.0
16361,17735,9.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,162.0,211.0,184.0,158.0,179.0,108.0,188.0,175.0
11009,17736,6.0,5.0,5.0,6.0,4.0,6.0,4.0,6.0,115.0,224.0,206.0,211.0,175.0,231.0,196.0,169.0
4230,17737,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,285.0,259.0,302.0,273.0,281.0,309.0,323.0,259.0
6852,17738,4.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,344.0,291.0,264.0,297.0,329.0,393.0,397.0,320.0
14143,17739,8.0,10.0,8.0,10.0,10.0,8.0,10.0,9.0,136.0,135.0,180.0,125.0,145.0,157.0,125.0,160.0
14629,17740,8.0,9.0,5.0,7.0,10.0,9.0,7.0,7.0,157.0,174.0,206.0,149.0,121.0,168.0,245.0,183.0
15832,17741,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,195.0,145.0,137.0,128.0,149.0,125.0,192.0,172.0
11571,17742,7.0,7.0,7.0,9.0,8.0,9.0,10.0,8.0,291.0,250.0,265.0,232.0,311.0,210.0,140.0,254.0
17261,17743,10.0,10.0,9.0,10.0,10.0,7.0,8.0,7.0,111.0,104.0,144.0,85.0,89.0,253.0,188.0,228.0
10023,17744,6.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,374.0,389.0,495.0,455.0,494.0,464.0,370.0,453.0
6301,17745,4.0,8.0,9.0,10.0,8.0,6.0,8.0,8.0,173.0,177.0,112.0,94.0,139.0,253.0,161.0,156.0
7675,17746,5.0,8.0,6.0,7.0,6.0,7.0,2.0,8.0,177.0,196.0,236.0,181.0,194.0,177.0,231.0,150.0
14076,17747,8.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,204.0,294.0,250.0,238.0,172.0,225.0,177.0,192.0
8436,17748,5.0,8.0,5.0,6.0,5.0,5.0,6.0,6.0,335.0,247.0,365.0,314.0,300.0,349.0,292.0,285.0
8369,17749,5.0,6.0,7.0,6.0,6.0,6.0,8.0,9.0,218.0,256.0,235.0,240.0,227.0,184.0,109.0,121.0
12411,17750,7.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,290.0,236.0,281.0,266.0,258.0,302.0,313.0,211.0
17197,17751,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,154.0,159.0,178.0,180.0,161.0,177.0,191.0,164.0
7237,17752,4.0,6.0,5.0,9.0,8.0,7.0,5.0,7.0,322.0,268.0,316.0,114.0,160.0,237.0,362.0,271.0
18325,17753,10.0,8.0,5.0,6.0,7.0,9.0,9.0,5.0,48.0,75.0,239.0,222.0,146.0,126.0,198.0,134.0
18262,17754,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,95.0,70.0,56.0,75.0,203.0,163.0,129.0,65.0
8402,17755,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,396.0,318.0,397.0,326.0,316.0,456.0,392.0,411.0
15577,17756,9.0,6.0,9.0,7.0,8.0,5.0,6.0,8.0,174.0,218.0,157.0,235.0,213.0,255.0,232.0,131.0
15240,17757,9.0,5.0,7.0,6.0,8.0,4.0,6.0,5.0,242.0,371.0,341.0,302.0,275.0,415.0,429.0,367.0
8907,17758,5.0,5.0,6.0,8.0,6.0,6.0,5.0,6.0,258.0,371.0,301.0,199.0,251.0,315.0,370.0,258.0
6738,17759,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,258.0,282.0,309.0,282.0,264.0,260.0,232.0,223.0
14832,17760,8.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,236.0,297.0,246.0,265.0,274.0,322.0,303.0,249.0
14966,17761,8.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,178.0,242.0,304.0,248.0,250.0,246.0,253.0,274.0
7975,17762,5.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,215.0,249.0,231.0,217.0,220.0,263.0,301.0,191.0
15072,17763,8.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,200.0,307.0,267.0,286.0,327.0,387.0,307.0,298.0
7928,17764,5.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,247.0,280.0,336.0,241.0,232.0,214.0,339.0,264.0
13396,17765,8.0,7.0,5.0,8.0,8.0,7.0,8.0,6.0,227.0,233.0,256.0,194.0,260.0,305.0,287.0,270.0
5143,17766,3.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,300.0,277.0,285.0,305.0,279.0,306.0,295.0,252.0
12550,17767,7.0,7.0,7.0,7.0,6.0,5.0,7.0,8.0,178.0,186.0,181.0,210.0,226.0,189.0,237.0,185.0
13467,17768,8.0,7.0,6.0,8.0,10.0,5.0,8.0,7.0,166.0,112.0,204.0,162.0,107.0,153.0,141.0,130.0
18344,17769,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,111.0,104.0,170.0,179.0,216.0,225.0,186.0
16956,17770,9.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,11.0,29.0,61.0,64.0,103.0,117.0,104.0,113.0
16390,17771,9.0,8.0,7.0,9.0,8.0,6.0,7.0,7.0,295.0,401.0,530.0,377.0,386.0,583.0,458.0,449.0
6319,17772,4.0,4.0,5.0,7.0,4.0,5.0,5.0,8.0,318.0,356.0,300.0,276.0,287.0,286.0,201.0,147.0
14940,17773,8.0,9.0,10.0,10.0,7.0,10.0,9.0,8.0,141.0,160.0,148.0,109.0,112.0,92.0,78.0,88.0
10855,17774,6.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,215.0,240.0,205.0,248.0,224.0,280.0,213.0,163.0
11178,17775,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,304.0,334.0,340.0,279.0,334.0,353.0,409.0,342.0
8355,17776,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,419.0,344.0,365.0,422.0,475.0,377.0,390.0,472.0
5579,17777,3.0,9.0,8.0,6.0,10.0,5.0,6.0,5.0,85.0,56.0,59.0,84.0,41.0,87.0,94.0,91.0
4623,17778,3.0,4.0,4.0,2.0,4.0,5.0,3.0,6.0,122.0,115.0,114.0,110.0,156.0,69.0,138.0,118.0
9429,17779,5.0,5.0,6.0,7.0,6.0,6.0,7.0,8.0,353.0,364.0,316.0,256.0,240.0,264.0,271.0,195.0
8115,17780,5.0,8.0,6.0,6.0,4.0,6.0,6.0,5.0,140.0,138.0,195.0,178.0,191.0,305.0,247.0,253.0
10433,17781,6.0,7.0,8.0,8.0,8.0,7.0,9.0,10.0,165.0,157.0,146.0,188.0,191.0,257.0,176.0,114.0
12641,17782,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,229.0,268.0,302.0,236.0,269.0,255.0,192.0,203.0
18140,17783,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,77.0,121.0,122.0,85.0,148.0,266.0,308.0,18.0
15894,17784,9.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,216.0,257.0,254.0,252.0,255.0,247.0,261.0,283.0
15465,17785,9.0,4.0,9.0,6.0,9.0,7.0,9.0,7.0,199.0,209.0,229.0,198.0,205.0,289.0,230.0,310.0
10458,17786,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,302.0,395.0,421.0,418.0,409.0,455.0,439.0,393.0
18373,17787,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,21.0,19.0,12.0,24.0,23.0,18.0,22.0,14.0
11995,17788,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,239.0,296.0,251.0,280.0,329.0,330.0,316.0,334.0
