고객번호,1_2기증감,2_3기증감,3_4기증감,4_5기증감,5_6기증감
14825,2,1,-1,-1,-1
14826,0,0,0,0,0
14827,4,0,0,1,-1
14828,-5,1,0,0,1
14830,1,1,-2,1,-1
14831,-1,0,1,0,0
14832,0,0,1,-1,0
14833,0,0,0,0,0
14834,1,-1,-2,1,1
14835,0,1,0,0,-2
14836,0,0,0,0,0
14837,-1,2,0,-1,1
14838,0,0,-2,0,1
14839,-1,1,0,0,0
14840,0,0,-1,1,-1
14841,0,-1,1,-1,1
14842,1,-1,0,-2,3
14844,0,1,-1,1,-2
14845,3,-1,-1,1,0
14846,0,0,-1,0,1
14847,0,-1,-1,1,1
14848,0,-1,1,-1,0
14849,0,0,0,0,0
14850,0,1,-1,0,1
14851,0,1,-1,0,0
14852,-1,1,-1,0,0
14853,2,-2,0,1,0
14854,-2,0,0,0,0
14855,1,-1,1,0,1
14856,-2,1,0,-1,-2
14857,-1,2,-2,1,0
14858,1,-1,0,0,0
14859,-5,5,0,-3,-1
14861,-2,1,1,-1,-2
14863,0,1,-1,2,-1
14864,0,0,2,1,-2
14865,-1,1,0,0,0
14866,0,0,0,0,0
14867,-1,1,-1,-1,2
14868,0,0,-1,1,-1
14869,1,-1,0,-1,1
14870,0,-1,-2,3,-1
14871,0,0,0,-1,1
14872,0,0,1,0,-1
14873,-1,0,0,1,1
14874,-1,0,1,0,-2
14875,0,1,0,0,1
14876,0,0,-1,1,0
14877,1,2,2,2,-1
14878,0,0,0,0,0
14879,0,0,1,-1,1
14880,0,-1,1,0,0
14881,0,-1,0,1,-1
14882,0,-1,1,0,-1
14883,0,1,-1,0,1
14884,1,1,0,-1,1
14885,1,2,0,-3,2
14886,0,1,-1,-1,-2
14887,-1,1,0,0,-2
14888,3,-2,1,1,1
14889,-2,1,0,0,0
14890,0,0,1,-1,1
14891,0,0,1,1,-4
14892,0,-1,1,0,-1
14893,0,0,0,1,2
14894,0,1,1,-1,0
14895,0,0,0,-1,1
14896,0,0,0,0,0
14897,1,0,1,0,0
14898,1,1,-2,0,1
14899,1,1,0,-1,-1
14900,0,2,-2,2,-1
14901,-2,-1,3,1,-2
14902,0,0,0,0,1
14903,1,0,-1,0,0
14905,-2,2,-2,3,-2
14906,0,0,2,-2,1
14907,1,0,0,-1,1
14908,0,-1,0,-1,1
14909,-3,2,0,0,0
14910,-1,1,-1,1,-1
14911,1,0,1,-2,2
14912,-1,1,0,0,-1
14913,1,0,1,1,0
14914,1,-1,-1,2,0
14915,3,-4,3,-3,3
14916,1,1,0,0,0
14917,1,3,-1,0,-1
14918,-1,2,-2,1,0
14919,-1,0,0,-1,1
14920,-2,0,2,-1,1
14921,1,-1,-1,2,0
14922,0,0,0,0,0
14924,0,0,3,-4,4
14926,-1,1,-1,1,0
14927,1,0,0,1,-1
14928,0,0,1,-1,0
14929,1,0,0,1,0
14930,0,-2,2,-1,0
14931,-1,0,0,8,-3
14932,0,-2,2,-2,0
14933,-1,0,1,-2,0
14934,-2,-1,2,1,-1
14935,1,0,0,0,-1
14936,1,1,-1,-1,1
14937,1,-2,1,-2,0
14938,0,0,0,0,0
14939,0,0,-1,1,-1
14940,1,0,1,0,-1
14941,1,0,0,-1,0
14942,-1,-1,0,2,-1
14943,1,-1,0,0,0
14944,-2,1,-1,1,0
14945,0,0,1,1,-2
14946,2,0,0,1,0
14947,0,0,0,0,0
14948,0,0,1,-2,0
14949,2,-2,1,-2,-1
14950,0,1,-2,0,1
14951,0,1,0,1,0
14952,2,0,-1,1,0
14953,1,0,0,0,-3
14954,-1,0,1,0,0
14955,0,0,1,0,-1
14956,-1,0,1,1,-2
14957,0,0,0,0,0
14958,1,0,0,-1,-1
14959,0,-1,0,1,1
14960,0,1,0,-2,0
14961,-4,0,1,1,0
14962,1,-3,1,-1,0
14963,1,0,0,0,0
14964,0,-1,1,-1,1
14965,0,-2,-5,7,0
14966,0,0,-1,0,0
14967,1,-1,3,1,-2
14968,1,0,-1,2,1
14969,-2,1,1,-2,0
14970,0,0,-1,1,0
14971,0,-2,2,0,0
14972,-1,-1,0,1,0
14973,2,0,0,0,0
14974,3,0,0,0,0
14975,1,-1,0,1,-2
14976,0,0,1,-1,1
14977,-2,3,0,0,-2
14978,2,3,-1,1,-2
14979,0,1,-2,1,-1
14980,0,-3,2,-1,1
14981,0,0,-1,1,-1
14982,0,0,0,-3,3
14983,-3,2,-1,1,0
14984,0,0,0,1,0
14985,1,1,-1,0,-2
14986,0,0,0,-2,2
14987,0,0,0,0,0
14988,-1,0,1,-2,1
14989,0,-1,1,0,0
14990,-1,-1,0,0,1
14991,-2,1,-2,-1,-1
14992,-1,0,0,1,0
14993,-1,2,-2,0,2
14994,1,1,-1,1,0
14995,2,0,0,-1,0
14996,2,1,-1,1,-2
14997,0,0,0,-1,2
14998,1,1,-1,1,0
14999,0,0,1,-1,0
15001,0,0,0,0,0
15002,1,-1,0,0,0
15003,0,0,0,0,0
15004,2,-1,0,-1,2
15005,0,-1,0,1,-2
15006,1,-1,-2,0,1
15007,2,-1,3,-1,1
15008,-1,2,0,0,0
15009,-1,3,0,0,1
15010,1,-2,2,0,0
15011,2,-4,4,-4,2
15012,2,-2,1,-1,0
15013,0,0,1,0,-1
15014,0,0,-2,1,0
15015,2,0,1,-1,0
15016,0,0,1,-2,1
15017,0,0,-1,0,1
15018,0,0,0,-1,1
15019,0,0,0,0,0
15020,-1,-1,1,0,0
15021,1,-1,0,0,0
15022,1,1,0,-1,0
15023,0,1,-2,0,1
15024,1,-1,0,1,0
15025,0,-1,0,1,1
15026,0,0,-1,1,-1
15027,0,0,0,-1,-1
15028,0,1,1,1,-1
15029,0,-1,2,-1,0
15030,1,1,1,-1,-1
15031,0,0,-2,2,0
15032,0,-1,0,0,0
15033,2,-1,0,-1,2
15034,-1,0,0,-1,1
15035,-1,0,2,0,0
15036,1,0,0,-1,1
15037,1,-1,2,-1,0
15038,1,0,-1,0,2
15039,0,0,0,-1,0
15041,1,0,0,0,0
15043,1,1,0,0,0
15044,0,2,-3,0,-1
15046,0,1,0,0,0
15047,0,0,1,-3,3
15049,0,1,-1,0,1
15050,1,1,1,-2,0
15051,3,-1,1,-1,1
15052,1,-3,0,1,0
15053,-1,0,1,0,0
15054,-2,4,-2,1,1
15055,0,0,0,0,0
15056,0,0,0,0,0
15057,1,0,0,0,-1
15058,2,-1,2,-2,-1
15059,-1,0,1,-2,2
15060,0,0,0,0,0
15061,-2,1,0,0,0
15062,0,0,1,-1,0
15063,0,2,-1,-1,0
15064,-1,1,0,0,1
15065,0,2,0,-1,0
15066,-1,-1,2,-1,1
15067,-1,0,0,1,-1
15068,0,-1,1,0,-1
15069,1,-1,0,0,-1
15070,3,0,-2,0,0
15071,-1,-1,-1,1,-1
15072,0,0,0,-1,1
15073,0,0,1,0,0
15074,1,0,-2,1,1
15077,0,-2,2,0,1
15078,-2,1,1,0,1
15079,-2,0,1,-1,0
15080,2,0,0,-2,0
15081,0,1,0,-2,1
15082,-3,0,1,1,0
15083,-1,1,0,0,0
15084,0,1,-1,0,0
15085,0,0,1,-1,0
15086,0,-1,-3,0,0
15087,0,0,0,1,-1
15088,1,-2,-2,2,0
15089,0,0,0,0,0
15090,0,0,1,-1,0
15091,0,0,0,0,1
15092,0,0,-1,2,-1
15093,-4,4,-3,2,1
15094,1,0,0,-2,1
15095,1,0,0,-1,1
15096,2,-2,1,0,-1
15097,1,-1,1,2,-2
15099,1,1,0,1,-1
15101,0,0,0,0,0
15102,0,0,1,1,-1
15103,0,0,0,1,-1
15104,-1,2,-1,-1,3
15105,0,0,-1,1,0
15107,1,2,-3,1,1
15108,-1,1,0,-1,1
15109,0,-1,0,0,0
15110,0,-1,1,1,1
15111,0,0,-1,1,0
15112,0,-5,5,-1,-1
15113,0,0,-1,1,0
15114,0,1,-2,3,0
15115,0,-2,1,1,0
15116,4,-3,2,-4,1
15117,-1,2,0,-1,1
15118,-1,0,0,0,1
15119,1,0,0,-1,0
15120,-1,1,0,-1,0
15121,0,0,1,0,0
15122,0,-1,5,-1,1
15123,3,-1,0,0,-1
15124,0,0,1,-1,1
15125,0,0,-1,-1,0
15126,2,-1,-1,2,-1
15127,1,0,-2,1,1
15128,0,1,-1,1,-1
15129,2,-1,-1,2,-3
15130,0,0,1,-3,2
15131,0,1,-1,0,1
15132,0,1,1,-3,2
15133,0,0,0,0,0
15134,0,0,1,0,0
15135,2,-1,0,1,-2
15136,-1,0,0,0,0
15137,3,-1,-1,1,-1
15138,0,1,-1,0,1
15139,1,0,-2,2,0
15140,2,-1,1,-1,1
15141,0,2,-3,2,-1
15142,1,-3,-2,3,1
15143,0,1,-1,0,0
15144,0,0,1,-1,0
15145,-1,2,0,-1,0
15146,0,0,-1,3,-1
15147,1,0,1,-1,0
15148,0,-1,0,0,0
15149,-1,0,-1,1,-1
15150,-1,-1,2,-1,0
15151,-1,-1,0,1,1
15152,1,0,0,0,0
15153,2,-1,-1,1,1
15154,1,0,0,0,0
15155,1,1,0,0,-1
15156,0,0,0,1,-1
15158,-2,1,-1,1,0
15159,0,0,0,1,-1
15160,2,-1,0,1,-2
15161,2,2,-1,0,0
15162,3,-2,-1,2,0
15163,2,0,0,-1,1
15164,0,0,1,0,-1
15165,0,1,-1,0,0
15166,1,-2,1,0,5
15167,0,0,-1,2,-1
15168,0,-2,-1,1,0
15169,-2,-3,3,0,-1
15170,-2,3,-6,4,0
15171,0,0,-1,1,-1
15172,1,0,0,0,0
15173,-1,0,0,1,-2
15174,5,-3,-1,-1,0
15175,0,1,-1,0,-1
15176,0,1,-2,1,0
15177,1,-2,3,-2,1
15178,1,0,-1,0,2
15180,0,1,0,0,-1
15181,0,-2,2,0,-1
15182,0,0,0,0,0
15183,1,1,-2,0,-1
15184,-2,1,-1,0,-1
15185,0,0,1,-1,0
15186,-2,1,0,-1,0
15187,-1,0,-1,0,1
15188,-2,2,-5,1,3
15189,1,0,-1,0,1
15190,-1,0,1,0,0
15191,-3,2,-2,-1,1
15192,0,-1,3,-2,2
15193,0,1,0,-1,0
15194,0,1,-1,2,0
15195,1,-1,0,1,-1
15196,0,0,0,-1,1
15197,-1,1,-1,1,-1
15198,1,-2,2,0,-1
15199,-1,1,-2,2,-2
15200,-1,3,-1,0,1
15201,0,0,0,0,0
15202,1,-1,0,0,1
15203,0,0,-1,1,0
15204,0,-1,0,0,0
15205,-2,1,0,-1,1
15206,-1,1,-2,2,-1
15207,0,0,0,1,0
15208,-1,1,-1,-1,0
15209,-1,1,-2,1,0
15211,-1,-1,0,1,0
15212,0,-1,-1,-1,3
15213,-1,0,1,-1,0
15214,1,0,0,-1,-1
15215,-1,2,0,-2,2
15216,-1,-1,0,-1,1
15217,-2,0,1,-1,0
15218,-1,1,-1,1,0
15219,-1,1,0,0,-1
15220,-1,1,0,0,-1
15221,0,1,-2,2,-1
15222,1,-1,0,1,-1
15223,4,0,1,-1,0
15224,1,0,-2,1,0
15225,1,-2,0,2,0
15226,0,-2,2,1,1
15227,0,0,0,0,0
15228,-1,1,0,0,-1
15229,0,1,-1,0,1
15230,0,0,0,1,-3
15231,1,0,-1,2,-1
15232,1,-1,1,0,0
15233,-1,1,0,-1,1
15234,-1,2,0,0,0
15235,0,0,0,0,0
15236,-1,0,1,1,-1
15237,-1,0,0,0,1
15238,1,0,1,-1,0
15239,1,-1,0,-3,1
15240,0,0,-2,0,1
15241,2,-3,1,1,-1
15242,3,-4,5,-5,3
15243,0,0,0,0,0
15244,-1,1,0,-1,-1
15245,0,0,1,0,0
15246,-1,0,0,1,1
15247,2,-2,0,1,2
15248,-2,-1,0,0,1
15249,-3,0,-1,0,0
15250,2,-1,1,0,-1
15251,1,0,1,0,-2
15252,-1,-5,0,1,-1
15253,0,0,0,0,0
15254,2,-3,1,3,-3
15255,0,0,2,-2,-1
15256,0,0,0,0,0
15257,-2,-1,-1,-1,3
15258,-1,1,-2,0,1
15259,-2,2,-1,0,0
15260,-1,-1,1,2,-2
15261,-1,2,-5,4,-2
15262,0,-1,0,0,1
15263,2,0,1,0,-2
15264,1,-1,-1,-1,2
15265,0,0,0,0,0
15266,-2,0,1,0,0
15267,0,0,1,-1,0
15268,0,0,-1,1,0
15269,0,2,0,-1,2
15270,1,-5,4,0,1
15271,-1,0,0,0,2
15272,1,0,-1,1,0
15273,1,0,-1,0,1
15274,-1,1,0,1,-1
15275,0,0,0,0,0
15276,1,-2,1,0,1
15277,2,-7,1,0,-1
15278,0,0,-1,1,3
15279,-2,0,1,0,0
15280,3,0,0,0,0
15281,0,0,0,0,0
15282,2,-1,2,-2,0
15283,0,-1,1,0,0
15284,-1,1,0,1,0
15285,0,0,0,0,0
15286,0,1,0,1,0
15287,-2,1,-1,3,-3
15288,0,0,0,0,-1
15289,-1,3,-1,-1,1
15290,-1,1,-2,3,-1
15291,0,0,0,0,-1
15292,1,-1,0,-1,0
15293,-1,0,1,-1,0
15294,1,1,0,0,1
15295,0,0,-1,0,0
15296,0,0,0,1,0
15297,1,1,0,-3,1
15298,-1,2,-1,1,-2
15299,0,0,0,-1,0
15300,0,0,0,0,0
15301,5,-5,-2,3,0
15303,-1,1,-3,2,-1
15304,-1,1,0,-2,2
15305,1,1,-1,1,-1
15306,-1,0,-1,1,0
15307,5,-1,-1,1,0
15309,1,1,-1,1,0
15310,-1,1,2,-2,0
15311,3,-3,2,-3,0
15312,0,0,0,0,2
15313,2,-1,0,0,-1
15315,0,2,-1,-2,0
15316,0,-1,1,-2,2
15317,-1,0,1,1,-2
15318,0,0,-1,1,0
15319,0,-1,1,1,-1
15320,4,-2,1,1,0
15321,-2,3,-3,2,0
15322,0,1,-1,0,0
15323,1,-1,1,2,-1
15324,3,1,-4,0,3
15325,1,-1,1,0,2
15326,-2,2,0,0,-2
15327,0,0,0,0,0
15328,0,0,0,0,0
15329,-1,-3,1,0,-1
15330,-1,0,-1,1,-1
15331,0,0,-1,0,0
15332,0,3,-1,-3,0
15333,1,0,-1,0,0
15334,-1,0,0,0,0
15335,1,0,0,1,-1
15336,0,2,0,0,-1
15337,-1,1,-1,0,0
15338,0,0,0,0,0
15339,1,-1,0,0,0
15340,0,-2,1,0,-1
15341,1,-1,1,0,0
15342,0,0,0,0,-1
15343,0,0,-1,0,1
15344,-1,0,0,0,0
15345,1,0,0,0,0
15346,0,-1,1,0,1
15347,0,3,-1,-4,4
15348,1,0,-1,0,-3
15349,1,0,1,-1,0
15350,-3,-1,0,0,0
15353,-2,-3,3,1,-2
15354,0,1,-3,1,0
15355,-2,1,-1,-1,3
15356,0,3,-1,-2,2
15357,-1,0,2,-1,-1
15358,0,0,-1,0,0
15359,0,-1,1,0,0
15360,0,0,0,0,0
15361,-1,-2,1,-1,2
15362,2,-1,0,0,-1
15363,-1,1,0,0,-1
15364,1,-1,-1,2,-3
15365,-1,0,1,-1,0
15366,0,-1,-1,0,0
15367,0,0,1,0,1
15368,1,0,0,0,0
15369,0,0,-1,0,0
15370,0,0,2,-2,0
15371,7,-6,3,-4,7
15372,0,-1,0,-1,1
15373,0,0,0,0,0
15374,0,2,-2,-1,0
15375,0,-1,-2,2,-1
15376,0,0,0,0,0
15377,2,0,-1,0,1
15378,0,0,0,0,0
15379,2,-1,1,0,-1
15380,0,0,0,-2,1
15382,0,2,-2,1,0
15383,0,-1,1,1,1
15384,0,0,0,0,1
15385,3,-1,-2,2,1
15386,-2,0,0,0,0
15387,-1,0,0,0,0
15388,0,1,0,1,-1
15389,-1,3,0,-1,2
15390,-1,3,-1,-1,0
15391,-1,0,0,2,-1
15392,-2,-1,0,-1,0
15393,-1,0,0,0,0
15394,-3,0,0,0,0
15395,-1,1,-1,1,-1
15396,-3,2,0,0,0
15397,0,-1,0,-1,7
15398,1,-2,1,-1,2
15399,-1,1,0,-1,0
15400,1,-1,1,0,-1
15401,0,-2,1,-1,1
15403,-1,-2,0,1,0
15404,0,0,0,0,-1
15405,0,0,1,-2,2
15406,0,-2,0,2,-1
15407,1,0,-1,-1,1
15409,3,-1,2,-2,2
15410,0,1,-1,1,0
15412,-1,0,0,-1,0
15413,0,-1,1,-1,1
15414,-1,0,0,0,1
15416,0,0,0,0,0
15417,0,0,0,0,-1
15418,-1,1,0,0,1
15419,-1,1,-1,0,1
15420,1,-1,2,-1,1
15421,0,-3,3,-1,0
15422,-2,0,3,2,-5
15423,1,-2,1,0,0
15424,0,0,0,0,0
15425,0,-1,2,-2,0
15426,0,1,1,0,-1
15427,-1,2,-1,-1,-1
15428,3,-1,2,-1,0
15429,1,-1,0,1,-1
15430,1,0,-1,-1,0
15431,0,0,0,0,0
15432,0,-1,0,0,0
15433,-3,-1,3,-2,-1
15434,0,0,0,-1,0
15435,0,0,0,0,0
15436,0,1,-2,0,0
15437,0,1,-1,-1,2
15438,0,-2,1,1,-3
15439,0,2,-1,0,1
15440,1,-1,-1,0,0
15441,-1,-1,-1,1,-1
15442,0,0,-1,1,1
15443,-1,0,1,0,0
15444,-1,-2,0,1,1
15445,0,0,0,0,0
15446,1,-1,2,0,0
15447,2,-1,0,0,0
15448,0,-1,1,0,0
15449,0,2,1,0,-2
15450,0,0,-1,1,0
15451,-1,0,0,0,0
15452,-1,2,0,2,-2
15453,0,0,-2,2,0
15454,-2,-3,1,0,0
15455,4,0,0,-1,1
15456,-1,0,1,0,-1
15457,-1,1,0,0,0
15458,-1,2,0,-1,0
15459,-2,0,1,0,-2
15460,-1,0,1,0,0
15461,0,0,0,1,-1
15462,0,-1,1,0,0
15463,0,0,1,0,-1
15464,0,0,0,-1,1
15465,6,-3,2,1,0
15466,2,-2,2,-4,1
15467,-2,-1,3,-1,1
15468,-1,0,0,1,-2
15469,-1,0,0,0,0
15470,0,0,2,-1,0
15471,2,0,0,1,-1
15472,0,0,0,0,0
15473,0,1,0,-2,3
15475,1,-1,1,0,-1
15477,1,0,1,0,0
15478,1,1,0,-1,1
15479,-1,0,1,-1,0
15480,0,0,0,0,0
15481,0,-1,1,0,0
15482,-1,0,0,1,3
15483,-1,2,-2,1,-2
15484,1,-1,2,-1,1
15485,-2,1,-1,-1,0
15486,0,1,0,-1,-1
15487,-2,1,0,0,0
15488,2,-2,1,-1,1
15489,0,0,0,1,-1
15490,0,0,0,0,0
15491,-1,0,1,-1,1
15493,2,-1,0,-1,1
15494,1,-2,1,1,-2
15495,-1,1,-1,-1,1
15496,0,-1,1,0,-2
15497,0,-1,0,1,0
15498,-1,0,-1,0,1
15499,4,0,1,-2,1
15500,-1,-1,3,-1,-1
15501,0,1,0,-2,0
15502,1,-3,3,-2,2
15503,0,-1,1,-1,0
15504,0,0,0,0,0
15505,0,0,0,-2,0
15506,0,0,0,1,-1
15507,-1,1,-1,0,1
15508,-2,0,0,0,1
15509,0,0,0,-1,0
15510,0,0,1,0,-1
15511,-3,0,2,0,-1
15512,0,0,0,0,0
15513,0,-1,1,-1,1
15514,-1,-1,1,0,0
15515,-1,1,-1,1,-2
15516,0,0,1,-1,0
15517,0,0,0,0,0
15518,1,1,-1,0,-4
15519,-2,0,2,0,-1
15520,1,-1,-2,2,-1
15521,-2,0,1,1,0
15522,-1,1,0,0,0
15523,0,0,0,0,0
15524,-1,1,1,-1,0
15525,3,-2,2,-1,0
15526,0,-2,1,0,1
15527,0,0,-2,1,0
15528,0,-1,0,0,1
15529,0,0,0,-1,1
15530,0,-1,0,0,-1
15531,1,-2,1,-1,1
15532,1,-1,1,0,0
15533,-1,0,0,0,2
15534,0,3,-2,0,0
15535,-1,1,-1,2,1
15536,-1,1,0,-1,0
15537,0,0,0,1,-1
15538,0,-1,2,1,-3
15539,0,1,0,0,-1
15540,-1,0,-2,2,0
15541,0,1,-1,0,-1
15542,0,0,0,0,0
15543,2,-2,-2,3,1
15544,0,-1,1,0,0
15545,-2,2,-2,1,1
15546,-2,2,-2,2,1
15547,0,-1,2,-2,1
15548,0,-1,1,-1,1
15549,0,-2,1,-1,0
15550,1,-2,3,-1,0
15551,1,2,1,-2,0
15552,-1,1,0,0,1
15553,0,0,1,-1,1
15554,1,1,-2,2,-1
15555,-1,1,1,1,-2
15556,0,1,-1,0,1
15557,-1,0,1,-2,1
15558,0,0,0,0,0
15559,-1,0,0,0,0
15560,1,-1,2,1,0
15561,-1,1,-1,0,0
15562,1,0,0,0,0
15564,1,-1,-2,3,0
15565,0,0,0,0,0
15566,-2,1,0,1,-1
15567,1,1,-2,1,0
15568,0,0,0,0,0
15569,-2,2,0,-2,0
15570,0,0,0,2,-2
15571,0,0,0,0,0
15572,2,0,1,-5,5
15573,0,1,0,-1,0
15574,1,1,-2,1,0
15575,2,-2,2,-2,-2
15576,-1,0,0,-1,1
15577,0,0,-2,-2,1
15578,-1,-1,3,-2,0
15579,1,-1,1,1,0
15580,-2,1,-1,0,2
15581,1,-1,1,-1,-1
15582,-1,2,0,-1,0
15583,0,-1,2,-2,-1
15584,-2,2,0,0,1
15585,0,0,0,1,0
15586,-3,2,1,1,-2
15587,0,1,0,-1,1
15588,0,0,-3,1,0
15589,2,-3,5,-1,-2
15590,0,1,0,-1,2
15592,0,-1,1,1,-1
15593,1,0,1,1,-2
15594,0,-1,0,0,0
15595,-4,2,1,-1,0
15597,0,-1,-1,1,-1
15598,1,-1,0,0,1
15599,0,0,0,0,0
15600,2,0,0,-1,1
15602,-1,0,1,-1,0
15603,0,0,0,0,0
15604,-1,0,0,0,0
15605,1,0,-2,3,0
15606,0,1,-1,0,0
15607,1,0,1,0,0
15608,1,-2,0,0,0
15609,0,0,1,0,-1
15610,-2,0,0,1,-1
15611,-2,3,-2,-1,0
15612,-1,0,1,-1,1
15613,-1,-1,2,-1,1
15614,-1,0,0,0,1
15615,0,0,0,0,0
15616,0,0,0,1,-1
15617,0,0,1,0,-2
15618,0,0,0,0,0
15619,1,-3,2,1,0
15620,0,0,0,0,0
15621,0,0,0,1,-1
15622,0,1,0,-1,0
15623,-1,0,0,0,0
15624,-2,3,-1,0,0
15625,1,0,0,-1,1
15626,-1,2,-2,2,-2
15627,0,1,0,2,-1
15628,0,0,-1,1,0
15629,-1,1,0,2,-1
15630,0,1,-1,1,-1
15631,-1,1,0,-4,-3
15632,0,0,0,0,0
15633,1,0,-1,1,0
15634,0,-1,0,-2,2
15635,0,-1,0,0,0
15636,0,0,0,0,0
15637,1,0,0,-1,0
15638,-1,1,0,-2,1
15639,2,0,-1,0,-2
15640,0,0,-1,1,0
15641,0,0,0,1,0
15642,0,-1,-1,1,-2
15643,0,0,0,0,0
15644,2,-1,1,1,-2
15645,0,0,0,1,-1
15646,0,1,-1,0,0
15647,0,0,0,0,0
15648,-1,-1,0,1,0
15649,1,-2,2,-1,0
15650,0,0,0,0,-2
15651,0,2,-2,0,1
15652,-1,1,-3,1,1
15653,1,0,1,0,-1
15654,0,0,1,1,-2
15655,-1,0,0,-2,1
15656,0,2,-2,0,1
15657,0,0,0,0,0
15658,0,0,0,0,0
15659,-1,1,-1,0,0
15660,0,0,0,0,0
15661,1,-2,0,1,-1
15662,0,-1,1,0,-1
15664,-1,0,0,-1,2
15665,0,0,0,0,-1
15666,-1,1,0,0,0
15667,2,0,0,0,-1
15668,0,2,1,0,-1
15669,0,0,1,-1,1
15670,0,-1,1,-1,-1
15671,1,0,4,-2,-1
15672,0,0,0,0,0
15673,-2,1,1,-1,0
15675,0,-1,1,0,1
15676,1,0,0,1,-2
15677,0,0,1,0,0
15678,0,1,0,-2,1
15679,1,0,-1,1,0
15680,-1,0,1,-1,0
15681,3,-1,0,1,-1
15682,-1,1,-1,2,2
15683,0,1,-1,0,1
15684,0,-1,2,0,0
15685,0,0,0,0,0
15686,0,0,0,2,-2
15687,-1,1,0,0,-1
15688,-1,2,0,0,0
15689,0,-1,-1,1,0
15690,-2,-1,2,1,0
15691,-3,3,0,-1,-1
15692,0,1,-1,0,1
15693,2,-1,-1,0,1
15694,-2,0,2,-1,-1
15695,-1,3,0,0,0
15696,-2,2,-1,0,0
15698,-2,3,-1,-1,1
15699,-1,0,0,1,2
15700,1,-1,1,0,0
15701,0,-1,-2,0,1
15702,-6,2,0,0,-1
15703,0,0,0,1,0
15704,1,-2,2,1,0
15705,-1,0,0,0,0
15706,-1,2,-1,0,0
15707,0,0,0,0,0
15708,0,0,0,0,0
15709,-1,1,0,-1,0
15710,0,0,-1,1,-1
15711,2,-2,0,0,2
15712,0,1,-1,0,0
15713,0,0,0,-1,0
15714,-2,1,-2,3,-1
15715,0,1,0,1,0
15716,0,0,1,-2,1
15717,1,-2,1,5,-4
15718,-1,1,0,1,-1
15719,1,1,-1,0,0
15720,2,-1,0,-1,-1
15721,1,0,1,-1,1
15722,0,3,-2,-3,3
15723,-1,0,0,1,-1
15725,0,0,0,0,0
15726,3,0,0,-2,-1
15727,1,-1,1,0,0
15728,-1,0,1,-1,-1
15729,0,0,0,0,0
15730,0,0,-2,2,-1
15731,-1,-1,1,0,-1
15732,0,0,0,-1,1
15733,-1,1,0,0,-1
15734,0,0,0,0,0
15735,0,1,1,-1,0
15736,-1,0,0,0,0
15737,0,-1,-1,1,0
15738,0,-2,1,2,-2
15739,-1,-1,1,0,0
15740,0,-1,-1,-1,2
15741,2,0,1,0,-3
15742,0,0,0,-2,2
15743,1,0,1,-1,0
15744,-2,-1,2,-1,2
15745,0,1,-1,0,0
15746,0,1,-1,0,0
15747,0,1,-1,1,-1
15748,0,0,0,0,0
15749,1,0,-1,3,-1
15750,2,0,-2,1,1
15751,0,0,0,0,0
15752,0,1,-3,3,-2
15753,-1,-2,3,-1,2
15754,1,1,0,-2,1
15755,1,-1,0,-1,-1
15756,0,0,0,0,0
15757,-1,-1,1,-1,1
15758,2,0,2,-1,0
15759,-1,0,1,-1,0
15760,-2,1,-1,2,-1
15761,0,0,-1,1,0
15762,0,0,0,0,0
15763,1,-1,0,0,1
15764,0,1,0,0,0
15765,0,0,0,1,3
15766,-2,1,2,0,-2
15767,-2,3,-1,0,0
15769,0,1,-1,1,-1
15770,-1,-1,1,0,0
15771,-1,-1,2,1,0
15772,1,0,0,-1,0
15773,0,-1,1,-1,0
15774,-2,2,1,-1,-2
15775,1,0,0,0,0
15776,1,-3,2,0,0
15777,-1,1,-1,3,-1
15778,-1,-1,0,-1,2
15779,0,1,-1,0,0
15780,0,0,1,0,-1
15781,0,0,0,0,0
15782,0,0,0,0,0
15783,1,-1,0,-1,0
15784,0,0,0,-1,0
15785,0,1,0,0,-2
15786,-1,0,0,0,0
15787,0,-1,1,0,0
15788,-1,1,-2,2,0
15789,0,0,0,0,0
15790,0,2,-3,4,1
15791,0,2,-1,-1,0
15792,0,0,-2,2,-1
15793,5,0,0,0,-1
15794,-1,1,1,1,-2
15795,1,0,0,-1,-2
15796,1,-2,0,0,0
15797,1,1,1,-4,1
15798,0,0,0,0,0
15799,-5,4,1,-1,-1
15800,0,0,0,0,0
15801,-1,1,-1,1,-1
15802,0,-1,1,-1,-1
15803,0,1,0,0,-1
15804,-4,2,1,-2,0
15805,1,0,1,1,1
15806,1,1,-2,1,3
15808,1,1,-1,-1,0
15809,0,0,1,-1,2
15810,0,0,0,0,-1
15811,-1,0,-1,0,1
15812,1,0,0,0,0
15813,0,0,-1,-1,2
15814,0,0,0,0,0
15815,1,-1,3,-2,0
15816,0,-1,0,0,-2
15817,-1,-1,1,1,0
15818,2,0,0,-5,2
15819,-1,0,1,0,-2
15820,-1,2,-1,1,-1
15821,1,2,0,-1,1
15822,0,0,0,0,0
15823,2,-2,2,-1,0
15824,0,0,0,0,0
15825,1,0,0,-1,0
15826,0,0,0,-1,0
15827,1,1,0,0,-1
15828,0,1,-2,0,0
15829,0,0,0,1,-2
15830,0,1,-1,1,0
15831,-4,3,1,-1,1
15832,0,0,0,-1,1
15833,-1,-1,2,0,0
15834,1,0,-1,0,0
15835,-2,-2,-1,3,0
