고객번호,구매금액14년_1,구매금액14년_2,구매금액14년_3,구매금액14년_4,구매금액15년_1,구매금액15년_2,구매금액15년_3,구매금액15년_4,구매횟수14년_1,구매횟수14년_2,구매횟수14년_3,구매횟수14년_4,구매횟수15년_1,구매횟수15년_2,구매횟수15년_3,구매횟수15년_4,평균합계14년_1,평균합계14년_2,평균합계14년_3,평균합계14년_4,평균합계15년_1,평균합계15년_2,평균합계15년_3,평균합계15년_4
18022,879784,738870,1486048,922584,1360173,785725,1735034,661882,44,53,67,62,81,34,66,44,19995.09091,13940.9434,22179.8209,14880.3871,16792.25926,23109.55882,26288.39394,15042.77273
18023,417514,861199,1775256,994134,497059,904047,599739,592945,26,42,40,49,18,33,11,18,16058.23077,20504.7381,44381.4,20288.44898,27614.38889,27395.36364,54521.72727,32941.38889
18024,1161705,1802325,1715324,1225290,1650604,1373464,2010881,1234356,58,72,63,70,73,75,87,82,20029.39655,25032.29167,27227.36508,17504.14286,22611.0137,18312.85333,23113.57471,15053.12195
18025,411836,572133,602922,645776,1387874,611223,963691,928517,64,74,74,64,97,84,153,144,6434.9375,7731.527027,8147.594595,10090.25,14307.97938,7276.464286,6298.633987,6448.034722
18026,1260598,2091742,1174849,813064,698918,1081575,1447820,965481,69,75,69,65,48,67,84,94,18269.53623,27889.89333,17026.7971,12508.67692,14560.79167,16142.91045,17235.95238,10271.07447
18027,1194346,1038687,1268761,1618805,1205685,1702512,1560127,1152891,53,46,50,45,49,57,46,46,22534.83019,22580.15217,25375.22,35973.44444,24605.81633,29868.63158,33915.80435,25062.84783
18028,985492,796495,658340,306839,1627119,1971574,2678551,1275323,42,41,29,25,90,93,115,72,23464.09524,19426.70732,22701.37931,12273.56,18079.1,21199.72043,23291.74783,17712.81944
18029,2632245,1928551,2362173,2247052,2997622,2071134,3852142,1411794,88,54,71,71,70,52,59,51,29911.875,35713.90741,33270.04225,31648.61972,42823.17143,39829.5,65290.54237,27682.23529
18030,1023691,750596,988214,986823,2466026,1263249,1237063,918009,40,44,46,48,63,57,56,48,25592.275,17059,21482.91304,20558.8125,39143.26984,22162.26316,22090.41071,19125.1875
18031,1687496,1589564,1578185,926605,1652630,1239575,1647093,1418831,65,66,77,56,57,32,54,59,25961.47692,24084.30303,20495.90909,16546.51786,28993.50877,38736.71875,30501.72222,24047.98305
18032,46043,102390,722888,1013127,225239,914551,2099687,1812510,1,1,80,203,45,116,259,162,46043,102390,9036.1,4990.773399,5005.311111,7884.060345,8106.899614,11188.33333
18033,91566,76329,84509,25984,51892,50346,52910,56010,43,45,39,19,28,28,19,17,2129.44186,1696.2,2166.897436,1367.578947,1853.285714,1798.071429,2784.736842,3294.705882
18034,3213786,2223521,3336857,2792754,3064333,3449531,2232695,1918102,86,77,74,83,90,67,67,74,37369.60465,28876.8961,45092.66216,33647.63855,34048.14444,51485.53731,33323.80597,25920.2973
18035,1853729,1255961,2113802,949569,1441916,1569857,1918934,1272483,97,97,94,74,80,113,86,94,19110.60825,12948.05155,22487.25532,12832.01351,18023.95,13892.53982,22313.18605,13537.05319
18036,1236818,1543041,1239222,1516737,1974498,1692162,1663315,1185508,73,100,71,94,92,95,92,75,16942.71233,15430.41,17453.83099,16135.5,21461.93478,17812.23158,18079.51087,15806.77333
18037,2021949,1831853,2007605,1606775,1791571,2184220,2155451,1915673,88,70,73,57,83,105,83,66,22976.69318,26169.32857,27501.43836,28189.03509,21585.19277,20802.09524,25969.28916,29025.34848
18038,0,72518,135577,466298,303912,400915,1254844,2230147,0,2,3,26,39,25,43,99,#DIV/0!,36259,45192.33333,17934.53846,7792.615385,16036.6,29182.4186,22526.73737
18039,11630589,10340339,3817260,8598082,4924118,8896222,18020439,11773977,114,129,66,126,68,139,132,90,102022.7105,80157.66667,57837.27273,68238.74603,72413.5,64001.59712,136518.4773,130821.9667
18040,1512217,1203058,665999,1058270,876512,2040931,1413319,878244,41,82,66,121,104,121,110,103,36883.34146,14671.43902,10090.89394,8746.033058,8428,16867.19835,12848.35455,8526.640777
18041,4506766,4002761,3329814,1810421,1597216,1040882,1931795,1097847,66,117,77,57,44,27,39,36,68284.33333,34211.63248,43244.33766,31761.77193,36300.36364,38551.18519,49533.20513,30495.75
18042,1390558,813829,1311074,1752063,1574744,666223,320490,422752,97,48,70,90,80,45,22,41,14335.64948,16954.77083,18729.62857,19467.36667,19684.3,14804.95556,14567.72727,10311.02439
18043,428870,753157,1005197,500530,518865,929955,738648,477097,41,85,94,57,54,81,74,55,10460.2439,8860.670588,10693.58511,8781.22807,9608.611111,11480.92593,9981.72973,8674.490909
18044,1553123,1481866,2234602,1075861,1465431,1223701,1416032,913618,75,71,79,64,59,62,73,74,20708.30667,20871.35211,28286.10127,16810.32813,24837.81356,19737.1129,19397.69863,12346.18919
18045,22499342,6526583,10865152,3986417,15167439,10596355,17630797,4857624,100,56,93,74,110,109,92,65,224993.42,116546.125,116829.5914,53870.5,137885.8091,97214.26606,191639.0978,74732.67692
18046,1915198,2050869,1540021,1994390,1963519,2598550,3291232,1921002,90,96,70,90,85,105,109,85,21279.97778,21363.21875,22000.3,22159.88889,23100.22353,24748.09524,30194.78899,22600.02353
18047,795205,1571489,1304634,908998,1443954,1206758,269957,429139,51,93,79,87,77,19,22,34,15592.2549,16897.73118,16514.35443,10448.25287,18752.64935,63513.57895,12270.77273,12621.73529
18048,489227,653211,727718,1022826,697343,711437,674024,515823,49,59,42,55,47,39,48,48,9984.22449,11071.37288,17326.61905,18596.83636,14837.08511,18241.97436,14042.16667,10746.3125
18049,2306360,2680034,2594684,2478696,4309286,4715227,13262255,13362424,45,46,64,40,57,87,98,83,51252.44444,58261.6087,40541.9375,61967.4,75601.50877,54198.01149,135329.1327,160993.0602
18050,2317602,2619858,1786753,3124598,2303077,2836854,2367817,2754731,84,81,67,76,65,95,48,85,27590.5,32343.92593,26667.95522,41113.13158,35431.95385,29861.62105,49329.52083,32408.6
18051,1349843,1129593,1715368,1626763,1192432,1637622,2082878,922322,46,44,47,51,51,50,66,55,29344.41304,25672.56818,36497.19149,31897.31373,23381.01961,32752.44,31558.75758,16769.49091
18052,8258635,7018441,9496886,5665579,8351835,6060333,4608753,6685212,87,88,97,64,68,56,62,70,94926.83908,79755.01136,97906.04124,88524.67188,122821.1029,108220.2321,74334.72581,95503.02857
18053,1317330,2330584,1669091,2891037,3566106,4139069,4535594,1914607,49,89,65,83,116,93,62,67,26884.28571,26186.33708,25678.32308,34831.77108,30742.2931,44506.11828,73154.74194,28576.22388
18054,2697273,1839795,2349120,3077163,3522660,3791599,6193560,2499973,74,41,68,86,97,86,81,74,36449.63514,44873.04878,34545.88235,35780.96512,36316.08247,44088.36047,76463.7037,33783.41892
18055,2175677,2443385,2920735,1733214,2022379,5119943,2559490,5581169,64,78,65,67,82,59,42,79,33994.95313,31325.44872,44934.38462,25868.86567,24663.15854,86778.69492,60940.2381,70647.70886
18056,1048226,678723,961756,1512370,1195652,1012238,967865,751393,84,76,75,88,85,72,67,64,12478.88095,8930.565789,12823.41333,17186.02273,14066.49412,14058.86111,14445.74627,11740.51563
18057,15646,59590,404652,285224,503028,322956,225133,95430,2,6,35,29,38,23,14,3,7823,9931.666667,11561.48571,9835.310345,13237.57895,14041.56522,16080.92857,31810
18058,1475856,1432025,1718257,911419,1739301,1627770,2293418,1600430,42,44,65,52,71,48,73,58,35139.42857,32546.02273,26434.72308,17527.28846,24497.19718,33911.875,31416.68493,27593.62069
18059,11375768,17278450,31835909,13893298,7920238,33646005,7758095,2831846,76,65,88,83,59,81,49,13,149681.1579,265822.3077,361771.6932,167389.1325,134241.322,415382.7778,158328.4694,217834.3077
18060,2917417,3596664,2772799,2376462,2966799,2545199,1455249,1090401,124,112,104,94,108,103,94,125,23527.55645,32113.07143,26661.52885,25281.51064,27470.36111,24710.6699,15481.37234,8723.208
18061,476160,807512,658460,734074,835348,1395914,876811,424517,77,101,81,108,88,114,104,83,6183.896104,7995.168317,8129.135802,6796.981481,9492.590909,12244.85965,8430.875,5114.662651
18062,1162508,1364333,1137650,864717,1611274,1435054,1666224,1704759,58,63,55,64,80,73,73,77,20043.24138,21656.07937,20684.54545,13511.20313,20140.925,19658.27397,22824.9863,22139.72727
18063,2084207,1271909,2229745,1204241,1691457,1500164,2222286,1130986,68,40,72,60,58,56,72,71,30650.10294,31797.725,30968.68056,20070.68333,29163.05172,26788.64286,30865.08333,15929.38028
18064,1374534,1467915,1790939,1431417,1467666,1884751,1741032,1493788,46,45,51,47,47,49,51,55,29881.17391,32620.33333,35116.45098,30455.68085,31226.93617,38464.30612,34137.88235,27159.78182
18065,260384,540823,472011,730136,139142,930765,318069,158650,16,25,20,48,10,50,20,13,16274,21632.92,23600.55,15211.16667,13914.2,18615.3,15903.45,12203.84615
18066,900638,797868,1478697,1122609,1536200,1347073,1274617,779544,47,37,54,57,61,53,60,44,19162.51064,21564,27383.27778,19694.89474,25183.60656,25416.4717,21243.61667,17716.90909
18067,205706,758996,799441,523437,777045,1175896,1200379,730303,25,95,98,94,108,152,133,99,8228.24,7989.431579,8157.561224,5568.478723,7194.861111,7736.157895,9025.406015,7376.79798
18068,258983,184642,131057,96665,0,10723,0,0,4,3,2,2,0,1,0,0,64745.75,61547.33333,65528.5,48332.5,#DIV/0!,10723,#DIV/0!,#DIV/0!
18069,1315989,967674,998654,1000372,1157026,1106066,1302382,962354,87,76,79,72,64,82,84,77,15126.31034,12732.55263,12641.18987,13894.05556,18078.53125,13488.60976,15504.54762,12498.1039
18070,3731359,3703554,4740401,2795177,2674719,4151386,3429687,2808295,109,122,117,118,97,142,145,133,34232.65138,30357,40516.24786,23687.94068,27574.42268,29235.11268,23653.01379,21115
18071,1811296,2355481,2793020,1166788,1717665,2119661,2662945,2221106,52,72,74,45,45,55,55,90,34832.61538,32715.01389,37743.51351,25928.62222,38170.33333,38539.29091,48417.18182,24678.95556
18072,749012,1160729,2171645,1383746,1584884,2274801,3329400,2061463,30,46,84,74,64,102,126,75,24967.06667,25233.23913,25852.91667,18699.27027,24763.8125,22301.97059,26423.80952,27486.17333
18073,952669,1341189,1671333,1484715,1575337,1268968,7164274,1695784,75,74,86,79,63,84,95,99,12702.25333,18124.17568,19434.10465,18793.86076,25005.34921,15106.7619,75413.41053,17129.13131
18074,277920,222943,12427,553190,51033,158095,725257,308021,7,2,1,9,4,8,17,10,39702.85714,111471.5,12427,61465.55556,12758.25,19761.875,42662.17647,30802.1
18075,4240143,3206741,2405160,2281275,3088186,1535579,3515016,1364058,61,56,58,60,67,42,50,46,69510.54098,57263.23214,41468.27586,38021.25,46092.32836,36561.40476,70300.32,29653.43478
18076,1253779,1605598,1117295,560476,312002,769590,789370,395977,113,157,78,53,36,55,61,51,11095.38938,10226.73885,14324.29487,10575.01887,8666.722222,13992.54545,12940.4918,7764.254902
18077,2974468,2486394,2087410,1466776,1830112,2114675,2723508,1560915,69,64,59,47,46,65,73,51,43108.23188,38849.90625,35379.83051,31208,39785.04348,32533.46154,37308.32877,30606.17647
18078,1663880,1761786,1470928,1012540,1311809,2328427,2035293,1859546,70,59,59,54,43,61,57,52,23769.71429,29860.77966,24930.98305,18750.74074,30507.18605,38170.93443,35706.89474,35760.5
18079,4514727,3264890,2974401,2892520,3006077,3967743,2450244,4737159,91,111,91,78,74,103,84,83,49612.38462,29413.42342,32685.72527,37083.58974,40622.66216,38521.7767,29169.57143,57074.20482
18080,1526244,1308546,1322457,1129350,1653397,905369,1757661,1248110,46,54,51,44,58,42,79,44,33179.21739,24232.33333,25930.52941,25667.04545,28506.84483,21556.40476,22248.87342,28366.13636
18081,1848148,1100543,1641407,1077060,1300573,1216027,827057,1352118,80,59,87,71,77,72,72,70,23101.85,18653.27119,18866.74713,15169.85915,16890.55844,16889.26389,11486.90278,19315.97143
18082,4100754,2707509,2081398,1610850,1967008,1906098,1790769,1845316,93,91,87,77,89,83,76,77,44094.12903,29752.84615,23924.11494,20920.12987,22101.21348,22965.03614,23562.75,23965.14286
18083,3380790,5784181,5227419,5793354,1598479,9310929,3842107,3121625,85,83,92,66,43,64,75,73,39774,69688.92771,56819.77174,87778.09091,37173.93023,145483.2656,51228.09333,42761.9863
18084,1425412,1349098,1936761,1330155,1634198,1540389,1948196,1012081,74,78,94,91,92,76,89,84,19262.32432,17296.12821,20603.84043,14617.08791,17763.02174,20268.27632,21889.8427,12048.58333
18085,1122666,1271393,1152406,1085747,1102926,1413640,1135194,749935,74,88,88,75,67,94,86,83,15171.16216,14447.64773,13095.52273,14476.62667,16461.58209,15038.7234,13199.93023,9035.361446
18086,506007,428120,1149946,1292430,748045,814657,909927,236032,36,64,89,95,83,66,69,31,14055.75,6689.375,12920.74157,13604.52632,9012.590361,12343.28788,13187.34783,7613.935484
18087,1967087,1315953,1869897,1201884,1447513,1508525,1693951,1246768,49,37,42,35,45,33,45,36,40144.63265,35566.2973,44521.35714,34339.54286,32166.95556,45712.87879,37643.35556,34632.44444
18088,1014577,1065089,1984867,1231074,855881,973492,3183452,439964,76,75,93,137,161,96,95,13,13349.69737,14201.18667,21342.65591,8985.941606,5316.031056,10140.54167,33510.02105,33843.38462
18089,0,0,0,0,329833,1331536,734920,210954,0,0,0,0,26,110,9,5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,12685.88462,12104.87273,81657.77778,42190.8
18090,1237746,1330095,1376050,697416,751256,839925,874993,88820,109,117,113,78,69,68,73,13,11355.46789,11368.33333,12177.43363,8941.230769,10887.76812,12351.83824,11986.20548,6832.307692
18091,1673372,1453736,1994751,827990,770990,1041245,629032,547405,185,257,268,170,134,127,109,97,9045.254054,5656.560311,7443.100746,4870.529412,5753.656716,8198.779528,5770.93578,5643.350515
18092,587392,887639,950010,812430,876866,1067879,815254,466675,66,97,74,89,87,117,110,76,8899.878788,9150.917526,12837.97297,9128.426966,10078.91954,9127.17094,7411.4,6140.460526
18093,624255,866384,2645909,3454749,8480712,1421784,1504315,2197676,12,20,75,89,60,58,83,74,52021.25,43319.2,35278.78667,38817.40449,141345.2,24513.51724,18124.27711,29698.32432
18094,0,39122,133238,961770,1189177,1681731,1759407,1055671,0,2,9,93,134,160,141,138,#DIV/0!,19561,14804.22222,10341.6129,8874.455224,10510.81875,12478.06383,7649.789855
18095,265815,580438,932072,521788,867242,1589862,1831830,911662,27,60,74,77,91,163,165,91,9845,9673.966667,12595.56757,6776.467532,9530.131868,9753.754601,11102,10018.26374
18096,1150590,1179267,1240235,744983,811026,1483365,964403,764947,66,66,66,84,81,89,77,73,17433.18182,17867.68182,18791.43939,8868.845238,10012.66667,16667.02247,12524.71429,10478.72603
18097,21678,291349,923426,850963,727104,1657806,875474,1182907,2,26,54,61,65,84,79,88,10839,11205.73077,17100.48148,13950.21311,11186.21538,19735.78571,11081.94937,13442.125
18098,3113811,3263191,3098958,2376734,2345538,2414406,1225309,479065,67,81,70,72,61,56,22,12,46474.79104,40286.30864,44270.82857,33010.19444,38451.44262,43114.39286,55695.86364,39922.08333
18099,1047767,1899925,1480013,1143667,711590,636144,925799,1312290,73,84,75,77,61,61,103,161,14352.9726,22618.15476,19733.50667,14852.81818,11665.40984,10428.59016,8988.339806,8150.869565
18100,330967,4032468,2007387,271141,1298673,245780,5393160,901755,6,26,16,9,10,5,24,6,55161.16667,155094.9231,125461.6875,30126.77778,129867.3,49156,224715,150292.5
18101,501809,1116541,1015178,500885,423101,1233084,1014630,447548,85,88,90,77,73,120,108,79,5903.635294,12687.96591,11279.75556,6505,5795.90411,10275.7,9394.722222,5665.164557
18102,2387789,6064472,4918373,5285635,4796687,4340150,3049798,3383969,53,80,87,89,61,89,60,99,45052.62264,75805.9,56533.02299,59389.1573,78634.21311,48765.73034,50829.96667,34181.50505
18103,341299,1065026,1438887,1804319,1899281,1513372,2055752,1130018,17,56,74,78,88,83,103,79,20076.41176,19018.32143,19444.41892,23132.29487,21582.73864,18233.39759,19958.75728,14304.02532
18104,18606587,7698947,9614657,8298054,7989900,2950395,2670941,5731379,88,78,112,65,87,109,86,105,211438.4886,98704.44872,85845.15179,127662.3692,91837.93103,27067.84404,31057.45349,54584.5619
18105,1401610,1233784,1503081,1521325,1807702,2144767,2080234,1577707,101,86,96,116,91,110,110,114,13877.32673,14346.32558,15657.09375,13114.87069,19864.85714,19497.88182,18911.21818,13839.53509
18106,1173982,1079551,917958,2005120,1315544,1751904,2182124,1578796,76,43,55,79,73,88,75,77,15447.13158,25105.83721,16690.14545,25381.26582,18021.15068,19908,29094.98667,20503.84416
18107,466432,811797,1324865,739001,848372,932698,884085,679203,55,65,82,66,65,70,64,64,8480.581818,12489.18462,16156.89024,11196.98485,13051.87692,13324.25714,13813.82813,10612.54688
18108,11520650,13270220,15158424,8887827,22054496,4619868,12496072,44125775,78,68,84,87,73,38,97,95,147700.641,195150.2941,180457.4286,102158.931,302116.3836,121575.4737,128825.4845,464481.8421
18109,401002,2076283,1441737,252881,1523427,3993943,2474362,3391308,22,27,32,25,45,78,55,61,18227.36364,76899.37037,45054.28125,10115.24,33853.93333,51204.39744,44988.4,55595.21311
18110,1155305,1272016,1544291,891609,1457492,636955,919768,1249044,78,79,100,63,73,28,27,29,14811.60256,16101.46835,15442.91,14152.52381,19965.64384,22748.39286,34065.48148,43070.48276
18111,761196,1088799,1710710,2423824,2263185,1893206,1991580,852629,20,33,40,73,74,74,79,62,38059.8,32993.90909,42767.75,33203.06849,30583.58108,25583.86486,25209.87342,13752.08065
18112,1674363,1769998,2114244,1490613,2147535,2081191,1999041,1149952,82,90,91,74,87,104,94,73,20419.06098,19666.64444,23233.45055,20143.41892,24684.31034,20011.45192,21266.39362,15752.76712
18113,1766374,1014863,1363161,852127,5691370,1504521,3755620,1823061,87,84,75,75,67,96,118,98,20303.14943,12081.70238,18175.48,11361.69333,84945.8209,15672.09375,31827.28814,18602.66327
18114,1149856,1359601,1348070,830451,1291707,1153699,873530,560073,81,84,71,40,63,59,53,60,14195.75309,16185.72619,18986.90141,20761.275,20503.28571,19554.22034,16481.69811,9334.55
18115,386298,503484,1297903,2908274,1262287,1249671,2694074,1621534,19,19,48,54,57,64,119,99,20331.47368,26499.15789,27039.64583,53856.92593,22145.38596,19526.10938,22639.27731,16379.13131
18116,1387905,2177689,2008176,1725556,3392917,1786032,2290362,1238944,32,57,48,59,58,50,59,44,43372.03125,38205.07018,41837,29246.71186,58498.56897,35720.64,38819.69492,28157.81818
18117,1026330,1037719,2798535,1659181,2892450,1789082,2152020,1359529,20,28,70,92,107,103,94,80,51316.5,37061.39286,39979.07143,18034.57609,27032.24299,17369.72816,22893.82979,16994.1125
18118,479315,758462,1269280,993460,1212860,884667,812780,1052286,8,31,68,118,105,80,76,80,59914.375,24466.51613,18665.88235,8419.152542,11551.04762,11058.3375,10694.47368,13153.575
18119,1846584,3737068,3327728,3586503,2213414,1804870,1963618,450644,51,101,92,100,69,56,46,27,36207.52941,37000.67327,36170.95652,35865.03,32078.46377,32229.82143,42687.34783,16690.51852
18120,56583,1588208,2990172,2900245,2860590,2363481,4657149,2961508,3,54,83,89,71,56,132,137,18861,29411.25926,36026.16867,32587.02247,40290,42205.01786,35281.43182,21616.84672
18121,439439,869642,1107354,2150896,1941526,1228181,1455948,1172224,25,61,81,88,108,113,145,146,17577.56,14256.42623,13671.03704,24442,17977.09259,10868.85841,10041.02069,8028.931507
18122,2709403,1769111,2918488,1258311,2657561,1851160,4919333,1487005,92,127,91,64,69,78,94,80,29450.03261,13930.00787,32071.2967,19661.10938,38515.37681,23732.82051,52333.32979,18587.5625
18123,621448,538978,630967,801485,1176681,1484868,896836,728843,71,53,44,73,76,88,69,58,8752.788732,10169.39623,14340.15909,10979.24658,15482.64474,16873.5,12997.62319,12566.25862
18124,1042527,928293,847344,774376,942604,924400,1456439,947728,131,139,89,108,107,88,162,164,7958.221374,6678.366906,9520.719101,7170.148148,8809.383178,10504.54545,8990.364198,5778.829268
18125,3293017,4163547,3209367,2855035,4933338,3033202,2033147,2463129,100,135,93,100,110,115,52,47,32930.17,30841.08889,34509.32258,28550.35,44848.52727,26375.66957,39098.98077,52407
18126,377916,833341,1084574,1244027,1418104,501619,1287020,380061,56,94,113,98,80,64,86,96,6748.5,8865.329787,9598,12694.15306,17726.3,7837.796875,14965.34884,3958.96875
18127,1679948,1623427,1497886,1186245,1694531,1699362,2606392,1573202,68,65,58,64,72,97,139,112,24705.11765,24975.8,25825.62069,18535.07813,23535.15278,17519.19588,18751.02158,14046.44643
18128,3059647,5739711,2568664,11853157,10763847,6226259,1437126,4312192,83,101,66,109,91,130,40,54,36863.21687,56828.82178,38919.15152,108744.5596,118284.033,47894.3,35928.15,79855.40741
18129,1203332,4405709,757649,3221050,1263508,3545383,3086238,1402389,47,86,31,100,38,64,79,66,25602.80851,51229.17442,24440.29032,32210.5,33250.21053,55396.60938,39066.3038,21248.31818
18130,866322,976295,1049176,1260814,1044933,914556,718815,442202,51,59,89,90,77,71,44,56,16986.70588,16547.37288,11788.49438,14009.04444,13570.55844,12881.07042,16336.70455,7896.464286
18131,2447837,4042182,4527560,3779136,2410417,6699480,7118701,4474506,63,107,81,86,54,152,110,101,38854.55556,37777.40187,55895.80247,43943.44186,44637.35185,44075.52632,64715.46364,44302.0396
18132,1778123,1371752,1661663,1236902,1401832,1724617,1285227,940596,58,66,70,76,77,71,66,70,30657.2931,20784.12121,23738.04286,16275.02632,18205.61039,24290.38028,19473.13636,13437.08571
18133,1710458,1948390,2767245,747878,2267054,1253982,3156203,1536933,74,119,101,60,53,64,122,94,23114.2973,16373.02521,27398.46535,12464.63333,42774.60377,19593.46875,25870.51639,16350.35106
18134,1770064,2299199,4232994,1966887,2737229,3472544,3196771,2006428,54,66,93,53,71,66,75,65,32778.96296,34836.34848,45516.06452,37111.07547,38552.52113,52614.30303,42623.61333,30868.12308
18135,422488,626604,781172,498389,706246,743136,470451,240765,65,80,74,73,85,73,48,40,6499.815385,7832.55,10556.37838,6827.246575,8308.776471,10179.94521,9801.0625,6019.125
18136,1324878,1720053,1189283,846700,1084889,1000682,1177375,823536,64,78,64,64,55,66,56,66,20701.21875,22051.96154,18582.54688,13229.6875,19725.25455,15161.84848,21024.55357,12477.81818
18137,4920824,4494813,2052325,3388627,1727849,3347451,2197741,2587457,73,70,53,78,62,71,87,79,67408.54795,64211.61429,38723.11321,43443.9359,27868.53226,47147.19718,25261.3908,32752.62025
18138,850905,969256,963120,891631,1030928,1233697,1054873,614205,38,54,50,56,57,69,53,35,22392.23684,17949.18519,19262.4,15921.98214,18086.45614,17879.66667,19903.26415,17548.71429
18139,1177557,1541947,1388962,1052518,753439,598107,1079630,710806,71,93,110,87,64,51,65,58,16585.30986,16580.07527,12626.92727,12097.90805,11772.48438,11727.58824,16609.69231,12255.27586
18140,2072422,1568378,1262872,1538818,3339061,1981448,2779510,1715720,75,60,39,46,74,66,47,37,27632.29333,26139.63333,32381.33333,33452.56522,45122.44595,30021.93939,59138.51064,46370.81081
18141,389853,982156,497522,1487108,961470,1035344,509787,299396,15,16,22,46,34,22,17,14,25990.2,61384.75,22614.63636,32328.43478,28278.52941,47061.09091,29987.47059,21385.42857
18142,1911519,1329954,1568329,1361400,1905532,1653820,2961700,1756479,103,91,89,89,92,86,79,69,18558.43689,14614.87912,17621.67416,15296.62921,20712.30435,19230.46512,37489.87342,25456.21739
18143,1464250,554536,2226975,864599,1011554,1109423,1877961,951982,68,51,46,54,53,59,80,53,21533.08824,10873.2549,48412.5,16011.09259,19085.92453,18803.77966,23474.5125,17961.92453
18144,2126290,2551768,3233015,2592401,2284735,2956331,2401777,1818925,40,43,67,59,68,61,52,44,53157.25,59343.44186,48253.95522,43939,33599.04412,48464.44262,46188.01923,41339.20455
18145,0,533728,1596918,1058882,984686,1242135,973430,741937,0,38,108,79,69,84,82,71,#DIV/0!,14045.47368,14786.27778,13403.56962,14270.81159,14787.32143,11871.09756,10449.8169
18146,1152481,670025,1047410,940117,1207375,869806,1274516,995044,76,61,68,82,68,48,85,76,15164.22368,10984.01639,15403.08824,11464.84146,17755.51471,18120.95833,14994.30588,13092.68421
18147,1679026,1852468,3026084,1703035,1886862,2352127,2135037,1229532,84,67,89,71,88,83,72,59,19988.40476,27648.77612,34000.94382,23986.40845,21441.61364,28338.87952,29653.29167,20839.52542
18148,901170,914732,978671,1209387,1491060,984684,1784427,980321,95,79,84,86,83,86,93,88,9486,11578.88608,11650.84524,14062.63953,17964.57831,11449.81395,19187.3871,11140.01136
18149,736575,555391,728808,460986,760642,563139,1169768,975753,80,70,62,43,65,98,102,102,9207.1875,7934.157143,11754.96774,10720.60465,11702.18462,5746.316327,11468.31373,9566.205882
18150,2467663,2472530,2421351,1302060,1715122,2268341,2067354,1601536,128,156,117,80,81,132,117,107,19278.61719,15849.55128,20695.30769,16275.75,21174.34568,17184.40152,17669.69231,14967.62617
18151,1401511,1106971,809598,708839,687530,719015,647288,632741,58,52,47,50,48,43,39,46,24163.98276,21287.90385,17225.48936,14176.78,14323.54167,16721.27907,16597.12821,13755.23913
18152,489464,561893,757394,388824,417572,548058,445277,210185,43,56,58,49,47,46,37,23,11382.88372,10033.80357,13058.51724,7935.183673,8884.510638,11914.30435,12034.51351,9138.478261
18153,2518393,2289601,1798361,1536483,2145025,1749781,4353533,1511626,119,101,92,83,98,85,106,62,21162.96639,22669.31683,19547.40217,18511.84337,21888.0102,20585.65882,41071.06604,24381.06452
18154,522248,33992,33781,108637,17567,220473,49441,413945,2,1,1,1,1,3,2,4,261124,33992,33781,108637,17567,73491,24720.5,103486.25
18155,5432398,3459297,4363365,4593456,8214887,6087892,5743705,8118983,76,70,80,75,77,94,104,100,71478.92105,49418.52857,54542.0625,61246.08,106686.8442,64764.80851,55227.93269,81189.83
18156,1624498,3444659,1591470,1986787,3183356,2602131,1759698,1785808,44,66,40,58,50,65,47,60,36920.40909,52191.80303,39786.75,34254.94828,63667.12,40032.78462,37440.38298,29763.46667
18157,3938159,2668397,6684511,6040719,4920544,5350775,1279474,982181,67,80,64,94,58,97,60,71,58778.49254,33354.9625,104445.4844,64262.96809,84836.96552,55162.62887,21324.56667,13833.53521
18158,1285427,4011778,2740918,1444806,1852830,2803864,3411917,3362089,37,66,79,54,76,66,83,65,34741.27027,60784.51515,34695.16456,26755.66667,24379.34211,42482.78788,41107.43373,51724.44615
18159,1004674,864358,1478921,1030720,883678,872268,2658770,1334645,60,51,59,63,54,51,66,55,16744.56667,16948.19608,25066.45763,16360.63492,16364.40741,17103.29412,40284.39394,24266.27273
18160,927892,983140,1249260,1107434,1038232,1463479,1224177,1378333,53,61,66,83,72,91,68,99,17507.39623,16117.04918,18928.18182,13342.57831,14419.88889,16082.18681,18002.60294,13922.55556
18161,1494868,3268628,2583781,3650855,3159377,2425859,1358750,1934957,63,69,75,75,82,95,67,78,23728.06349,47371.42029,34450.41333,48678.06667,38528.9878,25535.35789,20279.85075,24807.14103
18162,787136,2230188,3639474,1995898,1644658,8304967,1847578,1108731,68,102,96,88,76,92,99,74,11575.52941,21864.58824,37911.1875,22680.65909,21640.23684,90271.38043,18662.40404,14982.85135
18163,156705,103976,767478,1039877,1509439,876509,1002343,1221873,4,5,11,45,53,53,39,37,39176.25,20795.2,69770.72727,23108.37778,28479.98113,16537.90566,25701.10256,33023.59459
18164,9279,40396,178882,390511,767547,986789,752166,712115,3,7,33,54,161,169,107,128,3093,5770.857143,5420.666667,7231.685185,4767.372671,5838.988166,7029.588785,5563.398438
18165,1004094,918894,811483,732660,759653,1003335,4360041,637110,70,70,64,63,59,79,67,74,14344.2,13127.05714,12679.42188,11629.52381,12875.47458,12700.44304,65075.23881,8609.594595
