고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급
15973,690,19,0,18,1,8,7,8
15974,444,265,18,24,3,1,1,6
15975,311,186,1,33,9,3,5,2
15976,936,28,1,19,8,10,5,7
15977,272,117,10,58,9,5,2,1
15978,1320,180,24,100,8,4,2,3
15979,1479,81,0,14,7,8,7,6
15980,1118,216,3,63,7,4,3,4
15981,161,14,1,1,10,9,5,10
15982,2727,64,3,19,1,7,3,6
15983,953,53,0,113,8,8,7,1
15984,677,124,8,145,8,4,1,1
15985,1721,80,3,5,1,4,2,2
15986,573,266,1,6,7,3,6,5
15987,2321,25,0,1,5,9,7,10
15988,4032,5,0,0,2,10,7,10
15989,864,118,7,21,6,4,3,6
15990,1804,23,0,2,6,10,7,9
15991,1004,104,0,24,3,6,7,5
15992,775,196,4,38,7,4,4,6
15993,1687,51,1,20,3,9,6,7
15994,487,155,1,14,8,4,5,5
15995,1250,31,0,4,10,9,7,9
15996,1251,96,0,11,5,6,7,8
15997,2257,101,1,121,6,8,5,3
15998,231,296,20,43,9,2,1,3
15999,126,665,5,28,10,1,2,1
16000,2363,348,0,86,1,3,7,1
16001,1831,15,0,3,8,10,7,9
16002,1365,6,0,4,7,9,7,9
16003,413,157,0,18,10,5,7,7
16004,563,44,0,12,10,8,7,5
16006,368,239,15,56,2,1,1,3
16007,2526,200,1,68,3,7,5,4
16008,1473,4,0,2,8,10,7,10
16009,2275,49,0,4,4,6,7,9
16010,528,251,7,7,2,2,3,7
16011,669,57,1,72,9,6,4,6
16012,1168,84,0,40,7,7,7,4
16013,1873,10,0,7,3,10,7,10
16014,391,376,7,73,10,1,1,1
16015,322,160,49,79,10,5,1,4
16016,2812,46,0,50,2,8,7,6
16017,2740,264,0,96,1,3,7,1
16018,1121,53,0,26,7,7,7,5
16019,1954,88,0,1,1,5,7,10
16021,2274,136,0,106,1,6,7,2
16022,1330,41,0,9,5,9,7,9
16023,451,89,0,70,10,8,7,2
16024,512,126,3,80,8,3,2,2
16026,342,344,2,102,7,2,4,2
16027,952,79,0,31,6,7,7,7
16028,838,47,0,11,7,9,7,6
16029,2227,16,1,2,2,8,3,9
16030,1316,5,0,0,8,10,7,10
16031,1486,6,0,0,9,10,7,10
16032,2375,74,0,44,2,8,7,5
16033,3176,140,2,68,1,5,5,5
16034,1965,134,3,67,4,5,5,3
16035,783,82,0,17,8,5,7,9
16036,1780,40,0,2,6,8,7,10
16037,343,205,5,103,10,2,4,2
16038,1587,117,0,8,4,8,7,9
16039,1949,79,0,3,1,4,7,9
16040,2659,144,0,24,3,5,7,6
16041,849,194,2,54,8,4,3,5
16042,1512,12,0,6,3,10,7,8
16043,328,312,103,48,5,1,1,3
16044,292,198,3,58,9,3,3,4
16045,322,280,1,49,8,2,4,2
16046,1467,95,4,13,5,7,4,9
16047,2649,56,0,52,3,9,7,8
16048,2845,41,0,5,4,6,7,9
16049,780,51,0,97,10,10,7,6
16050,1206,8,0,3,9,10,7,9
16052,235,367,2,74,10,2,2,4
16053,1364,50,0,12,8,8,7,8
16054,2189,97,0,57,3,5,7,3
16055,1950,99,0,41,4,8,7,8
16056,1268,133,1,85,4,6,5,4
16057,707,69,0,21,8,5,7,6
16058,1912,181,3,39,4,5,4,3
16059,779,95,0,130,10,6,7,2
16060,1307,36,0,2,7,9,7,8
16061,118,317,8,32,10,1,1,1
16062,230,260,0,77,10,4,7,3
16063,1916,2,0,0,9,10,7,10
16064,314,43,6,3,10,6,3,10
16065,1671,52,0,10,4,7,7,9
16066,587,76,1,21,1,5,4,5
16067,3868,90,2,122,1,5,5,6
16068,328,283,6,94,8,1,2,2
16069,2177,11,0,1,6,9,7,10
16070,1694,20,0,2,9,8,7,10
16071,400,22,0,17,10,8,7,6
16072,3252,27,0,0,3,7,7,10
16073,1540,28,0,3,6,9,7,10
16074,888,61,0,49,10,9,7,7
16075,1411,114,1,34,3,7,5,5
16076,483,236,3,169,9,3,2,1
16077,2495,114,0,4,3,8,7,8
16078,497,216,0,36,9,2,7,4
16079,1048,35,0,7,7,8,7,6
16080,2128,49,0,12,2,6,7,7
16081,67,200,5,186,10,3,2,1
16083,733,62,2,10,5,8,5,9
16084,1262,191,0,79,3,5,7,3
16085,1575,9,0,0,8,10,7,10
16086,1375,25,0,5,7,9,7,7
16087,1894,41,0,3,1,10,7,9
16088,843,228,2,84,7,3,4,1
16089,2399,4,1,0,4,10,5,10
16090,17,53,0,1,10,7,7,10
16091,1086,63,1,6,9,7,4,7
16092,2966,49,0,13,2,8,7,8
16093,1585,16,0,22,5,10,7,8
16094,1541,23,0,49,8,10,7,7
16095,976,105,2,3,6,8,5,10
16096,270,252,21,54,7,2,1,3
16097,1810,6,0,1,8,10,7,10
16098,281,184,6,84,10,4,3,1
16099,864,26,0,29,8,10,7,8
16100,1498,106,0,23,5,8,7,8
16102,510,28,1,16,5,8,5,8
16104,918,351,3,130,5,3,4,3
16105,886,67,0,22,6,7,7,5
16106,1575,93,1,53,7,8,3,5
16107,2430,62,0,2,1,8,7,9
16108,189,309,9,71,10,2,1,2
16109,748,105,1,17,9,6,5,8
16110,1235,91,0,84,2,6,7,2
16111,1094,156,1,49,9,6,6,5
16112,667,55,2,42,8,8,3,4
16113,1736,137,2,38,3,5,5,6
16114,1427,374,17,106,3,2,1,1
16115,1242,246,6,82,2,3,2,2
16116,1036,76,2,35,4,6,4,7
16117,1760,5,1,0,9,9,4,10
16118,1177,15,0,0,10,9,7,10
16119,1104,83,0,41,8,8,7,6
16120,1161,78,10,72,1,4,1,1
16121,740,100,1,84,10,8,4,4
16122,2000,443,0,44,2,2,7,6
16123,2442,28,0,3,4,8,7,10
16124,2455,21,0,0,3,9,7,10
16125,935,48,0,13,8,8,7,8
16126,1767,113,3,28,4,6,5,5
16128,1411,67,0,19,8,8,7,7
16129,880,44,1,9,6,5,4,8
16130,2200,83,0,3,4,5,7,9
16131,287,138,3,71,7,3,3,3
16132,2031,14,0,0,6,10,7,10
16133,1146,63,0,4,2,5,7,9
16134,2521,11,0,2,3,10,7,10
16135,2156,111,0,24,2,6,7,8
16136,1980,84,0,49,3,7,7,3
16137,2480,18,0,1,3,10,7,10
16139,62,27,1,15,10,7,4,6
16140,565,20,0,2,8,10,7,10
16141,1623,63,2,48,4,8,4,4
16142,1126,98,1,142,6,7,5,3
16143,1320,17,0,1,8,10,7,10
16144,1497,41,1,7,9,7,5,9
16145,1726,73,0,27,1,6,7,6
16146,349,236,9,106,1,2,1,1
16147,2579,40,0,8,5,6,7,7
16148,1543,57,0,51,5,9,7,4
16149,267,277,7,25,9,2,3,4
16150,2175,26,0,3,5,10,7,10
16151,652,275,2,22,1,1,3,6
16152,1973,87,0,133,3,6,7,2
16153,792,119,0,5,9,7,7,10
16154,1376,74,0,23,2,5,7,7
16157,1417,68,0,45,7,6,7,3
16158,3309,33,0,7,2,7,7,9
16159,2588,53,0,47,4,9,7,7
16160,2628,9,0,1,6,10,7,10
16161,1089,107,1,35,8,6,4,7
16162,408,244,0,17,8,1,7,2
16163,2233,238,0,58,4,6,7,5
16165,1917,15,0,8,5,10,7,9
16166,502,208,0,47,8,4,7,4
16167,315,17,1,335,10,9,4,1
16169,423,53,0,37,9,9,7,7
16170,1469,136,0,170,6,7,7,1
16171,2484,48,0,20,4,9,7,7
16172,2251,6,0,7,6,10,7,8
16173,597,181,11,79,5,1,1,4
16175,3574,426,2,171,1,3,5,2
16176,261,57,2,552,10,6,4,1
16177,467,13,0,4,10,9,7,9
16178,1578,91,0,56,6,6,7,6
16179,557,179,0,11,1,2,7,2
16180,2161,16,0,1,8,9,7,10
16181,1128,155,1,43,7,7,5,6
16182,2222,18,0,0,1,10,7,10
16183,2025,89,1,51,3,7,5,5
16184,1854,230,1,26,4,7,4,3
16185,1398,13,0,1,7,10,7,10
16186,690,232,6,31,5,2,2,6
16187,2247,13,0,0,7,10,7,10
16188,3012,11,0,1,2,10,7,10
16189,518,306,26,124,1,1,1,1
16190,2408,108,2,17,3,5,2,7
16191,1670,104,1,22,4,7,6,8
16193,2122,18,0,2,7,9,7,10
16195,699,20,0,0,10,8,7,10
16196,583,195,1,12,8,4,5,8
16197,2170,51,1,26,6,8,4,7
16198,1951,72,0,38,5,8,7,7
16199,2264,16,3,10,4,10,3,9
16200,1515,92,0,55,5,6,7,6
16201,1660,62,1,20,5,8,6,7
16202,422,225,10,60,3,2,1,1
16203,1522,138,0,50,2,6,7,5
16204,1560,61,1,58,8,9,6,7
16205,517,143,1,80,9,5,6,3
16207,1332,176,8,52,4,2,2,1
16208,1470,96,0,34,7,8,7,7
16209,535,180,0,285,10,3,7,1
16210,1535,60,0,29,3,7,7,3
16211,2287,80,0,1,1,9,7,10
16212,1532,44,0,11,8,7,7,8
16213,1197,23,0,2,9,9,7,10
16214,1639,94,0,21,3,7,7,8
16215,2771,42,3,14,5,6,3,7
16216,1048,110,0,33,8,8,7,7
16217,245,17,1,6,10,8,5,9
16218,1383,70,0,13,7,7,7,2
16219,130,337,40,24,10,2,1,4
16220,1304,155,10,12,5,7,3,7
16221,1493,98,0,9,7,6,7,6
16222,1312,67,0,12,7,8,7,7
16223,1279,103,0,22,5,5,7,7
16224,1506,69,0,9,5,9,7,8
16225,933,167,0,6,9,4,7,9
16226,781,72,2,146,8,7,4,2
16227,765,42,1,5,10,7,5,10
16228,1772,123,0,60,5,8,7,6
16229,2160,54,0,15,4,9,7,9
16230,554,216,4,52,10,3,4,3
16231,330,190,2,67,10,1,2,3
16232,3902,52,0,8,1,7,7,7
16233,852,189,5,37,9,6,5,8
16234,1162,44,0,276,5,7,7,1
16235,1185,141,1,39,8,4,5,4
16236,508,321,22,44,7,2,1,3
16237,1127,87,0,46,9,9,7,5
16238,201,227,45,36,10,1,1,5
16239,1730,54,0,41,5,8,7,7
16240,1509,43,0,3,2,7,7,9
16241,1332,363,8,40,3,1,2,1
16242,2412,94,0,26,3,6,7,6
16243,2485,27,0,5,4,9,7,9
16244,1064,81,2,52,8,7,6,4
16245,1879,102,0,123,5,7,7,4
16246,824,81,2,31,7,8,4,5
16247,2013,69,2,13,6,7,4,9
16248,1257,137,1,102,5,6,5,1
16249,2332,128,3,43,1,4,3,5
16250,1140,55,0,4,9,7,7,9
16251,2167,16,0,9,7,10,7,8
16252,451,196,0,53,10,4,7,5
16253,616,115,0,21,7,6,7,8
16254,2752,139,0,31,2,5,7,7
16255,1514,175,2,19,5,6,4,7
16256,502,200,3,79,10,4,5,4
16257,1330,121,2,28,4,4,3,7
16258,1408,87,0,58,8,9,7,6
16259,759,284,31,25,4,1,1,4
16260,1178,64,0,41,6,8,7,7
16261,1311,149,0,31,4,4,7,6
16262,1254,31,0,12,9,9,7,8
16263,1166,43,0,34,8,8,7,8
16264,220,32,1,6,10,8,4,10
16265,973,178,1,19,5,3,4,5
16266,1860,37,0,0,7,10,7,10
16267,2853,25,0,3,4,9,7,9
16268,3386,5,0,2,5,10,7,9
16269,1117,132,12,87,4,4,2,3
16270,952,84,1,67,5,8,5,6
16271,450,236,10,77,5,3,4,1
16272,1836,117,0,59,3,5,7,6
16273,987,59,1,13,5,7,4,7
16274,1454,37,0,2,5,7,7,10
16275,705,308,7,27,9,2,4,5
16276,1212,110,2,34,7,6,4,4
16277,367,219,2,46,10,3,3,2
16278,2068,74,0,10,5,9,7,9
16279,2659,67,0,16,1,5,7,6
16280,1564,9,0,1,6,9,7,9
16281,575,186,15,95,6,4,1,2
16282,1533,169,1,73,5,5,5,4
16283,468,55,0,35,10,5,7,4
16284,1075,93,0,11,3,4,7,8
16285,3272,75,0,7,2,5,7,9
16286,1315,27,0,2,7,9,7,9
16287,1646,64,3,43,6,6,4,7
16288,1137,231,1,28,1,3,4,3
16289,1297,197,7,56,3,3,2,3
16290,1690,5,0,1,6,10,7,10
16291,2084,91,0,49,5,8,7,6
16292,313,177,2,44,10,3,2,3
16293,1227,71,4,202,8,8,4,2
16294,1808,47,0,18,5,9,7,9
16295,1572,8,0,4,9,10,7,9
16296,437,472,17,60,9,3,3,5
16297,1687,237,7,13,1,1,1,7
16298,2472,21,0,7,6,9,7,7
16299,959,40,0,3,7,7,7,9
16300,956,111,4,41,6,5,4,5
16301,1544,18,0,4,6,8,7,8
16302,2282,142,1,22,1,4,3,5
16303,1495,68,0,229,3,5,7,1
16304,379,101,5,88,10,1,2,1
16305,602,6,0,12,10,9,7,9
16306,238,302,66,90,10,2,1,3
16307,1618,76,0,12,6,8,7,9
16308,239,51,4,27,10,7,3,6
16310,1498,54,0,71,5,8,7,4
16311,1075,42,0,14,8,8,7,7
16312,1935,12,0,7,6,9,7,9
16313,2011,5,0,1,7,10,7,10
16314,1409,83,2,45,3,7,2,4
16315,645,7,0,0,10,10,7,10
16316,1629,61,0,17,5,8,7,5
16317,871,155,1,138,7,4,5,3
16318,309,287,9,5,7,3,1,7
16319,817,51,0,110,2,5,7,1
16320,1127,36,1,15,7,9,5,8
16321,1402,38,1,8,8,9,6,8
16322,962,56,2,19,5,8,4,5
16323,2062,7,0,1,5,10,7,9
16324,556,265,14,93,2,1,1,1
16325,3231,100,3,36,2,5,3,4
16326,255,211,1,42,8,2,5,3
16327,1189,53,0,8,10,4,7,9
16328,1259,21,0,6,10,9,7,9
16329,2934,12,0,1,1,9,7,10
16330,696,158,2,21,5,3,4,7
16331,2288,22,0,0,2,10,7,10
16332,1494,47,0,33,4,9,7,7
16333,915,74,0,332,9,6,7,1
16334,1915,9,0,0,1,10,7,10
16336,2861,52,0,7,4,7,7,8
16337,1443,155,0,360,3,6,7,1
16338,2033,3,0,0,1,10,7,10
16339,918,275,3,35,8,3,4,6
16340,1368,59,0,39,6,9,7,7
16341,497,313,15,73,8,1,1,3
16342,2121,49,3,6,1,8,4,9
16343,3067,13,0,4,7,8,7,10
16344,1333,23,0,20,6,9,7,9
16345,1218,15,0,0,9,9,7,10
16346,1403,112,0,108,7,7,7,4
16347,2389,336,4,90,1,2,2,1
16348,2793,195,2,112,1,6,5,2
16349,2319,23,0,13,2,9,7,6
16350,2066,5,0,0,7,8,7,10
16352,931,97,0,17,10,9,7,9
16353,1443,49,0,7,5,7,7,9
16354,833,98,2,273,9,6,3,1
16355,141,10,0,11,10,10,7,8
16356,1297,176,0,78,5,6,7,4
16357,1173,28,0,32,9,9,7,7
16358,406,25,0,54,10,7,7,6
16359,909,101,4,91,9,6,3,3
16360,3016,7,0,1,1,10,7,10
16361,808,49,0,34,9,6,7,7
16362,2197,123,0,99,3,8,7,3
16363,2232,28,0,56,7,9,7,1
16364,1202,61,0,46,4,8,7,5
16365,4387,7,0,1,2,10,7,10
16367,1386,64,0,33,9,8,7,6
16368,1090,18,0,4,8,10,7,10
16369,1671,26,0,1,5,9,7,10
16370,937,288,16,137,3,2,1,2
16371,1384,109,2,47,4,6,4,6
16372,1294,64,0,56,6,6,7,3
16373,2151,7,0,0,1,10,7,10
16375,960,185,8,14,2,3,1,6
16376,1828,34,0,3,3,9,7,9
16377,1105,6,0,1,2,9,7,10
16378,1742,80,1,10,5,6,4,8
16379,687,144,2,50,8,4,4,5
16380,305,244,15,34,3,1,1,5
16381,1988,75,0,30,3,7,7,7
16382,245,413,2,67,10,1,5,4
16383,255,281,4,22,9,1,2,2
16384,957,143,7,45,6,4,4,6
16385,2006,188,1,27,1,4,5,6
16386,1029,20,0,12,10,10,7,9
16388,1050,155,1,55,8,6,4,3
16389,1432,30,0,27,9,7,7,6
16390,1225,24,0,3,8,8,7,9
16391,1688,2,0,6,9,10,7,8
16392,1917,26,0,20,8,9,7,6
16393,547,61,0,49,9,6,7,5
16394,2544,94,0,28,2,7,7,3
16395,1711,14,0,3,2,9,7,9
16396,1766,36,0,50,7,9,7,7
16397,1822,8,0,0,7,10,7,10
16398,2375,77,0,41,5,9,7,8
16399,4662,14,0,2,1,9,7,10
16400,1631,68,0,26,5,8,7,8
16401,421,388,2,32,8,1,4,1
16402,1988,170,2,46,2,5,5,6
16403,2884,5,0,0,5,10,7,10
16404,1521,125,0,124,7,6,7,4
16405,285,384,33,100,10,3,1,1
16406,217,420,4,61,10,1,3,1
16407,558,81,0,15,5,6,7,8
16408,565,237,2,12,2,3,3,4
16409,2131,20,0,8,5,7,7,7
16410,1091,63,1,101,8,8,5,3
16411,3263,26,0,4,3,9,7,9
16412,2565,84,0,71,3,9,7,6
16413,380,206,1,43,10,4,3,7
16414,1629,58,0,69,1,6,7,3
16415,647,56,0,3,9,7,7,10
16416,2066,19,0,0,6,10,7,10
16417,1146,127,2,103,7,5,4,1
16418,2456,30,0,2,6,9,7,9
16419,1104,133,1,14,8,6,5,9
16420,2200,11,0,2,5,10,7,9
16421,1803,121,5,65,4,7,4,3
16422,456,114,2,70,10,4,3,4
16423,1152,212,7,139,5,4,2,2
16424,690,24,1,5,9,8,5,6
16425,3312,15,0,1,1,9,7,10
16426,1096,165,0,84,6,5,7,4
16427,588,138,0,41,10,5,7,4
16428,321,230,4,86,10,3,2,4
16429,1313,82,0,127,5,8,7,4
16430,368,56,0,28,10,6,7,7
16431,4603,43,0,4,3,9,7,8
16432,1115,41,0,24,10,10,7,9
16433,1702,28,0,3,8,10,7,10
16434,1643,24,0,0,9,10,7,10
16435,2018,90,2,13,4,7,5,8
16436,875,147,0,44,8,5,7,3
16437,2155,27,0,28,6,10,7,8
16438,2275,29,0,25,3,10,7,7
16439,1097,158,19,46,3,3,1,4
16440,1035,84,3,34,5,5,3,4
16441,280,289,9,45,10,3,3,5
16442,5091,75,0,17,1,7,7,7
16443,1751,49,0,6,4,8,7,8
16444,2316,72,0,103,3,8,7,5
16445,1890,8,0,0,6,10,7,10
16446,1347,135,1,33,7,5,5,6
16447,663,94,1,75,8,6,4,5
16448,2312,125,4,8,2,5,3,9
16449,227,324,34,8,8,1,1,8
16450,1201,107,1,121,6,6,6,3
16451,775,296,1,32,1,1,5,1
16452,612,269,4,69,7,3,2,2
16453,1507,302,0,87,1,2,7,1
16454,3556,26,0,21,3,10,7,8
16455,1263,13,0,39,7,10,7,8
16456,354,70,3,73,10,6,4,3
16457,413,123,1,78,9,4,5,1
16458,420,117,1,8,9,5,5,7
16459,3716,10,0,0,3,10,7,10
16460,3630,13,0,0,2,10,7,10
16461,208,249,9,80,10,2,2,2
16463,1496,11,0,1,5,10,7,6
16464,1275,130,0,109,7,5,7,2
16465,1406,32,1,6,4,5,4,7
16466,1537,16,0,68,9,10,7,6
16467,1733,52,1,4,4,6,3,6
16468,717,52,0,3,3,6,7,9
16469,2201,32,0,1,6,10,7,10
16471,1988,34,0,1,5,8,7,10
16472,583,23,0,147,8,10,7,4
16473,1210,59,0,2,8,7,7,10
16474,582,66,0,55,10,8,7,6
16475,2554,44,0,0,1,9,7,10
16476,554,200,4,18,7,4,3,6
16477,1266,18,0,1,4,7,7,7
16478,1233,30,2,11,2,8,4,6
16479,1563,13,0,2,6,10,7,9
16480,1155,5,0,0,9,10,7,10
16481,284,428,101,31,9,1,1,1
16482,1649,8,0,0,10,9,7,10
16483,2119,61,1,49,4,9,6,6
16484,1170,136,2,48,1,4,3,4
16485,1567,1,0,1,9,10,7,10
16486,769,65,1,59,10,8,6,4
16487,647,121,0,29,8,5,7,7
16488,2479,35,0,14,5,8,7,8
16489,2577,149,6,65,1,4,4,2
16490,521,38,0,36,10,8,7,7
16491,1251,24,0,1,8,7,7,10
16492,2020,47,0,5,4,8,7,9
16493,560,476,6,36,4,1,2,1
16494,1246,282,2,160,3,3,2,1
16495,2338,11,0,2,4,10,7,9
16497,2986,45,0,1,1,9,7,6
16498,1035,46,0,1,9,8,7,10
16499,991,388,8,18,6,2,2,3
16500,792,186,1,132,6,4,4,1
16501,3294,19,0,0,1,9,7,10
16502,2117,4,0,0,7,10,7,10
16503,2463,133,0,73,1,4,7,4
16504,2583,34,0,3,3,9,7,9
16505,721,199,8,70,6,3,2,5
16506,402,202,26,79,8,2,1,2
16507,2102,38,0,12,5,7,7,7
16508,1597,18,0,6,7,9,7,9
16509,2824,60,1,12,3,7,4,7
16510,2233,47,0,29,5,8,7,8
16511,1588,30,0,2,5,10,7,7
16512,1932,91,1,33,4,8,6,5
16513,329,165,0,66,8,3,7,2
16514,1167,30,1,58,9,9,5,6
16515,2503,141,1,33,1,7,5,7
16516,703,121,1,152,7,3,5,2
16517,1189,170,2,168,6,6,5,1
16518,520,156,20,102,8,2,1,4
16519,3149,121,4,27,1,7,3,6
16520,632,114,0,13,2,4,7,5
16521,2482,25,0,2,6,10,7,10
16522,1971,52,0,15,5,9,7,6
16523,2169,154,0,90,4,6,7,3
16524,2972,49,0,7,1,8,7,9
16525,1093,50,0,17,6,8,7,5
16526,940,156,22,64,3,3,1,3
16527,2215,8,0,2,7,10,7,10
16528,2061,190,2,55,3,5,4,3
16530,934,16,0,36,10,8,7,7
16531,1465,4,0,0,9,9,7,10
16532,538,171,4,63,1,3,2,1
16533,686,200,2,56,5,3,2,4
16534,1665,17,0,7,10,10,7,8
16535,1034,65,0,14,9,5,7,6
16536,1624,196,1,63,7,5,4,5
16537,115,206,4,67,9,2,3,2
16538,1075,337,20,52,3,1,1,4
16539,1130,147,0,17,4,4,7,6
16541,1487,61,0,54,6,9,7,6
16542,508,299,22,21,6,2,1,5
16543,44,18,0,0,10,9,7,10
16544,1352,70,1,47,8,7,4,6
16545,1237,32,0,6,9,9,7,9
16546,698,131,2,193,7,5,4,1
16547,769,248,17,104,3,2,2,1
16548,1330,30,1,33,8,9,3,6
16549,222,439,9,39,8,1,1,3
16550,463,22,0,3,10,8,7,9
16551,1823,17,0,1,10,9,7,10
16552,286,330,1,164,8,2,3,1
16553,1579,13,0,1,1,10,7,10
16554,778,226,6,43,1,1,1,3
16555,1412,52,3,17,6,8,5,8
16556,640,33,1,49,10,7,6,4
16557,1170,169,0,14,3,4,7,6
16558,1776,30,0,10,4,8,7,8
16559,832,151,3,14,4,3,3,4
16560,3697,21,0,4,2,9,7,8
16561,1826,19,0,1,8,9,7,10
16562,2392,77,0,55,4,7,7,5
16563,2297,7,0,0,5,10,7,10
16564,491,128,0,126,9,3,7,2
16565,267,297,1,48,10,1,5,2
16566,1146,85,0,127,4,5,7,1
16567,2831,211,0,196,2,5,7,2
16568,107,243,15,60,10,2,1,1
16569,2700,17,0,1,1,10,7,10
16570,654,20,0,19,9,10,7,7
16571,2069,21,0,1,6,10,7,10
16572,752,77,0,32,8,5,7,8
16573,1866,4,0,0,9,10,7,10
16574,1403,134,1,7,5,4,5,9
16576,3096,28,0,3,3,9,7,9
16577,2421,20,0,0,1,9,7,10
16578,1537,93,0,48,6,7,7,7
16579,1006,116,2,95,6,4,3,3
16580,129,210,13,129,10,4,2,1
16581,2458,4,0,10,4,10,7,9
16582,907,75,3,35,8,7,3,6
16583,805,17,0,59,7,10,7,4
16584,4006,281,2,20,1,2,2,7
16585,3666,143,0,20,1,6,7,9
16586,2010,24,0,1,2,9,8,7
16587,3411,46,0,20,3,8,7,7
16588,1583,16,0,4,5,9,7,7
16589,2197,19,0,6,4,9,7,9
16590,1871,73,0,71,5,6,7,6
16591,273,238,0,64,10,4,7,2
16592,1849,17,0,5,9,7,7,9
16593,1001,35,1,0,5,8,5,10
16594,1980,39,0,0,5,10,7,10
16595,1781,112,1,24,4,6,5,4
16596,2046,82,0,73,4,8,7,5
16597,2692,17,0,1,3,9,7,10
16598,858,83,0,111,5,7,7,3
16599,2208,154,1,122,2,5,5,2
16601,1868,50,0,40,4,10,7,8
16602,738,192,10,33,3,3,2,5
16603,2258,15,0,6,6,9,7,9
16604,2085,9,0,4,3,10,7,8
16605,1107,18,1,3,8,9,3,10
16606,1703,34,0,34,5,9,7,4
16607,699,149,1,17,7,5,5,6
16608,499,203,0,112,9,2,7,2
16609,1032,121,2,48,7,7,5,5
16610,3368,11,0,3,3,10,7,7
16611,767,37,0,1,9,9,7,10
16612,2229,79,0,3,5,6,7,10
16613,1225,75,0,26,8,7,7,7
16614,375,300,3,19,9,2,2,6
16616,1635,3,0,10,9,10,7,9
16617,1121,88,4,25,6,5,3,6
16618,2265,10,0,3,6,9,7,9
16619,256,19,0,14,10,9,7,7
16620,1987,37,0,35,3,8,7,3
16621,1477,40,0,8,6,8,7,9
16622,2552,84,0,29,2,7,7,7
16623,439,256,0,162,7,1,7,1
16624,1013,165,3,29,5,2,2,6
16625,1202,8,1,1,8,10,5,10
16626,1676,37,0,104,7,8,7,3
16627,1649,4,0,6,7,10,7,9
16628,230,271,0,14,10,2,7,7
16629,313,294,7,25,9,1,2,4
16630,674,226,5,89,9,5,4,4
16631,1135,42,1,9,4,7,5,8
16632,2619,43,0,47,3,9,7,6
16633,849,150,3,57,9,5,4,4
16634,330,241,0,24,9,3,7,7
16635,2124,155,2,37,1,3,2,6
16636,1720,163,22,106,3,3,1,1
16637,1047,289,1,148,9,4,5,2
16638,1714,10,0,3,2,10,7,9
16639,436,247,1,11,6,2,5,8
16640,792,103,0,41,7,6,7,6
16641,3836,9,0,0,2,10,7,10
16643,2378,75,0,29,1,8,7,7
16644,1191,34,0,22,9,9,7,7
16645,396,23,0,7,10,9,7,10
16646,1220,93,1,16,8,7,5,6
16647,626,19,0,65,8,10,7,7
16648,3812,22,0,2,3,10,7,10
16649,1042,58,0,53,9,8,7,5
16650,1634,69,0,60,3,7,7,5
16651,712,102,0,50,10,8,7,6
16652,1014,92,0,10,2,6,7,9
16653,2236,33,12,6,4,6,2,8
16654,962,78,0,59,2,9,7,5
16655,3823,28,0,6,3,9,7,8
16656,305,166,3,28,8,4,4,5
16657,1219,88,0,4,4,8,7,8
16658,4490,37,0,30,3,9,7,7
16659,1517,148,5,23,1,5,2,5
16660,1003,227,11,174,4,2,1,1
16661,1297,115,3,63,6,8,4,1
16663,1341,63,0,52,3,7,8,7
16665,1382,28,0,39,4,9,8,8
16666,348,8,0,35,10,10,8,8
16667,209,234,21,79,9,2,1,1
16668,661,85,0,206,10,5,8,1
16669,487,248,2,38,7,3,5,3
16670,2184,2,0,0,5,10,8,10
16671,1620,35,0,9,8,9,8,9
16672,1041,251,2,88,3,2,2,1
16673,735,148,0,3,8,5,8,6
16674,2267,30,0,7,4,8,8,9
16675,1155,85,1,20,4,8,5,8
16676,655,158,0,60,5,4,8,4
16677,2078,118,1,20,3,6,5,6
16678,134,3,0,1,10,10,8,10
16679,629,220,112,29,1,1,1,4
16680,1819,87,0,53,7,8,8,4
16681,277,27,0,4,10,8,8,8
16682,3010,87,1,64,1,8,4,5
16683,1746,65,2,78,3,8,5,4
16684,956,42,1,21,8,9,5,8
16685,2739,18,0,10,7,10,8,7
16686,2317,101,0,26,4,8,8,8
16687,2008,5,0,1,2,10,8,10
16688,622,41,1,24,8,8,6,7
16689,948,65,0,26,6,8,8,7
16690,1374,69,1,28,9,8,6,7
16691,1717,110,1,70,4,7,6,5
16692,873,59,1,18,5,8,4,8
16693,733,125,2,29,8,7,5,5
16694,1849,20,1,13,7,8,5,6
16695,2312,135,0,15,2,5,8,6
16696,173,450,1,5,10,1,5,8
16697,498,221,4,50,4,2,2,5
16698,794,4,0,0,10,10,8,10
16699,1581,147,2,21,3,4,4,8
16700,1591,42,1,3,4,9,4,8
16701,2417,219,0,85,3,5,8,2
16702,970,41,0,10,5,9,8,8
16703,461,143,5,337,10,5,2,1
16704,228,260,0,36,10,3,8,2
16705,343,202,1,17,1,3,4,8
16706,688,171,4,58,10,7,4,5
16707,1855,25,0,10,3,8,8,6
16709,1587,20,0,3,8,8,8,6
16710,944,80,1,121,7,7,5,4
16711,943,14,0,2,6,10,8,9
16712,1837,35,0,3,1,9,8,6
16713,1238,120,1,84,3,5,6,3
16714,289,7,0,1,10,10,8,10
16715,1822,26,0,10,6,8,8,7
