고객번호,편의품_증감율,편의품_변동율,편의품CV,선매품_증감율,선매품_변동율,선매품CV,전문품_증감율,전문품_변동율,전문품CV,기타_증감율,기타_변동율,기타CV,A증감율,A변동율,A_CV,B증감율,B변동율,B_CV,식품_증감율,식품_변동율,식품CV,의류_증감율,의류_변동율,의류CV,생활_증감율,생활_변동율,생활CV
17296,1,3,0.246062045,0,4,0.758155771,0,0,0,1,5,1.689856636,0,0,0.061719744,1,1,0.11548804,1,1,0.251536863,0,2,0.971781677,2,4,0.372370404
17297,0,4,0.416917514,0,0,0.422271298,0,0,0,1,3,0.582094882,0,0,0.018986371,1,3,0.148181109,1,3,0.589761239,-1,1,0.647870799,0,8,0.620225438
17298,0,0,0.303181091,1,7,1.752476944,0,0,0,2,10,2.252780132,1,11,0.696156574,-1,1,2.645751311,0,0,0.3618944,1,3,0.933412367,2,6,0.396201147
17299,0,6,0.244240002,0,2,0.598628782,0,4,2.645751311,0,0,0.36088911,0,0,0.022500617,3,3,0.686092126,1,5,0.269315704,0,2,0.653763306,-1,5,0.614330217
17300,0,2,0.160110392,0,2,0.364243502,0,0,0,2,4,1.415929462,2,6,1.249146771,0,0,0.016259462,2,2,0.26546957,1,3,0.458854908,-1,3,0.281001993
17301,-1,7,0.43221384,0,4,1.022066852,0,0,0,0,0,0,0,0,0,0,8,1.71305336,-1,5,0.453948536,-1,3,1.357778097,-1,3,0.606095302
17302,2,6,0.28212308,1,1,1.693881072,0,0,0,0,0,0,0,0,0,2,8,1.709981508,0,4,0.220726449,1,1,2.645751311,2,2,0.526203899
17303,0,4,0.137077293,-1,5,0.329065342,0,6,1.873648534,-2,6,1.458754141,2,2,0.942335805,0,2,0.016196354,1,3,0.242949611,-1,3,0.331176859,0,6,0.57559417
17304,0,4,0.266223221,0,2,0.625034649,1,3,0.604896702,0,0,0.557422113,0,2,0.035042247,0,0,0,1,1,0.311103777,0,2,0.604575363,1,9,1.621947159
17305,1,7,0.459747981,1,5,0.993349994,0,0,0,2,10,0.938388584,0,4,2.645751311,0,0,0.042695109,1,7,0.461974749,1,7,1.135931365,1,11,0.658208973
17306,1,5,0.268155858,0,2,1.084356429,0,0,0,2,2,2.645751311,0,10,1.255214884,2,6,1.707965758,0,6,0.270747588,0,6,2.124373839,1,1,0.529675084
17307,-1,1,0.201278212,1,3,0.776307128,0,0,0,1,3,0.972738119,0,4,2.645751311,0,4,0.014928016,0,2,0.182035652,0,4,1.196666907,1,3,0.283556769
17308,2,6,0.608663525,1,1,0.540070892,0,6,2.645751311,0,10,2.593174479,0,0,0.049229385,0,4,2.645751311,1,3,0.549707977,1,3,0.683975807,3,13,0.941012712
17309,0,2,0.887211222,1,3,1.897299793,0,0,0,1,5,1.505845343,1,5,0.464621448,1,1,0.056553307,0,0,0.595403047,2,4,2.242278279,0,2,0.892818395
17310,2,4,0.696348278,0,4,0.551941046,0,6,2.645751311,1,3,0.68497426,0,0,0.031750451,1,3,0.090717031,2,2,0.617345573,0,0,0.240518305,3,3,1.165717419
17311,0,4,0.13486375,0,6,1.369767613,0,0,0,0,4,2.645751311,0,2,0.139917818,0,4,2.645751311,0,2,0.152819746,-2,8,1.644198989,-1,5,0.475202247
17312,1,3,0.171635672,-1,5,1.263264683,0,0,0,-2,2,2.645751311,0,12,0.951538355,0,0,0,1,3,0.207308604,-1,3,2.37228712,-1,5,0.489104801
17313,0,4,0.14596765,1,3,0.396616714,0,0,0,3,7,1.10497286,2,2,2.645751311,0,2,0.008935909,0,4,0.186206474,1,3,0.494716366,-1,1,0.167813816
17314,1,5,0.224096741,-1,5,0.942562729,0,0,0,2,6,1.768028787,2,2,2.645751311,0,2,0.039966847,1,5,0.231837012,-1,3,1.542260457,1,3,0.209351422
17315,0,2,0.163408481,0,4,0.67135603,0,0,0,0,4,0.486989145,0,0,0,0,0,0.012156101,0,2,0.17574699,-1,3,0.78391746,1,3,0.558120175
17316,0,0,0.125134835,-1,3,0.555614472,0,0,0,1,13,1.578366169,0,6,2.645751311,0,2,0.00906678,0,0,0.153177507,0,4,0.613707868,1,1,0.150983233
17317,0,2,0.248802695,-1,5,0.463088787,0,0,0,1,1,0.445945186,0,8,1.248336528,0,2,0.012421422,0,2,0.288921811,0,4,0.56225989,0,4,0.331289049
17318,1,3,0.217153511,0,0,0.499206168,0,0,0,2,4,0.769826863,3,9,0.684246984,0,2,0.011695129,1,3,0.269418969,0,2,0.628351901,0,2,0.445510274
17319,0,0,0.167376536,0,0,0.734277334,0,0,0,-1,7,1.270580954,-2,2,2.645751311,0,0,0.010694956,1,3,0.152028583,0,2,0.738420155,0,2,0.709340416
17320,3,7,0.625861801,1,5,0.749124595,2,8,1.711255104,2,6,1.134502605,0,4,2.645751311,1,5,0.099744392,4,8,0.696930964,1,3,0.717219446,2,4,0.555390571
17321,-2,2,0.882491663,0,0,0.235550003,0,0,0,0,2,0.349963265,-1,5,0.013851962,0,10,0.688560366,-2,2,0.931823058,1,1,0.50036411,-2,4,1.285511307
17322,2,6,0.522316228,1,1,2.038529061,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0.568899754,0,0,0,2,4,0.426297588
17323,-3,7,0.533118683,0,2,0.735652854,0,0,0,0,2,0.380210595,0,8,0.937282916,0,2,0.037893455,-2,4,0.580764382,0,0,0.338830079,-2,8,0.615100841
17324,1,5,0.283549771,1,1,0.799578931,3,5,1.281652748,0,2,0.680535689,0,0,0.024065452,3,3,0.68423227,1,5,0.2922541,1,5,0.751156863,1,7,0.523812427
17325,0,6,0.207262047,-1,5,0.645687936,3,3,1.742718319,2,8,0.943002878,0,4,0.152513659,0,2,0.011507924,0,6,0.274512267,-1,5,0.631531451,1,5,0.291963796
17326,3,5,0.459325538,1,3,0.672983556,0,10,1.401583063,1,3,0.830354102,0,0,0.067129332,0,2,0.045354249,2,4,0.405461938,1,3,0.645356628,3,5,0.947633364
17327,1,5,0.854816256,2,8,1.325040603,0,0,0,3,7,1.025426726,1,1,0.112397204,0,0,0,0,6,0.948995182,2,8,0.973856674,3,5,1.561047919
17328,0,2,0.349320861,0,0,0.454329536,-3,7,2.581592022,1,1,0.335518059,0,0,0.032183353,1,1,0.054793555,0,0,0.226927932,0,4,0.498682518,-1,1,0.651095085
17329,2,4,0.346028883,2,6,0.9749406,0,0,0,1,1,0.378762134,3,3,0.943420912,0,2,0.023425944,2,4,0.35700496,1,3,1.03516742,1,3,0.344337947
17330,2,8,0.371971901,-1,5,0.785645038,-3,5,1.986602867,0,2,0.587674291,0,0,0.045584982,1,1,0.098711124,2,10,0.433726976,-1,5,1.023586386,2,10,0.591334586
17331,1,3,0.141172678,0,2,1.393595306,0,0,0,0,0,0,0,4,2.645751311,0,8,0.685843897,1,3,0.18917599,1,3,1.511617629,0,6,0.621113387
17332,1,7,1.041292413,0,2,0.580172586,0,0,0,0,10,1.19443661,0,0,0,1,1,0.042491528,2,2,0.44944581,2,4,0.78469596,0,4,1.537321165
17333,0,6,0.216817086,0,4,0.705485836,0,0,0,4,4,1.036095794,-1,5,1.719578616,0,2,0.016803474,1,5,0.24008298,0,4,0.8991117,-1,7,0.289266258
17334,1,3,0.180427256,1,11,1.261909129,2,2,2.645751311,2,2,0.997288298,0,8,0.453775745,0,2,0.012701373,1,3,0.197947155,0,8,1.307216159,1,5,0.388814706
17335,0,0,0.251149143,0,0,0.164418739,3,5,1.326353398,1,3,0.30838127,0,4,0.017748016,0,6,2.645751311,0,0,0.242128657,0,2,0.199578633,0,8,0.705489929
17336,2,2,0.234566886,-1,9,1.387273248,0,0,0,0,4,2.645751311,-2,14,0.951028613,0,6,1.70785267,2,4,0.234212287,-1,7,1.424383941,2,6,0.912836086
17337,0,4,0.198387981,-1,3,0.177758386,0,0,0,1,3,0.447542274,0,10,0.947834733,0,2,0.009140449,-1,5,0.308938584,0,2,0.197546228,0,2,0.22834493
17338,1,3,0.224138513,2,2,0.979543391,0,0,0,2,6,1.495596253,0,4,2.645751311,1,1,0.049260474,0,2,0.267758605,2,2,0.893276825,2,4,0.743587534
17339,-1,3,0.192365976,0,0,0.493740554,-2,2,2.645751311,0,4,0.786318831,0,0,0.038406345,0,2,0.015039234,-1,3,0.186623985,-1,1,0.62672526,-1,7,0.597477671
17340,-1,3,0.215689361,0,2,0.865696136,0,0,0,3,3,0.824655049,0,4,2.645751311,0,0,0.014728025,0,2,0.215254797,0,4,0.759257159,0,6,0.498861456
17341,1,3,0.196360104,0,4,0.681704683,0,0,0,0,8,1.722526498,0,10,0.935599373,0,2,0.012132266,1,3,0.216771058,0,4,0.855846773,1,3,0.166475785
17342,-2,4,0.260604123,0,4,0.544808476,-2,2,2.645751311,-1,3,0.341874704,0,2,0.024935183,0,0,0,-1,3,0.256053965,0,4,0.527570612,-2,4,0.716781757
17343,0,0,0.561998899,1,3,0.533231243,0,10,2.203360073,1,3,0.934818408,0,0,0.047357538,0,0,0,0,0,0.498748244,1,5,0.664366035,3,3,1.129471704
17344,3,3,0.588238167,2,4,0.989839872,0,8,1.346653792,1,3,0.541394058,0,2,0.107942865,0,0,0.060734857,3,5,0.568152695,2,2,1.05200201,3,7,0.73970841
17345,1,3,0.191700408,1,3,0.513363023,0,4,2.645751311,3,3,0.928847862,1,1,0.110312337,0,2,0.010767706,0,0,0.109729926,1,3,0.624745348,1,5,0.804556628
17346,1,3,0.252973785,1,5,2.558264408,0,6,2.645751311,0,0,0,0,6,2.645751311,3,7,1.741222073,0,6,0.32480885,0,4,2.572459963,0,4,0.207381685
17347,0,4,0.257219616,0,0,0.400585091,-4,8,2.24363478,0,8,0.979236743,-1,3,0.025831565,0,6,0.940476929,0,4,0.194346321,0,0,0.460345115,0,0,0.568408107
17348,3,3,0.954126871,0,2,0.663169042,0,10,1.786375248,0,8,0.86760202,0,2,0.07649591,0,4,2.645751311,3,3,0.938401804,0,2,0.601857918,3,9,1.624130943
17349,1,1,0.248729142,-1,3,0.977289766,2,6,2.093541263,-2,8,1.276495012,0,6,0.689268125,0,2,0.015451928,1,1,0.244623336,-1,5,1.136706955,-1,7,0.488400591
17350,-1,5,0.256383462,-1,1,0.336629551,0,0,0,2,6,1.500211394,-2,8,0.939228746,0,2,0.017907563,-2,4,0.296548816,0,0,0.352748579,0,4,0.303761579
17351,2,2,0.247977603,1,3,0.568192885,0,6,2.645751311,1,1,0.592830677,0,6,2.645751311,0,2,0.022036347,2,4,0.253059284,0,2,0.842283128,1,1,0.316935582
17352,1,1,0.301835001,-1,3,0.735384811,0,0,0,2,4,1.177300869,0,0,0,0,2,0.016848701,1,3,0.348684713,-1,3,0.70504002,0,6,0.484953418
17353,0,4,0.188735648,0,4,2.028028391,0,0,0,4,10,2.351505516,0,6,2.645751311,3,5,0.454495447,0,6,0.249306766,-1,5,2.443832404,0,0,0.178420522
17354,0,2,0.34234156,1,3,0.388124356,0,4,2.645751311,2,4,1.06828806,0,0,0.0215155,3,3,1.710265876,1,1,0.347709898,1,3,0.566460053,-1,7,0.701710975
17355,-1,3,0.214460463,0,4,1.598317472,0,0,0,-1,5,0.771320323,-2,8,1.273561428,0,0,0.013778684,0,4,0.217796204,0,4,1.515612788,-2,6,0.547149861
17356,0,0,0.103489303,1,1,1.578305066,0,0,0,-1,3,1.834313368,0,0,0,1,1,0.006835548,0,0,0.106230873,1,1,2.645751311,0,4,0.329121692
17358,1,3,0.386736851,0,6,0.874970977,0,6,2.645751311,1,3,0.350998296,0,4,0.081426064,0,0,0.026543259,1,3,0.468479611,0,4,0.876764108,0,4,0.418768037
17359,0,4,0.178321404,0,4,1.97989965,0,0,0,0,8,1.763997271,0,10,1.714771822,0,6,0.696434699,1,1,0.133886353,-1,5,2.62293632,1,5,0.576146624
17360,1,1,0.669121437,0,4,0.695938364,0,0,0,0,8,0.542707978,0,4,2.645751311,0,0,0.073579097,0,2,0.885463965,0,2,0.608460165,0,2,1.604736096
17361,1,5,0.95687223,1,1,0.475110255,3,13,1.63158263,4,12,1.271584614,0,2,0.033970359,3,3,0.944252589,1,5,0.824881036,1,1,0.630946609,0,2,0.88272869
17362,1,1,0.181104742,-1,7,0.952877716,0,6,2.645751311,0,8,2.645751311,2,10,0.691307876,0,6,0.465254305,0,2,0.148895693,1,9,1.097187034,1,7,0.660989763
17363,-1,3,0.217687431,1,5,1.553552312,0,0,0,0,0,0,-2,2,2.645751311,0,4,0.687259124,-1,3,0.282353355,0,2,2.645751311,1,5,0.278129243
17364,-1,5,0.340282014,0,4,1.170967286,3,3,2.645751311,0,6,2.155588456,0,0,0.062411275,-2,2,0.685743607,-2,4,0.424676436,0,2,1.184331245,3,5,0.659412227
17365,-3,7,0.452371212,-1,5,0.810080355,0,8,1.450606855,-2,4,0.730587647,-1,13,0.943041933,0,2,0.040007913,-3,5,0.485497711,0,4,0.787862485,-2,6,0.449982618
17366,0,6,0.290662706,0,2,2.645751311,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.293480828,1,1,1.357252158,0,0,0.717547061
17367,0,0,0.584753812,0,4,1.148576741,0,0,0,0,8,1.052492967,0,10,1.715717182,0,2,0.100973086,0,2,0.635716933,1,5,2.164984274,0,2,0.749255737
17368,1,3,0.226395846,3,7,1.255227131,0,6,2.645751311,0,0,0,3,5,0.710237774,3,3,1.710639517,1,5,0.24491418,2,4,1.203232716,0,4,0.531801731
17369,0,4,0.157969627,0,4,0.76338398,0,0,0,0,6,0.964075396,0,4,1.257012398,0,0,0.012135539,0,4,0.155318602,0,6,0.843329936,-1,5,0.468107215
17370,-1,3,0.186710122,-1,3,0.689634166,0,0,0,2,6,2.147638184,0,8,1.255197333,0,2,0.0155574,0,2,0.166863705,-2,4,1.592011685,-2,4,0.437394834
17371,1,1,0.289194785,0,2,1.47717504,0,0,0,2,10,2.363704132,0,4,2.645751311,1,3,0.090549,1,5,0.30315012,1,1,1.644213556,1,3,0.485113962
17372,0,4,0.236255471,0,2,0.90514645,0,0,0,2,2,1.035384567,0,8,0.686490511,0,0,0.016506523,1,5,0.235954912,0,4,0.853700573,-1,7,0.786550852
17373,-1,3,0.144746539,0,0,0.224641379,0,0,0,0,8,1.213007863,0,0,0.017131538,0,2,0.009527486,-1,3,0.161967204,0,0,0.401069394,0,0,0.317159248
17374,1,5,0.19256754,3,3,0.741753895,0,0,0,0,2,2.645751311,3,3,0.683464672,2,6,1.248108167,0,4,0.187048013,3,3,0.753478542,1,3,0.505394205
17375,1,1,0.188034013,0,4,2.645751311,0,0,0,0,0,0,0,6,2.645751311,0,6,2.645751311,1,3,0.128342508,0,6,2.046584989,0,4,0.484269931
17376,0,0,0.102840708,0,6,1.35623873,0,0,0,0,0,0,0,12,1.707940719,0,0,0,1,3,0.121068682,0,8,1.736268397,0,2,0.124026687
17377,-2,4,0.58639439,-1,5,0.740995338,0,0,0,0,6,1.112730252,2,8,0.957966502,0,0,0.046938609,-3,5,0.630849101,-2,4,0.716823334,-1,5,0.637150899
17378,-1,3,0.222472837,0,2,0.943111475,0,0,0,0,6,1.843412959,0,10,0.69687664,-2,8,0.939733822,0,2,0.215250606,0,4,1.763945755,0,0,0.665222487
17379,0,4,0.376403539,0,0,0.403525181,0,6,2.645751311,-1,9,1.100459731,0,2,0.058394062,0,2,0.02790549,0,2,0.390328601,1,3,0.496096571,1,9,0.654863621
17380,0,0,0.643042146,0,6,0.986267468,0,0,0,-2,4,0.55519592,0,2,0.092752875,0,0,0,0,0,0.744968504,-1,5,0.98929708,0,12,1.850852842
17381,-1,5,0.280507759,-1,3,0.436353167,-2,8,1.969440387,0,2,0.668592804,-3,3,1.251842032,0,2,0.025358557,-1,3,0.390394649,-1,3,0.610235097,-1,5,0.659190058
17383,0,0,0.279042387,0,4,0.663549053,0,0,0,0,10,0.857845421,-2,2,1.708533351,0,4,0.01737514,0,0,0.341117941,-1,3,0.666774188,0,0,0.091590011
17384,1,5,0.396059799,0,0,0.350501165,0,0,0,0,6,0.645819425,0,4,2.645751311,0,2,0.019122007,1,3,0.421572474,-1,3,0.463258242,-1,1,0.546551263
17385,0,6,0.521979501,1,3,0.400711397,0,0,0,1,9,0.850359063,-1,9,0.445257198,3,3,0.44133364,1,3,0.482782825,1,3,0.625216106,2,10,0.693840386
17386,0,4,0.530516378,2,2,0.923036855,3,11,1.071982962,0,10,1.825875332,1,3,0.068397141,0,0,0,0,4,0.551661051,1,5,1.108886506,-1,7,0.473621321
17387,0,2,0.125467394,1,3,1.231678415,0,0,0,0,0,0,0,6,0.450758367,0,4,2.645751311,0,2,0.110110525,1,5,1.287839416,0,2,0.371376156
17388,0,2,0.408386191,-1,3,1.753022859,0,0,0,0,0,0,0,0,0,-2,2,1.742564681,-1,3,0.36375498,0,2,2.579316238,0,4,0.78549342
17389,1,5,0.174678569,-1,3,0.622419742,0,6,2.645751311,4,8,0.866965918,0,10,0.938701425,0,2,0.019215456,1,3,0.166450713,-1,3,1.009026704,0,6,0.299793341
17390,1,3,0.188829543,0,4,1.496962991,0,0,0,1,1,2.645751311,0,0,0.014997909,2,2,2.645751311,1,3,0.242514437,0,4,1.38924177,-1,3,1.073363766
17391,0,4,0.216346835,2,4,1.042867167,0,0,0,2,6,1.147181982,0,8,0.688121237,0,0,0.011331363,0,2,0.223595511,1,3,1.172132001,2,10,0.859912496
17392,2,2,0.231630418,-1,1,0.440954907,0,4,2.645751311,3,5,1.244012896,0,2,0.101635819,0,2,0.015071382,2,4,0.278440531,0,0,0.227927612,2,6,0.535091226
17393,0,6,1.028005096,0,6,0.794819871,0,0,0,2,8,1.385238839,-1,7,0.455631482,0,2,0.116999351,0,6,1.030562162,-1,9,1.02946055,-1,3,1.129238499
17394,2,6,0.452117152,0,2,0.532396398,1,7,1.84508951,2,2,0.611479639,0,4,0.052579844,3,5,0.686875447,2,4,0.493091535,0,2,0.478032116,1,7,0.436540352
17395,2,2,0.249165189,1,3,1.876638034,0,0,0,2,6,1.091105852,0,4,0.446350948,0,0,0.021919891,2,2,0.25213364,1,3,1.938749675,0,0,0.542831543
17396,-1,7,0.284722308,-1,1,1.719630134,0,0,0,0,2,2.645751311,0,4,2.645751311,-2,6,1.713753887,-2,2,0.262445022,1,9,1.318207889,1,5,0.725001013
17397,0,2,0.250375615,0,4,0.689766615,0,6,2.434302281,-1,9,1.235414095,0,0,0.057461199,3,7,1.740082292,0,4,0.244915007,0,2,0.424069827,1,3,0.405733597
17398,0,0,0.290325541,-1,3,2.626361308,0,0,0,0,0,0,-3,3,2.645751311,0,4,2.645751311,0,0,0.266452668,-2,4,2.587318245,1,1,0.89819872
17399,1,1,0.150461984,-1,3,1.137167114,0,0,0,0,4,1.720310679,0,2,2.645751311,0,6,1.708188917,1,1,0.136453472,0,2,1.280845641,1,1,0.251554964
17401,0,2,0.203405804,0,2,0.507024408,0,0,0,3,3,0.760957137,-1,3,0.057969108,0,2,0.017503794,1,3,0.221095323,0,2,0.824537747,0,4,0.23336136
17402,1,1,0.198588813,0,2,0.645195565,0,4,2.645751311,2,6,1.924334988,-2,8,1.249457843,0,2,0.014875106,1,1,0.250134785,0,4,0.839988916,0,2,0.267812877
17403,3,3,0.609827837,1,5,0.540152082,0,0,0,2,2,0.685759784,1,1,0.131087996,0,2,0.061872544,3,3,0.570985635,2,4,0.566776107,3,9,1.267354713
17404,1,5,0.19947971,1,3,2.166844362,0,0,0,0,0,0,0,0,0,0,4,2.645751311,1,3,0.188622246,0,4,2.222123137,0,4,0.355021429
17405,1,3,0.265689784,-1,3,0.420631062,3,7,2.031088881,0,4,0.653889842,0,0,0,0,0,0.018286212,1,1,0.23463331,0,6,0.707257517,1,5,0.312374384
17406,0,4,0.217932102,0,2,0.502021777,0,0,0,2,2,0.781357873,2,12,0.941583063,0,2,0.012499695,0,2,0.223711968,2,4,0.785547027,0,4,0.672870181
17407,1,5,0.225854042,1,3,0.779613446,0,0,0,2,8,1.594817008,0,0,0.022510099,1,1,0.050825667,1,1,0.276529383,2,2,0.478110906,0,6,0.295050656
17408,0,6,0.482443285,1,3,0.314131082,0,12,1.667160637,2,4,0.670313897,0,0,0.020090379,0,4,2.645751311,0,6,0.447425832,0,0,0.268639565,-1,7,0.914140783
17409,0,0,0.546487119,1,1,0.516755893,0,4,2.645751311,1,3,0.425718558,0,0,0.037435092,1,11,0.683670725,0,0,0.413209147,1,1,0.591769776,2,6,0.866357488
17410,0,0,0.411638454,-1,1,0.360206018,0,6,1.697024536,0,0,0.497928481,-1,3,0.019154824,0,2,0.020845035,0,0,0.458620164,-1,3,0.520094618,0,2,0.522330051
17411,1,5,0.223034264,0,2,1.258000211,0,0,0,0,0,0,-2,6,1.709782444,0,4,2.645751311,1,3,0.301847204,0,6,1.662598258,1,5,0.839869835
17412,0,2,0.153651841,-2,6,1.600011523,0,0,0,2,6,1.731321222,-3,9,1.249317792,0,10,0.950631636,0,2,0.167733729,-2,6,1.632204061,0,4,0.131131619
17413,1,5,0.277764651,-1,3,0.602205732,0,0,0,-3,9,1.672000021,-1,9,0.949664134,0,0,0.023853969,2,4,0.467693673,-1,3,0.743673555,-2,6,0.498128918
17414,0,0,0.222269079,1,1,0.821733763,0,4,2.645751311,1,9,0.989384419,3,3,2.645751311,1,1,0.015711402,0,0,0.222126298,1,1,0.600036492,3,3,0.378887334
17415,0,4,0.325537224,0,2,0.395547223,3,3,2.645751311,2,4,0.507634064,0,0,0.015910124,0,6,2.645751311,0,6,0.476676985,0,2,0.435863201,1,9,0.637588934
17416,1,3,0.448088113,1,1,0.397713213,0,0,0,0,6,1.594523515,1,1,0.087067358,1,1,0.025505054,1,7,0.540502858,1,1,0.427622238,1,7,0.5315327
17417,1,3,0.21110753,0,4,0.541616992,0,0,0,1,5,0.913325367,0,10,1.710435984,0,0,0.008686626,1,1,0.209315277,0,6,1.159196815,0,4,0.348819268
17418,2,4,0.453223583,0,0,0.364209899,2,2,2.645751311,0,4,0.571983111,2,2,2.645751311,1,1,0.026062774,2,4,0.439739026,0,0,0.495518851,2,4,0.682424224
17419,2,4,0.825525962,2,4,0.815486849,0,0,0,3,7,1.633093247,0,4,1.70893263,1,1,0.110435842,2,4,0.874061924,2,4,0.81143756,1,5,0.630079092
17420,1,1,0.376003341,0,4,0.528665857,0,0,0,2,8,1.325862088,0,6,1.716278111,0,0,0.023232496,2,2,0.457623123,0,2,0.455641963,-2,8,0.578494855
17421,1,3,0.212354788,-1,3,2.155595124,0,0,0,0,4,2.645751311,0,6,2.645751311,0,4,2.645751311,1,3,0.244704535,1,5,2.592005653,0,2,0.171091698
17422,-1,3,0.388888887,0,0,0.275061756,3,3,1.974752904,1,5,1.767304309,0,0,0.018001586,0,0,0,-1,3,0.569393344,-1,3,0.364420289,3,9,1.242097105
17423,0,0,0.656517081,0,0,0.364395346,0,6,2.645751311,1,3,1.012703603,0,4,0.027265747,0,0,0,0,0,0.925645853,0,0,0.249375281,3,9,0.856085364
17424,0,2,0.228770811,1,9,1.360078915,0,0,0,3,3,2.645751311,1,11,0.944175192,2,6,1.250806287,0,4,0.299860884,1,9,1.631382618,2,4,0.726175224
17425,2,4,1.071825371,-1,5,1.039057421,0,0,0,0,0,0,-2,2,0.938500089,0,10,1.708708823,3,5,1.129216427,-1,3,1.38460682,2,2,0.957634412
17426,3,5,0.49434388,1,3,1.331104059,0,0,0,0,6,2.164147256,0,4,2.645751311,3,3,0.685000132,2,4,0.46553951,0,4,1.786206377,3,5,0.541500711
17427,1,3,0.206124095,0,4,0.444630229,0,0,0,0,12,1.113760052,0,0,0,0,2,0.014267165,1,5,0.28901021,0,4,0.603604757,0,0,0.252116972
17428,1,1,0.575025723,-1,5,1.582873124,0,0,0,-2,2,2.645751311,-3,3,2.645751311,0,6,2.645751311,2,2,0.630141718,-2,8,1.66934206,1,1,0.518025286
17429,-1,5,0.267213694,0,2,2.030674255,0,0,0,0,0,0,0,4,1.250830392,0,6,0.94779639,-2,4,0.29718138,2,2,0.968335692,0,2,0.432962789
17430,1,5,0.173377803,0,2,0.806252116,0,0,0,3,11,1.041475889,0,10,1.26866609,0,2,0.011010353,1,5,0.21079216,0,2,1.033557412,-1,3,0.423701623
17431,1,1,0.194930847,1,3,1.117015499,0,8,1.84931307,2,6,1.02003878,2,4,0.939388107,3,3,0.441658433,0,0,0.186007619,2,4,1.259276053,2,4,0.453512396
17432,-1,3,0.708751903,-3,5,0.982700428,0,0,0,-2,6,1.017602415,-3,3,0.68628489,0,6,1.71155837,-2,4,0.695055487,-3,5,1.054622228,-1,3,0.778758204
17433,1,5,0.55513753,2,10,1.588431896,0,4,2.645751311,3,5,1.149041971,0,6,2.645751311,1,1,0.097617533,2,8,0.561237749,1,7,2.142899468,0,4,0.90694143
17434,3,5,2.317386686,1,1,0.699153005,0,0,0,0,14,1.143464567,0,0,0.031806254,2,6,0.710025817,3,5,2.248661272,1,5,0.687330901,2,4,1.868523673
17435,-2,4,0.363263683,0,0,0.496428271,1,9,0.794670803,0,8,1.162422305,0,0,0.022225365,2,12,1.249944223,-2,4,0.380335382,0,0,0.58833126,-4,4,1.304080006
17436,1,3,0.128279893,0,4,1.093987001,0,0,0,1,1,2.645751311,0,8,1.247251105,1,9,0.941468431,0,2,0.170553953,0,4,1.248388886,0,6,0.483686859
17437,0,2,0.677346169,-1,3,0.713700865,0,0,0,0,0,0.436124562,0,0,0.031452753,0,2,0.078588202,-1,5,0.75041331,0,0,0.489178928,-1,5,0.627131006
17438,1,1,0.331576827,-3,5,0.699453557,0,0,0,0,0,0.336241541,0,0,0.018841984,1,1,0.127922649,1,5,0.388265544,-3,5,0.749864269,1,3,0.787984944
17439,0,4,0.095887845,0,0,0.183855411,0,0,0,0,2,0.484463943,0,0,0.008817596,2,4,0.936920952,0,2,0.12148996,1,3,0.449372871,-1,5,0.356476356
17440,1,5,0.294314653,1,5,0.50466158,0,0,0,-1,11,0.993894839,0,0,0.029770851,0,0,0,1,5,0.341713138,1,5,0.611577734,-1,3,0.790228915
17441,0,2,0.167184637,0,4,0.904159265,0,6,2.645751311,3,9,1.64641788,2,8,1.304939489,0,2,0.014710164,1,1,0.216890934,0,4,0.922312493,1,5,1.039821486
17442,0,6,0.337985689,0,2,0.84777528,0,0,0,1,3,0.512110108,0,8,1.713548379,0,0,0.022904319,1,3,0.28656256,0,4,1.032002216,1,5,0.684821684
17443,0,2,0.145083432,0,2,0.311059325,0,0,0,-1,3,0.419012964,2,10,0.937612819,0,2,0.00927736,1,3,0.201892527,0,2,0.250931253,1,1,0.17900608
17444,0,2,0.226455772,-1,9,0.745564698,0,0,0,-2,14,1.304032981,2,10,1.253123192,0,2,0.012717378,1,5,0.223321961,-1,5,0.830840178,2,6,0.511154675
17445,0,0,0.276132719,0,2,0.543936756,0,0,0,-1,5,0.807990683,0,0,0.027464768,2,6,1.262774613,0,0,0.392719637,0,6,1.22428961,0,4,1.670566242
17446,0,12,0.811120942,0,0,0.721833199,1,3,2.282353272,0,2,0.602194557,0,2,0.050649172,2,10,0.94010202,0,16,0.9279833,-1,1,0.754572141,1,7,1.599734487
17447,0,2,0.144604923,0,2,0.431756271,0,0,0,0,6,0.785761506,0,8,0.464969541,0,2,0.017218388,0,2,0.156720982,0,2,0.484529753,-1,7,0.414395539
17448,0,2,0.209369683,-2,6,1.372762335,0,0,0,0,0,0,-2,6,1.713049915,-2,8,1.249274063,0,0,0.392088376,-2,6,1.626925359,0,4,0.53072739
17449,1,3,0.215896462,1,11,0.961343203,0,0,0,-2,12,0.858600884,0,4,0.109924357,3,5,0.45275143,1,5,0.208549129,1,9,1.052983449,2,6,0.50936943
17450,1,1,0.597248661,3,5,0.650155284,0,6,2.645751311,4,4,0.638808987,3,5,0.44146922,0,2,0.114971416,1,1,0.621647843,4,6,0.737151261,0,2,0.543706746
