고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
15288,5,7,6,6,7,5,7,4,263,223,281,281,239,271,223,256
15289,9,7,10,10,9,9,8,9,82,110,118,100,117,145,153,90
15290,8,7,8,6,9,9,9,10,110,122,132,111,128,123,94,28
15291,6,4,8,5,8,3,7,6,78,118,68,85,73,93,62,95
15292,7,8,9,7,8,8,9,8,193,189,129,199,141,135,112,122
15293,10,10,9,9,9,8,8,8,81,90,123,157,134,162,185,133
15294,3,4,5,4,6,6,4,4,343,385,334,422,245,287,333,306
15295,9,10,8,8,7,7,8,8,124,107,181,152,143,171,144,184
15296,6,10,8,7,9,9,6,10,110,64,93,127,94,105,93,31
15297,4,5,5,5,3,8,8,9,176,203,260,275,286,124,77,63
15298,9,5,8,8,10,9,8,7,102,202,159,140,119,88,152,170
15299,4,3,2,2,2,2,1,2,43,59,92,91,81,99,107,63
15300,5,5,4,6,6,6,6,7,335,343,332,247,301,253,287,262
15301,10,10,10,9,9,10,7,6,13,2,9,30,101,58,142,174
15303,9,5,8,2,8,6,4,8,52,121,87,104,57,47,90,48
15304,8,8,10,10,10,8,8,8,156,119,92,90,46,198,173,152
15305,7,8,7,8,8,9,9,8,189,191,280,193,222,159,176,184
15306,9,5,4,3,4,3,7,5,33,78,74,80,86,93,75,119
15307,7,10,9,7,6,7,8,8,109,143,213,242,311,353,360,354
15309,4,5,10,6,8,10,10,10,211,226,73,212,153,88,86,48
15310,5,5,6,6,5,5,4,4,257,220,283,326,299,338,288,358
15311,2,6,1,6,1,1,5,5,91,120,108,103,100,95,62,115
15312,3,4,3,3,3,5,4,4,273,165,218,248,175,229,236,181
15313,5,8,7,9,9,10,8,9,187,165,173,112,107,61,69,71
15315,10,10,10,10,10,10,10,10,43,66,114,66,17,23,22,37
15316,9,10,8,9,9,9,10,10,192,186,253,237,164,244,203,184
15317,3,3,3,6,10,6,3,3,432,424,421,236,110,192,368,350
15318,5,5,4,4,5,3,4,4,47,70,71,47,61,96,119,75
15319,7,6,7,6,8,7,10,10,163,210,180,243,197,225,119,10
15320,7,8,7,8,10,10,6,6,123,199,220,212,173,193,239,173
15321,4,5,7,4,7,8,8,7,335,221,238,245,204,157,174,157
15322,6,7,7,5,7,4,6,7,79,77,101,96,94,156,104,128
15323,7,8,10,10,9,6,5,4,177,171,100,70,247,335,273,337
15324,2,6,7,2,3,4,6,7,317,275,268,255,253,362,286,272
15325,6,8,7,8,7,9,9,9,225,187,187,200,263,283,237,230
15326,6,4,6,6,10,10,9,10,169,155,174,179,46,22,43,29
15327,9,9,10,10,9,10,10,10,330,343,285,226,317,140,87,49
15328,7,8,6,9,8,8,8,9,393,372,423,396,349,366,367,293
15329,10,10,9,5,9,9,6,10,19,25,80,235,101,67,267,53
15330,2,2,2,1,1,1,1,1,123,120,152,193,115,192,116,139
15331,8,8,7,8,9,10,10,9,295,362,385,259,198,199,202,219
15332,9,9,10,10,9,7,10,9,136,125,115,104,121,165,131,131
15333,5,5,5,5,4,6,9,7,189,196,213,220,175,195,90,122
15334,2,2,2,2,2,2,2,3,94,62,60,56,94,83,60,51
15335,3,4,3,3,4,3,2,2,65,87,116,104,147,164,191,264
15336,3,2,3,4,5,3,3,3,115,214,256,201,161,259,205,271
15337,3,2,3,4,2,2,3,3,148,186,150,99,192,156,206,189
15338,6,7,7,8,7,8,6,7,367,290,331,290,266,305,279,208
15339,9,10,9,9,10,8,8,9,174,168,226,218,171,260,336,214
15340,6,9,4,6,5,4,1,2,119,69,110,97,97,95,115,177
15341,8,10,9,9,8,8,8,8,165,158,175,197,268,321,266,274
15342,1,1,1,2,1,1,2,1,236,194,225,178,199,134,165,116
15343,8,7,6,6,8,9,10,10,348,409,553,449,261,229,103,132
15344,6,4,5,4,3,4,4,4,93,94,94,105,106,115,118,146
15345,7,5,7,7,6,6,5,6,137,251,193,209,209,269,307,234
15346,9,8,5,8,7,7,4,6,119,138,194,160,238,252,363,276
15347,5,6,8,10,4,10,10,10,209,175,239,98,149,126,108,81
15348,9,10,9,9,10,7,9,10,132,76,184,162,123,151,184,130
15349,4,7,8,9,6,8,7,8,324,239,211,191,307,251,252,217
15350,7,2,1,1,1,1,1,1,101,168,83,109,123,97,83,85
15353,10,10,7,9,10,8,7,8,30,89,107,186,171,184,260,145
15354,2,2,3,1,1,1,3,3,372,321,337,250,352,368,258,107
15355,6,4,4,4,2,5,3,3,176,136,184,141,231,226,134,105
15356,1,1,3,2,1,3,2,2,144,165,191,139,196,173,102,108
15357,4,1,10,10,10,1,1,1,85,135,12,2,8,189,167,135
15358,8,8,8,9,9,7,6,7,316,307,266,239,221,329,295,257
15359,8,8,7,7,8,7,7,7,229,220,275,295,263,339,250,270
15360,5,2,4,3,3,2,3,2,27,67,42,69,62,96,100,83
15361,3,4,5,8,3,10,10,6,545,298,125,101,252,89,132,270
15362,3,5,4,4,4,2,4,2,66,96,74,79,93,135,74,105
15363,2,1,2,1,1,1,1,1,84,197,159,231,207,185,256,239
15364,10,10,9,9,8,7,9,5,60,67,123,94,189,102,116,130
15365,5,6,7,7,5,5,6,5,437,287,260,318,312,360,333,326
15366,10,8,8,7,7,7,6,4,75,152,107,95,106,104,163,204
15367,1,1,2,2,2,5,2,1,85,84,66,99,89,64,64,95
15368,7,8,10,8,7,8,8,8,292,330,176,414,531,356,428,366
15369,8,8,8,8,6,7,5,7,271,318,325,261,340,336,335,292
15370,3,4,6,5,2,3,3,4,50,47,40,94,96,96,103,98
15371,1,7,2,4,1,10,10,10,425,372,389,402,339,156,169,136
15372,10,10,8,5,4,6,4,5,83,62,123,261,252,221,268,268
15373,10,10,10,10,10,10,10,10,175,197,130,149,222,195,161,160
15374,4,3,8,2,2,2,2,1,44,56,75,72,53,65,71,97
15375,9,9,7,6,6,5,2,7,200,200,230,226,324,270,283,221
15376,10,10,10,10,10,10,10,10,255,323,360,272,285,284,219,264
15377,7,7,9,4,5,10,10,10,47,108,79,152,100,60,41,15
15378,8,7,7,8,7,8,6,7,322,366,422,398,466,440,519,410
15379,9,9,5,7,5,5,6,6,104,207,368,327,403,397,355,275
15380,9,10,9,10,8,10,10,10,222,179,214,197,223,185,125,109
15382,3,2,4,2,4,4,5,2,61,130,117,141,79,79,80,98
15383,4,3,4,5,5,6,6,4,84,105,59,70,106,141,118,122
15384,1,1,1,2,1,2,1,2,74,76,115,62,91,117,110,140
15385,5,6,7,4,7,8,4,5,178,286,210,241,182,237,292,311
15386,9,9,10,10,10,9,9,8,113,115,74,77,63,91,96,137
15387,7,5,3,6,5,5,4,6,194,263,346,181,272,261,365,268
15388,4,5,5,4,6,4,4,5,189,200,222,333,266,373,362,315
15389,9,3,6,5,4,5,8,7,12,43,73,95,107,243,242,220
15390,10,7,9,9,6,7,8,7,72,105,153,122,186,201,191,198
15391,4,4,6,9,8,9,9,7,161,96,50,24,89,44,61,59
15392,10,6,4,4,3,3,3,6,64,90,79,105,73,96,95,63
15393,8,8,8,9,9,8,8,10,259,243,244,210,216,248,244,178
15394,10,1,1,1,1,1,1,1,15,61,100,223,582,199,118,117
15395,10,9,10,10,10,9,10,9,159,177,159,128,171,194,160,134
15396,9,9,8,8,9,10,9,9,183,143,239,267,180,142,205,203
15397,8,4,4,3,9,10,2,4,56,123,99,130,14,40,167,107
15398,5,6,4,3,4,5,2,3,65,61,74,106,70,121,329,369
15399,3,2,4,2,3,3,3,4,64,65,55,98,26,58,82,62
15400,8,8,8,8,8,7,6,7,270,341,304,352,379,327,496,324
15401,8,8,6,6,5,7,6,6,163,177,216,236,270,243,219,158
15403,10,8,9,10,9,8,8,10,118,194,90,92,164,181,135,93
15404,9,10,10,10,10,9,10,9,236,209,202,203,199,206,200,165
15405,2,3,3,3,1,3,4,3,84,73,78,82,86,90,85,110
15406,7,8,7,7,9,8,6,6,212,212,160,167,174,164,166,143
15407,5,7,7,6,5,8,5,6,291,222,250,242,244,202,215,169
15409,7,9,4,5,4,6,4,5,80,124,326,334,348,330,287,243
15410,7,6,7,8,7,6,8,4,212,339,286,194,311,360,212,445
15412,10,10,9,4,4,4,3,9,24,19,95,206,151,171,166,47
15413,8,9,7,8,8,9,10,9,198,197,236,238,223,238,198,192
15414,7,8,8,9,8,9,8,8,311,274,237,247,234,243,259,252
15416,8,8,8,9,8,8,8,7,237,269,263,246,273,272,289,276
15417,3,3,5,3,5,2,4,3,109,120,80,117,96,126,99,124
15418,5,5,6,5,6,8,9,8,160,102,155,142,128,127,139,79
15419,5,4,5,5,6,6,3,4,98,105,90,88,49,78,99,71
15420,8,5,4,6,6,5,5,6,103,274,300,267,251,341,349,252
15421,10,10,9,9,7,5,6,4,53,111,77,167,214,303,342,316
15422,10,9,10,10,10,10,10,6,10,8,6,1,1,7,4,8
15423,3,3,3,3,3,4,6,2,102,196,102,105,149,91,98,152
15424,8,6,7,9,9,8,9,8,373,484,465,372,356,395,389,369
15425,6,6,5,8,3,4,3,4,61,67,84,95,103,102,112,93
15426,10,10,10,10,9,10,10,10,96,118,94,152,228,187,40,13
15427,10,7,9,10,10,5,10,9,10,128,132,76,46,141,78,47
15428,3,7,6,6,5,6,4,4,314,267,240,343,425,349,412,372
15429,2,2,3,3,3,3,2,4,276,429,256,278,311,202,305,262
15430,7,8,9,9,9,8,9,9,269,226,153,160,146,188,181,152
15431,8,9,9,8,9,8,8,7,297,221,299,349,281,443,390,380
15432,8,5,3,6,5,3,5,7,61,95,135,57,50,94,49,22
15433,10,10,4,10,10,10,10,9,16,2,338,44,30,40,38,64
15434,6,6,7,6,7,5,4,5,438,435,356,493,317,499,472,492
15435,5,5,5,7,8,7,5,5,501,594,660,531,462,537,552,538
15436,3,3,4,7,5,4,5,9,348,363,394,141,175,261,178,92
15437,9,10,10,9,8,8,5,7,123,123,150,156,171,271,353,283
15438,7,8,7,7,8,7,10,9,247,225,198,235,249,194,106,164
15439,9,9,10,9,10,10,10,8,117,127,145,150,94,88,131,133
15440,2,3,2,1,1,1,1,1,193,179,201,241,172,236,217,217
15441,8,6,6,6,6,6,9,6,154,249,203,142,187,164,114,215
15442,5,4,4,4,4,9,10,10,350,428,482,499,490,183,35,50
15443,7,5,3,6,6,4,5,4,96,140,184,150,146,203,200,160
15444,10,9,7,6,7,9,9,7,70,114,141,138,143,156,131,152
15445,10,10,10,10,8,6,5,5,120,93,154,223,298,512,496,528
15446,8,8,8,10,10,9,8,9,136,201,164,125,142,201,266,176
15447,4,7,6,6,6,6,5,9,260,273,241,262,222,249,196,126
15448,8,9,7,8,7,10,7,5,350,327,316,397,356,298,307,345
15449,8,7,9,9,9,9,10,10,145,189,207,220,258,214,111,116
15450,10,10,9,10,10,10,10,10,142,188,223,187,199,242,175,176
15451,10,9,9,8,10,10,9,7,56,104,103,121,77,96,123,115
15452,7,5,8,6,7,7,8,4,136,164,146,257,272,215,177,166
15453,7,7,7,5,5,6,7,7,363,419,409,434,508,559,400,354
15454,7,7,2,3,3,4,5,8,281,239,278,291,291,238,253,239
15455,4,7,8,7,8,9,8,9,245,292,248,293,209,253,222,141
15456,4,2,5,3,2,1,2,1,64,98,40,133,184,224,193,101
15457,8,7,7,8,9,9,7,8,155,162,193,144,158,126,190,191
15458,8,6,9,10,6,6,6,7,131,149,133,104,177,190,280,157
15459,9,7,9,9,8,7,8,7,171,167,147,163,203,158,200,187
15460,8,8,7,9,9,8,9,8,297,254,290,274,269,324,304,335
15461,2,1,2,1,2,2,2,2,127,173,144,137,127,105,132,71
15462,7,8,7,8,8,8,8,8,254,286,265,265,255,297,321,292
15463,7,6,6,7,8,5,7,6,211,236,224,265,234,272,252,294
15464,7,7,5,5,6,7,7,6,249,351,436,449,290,358,283,378
15465,3,10,7,10,10,10,5,10,161,126,212,81,107,147,86,118
15466,10,10,10,10,10,6,8,5,24,14,68,64,14,216,343,248
15467,7,5,4,6,6,8,5,5,234,268,271,326,279,207,276,190
15468,7,4,4,4,5,4,7,4,108,157,160,111,166,94,102,148
15469,4,3,5,4,6,3,2,3,161,164,132,128,109,254,389,294
15470,3,2,4,6,4,4,3,4,438,578,332,322,380,459,706,346
15471,10,10,9,10,10,8,10,9,3,10,68,39,71,95,63,64
15472,8,9,7,9,7,8,8,7,214,183,285,240,305,322,234,266
15473,9,9,9,10,7,10,10,9,151,168,158,160,222,202,214,213
15475,1,1,1,1,1,1,1,1,171,250,137,187,140,137,92,74
15477,7,8,5,5,7,7,5,7,163,191,385,451,320,330,352,308
15478,7,8,9,8,10,10,10,10,224,212,248,285,152,219,191,32
15479,4,3,4,6,4,4,7,4,205,143,153,129,137,147,97,216
15480,6,6,6,6,8,5,3,3,443,452,511,484,397,594,662,670
15481,5,7,6,9,7,7,6,4,536,397,424,344,373,468,555,581
15482,10,6,8,9,10,10,10,10,25,43,37,26,48,17,34,47
15483,7,6,9,7,9,7,9,8,178,184,136,160,145,161,142,139
15484,3,5,2,4,4,4,3,4,131,116,197,275,198,278,226,220
15485,6,5,5,4,4,4,3,4,243,281,293,298,245,284,320,237
15486,3,3,2,5,3,2,2,3,105,135,230,132,137,143,129,142
15487,9,7,9,8,9,8,8,9,184,196,181,215,178,194,201,166
15488,6,7,6,8,5,8,6,8,224,270,250,191,284,213,234,202
15489,1,1,1,1,4,2,1,1,53,71,133,92,52,65,113,90
15490,8,9,9,10,9,8,9,9,277,313,264,266,300,328,319,322
15491,5,4,4,5,5,7,8,8,149,121,158,191,150,132,134,115
15493,1,2,1,2,2,5,5,5,177,254,336,241,164,55,75,88
15494,8,10,9,10,10,10,9,6,240,172,144,166,137,131,149,109
15495,7,5,5,5,4,4,3,3,113,126,133,151,121,164,159,105
15496,5,8,6,9,7,4,5,5,74,53,64,39,61,53,91,91
15497,8,8,7,9,10,9,6,8,295,278,315,184,196,284,260,225
15498,5,3,2,3,2,4,3,2,100,127,137,110,97,76,107,116
15499,5,10,10,10,8,9,10,7,101,113,131,133,165,167,150,269
15500,9,8,6,10,10,10,10,10,142,198,243,102,89,88,89,98
15501,5,4,5,5,6,7,5,8,117,179,212,146,54,55,77,74
15502,5,10,7,10,9,9,4,10,133,64,56,87,45,93,64,63
15503,8,9,8,9,9,9,8,10,56,46,41,47,34,32,30,33
15504,10,9,10,10,10,9,8,8,151,211,188,97,167,236,259,277
15505,7,8,8,8,3,3,3,9,113,111,101,86,99,113,85,77
15506,1,1,1,1,1,2,1,2,66,110,73,101,137,82,136,127
15507,9,6,7,8,7,6,5,7,151,260,224,189,230,324,296,238
15508,4,1,1,2,1,2,2,2,123,186,192,162,268,230,157,316
15509,6,7,4,5,4,4,7,3,92,72,125,103,98,109,101,123
15510,1,2,1,3,3,3,3,2,74,83,113,51,74,38,36,65
15511,10,5,4,5,5,4,5,3,128,261,310,373,367,389,439,539
15512,3,3,3,3,3,3,3,3,294,394,323,304,285,331,404,414
15513,3,4,3,3,3,3,3,4,585,464,549,620,547,662,515,493
15514,6,5,5,7,6,6,5,6,303,338,342,252,257,313,304,256
15515,8,8,9,9,9,6,9,5,194,164,169,119,151,176,219,211
15516,8,8,8,9,10,8,8,9,225,275,263,256,148,255,296,183
15517,2,2,2,2,2,2,10,6,94,113,122,104,120,114,49,33
15518,6,7,6,9,10,10,10,10,162,193,285,136,15,14,7,29
15519,6,4,6,5,5,4,7,8,226,297,171,336,346,305,153,147
15520,10,10,10,9,9,10,10,10,90,125,111,124,139,100,145,109
15521,8,4,4,5,6,4,4,3,80,123,96,138,186,196,175,224
15522,10,4,8,9,7,6,6,6,8,113,51,60,55,104,80,99
15523,1,1,1,1,1,1,1,1,47,59,67,61,72,80,49,64
15524,10,8,9,8,10,9,9,7,14,116,101,150,92,133,118,113
15525,5,8,5,6,5,6,6,8,215,218,352,385,344,364,294,263
15526,8,9,6,7,5,8,8,4,224,200,278,289,359,309,250,257
15527,6,5,5,4,5,4,3,5,113,160,167,123,143,187,204,170
15528,7,8,8,9,8,9,8,5,199,199,166,115,161,165,156,190
15529,9,9,10,9,9,9,8,8,176,164,147,203,178,218,249,269
15530,6,5,4,4,4,4,3,4,377,434,532,500,508,501,518,499
15531,8,9,8,9,8,10,9,8,137,133,136,109,144,91,95,125
15532,2,3,3,3,2,5,6,6,117,100,113,88,161,95,110,105
15533,1,1,2,1,2,2,3,2,127,131,69,132,76,163,145,209
15534,10,10,10,10,10,10,10,10,40,21,21,23,9,20,70,24
15535,7,9,10,7,7,7,5,6,107,53,59,86,150,243,182,208
15536,8,5,10,10,7,7,8,9,113,133,77,85,140,152,148,120
15537,4,4,6,6,9,4,6,5,61,95,54,59,53,68,51,95
15538,6,6,5,8,9,6,7,7,139,168,199,156,132,160,141,172
15539,7,6,7,6,7,5,6,6,230,323,301,340,300,367,357,356
15540,7,6,6,5,7,8,7,6,288,270,337,318,235,220,263,208
15541,3,3,7,4,3,1,2,1,49,54,47,57,74,89,54,64
15542,7,6,6,7,7,6,7,8,355,441,435,407,384,429,428,324
15543,9,10,8,7,10,10,9,10,138,157,199,151,155,219,265,206
15544,7,8,6,8,9,7,8,9,283,274,326,276,250,333,183,56
15545,9,7,9,6,9,9,4,5,78,80,84,91,68,103,133,48
15546,10,9,10,10,10,10,10,8,58,94,49,34,103,123,131,179
15547,2,2,2,2,2,2,1,3,70,118,103,141,83,154,177,152
15548,7,9,6,8,6,10,9,10,326,238,321,318,310,171,156,158
15549,6,8,6,7,9,6,9,4,143,140,121,123,60,75,82,146
15550,7,7,5,7,5,6,7,5,211,262,227,290,323,316,338,343
15551,6,10,10,9,5,6,4,6,38,5,56,127,169,146,164,118
15552,9,8,9,10,8,9,8,10,161,222,228,165,247,227,243,98
15553,6,8,7,7,6,7,7,7,370,293,338,373,329,378,331,333
15554,10,10,10,10,10,10,10,9,48,59,71,51,60,70,72,78
15555,5,5,4,6,8,7,5,7,327,265,373,290,221,241,358,237
15556,10,9,9,9,10,10,9,9,93,187,235,221,166,203,200,203
15557,7,7,8,8,6,6,6,7,281,255,208,245,246,333,285,261
15558,8,7,8,9,9,8,7,7,195,236,219,145,153,258,263,181
15559,8,8,6,6,6,6,4,5,108,116,154,163,152,163,305,287
15560,10,6,4,6,8,7,7,8,40,177,213,259,212,251,216,178
15561,7,5,9,5,8,6,4,6,137,157,120,193,81,136,212,137
15562,9,10,10,10,10,10,9,10,171,136,213,246,298,267,242,243
15564,6,7,9,6,10,8,8,9,244,261,151,184,168,277,254,169
15565,1,1,1,1,1,1,2,1,96,87,48,70,57,61,30,74
15566,10,7,9,10,9,8,8,9,174,262,219,172,225,274,313,219
15567,7,7,9,5,6,6,6,7,110,145,124,197,188,213,197,127
15568,10,10,10,10,10,8,10,10,289,253,198,216,228,455,333,180
15569,10,9,10,10,10,9,10,9,73,85,65,78,64,77,74,70
15570,1,2,2,2,6,2,2,2,153,118,144,106,68,118,74,73
15571,10,10,10,9,9,8,9,9,211,235,231,263,280,342,227,227
15572,4,6,5,8,3,7,7,6,312,377,472,360,320,405,457,406
15573,5,4,7,7,6,6,5,7,82,116,105,105,81,111,112,51
15574,2,6,3,1,2,2,2,2,74,26,132,197,110,126,125,166
15575,5,9,6,9,6,3,9,10,104,110,100,95,87,101,48,1
15576,4,4,4,4,3,4,4,6,421,415,429,421,460,401,297,273
15577,10,10,10,9,6,7,7,6,139,118,137,173,218,239,342,259
15578,10,10,10,10,10,10,9,8,61,39,16,53,66,119,89,69
15579,9,9,10,9,10,9,9,10,132,125,98,146,95,183,161,124
15580,6,4,6,6,4,9,8,6,277,249,259,225,259,197,149,135
15581,4,4,4,5,4,4,5,5,414,425,405,369,384,401,368,413
15582,9,9,9,9,8,9,9,9,116,104,160,139,141,130,139,127
15583,5,7,8,10,7,6,7,4,269,165,128,123,142,165,142,259
15584,10,6,5,5,6,6,4,4,74,84,233,259,232,243,345,364
15585,4,6,6,5,7,9,8,9,267,226,218,221,199,128,146,111
15586,9,10,6,7,8,6,5,5,156,17,238,277,256,304,331,355
15587,1,1,1,2,1,1,1,2,155,154,175,132,118,194,133,72
15588,10,10,10,10,10,10,10,10,15,17,15,39,50,57,65,48
15589,5,6,4,9,8,5,5,7,222,263,238,229,277,280,288,207
15590,6,6,10,8,6,9,7,6,88,84,63,95,97,86,145,198
15592,4,3,1,2,3,2,3,3,105,133,171,258,211,186,163,126
15593,6,9,9,7,7,4,5,6,145,101,109,197,253,310,268,255
15594,5,6,3,3,2,2,3,3,174,159,190,218,328,283,187,75
15595,10,3,4,4,3,3,3,4,18,46,104,137,133,152,152,96
15597,7,7,6,5,6,6,5,5,218,231,257,281,286,212,258,235
15598,4,6,5,6,6,6,6,8,276,240,239,189,226,269,260,184
15599,1,1,2,1,1,2,2,3,97,111,67,81,76,45,43,50
15600,4,9,9,3,2,3,10,8,33,27,30,123,122,116,22,23
15602,2,2,2,2,1,2,2,1,170,168,148,163,184,158,170,188
15603,4,4,3,4,5,5,4,5,360,358,436,432,381,325,375,386
15604,7,7,9,8,8,8,8,6,214,190,137,178,164,184,171,123
15605,8,9,9,6,10,10,10,10,143,162,152,190,141,171,122,86
15606,1,1,2,1,1,1,1,1,76,101,112,151,91,139,127,85
15607,3,5,3,6,5,4,4,3,80,85,109,77,126,128,135,133
15608,8,9,9,9,9,8,9,8,185,153,128,121,127,168,168,147
15609,1,1,1,3,1,1,1,1,120,149,111,73,155,162,87,100
15610,8,7,6,5,6,4,4,4,237,289,320,359,425,460,397,438
15611,7,5,8,5,7,4,3,3,164,166,185,258,125,191,162,211
15612,2,1,2,2,2,2,3,3,69,83,85,110,67,87,78,49
15613,7,3,2,4,5,3,1,2,33,71,69,97,50,105,148,122
15614,5,2,4,3,2,2,2,2,55,82,66,64,107,183,112,95
15615,1,1,1,1,1,1,2,7,124,109,101,132,90,113,65,11
15616,2,1,1,1,10,1,1,3,63,68,66,81,14,61,90,45
15617,3,2,2,4,4,1,3,1,73,86,118,63,107,138,135,141
15618,9,9,9,9,10,9,8,10,229,231,234,204,210,227,290,212
15619,7,10,7,9,9,9,7,9,199,138,167,157,170,182,213,170
15620,1,1,1,1,1,1,1,1,129,117,111,105,107,136,86,124
15621,1,1,1,2,3,1,2,1,115,101,70,81,76,90,95,154
15622,4,3,5,3,3,2,4,2,59,80,88,114,82,112,101,82
15623,2,2,3,1,2,1,2,3,72,70,45,133,62,59,64,45
15624,2,1,3,3,3,3,1,4,167,169,186,152,139,151,139,119
15625,9,7,10,10,6,8,6,6,167,383,194,178,390,363,521,333
15626,3,2,9,1,7,3,5,7,125,154,57,131,69,71,54,65
15627,1,2,3,2,5,2,2,3,106,59,111,81,137,156,141,103
15628,7,8,8,7,7,6,6,7,264,266,284,281,321,368,350,292
15629,5,3,3,3,3,5,4,5,109,153,235,236,372,199,191,178
15630,1,2,3,2,3,1,1,1,84,80,75,74,71,71,109,60
15631,10,10,10,9,10,8,10,8,140,135,187,269,72,45,181,256
15632,10,10,9,9,10,9,8,9,129,211,330,372,236,287,365,337
15633,9,10,9,9,10,9,9,8,113,146,208,170,153,211,184,164
15634,2,3,2,1,1,1,1,1,252,238,206,308,365,279,183,252
15635,7,7,7,8,7,7,8,9,272,280,264,179,227,275,268,176
15636,1,2,1,1,1,1,1,1,80,72,81,69,47,61,54,96
15637,1,2,1,2,2,2,1,2,97,178,200,101,55,65,83,176
15638,3,2,4,2,1,1,2,5,192,205,150,315,317,364,258,234
15639,6,8,8,8,7,4,7,6,175,185,167,185,199,219,171,200
15640,3,2,2,2,5,3,3,4,69,91,83,66,50,83,92,127
15641,4,4,5,5,8,8,6,7,120,131,108,97,88,95,98,111
15642,10,10,10,9,8,4,7,6,130,69,69,145,203,297,261,237
15643,1,1,1,2,2,2,1,1,84,105,156,77,46,40,62,98
15644,3,3,3,3,4,3,4,4,283,346,329,415,380,413,381,315
15645,4,5,4,4,4,4,10,9,434,355,420,442,452,440,41,47
15646,1,1,2,1,1,1,2,1,65,111,83,79,75,93,92,73
15647,1,1,1,1,1,2,8,3,148,149,149,131,49,36,45,42
15648,4,2,1,1,1,2,2,3,70,102,135,112,157,96,104,88
15649,4,4,3,5,5,3,4,3,91,163,93,106,88,106,117,107
15650,10,10,10,10,9,9,6,6,110,196,181,194,224,156,251,194
15651,3,4,7,5,5,5,6,4,172,146,138,142,122,174,154,140
15652,10,9,10,8,8,9,9,8,157,213,160,164,218,237,215,259
15653,2,1,3,3,2,3,4,10,60,153,84,96,170,75,34,4
15654,7,7,5,8,9,7,9,9,208,206,259,234,180,222,163,151
15655,4,2,4,3,1,4,4,3,178,248,159,195,160,99,112,96
15656,2,2,8,3,2,4,4,4,308,291,132,250,280,254,242,316
15657,9,9,10,10,10,10,10,10,205,282,219,245,257,250,218,227
15658,8,8,9,8,7,8,10,10,347,350,272,351,335,309,156,111
15659,2,1,2,2,2,1,1,3,136,118,96,73,77,135,74,44
15660,6,7,10,7,6,9,8,7,482,389,198,532,485,348,325,444
15661,1,7,7,2,1,1,1,1,138,38,15,75,152,186,148,146
15662,5,5,3,8,6,3,4,7,73,95,122,61,77,104,118,99
15664,3,2,2,3,2,5,4,2,170,230,170,167,121,117,109,129
15665,3,5,3,3,4,3,3,2,47,40,61,46,50,45,75,64
15666,6,6,6,5,5,5,6,6,259,252,306,373,397,357,307,317
15667,1,2,3,3,2,2,3,2,215,238,195,196,267,143,168,157
15668,2,1,7,7,7,5,6,2,41,195,46,65,71,73,84,185
15669,5,6,5,5,6,8,6,9,87,93,116,147,76,87,120,72
15670,8,6,5,5,4,4,6,4,135,182,168,232,238,180,165,137
15671,4,5,5,10,7,6,7,10,100,111,138,117,149,183,118,108
15672,10,10,10,10,10,10,10,10,172,159,169,162,146,169,184,173
15673,8,7,8,8,8,6,6,7,92,48,59,88,75,101,138,66
15675,3,3,1,3,3,6,4,3,81,106,81,68,86,65,52,44
15676,6,7,9,8,9,7,9,5,87,95,88,112,83,73,92,97
15677,10,10,10,10,10,9,8,8,109,145,148,197,225,333,322,332
15678,6,7,9,7,6,9,5,7,277,258,192,267,244,146,377,190
15679,2,2,2,2,2,2,2,3,105,211,181,126,135,176,98,113
15680,9,6,6,5,5,5,5,7,242,388,412,525,538,518,405,457
15681,4,8,6,8,8,6,7,8,277,250,296,218,271,286,260,250
15682,4,4,4,4,5,7,7,5,156,123,184,207,268,232,249,265
15683,6,7,8,7,6,6,7,5,350,304,266,295,387,498,370,464
15684,9,7,8,10,8,7,9,8,147,257,173,193,265,299,204,197
15685,1,1,1,1,1,1,2,1,55,95,52,76,64,118,57,79
15686,7,4,8,7,10,7,7,8,78,121,73,76,52,80,73,47
15687,1,1,1,1,1,1,1,1,200,196,214,262,194,240,242,251
15688,9,8,7,8,9,8,7,6,110,137,223,221,176,224,232,240
15689,4,3,3,2,3,3,4,2,143,171,150,144,106,143,111,103
15690,6,9,7,7,7,6,8,7,335,131,157,281,316,381,283,274
15691,5,3,7,7,7,7,7,5,382,389,271,290,230,226,196,188
15692,8,8,9,7,7,7,7,6,256,288,249,309,322,392,356,390
15693,7,10,9,9,7,8,8,8,201,151,144,154,227,210,170,190
15694,7,4,2,6,6,4,8,6,144,140,210,201,151,173,130,110
15695,2,2,4,4,4,5,4,7,423,386,389,452,376,365,362,244
15696,6,3,7,4,6,6,7,6,192,182,167,169,180,146,191,206
15698,10,10,10,10,10,10,10,10,39,31,21,45,24,34,32,30
15699,4,3,3,5,5,8,6,4,286,250,261,209,273,208,276,265
15700,6,6,5,8,7,7,7,6,323,343,358,293,350,391,313,380
15701,10,10,10,10,10,10,10,9,87,79,22,20,21,17,35,49
15702,10,3,4,5,5,4,4,6,5,84,138,111,139,129,130,80
15703,2,1,2,1,2,5,2,1,65,84,52,81,84,36,55,68
