고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타품구매횟수,편의품총구매액,선매품총구매액,전문품총구매액,기타품총구매액,편의품객단가,선매품객단가,전문품객단가,기타품객단가,편의품구매비율(%),선매품구매비율(%),전문품구매비율(%),기타품구매비율(%)
13356,1119.0,161.0,0.0,49.0,6135096.0,4584599.0,0.0,858003.0,5482.659517426274,28475.770186335405,0.0,17510.26530612245,11.92,61.91,0.0,38.02
13357,2146.0,82.0,0.0,20.0,12211878.0,1432106.0,0.0,194538.0,5690.530288909599,17464.70731707317,0.0,9726.9,20.93,64.18,0.0,35.66
13358,208.0,74.0,0.0,188.0,1916384.0,6165727.0,0.0,2076829.0,9213.384615384615,83320.63513513513,0.0,11046.962765957447,9.76,88.28,0.0,11.69
13359,2937.0,158.0,1.0,22.0,12618927.0,1213158.0,122915.0,88187.0,4296.536261491317,7678.215189873417,122915.0,4008.5,3.19,5.7,91.31,2.98
13360,212.0,208.0,2.0,42.0,2617086.0,43582869.0,1009840.0,667717.0,12344.745283018869,209533.02403846156,504920.0,15898.02380952381,1.69,28.69,69.13,2.18
13361,1523.0,177.0,0.0,131.0,10647249.0,5994025.0,0.0,1297134.0,6990.971109652002,33864.54802259887,0.0,9901.786259541985,15.97,77.35,0.0,22.58
13362,655.0,326.0,12.0,27.0,14180442.0,35781855.0,2906638.0,1469375.0,21649.529770992365,109760.29141104294,242219.8333333333,54421.2962962963,5.33,27.01,59.6,13.39
13363,1606.0,54.0,0.0,58.0,8642661.0,1056344.0,0.0,350639.0,5381.482565379825,19561.925925925927,0.0,6045.5,21.02,76.33,0.0,23.52
13364,370.0,125.0,0.0,62.0,2460178.0,10310653.0,0.0,651620.0,6649.12972972973,82485.224,0.0,10510.0,7.15,88.69,0.0,11.29
13365,347.0,152.0,2.0,36.0,25670738.0,38875503.0,4793832.0,743962.0,73979.0720461095,255759.88815789475,2396916.0,20665.61111111111,2.77,9.57,89.66,0.77
13366,1370.0,153.0,0.0,64.0,8222801.0,9111725.0,0.0,825559.0,6002.044525547445,59553.75816993464,0.0,12899.359375,8.28,82.19,0.0,17.78
13367,921.0,103.0,0.0,4.0,9095136.0,6820858.0,0.0,262346.0,9875.28338762215,66221.92233009709,0.0,65586.5,7.49,50.24,0.0,49.74
13368,1444.0,27.0,0.0,1.0,22503989.0,1258242.0,0.0,74887.0,15584.479916897508,46601.55555555556,0.0,74887.0,12.83,38.35,0.0,61.62
13369,1352.0,39.0,1.0,121.0,6738777.0,710438.0,9644.0,735181.0,4984.302514792899,18216.358974358973,9644.0,6075.876033057852,14.69,53.65,28.36,17.85
13370,239.0,16.0,0.0,9.0,1940443.0,873132.0,0.0,124556.0,8119.008368200837,54570.75,0.0,13839.555555555557,11.87,79.76,0.0,20.2
13371,2278.0,14.0,0.0,3.0,11803555.0,813846.0,0.0,11123.0,5181.543020193152,58131.857142857145,0.0,3707.6666666666665,8.38,93.99,0.0,5.99
13372,254.0,151.0,16.0,37.0,3504096.0,25046976.0,7456511.0,468190.0,13795.653543307086,165874.0132450331,466031.9375,12653.783783783783,2.14,25.73,72.3,1.96
13373,2318.0,83.0,1.0,53.0,9971907.0,1305006.0,11262.0,329414.0,4301.944348576359,15722.963855421687,11262.0,6215.358490566037,12.96,47.34,33.86,18.67
13374,1442.0,73.0,0.0,10.0,8709438.0,3843875.0,0.0,184626.0,6039.832177531207,52655.82191780822,0.0,18462.6,8.49,74.03,0.0,25.93
13375,769.0,112.0,5.0,161.0,6122746.0,6710957.0,1452530.0,1044100.0,7961.958387516255,59919.25892857143,290506.0,6485.093167701863,2.23,16.79,81.39,1.82
13376,202.0,150.0,144.0,50.0,1992993.0,14065101.0,876679629.0,753524.0,9866.30198019802,93767.34,6088052.979166667,15070.48,0.16,1.51,98.24,0.24
13377,480.0,65.0,0.0,3.0,8248605.0,4305607.0,0.0,222579.0,17184.59375,66240.10769230769,0.0,74193.0,12.24,47.16,0.0,52.81
13378,638.0,69.0,2.0,16.0,8151689.0,3032104.0,70048.0,408882.0,12776.942006269592,43943.536231884056,35024.0,25555.125,12.22,42.04,33.49,24.43
13379,1449.0,27.0,0.0,9.0,4917304.0,463139.0,0.0,69730.0,3393.584541062802,17153.296296296296,0.0,7747.777777777777,13.63,68.85,0.0,31.01
13380,1240.0,92.0,0.0,27.0,8383003.0,4139159.0,0.0,169496.0,6760.48629032258,44990.858695652176,0.0,6277.62962962963,13.19,87.73,0.0,12.22
13381,2274.0,35.0,0.0,2.0,18771164.0,875722.0,0.0,17399.0,8254.689533861037,25020.628571428573,0.0,8699.5,24.48,74.15,0.0,25.72
13382,1718.0,47.0,7.0,1.0,11223211.0,2435217.0,17118722.0,21238.0,6532.718859138533,51813.12765957447,2445531.714285714,21238.0,0.26,2.06,97.1,0.84
13383,1212.0,44.0,0.0,5.0,5344050.0,2149728.0,0.0,129829.0,4409.282178217822,48857.454545454544,0.0,25965.8,5.89,65.29,0.0,34.67
13384,811.0,92.0,0.0,13.0,6757935.0,7183112.0,0.0,896409.0,8332.842170160297,78077.30434782608,0.0,68954.53846153847,5.67,53.1,0.0,46.88
13385,2492.0,8.0,0.0,9.0,9133272.0,45855.0,0.0,134653.0,3665.0369181380415,5731.875,0.0,14961.444444444443,17.71,27.68,0.0,72.14
13386,1248.0,30.0,0.0,2.0,5942767.0,509771.0,0.0,7234.0,4761.832532051282,16992.366666666665,0.0,3617.0,23.11,82.36,0.0,17.46
13387,1164.0,8.0,0.0,1.0,3835824.0,643490.0,0.0,4434.0,3295.381443298969,80436.25,0.0,4434.0,3.88,94.77,0.0,5.22
13388,2148.0,16.0,0.0,2.0,9176647.0,363613.0,0.0,91472.0,4272.182029795158,22725.8125,0.0,45736.0,6.24,33.19,0.0,66.77
13389,590.0,88.0,1.0,45.0,14096816.0,9229052.0,5355292.0,797297.0,23892.90847457627,104875.59090909093,5355292.0,17717.71111111111,0.44,1.91,97.76,0.32
13390,3172.0,13.0,0.0,1.0,11807626.0,684934.0,0.0,5321.0,3722.454602774275,52687.230769230766,0.0,5321.0,6.42,90.82,0.0,9.16
13391,917.0,71.0,0.0,7.0,8373715.0,6473205.0,0.0,217320.0,9131.641221374046,91171.9014084507,0.0,31045.714285714286,7.47,74.59,0.0,25.38
13392,1437.0,127.0,0.0,49.0,7906902.0,4996580.0,0.0,803004.0,5502.367432150313,39343.149606299216,0.0,16387.836734693876,9.87,70.58,0.0,29.36
13393,797.0,154.0,0.0,6.0,9633885.0,17967087.0,0.0,370328.0,12087.685069008783,116669.3961038961,0.0,61721.333333333336,6.78,65.4,0.0,34.58
13394,898.0,118.0,9.0,133.0,6367081.0,17838953.0,10150215.0,2202639.0,7090.290645879732,151177.56779661018,1127801.6666666667,16561.195488721805,0.55,11.67,87.05,1.28
13395,1789.0,11.0,0.0,4.0,7189415.0,100972.0,0.0,148769.0,4018.6780324203455,9179.272727272728,0.0,37192.25,8.67,19.79,0.0,80.16
13396,691.0,51.0,0.0,22.0,5846734.0,1798716.0,0.0,342100.0,8461.264833574529,35268.94117647059,0.0,15550.0,16.65,69.38,0.0,30.55
13397,484.0,209.0,2.0,38.0,5551886.0,24317294.0,10325387.0,796356.0,11470.838842975209,116350.68899521531,5162693.5,20956.736842105263,0.22,2.2,97.41,0.4
13398,404.0,94.0,0.0,274.0,2419134.0,2281939.0,0.0,2557039.0,5987.955445544554,24275.94680851064,0.0,9332.259124087592,17.82,72.19,0.0,27.69
13399,2228.0,8.0,0.0,0.0,9725013.0,135427.0,0.0,0.0,4364.907091561939,16928.375,0.0,0.0,25.78,99.85,0.0,0.0
13400,1066.0,93.0,1.0,87.0,7207641.0,6692358.0,417185.0,714234.0,6761.389305816135,71960.83870967742,417185.0,8209.586206896553,1.36,14.47,83.88,1.65
13401,1150.0,108.0,1.0,63.0,9407834.0,3049091.0,127609.0,417177.0,8180.725217391305,28232.324074074077,127609.0,6621.857142857143,5.04,17.38,78.54,4.07
13402,2676.0,47.0,0.0,11.0,13900557.0,2357802.0,0.0,443974.0,5194.528026905829,50166.0,0.0,40361.27272727273,5.74,55.41,0.0,44.55
13403,674.0,179.0,0.0,35.0,17834205.0,28278316.0,0.0,1176882.0,26460.24480712166,157979.4189944134,0.0,33625.2,13.81,82.44,0.0,17.54
13404,1870.0,82.0,0.0,20.0,13800392.0,3525006.0,0.0,513241.0,7379.888770053476,42987.87804878049,0.0,25662.05,10.75,62.61,0.0,37.34
13405,1462.0,122.0,0.0,32.0,8469054.0,3877908.0,0.0,3742652.0,5792.78659370725,31786.131147540986,0.0,116957.875,3.89,21.37,0.0,78.62
13406,491.0,184.0,30.0,66.0,10163785.0,44468733.0,16861350.0,1782008.0,20700.17311608961,241677.89673913043,562045.0,27000.12121212121,2.49,29.09,67.65,3.25
13407,2679.0,1.0,0.0,2.0,37692874.0,8471.0,0.0,60276.0,14069.755132512131,8471.0,0.0,30138.0,36.44,21.92,0.0,77.94
13408,697.0,278.0,1.0,61.0,6159671.0,13477449.0,15963.0,1337705.0,8837.404591104734,48480.03237410072,15963.0,21929.590163934427,10.23,56.12,18.47,25.36
13409,1583.0,50.0,0.0,41.0,9560316.0,2508248.0,0.0,385906.0,6039.365761212887,50164.96,0.0,9412.341463414634,10.14,84.19,0.0,15.77
13410,1349.0,30.0,0.0,9.0,6786942.0,1055337.0,0.0,28414.0,5031.091178650852,35177.9,0.0,3157.1111111111118,13.12,91.73,0.0,8.21
13411,1884.0,56.0,0.0,8.0,10724695.0,1062019.0,0.0,52431.0,5692.513269639066,18964.625,0.0,6553.875,22.31,74.25,0.0,25.59
13412,1490.0,54.0,0.0,63.0,12661217.0,3258385.0,0.0,2459264.0,8497.461073825503,60340.46296296296,0.0,39035.93650793651,8.55,60.71,0.0,39.25
13413,1516.0,108.0,0.0,7.0,8176881.0,3093680.0,0.0,116098.0,5393.720976253298,28645.185185185182,0.0,16585.428571428572,11.92,63.31,0.0,36.61
13414,235.0,191.0,8.0,94.0,2600252.0,13554065.0,818917.0,1382055.0,11064.902127659574,70963.69109947643,102364.625,14702.712765957447,5.88,37.74,54.43,7.82
13415,1333.0,116.0,2.0,19.0,6498813.0,2555049.0,281221.0,235197.0,4875.3285821455365,22026.28448275862,140610.5,12378.78947368421,2.79,12.59,80.33,7.07
13416,1047.0,187.0,0.0,56.0,13353582.0,23034062.0,0.0,1625184.0,12754.13753581662,123176.80213903743,0.0,29021.14285714286,8.38,80.93,0.0,19.06
13417,934.0,123.0,7.0,85.0,5487150.0,5973950.0,1454048.0,757772.0,5874.892933618844,48568.69918699187,207721.14285714287,8914.964705882352,2.22,18.31,78.32,3.36
13418,1647.0,119.0,0.0,127.0,9187739.0,3577986.0,0.0,814922.0,5578.46933819065,30067.10924369748,0.0,6416.708661417323,15.29,82.38,0.0,17.54
13419,1120.0,2.0,0.0,0.0,4218612.0,71207.0,0.0,0.0,3766.617857142857,35603.5,0.0,0.0,10.58,99.97,0.0,0.0
13420,1056.0,6.0,0.0,13.0,4400348.0,71997.0,0.0,378231.0,4166.996212121212,11999.5,0.0,29094.69230769231,10.14,29.19,0.0,70.73
13421,307.0,198.0,1.0,49.0,27498098.0,52935411.0,807813.0,1073539.0,89570.35179153095,267350.5606060606,807813.0,21908.95918367347,8.16,24.37,73.63,2.0
13422,908.0,245.0,2.0,60.0,7372847.0,17366094.0,458801.0,1056560.0,8119.875550660793,70882.01632653062,229400.5,17609.333333333332,2.55,22.3,72.16,5.54
13423,2335.0,19.0,0.0,1.0,10483726.0,461158.0,0.0,33224.0,4489.818415417559,24271.473684210527,0.0,33224.0,7.81,42.21,0.0,57.74
13424,1836.0,14.0,0.0,7.0,8376901.0,203139.0,0.0,237660.0,4562.582244008715,14509.92857142857,0.0,33951.42857142857,9.41,29.94,0.0,70.0
13425,174.0,204.0,0.0,72.0,1932086.0,22333540.0,0.0,1191108.0,11103.942528735632,109478.13725490196,0.0,16543.166666666668,8.81,86.87,0.0,13.12
13426,568.0,62.0,2.0,46.0,10889822.0,4572083.0,158110.0,1338616.0,19172.22183098592,73743.2741935484,79055.0,29100.34782608696,10.54,40.54,43.45,15.99
13427,215.0,205.0,4.0,38.0,3846232.0,41189253.0,8579488.0,756363.0,17889.451162790698,200923.1853658537,2144872.0,19904.28947368421,0.76,8.49,90.67,0.84
13428,747.0,188.0,4.0,43.0,7389717.0,22129777.0,174366.0,542693.0,9892.526104417671,117711.57978723403,43591.5,12620.767441860466,5.69,67.68,25.05,7.25
13429,964.0,290.0,2.0,32.0,14695257.0,41895830.0,1144941.0,1404693.0,15244.042531120333,144468.37931034484,572470.5,43896.65625,2.0,18.99,75.24,5.77
13430,1399.0,30.0,0.0,48.0,5479273.0,1062116.0,0.0,376731.0,3916.563974267334,35403.86666666667,0.0,7848.5625,9.06,81.84,0.0,18.11
13431,1758.0,40.0,0.0,1.0,15053521.0,1281034.0,0.0,56048.0,8562.867463026167,32025.85,0.0,56048.0,9.72,36.36,0.0,63.6
13432,1281.0,88.0,0.0,12.0,6143002.0,4805910.0,0.0,117411.0,4795.473848555816,54612.61363636364,0.0,9784.25,7.45,84.8,0.0,15.17
13433,2150.0,317.0,13.0,68.0,18969162.0,61077324.0,5600794.0,1540261.0,8822.866046511628,192672.94637223973,430830.3076923077,22650.897058823528,1.37,29.82,66.67,3.5
13434,309.0,226.0,3.0,98.0,6382443.0,17812529.0,205038.0,2698150.0,20655.155339805824,78816.5,68346.0,27532.14285714286,11.82,45.11,39.11,15.75
13435,542.0,271.0,4.0,18.0,10328278.0,74798512.0,3397391.0,495564.0,19055.863468634685,276009.2693726937,849347.75,27531.33333333333,1.65,23.94,73.67,2.39
13436,480.0,158.0,3.0,36.0,4688365.0,10165305.0,912586.0,889855.0,9767.427083333334,64337.37341772152,304195.3333333333,24718.194444444445,2.48,16.36,77.35,6.28
13437,846.0,47.0,0.0,3.0,5972356.0,4142588.0,0.0,153346.0,7059.522458628841,88140.17021276595,0.0,51115.333333333336,5.07,63.29,0.0,36.69
13438,628.0,87.0,1.0,35.0,4423921.0,17216708.0,274800.0,603832.0,7044.460191082802,197893.19540229885,274800.0,17252.342857142856,1.44,40.39,56.08,3.52
13439,1778.0,110.0,0.0,43.0,10087088.0,2316751.0,0.0,364157.0,5673.277840269966,21061.372727272726,0.0,8468.767441860466,19.21,71.28,0.0,28.59
13440,2236.0,243.0,0.0,64.0,13335790.0,10379904.0,0.0,2709055.0,5964.127906976744,42715.654320987655,0.0,42328.984375,7.01,50.22,0.0,49.74
13441,991.0,22.0,0.0,0.0,4495819.0,1221848.0,0.0,0.0,4536.648839556004,55538.545454545456,0.0,0.0,8.17,99.99,0.0,0.0
13442,1672.0,68.0,1.0,63.0,9396788.0,1400158.0,14936.0,465073.0,5620.088516746411,20590.558823529413,14936.0,7382.111111111111,13.1,47.97,34.76,17.17
13443,985.0,129.0,0.0,17.0,6130310.0,3984787.0,0.0,271216.0,6223.66497461929,30889.821705426355,0.0,15953.882352941177,13.29,65.92,0.0,34.0
13444,1140.0,2.0,0.0,0.0,7762067.0,411623.0,0.0,0.0,6808.830701754386,205811.5,0.0,0.0,3.31,100.0,0.0,0.0
13445,1537.0,305.0,13.0,73.0,11400928.0,31126074.0,2650408.0,2506182.0,7417.649967469096,102052.70163934426,203877.53846153847,34331.260273972606,2.18,29.99,59.91,10.09
13446,1472.0,119.0,0.0,57.0,10520950.0,7212366.0,0.0,1040043.0,7147.384510869565,60608.117647058825,0.0,18246.36842105263,9.06,76.85,0.0,23.11
13447,1060.0,117.0,0.0,56.0,7011526.0,4744738.0,0.0,774840.0,6614.647169811321,40553.31623931624,0.0,13836.42857142857,12.16,74.54,0.0,25.4
13448,608.0,346.0,1.0,17.0,3878501.0,55804908.0,189804.0,2177490.0,6379.113486842105,161285.8612716763,189804.0,128087.64705882352,1.33,33.66,39.61,26.73
13449,2300.0,87.0,1.0,17.0,12581623.0,2298996.0,21398.0,423685.0,5470.270869565217,26425.241379310344,21398.0,24922.647058823528,7.52,36.32,29.4,34.23
13450,1808.0,62.0,0.0,28.0,8054172.0,896867.0,0.0,86100.0,4454.741150442478,14465.59677419355,0.0,3075.0,25.4,82.35,0.0,17.42
13451,2228.0,2.0,0.0,0.0,11029072.0,206178.0,0.0,0.0,4950.2118491921,103089.0,0.0,0.0,4.8,100.0,0.0,0.0
13452,964.0,138.0,0.0,24.0,7828395.0,7805334.0,0.0,808025.0,8120.741701244813,56560.391304347824,0.0,33667.708333333336,9.0,62.68,0.0,37.28
13453,2426.0,35.0,8.0,16.0,9553875.0,1633412.0,835261.0,134012.0,3938.1183017312446,46668.91428571429,104407.625,8375.75,2.47,29.27,65.47,5.25
13454,618.0,159.0,1.0,25.0,5463526.0,12991818.0,150806.0,1561946.0,8840.656957928803,81709.54716981133,150806.0,62477.84,3.0,27.7,51.12,21.17
13455,710.0,280.0,37.0,43.0,8610335.0,34189516.0,12820920.0,1087610.0,12127.232394366198,122105.41428571429,346511.35135135136,25293.25581395349,2.46,24.72,70.15,5.12
13456,1116.0,87.0,0.0,100.0,5980974.0,3527609.0,0.0,791184.0,5359.295698924731,40547.22988505747,0.0,7911.84,11.06,83.65,0.0,16.3
13457,1429.0,59.0,3.0,171.0,14796352.0,1587291.0,396764.0,1654493.0,10354.34009797061,26903.237288135595,132254.66666666666,9675.397660818711,6.13,15.93,78.32,5.73
13458,2979.0,118.0,0.0,44.0,12554212.0,4573383.0,0.0,387272.0,4214.236992279289,38757.483050847455,0.0,8801.636363636364,8.86,81.48,0.0,18.47
13459,656.0,30.0,1.0,9.0,7339048.0,1363420.0,67789.0,205848.0,11187.573170731708,45447.333333333336,67789.0,22872.0,8.22,33.39,49.79,16.79
13461,629.0,161.0,3.0,27.0,7694288.0,25193762.0,754049.0,2234994.0,12232.572337042926,156482.99378881988,251349.66666666663,82777.55555555556,2.49,31.9,51.23,16.87
13462,326.0,264.0,5.0,125.0,11954312.0,60788725.0,3005884.0,2924069.0,36669.66871165644,230260.32196969696,601176.8,23392.552,4.29,26.94,70.32,2.74
13463,1605.0,55.0,0.0,37.0,14281882.0,2348676.0,0.0,1254378.0,8898.368847352025,42703.2,0.0,33902.10810810811,11.62,55.74,0.0,44.22
13464,607.0,36.0,1.0,46.0,4539789.0,1463797.0,345079.0,440553.0,7479.059308072487,40661.02777777778,345079.0,9577.239130434782,1.89,10.29,87.29,2.42
13465,1093.0,46.0,0.0,6.0,4855617.0,1011081.0,0.0,74929.0,4442.467520585545,21980.02173913044,0.0,12488.166666666666,12.89,63.75,0.0,36.15
13466,2005.0,19.0,0.0,4.0,7747304.0,611882.0,0.0,98909.0,3863.992019950125,32204.315789473683,0.0,24727.25,6.79,56.56,0.0,43.39
13467,858.0,71.0,0.0,8.0,7825754.0,2063235.0,0.0,63699.0,9120.925407925408,29059.647887323943,0.0,7962.375,24.64,78.44,0.0,21.45
13468,931.0,160.0,0.0,12.0,5506650.0,4960381.0,0.0,333594.0,5914.769065520945,31002.38125,0.0,27799.5,10.06,52.71,0.0,47.23
13469,1565.0,45.0,0.0,41.0,4696404.0,492319.0,0.0,410496.0,3000.897124600639,10940.422222222222,0.0,10012.09756097561,14.32,52.18,0.0,47.63
13470,1083.0,9.0,0.0,3.0,3785335.0,370108.0,0.0,55516.0,3495.230840258541,41123.11111111111,0.0,18505.33333333333,5.86,68.96,0.0,31.0
13471,1573.0,211.0,0.0,68.0,15223044.0,10652292.0,0.0,1404973.0,9677.713922441197,50484.7962085308,0.0,20661.367647058825,13.6,70.95,0.0,29.01
13472,1814.0,9.0,0.0,1.0,8908816.0,1357416.0,0.0,18761.0,4911.144432194046,150824.0,0.0,18761.0,2.9,88.94,0.0,11.06
13473,90.0,8.0,0.0,13.0,711746.0,303441.0,0.0,858626.0,7908.288888888889,37930.125,0.0,66048.15384615384,7.61,36.48,0.0,63.49
13474,1301.0,44.0,1.0,12.0,10431104.0,1042840.0,59465.0,74727.0,8017.758647194466,23700.90909090909,59465.0,6227.25,8.97,26.51,66.49,6.96
13475,845.0,32.0,0.0,13.0,5330181.0,1642598.0,0.0,406533.0,6307.90650887574,51331.1875,0.0,31271.76923076923,7.64,62.14,0.0,37.83
13476,1068.0,112.0,0.0,16.0,8013616.0,2083181.0,0.0,146200.0,7503.385767790262,18599.83035714286,0.0,9137.5,27.05,66.99,0.0,32.83
13477,1886.0,71.0,0.0,32.0,17981979.0,1915240.0,0.0,229985.0,9534.45334040297,26975.211267605635,0.0,7187.03125,27.91,78.9,0.0,20.97
13478,1094.0,65.0,0.0,18.0,7008448.0,1840331.0,0.0,245069.0,6406.259597806215,28312.78461538461,0.0,13614.944444444443,15.28,67.5,0.0,32.41
13479,915.0,71.0,1.0,22.0,5442604.0,2980006.0,25718.0,555120.0,5948.201092896175,41971.91549295775,25718.0,25232.727272727272,6.4,45.17,27.66,27.13
13480,302.0,649.0,6.0,4.0,3230426.0,132919393.0,18418500.0,280234.0,10696.774834437088,204806.46070878275,3069750.0,70058.5,0.32,6.12,91.78,2.09
13481,588.0,297.0,7.0,12.0,5040228.0,45992827.0,9361368.0,226100.0,8571.816326530612,154858.00336700337,1337338.2857142857,18841.666666666668,0.57,10.25,88.5,1.25
13482,1236.0,57.0,0.0,9.0,8273232.0,1460381.0,0.0,280531.0,6693.553398058252,25620.71929824561,0.0,31170.11111111111,11.79,45.1,0.0,54.83
13483,1487.0,9.0,0.0,0.0,5332743.0,236138.0,0.0,0.0,3586.24277067922,26237.555555555555,0.0,0.0,13.67,99.95,0.0,0.0
13484,2699.0,5.0,0.0,0.0,7990266.0,94819.0,0.0,0.0,2960.4542423119674,18963.8,0.0,0.0,15.61,99.92,0.0,0.0
13485,116.0,215.0,48.0,20.0,2833921.0,43166650.0,99901750.0,4280098.0,24430.353448275862,200775.11627906977,2081286.4583333333,214004.9,0.98,8.04,83.38,8.57
13487,1240.0,87.0,0.0,12.0,9347368.0,4491023.0,0.0,375340.0,7538.2,51620.9540229885,0.0,31278.33333333333,9.09,62.26,0.0,37.7
13488,1591.0,107.0,0.0,44.0,7508145.0,5878310.0,0.0,283886.0,4719.135763670647,54937.47663551402,0.0,6451.954545454545,7.69,89.48,0.0,10.49
13489,1024.0,65.0,0.0,83.0,6864946.0,3229153.0,0.0,992878.0,6704.048828125,49679.276923076926,0.0,11962.385542168677,10.88,80.58,0.0,19.38
13490,1118.0,72.0,0.0,75.0,7492582.0,2194181.0,0.0,798690.0,6701.772808586762,30474.73611111111,0.0,10649.2,16.3,74.08,0.0,25.84
13491,1468.0,91.0,0.0,55.0,10292837.0,2463250.0,0.0,659155.0,7011.469346049046,27068.68131868132,0.0,11984.636363636364,17.95,69.28,0.0,30.62
13492,1126.0,60.0,0.0,3.0,7568861.0,1952733.0,0.0,71375.0,6721.901420959148,32545.55,0.0,23791.666666666668,11.93,57.76,0.0,42.18
13493,47.0,31.0,0.0,7.0,421218.0,1166113.0,0.0,270181.0,8962.08510638298,37616.54838709677,0.0,38597.28571428572,11.76,49.35,0.0,50.6
13494,111.0,276.0,0.0,4.0,2151724.0,31294361.0,0.0,42086.0,19384.900900900902,113385.365942029,0.0,10521.5,15.64,91.5,0.0,8.48
13495,1482.0,1.0,0.0,3.0,5530284.0,8394.0,0.0,85359.0,3731.635627530364,8394.0,0.0,28453.0,10.13,22.77,0.0,77.15
13496,2110.0,3.0,0.0,3.0,11145441.0,94314.0,0.0,20843.0,5282.199526066351,31438.0,0.0,6947.666666666667,13.76,81.87,0.0,18.05
13497,1439.0,83.0,2.0,114.0,18381907.0,5013335.0,1410189.0,1047129.0,12774.084086170951,60401.6265060241,705094.5,9185.342105263158,1.65,7.8,91.02,1.19
13498,756.0,136.0,0.0,25.0,8832685.0,13093826.0,0.0,600513.0,11683.445767195768,96278.13235294116,0.0,24020.52,9.71,80.03,0.0,19.95
13499,2225.0,13.0,0.0,0.0,9017273.0,123447.0,0.0,0.0,4052.706966292135,9495.923076923076,0.0,0.0,42.68,99.55,0.0,0.0
13500,1405.0,123.0,0.0,44.0,7030826.0,3114718.0,0.0,896057.0,5004.146619217082,25322.91056910569,0.0,20364.93181818182,10.95,55.41,0.0,44.51
13501,1437.0,66.0,2.0,3.0,5682727.0,2961835.0,755743.0,29583.0,3954.5768963117607,44876.28787878788,377871.5,9861.0,0.91,10.37,87.34,2.28
13502,2557.0,79.0,0.0,24.0,12455441.0,2464117.0,0.0,240758.0,4871.114978490418,31191.354430379743,0.0,10031.583333333334,11.82,75.64,0.0,24.28
13503,33.0,92.0,0.0,2.0,332234.0,5362786.0,0.0,34495.0,10067.69696969697,58291.15217391304,0.0,17247.5,13.33,77.15,0.0,22.81
13504,402.0,23.0,0.0,8.0,5483636.0,1117273.0,0.0,85095.0,13640.885572139305,48577.086956521736,0.0,10636.875,23.04,82.0,0.0,17.93
13505,1320.0,94.0,0.0,86.0,6564475.0,2221500.0,0.0,557807.0,4973.087121212121,23632.978723404256,0.0,6486.127906976744,16.51,78.42,0.0,21.47
13506,3682.0,56.0,0.0,14.0,29154396.0,1962956.0,0.0,282747.0,7918.08690928843,35052.78571428572,0.0,20196.214285714286,14.33,63.43,0.0,36.5
13507,557.0,55.0,2.0,32.0,8596603.0,1295628.0,150763.0,223480.0,15433.75763016158,23556.872727272726,75381.5,6983.75,14.57,22.24,71.14,6.59
13508,1408.0,41.0,1.0,60.0,8085701.0,1136252.0,19216.0,755869.0,5742.685369318182,27713.463414634145,19216.0,12597.816666666668,9.65,46.55,32.25,21.13
13509,362.0,248.0,4.0,1.0,4165286.0,31253394.0,2041346.0,31098.0,11506.314917127072,126021.75,510336.5,31098.0,1.72,18.88,76.46,4.66
13510,291.0,62.0,23.0,169.0,6823244.0,13645780.0,12188747.0,5510790.0,23447.573883161516,220093.2258064516,529945.5217391305,32608.224852071005,3.0,28.12,67.71,4.17
13511,1168.0,5.0,1.0,3.0,3118178.0,214860.0,28156.0,365713.0,2669.67294520548,42972.0,28156.0,121904.33333333331,1.38,22.26,14.58,63.14
13512,1288.0,146.0,0.0,104.0,7590351.0,3864306.0,0.0,1525976.0,5893.1296583850935,26467.84931506849,0.0,14672.846153846154,14.32,64.31,0.0,35.6
13513,1133.0,168.0,1.0,22.0,7744856.0,9379500.0,66916.0,982158.0,6835.706972639012,55830.357142857145,66916.0,44643.545454545456,4.08,33.35,39.97,26.66
13514,583.0,511.0,0.0,35.0,9951410.0,100738137.0,0.0,6482905.0,17069.313893653518,197139.21135029357,0.0,185225.85714285716,4.46,51.56,0.0,48.44
13515,666.0,205.0,3.0,20.0,8602278.0,23288471.0,718575.0,273410.0,12916.333333333334,113602.2975609756,239525.0,13670.5,3.52,30.97,65.3,3.73
13516,2158.0,58.0,0.0,15.0,17649898.0,15907593.0,0.0,99156.0,8178.822057460612,274268.8448275862,0.0,6610.4,2.91,97.65,0.0,2.35
13517,2082.0,25.0,0.0,7.0,7969366.0,1865848.0,0.0,68258.0,3827.745437079731,74633.92,0.0,9751.142857142857,4.54,88.44,0.0,11.54
13518,1226.0,35.0,0.0,8.0,6033563.0,571391.0,0.0,235940.0,4921.34013050571,16325.457142857143,0.0,29492.5,10.74,35.62,0.0,64.3
13519,214.0,207.0,7.0,73.0,3123519.0,41638493.0,5303272.0,1783709.0,14595.883177570093,201152.1400966184,757610.2857142857,24434.369863013697,1.48,20.46,77.05,2.48
13520,911.0,106.0,0.0,30.0,7399197.0,2019674.0,0.0,519234.0,8122.060373216246,19053.528301886792,0.0,17307.8,22.34,52.37,0.0,47.5
13521,1634.0,42.0,1.0,2.0,6660110.0,1366152.0,40673.0,49542.0,4075.954712362301,32527.42857142857,40673.0,24771.0,4.16,33.2,41.5,25.26
