Unnamed: 0,구매횟수,구매횟수.1,구매횟수.2,구매횟수.3,구매횟수.4,구매횟수.5,구매횟수.6,구매횟수.7,총구매액,총구매액.1,총구매액.2,총구매액.3,총구매액.4,총구매액.5,총구매액.6,총구매액.7,14_1구매경험,14_2구매경험,14_3구매경험,14_4구매경험,15_1구매경험,15_2구매경험,15_3구매경험,15_4구매경험,매출증감,증감확인
16570,70.0,104.0,125.0,56.0,67.0,105.0,98.0,68.0,387277.0,600863.0,1021487.0,397338.0,619886.0,764459.0,856784.0,403489.0,유,유,유,유,유,유,유,유,37.7,증가
16571,157.0,283.0,290.0,284.0,230.0,239.0,304.0,304.0,606976.0,799771.0,1232798.0,901474.0,1058749.0,1011970.0,1695091.0,1056483.0,유,유,유,유,유,유,유,유,47.3,증가
16572,75.0,96.0,93.0,126.0,157.0,133.0,100.0,81.0,3194831.0,2724763.0,1871216.0,1397352.0,1092636.0,1816416.0,1502341.0,595093.0,유,유,유,유,유,유,유,유,-36.0,감소
16573,322.0,269.0,300.0,219.0,184.0,217.0,235.0,124.0,961613.0,697326.0,805327.0,503561.0,495894.0,829456.0,1025212.0,346196.0,유,유,유,유,유,유,유,유,3.2,증가
16574,228.0,186.0,213.0,164.0,217.0,225.0,161.0,151.0,1448961.0,1469216.0,1983140.0,2341192.0,6852878.0,1477558.0,2461658.0,1093475.0,유,유,유,유,유,유,유,유,25.9,증가
16576,444.0,391.0,394.0,414.0,455.0,403.0,459.0,167.0,1985731.0,1439427.0,1878604.0,1506234.0,1905376.0,1450114.0,2615269.0,994639.0,유,유,유,유,유,유,유,유,13.7,증가
16577,429.0,540.0,308.0,371.0,296.0,331.0,133.0,33.0,4117533.0,6382748.0,2443695.0,2603931.0,2709935.0,3261805.0,1543776.0,131760.0,유,유,유,유,유,유,유,유,-45.5,감소
16578,247.0,193.0,217.0,221.0,190.0,181.0,251.0,178.0,1415688.0,1366584.0,1464279.0,1234497.0,1127962.0,1175161.0,1649462.0,1282182.0,유,유,유,유,유,유,유,유,7.6,증가
16579,95.0,132.0,148.0,232.0,103.0,192.0,138.0,179.0,1813383.0,4522472.0,1896249.0,3289699.0,1955592.0,2981202.0,1714574.0,1028904.0,유,유,유,유,유,유,유,유,-2.8,감소
16580,76.0,63.0,67.0,65.0,82.0,54.0,63.0,11.0,1893368.0,1869297.0,4507767.0,3309849.0,4715324.0,1740732.0,3750922.0,764533.0,유,유,유,유,유,유,유,유,32.9,증가
16581,544.0,502.0,350.0,296.0,244.0,174.0,125.0,237.0,1973554.0,2110497.0,1902762.0,1442022.0,919209.0,1041063.0,690300.0,946117.0,유,유,유,유,유,유,유,유,-48.2,감소
16582,103.0,149.0,138.0,125.0,107.0,146.0,135.0,117.0,1015344.0,1016222.0,1235592.0,783584.0,1566103.0,1322871.0,1551218.0,1224469.0,유,유,유,유,유,유,유,유,20.9,증가
16583,261.0,103.0,124.0,135.0,125.0,89.0,43.0,1.0,1577500.0,1030653.0,1554719.0,1534063.0,1604231.0,1110873.0,482458.0,2082.0,유,유,유,유,유,유,유,유,-53.2,감소
16584,411.0,394.0,500.0,544.0,548.0,680.0,604.0,628.0,5637384.0,7523922.0,6035333.0,11692770.0,5564578.0,8400519.0,8970640.0,7619484.0,유,유,유,유,유,유,유,유,22.8,증가
16585,470.0,437.0,438.0,477.0,403.0,546.0,568.0,490.0,3482515.0,2350364.0,3003924.0,2128169.0,2843035.0,2577089.0,3632181.0,1960629.0,유,유,유,유,유,유,유,유,2.1,증가
16586,319.0,250.0,267.0,252.0,198.0,208.0,226.0,315.0,2980348.0,2647093.0,3475330.0,1229472.0,1526136.0,1082175.0,1412640.0,2762394.0,유,유,유,유,유,유,유,유,-35.7,감소
16587,533.0,448.0,486.0,399.0,296.0,404.0,467.0,444.0,2419792.0,1998320.0,2041265.0,1370096.0,1452387.0,1484806.0,1544683.0,1148721.0,유,유,유,유,유,유,유,유,-22.1,감소
16588,169.0,216.0,194.0,195.0,225.0,195.0,200.0,209.0,1022778.0,967017.0,1315265.0,2145716.0,1713976.0,1241718.0,1296170.0,1168855.0,유,유,유,유,유,유,유,유,11.8,증가
16589,254.0,264.0,267.0,293.0,204.0,323.0,366.0,251.0,1168476.0,1494741.0,1364772.0,1192846.0,1189420.0,1498590.0,1941948.0,1230229.0,유,유,유,유,유,유,유,유,24.9,증가
16590,325.0,318.0,275.0,253.0,204.0,257.0,190.0,193.0,1701354.0,1507211.0,3307785.0,1653802.0,1383755.0,1413067.0,1296490.0,1261508.0,유,유,유,유,유,유,유,유,-13.5,감소
16591,70.0,62.0,75.0,69.0,56.0,71.0,104.0,68.0,2105841.0,2345732.0,2106752.0,2579245.0,2051445.0,2268789.0,2859904.0,2427455.0,유,유,유,유,유,유,유,유,15.2,증가
16592,232.0,224.0,250.0,233.0,196.0,207.0,275.0,254.0,798941.0,918491.0,2036643.0,1045030.0,588840.0,582191.0,844870.0,484671.0,유,유,유,유,유,유,유,유,2.8,증가
16593,141.0,122.0,144.0,128.0,119.0,150.0,167.0,66.0,908807.0,973005.0,1798163.0,1863047.0,1016179.0,2211443.0,2522229.0,661293.0,유,유,유,유,유,유,유,유,47.0,증가
16594,90.0,267.0,401.0,391.0,422.0,106.0,159.0,183.0,714822.0,1517035.0,2106823.0,1492236.0,1611694.0,748587.0,1297075.0,613364.0,유,유,유,유,유,유,유,유,28.9,증가
16595,209.0,253.0,325.0,193.0,219.0,263.0,235.0,221.0,1524216.0,1776658.0,2751427.0,2358735.0,2060517.0,1912903.0,1621741.0,1720756.0,유,유,유,유,유,유,유,유,3.1,증가
16596,215.0,295.0,347.0,299.0,314.0,209.0,277.0,245.0,1335951.0,1889589.0,2284550.0,1586933.0,1581358.0,1666881.0,1816903.0,1054210.0,유,유,유,유,유,유,유,유,15.3,증가
16597,341.0,370.0,395.0,267.0,271.0,291.0,455.0,320.0,1359064.0,1527195.0,1922570.0,1221754.0,1225661.0,1695656.0,2099202.0,1214195.0,유,유,유,유,유,유,유,유,21.4,증가
16598,70.0,123.0,142.0,140.0,124.0,89.0,221.0,143.0,1355056.0,1846625.0,2236569.0,1603453.0,1558353.0,1035015.0,2037539.0,1005206.0,유,유,유,유,유,유,유,유,20.1,증가
16599,142.0,224.0,307.0,240.0,418.0,339.0,401.0,414.0,2120368.0,1554713.0,3358640.0,2686786.0,3076043.0,2592100.0,4062225.0,2925282.0,유,유,유,유,유,유,유,유,31.4,증가
16601,222.0,244.0,233.0,242.0,218.0,281.0,269.0,249.0,1301831.0,1385048.0,1624900.0,1201572.0,1262959.0,1579773.0,1812396.0,1168066.0,유,유,유,유,유,유,유,유,16.4,증가
16602,132.0,59.0,81.0,123.0,103.0,92.0,175.0,208.0,10277182.0,4438073.0,2534516.0,5577234.0,6606659.0,3185460.0,10188330.0,5802251.0,유,유,유,유,유,유,유,유,-0.4,감소
16603,225.0,246.0,228.0,233.0,144.0,384.0,330.0,489.0,826432.0,846856.0,1042353.0,731748.0,676087.0,1883475.0,1157327.0,1470291.0,유,유,유,유,유,유,유,유,16.7,증가
16604,80.0,149.0,208.0,271.0,421.0,546.0,299.0,124.0,458975.0,1073928.0,1402697.0,1801355.0,2170870.0,3419601.0,2433452.0,740810.0,유,유,유,유,유,유,유,유,68.3,증가
16605,115.0,104.0,164.0,134.0,160.0,136.0,192.0,124.0,1602344.0,958256.0,937013.0,970094.0,896896.0,824080.0,1198287.0,1313552.0,유,유,유,유,유,유,유,유,-14.4,감소
16606,304.0,274.0,250.0,177.0,183.0,173.0,202.0,208.0,2548557.0,1317422.0,1822659.0,1377922.0,1135244.0,964779.0,1421166.0,1081631.0,유,유,유,유,유,유,유,유,-28.4,감소
16607,79.0,128.0,136.0,129.0,82.0,121.0,119.0,72.0,2075506.0,1958404.0,3063576.0,2214350.0,908225.0,2944753.0,1478342.0,2020068.0,유,유,유,유,유,유,유,유,-16.8,감소
16608,39.0,38.0,149.0,117.0,140.0,114.0,85.0,132.0,3097764.0,2065255.0,12307930.0,9513487.0,6708285.0,6904761.0,6650415.0,7974801.0,유,유,유,유,유,유,유,유,36.4,증가
16609,82.0,96.0,230.0,124.0,120.0,185.0,203.0,163.0,590656.0,785824.0,2162918.0,888316.0,1190897.0,2240637.0,2105811.0,1514335.0,유,유,유,유,유,유,유,유,56.2,증가
16610,318.0,286.0,290.0,445.0,387.0,495.0,573.0,588.0,1230920.0,1469822.0,1481098.0,1879282.0,1666319.0,1784041.0,1816005.0,1555719.0,유,유,유,유,유,유,유,유,19.2,증가
16611,117.0,96.0,110.0,74.0,101.0,109.0,114.0,84.0,1165310.0,596408.0,1016960.0,501063.0,890471.0,625755.0,1034028.0,509739.0,유,유,유,유,유,유,유,유,-6.0,감소
16612,254.0,278.0,335.0,238.0,258.0,364.0,370.0,214.0,1630919.0,1477659.0,1352547.0,1919382.0,2082234.0,1764268.0,1936557.0,1035515.0,유,유,유,유,유,유,유,유,8.6,증가
16613,140.0,101.0,178.0,204.0,158.0,160.0,216.0,169.0,863808.0,750263.0,1286820.0,1580413.0,996159.0,1032679.0,1444621.0,1202920.0,유,유,유,유,유,유,유,유,25.2,증가
16614,72.0,66.0,79.0,83.0,105.0,97.0,81.0,114.0,4602121.0,6787167.0,5125419.0,4995663.0,12851636.0,6046789.0,9344129.0,8771613.0,유,유,유,유,유,유,유,유,34.0,증가
16616,304.0,318.0,219.0,230.0,146.0,162.0,90.0,179.0,688406.0,968461.0,979677.0,734176.0,532318.0,696136.0,449114.0,552737.0,유,유,유,유,유,유,유,유,-21.0,감소
16617,133.0,169.0,200.0,159.0,166.0,141.0,145.0,125.0,2348786.0,2102292.0,6013065.0,1350994.0,2557318.0,1276210.0,1240104.0,700659.0,유,유,유,유,유,유,유,유,-30.9,감소
16618,209.0,265.0,316.0,267.0,319.0,281.0,326.0,295.0,735525.0,946154.0,1578476.0,903490.0,1592066.0,1020309.0,1349713.0,854819.0,유,유,유,유,유,유,유,유,29.5,증가
16619,49.0,19.0,44.0,29.0,29.0,44.0,28.0,47.0,708579.0,286877.0,934914.0,462221.0,398150.0,1034897.0,732925.0,794772.0,유,유,유,유,유,유,유,유,1.7,증가
16620,195.0,246.0,269.0,268.0,207.0,269.0,358.0,247.0,2564942.0,1804503.0,2047206.0,1597987.0,1482479.0,1693357.0,2853080.0,1456367.0,유,유,유,유,유,유,유,유,5.3,증가
16621,168.0,178.0,221.0,196.0,126.0,200.0,255.0,181.0,969226.0,863982.0,1906340.0,1121963.0,1009563.0,1482745.0,1612753.0,1246699.0,유,유,유,유,유,유,유,유,24.9,증가
16622,307.0,391.0,272.0,383.0,340.0,398.0,360.0,214.0,2742811.0,2404035.0,1583151.0,1944812.0,2266534.0,1940195.0,2355081.0,1103065.0,유,유,유,유,유,유,유,유,-7.6,감소
16623,59.0,69.0,128.0,160.0,145.0,119.0,97.0,80.0,24194014.0,26239045.0,124127969.0,42149036.0,40472144.0,14293293.0,32813183.0,57272805.0,유,유,유,유,유,유,유,유,15.1,증가
16624,86.0,114.0,118.0,132.0,188.0,194.0,186.0,192.0,4615505.0,8151335.0,7482088.0,7548527.0,13625693.0,13215306.0,6744451.0,5964137.0,유,유,유,유,유,유,유,유,18.7,증가
16625,154.0,171.0,190.0,171.0,186.0,115.0,126.0,99.0,791606.0,828614.0,995489.0,644456.0,933840.0,681986.0,948077.0,455980.0,유,유,유,유,유,유,유,유,9.0,증가
16626,201.0,249.0,252.0,221.0,222.0,280.0,162.0,230.0,1064762.0,1024252.0,2085953.0,1155331.0,1139102.0,1177908.0,1230078.0,777282.0,유,유,유,유,유,유,유,유,7.2,증가
16627,268.0,250.0,250.0,158.0,92.0,268.0,216.0,157.0,1038854.0,961257.0,1203174.0,698382.0,415658.0,1348253.0,1019807.0,532919.0,유,유,유,유,유,유,유,유,-0.9,감소
16628,60.0,68.0,44.0,78.0,57.0,108.0,56.0,44.0,7898603.0,6187422.0,2561092.0,4959250.0,4597567.0,5286069.0,4549784.0,3064579.0,유,유,유,유,유,유,유,유,-26.9,감소
16629,70.0,98.0,84.0,96.0,75.0,65.0,68.0,83.0,6975827.0,15031020.0,12466677.0,16925758.0,12589828.0,2456718.0,4147829.0,7871465.0,유,유,유,유,유,유,유,유,-25.4,감소
16630,27.0,41.0,81.0,93.0,205.0,173.0,195.0,179.0,559150.0,512902.0,1436571.0,1442391.0,2322184.0,2086156.0,2564357.0,2101114.0,유,유,유,유,유,유,유,유,64.2,증가
16631,117.0,113.0,101.0,119.0,179.0,133.0,202.0,223.0,1934002.0,964750.0,959345.0,1709681.0,1565473.0,2006992.0,2201614.0,1777981.0,유,유,유,유,유,유,유,유,6.5,증가
16632,283.0,278.0,296.0,370.0,453.0,360.0,295.0,374.0,1254796.0,1571613.0,1473046.0,1453940.0,2072402.0,1732727.0,1524656.0,2080594.0,유,유,유,유,유,유,유,유,9.7,증가
16633,118.0,135.0,126.0,167.0,137.0,159.0,108.0,109.0,975270.0,1641319.0,1534083.0,1710467.0,1331873.0,1893861.0,1867495.0,1266516.0,유,유,유,유,유,유,유,유,31.4,증가
16634,61.0,102.0,65.0,50.0,65.0,87.0,97.0,68.0,3487015.0,3869245.0,3994070.0,2005255.0,1904459.0,4805627.0,3739280.0,2776001.0,유,유,유,유,유,유,유,유,3.5,증가
16635,238.0,249.0,345.0,428.0,365.0,349.0,237.0,107.0,4161341.0,3214544.0,6265919.0,8855972.0,7065396.0,6143847.0,8848307.0,2144308.0,유,유,유,유,유,유,유,유,36.0,증가
16636,265.0,258.0,245.0,229.0,243.0,221.0,269.0,281.0,1965074.0,5683534.0,4229262.0,17426393.0,20048139.0,8452422.0,9274924.0,4488423.0,유,유,유,유,유,유,유,유,65.0,증가
16637,116.0,139.0,91.0,157.0,216.0,270.0,237.0,259.0,1389242.0,1899098.0,1217429.0,6068267.0,3383558.0,4549855.0,2357714.0,1728724.0,유,유,유,유,유,유,유,유,25.8,증가
16638,168.0,196.0,208.0,188.0,177.0,210.0,308.0,272.0,1384968.0,1528070.0,1795660.0,1556620.0,1326363.0,1875742.0,2978180.0,1766522.0,유,유,유,유,유,유,유,유,36.5,증가
16639,66.0,87.0,136.0,57.0,58.0,108.0,103.0,80.0,4310232.0,6524956.0,12531739.0,7139198.0,5807609.0,8458374.0,6096395.0,5715525.0,유,유,유,유,유,유,유,유,17.2,증가
16640,120.0,129.0,109.0,136.0,118.0,102.0,105.0,117.0,1753622.0,2010869.0,1434345.0,2510035.0,1540010.0,883090.0,824802.0,905345.0,유,유,유,유,유,유,유,유,-36.0,감소
16641,351.0,489.0,436.0,486.0,501.0,506.0,617.0,459.0,1287358.0,1594768.0,2133473.0,1764055.0,2426464.0,1767689.0,2597250.0,1588507.0,유,유,유,유,유,유,유,유,33.7,증가
16643,287.0,276.0,318.0,291.0,322.0,312.0,325.0,351.0,2751082.0,2159981.0,3227910.0,2597314.0,2367218.0,2486052.0,2930241.0,3069812.0,유,유,유,유,유,유,유,유,3.2,증가
16644,109.0,124.0,94.0,166.0,191.0,185.0,187.0,191.0,591277.0,531693.0,827761.0,616163.0,894036.0,814890.0,1024802.0,791854.0,유,유,유,유,유,유,유,유,26.8,증가
16645,98.0,107.0,117.0,69.0,11.0,10.0,2.0,12.0,940430.0,699111.0,686744.0,469723.0,88252.0,67836.0,15542.0,108607.0,유,유,유,유,유,유,유,유,-96.7,감소
16646,181.0,174.0,135.0,174.0,171.0,153.0,159.0,183.0,1092106.0,1375545.0,1185186.0,1140957.0,955642.0,766572.0,1315766.0,942746.0,유,유,유,유,유,유,유,유,9.3,증가
16647,103.0,89.0,117.0,74.0,103.0,62.0,82.0,80.0,1081569.0,880560.0,884071.0,449496.0,1297390.0,649461.0,960444.0,971882.0,유,유,유,유,유,유,유,유,-5.9,감소
16648,362.0,497.0,483.0,498.0,426.0,546.0,559.0,465.0,1651314.0,1864109.0,1643518.0,1195237.0,1273411.0,1893238.0,1495692.0,968682.0,유,유,유,유,유,유,유,유,-4.9,감소
16649,191.0,155.0,128.0,120.0,121.0,102.0,170.0,166.0,944755.0,1083826.0,982497.0,699560.0,745717.0,1047790.0,1620759.0,1219198.0,유,유,유,유,유,유,유,유,26.3,증가
16650,102.0,169.0,138.0,300.0,257.0,267.0,290.0,240.0,1092232.0,1545015.0,1205984.0,1835674.0,1991773.0,2447889.0,2260320.0,2725829.0,유,유,유,유,유,유,유,유,34.8,증가
16651,64.0,85.0,117.0,112.0,116.0,123.0,114.0,133.0,883796.0,690501.0,965040.0,537161.0,812074.0,1027306.0,1112082.0,646487.0,유,유,유,유,유,유,유,유,11.4,증가
16652,96.0,106.0,94.0,133.0,142.0,202.0,169.0,174.0,1436256.0,1864233.0,1694264.0,1943630.0,2600895.0,3359910.0,2803962.0,2206070.0,유,유,유,유,유,유,유,유,32.3,증가
16653,317.0,301.0,301.0,261.0,331.0,283.0,214.0,279.0,1862810.0,1531149.0,2937344.0,1310042.0,3503052.0,2264179.0,1891185.0,1654311.0,유,유,유,유,유,유,유,유,0.8,증가
16654,76.0,174.0,166.0,177.0,184.0,113.0,89.0,120.0,859710.0,2196022.0,2403844.0,2340025.0,2653530.0,1658519.0,1777311.0,1459039.0,유,유,유,유,유,유,유,유,34.8,증가
16655,517.0,571.0,527.0,521.0,386.0,501.0,472.0,362.0,1756263.0,2047072.0,1469375.0,1296889.0,1347117.0,1901711.0,1626181.0,1014110.0,유,유,유,유,유,유,유,유,-3.8,감소
16656,45.0,72.0,62.0,69.0,81.0,69.0,55.0,49.0,2463809.0,3394031.0,1704413.0,2127113.0,3443204.0,2432294.0,2790260.0,1357309.0,유,유,유,유,유,유,유,유,6.2,증가
16657,166.0,211.0,161.0,152.0,183.0,242.0,79.0,117.0,1595835.0,1916960.0,1681172.0,1350016.0,1690432.0,1909943.0,1076662.0,1060181.0,유,유,유,유,유,유,유,유,-19.4,감소
16658,429.0,505.0,566.0,478.0,655.0,605.0,645.0,674.0,1336041.0,1213343.0,1883687.0,1196853.0,2057256.0,1773185.0,1970394.0,1494630.0,유,유,유,유,유,유,유,유,19.2,증가
16659,165.0,244.0,151.0,186.0,194.0,282.0,253.0,218.0,2282549.0,3831411.0,3204457.0,2199768.0,2887705.0,4159039.0,5837539.0,6047794.0,유,유,유,유,유,유,유,유,43.8,증가
16660,57.0,184.0,201.0,216.0,215.0,242.0,139.0,161.0,6790139.0,6139353.0,3948776.0,7063584.0,9925406.0,16561169.0,3936093.0,8510842.0,유,유,유,유,유,유,유,유,-26.6,감소
16661,163.0,175.0,141.0,187.0,164.0,197.0,196.0,255.0,1086550.0,1021791.0,1649182.0,1290795.0,1273362.0,2043863.0,2592520.0,1989939.0,유,유,유,유,유,유,유,유,40.9,증가
16663,102.0,96.0,205.0,200.0,190.0,195.0,259.0,209.0,2119243.0,902617.0,2123292.0,1754059.0,2201869.0,1732435.0,2514253.0,1191995.0,유,유,유,유,유,유,유,유,8.5,증가
16665,197.0,125.0,149.0,211.0,203.0,184.0,169.0,211.0,1705114.0,923243.0,1222742.0,1560533.0,1589746.0,1509574.0,1921847.0,1254176.0,유,유,유,유,유,유,유,유,6.0,증가
16666,31.0,27.0,77.0,76.0,57.0,55.0,47.0,21.0,119916.0,118315.0,267065.0,252141.0,180931.0,171060.0,278839.0,55190.0,유,유,유,유,유,유,유,유,39.9,증가
16667,25.0,32.0,65.0,103.0,68.0,81.0,85.0,84.0,4302771.0,2802958.0,5960180.0,10323174.0,6252583.0,9300603.0,5131642.0,8474233.0,유,유,유,유,유,유,유,유,8.8,증가
16668,193.0,231.0,149.0,205.0,125.0,17.0,8.0,24.0,3802916.0,2276802.0,1601136.0,2338627.0,2278510.0,1390912.0,211642.0,830048.0,유,유,유,유,유,유,유,유,-89.5,감소
16669,106.0,82.0,72.0,128.0,107.0,92.0,112.0,76.0,8484188.0,6184896.0,3692646.0,4351661.0,5694628.0,3956235.0,4163218.0,3905286.0,유,유,유,유,유,유,유,유,-34.2,감소
16670,197.0,278.0,299.0,263.0,282.0,322.0,279.0,266.0,831371.0,1090491.0,1222888.0,1040078.0,1388916.0,1510828.0,1254576.0,934935.0,유,유,유,유,유,유,유,유,20.3,증가
16671,137.0,228.0,187.0,198.0,214.0,285.0,264.0,151.0,620545.0,976354.0,1033884.0,731516.0,856165.0,1500715.0,1219642.0,635969.0,유,유,유,유,유,유,유,유,32.6,증가
16672,198.0,160.0,222.0,283.0,138.0,186.0,122.0,73.0,5892602.0,10129592.0,19964756.0,23833394.0,2708446.0,7879209.0,2339086.0,1132657.0,유,유,유,유,유,유,유,유,-43.2,감소
16673,126.0,131.0,78.0,155.0,152.0,96.0,88.0,60.0,1381789.0,2494592.0,1447257.0,1504728.0,3922451.0,1884112.0,2269238.0,507098.0,유,유,유,유,유,유,유,유,24.3,증가
16674,227.0,261.0,340.0,234.0,232.0,301.0,423.0,286.0,1484491.0,1211868.0,1849977.0,1151546.0,1486915.0,1356102.0,2683795.0,1326435.0,유,유,유,유,유,유,유,유,28.8,증가
16675,177.0,173.0,109.0,122.0,179.0,192.0,154.0,155.0,1484905.0,1504617.0,2571337.0,923732.0,1273410.0,1514386.0,1755020.0,1147621.0,유,유,유,유,유,유,유,유,8.3,증가
16676,124.0,94.0,166.0,106.0,82.0,131.0,120.0,50.0,4482000.0,1993628.0,3295913.0,2862432.0,2213643.0,3757228.0,5973569.0,3071411.0,유,유,유,유,유,유,유,유,14.3,증가
16677,275.0,191.0,249.0,239.0,263.0,367.0,319.0,314.0,1641246.0,1478970.0,2571993.0,1850583.0,1433613.0,1966165.0,3154423.0,2346859.0,유,유,유,유,유,유,유,유,31.6,증가
16678,2.0,12.0,14.0,1.0,2.0,3.0,37.0,67.0,5491.0,25340.0,34991.0,4425.0,12390.0,12739.0,240612.0,225219.0,유,유,유,유,유,유,유,유,95.5,증가
16679,69.0,121.0,113.0,114.0,151.0,171.0,151.0,100.0,14776499.0,11396318.0,28407253.0,22815346.0,23768844.0,94816894.0,44352836.0,19172918.0,유,유,유,유,유,유,유,유,50.0,증가
16680,107.0,152.0,190.0,241.0,230.0,369.0,311.0,359.0,562433.0,1124523.0,990385.0,1196749.0,913010.0,2328145.0,1870040.0,1292249.0,유,유,유,유,유,유,유,유,53.8,증가
16681,2.0,8.0,28.0,48.0,74.0,60.0,44.0,44.0,72721.0,66254.0,255091.0,346845.0,1070044.0,680227.0,385787.0,790034.0,유,유,유,유,유,유,유,유,68.3,증가
16682,322.0,385.0,384.0,349.0,408.0,413.0,492.0,409.0,2078612.0,2362465.0,2480526.0,1746370.0,2495275.0,2986002.0,3402196.0,2486043.0,유,유,유,유,유,유,유,유,24.1,증가
16683,48.0,52.0,92.0,57.0,182.0,517.0,554.0,389.0,440630.0,489285.0,1036528.0,433705.0,1295394.0,3758749.0,4002121.0,2467453.0,유,유,유,유,유,유,유,유,80.2,증가
16684,65.0,170.0,175.0,101.0,71.0,78.0,201.0,159.0,373033.0,1282476.0,1808012.0,906174.0,650538.0,656224.0,1161579.0,651980.0,유,유,유,유,유,유,유,유,51.4,증가
16685,365.0,346.0,295.0,296.0,398.0,429.0,301.0,337.0,1035331.0,1014362.0,875862.0,696304.0,1040133.0,1161786.0,901052.0,731259.0,유,유,유,유,유,유,유,유,-6.9,감소
16686,346.0,259.0,278.0,302.0,306.0,315.0,395.0,243.0,1611732.0,1156678.0,1946929.0,1393161.0,1559256.0,1728563.0,2055026.0,1013061.0,유,유,유,유,유,유,유,유,12.1,증가
16687,231.0,247.0,220.0,207.0,187.0,290.0,313.0,319.0,1659643.0,1473269.0,1586031.0,1064200.0,1705519.0,2492272.0,2515767.0,1999131.0,유,유,유,유,유,유,유,유,20.5,증가
16688,80.0,98.0,74.0,61.0,86.0,90.0,103.0,96.0,780681.0,904957.0,1127214.0,809630.0,782771.0,1254695.0,1189296.0,1328612.0,유,유,유,유,유,유,유,유,20.7,증가
16689,110.0,125.0,166.0,157.0,162.0,145.0,143.0,31.0,819842.0,1851301.0,1624816.0,1676209.0,1157374.0,1394793.0,1392307.0,507202.0,유,유,유,유,유,유,유,유,25.9,증가
16690,223.0,234.0,162.0,134.0,174.0,200.0,221.0,124.0,944876.0,1238632.0,840337.0,640003.0,446080.0,613519.0,1200497.0,572335.0,유,유,유,유,유,유,유,유,11.9,증가
16691,237.0,214.0,282.0,334.0,231.0,302.0,264.0,34.0,2175696.0,1991741.0,2244050.0,1944692.0,1321141.0,1826946.0,1596146.0,256490.0,유,유,유,유,유,유,유,유,-15.4,감소
16692,152.0,125.0,109.0,120.0,89.0,111.0,166.0,79.0,1990012.0,1157776.0,1761367.0,980539.0,1644281.0,922522.0,1463110.0,824884.0,유,유,유,유,유,유,유,유,-15.3,감소
16693,115.0,167.0,140.0,122.0,142.0,186.0,15.0,2.0,1337507.0,2488186.0,1481558.0,1846691.0,1607760.0,1538394.0,212135.0,42055.0,유,유,유,유,유,유,유,유,-72.6,감소
16694,212.0,246.0,270.0,239.0,208.0,225.0,242.0,241.0,849462.0,1112449.0,1313901.0,1120982.0,1368393.0,1638836.0,1203700.0,1111752.0,유,유,유,유,유,유,유,유,17.3,증가
16695,300.0,261.0,275.0,306.0,308.0,347.0,347.0,318.0,3218260.0,2745777.0,2649012.0,2013649.0,2228969.0,3286375.0,4372814.0,2066919.0,유,유,유,유,유,유,유,유,15.2,증가
16696,55.0,81.0,85.0,77.0,76.0,76.0,67.0,112.0,17919392.0,12790104.0,43006857.0,19599730.0,12056504.0,25714547.0,31752594.0,36616810.0,유,유,유,유,유,유,유,유,27.8,증가
16697,97.0,146.0,104.0,115.0,44.0,126.0,56.0,85.0,4712400.0,9400927.0,5638685.0,3876255.0,3268536.0,9626061.0,3684120.0,11549280.0,유,유,유,유,유,유,유,유,-12.2,감소
16698,4.0,9.0,44.0,162.0,138.0,159.0,181.0,101.0,6288.0,112804.0,388309.0,1052003.0,433013.0,899804.0,1077469.0,431278.0,유,유,유,유,유,유,유,유,98.8,증가
16699,142.0,175.0,225.0,209.0,153.0,250.0,296.0,301.0,1586191.0,3011854.0,2636851.0,2275049.0,1693241.0,3314466.0,4345226.0,3610899.0,유,유,유,유,유,유,유,유,46.5,증가
16700,313.0,339.0,346.0,284.0,290.0,56.0,7.0,2.0,2087396.0,2044614.0,2341261.0,1737482.0,1747127.0,775575.0,214039.0,16889.0,유,유,유,유,유,유,유,유,-81.4,감소
16701,192.0,269.0,289.0,382.0,394.0,460.0,447.0,288.0,1630102.0,2196574.0,2852879.0,2828614.0,4385066.0,3456714.0,2973354.0,1308278.0,유,유,유,유,유,유,유,유,29.2,증가
16702,111.0,133.0,123.0,140.0,110.0,118.0,142.0,144.0,1134287.0,869684.0,1255555.0,1910518.0,1072830.0,1133433.0,2065104.0,1168530.0,유,유,유,유,유,유,유,유,29.1,증가
16703,168.0,67.0,86.0,50.0,99.0,186.0,152.0,138.0,3990158.0,1340032.0,1913573.0,525363.0,1315805.0,2239510.0,1934753.0,1357721.0,유,유,유,유,유,유,유,유,-34.7,감소
16704,50.0,45.0,50.0,55.0,51.0,106.0,87.0,80.0,5024615.0,2798197.0,4210764.0,4088149.0,3541558.0,4854192.0,5642740.0,4641132.0,유,유,유,유,유,유,유,유,5.8,증가
16705,93.0,75.0,62.0,50.0,40.0,82.0,91.0,70.0,8923305.0,1914904.0,5906305.0,4666572.0,3927898.0,5096651.0,14709549.0,4938109.0,유,유,유,유,유,유,유,유,24.5,증가
16706,36.0,90.0,90.0,173.0,173.0,121.0,146.0,92.0,277415.0,587697.0,1578540.0,856751.0,1060260.0,1023943.0,1235200.0,585277.0,유,유,유,유,유,유,유,유,63.3,증가
16707,352.0,323.0,368.0,377.0,372.0,57.0,18.0,23.0,2939838.0,2488786.0,2533674.0,2413383.0,2538547.0,821750.0,461014.0,347905.0,유,유,유,유,유,유,유,유,-72.9,감소
