,°í°´¹øÈ£,A_±¸¸ÅÈ½¼ö,B_±¸¸ÅÈ½¼ö,C_±¸¸ÅÈ½¼ö,D_±¸¸ÅÈ½¼ö,A_ÃÑ±¸¸Å¾×,B_ÃÑ±¸¸Å¾×,C_ÃÑ±¸¸Å¾×,D_ÃÑ±¸¸Å¾×
13620,17804.0,8.0,2.0,5.0,4.0,7.0,2.0,5.0,4.0
13621,6122.0,8.0,9.0,2.0,9.0,8.0,9.0,1.0,9.0
13622,14882.0,8.0,9.0,2.0,5.0,9.0,9.0,2.0,5.0
13623,3486.0,8.0,2.0,6.0,6.0,7.0,2.0,7.0,6.0
13624,13142.0,8.0,3.0,4.0,4.0,9.0,4.0,4.0,4.0
13625,16177.0,8.0,6.0,8.0,1.0,7.0,6.0,9.0,1.0
13626,4194.0,8.0,10.0,1.0,7.0,9.0,10.0,2.0,7.0
13627,15459.0,8.0,3.0,10.0,6.0,8.0,3.0,10.0,6.0
13628,10486.0,8.0,3.0,5.0,9.0,7.0,3.0,5.0,9.0
13629,12871.0,8.0,7.0,1.0,3.0,6.0,5.0,1.0,4.0
13630,18978.0,8.0,3.0,3.0,5.0,8.0,4.0,4.0,5.0
13631,12916.0,8.0,1.0,9.0,4.0,8.0,2.0,9.0,4.0
13632,4173.0,8.0,9.0,2.0,7.0,9.0,9.0,1.0,7.0
13633,4170.0,8.0,3.0,10.0,2.0,9.0,5.0,10.0,2.0
13634,5399.0,8.0,7.0,2.0,7.0,7.0,6.0,2.0,7.0
13635,1586.0,8.0,4.0,9.0,8.0,6.0,4.0,9.0,8.0
13636,7984.0,8.0,1.0,10.0,9.0,8.0,1.0,10.0,9.0
13637,5236.0,8.0,4.0,6.0,7.0,8.0,4.0,7.0,7.0
13638,3036.0,8.0,1.0,4.0,7.0,6.0,1.0,3.0,7.0
13639,16170.0,8.0,2.0,5.0,6.0,8.0,2.0,5.0,6.0
13640,1256.0,8.0,4.0,6.0,7.0,8.0,4.0,7.0,7.0
13641,13660.0,8.0,2.0,9.0,3.0,8.0,2.0,8.0,3.0
13642,10520.0,8.0,6.0,1.0,9.0,8.0,6.0,1.0,9.0
13643,14424.0,8.0,5.0,9.0,5.0,7.0,4.0,9.0,5.0
13644,16780.0,8.0,2.0,8.0,1.0,8.0,3.0,8.0,2.0
13645,11712.0,8.0,1.0,6.0,4.0,8.0,1.0,7.0,4.0
13646,3474.0,8.0,4.0,8.0,6.0,9.0,4.0,7.0,6.0
13647,10612.0,8.0,2.0,9.0,2.0,8.0,1.0,9.0,2.0
13648,8001.0,8.0,6.0,2.0,9.0,8.0,7.0,2.0,9.0
13649,1807.0,8.0,1.0,8.0,8.0,7.0,1.0,7.0,8.0
13650,170.0,8.0,2.0,7.0,7.0,8.0,2.0,6.0,7.0
13651,10537.0,8.0,7.0,2.0,9.0,7.0,7.0,2.0,9.0
13652,2577.0,8.0,5.0,4.0,8.0,8.0,3.0,4.0,8.0
13653,11752.0,8.0,4.0,4.0,3.0,7.0,4.0,5.0,4.0
13654,18329.0,8.0,8.0,1.0,5.0,6.0,8.0,2.0,5.0
13655,5429.0,8.0,9.0,1.0,10.0,8.0,8.0,1.0,10.0
13656,18324.0,8.0,1.0,7.0,1.0,8.0,2.0,7.0,2.0
13657,6679.0,8.0,8.0,2.0,10.0,7.0,8.0,3.0,10.0
13658,1805.0,8.0,8.0,2.0,8.0,7.0,9.0,1.0,8.0
13659,11780.0,8.0,4.0,9.0,3.0,9.0,4.0,9.0,4.0
13660,12942.0,8.0,5.0,1.0,4.0,9.0,5.0,1.0,4.0
13661,13640.0,8.0,2.0,6.0,3.0,8.0,3.0,6.0,3.0
13662,15804.0,8.0,3.0,6.0,6.0,7.0,3.0,6.0,6.0
13663,17796.0,8.0,1.0,7.0,4.0,9.0,2.0,7.0,4.0
13664,7403.0,8.0,3.0,8.0,10.0,9.0,4.0,9.0,10.0
13665,3089.0,8.0,6.0,3.0,7.0,7.0,6.0,1.0,7.0
13666,15800.0,8.0,7.0,1.0,6.0,9.0,8.0,2.0,6.0
13667,14100.0,8.0,3.0,8.0,5.0,8.0,1.0,7.0,5.0
13668,12320.0,8.0,8.0,3.0,3.0,8.0,8.0,2.0,3.0
13669,17939.0,8.0,10.0,1.0,2.0,8.0,10.0,1.0,2.0
13670,7423.0,8.0,5.0,8.0,2.0,8.0,4.0,8.0,2.0
13671,7070.0,8.0,7.0,1.0,10.0,8.0,6.0,1.0,10.0
13672,11993.0,8.0,2.0,3.0,3.0,8.0,4.0,4.0,3.0
13673,17083.0,8.0,9.0,2.0,4.0,7.0,9.0,2.0,4.0
13674,14824.0,8.0,3.0,7.0,5.0,9.0,3.0,5.0,5.0
13675,11830.0,8.0,9.0,2.0,3.0,9.0,9.0,1.0,4.0
13676,7085.0,8.0,1.0,7.0,10.0,8.0,1.0,7.0,10.0
13677,11648.0,8.0,8.0,10.0,4.0,7.0,9.0,10.0,4.0
13678,12335.0,8.0,3.0,7.0,3.0,7.0,4.0,7.0,3.0
13679,7049.0,8.0,3.0,4.0,10.0,9.0,3.0,4.0,10.0
13680,11144.0,8.0,5.0,2.0,2.0,7.0,5.0,2.0,2.0
13681,2469.0,8.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0
13682,6064.0,8.0,7.0,1.0,9.0,9.0,7.0,2.0,9.0
13683,2294.0,8.0,3.0,6.0,8.0,8.0,3.0,6.0,8.0
13684,5149.0,8.0,7.0,1.0,7.0,8.0,6.0,2.0,7.0
13685,10006.0,8.0,1.0,5.0,9.0,7.0,2.0,6.0,9.0
13686,10462.0,8.0,3.0,4.0,9.0,7.0,3.0,4.0,9.0
13687,11197.0,8.0,9.0,2.0,3.0,8.0,10.0,2.0,3.0
13688,3058.0,8.0,3.0,9.0,7.0,8.0,2.0,8.0,7.0
13689,11204.0,8.0,7.0,1.0,3.0,8.0,7.0,1.0,3.0
13690,6978.0,8.0,5.0,1.0,10.0,5.0,6.0,1.0,10.0
13691,2306.0,8.0,3.0,9.0,8.0,7.0,1.0,9.0,8.0
13692,10480.0,8.0,2.0,6.0,9.0,8.0,2.0,6.0,9.0
13693,12411.0,8.0,1.0,9.0,4.0,8.0,1.0,9.0,3.0
13694,10482.0,8.0,6.0,1.0,9.0,8.0,6.0,1.0,9.0
13695,15810.0,8.0,9.0,1.0,6.0,8.0,10.0,2.0,6.0
13696,7054.0,8.0,3.0,7.0,10.0,9.0,4.0,7.0,10.0
13697,10488.0,8.0,8.0,2.0,9.0,6.0,8.0,1.0,9.0
13698,11871.0,8.0,7.0,1.0,3.0,7.0,7.0,1.0,4.0
13699,4642.0,8.0,3.0,7.0,7.0,8.0,3.0,8.0,7.0
13700,17031.0,8.0,2.0,4.0,4.0,9.0,3.0,4.0,4.0
13701,6014.0,8.0,7.0,2.0,10.0,8.0,7.0,2.0,10.0
13702,4644.0,8.0,8.0,1.0,7.0,8.0,9.0,1.0,7.0
13703,14978.0,8.0,3.0,4.0,5.0,7.0,3.0,5.0,5.0
13704,1477.0,8.0,4.0,5.0,8.0,8.0,3.0,5.0,8.0
13705,17800.0,8.0,2.0,8.0,4.0,8.0,3.0,7.0,4.0
13706,14985.0,8.0,4.0,10.0,5.0,8.0,4.0,10.0,5.0
13707,11069.0,8.0,9.0,1.0,3.0,6.0,9.0,1.0,3.0
13708,11267.0,8.0,2.0,9.0,3.0,7.0,1.0,9.0,2.0
13709,17912.0,8.0,7.0,1.0,1.0,8.0,7.0,2.0,1.0
13710,17900.0,8.0,2.0,5.0,4.0,8.0,1.0,6.0,4.0
13711,17444.0,8.0,2.0,9.0,4.0,7.0,2.0,9.0,4.0
13712,4717.0,8.0,1.0,5.0,7.0,5.0,1.0,5.0,7.0
13713,18318.0,8.0,2.0,6.0,5.0,8.0,2.0,6.0,5.0
13714,7108.0,8.0,10.0,1.0,10.0,9.0,10.0,2.0,10.0
13715,2905.0,8.0,10.0,1.0,6.0,8.0,9.0,1.0,6.0
13716,15317.0,8.0,1.0,9.0,5.0,8.0,1.0,8.0,5.0
13717,15183.0,8.0,4.0,9.0,5.0,9.0,4.0,8.0,5.0
13718,10301.0,8.0,6.0,1.0,9.0,8.0,7.0,1.0,9.0
13719,10822.0,8.0,1.0,7.0,3.0,8.0,1.0,7.0,3.0
13720,10825.0,8.0,7.0,2.0,3.0,9.0,7.0,3.0,3.0
13721,14221.0,8.0,6.0,1.0,5.0,7.0,6.0,1.0,5.0
13722,655.0,8.0,1.0,8.0,7.0,9.0,3.0,7.0,7.0
13723,18085.0,8.0,10.0,1.0,5.0,9.0,10.0,2.0,5.0
13724,5653.0,8.0,2.0,3.0,10.0,8.0,3.0,3.0,10.0
13725,2883.0,8.0,9.0,2.0,6.0,7.0,9.0,1.0,6.0
13726,5055.0,8.0,9.0,1.0,7.0,9.0,8.0,1.0,7.0
13727,15147.0,8.0,6.0,1.0,5.0,9.0,6.0,1.0,5.0
13728,10276.0,8.0,9.0,1.0,9.0,7.0,9.0,1.0,9.0
13729,14636.0,8.0,2.0,6.0,5.0,8.0,3.0,6.0,5.0
13730,11573.0,8.0,1.0,6.0,4.0,7.0,2.0,6.0,4.0
13731,2919.0,8.0,3.0,3.0,2.0,9.0,4.0,3.0,2.0
13732,10711.0,8.0,9.0,2.0,3.0,8.0,9.0,2.0,3.0
13733,5452.0,8.0,7.0,2.0,10.0,9.0,7.0,2.0,10.0
13734,10706.0,8.0,4.0,8.0,3.0,8.0,1.0,8.0,3.0
13735,14253.0,8.0,1.0,3.0,5.0,8.0,3.0,4.0,5.0
13736,5464.0,8.0,7.0,1.0,10.0,7.0,6.0,1.0,10.0
13737,11638.0,8.0,2.0,4.0,4.0,8.0,3.0,4.0,4.0
13738,15275.0,8.0,7.0,1.0,5.0,8.0,7.0,2.0,5.0
13739,10714.0,8.0,1.0,4.0,3.0,7.0,2.0,4.0,3.0
13740,2628.0,8.0,9.0,2.0,8.0,8.0,8.0,1.0,8.0
13741,15276.0,8.0,3.0,7.0,5.0,8.0,4.0,8.0,5.0
13742,10720.0,8.0,1.0,9.0,3.0,9.0,2.0,8.0,3.0
13743,10725.0,8.0,4.0,5.0,3.0,9.0,4.0,5.0,3.0
13744,18174.0,8.0,10.0,2.0,5.0,8.0,10.0,2.0,5.0
13745,831.0,8.0,7.0,2.0,7.0,9.0,7.0,2.0,7.0
13746,6672.0,8.0,8.0,1.0,10.0,8.0,8.0,2.0,10.0
13747,650.0,8.0,5.0,4.0,7.0,8.0,4.0,4.0,7.0
13748,11938.0,8.0,1.0,8.0,3.0,7.0,1.0,9.0,4.0
13749,14703.0,8.0,2.0,4.0,5.0,8.0,2.0,4.0,5.0
13750,5805.0,8.0,10.0,1.0,2.0,7.0,10.0,1.0,2.0
13751,17148.0,8.0,8.0,1.0,4.0,9.0,9.0,2.0,4.0
13752,14778.0,8.0,3.0,8.0,1.0,8.0,1.0,8.0,1.0
13753,14146.0,8.0,3.0,6.0,5.0,7.0,3.0,6.0,5.0
13754,15557.0,8.0,1.0,4.0,6.0,8.0,2.0,4.0,6.0
13755,17451.0,8.0,7.0,1.0,4.0,6.0,8.0,1.0,4.0
13756,15733.0,8.0,10.0,3.0,6.0,8.0,10.0,2.0,6.0
13757,5809.0,8.0,2.0,5.0,10.0,9.0,1.0,5.0,10.0
13758,18597.0,8.0,3.0,8.0,5.0,8.0,3.0,7.0,5.0
13759,10972.0,8.0,1.0,6.0,3.0,7.0,2.0,6.0,3.0
13760,12269.0,8.0,4.0,8.0,3.0,7.0,2.0,8.0,3.0
13761,17976.0,8.0,4.0,7.0,5.0,7.0,3.0,7.0,5.0
13762,10704.0,8.0,4.0,5.0,3.0,9.0,4.0,5.0,3.0
13763,18304.0,8.0,1.0,3.0,2.0,7.0,3.0,3.0,2.0
13764,5058.0,8.0,3.0,6.0,7.0,8.0,2.0,5.0,7.0
13765,10951.0,8.0,6.0,2.0,3.0,8.0,5.0,1.0,3.0
13766,11715.0,8.0,8.0,2.0,3.0,8.0,8.0,2.0,4.0
13767,11698.0,8.0,3.0,9.0,4.0,9.0,4.0,9.0,4.0
13768,2869.0,8.0,2.0,7.0,6.0,7.0,2.0,5.0,6.0
13769,15329.0,8.0,4.0,8.0,5.0,8.0,4.0,8.0,5.0
13770,3166.0,8.0,10.0,1.0,7.0,8.0,10.0,1.0,7.0
13771,17675.0,8.0,1.0,8.0,4.0,7.0,2.0,8.0,4.0
13772,720.0,8.0,2.0,9.0,7.0,7.0,1.0,8.0,7.0
13773,7264.0,8.0,4.0,8.0,10.0,8.0,4.0,9.0,10.0
13774,805.0,8.0,8.0,2.0,7.0,7.0,9.0,2.0,7.0
13775,15129.0,8.0,4.0,9.0,5.0,7.0,3.0,9.0,5.0
13776,18452.0,8.0,10.0,2.0,5.0,7.0,10.0,1.0,5.0
13777,15678.0,8.0,2.0,5.0,6.0,7.0,2.0,5.0,6.0
13778,10225.0,8.0,7.0,2.0,9.0,6.0,7.0,2.0,9.0
13779,10878.0,8.0,8.0,2.0,3.0,7.0,8.0,2.0,3.0
13780,18574.0,8.0,4.0,5.0,5.0,9.0,2.0,4.0,5.0
13781,17168.0,8.0,10.0,5.0,4.0,8.0,10.0,5.0,4.0
13782,7323.0,8.0,1.0,9.0,10.0,7.0,1.0,9.0,10.0
13783,8566.0,8.0,1.0,4.0,9.0,7.0,1.0,4.0,9.0
13784,17857.0,8.0,1.0,8.0,4.0,9.0,1.0,8.0,4.0
13785,12633.0,8.0,2.0,9.0,3.0,7.0,1.0,9.0,3.0
13786,1959.0,8.0,2.0,9.0,8.0,7.0,2.0,9.0,8.0
13787,9911.0,8.0,4.0,8.0,9.0,8.0,4.0,8.0,9.0
13788,18808.0,8.0,10.0,1.0,4.0,8.0,9.0,1.0,4.0
13789,16605.0,8.0,3.0,9.0,6.0,7.0,4.0,9.0,6.0
13790,8312.0,8.0,3.0,7.0,2.0,7.0,1.0,7.0,2.0
13791,9102.0,8.0,6.0,2.0,9.0,7.0,6.0,2.0,9.0
13792,8083.0,8.0,1.0,7.0,9.0,8.0,3.0,7.0,9.0
13793,18805.0,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0
13794,13619.0,8.0,4.0,5.0,3.0,8.0,4.0,5.0,3.0
13795,15950.0,8.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0
13796,8819.0,8.0,2.0,4.0,8.0,9.0,2.0,4.0,8.0
13797,3557.0,8.0,1.0,7.0,6.0,8.0,1.0,7.0,6.0
13798,18921.0,8.0,1.0,7.0,4.0,8.0,2.0,7.0,4.0
13799,3780.0,8.0,4.0,7.0,6.0,8.0,3.0,7.0,6.0
13800,13780.0,8.0,10.0,5.0,1.0,8.0,10.0,5.0,1.0
13801,13020.0,8.0,1.0,8.0,4.0,6.0,2.0,7.0,4.0
13802,13015.0,8.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0
13803,1248.0,8.0,4.0,9.0,7.0,7.0,4.0,9.0,7.0
13804,16813.0,8.0,5.0,1.0,4.0,8.0,6.0,1.0,4.0
13805,19250.0,8.0,10.0,1.0,5.0,7.0,9.0,1.0,5.0
13806,9169.0,8.0,2.0,10.0,1.0,8.0,3.0,10.0,1.0
13807,4498.0,8.0,1.0,5.0,7.0,8.0,1.0,5.0,7.0
13808,16571.0,8.0,10.0,1.0,6.0,8.0,10.0,2.0,6.0
13809,13940.0,8.0,2.0,7.0,3.0,8.0,3.0,8.0,3.0
13810,13942.0,8.0,6.0,1.0,3.0,8.0,6.0,1.0,3.0
13811,16805.0,8.0,2.0,8.0,4.0,8.0,2.0,8.0,4.0
13812,13653.0,8.0,4.0,7.0,3.0,7.0,3.0,6.0,3.0
13813,9429.0,8.0,8.0,2.0,9.0,9.0,9.0,2.0,9.0
13814,16606.0,8.0,2.0,8.0,6.0,7.0,3.0,9.0,6.0
13815,3353.0,8.0,9.0,2.0,7.0,9.0,10.0,2.0,7.0
13816,19053.0,8.0,4.0,9.0,5.0,8.0,4.0,9.0,5.0
13817,13599.0,8.0,8.0,1.0,3.0,8.0,9.0,1.0,3.0
13818,19134.0,8.0,4.0,8.0,5.0,9.0,3.0,9.0,5.0
13819,4418.0,8.0,2.0,8.0,7.0,8.0,3.0,9.0,7.0
13820,16301.0,8.0,9.0,2.0,6.0,7.0,8.0,2.0,6.0
13821,9747.0,8.0,4.0,7.0,9.0,7.0,4.0,8.0,9.0
13822,16307.0,8.0,2.0,4.0,6.0,8.0,3.0,4.0,6.0
13823,16891.0,8.0,1.0,7.0,4.0,8.0,2.0,6.0,4.0
13824,9725.0,8.0,1.0,5.0,9.0,8.0,1.0,6.0,9.0
13825,12603.0,8.0,9.0,2.0,3.0,7.0,9.0,2.0,4.0
13826,13561.0,8.0,4.0,7.0,3.0,9.0,2.0,7.0,3.0
13827,3923.0,8.0,1.0,7.0,6.0,7.0,1.0,7.0,6.0
13828,13123.0,8.0,4.0,7.0,4.0,9.0,4.0,6.0,4.0
13829,19125.0,8.0,1.0,7.0,5.0,8.0,2.0,6.0,5.0
13830,1012.0,8.0,7.0,2.0,7.0,6.0,7.0,2.0,7.0
13831,9015.0,8.0,5.0,1.0,9.0,8.0,5.0,2.0,9.0
13832,16027.0,8.0,4.0,10.0,2.0,7.0,3.0,10.0,2.0
13833,16032.0,8.0,1.0,6.0,6.0,8.0,1.0,6.0,6.0
13834,12588.0,8.0,2.0,8.0,3.0,9.0,3.0,7.0,3.0
13835,1951.0,8.0,1.0,3.0,8.0,9.0,1.0,4.0,8.0
13836,13081.0,8.0,10.0,1.0,4.0,7.0,10.0,1.0,4.0
13837,12587.0,8.0,8.0,2.0,3.0,6.0,8.0,2.0,3.0
13838,16658.0,8.0,5.0,1.0,6.0,8.0,5.0,1.0,6.0
13839,18859.0,8.0,3.0,1.0,4.0,8.0,4.0,1.0,4.0
13840,9032.0,8.0,7.0,2.0,9.0,7.0,7.0,2.0,9.0
13841,9037.0,8.0,2.0,9.0,2.0,8.0,3.0,9.0,2.0
13842,19174.0,8.0,8.0,1.0,5.0,9.0,8.0,2.0,5.0
13843,16274.0,8.0,3.0,6.0,6.0,7.0,3.0,6.0,6.0
13844,13061.0,8.0,1.0,3.0,4.0,8.0,1.0,4.0,4.0
13845,9940.0,8.0,4.0,8.0,9.0,7.0,3.0,9.0,9.0
13846,13021.0,8.0,3.0,9.0,4.0,9.0,4.0,7.0,4.0
13847,12611.0,8.0,10.0,1.0,3.0,8.0,10.0,1.0,3.0
13848,3417.0,8.0,8.0,3.0,6.0,9.0,8.0,2.0,6.0
13849,13363.0,8.0,1.0,6.0,3.0,9.0,2.0,8.0,3.0
13850,19272.0,8.0,2.0,5.0,5.0,8.0,1.0,5.0,5.0
13851,12947.0,8.0,6.0,1.0,4.0,8.0,6.0,2.0,4.0
13852,12854.0,8.0,4.0,9.0,3.0,7.0,4.0,9.0,3.0
13853,13717.0,8.0,4.0,6.0,3.0,9.0,4.0,5.0,3.0
13854,16145.0,8.0,2.0,6.0,6.0,7.0,1.0,6.0,6.0
13855,8578.0,8.0,4.0,5.0,2.0,8.0,1.0,5.0,2.0
13856,7958.0,8.0,1.0,10.0,10.0,7.0,1.0,10.0,10.0
13857,9250.0,8.0,3.0,9.0,8.0,8.0,4.0,9.0,8.0
13858,13695.0,8.0,8.0,9.0,1.0,7.0,9.0,8.0,1.0
13859,12858.0,8.0,2.0,5.0,3.0,7.0,2.0,5.0,4.0
13860,8621.0,8.0,2.0,4.0,8.0,8.0,2.0,4.0,8.0
13861,12469.0,8.0,8.0,1.0,3.0,8.0,8.0,2.0,3.0
13862,2084.0,8.0,1.0,6.0,8.0,9.0,1.0,6.0,8.0
13863,16123.0,8.0,7.0,1.0,6.0,7.0,7.0,1.0,6.0
13864,9372.0,8.0,3.0,4.0,9.0,8.0,4.0,5.0,9.0
13865,12937.0,8.0,10.0,1.0,4.0,9.0,10.0,1.0,4.0
13866,7959.0,8.0,8.0,1.0,10.0,7.0,9.0,1.0,10.0
13867,18739.0,8.0,4.0,9.0,5.0,8.0,4.0,7.0,5.0
13868,5585.0,8.0,6.0,2.0,10.0,8.0,6.0,1.0,10.0
13869,11574.0,8.0,9.0,1.0,1.0,8.0,10.0,2.0,1.0
13870,15426.0,8.0,4.0,8.0,6.0,8.0,5.0,9.0,6.0
13871,6530.0,8.0,4.0,6.0,10.0,8.0,4.0,6.0,10.0
13872,12097.0,8.0,9.0,2.0,3.0,8.0,10.0,1.0,3.0
13873,11857.0,8.0,7.0,1.0,3.0,8.0,7.0,2.0,4.0
13874,17603.0,8.0,3.0,6.0,4.0,6.0,4.0,5.0,4.0
13875,15211.0,8.0,1.0,6.0,5.0,6.0,1.0,6.0,5.0
13876,18133.0,8.0,7.0,2.0,5.0,8.0,7.0,1.0,5.0
13877,18308.0,8.0,2.0,7.0,5.0,7.0,2.0,7.0,5.0
13878,18143.0,8.0,4.0,5.0,5.0,7.0,3.0,5.0,5.0
13879,18500.0,8.0,2.0,4.0,5.0,7.0,1.0,4.0,5.0
13880,16042.0,8.0,9.0,2.0,6.0,8.0,9.0,1.0,6.0
13881,12082.0,8.0,3.0,4.0,4.0,7.0,3.0,4.0,3.0
13882,11808.0,8.0,4.0,9.0,3.0,8.0,4.0,9.0,4.0
13883,18872.0,8.0,2.0,8.0,4.0,8.0,4.0,9.0,4.0
13884,10499.0,8.0,10.0,1.0,9.0,7.0,10.0,1.0,9.0
13885,11586.0,8.0,8.0,1.0,4.0,8.0,8.0,1.0,4.0
13886,9682.0,8.0,7.0,2.0,9.0,8.0,8.0,2.0,9.0
13887,16029.0,8.0,10.0,1.0,6.0,7.0,9.0,1.0,6.0
13888,4107.0,8.0,1.0,7.0,7.0,7.0,1.0,6.0,7.0
13889,6869.0,8.0,2.0,9.0,10.0,8.0,3.0,9.0,10.0
13890,4844.0,8.0,1.0,10.0,7.0,9.0,2.0,10.0,7.0
13891,4124.0,8.0,2.0,9.0,7.0,9.0,3.0,8.0,7.0
13892,17204.0,8.0,5.0,7.0,1.0,9.0,6.0,7.0,1.0
13893,14198.0,8.0,9.0,2.0,5.0,9.0,8.0,2.0,5.0
13894,13105.0,8.0,2.0,4.0,4.0,10.0,3.0,4.0,4.0
13895,15396.0,8.0,9.0,2.0,6.0,8.0,9.0,2.0,6.0
13896,8153.0,8.0,6.0,1.0,9.0,9.0,5.0,1.0,9.0
13897,3019.0,8.0,1.0,6.0,2.0,6.0,1.0,6.0,2.0
13898,16152.0,8.0,1.0,4.0,6.0,7.0,1.0,3.0,6.0
13899,4879.0,8.0,1.0,9.0,7.0,7.0,2.0,9.0,7.0
13900,17207.0,8.0,3.0,9.0,4.0,7.0,4.0,9.0,4.0
13901,15418.0,8.0,4.0,8.0,6.0,8.0,2.0,8.0,6.0
13902,1814.0,8.0,10.0,2.0,8.0,8.0,9.0,1.0,8.0
13903,15420.0,8.0,1.0,7.0,6.0,8.0,1.0,8.0,6.0
13904,9720.0,8.0,7.0,3.0,9.0,6.0,6.0,2.0,9.0
13905,11555.0,8.0,4.0,3.0,4.0,8.0,4.0,3.0,4.0
13906,6518.0,8.0,3.0,4.0,10.0,8.0,1.0,4.0,10.0
13907,10293.0,8.0,5.0,1.0,9.0,8.0,5.0,1.0,9.0
13908,14440.0,8.0,1.0,6.0,5.0,6.0,1.0,5.0,5.0
13909,12111.0,8.0,1.0,8.0,3.0,7.0,1.0,9.0,3.0
13910,18985.0,8.0,2.0,8.0,5.0,8.0,3.0,8.0,5.0
13911,18113.0,8.0,5.0,2.0,5.0,8.0,5.0,1.0,5.0
13912,14442.0,8.0,1.0,4.0,5.0,7.0,2.0,4.0,5.0
13913,12666.0,8.0,10.0,2.0,3.0,8.0,10.0,1.0,3.0
13914,19107.0,8.0,8.0,1.0,5.0,9.0,8.0,1.0,5.0
13915,9023.0,8.0,6.0,2.0,9.0,8.0,4.0,2.0,9.0
13916,6850.0,8.0,3.0,6.0,10.0,7.0,4.0,7.0,10.0
13917,9235.0,8.0,3.0,7.0,8.0,8.0,3.0,7.0,8.0
13918,15585.0,8.0,3.0,3.0,6.0,8.0,2.0,3.0,6.0
13919,15542.0,8.0,9.0,1.0,6.0,9.0,8.0,1.0,6.0
13920,7910.0,8.0,1.0,10.0,10.0,8.0,3.0,10.0,10.0
13921,7913.0,8.0,2.0,6.0,10.0,9.0,4.0,6.0,10.0
13922,17355.0,8.0,2.0,6.0,4.0,8.0,3.0,6.0,4.0
13923,5446.0,8.0,2.0,6.0,1.0,7.0,3.0,7.0,1.0
13924,14551.0,8.0,2.0,6.0,5.0,7.0,3.0,6.0,5.0
13925,17350.0,8.0,1.0,7.0,4.0,8.0,2.0,7.0,4.0
13926,1562.0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,8.0
13927,12949.0,8.0,1.0,8.0,4.0,8.0,3.0,7.0,4.0
13928,16723.0,8.0,4.0,3.0,4.0,9.0,4.0,3.0,4.0
13929,17455.0,8.0,3.0,9.0,4.0,6.0,3.0,9.0,4.0
13930,17467.0,8.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0
13931,15345.0,8.0,2.0,10.0,2.0,9.0,1.0,10.0,2.0
13932,19041.0,8.0,3.0,5.0,5.0,7.0,3.0,6.0,5.0
13933,3073.0,8.0,2.0,6.0,7.0,9.0,1.0,5.0,7.0
13934,10662.0,8.0,2.0,9.0,9.0,9.0,3.0,9.0,9.0
13935,15514.0,8.0,9.0,1.0,6.0,7.0,10.0,1.0,6.0
13936,15319.0,8.0,3.0,5.0,5.0,9.0,3.0,5.0,5.0
13937,3065.0,8.0,9.0,2.0,7.0,8.0,10.0,2.0,7.0
13938,18417.0,8.0,9.0,1.0,5.0,7.0,8.0,1.0,5.0
13939,11707.0,8.0,5.0,1.0,4.0,9.0,6.0,2.0,4.0
13940,7050.0,8.0,1.0,8.0,10.0,9.0,1.0,8.0,10.0
13941,11950.0,8.0,4.0,6.0,4.0,8.0,2.0,6.0,4.0
13942,16758.0,8.0,4.0,1.0,4.0,8.0,4.0,2.0,4.0
13943,10609.0,8.0,8.0,1.0,9.0,6.0,6.0,1.0,9.0
13944,4219.0,8.0,4.0,7.0,7.0,9.0,3.0,8.0,7.0
13945,4216.0,8.0,4.0,5.0,7.0,8.0,4.0,5.0,7.0
13946,15499.0,8.0,3.0,9.0,6.0,7.0,4.0,8.0,6.0
13947,18373.0,8.0,8.0,9.0,1.0,9.0,9.0,10.0,1.0
13948,9800.0,8.0,2.0,9.0,9.0,8.0,1.0,9.0,9.0
13949,15584.0,8.0,2.0,6.0,6.0,7.0,1.0,7.0,6.0
13950,3049.0,8.0,1.0,9.0,7.0,7.0,2.0,9.0,7.0
13951,4999.0,8.0,6.0,1.0,7.0,8.0,7.0,2.0,7.0
13952,16055.0,8.0,1.0,9.0,6.0,7.0,2.0,9.0,6.0
13953,18397.0,8.0,3.0,7.0,5.0,8.0,4.0,8.0,5.0
13954,17376.0,8.0,8.0,1.0,4.0,8.0,9.0,1.0,4.0
13955,11875.0,8.0,4.0,8.0,3.0,10.0,4.0,7.0,4.0
13956,18170.0,8.0,4.0,6.0,5.0,8.0,1.0,5.0,5.0
13957,9268.0,8.0,3.0,3.0,8.0,8.0,3.0,3.0,8.0
13958,18974.0,8.0,4.0,8.0,5.0,8.0,1.0,9.0,5.0
13959,10485.0,8.0,3.0,8.0,9.0,9.0,3.0,7.0,9.0
13960,16056.0,8.0,2.0,7.0,6.0,8.0,2.0,9.0,6.0
13961,3958.0,8.0,3.0,7.0,6.0,7.0,1.0,7.0,6.0
13962,6598.0,8.0,10.0,1.0,10.0,9.0,10.0,2.0,10.0
13963,7848.0,8.0,2.0,3.0,10.0,8.0,1.0,3.0,10.0
13964,8087.0,8.0,2.0,8.0,9.0,8.0,3.0,8.0,9.0
13965,16832.0,8.0,8.0,2.0,1.0,8.0,8.0,2.0,2.0
