°í°´¹øÈ£,A±¸¸ÅÈ½¼ö,B±¸¸ÅÈ½¼ö,C±¸¸ÅÈ½¼ö,D±¸¸ÅÈ½¼ö,AÃÑ±¸¸Å¾×,BÃÑ±¸¸Å¾×,CÃÑ±¸¸Å¾×,DÃÑ±¸¸Å¾×,A°´´Ü°¡,B°´´Ü°¡,C°´´Ü°¡,D°´´Ü°¡,A±¸¸ÅºñÀ²(%),B±¸¸ÅºñÀ²(%),C±¸¸ÅºñÀ²(%),D±¸¸ÅºñÀ²(%)
16960,47.0,797.0,301.0,0.0,2987333.0,10071633.0,887085.0,0.0,63560.27659574468,12636.92973651192,2947.126245847176,0.0,80.31,15.95,3.72,0.0
16961,1.0,1177.0,10.0,0.0,5683.0,8586664.0,26124.0,0.0,5683.0,7295.38147833475,2612.4,0.0,36.45,46.68,16.67,0.0
16962,496.0,99.0,285.0,0.0,19433592.0,1256021.0,1710565.0,0.0,39180.62903225807,12687.080808080807,6001.982456140351,0.0,67.7,21.9,10.36,0.0
16963,12.0,1703.0,320.0,0.0,1534151.0,12748963.0,1434924.0,0.0,127845.91666666669,7486.179095713447,4484.1375,0.0,91.44,5.35,3.2,0.0
16964,26.0,749.0,32.0,0.0,2306490.0,13466243.0,240463.0,0.0,88711.15384615384,17978.96261682243,7514.46875,0.0,77.68,15.73,6.57,0.0
16965,2.0,701.0,1.0,0.0,365154.0,7584503.0,11796.0,0.0,182577.0,10819.547788873038,11796.0,0.0,88.98,5.27,5.75,0.0
16966,9.0,1.0,1205.0,0.0,969565.0,17157.0,6452519.0,0.0,107729.44444444444,17157.0,5354.78755186722,0.0,82.72,13.16,4.11,0.0
16967,4.0,30.0,2511.0,0.0,516761.0,1237548.0,7350265.0,0.0,129190.25,41251.6,2927.226204699323,0.0,74.52,23.78,1.69,0.0
16968,62.0,73.0,1504.0,0.0,4646438.0,1118027.0,4383606.0,0.0,74942.54838709677,15315.438356164384,2914.63164893617,0.0,80.43,16.42,3.12,0.0
16969,10.0,4.0,1217.0,0.0,998858.0,66559.0,7148839.0,0.0,99885.8,16639.75,5874.148726376336,0.0,81.61,13.59,4.8,0.0
16970,1.0,35.0,922.0,0.0,73992.0,342978.0,3310314.0,0.0,73992.0,9799.371428571429,3590.3622559652927,0.0,84.68,11.2,4.1,0.0
16971,1.0,2.0,1205.0,0.0,8868.0,12596.0,3442212.0,0.0,8868.0,6298.0,2856.607468879668,0.0,49.2,34.85,15.78,0.0
16972,2.0,1103.0,1.0,0.0,37022.0,6971107.0,5057.0,0.0,18511.0,6320.1332728921125,5057.0,0.0,61.93,21.1,16.87,0.0
16973,656.0,129.0,70.0,0.0,22165235.0,881175.0,245461.0,0.0,33788.46798780488,6830.813953488372,3506.5857142857144,0.0,76.57,15.45,7.93,0.0
16974,11.0,767.0,267.0,0.0,1107095.0,8506175.0,1083061.0,0.0,100645.0,11090.189048239896,4056.4082397003754,0.0,86.92,9.57,3.5,0.0
16975,142.0,2279.0,3.0,0.0,9718340.0,12626700.0,38407.0,0.0,68439.01408450704,5540.456340500219,12802.333333333334,0.0,78.86,6.38,14.74,0.0
16976,21.0,910.0,0.0,0.0,1550260.0,4983532.0,0.0,0.0,73821.90476190476,5476.408791208792,0.0,0.0,93.09,6.9,0.0,0.0
16977,443.0,26.0,0.0,8.0,23779517.0,299309.0,0.0,117052.0,53678.36794582393,11511.884615384615,0.0,14631.5,67.25,14.41,0.0,18.31
16978,33.0,1121.0,16.0,0.0,1157281.0,9588429.0,76131.0,0.0,35069.121212121216,8553.460303300624,4758.1875,0.0,72.49,17.65,9.82,0.0
16979,24.0,791.0,20.0,0.0,3207786.0,5791550.0,85306.0,0.0,133657.75,7321.807838179519,4265.3,0.0,92.02,5.04,2.93,0.0
16980,14.0,3.0,1130.0,0.0,1104280.0,70797.0,4417822.0,0.0,78877.14285714286,23599.0,3909.5769911504426,0.0,74.14,22.17,3.67,0.0
16981,3.0,1613.0,1.0,0.0,227586.0,7357536.0,4494.0,0.0,75862.0,4561.398636081835,4494.0,0.0,89.34,5.37,5.29,0.0
16982,10.0,57.0,1025.0,0.0,1287623.0,400051.0,49426023.0,0.0,128762.3,7018.438596491228,48220.51024390244,0.0,69.98,3.81,26.2,0.0
16983,1.0,1813.0,2.0,0.0,115523.0,15310657.0,8473.0,0.0,115523.0,8444.929398786542,4236.5,0.0,90.11,6.58,3.3,0.0
16984,545.0,95.0,0.0,5.0,54665145.0,662974.0,0.0,209929.0,100303.01834862384,6978.673684210527,0.0,41985.8,67.2,4.67,0.0,28.11
16985,335.0,260.0,22.0,0.0,5172718.0,1787882.0,48330.0,0.0,15440.949253731344,6876.469230769231,2196.818181818182,0.0,62.99,27.98,8.93,0.0
16986,0.0,1928.0,0.0,0.0,0.0,12845970.0,0.0,0.0,0.0,6662.847510373444,0.0,0.0,0.0,100.0,0.0,0.0
16987,739.0,25.0,73.0,0.0,15672886.0,261749.0,361792.0,0.0,21208.23545331529,10469.96,4956.054794520548,0.0,57.89,28.53,13.5,0.0
16988,395.0,0.0,0.0,0.0,18092701.0,0.0,0.0,0.0,45804.306329113926,0.0,0.0,0.0,100.0,0.0,0.0,0.0
16989,595.0,6.0,599.0,0.0,54535671.0,191460.0,2517488.0,0.0,91656.58991596638,31910.0,4202.818030050084,0.0,71.74,24.96,3.29,0.0
16990,389.0,706.0,3.0,0.0,48597003.0,5359783.0,12584.0,0.0,124928.02827763496,7591.760623229462,4194.666666666667,0.0,91.38,5.55,3.07,0.0
16991,461.0,220.0,0.0,3.0,42975849.0,2660562.0,0.0,19207.0,93223.09978308028,12093.463636363636,0.0,6402.333333333333,83.44,10.82,0.0,5.73
16993,69.0,334.0,46.0,0.0,2830392.0,19267215.0,245388.0,0.0,41020.17391304348,57686.27245508982,5334.521739130435,0.0,39.43,55.42,5.12,0.0
16994,626.0,190.0,3.0,2.0,21466372.0,1664467.0,3925.0,4640.0,34291.329073482426,8760.352631578948,1308.3333333333333,2320.0,73.46,18.74,2.8,4.96
16995,2.0,577.0,286.0,0.0,240419.0,3569637.0,967655.0,0.0,120209.5,6186.545927209705,3383.409090909091,0.0,92.63,4.76,2.61,0.0
16996,580.0,478.0,224.0,3.0,36520201.0,5516725.0,1032610.0,26396.0,62965.86379310345,11541.26569037657,4609.866071428572,8798.666666666666,71.62,13.12,5.24,10.0
16997,21.0,66.0,752.0,0.0,1281941.0,982978.0,7241834.0,0.0,61044.80952380953,14893.60606060606,9630.09840425532,0.0,71.34,17.39,11.24,0.0
16998,8.0,2.0,2663.0,0.0,197374.0,4986.0,11301826.0,0.0,24671.75,2493.0,4244.020277882088,0.0,78.55,7.92,13.48,0.0
16999,64.0,2219.0,18.0,0.0,2063794.0,12889799.0,89946.0,0.0,32246.78125,5808.83235691753,4997.0,0.0,74.9,13.47,11.58,0.0
17001,7.0,2221.0,13.0,0.0,302511.0,14072144.0,173238.0,0.0,43215.857142857145,6335.949572264745,13326.0,0.0,68.73,10.07,21.17,0.0
17002,1.0,1069.0,2.0,0.0,106420.0,8142523.0,4520.0,0.0,106420.0,7616.953227315248,2260.0,0.0,91.51,6.54,1.94,0.0
17003,700.0,151.0,4.0,0.0,37024435.0,2290232.0,10939.0,0.0,52892.05,15167.099337748345,2734.75,0.0,74.71,21.4,3.86,0.0
17004,0.0,94.0,2731.0,0.0,0.0,731283.0,10867412.0,0.0,0.0,7779.606382978724,3979.2793848407177,0.0,0.0,66.16,33.65,0.0
17005,5.0,3131.0,6.0,0.0,405313.0,22334104.0,14757.0,0.0,81062.6,7133.2175023954005,2459.5,0.0,89.42,7.86,2.71,0.0
17006,9.0,132.0,2212.0,0.0,637442.0,1032273.0,8945766.0,0.0,70826.88888888889,7820.25,4044.1980108499097,0.0,85.65,9.45,4.89,0.0
17007,506.0,31.0,42.0,0.0,60999359.0,960801.0,274945.0,0.0,120552.09288537547,30993.58064516129,6546.309523809524,0.0,76.25,19.6,4.14,0.0
17008,2.0,1072.0,24.0,0.0,45930.0,6650494.0,110481.0,0.0,22965.0,6203.819029850746,4603.375,0.0,68.0,18.33,13.6,0.0
17009,79.0,1693.0,8.0,2.0,12799977.0,11152751.0,36972.0,11976.0,162025.0253164557,6587.567040756055,4621.5,5988.0,90.4,3.67,2.58,3.34
17010,1060.0,0.0,0.0,0.0,54517367.0,0.0,0.0,0.0,51431.47830188679,0.0,0.0,0.0,100.0,0.0,0.0,0.0
17011,8.0,1.0,1598.0,0.0,71948.0,13494.0,5066623.0,0.0,8993.5,13494.0,3170.602628285357,0.0,35.05,52.52,12.32,0.0
17012,11.0,1185.0,14.0,0.0,548955.0,6001853.0,49975.0,0.0,49905.0,5064.854852320676,3569.6428571428573,0.0,85.25,8.64,6.09,0.0
17013,2.0,2392.0,3.0,0.0,345750.0,13392576.0,30460.0,0.0,172875.0,5598.903010033445,10153.333333333334,0.0,91.65,2.97,5.38,0.0
17014,4.0,24.0,1139.0,0.0,50054.0,218047.0,4654074.0,0.0,12513.5,9085.291666666666,4086.105355575066,0.0,48.72,35.31,15.86,0.0
17015,15.0,966.0,1.0,0.0,2563465.0,10653008.0,7316.0,0.0,170897.66666666666,11027.958592132503,7316.0,0.0,90.31,5.82,3.86,0.0
17016,398.0,196.0,3.0,0.0,17698271.0,2407902.0,12218.0,0.0,44468.0175879397,12285.214285714286,4072.6666666666665,0.0,73.11,20.17,6.69,0.0
17017,1.0,2.0,1210.0,0.0,161008.0,12568.0,3814831.0,0.0,161008.0,6284.0,3152.752892561984,0.0,94.46,3.68,1.85,0.0
17018,2.0,2746.0,6.0,0.0,63721.0,35880355.0,70919.0,0.0,31860.5,13066.40750182083,11819.833333333334,0.0,56.15,23.0,20.8,0.0
17019,24.0,124.0,2999.0,0.0,1783551.0,678775.0,16978677.0,0.0,74314.625,5473.991935483871,5661.446148716239,0.0,86.97,6.4,6.62,0.0
17020,4.0,1524.0,9.0,0.0,122884.0,9503185.0,69851.0,0.0,30721.0,6235.685695538058,7761.222222222223,0.0,68.7,13.92,17.32,0.0
17021,30.0,1.0,1779.0,0.0,3172317.0,57644.0,12203643.0,0.0,105743.9,57644.0,6859.83305227656,0.0,62.11,33.85,4.03,0.0
17022,2.0,911.0,1.0,0.0,16338.0,4859191.0,2652.0,0.0,8169.0,5333.908891328211,2652.0,0.0,50.57,32.91,16.33,0.0
17023,461.0,1030.0,26.0,4.0,12245794.0,6197377.0,83698.0,23535.0,26563.54446854664,6016.870873786408,3219.153846153846,5883.75,63.73,14.41,7.71,14.09
17024,417.0,541.0,2.0,0.0,52970886.0,3374370.0,34500.0,0.0,127028.5035971223,6237.28280961183,17250.0,0.0,84.4,4.14,11.45,0.0
17025,1028.0,786.0,1.0,0.0,18617008.0,8270034.0,172748.0,0.0,18109.929961089496,10521.67175572519,172748.0,0.0,8.99,5.22,85.78,0.0
17026,586.0,20.0,17.0,2.0,44934550.0,140529.0,67577.0,16269.0,76680.11945392491,7026.45,3975.117647058824,8134.5,80.03,7.33,4.14,8.48
17027,736.0,166.0,94.0,0.0,16326271.0,1783355.0,324958.0,0.0,22182.433423913044,10743.102409638554,3457.0,0.0,60.97,29.48,9.48,0.0
17028,429.0,629.0,0.0,5.0,10628965.0,2824293.0,0.0,53840.0,24776.14219114219,4490.131955484897,0.0,10768.0,61.89,11.2,0.0,26.85
17029,17.0,969.0,39.0,1.0,936563.0,12334432.0,208500.0,4505.0,55091.94117647059,12729.031991744068,5346.153846153846,4505.0,70.93,16.37,6.88,5.79
17030,1.0,4.0,2221.0,0.0,41263.0,31084.0,10233321.0,0.0,41263.0,7771.0,4607.528590724899,0.0,76.92,14.47,8.57,0.0
17031,8.0,1366.0,68.0,0.0,343811.0,8288857.0,440921.0,0.0,42976.375,6067.977306002928,6484.132352941177,0.0,77.4,10.91,11.66,0.0
17032,3.0,3.0,1811.0,0.0,414642.0,65919.0,12485741.0,0.0,138214.0,21973.0,6894.390392048592,0.0,82.72,13.14,4.12,0.0
17033,0.0,159.0,2956.0,0.0,0.0,1335904.0,12139534.0,0.0,0.0,8401.911949685535,4106.7435723951285,0.0,0.0,67.17,32.66,0.0
17034,3.0,5.0,1536.0,0.0,799954.0,43381.0,8115885.0,0.0,266651.3333333333,8676.2,5283.779296875,0.0,95.03,3.09,1.88,0.0
17035,44.0,34.0,1138.0,0.0,8000623.0,182143.0,13067999.0,0.0,181832.3409090909,5357.14705882353,11483.30316344464,0.0,91.52,2.7,5.78,0.0
17036,507.0,1614.0,23.0,0.0,37977062.0,12547253.0,74690.0,0.0,74905.44773175543,7774.01053283767,3247.391304347826,0.0,87.17,9.04,3.78,0.0
17037,416.0,254.0,294.0,3.0,52174521.0,2391042.0,1275544.0,7872.0,125419.5216346154,9413.551181102364,4338.585034013606,2624.0,88.45,6.63,3.06,1.85
17038,557.0,287.0,75.0,0.0,40391077.0,4959250.0,261964.0,0.0,72515.39856373428,17279.616724738677,3492.853333333333,0.0,77.73,18.51,3.74,0.0
17039,12.0,2529.0,78.0,0.0,747708.0,14218761.0,316528.0,0.0,62309.0,5622.285883748517,4058.051282051282,0.0,86.55,7.8,5.63,0.0
17040,17.0,49.0,780.0,0.0,1172916.0,268390.0,3399149.0,0.0,68995.05882352941,5477.34693877551,4357.883333333333,0.0,87.52,6.94,5.52,0.0
17041,18.0,27.0,2628.0,0.0,427962.0,263052.0,13848241.0,0.0,23775.666666666668,9742.666666666666,5269.498097412481,0.0,61.3,25.08,13.56,0.0
17042,514.0,7.0,37.0,0.0,7003659.0,88389.0,191795.0,0.0,13625.795719844358,12627.0,5183.648648648648,0.0,43.34,40.11,16.45,0.0
17043,486.0,23.0,1048.0,1.0,80808585.0,646403.0,5671547.0,12136.0,166272.8086419753,28104.478260869564,5411.781488549618,12136.0,78.46,13.26,2.55,5.72
17044,8.0,1251.0,34.0,0.0,495945.0,7739449.0,96444.0,0.0,61993.125,6186.609912070344,2836.5882352941176,0.0,87.29,8.7,3.99,0.0
17045,38.0,1997.0,7.0,0.0,352149.0,10624370.0,21900.0,0.0,9267.078947368422,5320.165247871808,3128.5714285714284,0.0,52.31,29.94,17.58,0.0
17046,768.0,471.0,8.0,0.0,32151903.0,6456327.0,36664.0,0.0,41864.45703125,13707.700636942674,4583.0,0.0,69.59,22.76,7.61,0.0
17047,4.0,5.0,1065.0,0.0,68858.0,33329.0,6306154.0,0.0,17214.5,6665.8,5921.271361502348,0.0,57.76,22.32,19.82,0.0
17048,2.0,680.0,0.0,0.0,66546.0,4308407.0,0.0,0.0,33273.0,6335.892647058824,0.0,0.0,84.0,15.96,0.0,0.0
17049,3.0,1271.0,64.0,0.0,64964.0,12930178.0,156307.0,0.0,21654.666666666668,10173.232100708105,2442.296875,0.0,63.19,29.63,7.11,0.0
17050,30.0,1676.0,1.0,0.0,3252925.0,15848819.0,2884.0,0.0,108430.83333333331,9456.335918854416,2884.0,0.0,89.78,7.82,2.39,0.0
17051,1.0,1400.0,18.0,0.0,49556.0,4795754.0,42260.0,0.0,49556.0,3425.5385714285712,2347.777777777778,0.0,89.57,6.18,4.24,0.0
17052,7.0,671.0,15.0,0.0,505901.0,9606507.0,41609.0,0.0,72271.57142857143,14316.701937406857,2773.9333333333334,0.0,80.87,16.01,3.1,0.0
17053,599.0,992.0,207.0,0.0,10077570.0,5388450.0,788577.0,0.0,16823.98998330551,5431.905241935484,3809.550724637681,0.0,64.55,20.79,14.57,0.0
17054,422.0,43.0,1.0,0.0,8636595.0,250492.0,6082.0,0.0,20465.864928909952,5825.395348837209,6082.0,0.0,63.22,17.96,18.74,0.0
17055,46.0,198.0,1364.0,0.0,3744144.0,1181140.0,6320276.0,0.0,81394.43478260869,5965.353535353535,4633.633431085044,0.0,88.48,6.48,5.03,0.0
17056,37.0,15.0,0.0,174.0,3228328.0,182596.0,0.0,2150288.0,87252.1081081081,12173.066666666668,0.0,12357.977011494251,78.05,10.88,0.0,11.05
17057,27.0,35.0,1506.0,0.0,1772004.0,495715.0,12297376.0,0.0,65629.77777777778,14163.285714285714,8165.5883134130145,0.0,74.61,16.09,9.27,0.0
17058,4.0,0.0,2258.0,0.0,160958.0,0.0,23086650.0,0.0,40239.5,0.0,10224.379982285209,0.0,79.74,0.0,20.23,0.0
17059,715.0,890.0,0.0,1.0,100031977.0,5171129.0,0.0,7320.0,139904.86293706295,5810.257303370787,0.0,7320.0,91.42,3.79,0.0,4.78
17060,349.0,485.0,7.0,0.0,20570629.0,4369171.0,60546.0,0.0,58941.63037249284,9008.6,8649.42857142857,0.0,76.95,11.75,11.28,0.0
17061,667.0,1.0,0.0,0.0,18324367.0,15348.0,0.0,0.0,27472.81409295352,15348.0,0.0,0.0,64.16,35.79,0.0,0.0
17063,2.0,17.0,2305.0,1.0,704584.0,718091.0,5312295.0,1771.0,352292.0,42240.64705882353,2304.683297180044,1771.0,88.38,10.59,0.58,0.44
17064,413.0,3.0,86.0,0.0,23936601.0,24878.0,435691.0,0.0,57957.87167070218,8292.666666666666,5066.174418604651,0.0,81.27,11.61,7.09,0.0
17066,1.0,888.0,7.0,0.0,4289.0,6554012.0,32277.0,0.0,4289.0,7380.644144144144,4611.0,0.0,26.34,45.26,28.2,0.0
17067,428.0,337.0,179.0,0.0,55552029.0,2463843.0,624051.0,0.0,129794.46028037384,7311.106824925816,3486.31843575419,0.0,92.32,5.2,2.48,0.0
17068,13.0,14.0,1807.0,0.0,108655.0,42868.0,6334345.0,0.0,8358.076923076924,3062.0,3505.448256779192,0.0,56.0,20.44,23.37,0.0
17069,117.0,1658.0,19.0,0.0,9374976.0,14697186.0,79031.0,0.0,80128.0,8864.406513872134,4159.526315789473,0.0,86.02,9.51,4.46,0.0
17070,133.0,947.0,4.0,0.0,10620802.0,7677360.0,22381.0,0.0,79855.65413533835,8107.032734952481,5595.25,0.0,85.35,8.66,5.97,0.0
17071,1.0,712.0,4.0,0.0,110855.0,3742387.0,87565.0,0.0,110855.0,5256.161516853933,21891.25,0.0,80.33,3.81,15.85,0.0
17072,658.0,184.0,164.0,1.0,23387609.0,3774063.0,691846.0,10825.0,35543.47872340425,20511.21195652174,4218.573170731707,10825.0,49.99,28.83,5.93,15.21
17073,2.0,858.0,0.0,0.0,64885.0,6508014.0,0.0,0.0,32442.5,7585.097902097902,0.0,0.0,81.05,18.91,0.0,0.0
17074,611.0,1.0,54.0,1.0,15910870.0,42368.0,288623.0,54006.0,26040.703764320784,42368.0,5344.87037037037,54006.0,20.38,33.16,4.18,42.25
17075,1.0,1448.0,20.0,0.0,48646.0,13927196.0,71201.0,0.0,48646.0,9618.229281767955,3560.05,0.0,78.68,15.54,5.75,0.0
17076,1.0,818.0,2.0,0.0,127927.0,4373238.0,7174.0,0.0,127927.0,5346.256723716381,3587.0,0.0,93.47,3.9,2.62,0.0
17077,11.0,2.0,1660.0,0.0,893363.0,141903.0,11882513.0,0.0,81214.81818181818,70951.5,7158.140361445783,0.0,50.97,44.52,4.49,0.0
17078,1.0,1454.0,6.0,0.0,1486120.0,11766374.0,33374.0,0.0,1486120.0,8092.416781292984,5562.333333333333,0.0,99.09,0.54,0.37,0.0
17079,5.0,847.0,605.0,23.0,238468.0,4577016.0,1405151.0,148506.0,47693.6,5403.796930342385,2322.5636363636363,6456.782608695652,77.08,8.72,3.75,10.42
17080,487.0,19.0,0.0,0.0,22246542.0,103871.0,0.0,0.0,45680.78439425051,5466.894736842105,0.0,0.0,89.31,10.67,0.0,0.0
17081,4.0,84.0,1052.0,0.0,419249.0,495906.0,3342163.0,0.0,104812.25,5903.642857142857,3176.96102661597,0.0,92.03,5.18,2.79,0.0
17082,7.0,868.0,25.0,0.0,380226.0,7321023.0,69002.0,0.0,54318.0,8434.358294930875,2760.08,0.0,82.91,12.86,4.21,0.0
17083,10.0,5.0,1687.0,0.0,1665493.0,156969.0,6261684.0,0.0,166549.3,31393.8,3711.727326615293,0.0,82.59,15.56,1.84,0.0
17084,511.0,221.0,4.0,0.0,7689002.0,1270643.0,13468.0,0.0,15046.970645792564,5749.5158371040725,3367.0,0.0,62.27,23.73,13.88,0.0
17085,61.0,13.0,0.0,0.0,4405444.0,82491.0,0.0,0.0,72220.39344262295,6345.461538461538,0.0,0.0,91.92,8.07,0.0,0.0
17086,641.0,0.0,0.0,0.0,34696749.0,0.0,0.0,0.0,54129.09360374415,0.0,0.0,0.0,100.0,0.0,0.0,0.0
17087,449.0,26.0,0.0,0.0,31005545.0,318150.0,0.0,0.0,69054.66592427617,12236.53846153846,0.0,0.0,84.95,15.04,0.0,0.0
17088,1.0,35.0,1686.0,0.0,10095.0,259913.0,7998958.0,0.0,10095.0,7426.085714285714,4744.340450771056,0.0,45.34,33.28,21.23,0.0
17089,375.0,193.0,0.0,0.0,28314295.0,2299256.0,0.0,0.0,75504.78666666667,11913.24352331606,0.0,0.0,86.37,13.61,0.0,0.0
17090,391.0,16.0,0.0,3.0,4089179.0,68703.0,0.0,46292.0,10458.25831202046,4293.9375,0.0,15430.666666666666,34.65,14.21,0.0,51.04
17091,603.0,17.0,12.0,0.0,37808089.0,490715.0,44913.0,0.0,62699.98175787728,28865.58823529412,3742.75,0.0,65.79,30.27,3.92,0.0
17092,416.0,1192.0,5.0,0.0,14145190.0,15349298.0,11580.0,0.0,34002.86057692308,12876.927852348994,2316.0,0.0,69.12,26.14,4.7,0.0
17093,14.0,865.0,3.0,0.0,857148.0,6842124.0,7005.0,0.0,61224.857142857145,7909.9699421965315,2335.0,0.0,85.67,11.05,3.26,0.0
17095,455.0,635.0,1.0,0.0,64561206.0,4738817.0,4110.0,0.0,141892.76043956043,7462.703937007874,4110.0,0.0,92.46,4.86,2.68,0.0
17096,4.0,6.0,2797.0,0.0,186505.0,77030.0,11494673.0,0.0,46626.25,12838.333333333334,4109.643546657133,0.0,73.34,20.17,6.45,0.0
17097,0.0,4.0,1527.0,4.0,0.0,16676.0,4775454.0,18930.0,0.0,4169.0,3127.343811394892,4732.5,0.0,34.66,25.92,39.15
17098,10.0,549.0,8.0,0.0,1248920.0,6367417.0,29632.0,0.0,124892.0,11598.20947176685,3704.0,0.0,89.08,8.27,2.64,0.0
17099,5.0,148.0,3040.0,0.0,171160.0,1579913.0,8062492.0,0.0,34232.0,10675.087837837838,2652.1355263157893,0.0,71.98,22.41,5.57,0.0
17100,453.0,5.0,0.0,0.0,15063125.0,52369.0,0.0,0.0,33251.93156732892,10473.8,0.0,0.0,76.05,23.91,0.0,0.0
17101,35.0,10.0,1213.0,0.0,8352173.0,58829.0,7035495.0,0.0,238633.51428571428,5882.9,5800.078318219291,0.0,95.33,2.35,2.32,0.0
17102,5.0,1244.0,15.0,0.0,590099.0,7693541.0,93682.0,0.0,118019.8,6184.518488745981,6245.466666666666,0.0,90.47,4.74,4.78,0.0
17103,2.0,1841.0,2.0,0.0,26162.0,16398608.0,15481.0,0.0,13081.0,8907.445953286258,7740.5,0.0,44.0,29.92,25.97,0.0
17104,7.0,87.0,1589.0,0.0,502715.0,1023664.0,6129118.0,0.0,71816.42857142857,11766.25287356322,3857.217117684078,0.0,82.13,13.44,4.41,0.0
17105,6.0,1337.0,7.0,0.0,255910.0,11464151.0,17852.0,0.0,42651.66666666666,8574.533283470457,2550.285714285714,0.0,79.31,15.92,4.73,0.0
17106,1.0,1360.0,5.0,0.0,6574.0,9489659.0,39170.0,0.0,6574.0,6977.690441176471,7834.0,0.0,30.74,32.58,36.52,0.0
17107,470.0,198.0,0.0,4.0,25033728.0,1718317.0,0.0,38131.0,53263.25106382979,8678.368686868687,0.0,9532.75,74.52,12.13,0.0,13.32
17108,549.0,35.0,80.0,1.0,15668566.0,446652.0,327889.0,5519.0,28540.193078324224,12761.485714285714,4098.6125,5519.0,56.05,25.03,8.04,10.82
17111,3.0,245.0,2051.0,0.0,298268.0,3626731.0,7353780.0,0.0,99422.66666666669,14802.983673469387,3585.460750853242,0.0,84.39,12.56,3.04,0.0
17112,456.0,312.0,0.0,10.0,15166220.0,2165903.0,0.0,134683.0,33259.25438596492,6941.996794871795,0.0,13468.3,61.97,12.92,0.0,25.06
17113,4.0,51.0,2316.0,0.0,1418571.0,1662440.0,7211903.0,0.0,354642.75,32596.86274509804,3113.947754749568,0.0,90.85,8.35,0.8,0.0
17114,674.0,139.0,6.0,0.0,16243171.0,1539842.0,25243.0,0.0,24099.660237388725,11078.0,4207.166666666667,0.0,61.19,28.08,10.66,0.0
17115,35.0,1899.0,0.0,0.0,1150448.0,9892435.0,0.0,0.0,32869.94285714286,5209.286466561348,0.0,0.0,86.32,13.65,0.0,0.0
17116,10.0,1676.0,2.0,6.0,588506.0,15045515.0,4100.0,89918.0,58850.6,8977.037589498806,2050.0,14986.333333333334,69.35,10.57,2.41,17.64
17117,1.0,7.0,1496.0,0.0,15646.0,153192.0,18210170.0,0.0,15646.0,21884.571428571428,12172.573529411764,0.0,31.48,44.0,24.45,0.0
17118,0.0,0.0,1342.0,0.0,0.0,0.0,9757343.0,0.0,0.0,0.0,7270.74739195231,0.0,0.0,0.0,100.0,0.0
17119,198.0,1902.0,600.0,0.0,29681477.0,27704678.0,2201509.0,0.0,149906.44949494948,14566.076761303892,3669.181666666667,0.0,89.15,8.66,2.18,0.0
17120,109.0,785.0,66.0,2.0,2956647.0,9112097.0,117380.0,4551.0,27125.201834862382,11607.766878980892,1778.4848484848485,2275.5,63.4,27.09,4.15,5.31
17121,17.0,1156.0,37.0,0.0,630658.0,8563650.0,92840.0,0.0,37097.52941176471,7408.001730103806,2509.189189189189,0.0,78.91,15.73,5.33,0.0
17122,12.0,16.0,2194.0,0.0,1589082.0,407126.0,8064823.0,0.0,132423.5,25445.375,3675.853691886965,0.0,81.97,15.74,2.27,0.0
17124,5.0,3.0,1589.0,0.0,244196.0,72705.0,9628947.0,0.0,48839.2,24235.0,6059.752674638137,0.0,61.72,30.6,7.65,0.0
17125,0.0,3.0,1767.0,0.0,0.0,4532.0,4366361.0,0.0,0.0,1510.6666666666667,2471.058856819468,0.0,0.0,37.94,61.47,0.0
17126,425.0,26.0,0.0,0.0,11373081.0,134959.0,0.0,0.0,26760.19058823529,5190.7307692307695,0.0,0.0,83.75,16.2,0.0,0.0
17127,435.0,178.0,1103.0,0.0,18971341.0,2209866.0,4037993.0,0.0,43612.27816091954,12414.977528089888,3660.918404351768,0.0,73.07,20.77,6.12,0.0
17128,9.0,995.0,100.0,0.0,601524.0,9142209.0,613927.0,0.0,66836.0,9188.14974874372,6139.27,0.0,81.35,11.17,7.46,0.0
17129,696.0,4.0,24.0,0.0,742966829.0,31306.0,149176.0,0.0,1067481.0761494252,7826.5,6215.666666666667,0.0,98.7,0.72,0.57,0.0
17130,415.0,113.0,20.0,1.0,11584390.0,785186.0,60738.0,2252.0,27914.192771084337,6948.548672566371,3036.9,2252.0,69.52,17.28,7.55,5.6
17131,677.0,253.0,11.0,1.0,12450736.0,1954533.0,63409.0,2002.0,18391.04283604136,7725.426877470356,5764.454545454545,2002.0,54.28,22.76,16.97,5.89
17132,16.0,1352.0,4.0,0.0,1093034.0,16336068.0,12469.0,0.0,68314.625,12082.89053254438,3117.25,0.0,81.8,14.45,3.73,0.0
17133,0.0,2.0,1501.0,0.0,0.0,13268.0,8485038.0,0.0,0.0,6634.0,5652.923384410393,0.0,0.0,53.99,45.81,0.0
17134,64.0,654.0,0.0,0.0,3898571.0,12792174.0,0.0,0.0,60915.171875,19559.89908256881,0.0,0.0,75.69,24.28,0.0,0.0
17135,103.0,1464.0,1.0,0.0,3414246.0,9291172.0,4279.0,0.0,33148.01941747573,6346.428961748634,4279.0,0.0,75.73,14.47,9.76,0.0
17136,4.0,1571.0,112.0,0.0,172685.0,10445093.0,433504.0,0.0,43171.25,6648.690642902609,3870.571428571429,0.0,80.41,12.36,7.2,0.0
